province_std,county_std,town_std,镇代码,区县代码,省,区县名称,镇
河北,承德县,刘杖子乡,130821202,130821,河北省,承德县,刘杖子乡
河北,承德县,孟家院乡,130821204,130821,河北省,承德县,孟家院乡
河北,承德县,大营子乡,130821205,130821,河北省,承德县,大营子乡
河北,承德县,八家乡,130821206,130821,河北省,承德县,八家乡
河北,承德县,满杖子乡,130821208,130821,河北省,承德县,满杖子乡
河北,承德县,五道河乡,130821210,130821,河北省,承德县,五道河乡
河北,承德县,岔沟乡,130821211,130821,河北省,承德县,岔沟乡
河北,承德县,岗子满族乡,130821212,130821,河北省,承德县,岗子满族乡
河北,承德县,两家满族乡,130821214,130821,河北省,承德县,两家满族乡
河北,承德县,仓子乡,130821216,130821,河北省,承德县,仓子乡
河北,兴隆县,兴隆镇,130822100,130822,河北省,兴隆县,兴隆镇
河北,兴隆县,半壁山镇,130822101,130822,河北省,兴隆县,半壁山镇
河北,兴隆县,挂兰峪镇,130822102,130822,河北省,兴隆县,挂兰峪镇
河北,兴隆县,青松岭镇,130822103,130822,河北省,兴隆县,青松岭镇
河北,兴隆县,六道河镇,130822104,130822,河北省,兴隆县,六道河镇
河北,兴隆县,平安堡镇,130822105,130822,河北省,兴隆县,平安堡镇
河北,兴隆县,北营房镇,130822106,130822,河北省,兴隆县,北营房镇
河北,兴隆县,孤山子镇,130822107,130822,河北省,兴隆县,孤山子镇
河北,兴隆县,蓝旗营镇,130822108,130822,河北省,兴隆县,蓝旗营镇
河北,兴隆县,雾灵山镇,130822109,130822,河北省,兴隆县,雾灵山镇
河北,兴隆县,李家营镇,130822110,130822,河北省,兴隆县,李家营镇
河北,兴隆县,大杖子镇,130822111,130822,河北省,兴隆县,大杖子镇
河北,兴隆县,三道河镇,130822112,130822,河北省,兴隆县,三道河镇
河北,兴隆县,蘑菇峪镇,130822113,130822,河北省,兴隆县,蘑菇峪镇
河北,兴隆县,大水泉镇,130822114,130822,河北省,兴隆县,大水泉镇
河北,兴隆县,南天门满族乡,130822200,130822,河北省,兴隆县,南天门满族乡
河北,兴隆县,八卦岭满族乡,130822202,130822,河北省,兴隆县,八卦岭满族乡
河北,兴隆县,陡子峪乡,130822203,130822,河北省,兴隆县,陡子峪乡
河北,兴隆县,上石洞乡,130822204,130822,河北省,兴隆县,上石洞乡
河北,兴隆县,安子岭乡,130822211,130822,河北省,兴隆县,安子岭乡
河北,滦平县,中兴路街道,130824001,130824,河北省,滦平县,中兴路街道
河北,滦平县,滦平镇,130824100,130824,河北省,滦平县,滦平镇
河北,滦平县,长山峪镇,130824101,130824,河北省,滦平县,长山峪镇
河北,滦平县,红旗镇,130824102,130824,河北省,滦平县,红旗镇
河北,滦平县,金沟屯镇,130824103,130824,河北省,滦平县,金沟屯镇
河北,滦平县,虎什哈镇,130824104,130824,河北省,滦平县,虎什哈镇
河北,滦平县,巴克什营镇,130824105,130824,河北省,滦平县,巴克什营镇
河北,滦平县,张百湾镇,130824106,130824,河北省,滦平县,张百湾镇
河北,滦平县,付营子镇,130824107,130824,河北省,滦平县,付营子镇
河北,滦平县,大屯镇,130824108,130824,河北省,滦平县,大屯镇
河北,滦平县,火斗山镇,130824109,130824,河北省,滦平县,火斗山镇
河北,滦平县,两间房镇,130824110,130824,河北省,滦平县,两间房镇
河北,滦平县,小营镇,130824111,130824,河北省,滦平县,小营镇
河北,滦平县,安纯沟门镇,130824112,130824,河北省,滦平县,安纯沟门镇
河北,滦平县,平坊满族乡,130824200,130824,河北省,滦平县,平坊满族乡
河北,滦平县,西沟满族乡,130824206,130824,河北省,滦平县,西沟满族乡
河北,滦平县,邓厂满族乡,130824207,130824,河北省,滦平县,邓厂满族乡
河北,滦平县,五道营子满族乡,130824208,130824,河北省,滦平县,五道营子满族乡
河北,滦平县,马营子满族乡,130824209,130824,河北省,滦平县,马营子满族乡
河北,滦平县,付家店满族乡,130824210,130824,河北省,滦平县,付家店满族乡
河北,隆化县,安州街道,130825001,130825,河北省,隆化县,安州街道
河北,隆化县,韩麻营镇,130825101,130825,河北省,隆化县,韩麻营镇
河北,隆化县,中关镇,130825102,130825,河北省,隆化县,中关镇
河北,隆化县,七家镇,130825103,130825,河北省,隆化县,七家镇
河北,隆化县,汤头沟镇,130825104,130825,河北省,隆化县,汤头沟镇
河北,隆化县,张三营镇,130825105,130825,河北省,隆化县,张三营镇
河北,隆化县,唐三营镇,130825106,130825,河北省,隆化县,唐三营镇
河北,隆化县,蓝旗镇,130825107,130825,河北省,隆化县,蓝旗镇
河北,隆化县,步古沟镇,130825108,130825,河北省,隆化县,步古沟镇
河北,隆化县,郭家屯镇,130825109,130825,河北省,隆化县,郭家屯镇
河北,隆化县,茅荆坝镇,130825110,130825,河北省,隆化县,茅荆坝镇
河北,隆化县,苔山镇,130825111,130825,河北省,隆化县,苔山镇
河北,隆化县,荒地镇,130825112,130825,河北省,隆化县,荒地镇
河北,隆化县,章吉营镇,130825113,130825,河北省,隆化县,章吉营镇
河北,隆化县,偏坡营镇,130825114,130825,河北省,隆化县,偏坡营镇
河北,隆化县,尹家营满族乡,130825203,130825,河北省,隆化县,尹家营满族乡
河北,隆化县,庙子沟蒙古族满族乡,130825204,130825,河北省,隆化县,庙子沟蒙古族满族乡
河北,隆化县,山湾乡,130825206,130825,河北省,隆化县,山湾乡
河北,隆化县,八达营蒙古族乡,130825207,130825,河北省,隆化县,八达营蒙古族乡
河北,隆化县,太平庄满族乡,130825208,130825,河北省,隆化县,太平庄满族乡
河北,隆化县,旧屯满族乡,130825209,130825,河北省,隆化县,旧屯满族乡
河北,隆化县,西阿超满族蒙古族乡,130825210,130825,河北省,隆化县,西阿超满族蒙古族乡
河北,隆化县,碱房乡,130825212,130825,河北省,隆化县,碱房乡
河北,隆化县,韩家店乡,130825213,130825,河北省,隆化县,韩家店乡
河北,隆化县,湾沟门乡,130825214,130825,河北省,隆化县,湾沟门乡
河北,丰宁满族自治县,新丰路街道,130826001,130826,河北省,丰宁满族自治县,新丰路街道
河北,丰宁满族自治县,大阁镇,130826100,130826,河北省,丰宁满族自治县,大阁镇
河北,丰宁满族自治县,大滩镇,130826101,130826,河北省,丰宁满族自治县,大滩镇
河北,丰宁满族自治县,鱼儿山镇,130826102,130826,河北省,丰宁满族自治县,鱼儿山镇
河北,丰宁满族自治县,土城镇,130826103,130826,河北省,丰宁满族自治县,土城镇
河北,丰宁满族自治县,黄旗镇,130826104,130826,河北省,丰宁满族自治县,黄旗镇
河北,丰宁满族自治县,凤山镇,130826105,130826,河北省,丰宁满族自治县,凤山镇
河北,丰宁满族自治县,波罗诺镇,130826106,130826,河北省,丰宁满族自治县,波罗诺镇
河北,丰宁满族自治县,黑山咀嘴镇,130826107,130826,河北省,丰宁满族自治县,黑山咀嘴镇
河北,丰宁满族自治县,天桥镇,130826108,130826,河北省,丰宁满族自治县,天桥镇
河北,丰宁满族自治县,胡麻营镇,130826109,130826,河北省,丰宁满族自治县,胡麻营镇
河北,丰宁满族自治县,将军营镇,130826110,130826,河北省,丰宁满族自治县,将军营镇
河北,丰宁满族自治县,万胜永乡,130826200,130826,河北省,丰宁满族自治县,万胜永乡
河北,丰宁满族自治县,四岔口乡,130826201,130826,河北省,丰宁满族自治县,四岔口乡
河北,丰宁满族自治县,苏家店乡,130826202,130826,河北省,丰宁满族自治县,苏家店乡
河北,丰宁满族自治县,外沟门乡,130826203,130826,河北省,丰宁满族自治县,外沟门乡
河北,丰宁满族自治县,草原乡,130826204,130826,河北省,丰宁满族自治县,草原乡
河北,丰宁满族自治县,窟窿山乡,130826205,130826,河北省,丰宁满族自治县,窟窿山乡
河北,丰宁满族自治县,小坝子乡,130826206,130826,河北省,丰宁满族自治县,小坝子乡
河北,丰宁满族自治县,五道营乡,130826207,130826,河北省,丰宁满族自治县,五道营乡
河北,丰宁满族自治县,选将营乡,130826209,130826,河北省,丰宁满族自治县,选将营乡
河北,丰宁满族自治县,西官营乡,130826210,130826,河北省,丰宁满族自治县,西官营乡
河北,丰宁满族自治县,王营乡,130826211,130826,河北省,丰宁满族自治县,王营乡
河北,丰宁满族自治县,北头营乡,130826212,130826,河北省,丰宁满族自治县,北头营乡
河北,丰宁满族自治县,石人沟乡,130826214,130826,河北省,丰宁满族自治县,石人沟乡
河北,丰宁满族自治县,汤河乡,130826215,130826,河北省,丰宁满族自治县,汤河乡
河北,丰宁满族自治县,杨木栅子乡,130826216,130826,河北省,丰宁满族自治县,杨木栅子乡
河北,宽城满族自治县,宽城镇,130827100,130827,河北省,宽城满族自治县,宽城镇
河北,宽城满族自治县,龙须门镇,130827101,130827,河北省,宽城满族自治县,龙须门镇
河北,宽城满族自治县,峪耳崖镇,130827102,130827,河北省,宽城满族自治县,峪耳崖镇
河北,宽城满族自治县,板城镇,130827103,130827,河北省,宽城满族自治县,板城镇
河北,宽城满族自治县,汤道河镇,130827104,130827,河北省,宽城满族自治县,汤道河镇
河北,宽城满族自治县,桲罗台镇,130827105,130827,河北省,宽城满族自治县,桲罗台镇
河北,宽城满族自治县,碾子峪镇,130827106,130827,河北省,宽城满族自治县,碾子峪镇
河北,宽城满族自治县,亮甲台镇,130827107,130827,河北省,宽城满族自治县,亮甲台镇
河北,宽城满族自治县,化皮溜子镇,130827108,130827,河北省,宽城满族自治县,化皮溜子镇
河北,宽城满族自治县,松岭镇,130827109,130827,河北省,宽城满族自治县,松岭镇
河北,宽城满族自治县,塌山乡,130827201,130827,河北省,宽城满族自治县,塌山乡
河北,宽城满族自治县,孟子岭乡,130827203,130827,河北省,宽城满族自治县,孟子岭乡
河北,宽城满族自治县,独石沟乡,130827204,130827,河北省,宽城满族自治县,独石沟乡
河北,宽城满族自治县,铧尖乡,130827207,130827,河北省,宽城满族自治县,铧尖乡
河北,宽城满族自治县,东黄花川乡,130827208,130827,河北省,宽城满族自治县,东黄花川乡
河北,宽城满族自治县,苇子沟乡,130827210,130827,河北省,宽城满族自治县,苇子沟乡
河北,宽城满族自治县,大字沟门乡,130827211,130827,河北省,宽城满族自治县,大字沟门乡
河北,宽城满族自治县,大石柱子乡,130827212,130827,河北省,宽城满族自治县,大石柱子乡
河北,围场满族蒙古族自治县,围场镇,130828100,130828,河北省,围场满族蒙古族自治县,围场镇
河北,围场满族蒙古族自治县,四合永镇,130828101,130828,河北省,围场满族蒙古族自治县,四合永镇
河北,围场满族蒙古族自治县,克勒沟镇,130828102,130828,河北省,围场满族蒙古族自治县,克勒沟镇
河北,围场满族蒙古族自治县,棋盘山镇,130828103,130828,河北省,围场满族蒙古族自治县,棋盘山镇
河北,围场满族蒙古族自治县,半截塔镇,130828104,130828,河北省,围场满族蒙古族自治县,半截塔镇
河北,围场满族蒙古族自治县,朝阳地镇,130828105,130828,河北省,围场满族蒙古族自治县,朝阳地镇
河北,围场满族蒙古族自治县,朝阳湾镇,130828106,130828,河北省,围场满族蒙古族自治县,朝阳湾镇
河北,围场满族蒙古族自治县,腰站镇,130828107,130828,河北省,围场满族蒙古族自治县,腰站镇
河北,围场满族蒙古族自治县,龙头山镇,130828108,130828,河北省,围场满族蒙古族自治县,龙头山镇
河北,围场满族蒙古族自治县,新拨镇,130828109,130828,河北省,围场满族蒙古族自治县,新拨镇
河北,围场满族蒙古族自治县,御道口镇,130828110,130828,河北省,围场满族蒙古族自治县,御道口镇
河北,围场满族蒙古族自治县,城子镇,130828111,130828,河北省,围场满族蒙古族自治县,城子镇
河北,围场满族蒙古族自治县,新地镇,130828112,130828,河北省,围场满族蒙古族自治县,新地镇
河北,围场满族蒙古族自治县,哈里哈镇,130828113,130828,河北省,围场满族蒙古族自治县,哈里哈镇
河北,围场满族蒙古族自治县,道坝子乡,130828200,130828,河北省,围场满族蒙古族自治县,道坝子乡
河北,围场满族蒙古族自治县,黄土坎乡,130828203,130828,河北省,围场满族蒙古族自治县,黄土坎乡
河北,围场满族蒙古族自治县,四道沟乡,130828204,130828,河北省,围场满族蒙古族自治县,四道沟乡
河北,围场满族蒙古族自治县,兰旗卡伦乡,130828205,130828,河北省,围场满族蒙古族自治县,兰旗卡伦乡
河北,围场满族蒙古族自治县,银窝沟乡,130828206,130828,河北省,围场满族蒙古族自治县,银窝沟乡
河北,围场满族蒙古族自治县,广发永乡,130828208,130828,河北省,围场满族蒙古族自治县,广发永乡
河北,围场满族蒙古族自治县,育太和乡,130828209,130828,河北省,围场满族蒙古族自治县,育太和乡
河北,围场满族蒙古族自治县,郭家湾乡,130828210,130828,河北省,围场满族蒙古族自治县,郭家湾乡
河北,围场满族蒙古族自治县,杨家湾乡,130828211,130828,河北省,围场满族蒙古族自治县,杨家湾乡
河北,围场满族蒙古族自治县,大唤起乡,130828212,130828,河北省,围场满族蒙古族自治县,大唤起乡
河北,围场满族蒙古族自治县,张家湾乡,130828215,130828,河北省,围场满族蒙古族自治县,张家湾乡
河北,围场满族蒙古族自治县,宝元栈乡,130828216,130828,河北省,围场满族蒙古族自治县,宝元栈乡
河北,围场满族蒙古族自治县,山湾子乡,130828217,130828,河北省,围场满族蒙古族自治县,山湾子乡
河北,围场满族蒙古族自治县,三义永乡,130828218,130828,河北省,围场满族蒙古族自治县,三义永乡
河北,围场满族蒙古族自治县,姜家店乡,130828219,130828,河北省,围场满族蒙古族自治县,姜家店乡
河北,围场满族蒙古族自治县,下伙房乡,130828220,130828,河北省,围场满族蒙古族自治县,下伙房乡
河北,围场满族蒙古族自治县,燕格柏乡,130828221,130828,河北省,围场满族蒙古族自治县,燕格柏乡
河北,围场满族蒙古族自治县,牌楼乡,130828222,130828,河北省,围场满族蒙古族自治县,牌楼乡
河北,围场满族蒙古族自治县,老窝铺乡,130828224,130828,河北省,围场满族蒙古族自治县,老窝铺乡
河北,围场满族蒙古族自治县,石桌子乡,130828226,130828,河北省,围场满族蒙古族自治县,石桌子乡
河北,围场满族蒙古族自治县,大头山乡,130828227,130828,河北省,围场满族蒙古族自治县,大头山乡
河北,围场满族蒙古族自治县,南山嘴乡,130828228,130828,河北省,围场满族蒙古族自治县,南山嘴乡
河北,围场满族蒙古族自治县,西龙头乡,130828229,130828,河北省,围场满族蒙古族自治县,西龙头乡
河北,围场满族蒙古族自治县,塞罕坝机械林场,130828450,130828,河北省,围场满族蒙古族自治县,塞罕坝机械林场
河北,围场满族蒙古族自治县,国营御道口牧场,130828500,130828,河北省,围场满族蒙古族自治县,国营御道口牧场
河北,承德高新技术产业开发区,冯营子镇,130871104,130871,河北省,承德高新技术产业开发区,冯营子镇
河北,承德高新技术产业开发区,上板城镇,130871106,130871,河北省,承德高新技术产业开发区,上板城镇
河北,平泉市,平泉镇,130881100,130881,河北省,平泉市,平泉镇
河北,平泉市,黄土梁子镇,130881101,130881,河北省,平泉市,黄土梁子镇
河北,平泉市,榆树林子镇,130881102,130881,河北省,平泉市,榆树林子镇
河北,平泉市,杨树岭镇,130881103,130881,河北省,平泉市,杨树岭镇
河北,平泉市,七沟镇,130881104,130881,河北省,平泉市,七沟镇
河北,平泉市,小寺沟镇,130881105,130881,河北省,平泉市,小寺沟镇
河北,平泉市,党坝镇,130881106,130881,河北省,平泉市,党坝镇
河北,平泉市,卧龙镇,130881107,130881,河北省,平泉市,卧龙镇
河北,平泉市,南五十家子镇,130881108,130881,河北省,平泉市,南五十家子镇
河北,平泉市,北五十家子镇,130881109,130881,河北省,平泉市,北五十家子镇
河北,平泉市,桲椤树镇,130881110,130881,河北省,平泉市,桲椤树镇
河北,平泉市,柳溪镇,130881111,130881,河北省,平泉市,柳溪镇
河北,平泉市,平北镇,130881112,130881,河北省,平泉市,平北镇
河北,平泉市,青河镇,130881113,130881,河北省,平泉市,青河镇
河北,平泉市,台头山镇,130881114,130881,河北省,平泉市,台头山镇
河北,平泉市,王土房乡,130881200,130881,河北省,平泉市,王土房乡
河北,平泉市,七家岱满族乡,130881203,130881,河北省,平泉市,七家岱满族乡
河北,平泉市,茅兰沟满族蒙古族乡,130881206,130881,河北省,平泉市,茅兰沟满族蒙古族乡
河北,平泉市,道虎沟乡,130881210,130881,河北省,平泉市,道虎沟乡
河北,新华区,建设北街街道,130902001,130902,河北省,新华区,建设北街街道
河北,新华区,车站街道,130902002,130902,河北省,新华区,车站街道
河北,新华区,南大街街道,130902003,130902,河北省,新华区,南大街街道
河北,新华区,东环中街街道,130902004,130902,河北省,新华区,东环中街街道
河北,新华区,道东街道,130902005,130902,河北省,新华区,道东街道
河北,新华区,小赵庄乡,130902200,130902,河北省,新华区,小赵庄乡
河北,运河区,水月寺街街道,130903001,130903,河北省,运河区,水月寺街街道
河北,运河区,南环中路街道,130903002,130903,河北省,运河区,南环中路街道
河北,运河区,南湖街道,130903003,130903,河北省,运河区,南湖街道
河北,运河区,市场街道,130903004,130903,河北省,运河区,市场街道
河北,运河区,西环中街街道,130903005,130903,河北省,运河区,西环中街街道
河北,运河区,公园街道,130903006,130903,河北省,运河区,公园街道
河北,运河区,小王庄镇,130903100,130903,河北省,运河区,小王庄镇
河北,运河区,南陈屯镇,130903101,130903,河北省,运河区,南陈屯镇
河北,沧县,旧州镇,130921100,130921,河北省,沧县,旧州镇
河北,沧县,兴济镇,130921101,130921,河北省,沧县,兴济镇
河北,沧县,杜生镇,130921102,130921,河北省,沧县,杜生镇
河北,沧县,崔尔庄镇,130921103,130921,河北省,沧县,崔尔庄镇
河北,沧县,李天木镇,130921104,130921,河北省,沧县,李天木镇
河北,沧县,纸房头镇,130921105,130921,河北省,沧县,纸房头镇
河北,沧县,姚官屯镇,130921106,130921,河北省,沧县,姚官屯镇
河北,沧县,杜林镇,130921107,130921,河北省,沧县,杜林镇
河北,沧县,汪家铺镇,130921108,130921,河北省,沧县,汪家铺镇
河北,沧县,张官屯镇,130921109,130921,河北省,沧县,张官屯镇
河北,沧县,薛官屯乡,130921200,130921,河北省,沧县,薛官屯乡
河北,沧县,捷地回族乡,130921201,130921,河北省,沧县,捷地回族乡
河北,沧县,风化店乡,130921204,130921,河北省,沧县,风化店乡
河北,沧县,刘家庙乡,130921208,130921,河北省,沧县,刘家庙乡
河北,沧县,仵龙堂乡,130921209,130921,河北省,沧县,仵龙堂乡
河北,沧县,大官厅乡,130921210,130921,河北省,沧县,大官厅乡
河北,沧县,高川乡,130921211,130921,河北省,沧县,高川乡
河北,沧县,黄递铺乡,130921212,130921,河北省,沧县,黄递铺乡
河北,沧县,大褚村回族乡,130921213,130921,河北省,沧县,大褚村回族乡
河北,青县,清州镇,130922100,130922,河北省,青县,清州镇
河北,青县,金牛镇,130922101,130922,河北省,青县,金牛镇
河北,青县,新兴镇,130922102,130922,河北省,青县,新兴镇
河北,青县,流河镇,130922103,130922,河北省,青县,流河镇
河北,青县,木门店镇,130922104,130922,河北省,青县,木门店镇
河北,青县,马厂镇,130922105,130922,河北省,青县,马厂镇
河北,青县,盘古镇,130922106,130922,河北省,青县,盘古镇
河北,青县,曹寺镇,130922107,130922,河北省,青县,曹寺镇
河北,青县,上伍乡,130922200,130922,河北省,青县,上伍乡
河北,青县,陈嘴乡,130922203,130922,河北省,青县,陈嘴乡
河北,青县,青县农场,130922400,130922,河北省,青县,青县农场
河北,东光县,东光镇,130923100,130923,河北省,东光县,东光镇
河北,东光县,连镇镇,130923101,130923,河北省,东光县,连镇镇
河北,东光县,找王镇,130923102,130923,河北省,东光县,找王镇
河北,东光县,秦村镇,130923103,130923,河北省,东光县,秦村镇
河北,东光县,灯明寺镇,130923104,130923,河北省,东光县,灯明寺镇
河北,东光县,南霞口镇,130923105,130923,河北省,东光县,南霞口镇
河北,东光县,大单镇,130923106,130923,河北省,东光县,大单镇
河北,东光县,龙王李镇,130923107,130923,河北省,东光县,龙王李镇
河北,东光县,于桥镇,130923108,130923,河北省,东光县,于桥镇
河北,海兴县,苏基镇,130924100,130924,河北省,海兴县,苏基镇
河北,海兴县,辛集镇,130924101,130924,河北省,海兴县,辛集镇
河北,海兴县,高湾镇,130924102,130924,河北省,海兴县,高湾镇
河北,海兴县,赵毛陶镇,130924103,130924,河北省,海兴县,赵毛陶镇
河北,海兴县,张会亭镇,130924104,130924,河北省,海兴县,张会亭镇
河北,海兴县,香坊乡,130924201,130924,河北省,海兴县,香坊乡
河北,海兴县,小山乡,130924202,130924,河北省,海兴县,小山乡
河北,海兴县,海兴县农场,130924400,130924,河北省,海兴县,海兴县农场
河北,海兴县,青先农场,130924401,130924,河北省,海兴县,青先农场
河北,海兴县,青锋农场,130924402,130924,河北省,海兴县,青锋农场
河北,盐山县,盐山镇,130925100,130925,河北省,盐山县,盐山镇
河北,盐山县,望树镇,130925101,130925,河北省,盐山县,望树镇
河北,盐山县,庆云镇,130925102,130925,河北省,盐山县,庆云镇
河北,盐山县,韩集镇,130925103,130925,河北省,盐山县,韩集镇
河北,盐山县,千童镇,130925104,130925,河北省,盐山县,千童镇
河北,盐山县,圣佛镇,130925105,130925,河北省,盐山县,圣佛镇
河北,盐山县,边务镇,130925106,130925,河北省,盐山县,边务镇
河北,盐山县,小庄镇,130925107,130925,河北省,盐山县,小庄镇
河北,盐山县,杨集镇,130925108,130925,河北省,盐山县,杨集镇
河北,盐山县,孟店镇,130925109,130925,河北省,盐山县,孟店镇
河北,盐山县,小营乡,130925201,130925,河北省,盐山县,小营乡
河北,盐山县,常庄乡,130925204,130925,河北省,盐山县,常庄乡
河北,肃宁县,肃宁镇,130926100,130926,河北省,肃宁县,肃宁镇
河北,肃宁县,梁家村镇,130926101,130926,河北省,肃宁县,梁家村镇
河北,肃宁县,窝北镇,130926102,130926,河北省,肃宁县,窝北镇
河北,肃宁县,尚村镇,130926103,130926,河北省,肃宁县,尚村镇
河北,肃宁县,万里镇,130926104,130926,河北省,肃宁县,万里镇
河北,肃宁县,师素镇,130926105,130926,河北省,肃宁县,师素镇
河北,肃宁县,河北留善寺镇,130926106,130926,河北省,肃宁县,河北留善寺镇
河北,肃宁县,付家佐镇,130926107,130926,河北省,肃宁县,付家佐镇
河北,肃宁县,邵庄乡,130926205,130926,河北省,肃宁县,邵庄乡
河北,南皮县,南皮镇,130927100,130927,河北省,南皮县,南皮镇
河北,南皮县,冯家口镇,130927101,130927,河北省,南皮县,冯家口镇
河北,南皮县,寨子镇,130927102,130927,河北省,南皮县,寨子镇
河北,南皮县,鲍官屯镇,130927103,130927,河北省,南皮县,鲍官屯镇
河北,南皮县,王寺镇,130927104,130927,河北省,南皮县,王寺镇
河北,南皮县,乌马营镇,130927105,130927,河北省,南皮县,乌马营镇
河北,南皮县,潞灌镇,130927106,130927,河北省,南皮县,潞灌镇
河北,南皮县,刘八里镇,130927107,130927,河北省,南皮县,刘八里镇
河北,南皮县,大浪淀乡,130927200,130927,河北省,南皮县,大浪淀乡
河北,吴桥县,桑园镇,130928100,130928,河北省,吴桥县,桑园镇
河北,吴桥县,铁城镇,130928101,130928,河北省,吴桥县,铁城镇
河北,吴桥县,于集镇,130928102,130928,河北省,吴桥县,于集镇
河北,吴桥县,梁集镇,130928103,130928,河北省,吴桥县,梁集镇
河北,吴桥县,安陵镇,130928104,130928,河北省,吴桥县,安陵镇
河北,吴桥县,曹家洼乡,130928200,130928,河北省,吴桥县,曹家洼乡
河北,吴桥县,东宋门乡,130928201,130928,河北省,吴桥县,东宋门乡
河北,吴桥县,杨家寺乡,130928202,130928,河北省,吴桥县,杨家寺乡
河北,吴桥县,沟店铺乡,130928203,130928,河北省,吴桥县,沟店铺乡
河北,吴桥县,何庄乡,130928204,130928,河北省,吴桥县,何庄乡
河北,吴桥县,吴桥经济技术开发区,130928400,130928,河北省,吴桥县,吴桥经济技术开发区
河北,献县,乐寿镇,130929100,130929,河北省,献县,乐寿镇
河北,献县,淮镇镇,130929101,130929,河北省,献县,淮镇镇
河北,献县,郭庄镇,130929102,130929,河北省,献县,郭庄镇
河北,献县,河城街镇,130929103,130929,河北省,献县,河城街镇
河北,献县,韩村镇,130929104,130929,河北省,献县,韩村镇
河北,献县,陌南镇,130929105,130929,河北省,献县,陌南镇
河北,献县,陈庄镇,130929106,130929,河北省,献县,陈庄镇
河北,献县,段村镇,130929107,130929,河北省,献县,段村镇
河北,献县,高官镇,130929108,130929,河北省,献县,高官镇
河北,献县,十五级镇,130929109,130929,河北省,献县,十五级镇
河北,献县,商林乡,130929206,130929,河北省,献县,商林乡
河北,献县,张村乡,130929209,130929,河北省,献县,张村乡
河北,献县,临河乡,130929210,130929,河北省,献县,临河乡
河北,献县,小平王乡,130929211,130929,河北省,献县,小平王乡
河北,献县,垒头乡,130929213,130929,河北省,献县,垒头乡
河北,献县,南河头乡,130929214,130929,河北省,献县,南河头乡
河北,献县,西城乡,130929215,130929,河北省,献县,西城乡
河北,献县,本斋回族乡,130929216,130929,河北省,献县,本斋回族乡
河北,献县,梅庄洼农场,130929400,130929,河北省,献县,梅庄洼农场
河北,献县,献县经济开发区,130929401,130929,河北省,献县,献县经济开发区
河北,孟村回族自治县,孟村镇,130930100,130930,河北省,孟村回族自治县,孟村镇
河北,孟村回族自治县,新县镇,130930101,130930,河北省,孟村回族自治县,新县镇
河北,孟村回族自治县,辛店镇,130930102,130930,河北省,孟村回族自治县,辛店镇
河北,孟村回族自治县,高寨镇,130930103,130930,河北省,孟村回族自治县,高寨镇
河北,孟村回族自治县,宋庄子乡,130930200,130930,河北省,孟村回族自治县,宋庄子乡
河北,孟村回族自治县,牛进庄乡,130930201,130930,河北省,孟村回族自治县,牛进庄乡
河北,河北沧州经济开发区,社会事务局,130971401,130971,河北省,河北沧州经济开发区,社会事务局
河北,沧州高新技术产业开发区,社会发展局,130972401,130972,河北省,沧州高新技术产业开发区,社会发展局
河北,沧州渤海新区,新村回族乡,130973206,130973,河北省,沧州渤海新区,新村回族乡
河北,沧州渤海新区,南大港管理区,130973400,130973,河北省,沧州渤海新区,南大港管理区
河北,沧州渤海新区,国营中捷农场,130973401,130973,河北省,沧州渤海新区,国营中捷农场
河北,沧州渤海新区,港城街道,130973402,130973,河北省,沧州渤海新区,港城街道
河北,沧州渤海新区,临港化工园区,130973403,130973,河北省,沧州渤海新区,临港化工园区
河北,泊头市,解放街道,130981001,130981,河北省,泊头市,解放街道
河北,泊头市,河东街道,130981002,130981,河北省,泊头市,河东街道
河北,泊头市,鼓楼街道,130981003,130981,河北省,泊头市,鼓楼街道
河北,泊头市,泊镇,130981100,130981,河北省,泊头市,泊镇
河北,泊头市,交河镇,130981101,130981,河北省,泊头市,交河镇
河北,泊头市,齐桥镇,130981102,130981,河北省,泊头市,齐桥镇
河北,泊头市,寺门村镇,130981103,130981,河北省,泊头市,寺门村镇
河北,泊头市,郝村镇,130981104,130981,河北省,泊头市,郝村镇
河北,泊头市,富镇镇,130981105,130981,河北省,泊头市,富镇镇
河北,泊头市,文庙镇,130981106,130981,河北省,泊头市,文庙镇
河北,泊头市,洼里王镇,130981107,130981,河北省,泊头市,洼里王镇
河北,泊头市,四营镇,130981108,130981,河北省,泊头市,四营镇
河北,泊头市,王武庄乡,130981201,130981,河北省,泊头市,王武庄乡
河北,泊头市,营子乡,130981202,130981,河北省,泊头市,营子乡
河北,泊头市,西辛店乡,130981204,130981,河北省,泊头市,西辛店乡
河北,泊头市,河北泊头经济开发区,130981400,130981,河北省,泊头市,河北泊头经济开发区
河北,任丘市,新华路街道,130982001,130982,河北省,任丘市,新华路街道
河北,任丘市,西环路街道,130982002,130982,河北省,任丘市,西环路街道
河北,任丘市,永丰路街道,130982003,130982,河北省,任丘市,永丰路街道
河北,任丘市,中华路街道,130982004,130982,河北省,任丘市,中华路街道
河北,任丘市,渤海路街道,130982005,130982,河北省,任丘市,渤海路街道
河北,任丘市,油建路街道,130982006,130982,河北省,任丘市,油建路街道
河北,任丘市,会战道街道,130982007,130982,河北省,任丘市,会战道街道
河北,任丘市,出岸镇,130982100,130982,河北省,任丘市,出岸镇
