省代码,省,城市代码,城市,区县代码,区县名称,镇代码,镇
11,北京市,1101,市辖区,110105,朝阳区,110105041,豆各庄地区
11,北京市,1101,市辖区,110105,朝阳区,110105042,王四营地区
11,北京市,1101,市辖区,110105,朝阳区,110105043,东湖街道
11,北京市,1101,市辖区,110106,丰台区,110106001,右安门街道
11,北京市,1101,市辖区,110106,丰台区,110106002,太平桥街道
11,北京市,1101,市辖区,110106,丰台区,110106003,西罗园街道
11,北京市,1101,市辖区,110106,丰台区,110106004,大红门街道
11,北京市,1101,市辖区,110106,丰台区,110106005,南苑街道
11,北京市,1101,市辖区,110106,丰台区,110106006,东高地街道
11,北京市,1101,市辖区,110106,丰台区,110106007,东铁匠营街道
11,北京市,1101,市辖区,110106,丰台区,110106008,六里桥街道
11,北京市,1101,市辖区,110106,丰台区,110106009,丰台街道
11,北京市,1101,市辖区,110106,丰台区,110106010,新村街道
11,北京市,1101,市辖区,110106,丰台区,110106011,长辛店街道
11,北京市,1101,市辖区,110106,丰台区,110106012,云岗街道
11,北京市,1101,市辖区,110106,丰台区,110106013,方庄街道
11,北京市,1101,市辖区,110106,丰台区,110106014,宛平街道
11,北京市,1101,市辖区,110106,丰台区,110106015,马家堡街道
11,北京市,1101,市辖区,110106,丰台区,110106016,和义街道
11,北京市,1101,市辖区,110106,丰台区,110106017,卢沟桥街道
11,北京市,1101,市辖区,110106,丰台区,110106018,花乡街道
11,北京市,1101,市辖区,110106,丰台区,110106020,成寿寺街道
11,北京市,1101,市辖区,110106,丰台区,110106021,石榴庄街道
11,北京市,1101,市辖区,110106,丰台区,110106022,玉泉营街道
11,北京市,1101,市辖区,110106,丰台区,110106023,看丹街道
11,北京市,1101,市辖区,110106,丰台区,110106024,五里店街道
11,北京市,1101,市辖区,110106,丰台区,110106025,青塔街道
11,北京市,1101,市辖区,110106,丰台区,110106100,北宫镇
11,北京市,1101,市辖区,110106,丰台区,110106101,王佐镇
11,北京市,1101,市辖区,110107,石景山区,110107001,八宝山街道
11,北京市,1101,市辖区,110107,石景山区,110107002,老山街道
11,北京市,1101,市辖区,110107,石景山区,110107003,八角街道
11,北京市,1101,市辖区,110107,石景山区,110107004,古城街道
11,北京市,1101,市辖区,110107,石景山区,110107005,苹果园街道
11,北京市,1101,市辖区,110107,石景山区,110107006,金顶街街道
11,北京市,1101,市辖区,110107,石景山区,110107009,广宁街道
11,北京市,1101,市辖区,110107,石景山区,110107010,五里坨街道
11,北京市,1101,市辖区,110107,石景山区,110107011,鲁谷街道
11,北京市,1101,市辖区,110108,海淀区,110108001,万寿路街道
11,北京市,1101,市辖区,110108,海淀区,110108002,永定路街道
11,北京市,1101,市辖区,110108,海淀区,110108003,羊坊店街道
11,北京市,1101,市辖区,110108,海淀区,110108004,甘家口街道
11,北京市,1101,市辖区,110108,海淀区,110108005,八里庄街道
11,北京市,1101,市辖区,110108,海淀区,110108006,紫竹院街道
11,北京市,1101,市辖区,110108,海淀区,110108007,北下关街道
11,北京市,1101,市辖区,110108,海淀区,110108008,北太平庄街道
11,北京市,1101,市辖区,110108,海淀区,110108010,学院路街道
11,北京市,1101,市辖区,110108,海淀区,110108011,中关村街道
11,北京市,1101,市辖区,110108,海淀区,110108012,海淀街道
11,北京市,1101,市辖区,110108,海淀区,110108013,青龙桥街道
11,北京市,1101,市辖区,110108,海淀区,110108014,清华园街道
11,北京市,1101,市辖区,110108,海淀区,110108015,燕园街道
11,北京市,1101,市辖区,110108,海淀区,110108016,香山街道
11,北京市,1101,市辖区,110108,海淀区,110108017,清河街道
11,北京市,1101,市辖区,110108,海淀区,110108018,花园路街道
11,北京市,1101,市辖区,110108,海淀区,110108019,西三旗街道
11,北京市,1101,市辖区,110108,海淀区,110108020,马连洼街道
11,北京市,1101,市辖区,110108,海淀区,110108021,田村路街道
11,北京市,1101,市辖区,110108,海淀区,110108022,上地街道
11,北京市,1101,市辖区,110108,海淀区,110108023,万柳地区
11,北京市,1101,市辖区,110108,海淀区,110108024,东升地区
11,北京市,1101,市辖区,110108,海淀区,110108025,曙光街道
11,北京市,1101,市辖区,110108,海淀区,110108026,温泉地区
11,北京市,1101,市辖区,110108,海淀区,110108027,四季青地区
11,北京市,1101,市辖区,110108,海淀区,110108028,西北旺地区
11,北京市,1101,市辖区,110108,海淀区,110108029,苏家坨地区
11,北京市,1101,市辖区,110108,海淀区,110108030,上庄地区
11,北京市,1101,市辖区,110109,门头沟区,110109001,大峪街道
11,北京市,1101,市辖区,110109,门头沟区,110109002,城子街道
11,北京市,1101,市辖区,110109,门头沟区,110109003,东辛房街道
11,北京市,1101,市辖区,110109,门头沟区,110109004,大台街道
11,北京市,1101,市辖区,110109,门头沟区,110109005,王平地区
11,北京市,1101,市辖区,110109,门头沟区,110109006,永定地区
11,北京市,1101,市辖区,110109,门头沟区,110109007,龙泉地区
11,北京市,1101,市辖区,110109,门头沟区,110109101,潭柘寺镇
11,北京市,1101,市辖区,110109,门头沟区,110109104,军庄镇
11,北京市,1101,市辖区,110109,门头沟区,110109105,雁翅镇
11,北京市,1101,市辖区,110109,门头沟区,110109106,斋堂镇
11,北京市,1101,市辖区,110109,门头沟区,110109107,清水镇
11,北京市,1101,市辖区,110109,门头沟区,110109108,妙峰山镇
11,北京市,1101,市辖区,110111,房山区,110111001,城关街道
11,北京市,1101,市辖区,110111,房山区,110111002,新镇街道
11,北京市,1101,市辖区,110111,房山区,110111004,向阳街道
11,北京市,1101,市辖区,110111,房山区,110111005,东风街道
11,北京市,1101,市辖区,110111,房山区,110111006,迎风街道
11,北京市,1101,市辖区,110111,房山区,110111007,星城街道
11,北京市,1101,市辖区,110111,房山区,110111008,良乡地区
11,北京市,1101,市辖区,110111,房山区,110111009,周口店地区
11,北京市,1101,市辖区,110111,房山区,110111010,琉璃河地区
11,北京市,1101,市辖区,110111,房山区,110111011,拱辰街道
11,北京市,1101,市辖区,110111,房山区,110111012,西潞街道
11,北京市,1101,市辖区,110111,房山区,110111101,阎村镇
11,北京市,1101,市辖区,110111,房山区,110111103,窦店镇
11,北京市,1101,市辖区,110111,房山区,110111104,石楼镇
11,北京市,1101,市辖区,110111,房山区,110111105,长阳镇
11,北京市,1101,市辖区,110111,房山区,110111107,河北镇
11,北京市,1101,市辖区,110111,房山区,110111108,长沟镇
11,北京市,1101,市辖区,110111,房山区,110111109,大石窝镇
11,北京市,1101,市辖区,110111,房山区,110111110,张坊镇
11,北京市,1101,市辖区,110111,房山区,110111111,十渡镇
11,北京市,1101,市辖区,110111,房山区,110111112,青龙湖镇
11,北京市,1101,市辖区,110111,房山区,110111115,韩村河镇
11,北京市,1101,市辖区,110111,房山区,110111208,霞云岭乡
11,北京市,1101,市辖区,110111,房山区,110111209,南窖乡
11,北京市,1101,市辖区,110111,房山区,110111210,佛子庄乡
11,北京市,1101,市辖区,110111,房山区,110111211,大安山乡
11,北京市,1101,市辖区,110111,房山区,110111212,史家营乡
11,北京市,1101,市辖区,110111,房山区,110111213,蒲洼乡
11,北京市,1101,市辖区,110112,通州区,110112001,中仓街道
11,北京市,1101,市辖区,110112,通州区,110112002,新华街道
11,北京市,1101,市辖区,110112,通州区,110112003,北苑街道
11,北京市,1101,市辖区,110112,通州区,110112004,玉桥街道
11,北京市,1101,市辖区,110112,通州区,110112007,潞源街道
11,北京市,1101,市辖区,110112,通州区,110112008,通运街道
11,北京市,1101,市辖区,110112,通州区,110112009,文景街道
11,北京市,1101,市辖区,110112,通州区,110112010,九棵树街道
11,北京市,1101,市辖区,110112,通州区,110112011,临河里街道
11,北京市,1101,市辖区,110112,通州区,110112012,杨庄街道
11,北京市,1101,市辖区,110112,通州区,110112013,潞邑街道
11,北京市,1101,市辖区,110112,通州区,110112104,宋庄镇
11,北京市,1101,市辖区,110112,通州区,110112105,张家湾镇
11,北京市,1101,市辖区,110112,通州区,110112106,漷县镇
11,北京市,1101,市辖区,110112,通州区,110112109,马驹桥镇
11,北京市,1101,市辖区,110112,通州区,110112110,西集镇
11,北京市,1101,市辖区,110112,通州区,110112114,台湖镇
11,北京市,1101,市辖区,110112,通州区,110112117,永乐店镇
11,北京市,1101,市辖区,110112,通州区,110112119,潞城镇
11,北京市,1101,市辖区,110112,通州区,110112120,永顺镇
11,北京市,1101,市辖区,110112,通州区,110112121,梨园镇
11,北京市,1101,市辖区,110112,通州区,110112209,于家务回族乡
11,北京市,1101,市辖区,110113,顺义区,110113001,胜利街道
11,北京市,1101,市辖区,110113,顺义区,110113002,光明街道
11,北京市,1101,市辖区,110113,顺义区,110113003,仁和地区
11,北京市,1101,市辖区,110113,顺义区,110113004,后沙峪地区
11,北京市,1101,市辖区,110113,顺义区,110113005,天竺地区
11,北京市,1101,市辖区,110113,顺义区,110113006,杨镇地区
11,北京市,1101,市辖区,110113,顺义区,110113007,牛栏山地区
11,北京市,1101,市辖区,110113,顺义区,110113008,南法信地区
11,北京市,1101,市辖区,110113,顺义区,110113009,马坡地区
11,北京市,1101,市辖区,110113,顺义区,110113010,石园街道
11,北京市,1101,市辖区,110113,顺义区,110113011,空港街道
11,北京市,1101,市辖区,110113,顺义区,110113012,双丰街道
11,北京市,1101,市辖区,110113,顺义区,110113013,旺泉街道
11,北京市,1101,市辖区,110113,顺义区,110113101,高丽营镇
11,北京市,1101,市辖区,110113,顺义区,110113104,李桥镇
11,北京市,1101,市辖区,110113,顺义区,110113105,李遂镇
11,北京市,1101,市辖区,110113,顺义区,110113106,南彩镇
11,北京市,1101,市辖区,110113,顺义区,110113108,北务镇
11,北京市,1101,市辖区,110113,顺义区,110113109,大孙各庄镇
11,北京市,1101,市辖区,110113,顺义区,110113110,张镇
11,北京市,1101,市辖区,110113,顺义区,110113111,龙湾屯镇
11,北京市,1101,市辖区,110113,顺义区,110113112,木林镇
11,北京市,1101,市辖区,110113,顺义区,110113113,北小营镇
11,北京市,1101,市辖区,110113,顺义区,110113115,北石槽镇
11,北京市,1101,市辖区,110113,顺义区,110113116,赵全营镇
11,北京市,1101,市辖区,110114,昌平区,110114001,城北街道
11,北京市,1101,市辖区,110114,昌平区,110114002,南口地区
11,北京市,1101,市辖区,110114,昌平区,110114003,马池口地区
11,北京市,1101,市辖区,110114,昌平区,110114004,沙河地区
11,北京市,1101,市辖区,110114,昌平区,110114005,城南街道
11,北京市,1101,市辖区,110114,昌平区,110114007,东小口地区
11,北京市,1101,市辖区,110114,昌平区,110114008,天通苑北街道
11,北京市,1101,市辖区,110114,昌平区,110114009,天通苑南街道
11,北京市,1101,市辖区,110114,昌平区,110114010,霍营街道
11,北京市,1101,市辖区,110114,昌平区,110114011,回龙观街道
11,北京市,1101,市辖区,110114,昌平区,110114012,龙泽园街道
11,北京市,1101,市辖区,110114,昌平区,110114013,史各庄街道
11,北京市,1101,市辖区,110114,昌平区,110114104,阳坊镇
11,北京市,1101,市辖区,110114,昌平区,110114110,小汤山镇
11,北京市,1101,市辖区,110114,昌平区,110114111,南邵镇
11,北京市,1101,市辖区,110114,昌平区,110114112,崔村镇
11,北京市,1101,市辖区,110114,昌平区,110114113,百善镇
11,北京市,1101,市辖区,110114,昌平区,110114115,北七家镇
11,北京市,1101,市辖区,110114,昌平区,110114116,兴寿镇
11,北京市,1101,市辖区,110114,昌平区,110114118,流村镇
11,北京市,1101,市辖区,110114,昌平区,110114119,十三陵镇
11,北京市,1101,市辖区,110114,昌平区,110114120,延寿镇
11,北京市,1101,市辖区,110115,大兴区,110115001,兴丰街道
11,北京市,1101,市辖区,110115,大兴区,110115002,林校路街道
11,北京市,1101,市辖区,110115,大兴区,110115003,清源街道
11,北京市,1101,市辖区,110115,大兴区,110115004,亦庄地区
11,北京市,1101,市辖区,110115,大兴区,110115005,黄村地区
11,北京市,1101,市辖区,110115,大兴区,110115006,旧宫地区
11,北京市,1101,市辖区,110115,大兴区,110115007,西红门地区
11,北京市,1101,市辖区,110115,大兴区,110115008,瀛海地区
11,北京市,1101,市辖区,110115,大兴区,110115009,观音寺街道
11,北京市,1101,市辖区,110115,大兴区,110115010,天宫院街道
11,北京市,1101,市辖区,110115,大兴区,110115011,高米店街道
11,北京市,1101,市辖区,110115,大兴区,110115012,荣华街道
11,北京市,1101,市辖区,110115,大兴区,110115013,博兴街道
11,北京市,1101,市辖区,110115,大兴区,110115103,青云店镇
11,北京市,1101,市辖区,110115,大兴区,110115104,采育镇
11,北京市,1101,市辖区,110115,大兴区,110115105,安定镇
11,北京市,1101,市辖区,110115,大兴区,110115106,礼贤镇
11,北京市,1101,市辖区,110115,大兴区,110115107,榆垡镇
11,北京市,1101,市辖区,110115,大兴区,110115108,庞各庄镇
11,北京市,1101,市辖区,110115,大兴区,110115109,北臧村镇
11,北京市,1101,市辖区,110115,大兴区,110115110,魏善庄镇
11,北京市,1101,市辖区,110115,大兴区,110115111,长子营镇
11,北京市,1101,市辖区,110115,大兴区,110115403,北京经济技术开发区
11,北京市,1101,市辖区,110115,大兴区,110115404,中关村国家自主创新示范区大兴生物医药产业基地
11,北京市,1101,市辖区,110115,大兴区,110115405,大兴经济开发区
11,北京市,1101,市辖区,110115,大兴区,110115406,大兴国际机场
11,北京市,1101,市辖区,110116,怀柔区,110116001,泉河街道
11,北京市,1101,市辖区,110116,怀柔区,110116002,龙山街道
11,北京市,1101,市辖区,110116,怀柔区,110116003,怀柔地区
11,北京市,1101,市辖区,110116,怀柔区,110116004,雁栖地区
11,北京市,1101,市辖区,110116,怀柔区,110116005,庙城地区
11,北京市,1101,市辖区,110116,怀柔区,110116102,北房镇
11,北京市,1101,市辖区,110116,怀柔区,110116103,杨宋镇
11,北京市,1101,市辖区,110116,怀柔区,110116105,桥梓镇
11,北京市,1101,市辖区,110116,怀柔区,110116106,怀北镇
11,北京市,1101,市辖区,110116,怀柔区,110116107,汤河口镇
11,北京市,1101,市辖区,110116,怀柔区,110116108,渤海镇
11,北京市,1101,市辖区,110116,怀柔区,110116109,九渡河镇
11,北京市,1101,市辖区,110116,怀柔区,110116110,琉璃庙镇
11,北京市,1101,市辖区,110116,怀柔区,110116111,宝山镇
11,北京市,1101,市辖区,110116,怀柔区,110116211,长哨营满族乡
11,北京市,1101,市辖区,110116,怀柔区,110116213,喇叭沟门满族乡
11,北京市,1101,市辖区,110116,怀柔区,110116400,北京雁栖经济开发区
11,北京市,1101,市辖区,110117,平谷区,110117001,滨河街道
11,北京市,1101,市辖区,110117,平谷区,110117002,兴谷街道
11,北京市,1101,市辖区,110117,平谷区,110117003,渔阳地区
11,北京市,1101,市辖区,110117,平谷区,110117004,峪口地区
11,北京市,1101,市辖区,110117,平谷区,110117005,马坊地区
11,北京市,1101,市辖区,110117,平谷区,110117006,金海湖地区
11,北京市,1101,市辖区,110117,平谷区,110117101,东高村镇
11,北京市,1101,市辖区,110117,平谷区,110117102,山东庄镇
11,北京市,1101,市辖区,110117,平谷区,110117104,南独乐河镇
11,北京市,1101,市辖区,110117,平谷区,110117105,大华山镇
11,北京市,1101,市辖区,110117,平谷区,110117106,夏各庄镇
11,北京市,1101,市辖区,110117,平谷区,110117108,马昌营镇
11,北京市,1101,市辖区,110117,平谷区,110117110,王辛庄镇
11,北京市,1101,市辖区,110117,平谷区,110117111,大兴庄镇
11,北京市,1101,市辖区,110117,平谷区,110117112,刘家店镇
11,北京市,1101,市辖区,110117,平谷区,110117114,镇罗营镇
11,北京市,1101,市辖区,110117,平谷区,110117213,黄松峪乡
11,北京市,1101,市辖区,110117,平谷区,110117214,熊儿寨乡
11,北京市,1101,市辖区,110118,密云区,110118001,鼓楼街道
11,北京市,1101,市辖区,110118,密云区,110118002,果园街道
11,北京市,1101,市辖区,110118,密云区,110118003,檀营地区
11,北京市,1101,市辖区,110118,密云区,110118100,密云镇
11,北京市,1101,市辖区,110118,密云区,110118101,溪翁庄镇
11,北京市,1101,市辖区,110118,密云区,110118102,西田各庄镇
11,北京市,1101,市辖区,110118,密云区,110118103,十里堡镇
11,北京市,1101,市辖区,110118,密云区,110118104,河南寨镇
11,北京市,1101,市辖区,110118,密云区,110118105,巨各庄镇
11,北京市,1101,市辖区,110118,密云区,110118106,穆家峪镇
11,北京市,1101,市辖区,110118,密云区,110118107,太师屯镇
11,北京市,1101,市辖区,110118,密云区,110118108,高岭镇
11,北京市,1101,市辖区,110118,密云区,110118109,不老屯镇
11,北京市,1101,市辖区,110118,密云区,110118110,冯家峪镇
11,北京市,1101,市辖区,110118,密云区,110118111,古北口镇
11,北京市,1101,市辖区,110118,密云区,110118112,大城子镇
11,北京市,1101,市辖区,110118,密云区,110118113,东邵渠镇
11,北京市,1101,市辖区,110118,密云区,110118114,北庄镇
11,北京市,1101,市辖区,110118,密云区,110118115,新城子镇
11,北京市,1101,市辖区,110118,密云区,110118116,石城镇
11,北京市,1101,市辖区,110118,密云区,110118400,中关村科技园区密云园
11,北京市,1101,市辖区,110119,延庆区,110119001,百泉街道
11,北京市,1101,市辖区,110119,延庆区,110119002,香水园街道
11,北京市,1101,市辖区,110119,延庆区,110119003,儒林街道
11,北京市,1101,市辖区,110119,延庆区,110119100,延庆镇
11,北京市,1101,市辖区,110119,延庆区,110119101,康庄镇
11,北京市,1101,市辖区,110119,延庆区,110119102,八达岭镇
11,北京市,1101,市辖区,110119,延庆区,110119103,永宁镇
11,北京市,1101,市辖区,110119,延庆区,110119104,旧县镇
11,北京市,1101,市辖区,110119,延庆区,110119105,张山营镇
11,北京市,1101,市辖区,110119,延庆区,110119106,四海镇
11,北京市,1101,市辖区,110119,延庆区,110119107,千家店镇
11,北京市,1101,市辖区,110119,延庆区,110119108,沈家营镇
11,北京市,1101,市辖区,110119,延庆区,110119109,大榆树镇
11,北京市,1101,市辖区,110119,延庆区,110119110,井庄镇
11,北京市,1101,市辖区,110119,延庆区,110119200,大庄科乡
11,北京市,1101,市辖区,110119,延庆区,110119201,刘斌堡乡
11,北京市,1101,市辖区,110119,延庆区,110119202,香营乡
11,北京市,1101,市辖区,110119,延庆区,110119203,珍珠泉乡
12,天津市,1201,市辖区,120101,和平区,120101001,劝业场街道
12,天津市,1201,市辖区,120101,和平区,120101002,小白楼街道
12,天津市,1201,市辖区,120101,和平区,120101003,五大道街道
12,天津市,1201,市辖区,120101,和平区,120101004,新兴街道
12,天津市,1201,市辖区,120101,和平区,120101005,南营门街道
12,天津市,1201,市辖区,120101,和平区,120101006,南市街道
12,天津市,1201,市辖区,120102,河东区,120102001,大王庄街道
12,天津市,1201,市辖区,120102,河东区,120102002,大直沽街道
12,天津市,1201,市辖区,120102,河东区,120102003,中山门街道
12,天津市,1201,市辖区,120102,河东区,120102004,富民路街道
12,天津市,1201,市辖区,120102,河东区,120102005,二号桥街道
12,天津市,1201,市辖区,120102,河东区,120102006,春华街道
12,天津市,1201,市辖区,120102,河东区,120102007,唐家口街道
12,天津市,1201,市辖区,120102,河东区,120102008,向阳楼街道
12,天津市,1201,市辖区,120102,河东区,120102009,常州道街道
12,天津市,1201,市辖区,120102,河东区,120102010,上杭路街道
12,天津市,1201,市辖区,120102,河东区,120102011,东新街道
12,天津市,1201,市辖区,120102,河东区,120102012,鲁山道街道
12,天津市,1201,市辖区,120102,河东区,120102013,天津铁厂街道
12,天津市,1201,市辖区,120103,河西区,120103001,大营门街道
12,天津市,1201,市辖区,120103,河西区,120103002,下瓦房街道
12,天津市,1201,市辖区,120103,河西区,120103003,桃园街道
12,天津市,1201,市辖区,120103,河西区,120103004,挂甲寺街道
12,天津市,1201,市辖区,120103,河西区,120103005,马场街道
12,天津市,1201,市辖区,120103,河西区,120103006,越秀路街道
12,天津市,1201,市辖区,120103,河西区,120103007,友谊路街道
12,天津市,1201,市辖区,120103,河西区,120103008,天塔街道
12,天津市,1201,市辖区,120103,河西区,120103009,尖山街道
12,天津市,1201,市辖区,120103,河西区,120103010,陈塘庄街道
12,天津市,1201,市辖区,120103,河西区,120103011,柳林街道
12,天津市,1201,市辖区,120103,河西区,120103012,东海街道
12,天津市,1201,市辖区,120103,河西区,120103013,梅江街道
12,天津市,1201,市辖区,120103,河西区,120103014,太湖路街道
12,天津市,1201,市辖区,120104,南开区,120104001,长虹街道
12,天津市,1201,市辖区,120104,南开区,120104002,鼓楼街道
12,天津市,1201,市辖区,120104,南开区,120104003,兴南街道
12,天津市,1201,市辖区,120104,南开区,120104004,广开街道
12,天津市,1201,市辖区,120104,南开区,120104005,万兴街道
12,天津市,1201,市辖区,120104,南开区,120104006,学府街道
12,天津市,1201,市辖区,120104,南开区,120104007,向阳路街道
12,天津市,1201,市辖区,120104,南开区,120104008,嘉陵道街道
12,天津市,1201,市辖区,120104,南开区,120104009,王顶堤街道
12,天津市,1201,市辖区,120104,南开区,120104010,水上公园街道
12,天津市,1201,市辖区,120104,南开区,120104011,体育中心街道
12,天津市,1201,市辖区,120104,南开区,120104012,华苑街道
12,天津市,1201,市辖区,120105,河北区,120105001,光复道街道
12,天津市,1201,市辖区,120105,河北区,120105002,望海楼街道
12,天津市,1201,市辖区,120105,河北区,120105003,鸿顺里街道
12,天津市,1201,市辖区,120105,河北区,120105004,新开河街道
12,天津市,1201,市辖区,120105,河北区,120105005,铁东路街道
12,天津市,1201,市辖区,120105,河北区,120105006,建昌道街道
12,天津市,1201,市辖区,120105,河北区,120105007,宁园街道
12,天津市,1201,市辖区,120105,河北区,120105008,王串场街道
12,天津市,1201,市辖区,120105,河北区,120105009,江都路街道
12,天津市,1201,市辖区,120105,河北区,120105010,月牙河街道
12,天津市,1201,市辖区,120106,红桥区,120106001,西于庄街道
12,天津市,1201,市辖区,120106,红桥区,120106003,咸阳北路街道
12,天津市,1201,市辖区,120106,红桥区,120106004,丁字沽街道
12,天津市,1201,市辖区,120106,红桥区,120106005,西沽街道
12,天津市,1201,市辖区,120106,红桥区,120106006,三条石街道
12,天津市,1201,市辖区,120106,红桥区,120106008,邵公庄街道
12,天津市,1201,市辖区,120106,红桥区,120106009,芥园街道
12,天津市,1201,市辖区,120106,红桥区,120106010,铃铛阁街道
12,天津市,1201,市辖区,120106,红桥区,120106012,和苑街道
12,天津市,1201,市辖区,120110,东丽区,120110001,张贵庄街道
12,天津市,1201,市辖区,120110,东丽区,120110002,丰年村街道
12,天津市,1201,市辖区,120110,东丽区,120110003,万新街道
12,天津市,1201,市辖区,120110,东丽区,120110004,无瑕街道
12,天津市,1201,市辖区,120110,东丽区,120110005,新立街道
12,天津市,1201,市辖区,120110,东丽区,120110006,华明街道
12,天津市,1201,市辖区,120110,东丽区,120110007,金钟街道
12,天津市,1201,市辖区,120110,东丽区,120110008,军粮城街道
12,天津市,1201,市辖区,120110,东丽区,120110009,金桥街道
12,天津市,1201,市辖区,120110,东丽区,120110010,华新街道
12,天津市,1201,市辖区,120110,东丽区,120110011,东丽湖街道
12,天津市,1201,市辖区,120110,东丽区,120110400,天津经济技术开发区西区
12,天津市,1201,市辖区,120110,东丽区,120110401,天津航空物流区
12,天津市,1201,市辖区,120110,东丽区,120110402,天津空港经济区
12,天津市,1201,市辖区,120110,东丽区,120110403,东丽区经济技术开发区
12,天津市,1201,市辖区,120110,东丽区,120110405,综合保税区
