province_std,city_std,county_std,区县代码,省,城市,区县名称
北京,市辖区,东城区,110101,北京市,市辖区,东城区
北京,市辖区,西城区,110102,北京市,市辖区,西城区
北京,市辖区,朝阳区,110105,北京市,市辖区,朝阳区
北京,市辖区,丰台区,110106,北京市,市辖区,丰台区
北京,市辖区,石景山区,110107,北京市,市辖区,石景山区
北京,市辖区,海淀区,110108,北京市,市辖区,海淀区
北京,市辖区,门头沟区,110109,北京市,市辖区,门头沟区
北京,市辖区,房山区,110111,北京市,市辖区,房山区
北京,市辖区,通州区,110112,北京市,市辖区,通州区
北京,市辖区,顺义区,110113,北京市,市辖区,顺义区
北京,市辖区,昌平区,110114,北京市,市辖区,昌平区
北京,市辖区,大兴区,110115,北京市,市辖区,大兴区
北京,市辖区,怀柔区,110116,北京市,市辖区,怀柔区
北京,市辖区,平谷区,110117,北京市,市辖区,平谷区
北京,市辖区,密云区,110118,北京市,市辖区,密云区
北京,市辖区,延庆区,110119,北京市,市辖区,延庆区
天津,市辖区,和平区,120101,天津市,市辖区,和平区
天津,市辖区,河东区,120102,天津市,市辖区,河东区
天津,市辖区,河西区,120103,天津市,市辖区,河西区
天津,市辖区,南开区,120104,天津市,市辖区,南开区
天津,市辖区,河北区,120105,天津市,市辖区,河北区
天津,市辖区,红桥区,120106,天津市,市辖区,红桥区
天津,市辖区,东丽区,120110,天津市,市辖区,东丽区
天津,市辖区,西青区,120111,天津市,市辖区,西青区
天津,市辖区,津南区,120112,天津市,市辖区,津南区
天津,市辖区,北辰区,120113,天津市,市辖区,北辰区
天津,市辖区,武清区,120114,天津市,市辖区,武清区
天津,市辖区,宝坻区,120115,天津市,市辖区,宝坻区
天津,市辖区,滨海新区,120116,天津市,市辖区,滨海新区
天津,市辖区,宁河区,120117,天津市,市辖区,宁河区
天津,市辖区,静海区,120118,天津市,市辖区,静海区
天津,市辖区,蓟州区,120119,天津市,市辖区,蓟州区
河北,石家庄市,长安区,130102,河北省,石家庄市,长安区
河北,石家庄市,桥西区,130104,河北省,石家庄市,桥西区
河北,石家庄市,新华区,130105,河北省,石家庄市,新华区
河北,石家庄市,井陉矿区,130107,河北省,石家庄市,井陉矿区
河北,石家庄市,裕华区,130108,河北省,石家庄市,裕华区
河北,石家庄市,藁城区,130109,河北省,石家庄市,藁城区
河北,石家庄市,鹿泉区,130110,河北省,石家庄市,鹿泉区
河北,石家庄市,栾城区,130111,河北省,石家庄市,栾城区
河北,石家庄市,井陉县,130121,河北省,石家庄市,井陉县
河北,石家庄市,正定县,130123,河北省,石家庄市,正定县
河北,石家庄市,行唐县,130125,河北省,石家庄市,行唐县
河北,石家庄市,灵寿县,130126,河北省,石家庄市,灵寿县
河北,石家庄市,高邑县,130127,河北省,石家庄市,高邑县
河北,石家庄市,深泽县,130128,河北省,石家庄市,深泽县
河北,石家庄市,赞皇县,130129,河北省,石家庄市,赞皇县
河北,石家庄市,无极县,130130,河北省,石家庄市,无极县
河北,石家庄市,平山县,130131,河北省,石家庄市,平山县
河北,石家庄市,元氏县,130132,河北省,石家庄市,元氏县
河北,石家庄市,赵县,130133,河北省,石家庄市,赵县
河北,石家庄市,石家庄高新技术产业开发区,130171,河北省,石家庄市,石家庄高新技术产业开发区
河北,石家庄市,石家庄循环化工园区,130172,河北省,石家庄市,石家庄循环化工园区
河北,石家庄市,辛集市,130181,河北省,石家庄市,辛集市
河北,石家庄市,晋州市,130183,河北省,石家庄市,晋州市
河北,石家庄市,新乐市,130184,河北省,石家庄市,新乐市
河北,唐山市,路南区,130202,河北省,唐山市,路南区
河北,唐山市,路北区,130203,河北省,唐山市,路北区
河北,唐山市,古冶区,130204,河北省,唐山市,古冶区
河北,唐山市,开平区,130205,河北省,唐山市,开平区
河北,唐山市,丰南区,130207,河北省,唐山市,丰南区
河北,唐山市,丰润区,130208,河北省,唐山市,丰润区
河北,唐山市,曹妃甸区,130209,河北省,唐山市,曹妃甸区
河北,唐山市,滦南县,130224,河北省,唐山市,滦南县
河北,唐山市,乐亭县,130225,河北省,唐山市,乐亭县
河北,唐山市,迁西县,130227,河北省,唐山市,迁西县
河北,唐山市,玉田县,130229,河北省,唐山市,玉田县
河北,唐山市,河北唐山芦台经济开发区,130271,河北省,唐山市,河北唐山芦台经济开发区
河北,唐山市,唐山市汉沽管理区,130272,河北省,唐山市,唐山市汉沽管理区
河北,唐山市,唐山高新技术产业开发区,130273,河北省,唐山市,唐山高新技术产业开发区
河北,唐山市,河北唐山海港经济开发区,130274,河北省,唐山市,河北唐山海港经济开发区
河北,唐山市,遵化市,130281,河北省,唐山市,遵化市
河北,唐山市,迁安市,130283,河北省,唐山市,迁安市
河北,唐山市,滦州市,130284,河北省,唐山市,滦州市
河北,秦皇岛市,海港区,130302,河北省,秦皇岛市,海港区
河北,秦皇岛市,山海关区,130303,河北省,秦皇岛市,山海关区
河北,秦皇岛市,北戴河区,130304,河北省,秦皇岛市,北戴河区
河北,秦皇岛市,抚宁区,130306,河北省,秦皇岛市,抚宁区
河北,秦皇岛市,青龙满族自治县,130321,河北省,秦皇岛市,青龙满族自治县
河北,秦皇岛市,昌黎县,130322,河北省,秦皇岛市,昌黎县
河北,秦皇岛市,卢龙县,130324,河北省,秦皇岛市,卢龙县
河北,秦皇岛市,秦皇岛市经济技术开发区,130371,河北省,秦皇岛市,秦皇岛市经济技术开发区
河北,秦皇岛市,北戴河新区,130372,河北省,秦皇岛市,北戴河新区
河北,邯郸市,邯山区,130402,河北省,邯郸市,邯山区
河北,邯郸市,丛台区,130403,河北省,邯郸市,丛台区
河北,邯郸市,复兴区,130404,河北省,邯郸市,复兴区
河北,邯郸市,峰峰矿区,130406,河北省,邯郸市,峰峰矿区
河北,邯郸市,肥乡区,130407,河北省,邯郸市,肥乡区
河北,邯郸市,永年区,130408,河北省,邯郸市,永年区
河北,邯郸市,临漳县,130423,河北省,邯郸市,临漳县
河北,邯郸市,成安县,130424,河北省,邯郸市,成安县
河北,邯郸市,大名县,130425,河北省,邯郸市,大名县
河北,邯郸市,涉县,130426,河北省,邯郸市,涉县
河北,邯郸市,磁县,130427,河北省,邯郸市,磁县
河北,邯郸市,邱县,130430,河北省,邯郸市,邱县
河北,邯郸市,鸡泽县,130431,河北省,邯郸市,鸡泽县
河北,邯郸市,广平县,130432,河北省,邯郸市,广平县
河北,邯郸市,馆陶县,130433,河北省,邯郸市,馆陶县
河北,邯郸市,魏县,130434,河北省,邯郸市,魏县
河北,邯郸市,曲周县,130435,河北省,邯郸市,曲周县
河北,邯郸市,邯郸经济技术开发区,130471,河北省,邯郸市,邯郸经济技术开发区
河北,邯郸市,邯郸冀南新区,130473,河北省,邯郸市,邯郸冀南新区
河北,邯郸市,武安市,130481,河北省,邯郸市,武安市
河北,邢台市,襄都区,130502,河北省,邢台市,襄都区
河北,邢台市,信都区,130503,河北省,邢台市,信都区
河北,邢台市,任泽区,130505,河北省,邢台市,任泽区
河北,邢台市,南和区,130506,河北省,邢台市,南和区
河北,邢台市,临城县,130522,河北省,邢台市,临城县
河北,邢台市,内丘县,130523,河北省,邢台市,内丘县
河北,邢台市,柏乡县,130524,河北省,邢台市,柏乡县
河北,邢台市,隆尧县,130525,河北省,邢台市,隆尧县
河北,邢台市,宁晋县,130528,河北省,邢台市,宁晋县
河北,邢台市,巨鹿县,130529,河北省,邢台市,巨鹿县
河北,邢台市,新河县,130530,河北省,邢台市,新河县
河北,邢台市,广宗县,130531,河北省,邢台市,广宗县
河北,邢台市,平乡县,130532,河北省,邢台市,平乡县
河北,邢台市,威县,130533,河北省,邢台市,威县
河北,邢台市,清河县,130534,河北省,邢台市,清河县
河北,邢台市,临西县,130535,河北省,邢台市,临西县
河北,邢台市,河北邢台经济开发区,130571,河北省,邢台市,河北邢台经济开发区
河北,邢台市,南宫市,130581,河北省,邢台市,南宫市
河北,邢台市,沙河市,130582,河北省,邢台市,沙河市
河北,保定市,竞秀区,130602,河北省,保定市,竞秀区
河北,保定市,莲池区,130606,河北省,保定市,莲池区
河北,保定市,满城区,130607,河北省,保定市,满城区
河北,保定市,清苑区,130608,河北省,保定市,清苑区
河北,保定市,徐水区,130609,河北省,保定市,徐水区
河北,保定市,涞水县,130623,河北省,保定市,涞水县
河北,保定市,阜平县,130624,河北省,保定市,阜平县
河北,保定市,定兴县,130626,河北省,保定市,定兴县
河北,保定市,唐县,130627,河北省,保定市,唐县
河北,保定市,高阳县,130628,河北省,保定市,高阳县
河北,保定市,容城县,130629,河北省,保定市,容城县
河北,保定市,涞源县,130630,河北省,保定市,涞源县
河北,保定市,望都县,130631,河北省,保定市,望都县
河北,保定市,安新县,130632,河北省,保定市,安新县
河北,保定市,易县,130633,河北省,保定市,易县
河北,保定市,曲阳县,130634,河北省,保定市,曲阳县
河北,保定市,蠡县,130635,河北省,保定市,蠡县
河北,保定市,顺平县,130636,河北省,保定市,顺平县
河北,保定市,博野县,130637,河北省,保定市,博野县
河北,保定市,雄县,130638,河北省,保定市,雄县
河北,保定市,保定高新技术产业开发区,130671,河北省,保定市,保定高新技术产业开发区
河北,保定市,保定白沟新城,130672,河北省,保定市,保定白沟新城
河北,保定市,涿州市,130681,河北省,保定市,涿州市
河北,保定市,定州市,130682,河北省,保定市,定州市
河北,保定市,安国市,130683,河北省,保定市,安国市
河北,保定市,高碑店市,130684,河北省,保定市,高碑店市
河北,张家口市,桥东区,130702,河北省,张家口市,桥东区
河北,张家口市,桥西区,130703,河北省,张家口市,桥西区
河北,张家口市,宣化区,130705,河北省,张家口市,宣化区
河北,张家口市,下花园区,130706,河北省,张家口市,下花园区
河北,张家口市,万全区,130708,河北省,张家口市,万全区
河北,张家口市,崇礼区,130709,河北省,张家口市,崇礼区
河北,张家口市,张北县,130722,河北省,张家口市,张北县
河北,张家口市,康保县,130723,河北省,张家口市,康保县
河北,张家口市,沽源县,130724,河北省,张家口市,沽源县
河北,张家口市,尚义县,130725,河北省,张家口市,尚义县
河北,张家口市,蔚县,130726,河北省,张家口市,蔚县
河北,张家口市,阳原县,130727,河北省,张家口市,阳原县
河北,张家口市,怀安县,130728,河北省,张家口市,怀安县
河北,张家口市,怀来县,130730,河北省,张家口市,怀来县
河北,张家口市,涿鹿县,130731,河北省,张家口市,涿鹿县
河北,张家口市,赤城县,130732,河北省,张家口市,赤城县
河北,张家口市,张家口经济开发区,130771,河北省,张家口市,张家口经济开发区
河北,张家口市,张家口市察北管理区,130772,河北省,张家口市,张家口市察北管理区
河北,张家口市,张家口市塞北管理区,130773,河北省,张家口市,张家口市塞北管理区
河北,承德市,双桥区,130802,河北省,承德市,双桥区
河北,承德市,双滦区,130803,河北省,承德市,双滦区
河北,承德市,鹰手营子矿区,130804,河北省,承德市,鹰手营子矿区
河北,承德市,承德县,130821,河北省,承德市,承德县
河北,承德市,兴隆县,130822,河北省,承德市,兴隆县
河北,承德市,滦平县,130824,河北省,承德市,滦平县
河北,承德市,隆化县,130825,河北省,承德市,隆化县
河北,承德市,丰宁满族自治县,130826,河北省,承德市,丰宁满族自治县
河北,承德市,宽城满族自治县,130827,河北省,承德市,宽城满族自治县
河北,承德市,围场满族蒙古族自治县,130828,河北省,承德市,围场满族蒙古族自治县
河北,承德市,承德高新技术产业开发区,130871,河北省,承德市,承德高新技术产业开发区
河北,承德市,平泉市,130881,河北省,承德市,平泉市
河北,沧州市,新华区,130902,河北省,沧州市,新华区
河北,沧州市,运河区,130903,河北省,沧州市,运河区
河北,沧州市,沧县,130921,河北省,沧州市,沧县
河北,沧州市,青县,130922,河北省,沧州市,青县
河北,沧州市,东光县,130923,河北省,沧州市,东光县
河北,沧州市,海兴县,130924,河北省,沧州市,海兴县
河北,沧州市,盐山县,130925,河北省,沧州市,盐山县
河北,沧州市,肃宁县,130926,河北省,沧州市,肃宁县
河北,沧州市,南皮县,130927,河北省,沧州市,南皮县
河北,沧州市,吴桥县,130928,河北省,沧州市,吴桥县
河北,沧州市,献县,130929,河北省,沧州市,献县
河北,沧州市,孟村回族自治县,130930,河北省,沧州市,孟村回族自治县
河北,沧州市,河北沧州经济开发区,130971,河北省,沧州市,河北沧州经济开发区
河北,沧州市,沧州高新技术产业开发区,130972,河北省,沧州市,沧州高新技术产业开发区
河北,沧州市,沧州渤海新区,130973,河北省,沧州市,沧州渤海新区
河北,沧州市,泊头市,130981,河北省,沧州市,泊头市
河北,沧州市,任丘市,130982,河北省,沧州市,任丘市
河北,沧州市,黄骅市,130983,河北省,沧州市,黄骅市
河北,沧州市,河间市,130984,河北省,沧州市,河间市
河北,廊坊市,安次区,131002,河北省,廊坊市,安次区
河北,廊坊市,广阳区,131003,河北省,廊坊市,广阳区
河北,廊坊市,固安县,131022,河北省,廊坊市,固安县
河北,廊坊市,永清县,131023,河北省,廊坊市,永清县
河北,廊坊市,香河县,131024,河北省,廊坊市,香河县
河北,廊坊市,大城县,131025,河北省,廊坊市,大城县
河北,廊坊市,文安县,131026,河北省,廊坊市,文安县
河北,廊坊市,大厂回族自治县,131028,河北省,廊坊市,大厂回族自治县
河北,廊坊市,廊坊经济技术开发区,131071,河北省,廊坊市,廊坊经济技术开发区
河北,廊坊市,霸州市,131081,河北省,廊坊市,霸州市
河北,廊坊市,三河市,131082,河北省,廊坊市,三河市
河北,衡水市,桃城区,131102,河北省,衡水市,桃城区
河北,衡水市,冀州区,131103,河北省,衡水市,冀州区
河北,衡水市,枣强县,131121,河北省,衡水市,枣强县
河北,衡水市,武邑县,131122,河北省,衡水市,武邑县
河北,衡水市,武强县,131123,河北省,衡水市,武强县
河北,衡水市,饶阳县,131124,河北省,衡水市,饶阳县
河北,衡水市,安平县,131125,河北省,衡水市,安平县
河北,衡水市,故城县,131126,河北省,衡水市,故城县
河北,衡水市,景县,131127,河北省,衡水市,景县
河北,衡水市,阜城县,131128,河北省,衡水市,阜城县
河北,衡水市,河北衡水高新技术产业开发区,131171,河北省,衡水市,河北衡水高新技术产业开发区
河北,衡水市,衡水滨湖新区,131172,河北省,衡水市,衡水滨湖新区
河北,衡水市,深州市,131182,河北省,衡水市,深州市
山西,太原市,小店区,140105,山西省,太原市,小店区
山西,太原市,迎泽区,140106,山西省,太原市,迎泽区
山西,太原市,杏花岭区,140107,山西省,太原市,杏花岭区
山西,太原市,尖草坪区,140108,山西省,太原市,尖草坪区
山西,太原市,万柏林区,140109,山西省,太原市,万柏林区
山西,太原市,晋源区,140110,山西省,太原市,晋源区
山西,太原市,清徐县,140121,山西省,太原市,清徐县
山西,太原市,阳曲县,140122,山西省,太原市,阳曲县
山西,太原市,娄烦县,140123,山西省,太原市,娄烦县
山西,太原市,山西转型综合改革示范区,140171,山西省,太原市,山西转型综合改革示范区
山西,太原市,古交市,140181,山西省,太原市,古交市
山西,大同市,新荣区,140212,山西省,大同市,新荣区
山西,大同市,平城区,140213,山西省,大同市,平城区
山西,大同市,云冈区,140214,山西省,大同市,云冈区
山西,大同市,云州区,140215,山西省,大同市,云州区
山西,大同市,阳高县,140221,山西省,大同市,阳高县
山西,大同市,天镇县,140222,山西省,大同市,天镇县
山西,大同市,广灵县,140223,山西省,大同市,广灵县
山西,大同市,灵丘县,140224,山西省,大同市,灵丘县
山西,大同市,浑源县,140225,山西省,大同市,浑源县
山西,大同市,左云县,140226,山西省,大同市,左云县
山西,大同市,山西大同经济开发区,140271,山西省,大同市,山西大同经济开发区
山西,阳泉市,城区,140302,山西省,阳泉市,城区
山西,阳泉市,矿区,140303,山西省,阳泉市,矿区
山西,阳泉市,郊区,140311,山西省,阳泉市,郊区
山西,阳泉市,平定县,140321,山西省,阳泉市,平定县
山西,阳泉市,盂县,140322,山西省,阳泉市,盂县
山西,长治市,潞州区,140403,山西省,长治市,潞州区
山西,长治市,上党区,140404,山西省,长治市,上党区
山西,长治市,屯留区,140405,山西省,长治市,屯留区
山西,长治市,潞城区,140406,山西省,长治市,潞城区
山西,长治市,襄垣县,140423,山西省,长治市,襄垣县
山西,长治市,平顺县,140425,山西省,长治市,平顺县
山西,长治市,黎城县,140426,山西省,长治市,黎城县
山西,长治市,壶关县,140427,山西省,长治市,壶关县
山西,长治市,长子县,140428,山西省,长治市,长子县
山西,长治市,武乡县,140429,山西省,长治市,武乡县
山西,长治市,沁县,140430,山西省,长治市,沁县
山西,长治市,沁源县,140431,山西省,长治市,沁源县
山西,晋城市,城区,140502,山西省,晋城市,城区
山西,晋城市,沁水县,140521,山西省,晋城市,沁水县
山西,晋城市,阳城县,140522,山西省,晋城市,阳城县
山西,晋城市,陵川县,140524,山西省,晋城市,陵川县
山西,晋城市,泽州县,140525,山西省,晋城市,泽州县
山西,晋城市,高平市,140581,山西省,晋城市,高平市
山西,朔州市,朔城区,140602,山西省,朔州市,朔城区
山西,朔州市,平鲁区,140603,山西省,朔州市,平鲁区
山西,朔州市,山阴县,140621,山西省,朔州市,山阴县
山西,朔州市,应县,140622,山西省,朔州市,应县
山西,朔州市,右玉县,140623,山西省,朔州市,右玉县
山西,朔州市,山西朔州经济开发区,140671,山西省,朔州市,山西朔州经济开发区
山西,朔州市,怀仁市,140681,山西省,朔州市,怀仁市
山西,晋中市,榆次区,140702,山西省,晋中市,榆次区
山西,晋中市,太谷区,140703,山西省,晋中市,太谷区
山西,晋中市,榆社县,140721,山西省,晋中市,榆社县
山西,晋中市,左权县,140722,山西省,晋中市,左权县
山西,晋中市,和顺县,140723,山西省,晋中市,和顺县
山西,晋中市,昔阳县,140724,山西省,晋中市,昔阳县
山西,晋中市,寿阳县,140725,山西省,晋中市,寿阳县
山西,晋中市,祁县,140727,山西省,晋中市,祁县
山西,晋中市,平遥县,140728,山西省,晋中市,平遥县
山西,晋中市,灵石县,140729,山西省,晋中市,灵石县
山西,晋中市,介休市,140781,山西省,晋中市,介休市
山西,运城市,盐湖区,140802,山西省,运城市,盐湖区
山西,运城市,临猗县,140821,山西省,运城市,临猗县
山西,运城市,万荣县,140822,山西省,运城市,万荣县
山西,运城市,闻喜县,140823,山西省,运城市,闻喜县
山西,运城市,稷山县,140824,山西省,运城市,稷山县
山西,运城市,新绛县,140825,山西省,运城市,新绛县
山西,运城市,绛县,140826,山西省,运城市,绛县
山西,运城市,垣曲县,140827,山西省,运城市,垣曲县
山西,运城市,夏县,140828,山西省,运城市,夏县
山西,运城市,平陆县,140829,山西省,运城市,平陆县
山西,运城市,芮城县,140830,山西省,运城市,芮城县
山西,运城市,永济市,140881,山西省,运城市,永济市
山西,运城市,河津市,140882,山西省,运城市,河津市
山西,忻州市,忻府区,140902,山西省,忻州市,忻府区
山西,忻州市,定襄县,140921,山西省,忻州市,定襄县
山西,忻州市,五台县,140922,山西省,忻州市,五台县
山西,忻州市,代县,140923,山西省,忻州市,代县
山西,忻州市,繁峙县,140924,山西省,忻州市,繁峙县
山西,忻州市,宁武县,140925,山西省,忻州市,宁武县
山西,忻州市,静乐县,140926,山西省,忻州市,静乐县
山西,忻州市,神池县,140927,山西省,忻州市,神池县
山西,忻州市,五寨县,140928,山西省,忻州市,五寨县
山西,忻州市,岢岚县,140929,山西省,忻州市,岢岚县
山西,忻州市,河曲县,140930,山西省,忻州市,河曲县
山西,忻州市,保德县,140931,山西省,忻州市,保德县
山西,忻州市,偏关县,140932,山西省,忻州市,偏关县
山西,忻州市,五台山风景名胜区,140971,山西省,忻州市,五台山风景名胜区
山西,忻州市,原平市,140981,山西省,忻州市,原平市
山西,临汾市,尧都区,141002,山西省,临汾市,尧都区
山西,临汾市,曲沃县,141021,山西省,临汾市,曲沃县
山西,临汾市,翼城县,141022,山西省,临汾市,翼城县
山西,临汾市,襄汾县,141023,山西省,临汾市,襄汾县
山西,临汾市,洪洞县,141024,山西省,临汾市,洪洞县
山西,临汾市,古县,141025,山西省,临汾市,古县
山西,临汾市,安泽县,141026,山西省,临汾市,安泽县
山西,临汾市,浮山县,141027,山西省,临汾市,浮山县
山西,临汾市,吉县,141028,山西省,临汾市,吉县
山西,临汾市,乡宁县,141029,山西省,临汾市,乡宁县
山西,临汾市,大宁县,141030,山西省,临汾市,大宁县
山西,临汾市,隰县,141031,山西省,临汾市,隰县
山西,临汾市,永和县,141032,山西省,临汾市,永和县
山西,临汾市,蒲县,141033,山西省,临汾市,蒲县
山西,临汾市,汾西县,141034,山西省,临汾市,汾西县
山西,临汾市,侯马市,141081,山西省,临汾市,侯马市
山西,临汾市,霍州市,141082,山西省,临汾市,霍州市
山西,吕梁市,离石区,141102,山西省,吕梁市,离石区
山西,吕梁市,文水县,141121,山西省,吕梁市,文水县
山西,吕梁市,交城县,141122,山西省,吕梁市,交城县
山西,吕梁市,兴县,141123,山西省,吕梁市,兴县
山西,吕梁市,临县,141124,山西省,吕梁市,临县
山西,吕梁市,柳林县,141125,山西省,吕梁市,柳林县
山西,吕梁市,石楼县,141126,山西省,吕梁市,石楼县
山西,吕梁市,岚县,141127,山西省,吕梁市,岚县
山西,吕梁市,方山县,141128,山西省,吕梁市,方山县
山西,吕梁市,中阳县,141129,山西省,吕梁市,中阳县
山西,吕梁市,交口县,141130,山西省,吕梁市,交口县
山西,吕梁市,孝义市,141181,山西省,吕梁市,孝义市
山西,吕梁市,汾阳市,141182,山西省,吕梁市,汾阳市
内蒙古,呼和浩特市,新城区,150102,内蒙古自治区,呼和浩特市,新城区
内蒙古,呼和浩特市,回民区,150103,内蒙古自治区,呼和浩特市,回民区
内蒙古,呼和浩特市,玉泉区,150104,内蒙古自治区,呼和浩特市,玉泉区
内蒙古,呼和浩特市,赛罕区,150105,内蒙古自治区,呼和浩特市,赛罕区
内蒙古,呼和浩特市,土默特左旗,150121,内蒙古自治区,呼和浩特市,土默特左旗
内蒙古,呼和浩特市,托克托县,150122,内蒙古自治区,呼和浩特市,托克托县
内蒙古,呼和浩特市,和林格尔县,150123,内蒙古自治区,呼和浩特市,和林格尔县
内蒙古,呼和浩特市,清水河县,150124,内蒙古自治区,呼和浩特市,清水河县
内蒙古,呼和浩特市,武川县,150125,内蒙古自治区,呼和浩特市,武川县
内蒙古,呼和浩特市,呼和浩特经济技术开发区,150172,内蒙古自治区,呼和浩特市,呼和浩特经济技术开发区
内蒙古,包头市,东河区,150202,内蒙古自治区,包头市,东河区
内蒙古,包头市,昆都仑区,150203,内蒙古自治区,包头市,昆都仑区
内蒙古,包头市,青山区,150204,内蒙古自治区,包头市,青山区
内蒙古,包头市,石拐区,150205,内蒙古自治区,包头市,石拐区
内蒙古,包头市,白云鄂博矿区,150206,内蒙古自治区,包头市,白云鄂博矿区
内蒙古,包头市,九原区,150207,内蒙古自治区,包头市,九原区
内蒙古,包头市,土默特右旗,150221,内蒙古自治区,包头市,土默特右旗
内蒙古,包头市,固阳县,150222,内蒙古自治区,包头市,固阳县
内蒙古,包头市,达尔罕茂明安联合旗,150223,内蒙古自治区,包头市,达尔罕茂明安联合旗
内蒙古,包头市,包头稀土高新技术产业开发区,150271,内蒙古自治区,包头市,包头稀土高新技术产业开发区
内蒙古,乌海市,海勃湾区,150302,内蒙古自治区,乌海市,海勃湾区
内蒙古,乌海市,海南区,150303,内蒙古自治区,乌海市,海南区
内蒙古,乌海市,乌达区,150304,内蒙古自治区,乌海市,乌达区
内蒙古,赤峰市,红山区,150402,内蒙古自治区,赤峰市,红山区
内蒙古,赤峰市,元宝山区,150403,内蒙古自治区,赤峰市,元宝山区
内蒙古,赤峰市,松山区,150404,内蒙古自治区,赤峰市,松山区
内蒙古,赤峰市,阿鲁科尔沁旗,150421,内蒙古自治区,赤峰市,阿鲁科尔沁旗
内蒙古,赤峰市,巴林左旗,150422,内蒙古自治区,赤峰市,巴林左旗
内蒙古,赤峰市,巴林右旗,150423,内蒙古自治区,赤峰市,巴林右旗
内蒙古,赤峰市,林西县,150424,内蒙古自治区,赤峰市,林西县
内蒙古,赤峰市,克什克腾旗,150425,内蒙古自治区,赤峰市,克什克腾旗
内蒙古,赤峰市,翁牛特旗,150426,内蒙古自治区,赤峰市,翁牛特旗
内蒙古,赤峰市,喀喇沁旗,150428,内蒙古自治区,赤峰市,喀喇沁旗
内蒙古,赤峰市,宁城县,150429,内蒙古自治区,赤峰市,宁城县
内蒙古,赤峰市,敖汉旗,150430,内蒙古自治区,赤峰市,敖汉旗
内蒙古,通辽市,科尔沁区,150502,内蒙古自治区,通辽市,科尔沁区
内蒙古,通辽市,科尔沁左翼中旗,150521,内蒙古自治区,通辽市,科尔沁左翼中旗
内蒙古,通辽市,科尔沁左翼后旗,150522,内蒙古自治区,通辽市,科尔沁左翼后旗
内蒙古,通辽市,开鲁县,150523,内蒙古自治区,通辽市,开鲁县
内蒙古,通辽市,库伦旗,150524,内蒙古自治区,通辽市,库伦旗
内蒙古,通辽市,奈曼旗,150525,内蒙古自治区,通辽市,奈曼旗
内蒙古,通辽市,扎鲁特旗,150526,内蒙古自治区,通辽市,扎鲁特旗
内蒙古,通辽市,通辽经济技术开发区,150571,内蒙古自治区,通辽市,通辽经济技术开发区
内蒙古,通辽市,霍林郭勒市,150581,内蒙古自治区,通辽市,霍林郭勒市
内蒙古,鄂尔多斯市,东胜区,150602,内蒙古自治区,鄂尔多斯市,东胜区
内蒙古,鄂尔多斯市,康巴什区,150603,内蒙古自治区,鄂尔多斯市,康巴什区
内蒙古,鄂尔多斯市,达拉特旗,150621,内蒙古自治区,鄂尔多斯市,达拉特旗
内蒙古,鄂尔多斯市,准格尔旗,150622,内蒙古自治区,鄂尔多斯市,准格尔旗
内蒙古,鄂尔多斯市,鄂托克前旗,150623,内蒙古自治区,鄂尔多斯市,鄂托克前旗
内蒙古,鄂尔多斯市,鄂托克旗,150624,内蒙古自治区,鄂尔多斯市,鄂托克旗
内蒙古,鄂尔多斯市,杭锦旗,150625,内蒙古自治区,鄂尔多斯市,杭锦旗
内蒙古,鄂尔多斯市,乌审旗,150626,内蒙古自治区,鄂尔多斯市,乌审旗
内蒙古,鄂尔多斯市,伊金霍洛旗,150627,内蒙古自治区,鄂尔多斯市,伊金霍洛旗
内蒙古,呼伦贝尔市,海拉尔区,150702,内蒙古自治区,呼伦贝尔市,海拉尔区
内蒙古,呼伦贝尔市,扎赉诺尔区,150703,内蒙古自治区,呼伦贝尔市,扎赉诺尔区
内蒙古,呼伦贝尔市,阿荣旗,150721,内蒙古自治区,呼伦贝尔市,阿荣旗
内蒙古,呼伦贝尔市,莫力达瓦达斡尔族自治旗,150722,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗
内蒙古,呼伦贝尔市,鄂伦春自治旗,150723,内蒙古自治区,呼伦贝尔市,鄂伦春自治旗
内蒙古,呼伦贝尔市,鄂温克族自治旗,150724,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
内蒙古,呼伦贝尔市,陈巴尔虎旗,150725,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗
内蒙古,呼伦贝尔市,新巴尔虎左旗,150726,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
内蒙古,呼伦贝尔市,新巴尔虎右旗,150727,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗
内蒙古,呼伦贝尔市,满洲里市,150781,内蒙古自治区,呼伦贝尔市,满洲里市
内蒙古,呼伦贝尔市,牙克石市,150782,内蒙古自治区,呼伦贝尔市,牙克石市
内蒙古,呼伦贝尔市,扎兰屯市,150783,内蒙古自治区,呼伦贝尔市,扎兰屯市
内蒙古,呼伦贝尔市,额尔古纳市,150784,内蒙古自治区,呼伦贝尔市,额尔古纳市
内蒙古,呼伦贝尔市,根河市,150785,内蒙古自治区,呼伦贝尔市,根河市
内蒙古,巴彦淖尔市,临河区,150802,内蒙古自治区,巴彦淖尔市,临河区
内蒙古,巴彦淖尔市,五原县,150821,内蒙古自治区,巴彦淖尔市,五原县
内蒙古,巴彦淖尔市,磴口县,150822,内蒙古自治区,巴彦淖尔市,磴口县
