scenario_group,commodity_code,commodity_cn,year,kg_per_capita
PTS,PIGM,猪肉,2043,39.1659
PTS,CATM,牛肉,2043,8.73372
PTS,SHGM,羊肉,2043,4.72958
PTS,CHKM,鸡肉,2043,23.9223
PTS,EGGS,禽蛋,2043,18.7353
PTS,MILK,奶,2043,51.563
PTS,FISH,水产品,2043,29.5509
PTS,SUGA,糖,2043,4.37347
PTS,RICE,稻谷,2044,95.3325
PTS,WHEA,小麦,2044,55.2874
PTS,OTGR,其他粮食,2044,28.1855
PTS,VOIL,植物油,2044,24.7038
PTS,VEGT,蔬菜,2044,149.057
PTS,FRTO,水果,2044,127.326
PTS,PIGM,猪肉,2044,39.5516
PTS,CATM,牛肉,2044,8.85127
PTS,SHGM,羊肉,2044,4.79324
PTS,CHKM,鸡肉,2044,24.2875
PTS,EGGS,禽蛋,2044,18.8521
PTS,MILK,奶,2044,52.3502
PTS,FISH,水产品,2044,29.9486
PTS,SUGA,糖,2044,4.39046
PTS,RICE,稻谷,2045,94.4614
PTS,WHEA,小麦,2045,54.7822
PTS,OTGR,其他粮食,2045,28.2206
PTS,VOIL,植物油,2045,24.8616
PTS,VEGT,蔬菜,2045,149.792
PTS,FRTO,水果,2045,128.18
PTS,PIGM,猪肉,2045,39.9396
PTS,CATM,牛肉,2045,8.96945
PTS,SHGM,羊肉,2045,4.85723
PTS,CHKM,鸡肉,2045,24.6548
PTS,EGGS,禽蛋,2045,18.9703
PTS,MILK,奶,2045,53.1418
PTS,FISH,水产品,2045,30.3485
PTS,SUGA,糖,2045,4.40762
PTS,RICE,稻谷,2046,93.5997
PTS,WHEA,小麦,2046,54.2825
PTS,OTGR,其他粮食,2046,28.255
PTS,VOIL,植物油,2046,25.0223
PTS,VEGT,蔬菜,2046,150.545
PTS,FRTO,水果,2046,129.05
PTS,PIGM,猪肉,2046,40.3363
PTS,CATM,牛肉,2046,9.09017
PTS,SHGM,羊肉,2046,4.92261
PTS,CHKM,鸡肉,2046,25.0301
PTS,EGGS,禽蛋,2046,19.0918
PTS,MILK,奶,2046,53.9509
PTS,FISH,水产品,2046,30.757
PTS,SUGA,糖,2046,4.42523
PTS,RICE,稻谷,2047,92.7523
PTS,WHEA,小麦,2047,53.791
PTS,OTGR,其他粮食,2047,28.2886
PTS,VOIL,植物油,2047,25.185
PTS,VEGT,蔬菜,2047,151.312
PTS,FRTO,水果,2047,129.933
PTS,PIGM,猪肉,2047,40.7394
PTS,CATM,牛肉,2047,9.21279
PTS,SHGM,羊肉,2047,4.98901
PTS,CHKM,鸡肉,2047,25.4115
PTS,EGGS,禽蛋,2047,19.2159
PTS,MILK,奶,2047,54.7729
PTS,FISH,水产品,2047,31.1718
PTS,SUGA,糖,2047,4.44318
PTS,RICE,稻谷,2048,91.907
PTS,WHEA,小麦,2048,53.3008
PTS,OTGR,其他粮食,2048,28.3219
PTS,VOIL,植物油,2048,25.3521
PTS,VEGT,蔬菜,2048,152.102
PTS,FRTO,水果,2048,130.839
PTS,PIGM,猪肉,2048,41.1549
PTS,CATM,牛肉,2048,9.33909
PTS,SHGM,羊肉,2048,5.0574
PTS,CHKM,鸡肉,2048,25.8045
PTS,EGGS,禽蛋,2048,19.3444
PTS,MILK,奶,2048,55.6199
PTS,FISH,水产品,2048,31.5992
PTS,SUGA,糖,2048,4.46173
PTS,RICE,稻谷,2049,91.0729
PTS,WHEA,小麦,2049,52.8171
PTS,OTGR,其他粮食,2049,28.3546
PTS,VOIL,植物油,2049,25.5216
PTS,VEGT,蔬菜,2049,152.908
PTS,FRTO,水果,2049,131.761
PTS,PIGM,猪肉,2049,41.5784
PTS,CATM,牛肉,2049,9.46777
PTS,SHGM,羊肉,2049,5.12709
PTS,CHKM,鸡肉,2049,26.205
PTS,EGGS,禽蛋,2049,19.476
PTS,MILK,奶,2049,56.4833
PTS,FISH,水产品,2049,32.0345
PTS,SUGA,糖,2049,4.48068
PTS,RICE,稻谷,2050,90.246
PTS,WHEA,小麦,2050,52.3375
PTS,OTGR,其他粮食,2050,28.3866
PTS,VOIL,植物油,2050,25.6946
PTS,VEGT,蔬菜,2050,153.734
PTS,FRTO,水果,2050,132.702
PTS,PIGM,猪肉,2050,42.012
PTS,CATM,牛肉,2050,9.59949
PTS,SHGM,羊肉,2050,5.19842
PTS,CHKM,鸡肉,2050,26.6152
PTS,EGGS,禽蛋,2050,19.6113
PTS,MILK,奶,2050,57.3675
PTS,FISH,水产品,2050,32.4803
PTS,SUGA,糖,2050,4.50012
PTS_ageing,RICE,稻谷,2023,112.08
PTS_ageing,WHEA,小麦,2023,65
PTS_ageing,OTGR,其他粮食,2023,27.0639
PTS_ageing,VOIL,植物油,2023,21.6023
PTS_ageing,VEGT,蔬菜,2023,136.111
PTS_ageing,FRTO,水果,2023,110.864
PTS_ageing,PIGM,猪肉,2023,32.2526
PTS_ageing,CATM,牛肉,2023,6.56657
PTS_ageing,SHGM,羊肉,2023,3.556
PTS_ageing,CHKM,鸡肉,2023,17.1891
PTS_ageing,EGGS,禽蛋,2023,16.9051
PTS_ageing,MILK,奶,2023,37.05
PTS_ageing,FISH,水产品,2023,22.2182
PTS_ageing,SUGA,糖,2023,4.10394
PTS_ageing,RICE,稻谷,2024,110.448
PTS_ageing,WHEA,小麦,2024,64.0536
PTS_ageing,OTGR,其他粮食,2024,27.1588
PTS_ageing,VOIL,植物油,2024,21.7374
PTS_ageing,VEGT,蔬菜,2024,136.565
PTS_ageing,FRTO,水果,2024,111.567
PTS_ageing,PIGM,猪肉,2024,32.5425
PTS_ageing,CATM,牛肉,2024,6.66515
PTS_ageing,SHGM,羊肉,2024,3.60938
PTS_ageing,CHKM,鸡肉,2024,17.4989
PTS_ageing,EGGS,禽蛋,2024,16.9553
PTS_ageing,MILK,奶,2024,37.7178
PTS_ageing,FISH,水产品,2024,22.5518
PTS_ageing,SUGA,糖,2024,4.11231
PTS_ageing,RICE,稻谷,2025,109.206
PTS_ageing,WHEA,小麦,2025,63.3331
PTS_ageing,OTGR,其他粮食,2025,27.2594
PTS_ageing,VOIL,植物油,2025,21.8587
PTS_ageing,VEGT,蔬菜,2025,137.015
PTS_ageing,FRTO,水果,2025,112.213
PTS_ageing,PIGM,猪肉,2025,32.784
PTS_ageing,CATM,牛肉,2025,6.74782
PTS_ageing,SHGM,羊肉,2025,3.65415
PTS_ageing,CHKM,鸡肉,2025,17.7595
PTS_ageing,EGGS,禽蛋,2025,16.9965
PTS_ageing,MILK,奶,2025,38.2795
PTS_ageing,FISH,水产品,2025,22.8315
PTS_ageing,SUGA,糖,2025,4.1209
PTS_ageing,RICE,稻谷,2026,107.997
PTS_ageing,WHEA,小麦,2026,62.6318
PTS_ageing,OTGR,其他粮食,2026,27.3672
PTS_ageing,VOIL,植物油,2026,21.9835
PTS_ageing,VEGT,蔬菜,2026,137.489
PTS_ageing,FRTO,水果,2026,112.882
PTS_ageing,PIGM,猪肉,2026,33.0274
PTS_ageing,CATM,牛肉,2026,6.83172
PTS_ageing,SHGM,羊肉,2026,3.69959
PTS_ageing,CHKM,鸡肉,2026,18.0248
PTS_ageing,EGGS,禽蛋,2026,17.0376
PTS_ageing,MILK,奶,2026,38.8514
PTS_ageing,FISH,水产品,2026,23.1154
PTS_ageing,SUGA,糖,2026,4.12998
PTS_ageing,RICE,稻谷,2027,106.82
PTS_ageing,WHEA,小麦,2027,61.9496
PTS_ageing,OTGR,其他粮食,2027,27.4818
PTS_ageing,VOIL,植物油,2027,22.1115
PTS_ageing,VEGT,蔬菜,2027,137.985
PTS_ageing,FRTO,水果,2027,113.573
PTS_ageing,PIGM,猪肉,2027,33.2723
PTS_ageing,CATM,牛肉,2027,6.91673
PTS_ageing,SHGM,羊肉,2027,3.74562
PTS_ageing,CHKM,鸡肉,2027,18.2944
PTS_ageing,EGGS,禽蛋,2027,17.0783
PTS_ageing,MILK,奶,2027,39.4325
PTS_ageing,FISH,水产品,2027,23.403
PTS_ageing,SUGA,糖,2027,4.13951
PTS_ageing,RICE,稻谷,2028,105.692
PTS_ageing,WHEA,小麦,2028,61.2952
PTS_ageing,OTGR,其他粮食,2028,27.6016
PTS_ageing,VOIL,植物油,2028,22.2411
PTS_ageing,VEGT,蔬菜,2028,138.497
PTS_ageing,FRTO,水果,2028,114.277
PTS_ageing,PIGM,猪肉,2028,33.5155
PTS_ageing,CATM,牛肉,2028,7.00168
PTS_ageing,SHGM,羊肉,2028,3.79163
PTS_ageing,CHKM,鸡肉,2028,18.5646
PTS_ageing,EGGS,禽蛋,2028,17.1182
PTS_ageing,MILK,奶,2028,40.0149
PTS_ageing,FISH,水产品,2028,23.6905
PTS_ageing,SUGA,糖,2028,4.14935
PTS_ageing,RICE,稻谷,2029,104.603
PTS_ageing,WHEA,小麦,2029,60.6635
PTS_ageing,OTGR,其他粮食,2029,27.7275
PTS_ageing,VOIL,植物油,2029,22.3731
PTS_ageing,VEGT,蔬菜,2029,139.028
PTS_ageing,FRTO,水果,2029,114.998
PTS_ageing,PIGM,猪肉,2029,33.7585
PTS_ageing,CATM,牛肉,2029,7.08714
PTS_ageing,SHGM,羊肉,2029,3.83791
PTS_ageing,CHKM,鸡肉,2029,18.8372
PTS_ageing,EGGS,禽蛋,2029,17.1574
PTS_ageing,MILK,奶,2029,40.6024
PTS_ageing,FISH,水产品,2029,23.9796
PTS_ageing,SUGA,糖,2029,4.15959
PTS_ageing,RICE,稻谷,2030,103.549
PTS_ageing,WHEA,小麦,2030,60.0528
PTS_ageing,OTGR,其他粮食,2030,27.8599
PTS_ageing,VOIL,植物油,2030,22.5079
PTS_ageing,VEGT,蔬菜,2030,139.579
PTS_ageing,FRTO,水果,2030,115.739
PTS_ageing,PIGM,猪肉,2030,34.0017
PTS_ageing,CATM,牛肉,2030,7.17327
PTS_ageing,SHGM,羊肉,2030,3.88455
PTS_ageing,CHKM,鸡肉,2030,19.1127
PTS_ageing,EGGS,禽蛋,2030,17.1962
PTS_ageing,MILK,奶,2030,41.1963
PTS_ageing,FISH,水产品,2030,24.271
PTS_ageing,SUGA,糖,2030,4.17023
PTS_ageing,RICE,稻谷,2031,102.539
PTS_ageing,WHEA,小麦,2031,59.4667
PTS_ageing,OTGR,其他粮食,2031,27.9977
PTS_ageing,VOIL,植物油,2031,22.6443
PTS_ageing,VEGT,蔬菜,2031,140.147
PTS_ageing,FRTO,水果,2031,116.493
PTS_ageing,PIGM,猪肉,2031,34.2434
PTS_ageing,CATM,牛肉,2031,7.25942
PTS_ageing,SHGM,羊肉,2031,3.9312
PTS_ageing,CHKM,鸡肉,2031,19.3891
PTS_ageing,EGGS,禽蛋,2031,17.2341
PTS_ageing,MILK,奶,2031,41.7921
PTS_ageing,FISH,水产品,2031,24.5625
PTS_ageing,SUGA,糖,2031,4.18121
PTS_ageing,RICE,稻谷,2032,101.578
PTS_ageing,WHEA,小麦,2032,58.9095
PTS_ageing,OTGR,其他粮食,2032,28.1396
PTS_ageing,VOIL,植物油,2032,22.7812
PTS_ageing,VEGT,蔬菜,2032,140.725
PTS_ageing,FRTO,水果,2032,117.254
PTS_ageing,PIGM,猪肉,2032,34.4813
PTS_ageing,CATM,牛肉,2032,7.3448
PTS_ageing,SHGM,羊肉,2032,3.97743
PTS_ageing,CHKM,鸡肉,2032,19.6638
PTS_ageing,EGGS,禽蛋,2032,17.2709
PTS_ageing,MILK,奶,2032,42.3841
PTS_ageing,FISH,水产品,2032,24.8514
PTS_ageing,SUGA,糖,2032,4.1924
PTS_ageing,RICE,稻谷,2033,100.65
PTS_ageing,WHEA,小麦,2033,58.371
PTS_ageing,OTGR,其他粮食,2033,28.2884
PTS_ageing,VOIL,植物油,2033,22.9212
PTS_ageing,VEGT,蔬菜,2033,141.325
PTS_ageing,FRTO,水果,2033,118.036
PTS_ageing,PIGM,猪肉,2033,34.7198
PTS_ageing,CATM,牛肉,2033,7.43092
PTS_ageing,SHGM,羊肉,2033,4.02407
PTS_ageing,CHKM,鸡肉,2033,19.9417
PTS_ageing,EGGS,禽蛋,2033,17.3073
PTS_ageing,MILK,奶,2033,42.983
PTS_ageing,FISH,水产品,2033,25.1428
PTS_ageing,SUGA,糖,2033,4.20404
PTS_ageing,RICE,稻谷,2034,99.7554
PTS_ageing,WHEA,小麦,2034,57.8524
PTS_ageing,OTGR,其他粮食,2034,28.4434
PTS_ageing,VOIL,植物油,2034,23.0635
PTS_ageing,VEGT,蔬菜,2034,141.944
PTS_ageing,FRTO,水果,2034,118.836
PTS_ageing,PIGM,猪肉,2034,34.9577
PTS_ageing,CATM,牛肉,2034,7.5174
PTS_ageing,SHGM,羊肉,2034,4.07091
PTS_ageing,CHKM,鸡肉,2034,20.2215
PTS_ageing,EGGS,禽蛋,2034,17.343
PTS_ageing,MILK,奶,2034,43.5862
PTS_ageing,FISH,水产品,2034,25.4354
PTS_ageing,SUGA,糖,2034,4.21606
PTS_ageing,RICE,稻谷,2035,98.904
PTS_ageing,WHEA,小麦,2035,57.3587
PTS_ageing,OTGR,其他粮食,2035,28.6026
PTS_ageing,VOIL,植物油,2035,23.2066
PTS_ageing,VEGT,蔬菜,2035,142.575
PTS_ageing,FRTO,水果,2035,119.644
PTS_ageing,PIGM,猪肉,2035,35.1924
PTS_ageing,CATM,牛肉,2035,7.6033
PTS_ageing,SHGM,羊肉,2035,4.11742
PTS_ageing,CHKM,鸡肉,2035,20.5002
PTS_ageing,EGGS,禽蛋,2035,17.3778
PTS_ageing,MILK,奶,2035,44.1868
PTS_ageing,FISH,水产品,2035,25.726
PTS_ageing,SUGA,糖,2035,4.22831
PTS_ageing,RICE,稻谷,2036,98.1076
PTS_ageing,WHEA,小麦,2036,56.8968
PTS_ageing,OTGR,其他粮食,2036,28.7632
PTS_ageing,VOIL,植物油,2036,23.3479
PTS_ageing,VEGT,蔬菜,2036,143.206
PTS_ageing,FRTO,水果,2036,120.446
PTS_ageing,PIGM,猪肉,2036,35.4201
PTS_ageing,CATM,牛肉,2036,7.68712
PTS_ageing,SHGM,羊肉,2036,4.16282
PTS_ageing,CHKM,鸡肉,2036,20.7729
PTS_ageing,EGGS,禽蛋,2036,17.411
PTS_ageing,MILK,奶,2036,44.7747
PTS_ageing,FISH,水产品,2036,26.0097
PTS_ageing,SUGA,糖,2036,4.24057
PTS_ageing,RICE,稻谷,2037,97.3826
PTS_ageing,WHEA,小麦,2037,56.4763
PTS_ageing,OTGR,其他粮食,2037,28.9209
PTS_ageing,VOIL,植物油,2037,23.4839
PTS_ageing,VEGT,蔬菜,2037,143.821
PTS_ageing,FRTO,水果,2037,121.221
PTS_ageing,PIGM,猪肉,2037,35.635
PTS_ageing,CATM,牛肉,2037,7.76675
PTS_ageing,SHGM,羊肉,2037,4.20593
PTS_ageing,CHKM,鸡肉,2037,21.0326
PTS_ageing,EGGS,禽蛋,2037,17.442
PTS_ageing,MILK,奶,2037,45.3345
PTS_ageing,FISH,水产品,2037,26.2791
PTS_ageing,SUGA,糖,2037,4.25253
PTS_ageing,RICE,稻谷,2038,96.7054
PTS_ageing,WHEA,小麦,2038,56.0836
PTS_ageing,OTGR,其他粮食,2038,29.0789
PTS_ageing,VOIL,植物油,2038,23.6177
PTS_ageing,VEGT,蔬菜,2038,144.432
PTS_ageing,FRTO,水果,2038,121.988
PTS_ageing,PIGM,猪肉,2038,35.8428
PTS_ageing,CATM,牛肉,2038,7.8442
PTS_ageing,SHGM,羊肉,2038,4.24788
PTS_ageing,CHKM,鸡肉,2038,21.2859
PTS_ageing,EGGS,禽蛋,2038,17.4715
PTS_ageing,MILK,奶,2038,45.8804
PTS_ageing,FISH,水产品,2038,26.5411
PTS_ageing,SUGA,糖,2038,4.26444
PTS_ageing,RICE,稻谷,2039,96.0646
PTS_ageing,WHEA,小麦,2039,55.712
PTS_ageing,OTGR,其他粮食,2039,29.2393
PTS_ageing,VOIL,植物油,2039,23.7511
PTS_ageing,VEGT,蔬菜,2039,145.049
PTS_ageing,FRTO,水果,2039,122.755
PTS_ageing,PIGM,猪肉,2039,36.0464
PTS_ageing,CATM,牛肉,2039,7.92051
PTS_ageing,SHGM,羊肉,2039,4.2892
PTS_ageing,CHKM,鸡肉,2039,21.536
PTS_ageing,EGGS,禽蛋,2039,17.5
PTS_ageing,MILK,奶,2039,46.4196
PTS_ageing,FISH,水产品,2039,26.7993
PTS_ageing,SUGA,糖,2039,4.27644
PTS_ageing,RICE,稻谷,2040,95.463
PTS_ageing,WHEA,小麦,2040,55.3631
PTS_ageing,OTGR,其他粮食,2040,29.4008
PTS_ageing,VOIL,植物油,2040,23.8832
PTS_ageing,VEGT,蔬菜,2040,145.666
PTS_ageing,FRTO,水果,2040,123.518
PTS_ageing,PIGM,猪肉,2040,36.2445
PTS_ageing,CATM,牛肉,2040,7.99515
PTS_ageing,SHGM,羊肉,2040,4.32962
PTS_ageing,CHKM,鸡肉,2040,21.7813
PTS_ageing,EGGS,禽蛋,2040,17.5275
PTS_ageing,MILK,奶,2040,46.9482
PTS_ageing,FISH,水产品,2040,27.0519
PTS_ageing,SUGA,糖,2040,4.28846
PTS_ageing,RICE,稻谷,2041,94.8966
PTS_ageing,WHEA,小麦,2041,55.0346
PTS_ageing,OTGR,其他粮食,2041,29.5639
PTS_ageing,VOIL,植物油,2041,24.0144
PTS_ageing,VEGT,蔬菜,2041,146.285
PTS_ageing,FRTO,水果,2041,124.28
PTS_ageing,PIGM,猪肉,2041,36.4379
PTS_ageing,CATM,牛肉,2041,8.0684
PTS_ageing,SHGM,羊肉,2041,4.36929
PTS_ageing,CHKM,鸡肉,2041,22.0225
PTS_ageing,EGGS,禽蛋,2041,17.5539
PTS_ageing,MILK,奶,2041,47.4682
PTS_ageing,FISH,水产品,2041,27.2998
PTS_ageing,SUGA,糖,2041,4.30054
PTS_ageing,RICE,稻谷,2042,94.3653
PTS_ageing,WHEA,小麦,2042,54.7265
PTS_ageing,OTGR,其他粮食,2042,29.728
PTS_ageing,VOIL,植物油,2042,24.1443
PTS_ageing,VEGT,蔬菜,2042,146.904
PTS_ageing,FRTO,水果,2042,125.037
PTS_ageing,PIGM,猪肉,2042,36.6261
PTS_ageing,CATM,牛肉,2042,8.14007
PTS_ageing,SHGM,羊肉,2042,4.4081
PTS_ageing,CHKM,鸡肉,2042,22.2591
PTS_ageing,EGGS,禽蛋,2042,17.5793
PTS_ageing,MILK,奶,2042,47.978
PTS_ageing,FISH,水产品,2042,27.5422
PTS_ageing,SUGA,糖,2042,4.31262
PTS_ageing,RICE,稻谷,2043,93.8628
PTS_ageing,WHEA,小麦,2043,54.435
PTS_ageing,OTGR,其他粮食,2043,29.8944
PTS_ageing,VOIL,植物油,2043,24.2741
PTS_ageing,VEGT,蔬菜,2043,147.528
PTS_ageing,FRTO,水果,2043,125.796
PTS_ageing,PIGM,猪肉,2043,36.8108
PTS_ageing,CATM,牛肉,2043,8.21074
PTS_ageing,SHGM,羊肉,2043,4.44637
PTS_ageing,CHKM,鸡肉,2043,22.4928
PTS_ageing,EGGS,禽蛋,2043,17.604
PTS_ageing,MILK,奶,2043,48.4819
PTS_ageing,FISH,水产品,2043,27.7813
PTS_ageing,SUGA,糖,2043,4.3248
PTS_ageing,RICE,稻谷,2044,93.3811
PTS_ageing,WHEA,小麦,2044,54.1557
PTS_ageing,OTGR,其他粮食,2044,30.065
PTS_ageing,VOIL,植物油,2044,24.4053
PTS_ageing,VEGT,蔬菜,2044,148.165
PTS_ageing,FRTO,水果,2044,126.566
PTS_ageing,PIGM,猪肉,2044,36.9944
PTS_ageing,CATM,牛肉,2044,8.28136
PTS_ageing,SHGM,羊肉,2044,4.48461
PTS_ageing,CHKM,鸡肉,2044,22.727
PTS_ageing,EGGS,禽蛋,2044,17.6282
PTS_ageing,MILK,奶,2044,48.9865
PTS_ageing,FISH,水产品,2044,28.0203
PTS_ageing,SUGA,糖,2044,4.33724
PTS_ageing,RICE,稻谷,2045,92.9259
PTS_ageing,WHEA,小麦,2045,53.8917
PTS_ageing,OTGR,其他粮食,2045,30.2379
PTS_ageing,VOIL,植物油,2045,24.5363
PTS_ageing,VEGT,蔬菜,2045,148.806
PTS_ageing,FRTO,水果,2045,127.338
PTS_ageing,PIGM,猪肉,2045,37.1747
PTS_ageing,CATM,牛肉,2045,8.35105
PTS_ageing,SHGM,羊肉,2045,4.52235
PTS_ageing,CHKM,鸡肉,2045,22.9584
PTS_ageing,EGGS,禽蛋,2045,17.6516
PTS_ageing,MILK,奶,2045,49.4854
PTS_ageing,FISH,水产品,2045,28.2561
PTS_ageing,SUGA,糖,2045,4.34978
PTS_ageing,RICE,稻谷,2046,92.4892
PTS_ageing,WHEA,小麦,2046,53.6385
PTS_ageing,OTGR,其他粮食,2046,30.4158
PTS_ageing,VOIL,植物油,2046,24.6693
PTS_ageing,VEGT,蔬菜,2046,149.463
PTS_ageing,FRTO,水果,2046,128.125
PTS_ageing,PIGM,猪肉,2046,37.3546
PTS_ageing,CATM,牛肉,2046,8.42093
PTS_ageing,SHGM,羊肉,2046,4.56019
PTS_ageing,CHKM,鸡肉,2046,23.191
PTS_ageing,EGGS,禽蛋,2046,17.6748
PTS_ageing,MILK,奶,2046,49.9868
PTS_ageing,FISH,水产品,2046,28.4925
PTS_ageing,SUGA,糖,2046,4.36262
PTS_ageing,RICE,稻谷,2047,92.0726
PTS_ageing,WHEA,小麦,2047,53.3968
PTS_ageing,OTGR,其他粮食,2047,30.5976
PTS_ageing,VOIL,植物油,2047,24.8035
PTS_ageing,VEGT,蔬菜,2047,150.132
PTS_ageing,FRTO,水果,2047,128.921
PTS_ageing,PIGM,猪肉,2047,37.5331
PTS_ageing,CATM,牛肉,2047,8.4906
PTS_ageing,SHGM,羊肉,2047,4.59792
PTS_ageing,CHKM,鸡肉,2047,23.4234
PTS_ageing,EGGS,禽蛋,2047,17.6975
PTS_ageing,MILK,奶,2047,50.4877
PTS_ageing,FISH,水产品,2047,28.7283
PTS_ageing,SUGA,糖,2047,4.37568
PTS_ageing,RICE,稻谷,2048,91.6695
PTS_ageing,WHEA,小麦,2048,53.1631
PTS_ageing,OTGR,其他粮食,2048,30.7859
PTS_ageing,VOIL,植物油,2048,24.9408
PTS_ageing,VEGT,蔬菜,2048,150.82
PTS_ageing,FRTO,水果,2048,129.739
PTS_ageing,PIGM,猪肉,2048,37.7127
PTS_ageing,CATM,牛肉,2048,8.56104
PTS_ageing,SHGM,羊肉,2048,4.63607
PTS_ageing,CHKM,鸡肉,2048,23.6589
PTS_ageing,EGGS,禽蛋,2048,17.7201
PTS_ageing,MILK,奶,2048,50.9952
PTS_ageing,FISH,水产品,2048,28.9666
PTS_ageing,SUGA,糖,2048,4.38914
PTS_ageing,RICE,稻谷,2049,91.2842
PTS_ageing,WHEA,小麦,2049,52.9396
PTS_ageing,OTGR,其他粮食,2049,30.9787
PTS_ageing,VOIL,植物油,2049,25.0796
PTS_ageing,VEGT,蔬菜,2049,151.522
PTS_ageing,FRTO,水果,2049,130.569
PTS_ageing,PIGM,猪肉,2049,37.8915
PTS_ageing,CATM,牛肉,2049,8.63149
PTS_ageing,SHGM,羊肉,2049,4.67422
PTS_ageing,CHKM,鸡肉,2049,23.8948
PTS_ageing,EGGS,禽蛋,2049,17.7423
PTS_ageing,MILK,奶,2049,51.5038
PTS_ageing,FISH,水产品,2049,29.205
PTS_ageing,SUGA,糖,2049,4.40285
PTS_ageing,RICE,稻谷,2050,91.192
PTS_ageing,WHEA,小麦,2050,52.8862
PTS_ageing,OTGR,其他粮食,2050,31.2711
PTS_ageing,VOIL,植物油,2050,25.2605
PTS_ageing,VEGT,蔬菜,2050,152.556
PTS_ageing,FRTO,水果,2050,131.687
PTS_ageing,PIGM,猪肉,2050,38.0726
PTS_ageing,CATM,牛肉,2050,8.7028
PTS_ageing,SHGM,羊肉,2050,4.71283
PTS_ageing,CHKM,鸡肉,2050,24.1339
PTS_ageing,EGGS,禽蛋,2050,17.7653
PTS_ageing,MILK,奶,2050,52.019
PTS_ageing,FISH,水产品,2050,29.4463
PTS_ageing,SUGA,糖,2050,4.42388
HDS,RICE,稻谷,2023,112.08
HDS,WHEA,小麦,2023,65
HDS,TUBR,薯类,2023,41.6551
HDS,VOIL,植物油,2023,21.6023
HDS,VEGT,蔬菜,2023,136.111
HDS,FRTO,水果,2023,110.864
HDS,PIGM,猪肉,2023,32.2526
HDS,CATM,牛肉,2023,6.56657
HDS,SHGM,羊肉,2023,3.556
HDS,CHKM,鸡肉,2023,17.1891
HDS,EGGS,禽蛋,2023,16.9051
HDS,MILK,奶,2023,37.05
HDS,FISH,水产品,2023,22.2182
HDS,SUGA,糖,2023,4.10394
HDS,RICE,稻谷,2024,109.935
HDS,WHEA,小麦,2024,63.756
HDS,TUBR,薯类,2024,41.2059
HDS,VOIL,植物油,2024,21.2976
HDS,VEGT,蔬菜,2024,137.127
HDS,FRTO,水果,2024,110.878
HDS,PIGM,猪肉,2024,31.0761
HDS,CATM,牛肉,2024,6.36479
HDS,SHGM,羊肉,2024,3.44673
HDS,CHKM,鸡肉,2024,17.7501
HDS,EGGS,禽蛋,2024,16.7029
HDS,MILK,奶,2024,38.4607
HDS,FISH,水产品,2024,23.1703
HDS,SUGA,糖,2024,4.18805
HDS,RICE,稻谷,2025,107.848
HDS,WHEA,小麦,2025,62.5454
HDS,TUBR,薯类,2025,40.7616
HDS,VOIL,植物油,2025,20.9972
HDS,VEGT,蔬菜,2025,138.15
HDS,FRTO,水果,2025,110.893
HDS,PIGM,猪肉,2025,29.9374
HDS,CATM,牛肉,2025,6.16188
HDS,SHGM,羊肉,2025,3.33685
HDS,CHKM,鸡肉,2025,18.2894
HDS,EGGS,禽蛋,2025,16.5031
HDS,MILK,奶,2025,39.925
HDS,FISH,水产品,2025,24.1631
HDS,SUGA,糖,2025,4.27388
HDS,RICE,稻谷,2026,105.802
HDS,WHEA,小麦,2026,61.3591
HDS,TUBR,薯类,2026,40.322
HDS,VOIL,植物油,2026,20.701
HDS,VEGT,蔬菜,2026,139.181
HDS,FRTO,水果,2026,110.907
HDS,PIGM,猪肉,2026,28.8278
HDS,CATM,牛肉,2026,5.96297
HDS,SHGM,羊肉,2026,3.22913
HDS,CHKM,鸡肉,2026,18.8077
HDS,EGGS,禽蛋,2026,16.3056
HDS,MILK,奶,2026,41.4451
HDS,FISH,水产品,2026,25.1984
HDS,SUGA,糖,2026,4.36148
HDS,RICE,稻谷,2027,103.798
HDS,WHEA,小麦,2027,60.1967
HDS,TUBR,薯类,2027,39.8872
HDS,VOIL,植物油,2027,20.409
HDS,VEGT,蔬菜,2027,140.22
HDS,FRTO,水果,2027,110.921
HDS,PIGM,猪肉,2027,27.7467
HDS,CATM,牛肉,2027,5.76794
HDS,SHGM,羊肉,2027,3.12352
HDS,CHKM,鸡肉,2027,19.3054
HDS,EGGS,禽蛋,2027,16.1106
HDS,MILK,奶,2027,43.0231
HDS,FISH,水产品,2027,26.2781
HDS,SUGA,糖,2027,4.45087
HDS,RICE,稻谷,2028,101.835
HDS,WHEA,小麦,2028,59.0582
HDS,TUBR,薯类,2028,39.457
HDS,VOIL,植物油,2028,20.1211
HDS,VEGT,蔬菜,2028,141.266
HDS,FRTO,水果,2028,110.936
HDS,PIGM,猪肉,2028,26.694
HDS,CATM,牛肉,2028,5.57646
HDS,SHGM,羊肉,2028,3.01982
HDS,CHKM,鸡肉,2028,19.7831
HDS,EGGS,禽蛋,2028,15.9179
HDS,MILK,奶,2028,44.6612
HDS,FISH,水产品,2028,27.4041
HDS,SUGA,糖,2028,4.54209
HDS,RICE,稻谷,2029,99.9115
HDS,WHEA,小麦,2029,57.9429
HDS,TUBR,薯类,2029,39.0315
HDS,VOIL,植物油,2029,19.8373
HDS,VEGT,蔬菜,2029,142.321
HDS,FRTO,水果,2029,110.95
