scenario_group,commodity_code,commodity_cn,year,kg_per_capita
HDS,PIGM,猪肉,2029,25.6687
HDS,CATM,牛肉,2029,5.3886
HDS,SHGM,羊肉,2029,2.91809
HDS,CHKM,鸡肉,2029,20.2413
HDS,EGGS,禽蛋,2029,15.7274
HDS,MILK,奶,2029,46.3617
HDS,FISH,水产品,2029,28.5783
HDS,SUGA,糖,2029,4.63518
HDS,RICE,稻谷,2030,98.0274
HDS,WHEA,小麦,2030,56.8503
HDS,TUBR,薯类,2030,38.6106
HDS,VOIL,植物油,2030,19.5574
HDS,VEGT,蔬菜,2030,143.383
HDS,FRTO,水果,2030,110.964
HDS,PIGM,猪肉,2030,24.6702
HDS,CATM,牛肉,2030,5.20437
HDS,SHGM,羊肉,2030,2.81833
HDS,CHKM,鸡肉,2030,20.6804
HDS,EGGS,禽蛋,2030,15.5393
HDS,MILK,奶,2030,48.1269
HDS,FISH,水产品,2030,29.8028
HDS,SUGA,糖,2030,4.73018
HDS,RICE,稻谷,2031,96.182
HDS,WHEA,小麦,2031,55.7801
HDS,TUBR,薯类,2031,38.1942
HDS,VOIL,植物油,2031,19.2816
HDS,VEGT,蔬菜,2031,144.453
HDS,FRTO,水果,2031,110.979
HDS,PIGM,猪肉,2031,23.6982
HDS,CATM,牛肉,2031,5.02356
HDS,SHGM,羊肉,2031,2.72042
HDS,CHKM,鸡肉,2031,21.101
HDS,EGGS,禽蛋,2031,15.3534
HDS,MILK,奶,2031,49.9593
HDS,FISH,水产品,2031,31.0798
HDS,SUGA,糖,2031,4.82712
HDS,RICE,稻谷,2032,94.2625
HDS,WHEA,小麦,2032,54.6669
HDS,TUBR,薯类,2032,37.7823
HDS,VOIL,植物油,2032,19.0096
HDS,VEGT,蔬菜,2032,145.531
HDS,FRTO,水果,2032,110.993
HDS,PIGM,猪肉,2032,22.7521
HDS,CATM,牛肉,2032,4.84599
HDS,SHGM,羊肉,2032,2.62425
HDS,CHKM,鸡肉,2032,21.5035
HDS,EGGS,禽蛋,2032,15.1698
HDS,MILK,奶,2032,51.8614
HDS,FISH,水产品,2032,32.4116
HDS,SUGA,糖,2032,4.92606
HDS,RICE,稻谷,2033,92.3826
HDS,WHEA,小麦,2033,53.5766
HDS,TUBR,薯类,2033,37.3749
HDS,VOIL,植物油,2033,18.7414
HDS,VEGT,蔬菜,2033,146.617
HDS,FRTO,水果,2033,111.007
HDS,PIGM,猪肉,2033,21.8309
HDS,CATM,牛肉,2033,4.67193
HDS,SHGM,羊肉,2033,2.53
HDS,CHKM,鸡肉,2033,21.8883
HDS,EGGS,禽蛋,2033,14.9883
HDS,MILK,奶,2033,53.836
HDS,FISH,水产品,2033,33.8003
HDS,SUGA,糖,2033,5.02702
HDS,RICE,稻谷,2034,90.5422
HDS,WHEA,小麦,2034,52.5093
HDS,TUBR,薯类,2034,36.9718
HDS,VOIL,植物油,2034,18.4771
HDS,VEGT,蔬菜,2034,147.711
HDS,FRTO,水果,2034,111.022
HDS,PIGM,猪肉,2034,20.9343
HDS,CATM,牛肉,2034,4.50126
HDS,SHGM,羊肉,2034,2.43757
HDS,CHKM,鸡肉,2034,22.256
HDS,EGGS,禽蛋,2034,14.809
HDS,MILK,奶,2034,55.8858
HDS,FISH,水产品,2034,35.2486
HDS,SUGA,糖,2034,5.13004
HDS,RICE,稻谷,2035,88.7423
HDS,WHEA,小麦,2035,51.4655
HDS,TUBR,薯类,2035,36.5731
HDS,VOIL,植物油,2035,18.2164
HDS,VEGT,蔬菜,2035,148.814
HDS,FRTO,水果,2035,111.036
HDS,PIGM,猪肉,2035,20.0617
HDS,CATM,牛肉,2035,4.33376
HDS,SHGM,羊肉,2035,2.34687
HDS,CHKM,鸡肉,2035,22.6069
HDS,EGGS,禽蛋,2035,14.6318
HDS,MILK,奶,2035,58.0136
HDS,FISH,水产品,2035,36.759
HDS,SUGA,糖,2035,5.23519
HDS,RICE,稻谷,2036,86.9849
HDS,WHEA,小麦,2036,50.4463
HDS,TUBR,薯类,2036,36.1787
HDS,VOIL,植物油,2036,17.9595
HDS,VEGT,蔬菜,2036,149.924
HDS,FRTO,水果,2036,111.05
HDS,PIGM,猪肉,2036,19.2132
HDS,CATM,牛肉,2036,4.16917
HDS,SHGM,羊肉,2036,2.25773
HDS,CHKM,鸡肉,2036,22.9416
HDS,EGGS,禽蛋,2036,14.4568
HDS,MILK,奶,2036,60.2225
HDS,FISH,水产品,2036,38.334
HDS,SUGA,糖,2036,5.34248
HDS,RICE,稻谷,2037,85.2728
HDS,WHEA,小麦,2037,49.4533
HDS,TUBR,薯类,2037,35.7886
HDS,VOIL,植物油,2037,17.7062
HDS,VEGT,蔬菜,2037,151.043
HDS,FRTO,水果,2037,111.065
HDS,PIGM,猪肉,2037,18.3885
HDS,CATM,牛肉,2037,4.00716
HDS,SHGM,羊肉,2037,2.17
HDS,CHKM,鸡肉,2037,23.2603
HDS,EGGS,禽蛋,2037,14.2839
HDS,MILK,奶,2037,62.5154
HDS,FISH,水产品,2037,39.9766
HDS,SUGA,糖,2037,5.45198
HDS,RICE,稻谷,2038,83.601
HDS,WHEA,小麦,2038,48.4838
HDS,TUBR,薯类,2038,35.4026
HDS,VOIL,植物油,2038,17.4564
HDS,VEGT,蔬菜,2038,152.171
HDS,FRTO,水果,2038,111.079
HDS,PIGM,猪肉,2038,17.5864
HDS,CATM,牛肉,2038,3.84809
HDS,SHGM,羊肉,2038,2.08386
HDS,CHKM,鸡肉,2038,23.5636
HDS,EGGS,禽蛋,2038,14.113
HDS,MILK,奶,2038,64.8956
HDS,FISH,水产品,2038,41.6895
HDS,SUGA,糖,2038,5.56371
HDS,RICE,稻谷,2039,81.9669
HDS,WHEA,小麦,2039,47.5361
HDS,TUBR,薯类,2039,35.0209
HDS,VOIL,植物油,2039,17.2102
HDS,VEGT,蔬菜,2039,153.306
HDS,FRTO,水果,2039,111.094
HDS,PIGM,猪肉,2039,16.8063
HDS,CATM,牛肉,2039,3.69211
HDS,SHGM,羊肉,2039,1.99939
HDS,CHKM,鸡肉,2039,23.8518
HDS,EGGS,禽蛋,2039,13.9442
HDS,MILK,奶,2039,67.3665
HDS,FISH,水产品,2039,43.4758
HDS,SUGA,糖,2039,5.67774
HDS,RICE,稻谷,2040,80.3704
HDS,WHEA,小麦,2040,46.6103
HDS,TUBR,薯类,2040,34.6432
HDS,VOIL,植物油,2040,16.9674
HDS,VEGT,蔬菜,2040,154.45
HDS,FRTO,水果,2040,111.108
HDS,PIGM,猪肉,2040,16.0475
HDS,CATM,牛肉,2040,3.53914
HDS,SHGM,羊肉,2040,1.91655
HDS,CHKM,鸡肉,2040,24.1254
HDS,EGGS,禽蛋,2040,13.7774
HDS,MILK,奶,2040,69.9314
HDS,FISH,水产品,2040,45.3387
HDS,SUGA,糖,2040,5.79411
HDS,RICE,稻谷,2041,78.8102
HDS,WHEA,小麦,2041,45.7054
HDS,TUBR,薯类,2041,34.2696
HDS,VOIL,植物油,2041,16.7281
HDS,VEGT,蔬菜,2041,155.603
HDS,FRTO,水果,2041,111.122
HDS,PIGM,猪肉,2041,15.3096
HDS,CATM,牛肉,2041,3.3892
HDS,SHGM,羊肉,2041,1.83536
HDS,CHKM,鸡肉,2041,24.3847
HDS,EGGS,禽蛋,2041,13.6126
HDS,MILK,奶,2041,72.594
HDS,FISH,水产品,2041,47.2814
HDS,SUGA,糖,2041,5.91286
HDS,RICE,稻谷,2042,77.2858
HDS,WHEA,小麦,2042,44.8213
HDS,TUBR,薯类,2042,33.9
HDS,VOIL,植物油,2042,16.4921
HDS,VEGT,蔬菜,2042,156.764
HDS,FRTO,水果,2042,111.137
HDS,PIGM,猪肉,2042,14.5921
HDS,CATM,牛肉,2042,3.24224
HDS,SHGM,羊肉,2042,1.75577
HDS,CHKM,鸡肉,2042,24.63
HDS,EGGS,禽蛋,2042,13.4497
HDS,MILK,奶,2042,75.358
HDS,FISH,水产品,2042,49.3073
HDS,SUGA,糖,2042,6.03405
HDS,RICE,稻谷,2043,75.7953
HDS,WHEA,小麦,2043,43.9569
HDS,TUBR,薯类,2043,33.5345
HDS,VOIL,植物油,2043,16.2595
HDS,VEGT,蔬菜,2043,157.934
HDS,FRTO,水果,2043,111.151
HDS,PIGM,猪肉,2043,13.8943
HDS,CATM,牛肉,2043,3.09832
HDS,SHGM,羊肉,2043,1.67783
HDS,CHKM,鸡肉,2043,24.8619
HDS,EGGS,禽蛋,2043,13.2888
HDS,MILK,奶,2043,78.2272
HDS,FISH,水产品,2043,51.42
HDS,SUGA,糖,2043,6.15771
HDS,RICE,稻谷,2044,74.3364
HDS,WHEA,小麦,2044,43.1109
HDS,TUBR,薯类,2044,33.1728
HDS,VOIL,植物油,2044,16.0301
HDS,VEGT,蔬菜,2044,159.113
HDS,FRTO,水果,2044,111.165
HDS,PIGM,猪肉,2044,13.2155
HDS,CATM,牛肉,2044,2.9575
HDS,SHGM,羊肉,2044,1.60158
HDS,CHKM,鸡肉,2044,25.0805
HDS,EGGS,禽蛋,2044,13.1299
HDS,MILK,奶,2044,81.2057
HDS,FISH,水产品,2044,53.6233
HDS,SUGA,糖,2044,6.28392
HDS,RICE,稻谷,2045,72.9099
HDS,WHEA,小麦,2045,42.2836
HDS,TUBR,薯类,2045,32.8151
HDS,VOIL,植物油,2045,15.804
HDS,VEGT,蔬菜,2045,160.301
HDS,FRTO,水果,2045,111.18
HDS,PIGM,猪肉,2045,12.5555
HDS,CATM,牛肉,2045,2.81966
HDS,SHGM,羊肉,2045,1.52693
HDS,CHKM,鸡肉,2045,25.2864
HDS,EGGS,禽蛋,2045,12.9728
HDS,MILK,奶,2045,84.2975
HDS,FISH,水产品,2045,55.921
HDS,SUGA,糖,2045,6.41271
HDS,RICE,稻谷,2046,71.5134
HDS,WHEA,小麦,2046,41.4737
HDS,TUBR,薯类,2046,32.4612
HDS,VOIL,植物油,2046,15.5811
HDS,VEGT,蔬菜,2046,161.497
HDS,FRTO,水果,2046,111.194
HDS,PIGM,猪肉,2046,11.9137
HDS,CATM,牛肉,2046,2.68486
HDS,SHGM,羊肉,2046,1.45394
HDS,CHKM,鸡肉,2046,25.4797
HDS,EGGS,禽蛋,2046,12.8176
HDS,MILK,奶,2046,87.5071
HDS,FISH,水产品,2046,58.3171
HDS,SUGA,糖,2046,6.54414
HDS,RICE,稻谷,2047,70.1468
HDS,WHEA,小麦,2047,40.6811
HDS,TUBR,薯类,2047,32.1112
HDS,VOIL,植物油,2047,15.3613
HDS,VEGT,蔬菜,2047,162.702
HDS,FRTO,水果,2047,111.209
HDS,PIGM,猪肉,2047,11.2896
HDS,CATM,牛肉,2047,2.55303
HDS,SHGM,羊肉,2047,1.38254
HDS,CHKM,鸡肉,2047,25.661
HDS,EGGS,禽蛋,2047,12.6643
HDS,MILK,奶,2047,90.8389
HDS,FISH,水产品,2047,60.8159
HDS,SUGA,糖,2047,6.67826
HDS,RICE,稻谷,2048,68.8079
HDS,WHEA,小麦,2048,39.9047
HDS,TUBR,薯类,2048,31.7649
HDS,VOIL,植物油,2048,15.1446
HDS,VEGT,蔬菜,2048,163.917
HDS,FRTO,水果,2048,111.223
HDS,PIGM,猪肉,2048,10.6828
HDS,CATM,牛肉,2048,2.42419
HDS,SHGM,羊肉,2048,1.31278
HDS,CHKM,鸡肉,2048,25.8304
HDS,EGGS,禽蛋,2048,12.5128
HDS,MILK,奶,2048,94.2975
HDS,FISH,水产品,2048,63.4217
HDS,SUGA,糖,2048,6.81513
HDS,RICE,稻谷,2049,67.4975
HDS,WHEA,小麦,2049,39.1447
HDS,TUBR,薯类,2049,31.4223
HDS,VOIL,植物油,2049,14.931
HDS,VEGT,蔬菜,2049,165.14
HDS,FRTO,水果,2049,111.237
HDS,PIGM,猪肉,2049,10.0929
HDS,CATM,牛肉,2049,2.29824
HDS,SHGM,羊肉,2049,1.24457
HDS,CHKM,鸡肉,2049,25.9884
HDS,EGGS,禽蛋,2049,12.3631
HDS,MILK,奶,2049,97.8878
HDS,FISH,水产品,2049,66.1392
HDS,SUGA,糖,2049,6.95481
HDS,RICE,稻谷,2050,66.2144
HDS,WHEA,小麦,2050,38.4006
HDS,TUBR,薯类,2050,31.0835
HDS,VOIL,植物油,2050,14.7204
HDS,VEGT,蔬菜,2050,166.372
HDS,FRTO,水果,2050,111.252
HDS,PIGM,猪肉,2050,9.51949
HDS,CATM,牛肉,2050,2.17514
HDS,SHGM,羊肉,2050,1.17791
HDS,CHKM,鸡肉,2050,26.1352
HDS,EGGS,禽蛋,2050,12.2152
HDS,MILK,奶,2050,101.615
HDS,FISH,水产品,2050,68.9732
HDS,SUGA,糖,2050,7.09735
