county_code,cat,year,n_firms,cap_wan,n_coop,GI_year,名特优新_year,特优区_year,品牌目录_year,cert_layers,any_cert,first_cert_year,evt_first
110101,农业服务,2010,0.0,0.0,0.0,,,,,0,0,,
110101,农业服务,2011,3.0,0.05,0.0,,,,,0,0,,
110101,农业服务,2012,3.0,0.1,0.0,,,,,0,0,,
110101,农业服务,2013,2.0,10000.0,0.0,,,,,0,0,,
110101,农业服务,2014,5.0,130.0,0.0,,,,,0,0,,
110101,农业服务,2015,2.0,0.0,0.0,,,,,0,0,,
110101,农业服务,2016,0.0,0.0,0.0,,,,,0,0,,
110101,农业服务,2017,0.0,0.0,0.0,,,,,0,0,,
110101,农业服务,2018,0.0,0.0,0.0,,,,,0,0,,
110101,农业服务,2019,1.0,100.0,0.0,,,,,0,0,,
110101,农业服务,2020,0.0,0.0,0.0,,,,,0,0,,
110101,农业服务,2021,1.0,0.0,0.0,,,,,0,0,,
110101,农业服务,2022,1.0,50.0,0.0,,,,,0,0,,
110101,农业服务,2023,0.0,0.0,0.0,,,,,0,0,,
110101,加工食品,2010,97.0,8149.35,0.0,,,,,0,0,,
110101,加工食品,2011,84.0,2312.4,0.0,,,,,0,0,,
110101,加工食品,2012,79.0,2237.2,0.0,,,,,0,0,,
110101,加工食品,2013,57.0,444.0,0.0,,,,,0,0,,
110101,加工食品,2014,48.0,6224.5,0.0,,,,,0,0,,
110101,加工食品,2015,39.0,6293.5,0.0,,,,,0,0,,
110101,加工食品,2016,36.0,3523.0,0.0,,,,,0,0,,
110101,加工食品,2017,23.0,6165.5,0.0,,,,,0,0,,
110101,加工食品,2018,41.0,3049.5,0.0,,,,,0,0,,
110101,加工食品,2019,28.0,4300.0,0.0,,,,,0,0,,
110101,加工食品,2020,44.0,20660.0,0.0,,,,,0,0,,
110101,加工食品,2021,70.0,16334.5714,0.0,,,,,0,0,,
110101,加工食品,2022,57.0,14884.99,0.0,,,,,0,0,,
110101,加工食品,2023,31.0,2919.0,0.0,,,,,0,0,,
110101,水产,2010,0.0,0.0,0.0,,,,,0,0,,
110101,水产,2011,1.0,0.0,0.0,,,,,0,0,,
110101,水产,2012,0.0,0.0,0.0,,,,,0,0,,
110101,水产,2013,1.0,1.0,0.0,,,,,0,0,,
110101,水产,2014,1.0,3.0,0.0,,,,,0,0,,
110101,水产,2015,1.0,0.0,0.0,,,,,0,0,,
110101,水产,2016,0.0,0.0,0.0,,,,,0,0,,
110101,水产,2017,0.0,0.0,0.0,,,,,0,0,,
110101,水产,2018,1.0,0.0,0.0,,,,,0,0,,
110101,水产,2019,1.0,0.0,0.0,,,,,0,0,,
110101,水产,2020,0.0,0.0,0.0,,,,,0,0,,
110101,水产,2021,0.0,0.0,0.0,,,,,0,0,,
110101,水产,2022,2.0,0.0,0.0,,,,,0,0,,
110101,水产,2023,2.0,510.0,0.0,,,,,0,0,,
110101,水果,2010,1.0,0.0,0.0,,,,,0,0,,
110101,水果,2011,0.0,0.0,0.0,,,,,0,0,,
110101,水果,2012,0.0,0.0,0.0,,,,,0,0,,
110101,水果,2013,0.0,0.0,0.0,,,,,0,0,,
110101,水果,2014,0.0,0.0,0.0,,,,,0,0,,
110101,水果,2015,0.0,0.0,0.0,,,,,0,0,,
110101,水果,2016,0.0,0.0,0.0,,,,,0,0,,
110101,水果,2017,0.0,0.0,0.0,,,,,0,0,,
110101,水果,2018,0.0,0.0,0.0,,,,,0,0,,
110101,水果,2019,0.0,0.0,0.0,,,,,0,0,,
110101,水果,2020,0.0,0.0,0.0,,,,,0,0,,
110101,水果,2021,0.0,0.0,0.0,,,,,0,0,,
110101,水果,2022,0.0,0.0,0.0,,,,,0,0,,
110101,水果,2023,0.0,0.0,0.0,,,,,0,0,,
110101,畜禽,2010,2.0,500.0,0.0,,,,,0,0,,
110101,畜禽,2011,0.0,0.0,0.0,,,,,0,0,,
110101,畜禽,2012,0.0,0.0,0.0,,,,,0,0,,
110101,畜禽,2013,0.0,0.0,0.0,,,,,0,0,,
110101,畜禽,2014,1.0,3.0,0.0,,,,,0,0,,
110101,畜禽,2015,2.0,1.0,0.0,,,,,0,0,,
110101,畜禽,2016,0.0,0.0,0.0,,,,,0,0,,
110101,畜禽,2017,0.0,0.0,0.0,,,,,0,0,,
110101,畜禽,2018,2.0,0.0,0.0,,,,,0,0,,
110101,畜禽,2019,0.0,0.0,0.0,,,,,0,0,,
110101,畜禽,2020,0.0,0.0,0.0,,,,,0,0,,
110101,畜禽,2021,0.0,0.0,0.0,,,,,0,0,,
110101,畜禽,2022,1.0,500.0,0.0,,,,,0,0,,
110101,畜禽,2023,0.0,0.0,0.0,,,,,0,0,,
110101,粮油,2010,0.0,0.0,0.0,,,,,0,0,,
110101,粮油,2011,1.0,0.3,0.0,,,,,0,0,,
110101,粮油,2012,1.0,100.0,0.0,,,,,0,0,,
110101,粮油,2013,0.0,0.0,0.0,,,,,0,0,,
110101,粮油,2014,0.0,0.0,0.0,,,,,0,0,,
110101,粮油,2015,0.0,0.0,0.0,,,,,0,0,,
110101,粮油,2016,0.0,0.0,0.0,,,,,0,0,,
110101,粮油,2017,0.0,0.0,0.0,,,,,0,0,,
110101,粮油,2018,0.0,0.0,0.0,,,,,0,0,,
110101,粮油,2019,0.0,0.0,0.0,,,,,0,0,,
110101,粮油,2020,0.0,0.0,0.0,,,,,0,0,,
110101,粮油,2021,0.0,0.0,0.0,,,,,0,0,,
110101,粮油,2022,0.0,0.0,0.0,,,,,0,0,,
110101,粮油,2023,0.0,0.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2010,2.0,511.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2011,6.0,1100.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2012,3.0,800.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2013,4.0,100.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2014,5.0,21900.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2015,2.0,2.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2016,0.0,0.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2017,1.0,50.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2018,1.0,20.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2019,1.0,0.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2020,1.0,0.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2021,4.0,1.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2022,3.0,75.0,0.0,,,,,0,0,,
110101,蔬菜食用菌,2023,1.0,0.0,0.0,,,,,0,0,,
110102,农业服务,2010,7.0,43.0,0.0,,,,,0,0,,
110102,农业服务,2011,12.0,61.0,0.0,,,,,0,0,,
110102,农业服务,2012,10.0,1000.0,0.0,,,,,0,0,,
110102,农业服务,2013,6.0,10.0,0.0,,,,,0,0,,
110102,农业服务,2014,4.0,5000.0,0.0,,,,,0,0,,
110102,农业服务,2015,3.0,7300.0,0.0,,,,,0,0,,
110102,农业服务,2016,3.0,1050.0,0.0,,,,,0,0,,
110102,农业服务,2017,1.0,500.0,0.0,,,,,0,0,,
110102,农业服务,2018,1.0,0.0,0.0,,,,,0,0,,
110102,农业服务,2019,2.0,30.0,0.0,,,,,0,0,,
110102,农业服务,2020,3.0,155.0,0.0,,,,,0,0,,
110102,农业服务,2021,8.0,2580.0,0.0,,,,,0,0,,
110102,农业服务,2022,5.0,10620.0,0.0,,,,,0,0,,
110102,农业服务,2023,1.0,0.0,0.0,,,,,0,0,,
110102,加工食品,2010,163.0,12688.917,0.0,,,,,0,0,,
110102,加工食品,2011,137.0,5294.0,0.0,,,,,0,0,,
110102,加工食品,2012,121.0,5066.2,0.0,,,,,0,0,,
110102,加工食品,2013,82.0,1536.0,0.0,,,,,0,0,,
110102,加工食品,2014,76.0,6670.0,0.0,,,,,0,0,,
110102,加工食品,2015,42.0,10839.0,0.0,,,,,0,0,,
110102,加工食品,2016,29.0,1600.2,0.0,,,,,0,0,,
110102,加工食品,2017,27.0,6608.0,0.0,,,,,0,0,,
110102,加工食品,2018,24.0,3320.0,0.0,,,,,0,0,,
110102,加工食品,2019,17.0,7218.0,0.0,,,,,0,0,,
110102,加工食品,2020,58.0,6961.0,0.0,,,,,0,0,,
110102,加工食品,2021,74.0,15929.88,0.0,,,,,0,0,,
110102,加工食品,2022,65.0,8168.0,0.0,,,,,0,0,,
110102,加工食品,2023,37.0,3430.0,0.0,,,,,0,0,,
110102,水产,2010,3.0,30.0,0.0,,,,,0,0,,
110102,水产,2011,0.0,0.0,0.0,,,,,0,0,,
110102,水产,2012,2.0,500.0,0.0,,,,,0,0,,
110102,水产,2013,2.0,0.0,0.0,,,,,0,0,,
110102,水产,2014,1.0,10060.0,0.0,,,,,0,0,,
110102,水产,2015,0.0,0.0,0.0,,,,,0,0,,
110102,水产,2016,0.0,0.0,0.0,,,,,0,0,,
110102,水产,2017,0.0,0.0,0.0,,,,,0,0,,
110102,水产,2018,0.0,0.0,0.0,,,,,0,0,,
110102,水产,2019,0.0,0.0,0.0,,,,,0,0,,
110102,水产,2020,0.0,0.0,0.0,,,,,0,0,,
110102,水产,2021,0.0,0.0,0.0,,,,,0,0,,
110102,水产,2022,1.0,200.0,0.0,,,,,0,0,,
110102,水产,2023,0.0,0.0,0.0,,,,,0,0,,
110102,水果,2010,0.0,0.0,0.0,,,,,0,0,,
110102,水果,2011,0.0,0.0,0.0,,,,,0,0,,
110102,水果,2012,0.0,0.0,0.0,,,,,0,0,,
110102,水果,2013,0.0,0.0,0.0,,,,,0,0,,
110102,水果,2014,0.0,0.0,0.0,,,,,0,0,,
110102,水果,2015,1.0,0.0,0.0,,,,,0,0,,
110102,水果,2016,0.0,0.0,0.0,,,,,0,0,,
110102,水果,2017,0.0,0.0,0.0,,,,,0,0,,
110102,水果,2018,0.0,0.0,0.0,,,,,0,0,,
110102,水果,2019,0.0,0.0,0.0,,,,,0,0,,
110102,水果,2020,0.0,0.0,0.0,,,,,0,0,,
110102,水果,2021,0.0,0.0,0.0,,,,,0,0,,
