county_code,cat,year,n_firms,cap_wan,n_coop,GI_year,名特优新_year,特优区_year,品牌目录_year,cert_layers,any_cert,first_cert_year,evt_first
110102,水果,2022,0.0,0.0,0.0,,,,,0,0,,
110102,水果,2023,0.0,0.0,0.0,,,,,0,0,,
110102,畜禽,2010,0.0,0.0,0.0,,2019.0,,,0,0,2019.0,-9.0
110102,畜禽,2011,1.0,0.0,0.0,,2019.0,,,0,0,2019.0,-8.0
110102,畜禽,2012,3.0,0.0,0.0,,2019.0,,,0,0,2019.0,-7.0
110102,畜禽,2013,1.0,0.0,0.0,,2019.0,,,0,0,2019.0,-6.0
110102,畜禽,2014,1.0,0.0,0.0,,2019.0,,,0,0,2019.0,-5.0
110102,畜禽,2015,0.0,0.0,0.0,,2019.0,,,0,0,2019.0,-4.0
110102,畜禽,2016,0.0,0.0,0.0,,2019.0,,,0,0,2019.0,-3.0
110102,畜禽,2017,0.0,0.0,0.0,,2019.0,,,0,0,2019.0,-2.0
110102,畜禽,2018,0.0,0.0,0.0,,2019.0,,,0,0,2019.0,-1.0
110102,畜禽,2019,0.0,0.0,0.0,,2019.0,,,1,1,2019.0,0.0
110102,畜禽,2020,0.0,0.0,0.0,,2019.0,,,1,1,2019.0,1.0
110102,畜禽,2021,3.0,2000.0,0.0,,2019.0,,,1,1,2019.0,2.0
110102,畜禽,2022,0.0,0.0,0.0,,2019.0,,,1,1,2019.0,3.0
110102,畜禽,2023,0.0,0.0,0.0,,2019.0,,,1,1,2019.0,4.0
110102,粮油,2010,0.0,0.0,0.0,,,,,0,0,,
110102,粮油,2011,0.0,0.0,0.0,,,,,0,0,,
110102,粮油,2012,1.0,1.0,0.0,,,,,0,0,,
110102,粮油,2013,0.0,0.0,0.0,,,,,0,0,,
110102,粮油,2014,0.0,0.0,0.0,,,,,0,0,,
110102,粮油,2015,0.0,0.0,0.0,,,,,0,0,,
110102,粮油,2016,0.0,0.0,0.0,,,,,0,0,,
110102,粮油,2017,0.0,0.0,0.0,,,,,0,0,,
110102,粮油,2018,1.0,0.0,0.0,,,,,0,0,,
110102,粮油,2019,0.0,0.0,0.0,,,,,0,0,,
110102,粮油,2020,0.0,0.0,0.0,,,,,0,0,,
110102,粮油,2021,0.0,0.0,0.0,,,,,0,0,,
110102,粮油,2022,0.0,0.0,0.0,,,,,0,0,,
110102,粮油,2023,0.0,0.0,0.0,,,,,0,0,,
110102,茶,2010,0.0,0.0,0.0,,,,,0,0,,
110102,茶,2011,1.0,320.0,0.0,,,,,0,0,,
110102,茶,2012,0.0,0.0,0.0,,,,,0,0,,
110102,茶,2013,0.0,0.0,0.0,,,,,0,0,,
110102,茶,2014,0.0,0.0,0.0,,,,,0,0,,
110102,茶,2015,0.0,0.0,0.0,,,,,0,0,,
110102,茶,2016,0.0,0.0,0.0,,,,,0,0,,
110102,茶,2017,0.0,0.0,0.0,,,,,0,0,,
110102,茶,2018,0.0,0.0,0.0,,,,,0,0,,
110102,茶,2019,0.0,0.0,0.0,,,,,0,0,,
110102,茶,2020,0.0,0.0,0.0,,,,,0,0,,
110102,茶,2021,0.0,0.0,0.0,,,,,0,0,,
110102,茶,2022,0.0,0.0,0.0,,,,,0,0,,
110102,茶,2023,0.0,0.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2010,2.0,20.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2011,3.0,2501.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2012,0.0,0.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2013,2.0,0.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2014,1.0,0.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2015,4.0,400001.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2016,0.0,0.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2017,1.0,1.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2018,0.0,0.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2019,2.0,11001.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2020,2.0,20.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2021,6.0,114.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2022,1.0,50.0,0.0,,,,,0,0,,
110102,蔬菜食用菌,2023,0.0,0.0,0.0,,,,,0,0,,
110105,农业服务,2010,34.0,1485.0,0.0,,,,,0,0,,
110105,农业服务,2011,27.0,13713.0,0.0,,,,,0,0,,
110105,农业服务,2012,25.0,50069.0,0.0,,,,,0,0,,
110105,农业服务,2013,41.0,465.0,0.0,,,,,0,0,,
110105,农业服务,2014,51.0,12280.4,1.0,,,,,0,0,,
110105,农业服务,2015,32.0,15826.0,0.0,,,,,0,0,,
110105,农业服务,2016,15.0,1390.0,0.0,,,,,0,0,,
110105,农业服务,2017,12.0,12481.0,0.0,,,,,0,0,,
110105,农业服务,2018,14.0,6413.0,0.0,,,,,0,0,,
110105,农业服务,2019,24.0,13193.0,0.0,,,,,0,0,,
110105,农业服务,2020,40.0,13426.0,0.0,,,,,0,0,,
110105,农业服务,2021,45.0,72976.0,0.0,,,,,0,0,,
110105,农业服务,2022,47.0,16626.0,0.0,,,,,0,0,,
110105,农业服务,2023,21.0,9490.0,0.0,,,,,0,0,,
110105,加工食品,2010,292.0,35865.16,0.0,,,,,0,0,,
110105,加工食品,2011,401.0,8436.5,0.0,,,,,0,0,,
110105,加工食品,2012,215.0,21730.9,0.0,,,,,0,0,,
110105,加工食品,2013,191.0,19823.3,0.0,,,,,0,0,,
110105,加工食品,2014,200.0,20180.1,0.0,,,,,0,0,,
110105,加工食品,2015,290.0,43362.0,0.0,,,,,0,0,,
110105,加工食品,2016,267.0,492745.9379,0.0,,,,,0,0,,
110105,加工食品,2017,256.0,57521.649999999994,0.0,,,,,0,0,,
110105,加工食品,2018,234.0,45576.1,0.0,,,,,0,0,,
110105,加工食品,2019,343.0,60613.5,0.0,,,,,0,0,,
110105,加工食品,2020,338.0,166785.57270000002,0.0,,,,,0,0,,
110105,加工食品,2021,444.0,198732.4573,0.0,,,,,0,0,,
110105,加工食品,2022,409.0,112886.0,0.0,,,,,0,0,,
110105,加工食品,2023,189.0,56956.990000000005,0.0,,,,,0,0,,
110105,水产,2010,9.0,1018.0,0.0,,,,,0,0,,
110105,水产,2011,8.0,5.0,0.0,,,,,0,0,,
110105,水产,2012,51.0,515.0,0.0,,,,,0,0,,
110105,水产,2013,95.0,812.5,0.0,,,,,0,0,,
110105,水产,2014,36.0,151.9,0.0,,,,,0,0,,
110105,水产,2015,41.0,145.5,0.0,,,,,0,0,,
110105,水产,2016,11.0,215.0,0.0,,,,,0,0,,
110105,水产,2017,59.0,3597.0,0.0,,,,,0,0,,
110105,水产,2018,5.0,150.0,0.0,,,,,0,0,,
110105,水产,2019,8.0,138.0,0.0,,,,,0,0,,
110105,水产,2020,13.0,2969.0,0.0,,,,,0,0,,
110105,水产,2021,5.0,760.0,0.0,,,,,0,0,,
110105,水产,2022,9.0,910.0,0.0,,,,,0,0,,
110105,水产,2023,3.0,400.0,0.0,,,,,0,0,,
110105,水果,2010,4.0,2.0,0.0,,,,,0,0,,
110105,水果,2011,1.0,0.0,0.0,,,,,0,0,,
110105,水果,2012,0.0,0.0,0.0,,,,,0,0,,
110105,水果,2013,2.0,1100.0,0.0,,,,,0,0,,
110105,水果,2014,2.0,100.0,0.0,,,,,0,0,,
110105,水果,2015,1.0,0.0,0.0,,,,,0,0,,
110105,水果,2016,1.0,0.0,0.0,,,,,0,0,,
110105,水果,2017,0.0,0.0,0.0,,,,,0,0,,
110105,水果,2018,0.0,0.0,0.0,,,,,0,0,,
110105,水果,2019,0.0,0.0,0.0,,,,,0,0,,
110105,水果,2020,0.0,0.0,0.0,,,,,0,0,,
110105,水果,2021,0.0,0.0,0.0,,,,,0,0,,
110105,水果,2022,0.0,0.0,0.0,,,,,0,0,,
110105,水果,2023,0.0,0.0,0.0,,,,,0,0,,
110105,畜禽,2010,22.0,60.0,0.0,,,,,0,0,,
110105,畜禽,2011,6.0,110.0,0.0,,,,,0,0,,
110105,畜禽,2012,5.0,0.0,0.0,,,,,0,0,,
110105,畜禽,2013,33.0,0.0,0.0,,,,,0,0,,
110105,畜禽,2014,36.0,11.0,0.0,,,,,0,0,,
110105,畜禽,2015,10.0,5100.0,0.0,,,,,0,0,,
110105,畜禽,2016,4.0,2.0,0.0,,,,,0,0,,
110105,畜禽,2017,0.0,0.0,0.0,,,,,0,0,,
110105,畜禽,2018,4.0,0.0,0.0,,,,,0,0,,
110105,畜禽,2019,4.0,10.0,0.0,,,,,0,0,,
110105,畜禽,2020,5.0,10100.0,0.0,,,,,0,0,,
110105,畜禽,2021,1.0,10000.0,0.0,,,,,0,0,,
110105,畜禽,2022,0.0,0.0,0.0,,,,,0,0,,
110105,畜禽,2023,1.0,10.0,0.0,,,,,0,0,,
110105,粮油,2010,0.0,0.0,0.0,,,,,0,0,,
110105,粮油,2011,1.0,10.0,0.0,,,,,0,0,,
110105,粮油,2012,0.0,0.0,0.0,,,,,0,0,,
110105,粮油,2013,1.0,0.0,0.0,,,,,0,0,,
110105,粮油,2014,1.0,100.0,0.0,,,,,0,0,,
110105,粮油,2015,3.0,11000.0,0.0,,,,,0,0,,
110105,粮油,2016,0.0,0.0,0.0,,,,,0,0,,
110105,粮油,2017,0.0,0.0,0.0,,,,,0,0,,
110105,粮油,2018,0.0,0.0,0.0,,,,,0,0,,
110105,粮油,2019,0.0,0.0,0.0,,,,,0,0,,
110105,粮油,2020,0.0,0.0,0.0,,,,,0,0,,
110105,粮油,2021,1.0,50.0,0.0,,,,,0,0,,
110105,粮油,2022,0.0,0.0,0.0,,,,,0,0,,
110105,粮油,2023,0.0,0.0,0.0,,,,,0,0,,
110105,蔬菜食用菌,2010,20.0,2585.0,0.0,,,,,0,0,,
110105,蔬菜食用菌,2011,29.0,1332.0,0.0,,,,,0,0,,
110105,蔬菜食用菌,2012,21.0,1973.4,1.0,,,,,0,0,,
110105,蔬菜食用菌,2013,25.0,3830.0,0.0,,,,,0,0,,
110105,蔬菜食用菌,2014,30.0,8006.0,0.0,,,,,0,0,,
110105,蔬菜食用菌,2015,26.0,19690.009,0.0,,,,,0,0,,
110105,蔬菜食用菌,2016,10.0,1558.0,0.0,,,,,0,0,,
110105,蔬菜食用菌,2017,10.0,953.0,0.0,,,,,0,0,,
110105,蔬菜食用菌,2018,6.0,1300.0,1.0,,,,,0,0,,
110105,蔬菜食用菌,2019,23.0,3451.0,0.0,,,,,0,0,,
110105,蔬菜食用菌,2020,18.0,12223.3,0.0,,,,,0,0,,
110105,蔬菜食用菌,2021,28.0,26691.0,0.0,,,,,0,0,,
110105,蔬菜食用菌,2022,20.0,5800.0,0.0,,,,,0,0,,
110105,蔬菜食用菌,2023,12.0,309.0,0.0,,,,,0,0,,
110106,中药材,2010,1.0,0.0,0.0,,,,,0,0,,
110106,中药材,2011,0.0,0.0,0.0,,,,,0,0,,
110106,中药材,2012,0.0,0.0,0.0,,,,,0,0,,
110106,中药材,2013,0.0,0.0,0.0,,,,,0,0,,
110106,中药材,2014,0.0,0.0,0.0,,,,,0,0,,
110106,中药材,2015,0.0,0.0,0.0,,,,,0,0,,
110106,中药材,2016,0.0,0.0,0.0,,,,,0,0,,
110106,中药材,2017,0.0,0.0,0.0,,,,,0,0,,
110106,中药材,2018,0.0,0.0,0.0,,,,,0,0,,
110106,中药材,2019,0.0,0.0,0.0,,,,,0,0,,
110106,中药材,2020,0.0,0.0,0.0,,,,,0,0,,
110106,中药材,2021,0.0,0.0,0.0,,,,,0,0,,
110106,中药材,2022,0.0,0.0,0.0,,,,,0,0,,
110106,中药材,2023,0.0,0.0,0.0,,,,,0,0,,
110106,农业服务,2010,27.0,572.0,0.0,,,,,0,0,,
110106,农业服务,2011,45.0,92.5,0.0,,,,,0,0,,
110106,农业服务,2012,79.0,296.0,0.0,,,,,0,0,,
110106,农业服务,2013,34.0,6887.0,0.0,,,,,0,0,,
110106,农业服务,2014,26.0,23812.0,0.0,,,,,0,0,,
110106,农业服务,2015,62.0,19681.0,0.0,,,,,0,0,,
110106,农业服务,2016,40.0,11256.0,0.0,,,,,0,0,,
110106,农业服务,2017,11.0,3913.0,0.0,,,,,0,0,,
110106,农业服务,2018,15.0,8501.0,0.0,,,,,0,0,,
110106,农业服务,2019,18.0,19735.0,0.0,,,,,0,0,,
110106,农业服务,2020,28.0,28760.0,0.0,,,,,0,0,,
110106,农业服务,2021,51.0,34814.0,0.0,,,,,0,0,,
110106,农业服务,2022,34.0,18799.0,0.0,,,,,0,0,,
110106,农业服务,2023,24.0,31130.0,0.0,,,,,0,0,,
110106,加工食品,2010,132.0,4287.3,0.0,,,,,0,0,,
110106,加工食品,2011,126.0,2159.7,0.0,,,,,0,0,,
110106,加工食品,2012,102.0,16038.5,0.0,,,,,0,0,,
110106,加工食品,2013,137.0,12195.0,0.0,,,,,0,0,,
110106,加工食品,2014,73.0,5336.0,0.0,,,,,0,0,,
110106,加工食品,2015,157.0,20473.6,0.0,,,,,0,0,,
110106,加工食品,2016,127.0,30359.567,0.0,,,,,0,0,,
110106,加工食品,2017,120.0,18977.75,0.0,,,,,0,0,,
110106,加工食品,2018,78.0,16805.001,0.0,,,,,0,0,,
110106,加工食品,2019,128.0,43497.0,0.0,,,,,0,0,,
110106,加工食品,2020,229.0,73413.0,0.0,,,,,0,0,,
110106,加工食品,2021,279.0,119616.9,0.0,,,,,0,0,,
110106,加工食品,2022,246.0,144429.0,0.0,,,,,0,0,,
110106,加工食品,2023,117.0,25968.0,0.0,,,,,0,0,,
110106,水产,2010,28.0,17.0,0.0,,,,,0,0,,
110106,水产,2011,27.0,36.0,0.0,,,,,0,0,,
110106,水产,2012,33.0,180.0,0.0,,,,,0,0,,
110106,水产,2013,42.0,11338.3,0.0,,,,,0,0,,
110106,水产,2014,12.0,1050.0,0.0,,,,,0,0,,
110106,水产,2015,3.0,180.0,0.0,,,,,0,0,,
110106,水产,2016,4.0,970.0,0.0,,,,,0,0,,
110106,水产,2017,14.0,705.0,0.0,,,,,0,0,,
110106,水产,2018,4.0,130.0,0.0,,,,,0,0,,
110106,水产,2019,8.0,655.0,0.0,,,,,0,0,,
110106,水产,2020,5.0,260.0,0.0,,,,,0,0,,
110106,水产,2021,9.0,350.0003,0.0,,,,,0,0,,
110106,水产,2022,9.0,2540.0,0.0,,,,,0,0,,
110106,水产,2023,2.0,103.0,0.0,,,,,0,0,,
110106,水果,2010,0.0,0.0,0.0,,,,,0,0,,
110106,水果,2011,0.0,0.0,0.0,,,,,0,0,,
110106,水果,2012,2.0,600.0,0.0,,,,,0,0,,
110106,水果,2013,6.0,2011.0,0.0,,,,,0,0,,
110106,水果,2014,3.0,2200.0,0.0,,,,,0,0,,
110106,水果,2015,1.0,0.0,0.0,,,,,0,0,,
110106,水果,2016,0.0,0.0,0.0,,,,,0,0,,
110106,水果,2017,0.0,0.0,0.0,,,,,0,0,,
110106,水果,2018,1.0,0.0,0.0,,,,,0,0,,
110106,水果,2019,0.0,0.0,0.0,,,,,0,0,,
110106,水果,2020,0.0,0.0,0.0,,,,,0,0,,
110106,水果,2021,0.0,0.0,0.0,,,,,0,0,,
110106,水果,2022,0.0,0.0,0.0,,,,,0,0,,
110106,水果,2023,0.0,0.0,0.0,,,,,0,0,,
110106,畜禽,2010,14.0,291.0,0.0,,,,,0,0,,
110106,畜禽,2011,7.0,26.0,0.0,,,,,0,0,,
110106,畜禽,2012,0.0,0.0,0.0,,,,,0,0,,
110106,畜禽,2013,5.0,2010.0,1.0,,,,,0,0,,
110106,畜禽,2014,2.0,20.0,0.0,,,,,0,0,,
110106,畜禽,2015,2.0,3.0,0.0,,,,,0,0,,
110106,畜禽,2016,0.0,0.0,0.0,,,,,0,0,,
110106,畜禽,2017,1.0,200.0,0.0,,,,,0,0,,
110106,畜禽,2018,1.0,0.0,0.0,,,,,0,0,,
110106,畜禽,2019,0.0,0.0,0.0,,,,,0,0,,
110106,畜禽,2020,3.0,1100.0,0.0,,,,,0,0,,
110106,畜禽,2021,3.0,1460.0,0.0,,,,,0,0,,
110106,畜禽,2022,0.0,0.0,0.0,,,,,0,0,,
110106,畜禽,2023,0.0,0.0,0.0,,,,,0,0,,
110106,粮油,2010,1.0,0.0,0.0,,,,,0,0,,
110106,粮油,2011,2.0,303.0,0.0,,,,,0,0,,
110106,粮油,2012,1.0,0.0,0.0,,,,,0,0,,
110106,粮油,2013,3.0,10.0,0.0,,,,,0,0,,
110106,粮油,2014,0.0,0.0,0.0,,,,,0,0,,
110106,粮油,2015,1.0,1000.0,0.0,,,,,0,0,,
110106,粮油,2016,0.0,0.0,0.0,,,,,0,0,,
110106,粮油,2017,0.0,0.0,0.0,,,,,0,0,,
110106,粮油,2018,3.0,0.6,0.0,,,,,0,0,,
110106,粮油,2019,0.0,0.0,0.0,,,,,0,0,,
110106,粮油,2020,0.0,0.0,0.0,,,,,0,0,,
110106,粮油,2021,1.0,2.0,0.0,,,,,0,0,,
110106,粮油,2022,1.0,6.0,0.0,,,,,0,0,,
110106,粮油,2023,0.0,0.0,0.0,,,,,0,0,,
110106,蔬菜食用菌,2010,25.0,3028.1,0.0,,,,,0,0,,
110106,蔬菜食用菌,2011,24.0,3493.6,0.0,,,,,0,0,,
110106,蔬菜食用菌,2012,24.0,12031.0,0.0,,,,,0,0,,
110106,蔬菜食用菌,2013,35.0,321.0,1.0,,,,,0,0,,
110106,蔬菜食用菌,2014,28.0,5190.0005,0.0,,,,,0,0,,
110106,蔬菜食用菌,2015,31.0,52952.5,0.0,,,,,0,0,,
