product,product_id,n_transactions,n_valid_price,total_value_usd,total_qty_kg,mean_value_usd,mean_qty_kg,mean_unit_value,sd_unit_value,p01_unit_value,p25_unit_value,median_unit_value,p75_unit_value,p99_unit_value,n_invalid_value,n_invalid_qty,n_non_kg,n_mild_price_outlier,n_severe_price_outlier
corn,corn,1928,1924,30084355668,102332738474,15603918.91493776,53077146.51141079,7.39154095523919,36.74162236783155,.1003865088757396,.2546510769528955,.3276414050151234,3.684529411764706,92.09302325581395,0,4,0,6,0
sorghum,sorghum,1267,1265,12097257565,40010012440,9547953.879242305,31578541.78374112,1.042765843398518,12.10161044528965,.1507635658914729,.2507951807228916,.3223598145678542,.3554334082878253,11.88888888888889,0,2,0,35,30
cassava,cassava,1023,1023,9275722722,37676520452,9067177.636363637,36829443.257087,.2720637101550041,.8532528773788294,.1560571748928412,.2181463855944281,.2503419529959526,.2811278254869552,.3198297872340425,0,0,0,1,1
oats,oats,1129,1116,693309977,2358065627,614092.0965456156,2088632.08768822,7.590865256081142,87.26716012390048,.1746841866967844,.2702140663241475,.3333717111151473,.6622732686313763,48,0,13,0,232,149
barley,barley,1900,1897,16760152276,60878885716,8821132.776842106,32041518.79789474,.4244649643548229,2.564777112593439,.1733402182519192,.2293736717367841,.2693061537947845,.306276195212048,.585050505050505,0,3,0,46,15
