product,product_id,n_province_quarters,n_price_imputed,mean_share,sd_share,p01_share,p25_share,median_share,p75_share,p99_share,mean_cell_price,median_cell_price,p01_cell_price,p99_cell_price,n_positive_share,zero_share_rate
corn,corn,634,243,.2510679644376031,.3634043367995659,0,0,.0105447052129,.4508859188248642,1,4.466616266994238,.2984425052358632,.1094642839975634,106.5,391,.3832807570977918
sorghum,sorghum,634,267,.17442142322621,.2928844433292734,0,0,.0088601432083341,.2134987099333235,1,1.87669755699615,.3195799804642077,.151110160061628,19.93617021276596,367,.4211356466876972
cassava,cassava,634,363,.1693416416125694,.2957598291386679,0,0,0,.2106193025671857,1,.3479499678337113,.2526644153714495,.1626022522184383,.3198598064353144,271,.5725552050473186
oats,oats,634,344,.0726533429224245,.2042062567100117,0,0,0,.0231182015585856,1,9.528165298759717,.318492745127153,.1589888784549764,47.6,290,.5425867507886435
barley,barley,634,208,.3325156278011931,.3650377260484594,0,0,.1955217815917355,.6014503124589635,1,.3339229909878248,.2611431792038167,.1756785496651926,.4514969689650289,426,.3280757097791798
