variant,model,train_years,test_years,group,rmse_x,mae_x,mean_x,n_test,relative_rmse
baseline_real_national_nonfood,AIDADS_sat,2015-2020,2021-2023,dairyegg,0.012498304586872814,0.01022738845518119,0.033658789528494916,93,0.37132365013578333
baseline_real_national_nonfood,AIDADS_sat,2015-2020,2021-2023,grain,0.06721006191710123,0.054691105794896056,0.4202893830904221,93,0.1599137751777125
baseline_real_national_nonfood,AIDADS_sat,2015-2020,2021-2023,meatsea,0.0746098957515153,0.06011466558486531,0.170545363410406,93,0.4374783005502858
baseline_real_national_nonfood,AIDADS_sat,2015-2020,2021-2023,nonfood,4.650638675130899,3.7077646461495437,198.05133191217894,93,0.02348198636297539
baseline_real_national_nonfood,AIDADS_sat,2015-2020,2021-2023,oil,0.03130080353144642,0.024908012113876953,0.12888466740596552,93,0.24285901621528053
baseline_real_national_nonfood,AIDADS_sat,2015-2020,2021-2023,vegfruit,0.011851791960178082,0.00973871749072652,0.05503836229796539,93,0.2153369298311445
baseline_real_national_nonfood,MAIDADS_sat,2015-2020,2021-2023,dairyegg,0.011617603171696599,0.009544108002458324,0.033658789528494916,93,0.3451580800866694
baseline_real_national_nonfood,MAIDADS_sat,2015-2020,2021-2023,grain,0.06455539272836723,0.05329399709839773,0.4202893830904221,93,0.1535974862217222
baseline_real_national_nonfood,MAIDADS_sat,2015-2020,2021-2023,meatsea,0.0725172244053819,0.05780022249236791,0.170545363410406,93,0.4252078330084768
baseline_real_national_nonfood,MAIDADS_sat,2015-2020,2021-2023,nonfood,4.405260866451575,3.508719457214119,198.05133191217894,93,0.02224302570408858
baseline_real_national_nonfood,MAIDADS_sat,2015-2020,2021-2023,oil,0.032314432245807656,0.025246581874862693,0.12888466740596552,93,0.25072363451908913
baseline_real_national_nonfood,MAIDADS_sat,2015-2020,2021-2023,vegfruit,0.009684267028274912,0.007839371838140435,0.05503836229796539,93,0.17595485446762488
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,dairyegg,0.013000274583631254,0.01063842953609006,0.03487623368244984,31,0.37275454402558256
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,grain,0.06776454532224069,0.05494442448892737,0.4046680667811247,31,0.1674571108643789
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,meatsea,0.07291137497555963,0.056866969890750706,0.18364987193467303,31,0.3970129366683974
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,nonfood,4.193045507890552,3.5053284796064195,205.93108133751335,31,0.020361401885800365
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,oil,0.03196522970056271,0.025994677453733267,0.1263853705744587,31,0.25291874807401626
