year,province,provincechn,total_cpi_yoy,food_cpi_yoy,food_budget_share_all,nonfood_cpi_yoy_approx,total_price_index_2023,food_price_index_2023,nonfood_price_index_2023,nonfood_cpi_yoy,national_nonfood_price_index_2023,national_nonfood_bridge,nonfood_price_source,nonfood_relative_price_index_2023
2022,23,黑龙江,101.9,102.9,0.3117087987458358,101.44712656768262,99.40357852882704,99.60159362549801,99.31836636283236,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,99.91427656100936
2023,23,黑龙江,100.6,100.4,0.301460779381466,100.68631176904125,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,23,黑龙江,100.5,98.8,0.29741196982997403,101.21962562269755,100.5,98.8,101.21962562269755,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.71604539571895
2000,31,上海,102.5,,,,63.076027546043974,,,,,,national_nonfood_cpi_fallback,
2001,31,上海,100.0,,,,63.076027546043974,,,,,,national_nonfood_cpi_fallback,
2002,31,上海,100.5,,,,63.39140768377419,,,,,,national_nonfood_cpi_fallback,
2003,31,上海,100.1,,,,63.45479909145796,,,,,,national_nonfood_cpi_fallback,
2004,31,上海,102.2,,,,64.85080467147003,,,,,,national_nonfood_cpi_fallback,
2005,31,上海,101.0,,,,65.49931271818473,60.57242751596842,,,,,national_nonfood_cpi_fallback,
2006,31,上海,101.2,101.2,,,66.28530447080294,61.299296646160045,,,,,national_nonfood_cpi_fallback,
2007,31,上海,103.2,103.2,,,68.40643421386864,63.26087413883717,,,,,national_nonfood_cpi_fallback,
2008,31,上海,105.8,105.8,,,72.37400739827302,66.93000483888973,,,,,national_nonfood_cpi_fallback,
2009,31,上海,99.6,99.6,,,72.08451136867993,66.66228481953416,,,,,national_nonfood_cpi_fallback,
2010,31,上海,103.1,103.1,,,74.319131221109,68.72881564893972,,,,,national_nonfood_cpi_fallback,
2011,31,上海,105.2,105.2,,,78.18372604460667,72.30271406268459,,,,,national_nonfood_cpi_fallback,
2012,31,上海,102.8,102.8,,,80.37287037385566,74.32719005643976,,,,,national_nonfood_cpi_fallback,
2013,31,上海,102.3,102.3,,,82.22144639245434,76.03671542773787,,,,,national_nonfood_cpi_fallback,
2014,31,上海,102.7,102.7,,,84.44142544505061,78.0897067442868,86.9424457560272,,,,derived_from_total_food_cpi,102.96184046846071
2015,31,上海,102.4,102.4,0.266548380804748,102.39999999999999,86.46801965573182,79.96385970614969,89.02906445417185,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,102.96184046846071
2016,31,上海,103.2,104.8,0.25532372355153804,102.65141537255519,89.23499628471524,83.80212497204488,91.38959475515183,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,102.41452183576283
2017,31,上海,101.7,100.7,0.2514571306674401,102.03592883049122,90.75199122155541,84.3887398468492,93.25022186284106,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,102.75281082834495
2018,31,上海,101.6,102.5,0.24747018558366826,101.3040340957148,92.2040230811003,86.49845834302043,94.46623655026221,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,102.45348672820069
2019,31,上海,102.5,106.4,0.2401622629097687,101.26732520691208,94.5091236581278,92.03435967697375,95.66343097808488,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,101.22137130816343
2020,31,上海,101.7,106.3,0.26388706037239046,100.05095891898452,96.11577876031599,97.8325243366231,95.71218002837482,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,99.58009107646349
2021,31,上海,101.2,99.6,0.2578714785490701,101.75596079890833,97.26916810543979,97.4411942392766,97.39284838945366,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,100.12715260798757
2022,31,上海,102.5,105.8,0.27479639483114343,101.24955378533781,99.70089730807578,103.09278350515464,98.60982441315241,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,98.90565388639186
2023,31,上海,100.3,97.0,0.25166231646232035,101.40977391970912,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,31,上海,100.0,99.3,0.2570027489473085,100.2421299998193,100.0,99.3,100.2421299998193,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.2421299998193
2000,32,江苏,100.1,,,,59.896072967941244,,,,,,national_nonfood_cpi_fallback,
2001,32,江苏,100.8,,,,60.37524155168477,,,,,,national_nonfood_cpi_fallback,
2002,32,江苏,99.2,,,,59.892239619271294,,,,,,national_nonfood_cpi_fallback,
2003,32,江苏,101.0,,,,60.491162015464006,,,,,,national_nonfood_cpi_fallback,
2004,32,江苏,104.1,,,,62.971299658098026,,,,,,national_nonfood_cpi_fallback,
2005,32,江苏,102.1,,,,64.29369695091808,55.87859065163141,,,,,national_nonfood_cpi_fallback,
2006,32,江苏,101.6,101.6,,,65.32239610213277,56.772648102057516,,,,,national_nonfood_cpi_fallback,
2007,32,江苏,104.3,104.3,,,68.13125913452447,59.213871970445986,,,,,national_nonfood_cpi_fallback,
2008,32,江苏,105.4,105.4,,,71.8103471277888,62.411421056850074,,,,,national_nonfood_cpi_fallback,
2009,32,江苏,99.6,99.6,,,71.52310573927765,62.16177537262267,,,,,national_nonfood_cpi_fallback,
2010,32,江苏,103.8,103.8,,,74.2409837573702,64.52392283678233,,,,,national_nonfood_cpi_fallback,
2011,32,江苏,105.3,105.3,,,78.17575589651082,67.9436907471318,,,,,national_nonfood_cpi_fallback,
2012,32,江苏,102.6,102.6,,,80.2083255498201,69.71022670655722,,,,,national_nonfood_cpi_fallback,
2013,32,江苏,102.3,102.3,,,82.05311703746595,71.31356192080803,,,,,national_nonfood_cpi_fallback,
2014,32,江苏,102.2,102.2,,,83.8582856122902,72.88246028306581,88.60692821152651,,,,derived_from_total_food_cpi,105.66269935590044
2015,32,江苏,101.7,101.7,0.288778264100234,101.69999999999999,85.28387646769914,74.12146210787793,90.11324599112245,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,105.66269935590043
2016,32,江苏,102.3,104.7,0.2831328442025205,101.35209937351624,87.24540562645622,77.6051708269482,91.33166662562357,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,104.68364032446911
2017,32,江苏,101.7,99.2,0.27802185006488306,102.66270867092678,88.72857752210598,76.98432946033262,93.76356283216597,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,105.6745926179258
2018,32,江苏,102.3,102.2,0.261114401551822,102.33533894855985,90.76933480511441,78.67798470845993,95.95325983454295,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,105.7110973001605
2019,32,江苏,103.1,109.5,0.25647076450537515,100.89240302267001,93.58318418407295,86.15239325576363,96.80954962565683,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,103.44759100656138
2020,32,江苏,102.5,111.9,0.2767740705433746,98.90267839254267,95.92276378867476,96.4045280531995,95.74723751953236,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,99.81701291517298
2021,32,江苏,101.6,100.5,0.27536803281294714,102.01801196995224,97.45752800929355,96.88655069346548,97.67942823357512,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,100.22768915733262
2022,32,江苏,102.2,102.7,0.2782117632732587,102.0072760477956,99.60159362549801,99.50248756218906,99.64012400013138,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,100.03868449613189
2023,32,江苏,100.4,100.5,0.27966457522147437,100.3611757848356,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,32,江苏,100.5,100.2,0.280913095217694,100.61719574922701,100.5,100.2,100.61719574922701,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.11661268579802
2000,33,浙江,101.0,,,,62.68153060383405,,,,,,national_nonfood_cpi_fallback,
2001,33,浙江,99.8,,,,62.55616754262638,,,,,,national_nonfood_cpi_fallback,
2002,33,浙江,99.1,,,,61.993162034742745,,,,,,national_nonfood_cpi_fallback,
2003,33,浙江,101.9,,,,63.171032113402866,,,,,,national_nonfood_cpi_fallback,
2004,33,浙江,103.9,,,,65.63470236582559,,,,,,national_nonfood_cpi_fallback,
2005,33,浙江,101.3,,,,66.48795349658131,59.65733943546678,,,,,national_nonfood_cpi_fallback,
2006,33,浙江,101.1,101.1,,,67.2193209850437,60.31357016925691,,,,,national_nonfood_cpi_fallback,
2007,33,浙江,104.2,104.2,,,70.04253246641554,62.84674011636571,,,,,national_nonfood_cpi_fallback,
2008,33,浙江,105.0,105.0,,,73.54465908973631,65.989077122184,,,,,national_nonfood_cpi_fallback,
2009,33,浙江,98.5,98.5,,,72.44148920339026,64.99924096535123,,,,,national_nonfood_cpi_fallback,
2010,33,浙江,103.8,103.8,,,75.1942657931191,67.46921212203458,,,,,national_nonfood_cpi_fallback,
2011,33,浙江,105.4,105.4,,,79.25475614594754,71.11254957662445,,,,,national_nonfood_cpi_fallback,
2012,33,浙江,102.2,102.2,,,80.99836078115838,72.67702566731019,,,,,national_nonfood_cpi_fallback,
2013,33,浙江,102.3,102.3,,,82.86132307912501,74.34859725765831,,,,,national_nonfood_cpi_fallback,
2014,33,浙江,102.1,102.1,,,84.60141086378663,75.90991780006912,88.55559104784344,,,,derived_from_total_food_cpi,104.6738939028136
2015,33,浙江,101.4,101.4,0.2892496615695408,101.4,85.78583061587965,76.97265664927009,89.79536932251324,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,104.67389390281359
2016,33,浙江,101.9,105.1,0.2904495869713011,100.59010198395788,87.41576139758138,80.89826213838286,90.32525357838769,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,103.32833820158982
2017,33,浙江,102.1,99.1,0.28622945472076167,103.30303138010038,89.25149238693058,80.17017777913742,93.30872504823706,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,104.54584293528362
2018,33,浙江,102.3,102.6,0.2781837955409848,102.18438173298583,91.30427671182997,82.25460240139499,95.34694379347273,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,104.42768644277423
2019,33,浙江,102.9,108.0,0.2788015987010554,100.9284369033342,93.95210073647306,88.8349705935066,96.23218000585264,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,102.42685288727604
2020,33,浙江,102.3,109.5,0.2850966608084359,99.428708392743,96.11299905341193,97.27429279988972,95.68241363799876,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,99.55200085352254
2021,33,浙江,101.5,99.8,0.27708901494491106,102.15160349634257,97.55469403921309,97.07974421428995,97.74111979521892,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,100.19109870400587
2022,33,浙江,102.2,102.7,0.28050345128428833,102.00506963390932,99.70089730807578,99.70089730807578,99.70089730807578,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,100.0
2023,33,浙江,100.3,100.3,0.2786397303505988,100.29999999999998,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,33,浙江,100.3,100.2,0.27885521211785314,100.33866840845327,100.3,100.2,100.33866840845327,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.03855275020265
2000,34,安徽,100.7,,,,61.985021221315826,,,,,,national_nonfood_cpi_fallback,
2001,34,安徽,100.5,,,,62.2949463274224,,,,,,national_nonfood_cpi_fallback,
2002,34,安徽,99.0,,,,61.67199686414818,,,,,,national_nonfood_cpi_fallback,
2003,34,安徽,101.7,,,,62.720420810838704,,,,,,national_nonfood_cpi_fallback,
2004,34,安徽,104.5,,,,65.54283974732644,,,,,,national_nonfood_cpi_fallback,
2005,34,安徽,101.4,,,,66.460439503789,59.69217514425846,,,,,national_nonfood_cpi_fallback,
2006,34,安徽,101.2,101.2,,,67.25796477783447,60.408481245989556,,,,,national_nonfood_cpi_fallback,
2007,34,安徽,105.3,105.3,,,70.82263691105969,63.610130752027,,,,,national_nonfood_cpi_fallback,
2008,34,安徽,106.2,106.2,,,75.2136403995454,67.55395885865268,,,,,national_nonfood_cpi_fallback,
2009,34,安徽,99.1,99.1,,,74.53671763594949,66.9459732289248,,,,,national_nonfood_cpi_fallback,
2010,34,安徽,103.1,103.1,,,76.84735588266392,69.02129839902146,,,,,national_nonfood_cpi_fallback,
2011,34,安徽,105.6,105.6,,,81.1508078120931,72.88649110936667,,,,,national_nonfood_cpi_fallback,
2012,34,安徽,102.3,102.3,,,83.01727639177125,74.5628804048821,,,,,national_nonfood_cpi_fallback,
2013,34,安徽,102.4,102.4,,,85.00969102517377,76.35238953459927,,,,,national_nonfood_cpi_fallback,
2014,34,安徽,101.6,101.6,,,86.36984608157654,77.57402776715286,91.45194697077396,,,,derived_from_total_food_cpi,105.88411479209697
2015,34,安徽,101.3,101.3,0.3445610044674302,101.30000000000001,87.49265408063702,78.58249012812584,92.64082228139404,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,105.88411479209698
2016,34,安徽,101.8,104.6,0.3317261429871274,100.41010094796204,89.0675218540885,82.19728467401963,93.02074317176985,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,104.43845437190626
2017,34,安徽,101.2,97.4,0.326526807485978,103.04239236578206,90.13633211633756,80.06015527249512,95.8507991606215,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,106.3398042832588
2018,34,安徽,102.0,102.1,0.31767588361158944,101.95344208478325,91.9390587586643,81.74141853321751,97.72318901002616,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,106.29126546372953
2019,34,安徽,102.7,109.6,0.31775095364999745,99.48639113984159,94.42141334514825,89.58859471240638,97.22127405284132,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,102.96528150606945
2020,34,安徽,102.7,110.9,0.33269588341553086,98.61174971620002,96.97079150546726,99.35375153605867,95.8715994398888,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,98.86647097696786
2021,34,安徽,100.9,98.5,0.3259823832778057,102.06073779150077,97.84352862901648,97.86344526301778,97.84726172086283,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,100.00381536919065
2022,34,安徽,102.0,102.8,0.34064413095554963,101.58669465525594,99.8003992015968,100.60362173038229,99.39979899290205,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,99.59859859088786
2023,34,安徽,100.2,99.4,0.3354516762898631,100.60382517186058,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,34,安徽,100.5,100.2,0.33703993666986715,100.65251594567107,100.5,100.2,100.65251594567107,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.1517571598717
2000,35,福建,102.1,,,,65.61046581465858,,,,,,national_nonfood_cpi_fallback,
2001,35,福建,98.7,,,,64.75752975906802,,,,,,national_nonfood_cpi_fallback,
2002,35,福建,99.5,,,,64.43374211027268,,,,,,national_nonfood_cpi_fallback,
2003,35,福建,100.8,,,,64.94921204715486,,,,,,national_nonfood_cpi_fallback,
2004,35,福建,104.0,,,,67.54718052904106,,,,,,national_nonfood_cpi_fallback,
2005,35,福建,102.2,,,,69.03321850067996,60.91772637620707,,,,,national_nonfood_cpi_fallback,
2006,35,福建,100.8,100.8,,,69.5854842486854,61.40506818721673,,,,,national_nonfood_cpi_fallback,
2007,35,福建,105.2,105.2,,,73.20392942961705,64.598131732952,,,,,national_nonfood_cpi_fallback,
2008,35,福建,104.6,104.6,,,76.57131018337944,67.5696457926678,,,,,national_nonfood_cpi_fallback,
2009,35,福建,98.2,98.2,,,75.19302660007861,66.35339216839978,,,,,national_nonfood_cpi_fallback,
2010,35,福建,103.2,103.2,,,77.59920345128113,68.47670071778857,,,,,national_nonfood_cpi_fallback,
2011,35,福建,105.3,105.3,,,81.71196123419902,72.10596585583136,,,,,national_nonfood_cpi_fallback,
2012,35,福建,102.4,102.4,,,83.6730483038198,73.83650903637131,,,,,national_nonfood_cpi_fallback,
2013,35,福建,102.5,102.5,,,85.76487451141529,75.68242176228058,,,,,national_nonfood_cpi_fallback,
2014,35,福建,102.0,102.0,,,87.4801720016436,77.1960701975262,93.40054645669184,,,,derived_from_total_food_cpi,106.76767582822883
2015,35,福建,101.7,101.7,0.3416410288416455,101.7,88.96733492567155,78.50840339088415,94.98835574645561,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,106.76767582822883
2016,35,福建,101.7,104.7,0.34248207276053005,100.13738676054777,90.47977961940798,82.19829835025571,95.11885717131327,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,105.12719811146644
2017,35,福建,101.2,97.9,0.33943252454477113,102.89570463672287,91.56553697484088,80.47213408490035,97.87321832882078,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,106.88870678027371
2018,35,福建,101.5,101.7,0.32931351842875467,101.40179807481515,92.93902002946349,81.84016036434366,99.24520321911382,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,106.7852912454329
2019,35,福建,102.6,110.0,0.3198072213004662,99.12073131069087,95.35543455022955,90.02417640077803,98.37257122156693,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,103.16409514105678
2020,35,福建,102.2,109.3,0.3337220409137945,98.64378677370989,97.4532541103346,98.39642480605039,97.03842939961838,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,99.57433467511864
2021,35,福建,100.7,97.6,0.32234528832630105,102.1746011155792,98.13542688910695,96.03491061070518,99.148628167883,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,101.03245210307279
2022,35,福建,101.9,103.2,0.3205212702216896,101.28676866099379,100.0,99.10802775024776,100.42444164295257,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,100.42444164295257
2023,35,福建,100.0,100.9,0.3195467197757409,99.577352250101,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,35,福建,99.9,99.2,0.32015626399220687,100.22964837789134,99.9,99.2,100.22964837789134,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.32997835624758
2000,36,江西,100.3,,,,61.82356667243536,,,,,,national_nonfood_cpi_fallback,
2001,36,江西,99.5,,,,61.51444883907318,,,,,,national_nonfood_cpi_fallback,
2002,36,江西,100.1,,,,61.57596328791225,,,,,,national_nonfood_cpi_fallback,
2003,36,江西,100.8,,,,62.06857099421555,,,,,,national_nonfood_cpi_fallback,
2004,36,江西,103.5,,,,64.24097097901308,,,,,,national_nonfood_cpi_fallback,
2005,36,江西,101.7,,,,65.33306748565631,58.12141079366478,,,,,national_nonfood_cpi_fallback,
2006,36,江西,101.2,101.2,,,66.1170642954842,58.81886772318876,,,,,national_nonfood_cpi_fallback,
2007,36,江西,104.8,104.8,,,69.29068338166745,61.64217337390182,,,,,national_nonfood_cpi_fallback,
2008,36,江西,106.0,106.0,,,73.4481243845675,65.34070377633593,,,,,national_nonfood_cpi_fallback,
2009,36,江西,99.3,99.3,,,72.93398751387554,64.88331884990157,,,,,national_nonfood_cpi_fallback,
2010,36,江西,103.0,103.0,,,75.12200713929181,66.82981841539862,,,,,national_nonfood_cpi_fallback,
2011,36,江西,105.2,105.2,,,79.02835151053499,70.30496897299935,,,,,national_nonfood_cpi_fallback,
2012,36,江西,102.7,102.7,,,81.16211700131944,72.20320313527034,,,,,national_nonfood_cpi_fallback,
2013,36,江西,102.5,102.5,,,83.19116992635243,74.00828321365209,,,,,national_nonfood_cpi_fallback,
2014,36,江西,102.3,102.3,,,85.10456683465853,75.71047372756608,90.22760588101127,,,,derived_from_total_food_cpi,106.01969933799886
2015,36,江西,101.5,101.5,0.3371422308154061,101.50000000000001,86.38113533717839,76.84613083347956,91.58101996922645,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,106.01969933799889
2016,36,江西,102.0,105.6,0.3319198248628453,100.2114251941978,88.10875804392197,81.14951416015442,91.77464531854471,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,104.16063891491389
2017,36,江西,102.0,98.5,0.3199442793095803,103.64663709680534,89.87093320480041,79.9322714477521,95.12133358019229,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,105.84215628809275
2018,36,江西,102.1,100.6,0.3045217430031664,102.75678920930926,91.75822280210122,80.41186507643862,97.74362824008209,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,106.52301805244184
2019,36,江西,102.9,110.6,0.2954787535410765,99.67059220896196,94.41921126336216,88.9355227745411,97.421653113416,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,103.17990566737438
2020,36,江西,102.6,111.5,0.3219493177387915,98.37413753449863,96.87411075620957,99.16310789361333,95.83771102217402,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,98.93015819609047
2021,36,江西,100.9,98.1,0.32126663380975845,102.2253313001489,97.74597775301547,97.27900884363467,97.97041760289672,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,100.22961543281951
2022,36,江西,102.0,102.9,0.3199844480795727,101.57650085728433,99.70089730807578,100.1001001001001,99.51492207629143,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,99.8134668425203
2023,36,江西,100.3,99.9,0.3190821762953198,100.48744239917778,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,36,江西,100.5,99.6,0.31820960499069806,100.92005379745446,100.5,99.6,100.92005379745446,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.41796397756661
2000,37,山东,100.2,,,,61.9670544933843,,,,,,national_nonfood_cpi_fallback,
2001,37,山东,101.8,,,,63.08246147426522,,,,,,national_nonfood_cpi_fallback,
2002,37,山东,99.3,,,,62.640884243945365,,,,,,national_nonfood_cpi_fallback,
2003,37,山东,101.1,,,,63.32993397062876,,,,,,national_nonfood_cpi_fallback,
2004,37,山东,103.6,,,,65.6098115935714,,,,,,national_nonfood_cpi_fallback,
2005,37,山东,101.7,,,,66.72517839066211,58.12497412841069,,,,,national_nonfood_cpi_fallback,
2006,37,山东,101.0,101.0,,,67.39243017456873,58.706223869694796,,,,,national_nonfood_cpi_fallback,
2007,37,山东,104.4,104.4,,,70.35769710224976,61.28929771996137,,,,,national_nonfood_cpi_fallback,
2008,37,山东,105.3,105.3,,,74.08665504866899,64.53763049911932,,,,,national_nonfood_cpi_fallback,
2009,37,山东,100.0,100.0,,,74.08665504866899,64.53763049911932,,,,,national_nonfood_cpi_fallback,
2010,37,山东,102.9,102.9,,,76.2351680450804,66.40922178359378,,,,,national_nonfood_cpi_fallback,
2011,37,山东,105.0,105.0,,,80.04692644733443,69.72968287277347,,,,,national_nonfood_cpi_fallback,
2012,37,山东,102.1,102.1,,,81.72791190272845,71.1940062131017,,,,,national_nonfood_cpi_fallback,
2013,37,山东,102.2,102.2,,,83.52592596458848,72.76027434978994,,,,,national_nonfood_cpi_fallback,
2014,37,山东,101.9,101.9,,,85.11291855791568,74.14271956243596,89.95268213004509,,,,derived_from_total_food_cpi,105.68628553001172
2015,37,山东,101.2,101.2,0.2857797859387167,101.2,86.13427358061067,75.03243219718519,91.03211431560564,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,105.68628553001172
2016,37,山东,102.1,104.3,0.2818911906747534,101.23639742135016,87.94309332580349,78.25882678166414,92.15763302960431,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,104.79234871598977
2017,37,山东,101.5,98.3,0.2728522686813935,102.70075635551682,89.26223972569053,76.92842672637585,94.64658616074522,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,106.03205392515488
2018,37,山东,102.5,102.4,0.26789079329229776,102.53659164382006,91.49379571883279,78.77470896780886,97.04738355645962,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,106.06990648272307
2019,37,山东,103.2,110.6,0.26517844029960347,100.52952792101371,94.42159718183544,87.1248281183966,97.56127654900433,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,103.32517078812229
2020,37,山东,102.8,112.1,0.27494269340974214,99.27342765120827,97.06540190292684,97.66693232072258,96.85242329047104,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,99.78058236170618
2021,37,山东,101.2,100.0,0.27150869812891637,101.64723998339838,98.23018672576195,97.66693232072258,98.44781513180192,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,100.22154941703158
2022,37,山东,101.7,102.8,0.2768330388692579,101.27891281111621,99.90009990009992,100.40160642570281,99.70687685178653,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,99.8065837286383
2023,37,山东,100.1,99.6,0.2795232142502863,100.29398488596648,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,37,山东,100.2,99.5,0.28446073796061605,100.4782831455047,100.2,99.5,100.4782831455047,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.27772769012446
2000,41,河南,99.2,,,,58.69798235681149,,,,,,national_nonfood_cpi_fallback,
2001,41,河南,100.7,,,,59.108868233309174,,,,,,national_nonfood_cpi_fallback,
2002,41,河南,100.1,,,,59.167977101542476,,,,,,national_nonfood_cpi_fallback,
2003,41,河南,101.6,,,,60.11466473516715,,,,,,national_nonfood_cpi_fallback,
2004,41,河南,105.4,,,,63.36085663086618,,,,,,national_nonfood_cpi_fallback,
2005,41,河南,102.1,,,,64.69143462011436,58.75469630773213,,,,,national_nonfood_cpi_fallback,
2006,41,河南,101.3,101.3,,,65.53242327017584,59.518507359732645,,,,,national_nonfood_cpi_fallback,
2007,41,河南,105.4,105.4,,,69.07117412676534,62.73250675715821,,,,,national_nonfood_cpi_fallback,
2008,41,河南,107.0,107.0,,,73.90615631563892,67.12378223015929,,,,,national_nonfood_cpi_fallback,
2009,41,河南,99.4,99.4,,,73.4627193777451,66.72103953677835,,,,,national_nonfood_cpi_fallback,
2010,41,河南,103.5,103.5,,,76.03391455596618,69.05627592056558,,,,,national_nonfood_cpi_fallback,
2011,41,河南,105.6,105.6,,,80.29181377110028,72.92342737211726,,,,,national_nonfood_cpi_fallback,
2012,41,河南,102.5,102.5,,,82.29910911537777,74.74651305642018,,,,,national_nonfood_cpi_fallback,
2013,41,河南,102.9,102.9,,,84.68578327972374,76.91416193505638,,,,,national_nonfood_cpi_fallback,
2014,41,河南,101.9,101.9,,,86.2948131620385,78.37553101182246,89.6592114450525,,,,derived_from_total_food_cpi,103.8987259601531
2015,41,河南,101.3,101.3,0.28505815597446266,101.30000000000001,87.41664573314499,79.39441291497614,90.8247811938382,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,103.89872596015313
2016,41,河南,101.9,104.1,0.28202524173111737,101.03582542469259,89.07756200207476,82.64958384449017,91.76556736936539,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,103.01760096131507
2017,41,河南,101.4,96.8,0.2685433290886547,103.08882090072228,90.3246478701038,80.00479716146648,94.60004139393673,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,104.73336306827498
2018,41,河南,102.3,101.2,0.26105190953561597,102.68860253405448,92.40211477111619,80.96485472740409,97.1434605040707,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,105.13120911214968
2019,41,河南,103.0,110.0,0.2563556208670096,100.58689852781346,95.17417821424968,89.0613402001445,97.71359404363615,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,102.66817731136055
2020,41,河南,102.8,111.2,0.2736727993557579,99.63496430734067,97.83905520424867,99.03621030256069,97.35690454879663,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,99.50720021320167
