year,province,provincechn,total_cpi_yoy,food_cpi_yoy,food_budget_share_all,nonfood_cpi_yoy_approx,total_price_index_2023,food_price_index_2023,nonfood_price_index_2023,nonfood_cpi_yoy,national_nonfood_price_index_2023,national_nonfood_bridge,nonfood_price_source,nonfood_relative_price_index_2023
2024,63,青海,100.5,98.3,0.3045688185248066,101.46350497159648,100.5,98.3,101.46350497159648,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.95871141452386
2000,64,宁夏,99.6,,,,57.52594872008054,,,,,,national_nonfood_cpi_fallback,
2001,64,宁夏,101.6,,,,58.446363899601835,,,,,,national_nonfood_cpi_fallback,
2002,64,宁夏,99.4,,,,58.09568571620423,,,,,,national_nonfood_cpi_fallback,
2003,64,宁夏,101.7,,,,59.08331237337971,,,,,,national_nonfood_cpi_fallback,
2004,64,宁夏,103.7,,,,61.26939493119476,,,,,,national_nonfood_cpi_fallback,
2005,64,宁夏,101.5,,,,62.18843585516267,56.95882239066708,,,,,national_nonfood_cpi_fallback,
2006,64,宁夏,101.9,101.9,,,63.37001613641077,58.04104001608976,,,,,national_nonfood_cpi_fallback,
2007,64,宁夏,105.5,105.5,,,66.85536702391336,61.23329721697469,,,,,national_nonfood_cpi_fallback,
2008,64,宁夏,108.5,108.5,,,72.53807322094599,66.43812748041753,,,,,national_nonfood_cpi_fallback,
2009,64,宁夏,100.7,100.7,,,73.04583973349261,66.90319437278046,,,,,national_nonfood_cpi_fallback,
2010,64,宁夏,104.1,104.1,,,76.04071916256581,69.64622534206445,,,,,national_nonfood_cpi_fallback,
2011,64,宁夏,106.3,106.3,,,80.83128446980744,74.03393753861451,,,,,national_nonfood_cpi_fallback,
2012,64,宁夏,102.0,102.0,,,82.44791015920359,75.51461628938681,,,,,national_nonfood_cpi_fallback,
2013,64,宁夏,103.4,103.4,,,85.25113910461651,78.08211324322596,,,,,national_nonfood_cpi_fallback,
2014,64,宁夏,101.9,101.9,,,86.87091074760424,79.56567339484727,89.78505238692435,,,,derived_from_total_food_cpi,103.35456554356486
2015,64,宁夏,101.1,101.1,0.26743616382623747,101.1,87.82649076582788,80.44089580219058,90.7726879631805,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,103.35456554356483
2016,64,宁夏,101.5,103.2,0.2473237144162872,100.94139290348225,89.1438881273153,83.01500446786068,91.62721560596597,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,102.78575181183929
2017,64,宁夏,101.6,99.0,0.24731950585170281,102.45432095054097,90.57019033735234,82.18485442318207,93.87604155498053,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,103.65004335898453
2018,64,宁夏,102.3,103.3,0.25330937200522136,101.96075726343923,92.65330471511145,84.89695461914708,95.71672285839904,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,103.3063236683321
2019,64,宁夏,102.1,106.0,0.2516915341312783,100.78824551921588,94.59902411412878,89.99077189629591,96.47120563747065,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,101.97907065202192
2020,64,宁夏,101.5,106.6,0.2751228150348452,99.56432539776354,96.0180094758407,95.93016284145142,96.05090509603689,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,100.03425984393527
2021,64,宁夏,101.4,101.7,0.2719986016779864,101.2879128794375,97.36226160850246,97.5609756097561,97.28795707358503,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,99.92368240662259
2022,64,宁夏,102.3,102.5,0.29493624581939804,102.21633770873325,99.60159362549801,100.0,99.44418675226311,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,99.84196349927215
2023,64,宁夏,100.4,100.0,0.28433381422863135,100.55891979801851,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,64,宁夏,99.7,97.2,0.2762400770172753,100.65418407487543,99.7,97.2,100.65418407487543,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,100.95705524059721
2000,65,新疆,99.4,,,,58.11057170058559,,,,,,national_nonfood_cpi_fallback,
2001,65,新疆,104.0,,,,60.434994568609014,,,,,,national_nonfood_cpi_fallback,
2002,65,新疆,99.4,,,,60.07238460119736,,,,,,national_nonfood_cpi_fallback,
2003,65,新疆,100.4,,,,60.31267413960215,,,,,,national_nonfood_cpi_fallback,
2004,65,新疆,102.7,,,,61.94111634137142,,,,,,national_nonfood_cpi_fallback,
2005,65,新疆,100.7,,,,62.37470415576102,59.09739073028103,,,,,national_nonfood_cpi_fallback,
2006,65,新疆,101.3,101.3,,,63.18557530978591,59.86565680977468,,,,,national_nonfood_cpi_fallback,
2007,65,新疆,105.5,105.5,,,66.66078195182413,63.15826793431228,,,,,national_nonfood_cpi_fallback,
2008,65,新疆,108.1,108.1,,,72.06030528992189,68.27408763699157,,,,,national_nonfood_cpi_fallback,
2009,65,新疆,100.7,100.7,,,72.56472742695135,68.75200625045052,,,,,national_nonfood_cpi_fallback,
2010,65,新疆,104.3,104.3,,,75.68501070631025,71.70834251921988,,,,,national_nonfood_cpi_fallback,
2011,65,新疆,105.9,105.9,,,80.15042633798257,75.93913472785387,,,,,national_nonfood_cpi_fallback,
2012,65,新疆,103.8,103.8,,,83.19614253882591,78.82482184751233,,,,,national_nonfood_cpi_fallback,
2013,65,新疆,103.9,103.9,,,86.44079209784013,81.89898989956532,,,,,national_nonfood_cpi_fallback,
2014,65,新疆,102.1,102.1,,,88.25604873189477,83.61886868745619,90.43166218463449,,,,derived_from_total_food_cpi,102.46511540455299
2015,65,新疆,100.6,100.6,0.31807515711996104,100.6,88.78558502428614,84.12058189958093,90.9742521577423,,89.40141690138984,backcast_from_2016_yoy,derived_from_total_food_cpi,102.46511540455299
2016,65,新疆,101.4,101.5,0.2995351534186617,101.35723766083615,90.02858321462614,85.38239062807463,92.20898896969122,101.4,90.65303673800929,observed_yoy_chain,derived_from_total_food_cpi,102.42190388564379
2017,65,新疆,102.2,100.8,0.2875589135780814,102.76507476433063,92.00921204534791,86.06544975309923,94.75863645413656,102.3,92.7380565829835,observed_yoy_chain,derived_from_total_food_cpi,102.98820558036468
2018,65,新疆,102.0,102.8,0.28979827031529715,101.67355948801313,93.84939628625487,88.475282346186,96.34447860522664,102.2,94.77829382780914,observed_yoy_chain,derived_from_total_food_cpi,102.65860241802875
2019,65,新疆,101.9,106.3,0.289860320744956,100.10403584177169,95.63253481569373,94.04922513399572,96.44471139454414,101.4,96.10518994139846,observed_yoy_chain,derived_from_total_food_cpi,100.84926806595232
2020,65,新疆,101.5,105.4,0.3164910368217054,99.69414944046214,97.06702283792913,99.1278832912315,96.14973470509926,100.4,96.48961070116405,observed_yoy_chain,derived_from_total_food_cpi,99.05499508894854
2021,65,新疆,101.2,100.5,0.30268973155424295,101.50385729520409,98.23182711198429,99.62352270768764,97.59568950478126,101.4,97.84046525098036,observed_yoy_chain,derived_from_total_food_cpi,99.35241191586732
2022,65,新疆,101.8,101.7,0.3215987058626653,101.84740537918216,100.0,101.31712259371834,99.3986775225425,101.8,99.60159362549801,observed_yoy_chain,derived_from_total_food_cpi,99.3986775225425
2023,65,新疆,100.0,98.7,0.3175710583654061,100.60496023935643,100.0,100.0,100.0,100.4,100.0,observed_yoy_chain,derived_from_total_food_cpi,100.0
2024,65,新疆,100.4,95.8,0.3154786712694252,102.52002435414332,100.4,95.8,102.52002435414332,100.4,100.4,observed_yoy_chain,derived_from_total_food_cpi,102.11157804197542
