obs_id,province,provincechn,year,population_10k,group,group_label,x,p,m
23_2023,23,黑龙江,2023,3062,nonfood,Other/non-covered residual,167.69586208783898,100.0,19394.44213382063
31_2015,31,上海,2015,2458,grain,Staples,0.3159135250696942,1260.980603792311,40227.073718686996
31_2015,31,上海,2015,2458,oil,Oils and fats,0.11913014649452054,4411.298841428114,40227.073718686996
31_2015,31,上海,2015,2458,vegfruit,Vegetables and fruits,0.051738071585013694,11393.251599193662,40227.073718686996
31_2015,31,上海,2015,2458,pork,Pork,0.10391333591909592,3083.339824696483,40227.073718686996
31_2015,31,上海,2015,2458,meatother,Non-pork meat/aquatic,0.055201531162246575,11237.365347544173,40227.073718686996
31_2015,31,上海,2015,2458,dairyegg,Dairy and eggs,0.0354067150979726,4470.8211526854675,40227.073718686996
31_2015,31,上海,2015,2458,nonfood,Other/non-covered residual,422.4992432134079,89.02906445417185,40227.073718686996
31_2016,31,上海,2016,2467,grain,Staples,0.32423291656121095,1158.5458135184658,40675.556525539156
31_2016,31,上海,2016,2467,oil,Oils and fats,0.11073788551232877,3995.0002177778624,40675.556525539156
31_2016,31,上海,2016,2467,vegfruit,Vegetables and fruits,0.053313224954780816,9729.109378729197,40675.556525539156
31_2016,31,上海,2016,2467,pork,Pork,0.10186286263693152,3338.754669115324,40675.556525539156
31_2016,31,上海,2016,2467,meatother,Non-pork meat/aquatic,0.05867101926831507,10446.871259471747,40675.556525539156
31_2016,31,上海,2016,2467,dairyegg,Dairy and eggs,0.03619576773238356,3992.6812330977314,40675.556525539156
31_2016,31,上海,2016,2467,nonfood,Other/non-covered residual,418.4424716020686,91.38959475515183,40675.556525539156
31_2017,31,上海,2017,2466,grain,Staples,0.3015381494991491,1094.8270488675125,41777.009778730135
31_2017,31,上海,2017,2466,oil,Oils and fats,0.10753290192328765,3894.2148762432003,41777.009778730135
31_2017,31,上海,2017,2466,vegfruit,Vegetables and fruits,0.05300907314984932,8712.843981995595,41777.009778730135
31_2017,31,上海,2017,2466,pork,Pork,0.09811242062334247,3023.4945714944492,41777.009778730135
31_2017,31,上海,2017,2466,meatother,Non-pork meat/aquatic,0.056760573522547944,11018.86850858538,41777.009778730135
31_2017,31,上海,2017,2466,dairyegg,Dairy and eggs,0.035206775581369865,3677.4360867833116,41777.009778730135
31_2017,31,上海,2017,2466,nonfood,Other/non-covered residual,423.7492471587252,93.25022186284106,41777.009778730135
31_2018,31,上海,2018,2475,grain,Staples,0.3398958613035437,1098.5017498137,44096.9091465665
31_2018,31,上海,2018,2475,oil,Oils and fats,0.09903155424657534,3586.310330699278,44096.9091465665
31_2018,31,上海,2018,2475,vegfruit,Vegetables and fruits,0.057145960265698625,9363.758791223352,44096.9091465665
31_2018,31,上海,2018,2475,pork,Pork,0.11261553749654796,2763.0012929646173,44096.9091465665
31_2018,31,上海,2018,2475,meatother,Non-pork meat/aquatic,0.05599418575541096,11278.018506824024,44096.9091465665
31_2018,31,上海,2018,2475,dairyegg,Dairy and eggs,0.03765790303660274,3809.1784134256695,44096.9091465665
31_2018,31,上海,2018,2475,nonfood,Other/non-covered residual,441.926868144054,94.46623655026221,44096.9091465665
31_2019,31,上海,2019,2481,grain,Staples,0.32391104348851435,1049.7979698470222,44154.06825625141
31_2019,31,上海,2019,2481,oil,Oils and fats,0.1049326924068493,3242.92380733253,44154.06825625141
31_2019,31,上海,2019,2481,vegfruit,Vegetables and fruits,0.055753112622561635,10748.183836245804,44154.06825625141
31_2019,31,上海,2019,2481,pork,Pork,0.09971687230594521,3746.7210553466707,44154.06825625141
31_2019,31,上海,2019,2481,meatother,Non-pork meat/aquatic,0.060747106577095894,10745.012602498506,44154.06825625141
31_2019,31,上海,2019,2481,dairyegg,Dairy and eggs,0.038160810257205476,3637.7629580089238,44154.06825625141
31_2019,31,上海,2019,2481,nonfood,Other/non-covered residual,436.00081589042924,95.66343097808488,44154.06825625141
31_2020,31,上海,2020,2488,grain,Staples,0.34243310653950243,953.1548747656548,39817.408903247946
31_2020,31,上海,2020,2488,oil,Oils and fats,0.11322420492328766,3453.1661898475422,39817.408903247946
31_2020,31,上海,2020,2488,vegfruit,Vegetables and fruits,0.05628494050854794,8601.819923325704,39817.408903247946
31_2020,31,上海,2020,2488,pork,Pork,0.09598641824983563,5039.032911695318,39817.408903247946
31_2020,31,上海,2020,2488,meatother,Non-pork meat/aquatic,0.06333807337583562,10239.75111343629,39817.408903247946
31_2020,31,上海,2020,2488,dairyegg,Dairy and eggs,0.04291435652778082,2969.360284914799,39817.408903247946
31_2020,31,上海,2020,2488,nonfood,Other/non-covered residual,390.29733911081007,95.71218002837482,39817.408903247946
31_2021,31,上海,2021,2489,grain,Staples,0.3601106071960748,892.1864806157331,44676.343630049174
31_2021,31,上海,2021,2489,oil,Oils and fats,0.12316438356164383,3679.9920641148365,44676.343630049174
31_2021,31,上海,2021,2489,vegfruit,Vegetables and fruits,0.057888583561643836,8159.84131924681,44676.343630049174
31_2021,31,上海,2021,2489,pork,Pork,0.11636134520547949,3449.004454920568,44676.343630049174
31_2021,31,上海,2021,2489,meatother,Non-pork meat/aquatic,0.06543710410958904,11154.773729122837,44676.343630049174
31_2021,31,上海,2021,2489,dairyegg,Dairy and eggs,0.043772273972602735,3431.5900601560857,44676.343630049174
31_2021,31,上海,2021,2489,nonfood,Other/non-covered residual,432.76254379575755,97.39284838945366,44676.343630049174
31_2022,31,上海,2022,2475,grain,Staples,0.3139565561002056,884.2638899326155,40058.07204610626
31_2022,31,上海,2022,2475,oil,Oils and fats,0.10009635960821917,3633.939144335968,40058.07204610626
31_2022,31,上海,2022,2475,vegfruit,Vegetables and fruits,0.05268179425228767,10243.348453996816,40058.07204610626
31_2022,31,上海,2022,2475,pork,Pork,0.11718226693997262,2909.947546448357,40058.07204610626
31_2022,31,上海,2022,2475,meatother,Non-pork meat/aquatic,0.05871832938626028,11449.379653977148,40058.07204610626
31_2022,31,上海,2022,2475,dairyegg,Dairy and eggs,0.041839540666410956,3327.913799959643,40058.07204610626
31_2022,31,上海,2022,2475,nonfood,Other/non-covered residual,382.5637931030155,98.60982441315241,40058.07204610626
31_2023,31,上海,2023,2487,grain,Staples,0.3046172489526769,936.2837472571957,45408.28320003747
31_2023,31,上海,2023,2487,oil,Oils and fats,0.11003478931232877,4016.9332837624816,45408.28320003747
31_2023,31,上海,2023,2487,vegfruit,Vegetables and fruits,0.05266247044931507,9226.254801502773,45408.28320003747
31_2023,31,上海,2023,2487,pork,Pork,0.12123235704797264,2642.995860907712,45408.28320003747
31_2023,31,上海,2023,2487,meatother,Non-pork meat/aquatic,0.06026911400398631,12043.208631135309,45408.28320003747
31_2023,31,上海,2023,2487,dairyegg,Dairy and eggs,0.044022094586520545,3381.76376987146,45408.28320003747
31_2023,31,上海,2023,2487,nonfood,Other/non-covered residual,430.00072785910294,100.0,45408.28320003747
32_2015,32,江苏,2015,8315,grain,Staples,0.375273228837407,1183.6624858181021,24102.52036067488
32_2015,32,江苏,2015,8315,oil,Oils and fats,0.1544232577808219,5974.097355018623,24102.52036067488
32_2015,32,江苏,2015,8315,vegfruit,Vegetables and fruits,0.0476782623329589,11919.596473242682,24102.52036067488
32_2015,32,江苏,2015,8315,pork,Pork,0.09880781818635619,3422.168357475958,24102.52036067488
32_2015,32,江苏,2015,8315,meatother,Non-pork meat/aquatic,0.04116028262664384,9981.93963859643,24102.52036067488
32_2015,32,江苏,2015,8315,dairyegg,Dairy and eggs,0.031070465990575342,4436.383451976433,24102.52036067488
32_2015,32,江苏,2015,8315,nonfood,Other/non-covered residual,236.15442006969252,90.11324599112245,24102.52036067488
32_2016,32,江苏,2016,8381,grain,Staples,0.3595247893470755,1128.5738182642413,24794.829867522752
32_2016,32,江苏,2016,8381,oil,Oils and fats,0.1495569344547945,5682.974194938799,24794.829867522752
32_2016,32,江苏,2016,8381,vegfruit,Vegetables and fruits,0.049237022249794524,10570.868277093728,24794.829867522752
32_2016,32,江苏,2016,8381,pork,Pork,0.09600029597736988,3738.122232361299,24794.829867522752
32_2016,32,江苏,2016,8381,meatother,Non-pork meat/aquatic,0.04449997861743836,9124.99241226601,24794.829867522752
32_2016,32,江苏,2016,8381,dairyegg,Dairy and eggs,0.030845592287561643,3832.578510892854,24794.829867522752
32_2016,32,江苏,2016,8381,nonfood,Other/non-covered residual,242.36426623145962,91.33166662562357,24794.829867522752
32_2017,32,江苏,2017,8423,grain,Staples,0.3529450611389987,1138.7857137773917,25423.05128320825
32_2017,32,江苏,2017,8423,oil,Oils and fats,0.1501483205589041,5730.9984294130845,25423.05128320825
32_2017,32,江苏,2017,8423,vegfruit,Vegetables and fruits,0.05129378033447945,10132.65236954312,25423.05128320825
32_2017,32,江苏,2017,8423,pork,Pork,0.09825382232556167,3295.2597083301566,25423.05128320825
32_2017,32,江苏,2017,8423,meatother,Non-pork meat/aquatic,0.04303851716554795,9680.399000018513,25423.05128320825
32_2017,32,江苏,2017,8423,dairyegg,Dairy and eggs,0.03134988781347946,3659.3719144089223,25423.05128320825
32_2017,32,江苏,2017,8423,nonfood,Other/non-covered residual,243.0129272823667,93.76356283216597,25423.05128320825
32_2018,32,江苏,2018,8446,grain,Staples,0.37490197356035204,1122.0143336102392,25882.94726160586
32_2018,32,江苏,2018,8446,oil,Oils and fats,0.1126293825328767,5476.056004347654,25882.94726160586
32_2018,32,江苏,2018,8446,vegfruit,Vegetables and fruits,0.04843144417017807,9995.781985695332,25882.94726160586
32_2018,32,江苏,2018,8446,pork,Pork,0.10699499236043837,2816.832949914081,25882.94726160586
32_2018,32,江苏,2018,8446,meatother,Non-pork meat/aquatic,0.04410479323236987,9712.305075557337,25882.94726160586
32_2018,32,江苏,2018,8446,dairyegg,Dairy and eggs,0.030702696130849312,3821.7844127572816,25882.94726160586
32_2018,32,江苏,2018,8446,nonfood,Other/non-covered residual,245.06037249625908,95.95325983454295,25882.94726160586
32_2019,32,江苏,2019,8469,grain,Staples,0.369964312818209,1034.9331615663916,25994.987420934547
32_2019,32,江苏,2019,8469,oil,Oils and fats,0.11391571135479453,4866.1882383821,25994.987420934547
32_2019,32,江苏,2019,8469,vegfruit,Vegetables and fruits,0.04908094587108219,10596.178767933581,25994.987420934547
32_2019,32,江苏,2019,8469,pork,Pork,0.08987194690841098,3692.427126693965,25994.987420934547
32_2019,32,江苏,2019,8469,meatother,Non-pork meat/aquatic,0.04882943170441097,8803.765861962345,25994.987420934547
32_2019,32,江苏,2019,8469,dairyegg,Dairy and eggs,0.03182541012350685,3542.8665555410657,25994.987420934547
32_2019,32,江苏,2019,8469,nonfood,Other/non-covered residual,244.4305517943033,96.80954962565683,25994.987420934547
32_2020,32,江苏,2020,8477,grain,Staples,0.3753652707714238,924.3220472271232,24304.960927996723
32_2020,32,江苏,2020,8477,oil,Oils and fats,0.12522223871506852,4207.631312984326,24304.960927996723
32_2020,32,江苏,2020,8477,vegfruit,Vegetables and fruits,0.049394253861164375,8142.72671353968,24304.960927996723
32_2020,32,江苏,2020,8477,pork,Pork,0.09111871590534247,5018.082645994996,24304.960927996723
32_2020,32,江苏,2020,8477,meatother,Non-pork meat/aquatic,0.050030894609082194,8347.788264142911,24304.960927996723
32_2020,32,江苏,2020,8477,dairyegg,Dairy and eggs,0.03580124932350685,2614.2201643757603,24304.960927996723
32_2020,32,江苏,2020,8477,nonfood,Other/non-covered residual,230.40276953249176,95.74723751953236,24304.960927996723
32_2021,32,江苏,2021,8505,grain,Staples,0.4123896876600651,973.6134194815932,28237.51577502786
32_2021,32,江苏,2021,8505,oil,Oils and fats,0.12439602739726026,4551.669744246489,28237.51577502786
32_2021,32,江苏,2021,8505,vegfruit,Vegetables and fruits,0.05823757260273972,7581.99370623514,28237.51577502786
32_2021,32,江苏,2021,8505,pork,Pork,0.12643592054794525,3257.5751351995564,28237.51577502786
32_2021,32,江苏,2021,8505,meatother,Non-pork meat/aquatic,0.05571291369863014,9607.026438942312,28237.51577502786
32_2021,32,江苏,2021,8505,dairyegg,Dairy and eggs,0.03725033424657534,2805.4712960592296,28237.51577502786
32_2021,32,江苏,2021,8505,nonfood,Other/non-covered residual,263.89002141694993,97.67942823357512,28237.51577502786
32_2022,32,江苏,2022,8515,grain,Staples,0.4053528034952509,978.1870057128235,28235.739508186954
32_2022,32,江苏,2022,8515,oil,Oils and fats,0.12024219771369865,4915.896095603107,28235.739508186954
32_2022,32,江苏,2022,8515,vegfruit,Vegetables and fruits,0.06010743444843834,7984.315054705945,28235.739508186954
32_2022,32,江苏,2022,8515,pork,Pork,0.1364892687601644,2832.8136514507096,28235.739508186954
32_2022,32,江苏,2022,8515,meatother,Non-pork meat/aquatic,0.05661658790863014,9278.903482867603,28235.739508186954
32_2022,32,江苏,2022,8515,dairyegg,Dairy and eggs,0.0387344073689863,2865.4168879444223,28235.739508186954
32_2022,32,江苏,2022,8515,nonfood,Other/non-covered residual,258.3822063031291,99.64012400013138,28235.739508186954
32_2023,32,江苏,2023,8526,grain,Staples,0.42038185208599765,984.9943269160104,30265.236915386253
32_2023,32,江苏,2023,8526,oil,Oils and fats,0.10482833522465752,5131.658680508318,30265.236915386253
32_2023,32,江苏,2023,8526,vegfruit,Vegetables and fruits,0.0629273659289178,7955.947232912626,30265.236915386253
32_2023,32,江苏,2023,8526,pork,Pork,0.15586202733361648,2261.480181727192,30265.236915386253
32_2023,32,江苏,2023,8526,meatother,Non-pork meat/aquatic,0.06582318210242466,9379.277091685932,30265.236915386253
32_2023,32,江苏,2023,8526,dairyegg,Dairy and eggs,0.04470841889435617,2882.1458417699737,30265.236915386253
32_2023,32,江苏,2023,8526,nonfood,Other/non-covered residual,277.13864203185176,100.0,30265.236915386253
33_2015,33,浙江,2015,5985,grain,Staples,0.4017446458979076,1249.6509462217032,28112.896939807415
33_2015,33,浙江,2015,5985,oil,Oils and fats,0.1396902480041096,5846.735723388587,28112.896939807415
33_2015,33,浙江,2015,5985,vegfruit,Vegetables and fruits,0.04640882547130136,12876.395066974419,28112.896939807415
33_2015,33,浙江,2015,5985,pork,Pork,0.11031266084104112,3246.306284701777,28112.896939807415
33_2015,33,浙江,2015,5985,meatother,Non-pork meat/aquatic,0.047322900953958906,10327.853795409483,28112.896939807415
33_2015,33,浙江,2015,5985,dairyegg,Dairy and eggs,0.023300553221041097,4233.19188494612,28112.896939807415
33_2015,33,浙江,2015,5985,nonfood,Other/non-covered residual,281.20667936053235,89.79536932251324,28112.896939807415
33_2016,33,浙江,2016,6072,grain,Staples,0.4169821650101045,1211.0161178991334,28656.92576497869
33_2016,33,浙江,2016,6072,oil,Oils and fats,0.14727517876849316,5428.827616501759,28656.92576497869
33_2016,33,浙江,2016,6072,vegfruit,Vegetables and fruits,0.04834307261671233,12131.235211931045,28656.92576497869
33_2016,33,浙江,2016,6072,pork,Pork,0.10817136526216442,3521.592216333056,28656.92576497869
33_2016,33,浙江,2016,6072,meatother,Non-pork meat/aquatic,0.048267288604726025,9976.273897939862,28656.92576497869
33_2016,33,浙江,2016,6072,dairyegg,Dairy and eggs,0.02386793852821918,3719.5035444052683,28656.92576497869
33_2016,33,浙江,2016,6072,nonfood,Other/non-covered residual,285.7973807518312,90.32525357838769,28656.92576497869
33_2017,33,浙江,2017,6170,grain,Staples,0.4125257793322329,1208.6030248997706,29162.057055375193
33_2017,33,浙江,2017,6170,oil,Oils and fats,0.14943389323561643,5368.327713045098,29162.057055375193
33_2017,33,浙江,2017,6170,vegfruit,Vegetables and fruits,0.04969186557154795,10866.081202388232,29162.057055375193
33_2017,33,浙江,2017,6170,pork,Pork,0.11035528636931508,3129.290416134004,29162.057055375193
33_2017,33,浙江,2017,6170,meatother,Non-pork meat/aquatic,0.04883299645465754,10296.897048803672,29162.057055375193
33_2017,33,浙江,2017,6170,dairyegg,Dairy and eggs,0.024739426883616435,3496.0562721726465,29162.057055375193
33_2017,33,浙江,2017,6170,nonfood,Other/non-covered residual,282.7887603720959,93.30872504823706,29162.057055375193
33_2018,33,浙江,2018,6273,grain,Staples,0.408554977129911,1120.9312044343924,30334.369931345533
33_2018,33,浙江,2018,6273,oil,Oils and fats,0.14233985875479452,5115.060144225406,30334.369931345533
33_2018,33,浙江,2018,6273,vegfruit,Vegetables and fruits,0.049076618992013696,10744.901611224985,30334.369931345533
33_2018,33,浙江,2018,6273,pork,Pork,0.11923222138150688,2849.7097183679066,30334.369931345533
33_2018,33,浙江,2018,6273,meatother,Non-pork meat/aquatic,0.04923791290754795,10390.226643849493,30334.369931345533
33_2018,33,浙江,2018,6273,dairyegg,Dairy and eggs,0.025406383094794517,3727.996585489921,30334.369931345533
33_2018,33,浙江,2018,6273,nonfood,Other/non-covered residual,290.2549491648841,95.34694379347273,30334.369931345533
33_2019,33,浙江,2019,6375,grain,Staples,0.4088143182718928,1021.3517107388554,31132.694000671447
33_2019,33,浙江,2019,6375,oil,Oils and fats,0.13902811627808218,4822.061218255978,31132.694000671447
33_2019,33,浙江,2019,6375,vegfruit,Vegetables and fruits,0.05140378342764383,12221.73334048357,31132.694000671447
33_2019,33,浙江,2019,6375,pork,Pork,0.11098934488035618,3736.1123801010945,31132.694000671447
33_2019,33,浙江,2019,6375,meatother,Non-pork meat/aquatic,0.05481705420245206,9800.089626831466,31132.694000671447
33_2019,33,浙江,2019,6375,dairyegg,Dairy and eggs,0.027153361587616436,3496.3907043076197,31132.694000671447
33_2019,33,浙江,2019,6375,nonfood,Other/non-covered residual,294.80456437059627,96.23218000585264,31132.694000671447
33_2020,33,浙江,2020,6468,grain,Staples,0.4223409952501856,922.2475546317276,29069.507771087166
33_2020,33,浙江,2020,6468,oil,Oils and fats,0.14205773841780822,4332.002743186348,29069.507771087166
33_2020,33,浙江,2020,6468,vegfruit,Vegetables and fruits,0.05202778325543835,9790.393354772583,29069.507771087166
33_2020,33,浙江,2020,6468,pork,Pork,0.10058950179838358,5124.172667201938,29069.507771087166
33_2020,33,浙江,2020,6468,meatother,Non-pork meat/aquatic,0.05700468481294521,9431.026419552158,29069.507771087166
33_2020,33,浙江,2020,6468,dairyegg,Dairy and eggs,0.03051408671978082,2950.7047000376265,29069.507771087166
33_2020,33,浙江,2020,6468,nonfood,Other/non-covered residual,276.0397456279272,95.68241363799876,29069.507771087166
33_2021,33,浙江,2021,6540,grain,Staples,0.46774400815134903,903.4608107621053,33061.14223621021
33_2021,33,浙江,2021,6540,oil,Oils and fats,0.14533397260273972,4516.5168441749975,33061.14223621021
33_2021,33,浙江,2021,6540,vegfruit,Vegetables and fruits,0.06099980410958905,9718.035885318153,33061.14223621021
33_2021,33,浙江,2021,6540,pork,Pork,0.1480962575342466,3400.336751698846,33061.14223621021
33_2021,33,浙江,2021,6540,meatother,Non-pork meat/aquatic,0.06568810684931509,10226.58247417857,33061.14223621021
33_2021,33,浙江,2021,6540,dairyegg,Dairy and eggs,0.03552276164383561,3241.765060595764,33061.14223621021
33_2021,33,浙江,2021,6540,nonfood,Other/non-covered residual,307.9446384562569,97.74111979521892,33061.14223621021
33_2022,33,浙江,2022,6577,grain,Staples,0.4505777722997943,861.6662510592614,33641.115315358016
33_2022,33,浙江,2022,6577,oil,Oils and fats,0.13222407233835615,4806.401832941264,33641.115315358016
33_2022,33,浙江,2022,6577,vegfruit,Vegetables and fruits,0.05909719327120548,10262.729238903266,33641.115315358016
33_2022,33,浙江,2022,6577,pork,Pork,0.15980622861747948,2840.130590574559,33641.115315358016
33_2022,33,浙江,2022,6577,meatother,Non-pork meat/aquatic,0.06540581252919178,10302.389244012731,33641.115315358016
33_2022,33,浙江,2022,6577,dairyegg,Dairy and eggs,0.033455298211945206,3200.199679157993,33641.115315358016
33_2022,33,浙江,2022,6577,nonfood,Other/non-covered residual,308.6840503637863,99.70089730807578,33641.115315358016
33_2023,33,浙江,2023,6627,grain,Staples,0.4115122017459172,867.6417671664387,36206.05929272452
33_2023,33,浙江,2023,6627,oil,Oils and fats,0.12016582347945204,5045.014980840006,36206.05929272452
33_2023,33,浙江,2023,6627,vegfruit,Vegetables and fruits,0.059904608698041095,10627.468760602149,36206.05929272452
33_2023,33,浙江,2023,6627,pork,Pork,0.1608965747203562,2510.0383079944263,36206.05929272452
33_2023,33,浙江,2023,6627,meatother,Non-pork meat/aquatic,0.06566219088690411,10676.60057593967,36206.05929272452
33_2023,33,浙江,2023,6627,dairyegg,Dairy and eggs,0.03514157751276713,3164.316296414119,36206.05929272452
33_2023,33,浙江,2023,6627,nonfood,Other/non-covered residual,333.9003676397869,100.0,36206.05929272452
34_2015,34,安徽,2015,6011,grain,Staples,0.4368212457313816,959.420319785009,14675.639520737366
34_2015,34,安徽,2015,6011,oil,Oils and fats,0.12281806994794522,5412.512197113855,14675.639520737366
34_2015,34,安徽,2015,6011,vegfruit,Vegetables and fruits,0.04361400459758904,10430.07640541599,14675.639520737366
34_2015,34,安徽,2015,6011,pork,Pork,0.09101572352161645,2972.800614449033,14675.639520737366
34_2015,34,安徽,2015,6011,meatother,Non-pork meat/aquatic,0.03538436972932877,8136.129780451362,14675.639520737366
34_2015,34,安徽,2015,6011,dairyegg,Dairy and eggs,0.027419346164054795,3634.840562348051,14675.639520737366
34_2015,34,安徽,2015,6011,nonfood,Other/non-covered residual,134.70049118184272,92.64082228139404,14675.639520737366
34_2016,34,安徽,2016,6033,grain,Staples,0.4334372116272273,888.0118544606863,16225.226247832059
34_2016,34,安徽,2016,6033,oil,Oils and fats,0.12194283920547944,5088.171992790665,16225.226247832059
34_2016,34,安徽,2016,6033,vegfruit,Vegetables and fruits,0.047042318457849314,9846.707425781286,16225.226247832059
34_2016,34,安徽,2016,6033,pork,Pork,0.08986397791931508,3217.142528571381,16225.226247832059
34_2016,34,安徽,2016,6033,meatother,Non-pork meat/aquatic,0.03892696719061644,7551.589537461758,16225.226247832059
34_2016,34,安徽,2016,6033,dairyegg,Dairy and eggs,0.02876638719320548,3261.1257111306754,16225.226247832059
34_2016,34,安徽,2016,6033,nonfood,Other/non-covered residual,151.3616618380166,93.02074317176985,16225.226247832059
34_2017,34,安徽,2017,6057,grain,Staples,0.42216551282850817,935.2521211984122,16962.91438144973
34_2017,34,安徽,2017,6057,oil,Oils and fats,0.1236858738780822,5346.97057043338,16962.91438144973
34_2017,34,安徽,2017,6057,vegfruit,Vegetables and fruits,0.04963260438039726,9807.02323836678,16962.91438144973
34_2017,34,安徽,2017,6057,pork,Pork,0.09258471269901374,2971.4215289610315,16962.91438144973
34_2017,34,安徽,2017,6057,meatother,Non-pork meat/aquatic,0.03526655070139727,8470.937086638873,16962.91438144973
34_2017,34,安徽,2017,6057,dairyegg,Dairy and eggs,0.029686662890849314,3123.369079523466,16962.91438144973
34_2017,34,安徽,2017,6057,nonfood,Other/non-covered residual,153.9206677603709,95.8507991606215,16962.91438144973
34_2018,34,安徽,2018,6076,grain,Staples,0.4288452662937126,901.3576286815816,17645.334168569738
34_2018,34,安徽,2018,6076,oil,Oils and fats,0.11648275270273974,5153.654322544557,17645.334168569738
34_2018,34,安徽,2018,6076,vegfruit,Vegetables and fruits,0.05013884284047945,9570.045221323617,17645.334168569738
34_2018,34,安徽,2018,6076,pork,Pork,0.11114473513043838,2633.100140296797,17645.334168569738
34_2018,34,安徽,2018,6076,meatother,Non-pork meat/aquatic,0.04062335582063014,8465.059899941045,17645.334168569738
34_2018,34,安徽,2018,6076,dairyegg,Dairy and eggs,0.029671798017643837,3318.428770079058,17645.334168569738
34_2018,34,安徽,2018,6076,nonfood,Other/non-covered residual,158.03465309718516,97.72318901002616,17645.334168569738
34_2019,34,安徽,2019,6092,grain,Staples,0.45286167311182446,802.970959035768,18783.43163390472
34_2019,34,安徽,2019,6092,oil,Oils and fats,0.10848413740684933,4579.728191102226,18783.43163390472
34_2019,34,安徽,2019,6092,vegfruit,Vegetables and fruits,0.05696200794361644,10978.842764942885,18783.43163390472
34_2019,34,安徽,2019,6092,pork,Pork,0.10394147420802742,3448.165596881794,18783.43163390472
34_2019,34,安徽,2019,6092,meatother,Non-pork meat/aquatic,0.04892091611747945,8071.960600950905,18783.43163390472
34_2019,34,安徽,2019,6092,dairyegg,Dairy and eggs,0.03198440908953424,3147.616018341103,18783.43163390472
34_2019,34,安徽,2019,6092,nonfood,Other/non-covered residual,169.13605041358383,97.22127405284132,18783.43163390472
34_2020,34,安徽,2020,6105,grain,Staples,0.456053633874354,713.6925070162328,17567.100177511995
34_2020,34,安徽,2020,6105,oil,Oils and fats,0.11119439429999999,4084.3924903080506,17567.100177511995
34_2020,34,安徽,2020,6105,vegfruit,Vegetables and fruits,0.054317238957917804,7919.906888279848,17567.100177511995
34_2020,34,安徽,2020,6105,pork,Pork,0.09113910684583564,4641.9006940735335,17567.100177511995
34_2020,34,安徽,2020,6105,meatother,Non-pork meat/aquatic,0.04984325892738357,7700.1918118723315,17567.100177511995
34_2020,34,安徽,2020,6105,dairyegg,Dairy and eggs,0.0346442088140274,2383.0645787314215,17567.100177511995
34_2020,34,安徽,2020,6105,nonfood,Other/non-covered residual,161.33921263534077,95.8715994398888,17567.100177511995
34_2021,34,安徽,2021,6113,grain,Staples,0.4662063881377022,781.4524855736729,20028.114252219017
34_2021,34,安徽,2021,6113,oil,Oils and fats,0.12316438356164383,4662.630102253574,20028.114252219017
34_2021,34,安徽,2021,6113,vegfruit,Vegetables and fruits,0.05722925753424657,7802.211526364382,20028.114252219017
34_2021,34,安徽,2021,6113,pork,Pork,0.12089490410958906,2952.389783155081,20028.114252219017
34_2021,34,安徽,2021,6113,meatother,Non-pork meat/aquatic,0.051150516438356164,8564.478788724884,20028.114252219017
34_2021,34,安徽,2021,6113,dairyegg,Dairy and eggs,0.03542875616438357,2785.985013365404,20028.114252219017
34_2021,34,安徽,2021,6113,nonfood,Other/non-covered residual,181.39803493368044,97.84726172086283,20028.114252219017
34_2022,34,安徽,2022,6127,grain,Staples,0.4289548555473253,790.032580827213,19804.77669259309
34_2022,34,安徽,2022,6127,oil,Oils and fats,0.10560952996027398,4777.503795242648,19804.77669259309
34_2022,34,安徽,2022,6127,vegfruit,Vegetables and fruits,0.0565056704389315,8100.581545974885,19804.77669259309
34_2022,34,安徽,2022,6127,pork,Pork,0.13266696480065757,2624.9628644628733,19804.77669259309
34_2022,34,安徽,2022,6127,meatother,Non-pork meat/aquatic,0.04912718409108219,8432.202820282766,19804.77669259309
34_2022,34,安徽,2022,6127,dairyegg,Dairy and eggs,0.03409108117117808,2870.6445420314226,19804.77669259309
34_2022,34,安徽,2022,6127,nonfood,Other/non-covered residual,177.49784432243064,99.39979899290205,19804.77669259309
34_2023,34,安徽,2023,6121,grain,Staples,0.45247447579046796,803.9529244068985,20657.61868908816
34_2023,34,安徽,2023,6121,oil,Oils and fats,0.11507616617671233,4995.227847145898,20657.61868908816
34_2023,34,安徽,2023,6121,vegfruit,Vegetables and fruits,0.06472518893076712,8006.278267147115,20657.61868908816
34_2023,34,安徽,2023,6121,pork,Pork,0.15658191618928768,2134.1474061647596,20657.61868908816
34_2023,34,安徽,2023,6121,meatother,Non-pork meat/aquatic,0.05673490974847945,8421.01577128274,20657.61868908816
34_2023,34,安徽,2023,6121,dairyegg,Dairy and eggs,0.041462645613917805,2879.1974797318867,20657.61868908816
34_2023,34,安徽,2023,6121,nonfood,Other/non-covered residual,182.6949736293831,100.0,20657.61868908816
35_2015,35,福建,2015,3984,grain,Staples,0.3895579678586277,1199.7560109677336,21187.77074276592
35_2015,35,福建,2015,3984,oil,Oils and fats,0.11443154842602739,6053.177805244922,21187.77074276592
35_2015,35,福建,2015,3984,vegfruit,Vegetables and fruits,0.04184131466865754,11765.48759607794,21187.77074276592
35_2015,35,福建,2015,3984,pork,Pork,0.12833845372849317,2601.3740479940966,21187.77074276592
35_2015,35,福建,2015,3984,meatother,Non-pork meat/aquatic,0.05055672154072603,10567.82470390471,21187.77074276592
