path,bytes,mtime,sha256,generating_script,git_commit,manifest_built_at,r_version
inference/slutsky_eigenvalue_ci_v2.csv,764,2026-07-09 17:00:17 CST,6a44fd740909f3ca138040e5d84255753bec9e6edbff8706a580a5272173d003,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
inference/subgroup_elasticity_ci_curv_v2.csv,23867,2026-07-07 22:07:48 CST,9cd878127e0d73eade17b8386a048a6911d97de22869c472378c1904fcdde113,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
inference/subgroup_elasticity_ci_v2.csv,24085,2026-07-09 17:00:18 CST,01b119f947fcc7dd4ee310dc33e2056403492b8aa62f7ebcb74c169c75189309,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
price/basket_weights_2021_observed_external.csv,834,2026-07-09 13:39:29 CST,c27fac72598625b40060c8db7bf61a1db021a7d8e015cabc0059188da22fa7ac,30_build_prices_panel_v2.R,HEAD,2026-07-11 12:15:31 CST,4.1.2
price/price_certification_v2.csv,834,2026-07-09 13:39:49 CST,9d969f68012059a77206079558a830293817f21a41f9c5454fff29d34ff9d30a,30_build_prices_panel_v2.R,HEAD,2026-07-11 12:15:31 CST,4.1.2
price/price_coverage_2021_v2.csv,274,2026-07-09 13:39:51 CST,098e91a6f561192a5d87933db5b803d5541b01f982b2f72911b8244e4bc2d926,30_build_prices_panel_v2.R,HEAD,2026-07-11 12:15:31 CST,4.1.2
price/price_variance_decomposition_v2.csv,885,2026-07-09 13:39:53 CST,547723c038317610fb7553a6ce41528b85a024e9eb31836eb4397f8e0282b32d,30_build_prices_panel_v2.R,HEAD,2026-07-11 12:15:31 CST,4.1.2
regularity/constrained_vs_unconstrained_v2.csv,845,2026-07-09 14:06:05 CST,e26566dbbd3741f19c27b0d1b2f3cb18014a6184bbce978294c4858d1ab76b4e,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
regularity/curvature_eigenvalues_grid_curv_v2.csv,3344,2026-07-09 14:06:05 CST,0033c38e4544eb12845c6534073c8c3868d95c47842ad8260fbf46a36cc9e5f1,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
regularity/curvature_eigenvalues_grid_v2.csv,3394,2026-07-09 13:45:49 CST,88976fe6e550d6be8486c2d107a67451e35634bc4eb1ff6dd3fc3518b53f6861,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
regularity/curvature_representative_points_v2.csv,1211,2026-07-09 14:22:42 CST,b768be8b7e22fd7d7518bc85bf8e9424b1cd00bf0141a8de2504245b31394537,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
regularity/curvature_settings_comparison_v2.csv,2240,2026-07-09 14:21:55 CST,8af799f3374f756a7e5c09eb429205f6024694735848fe7543bc1ca4f6fd651b,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
regularity/curvature_settings_own_price_v2.csv,6532,2026-07-09 14:21:55 CST,079d00fc42957794ff5be75fc8cc8bf7cc9172bb0b619220e50de9f664503136,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
regularity/household_curvature_check_v2.csv,256,2026-07-09 14:23:33 CST,d286908072055ef1730ecaef13533d25ac031249bed0660093e11567e95966ae,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
regularity/numeraire_invariance_check_v2.csv,159,2026-07-09 13:54:00 CST,21d1b04b031a7396b3458fe5b842a9c3da9391c4639b0c42144fb9105ce5c03b,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
regularity/own_price_easi_vs_quaids_v2.csv,494,2026-07-07 11:23:42 CST,cbb1b6384145a2a7e2752c564cad673e93ea63f5ececc5f881d9f8d97cbfa6f0,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
regularity/own_price_easi_vs_y2p_v2.csv,493,2026-07-09 13:47:57 CST,514ffc52be2afe79a2707e65e9ae16d28fa6b4ca08d8531674c0dc0b67568cbb,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
regularity/own_price_signs_main_v2.csv,369,2026-07-09 13:45:49 CST,34fce08286c41a22e2d47bb522e287ba8af4fb485b8cb081ac12f18748f12fc5,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
regularity/residual_share_G03_distribution_v2.csv,130,2026-07-09 13:45:49 CST,8a198a8fa398ed4f4fd3eff43f865b17f19b45142c1df70f396323a510988822,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
robustness/fourweek_frequency_v2.csv,584,2026-07-11 12:01:28 CST,15368de482a016be3baa9f5b52139baa2b7ab272091d46e6deaf06af41f627a4,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
robustness/intensive_own_price_by_frequency_v2.csv,1779,2026-07-09 17:28:36 CST,8df6c44985d287192954a909bb13d2c5d7b0a5382d84228204b85fe908fcd662,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
robustness/purchase_rate_by_frequency_v2.csv,642,2026-07-09 17:28:36 CST,3acf349e4c3a18278c1eb77c0bc2b7a075195198db3db9103a932006a5138071,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
robustness/robustness_freq_winsor_zero_v2.csv,10499,2026-07-11 11:59:47 CST,a522bd3eae2fbee2f3cf611579031325a0b41bad9a1d2da709245a04b64f209c,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
robustness/robustness_matrix_v2.csv,7832,2026-07-09 17:26:45 CST,e0f11962dda7279813402e9f94aa3505cfc474ca5653f99630089e6223165cb4,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
validation/outlier_audit_flags_v2.csv,219,2026-07-09 14:02:39 CST,4cfbcc8d4a2e72aa7d9aaecd19fddc2ed371499536a3d9c0d010c36166967c85,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
validation/outlier_audit_quantiles_v2.csv,313,2026-07-09 14:02:39 CST,449b8f613e6813c160bc9af9acf6ad451f14defccd26d6c19420757e2e5179c5,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
validation/sample_flow_v2.csv,289,2026-07-09 13:40:50 CST,8addadcefc8bf7478b33fb532ee38d8f9de460543281f22e8ec2d50f4abc5bc9,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
welfare/cv_by_income_province_v2.csv,13933,2026-07-09 17:00:29 CST,e44652e5e6817a0bb172aac57552b61c7872997474ed81f93c3266ec1899df1e,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
welfare/cv_national_by_income_v2.csv,787,2026-07-09 17:00:35 CST,e36f7f83d8f756d2843bd33c320a9498e3fff85fbd1ae436e8e9ca97c4977947,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
welfare/price_change_2020_2022_by_province_v2.csv,16681,2026-07-09 17:00:18 CST,ce7a3f3f8bb90b6f95ed9a13cfdc6e742aa67690e16bdd1323eb8a7b06021497,driver/log/manual,HEAD,2026-07-11 12:15:31 CST,4.1.2
