variant,model,group,alpha,beta,delta,tau,omega,kappa,nll,success,message
robust_real_derived_cpi_nonfood,AIDADS_sat,grain,0.11225183291336749,0.0,0.25944929897975205,0.25944929897975205,0.0,2.295197050651395,-3013.9157879055983,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,oil,0.0006813416258909554,0.0,0.1263499110885787,0.1263499110885787,0.0,2.295197050651395,-3013.9157879055983,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,vegfruit,0.0006894771970920897,0.0,0.05138741352859881,0.05138741352859881,0.0,2.295197050651395,-3013.9157879055983,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,meatsea,0.38306908973578846,0.0,0.04282877122095343,0.04282877122095343,0.0,2.295197050651395,-3013.9157879055983,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,dairyegg,0.023501224669514233,0.0,0.021012120600442226,0.021012120600442226,0.0,2.295197050651395,-3013.9157879055983,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,nonfood,0.47980703385834667,1.0,14.967714888961769,14.967714888961769,0.0,2.295197050651395,-3013.9157879055983,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,grain,0.00026144379258279327,0.0,0.7504811625801246,0.0011580728996918488,0.47037549560996517,4.994487359934709,-3232.578804581581,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,oil,9.065241578684378e-05,0.0,0.19827654559923283,0.04037792198819234,0.47037549560996517,4.994487359934709,-3232.578804581581,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,vegfruit,0.0001261580874841625,0.0,0.008895559609297773,0.101811374602447,0.47037549560996517,4.994487359934709,-3232.578804581581,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,meatsea,0.056684089915610344,0.0,0.07758806558586359,0.03363076037465499,0.47037549560996517,4.994487359934709,-3232.578804581581,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,dairyegg,0.007595560264658525,0.0,0.0004329228695003813,0.02403061737645213,0.47037549560996517,4.994487359934709,-3232.578804581581,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonfood,0.9352420955238774,1.0,67.47364778750998,13.662193900326958,0.47037549560996517,4.994487359934709,-3232.578804581581,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
