draw,success,nll_aidads,nll_maidads,lr_stat,message,elapsed_seconds,n_sampled_provinces,n_unique_sampled_provinces
31,True,-2940.848963646135,-3140.7709363294066,399.84394536654327,ok,240.59360933303833,31,20
32,True,-3039.5206771120515,-3179.699418347623,280.35748247114316,ok,135.50371408462524,31,20
33,True,-3166.673624617388,-3315.3317368255475,297.3162244163195,ok,146.06992888450625,31,19
34,True,-3004.6374516320907,-3349.459333093896,689.6437629236107,ok,162.8762011528015,31,16
35,True,-3008.1669988434487,-3295.3122613629707,574.290525039044,ok,202.7775559425354,31,20
36,True,-3099.5908303396973,-3364.765027939822,530.3483952002498,ok,219.7263660430908,31,19
37,True,-3473.656977220301,-3498.9669463435775,50.61993824655292,ok,137.310937166214,31,18
38,True,-3342.638017661561,-3579.7136990153135,474.15136270750463,ok,235.9623820781708,31,18
39,True,-3441.689202260373,-3550.794638465385,218.2108724100244,ok,126.21477508544922,31,21
40,False,-3024.6591387613985,-3299.034862572798,548.7514476227989,ok,139.87340784072876,31,20
41,True,-3008.910390165516,-3119.729081864321,221.63738339760948,ok,88.78772115707397,31,18
42,True,-3197.899606128244,1000000000000.0,-2000000006395.7993,ok,18.510023832321167,31,21
43,True,-3043.2855349794404,-3217.1103506967925,347.64963143470413,ok,222.02020025253296,31,19
44,True,-3123.537835822213,-3248.339482342856,249.60329304128663,ok,180.4782567024231,31,20
45,False,-3338.0009783127457,-3473.589798819366,271.17764101324065,ok,250.05084490776065,31,23
46,True,-3023.2612354749212,-3354.108674398088,661.6948778463338,ok,169.0269000530243,31,19
47,True,-3622.507906287093,-3678.387344748294,111.7588769224003,ok,256.44462990760803,31,19
48,True,-3194.6516985821545,-3338.1879283660332,287.0724595677575,ok,114.26644992828368,31,18
49,True,-3339.3437448979025,-3472.3263099384494,265.9651300810938,ok,162.58661723136902,31,18
50,True,-3070.459333574609,-3231.4224570521387,321.92624695505947,ok,127.163978099823,31,20
51,True,-3272.5896585120536,-3354.8674440171367,164.5555710101662,ok,118.02204394340517,31,19
52,True,-3192.353921876817,-3291.4753904603326,198.2429371670314,ok,54.84739804267883,31,22
53,True,-3103.9847515525016,-3237.577550170694,267.18559723638464,ok,207.43393993377688,31,19
54,True,-3069.1839448679043,-3266.054305748811,393.7407217618138,ok,236.08710312843323,31,21
55,True,-3573.5887512751065,-3628.352852088155,109.52820162609714,ok,177.88437914848328,31,19
56,True,-3117.280088069655,-3372.0549483355517,509.5497205317925,ok,244.43012595176697,31,20
57,True,-3099.7007915076456,-3242.4030327978085,285.40448258032575,ok,193.84216499328613,31,20
58,True,-3060.834885640023,-3366.5074464905833,611.3451217011207,ok,221.823205947876,31,22
59,True,-3372.4382306623816,-3401.345676749382,57.814892174001216,ok,133.52846503257751,31,21
60,True,-2918.2303272173385,-3162.3101644980743,488.15967456147155,ok,145.66607689857483,31,21
61,False,-3071.581700545876,-3273.483432743499,403.803464395246,ok,117.47767925262453,31,20
62,True,-2939.6600299191996,-3063.506677693807,247.6932955492148,ok,89.95588994026184,31,21
63,True,-2999.7700780261557,-3218.3918827341945,437.2436094160776,ok,227.12431502342224,31,19
64,True,-3082.462949604293,-3453.4943228693232,742.0627465300604,ok,165.30683088302612,31,19
65,True,-3537.808345447259,-3615.102224056503,154.58775721848906,ok,232.0861690044403,31,19
66,True,-3090.711650134706,-3245.8794410600444,310.33558185067704,ok,154.0391139984131,31,21
67,True,-3491.100001204267,-3540.310810216764,98.42161802499412,ok,136.8318750858307,31,23
68,True,-3231.878841969679,-3380.400020721428,297.04235750349835,ok,218.5513470172882,31,20
69,True,-3486.498033697007,-3547.8692975369436,122.74252767987308,ok,104.54815816879272,31,23
70,True,-3332.8884580428357,-3499.254008694402,332.73110130313216,ok,130.21848106384277,31,20
71,True,-3426.6415743461416,-3461.7554794049183,70.22781011755342,ok,182.7867410182953,31,21
72,True,-3066.127369915109,-3156.9141492904505,181.57355875068333,ok,70.10377097129822,31,20
73,False,-3553.9093440659735,-3593.5857527823114,79.35281743267569,ok,257.29859614372253,31,19
74,True,-3535.248734631522,-3593.0336995115113,115.56992975997856,ok,254.32932114601135,31,21
75,True,-3346.656854627165,-3501.5387188221944,309.76372839005853,ok,81.66432785987854,31,21
76,True,-3178.808525436228,-3356.111714161563,354.60637745067015,ok,182.53865599632263,31,20
77,True,-3361.780965598289,-3445.8768650639418,168.19179893130513,ok,139.93465399742126,31,16
78,True,-2991.0162320988125,-3304.0247319779696,626.0169997583143,ok,138.26864504814148,31,22
79,True,-3464.0479084861176,-3542.586104650761,157.07639232928705,ok,75.88620901107788,31,20
80,True,-2963.9802100430757,-3204.70369148956,481.4469628929692,ok,148.72836208343506,31,17
81,True,-3058.9086404934283,-3289.6794076098777,461.5415342328988,ok,163.40730118751526,31,21
82,True,-2875.5349042302983,-3107.946090373875,464.8223722871544,ok,110.7783191204071,31,19
83,True,-3098.5627217350375,-3360.78662400417,524.4478045382648,ok,195.01394200325012,31,20
84,False,-3642.0383233974912,-3678.505008545728,72.93337029647319,ok,238.8796899318695,31,20
85,True,-3052.7678090158465,-3279.6853051023654,453.8349921730378,ok,134.4617030620575,31,18
86,True,-3447.9564045745196,-3512.503047028167,129.09328490729513,ok,219.49858379364017,31,20
87,True,-2886.7247389109525,-3174.844352929773,576.2392280376407,ok,162.422935962677,31,21
88,True,-3367.3974882845164,-3419.5120699136783,104.22916325832377,ok,150.86681604385376,31,18
89,True,-3133.460259959158,-3320.289338298433,373.65815667854986,ok,133.47564911842346,31,19
90,True,-3060.242443942918,-3274.6470719765007,428.80925606716664,ok,135.0058979988098,31,20
91,True,-3115.2092581628503,-3241.4772774668604,252.53603860802016,ok,146.57327604293823,31,20
92,True,-3058.8913320602214,-3289.3060448979986,460.8294256755544,ok,116.29896593093872,31,18
93,True,-3073.288519780305,-3330.7809243024963,514.9848090443829,ok,225.6093819141388,31,19
94,True,-3014.4462846581264,-3204.999237761051,381.10590620584935,ok,200.22590804100037,31,21
95,True,-2934.599433826176,-3204.7400280117868,540.281188371222,ok,247.718554019928,31,22
96,True,-3161.7332693476583,-3287.17675012641,250.88696155750313,ok,63.66909885406494,31,20
97,True,-3061.184918772722,-3325.131481717167,527.8931258888897,ok,107.60219526290894,31,16
98,True,-3199.0618248488004,-3221.8302773557334,45.53690501386609,ok,164.21420907974243,31,19
99,True,-3468.8168485486367,-3484.849381945371,32.06506679346876,ok,128.04538798332214,31,22
100,True,-3140.636736711941,-3300.774586113031,320.27569880218016,ok,86.52406692504883,31,19
101,True,-3543.1271056948763,-3550.019000919159,13.783790448565924,ok,152.49790287017822,31,19
102,True,-3501.0833092509797,-3525.975543318668,49.7844681353763,ok,164.4293270111084,31,22
103,True,-3043.4900136772467,-3351.5695246062387,616.159021857984,ok,181.828675031662,31,20
104,True,-3190.4153225860387,-3339.9756584165166,299.12067166095585,ok,168.52161121368408,31,18
105,True,-3044.234336790761,-3197.566532349563,306.6643911176043,ok,206.2531731128693,31,19
106,True,-3077.22268793116,-3246.9201183190994,339.39486077587844,ok,167.93367910385132,31,22
107,False,-3213.2838411928687,1000000000000.0,-2000000006426.5676,ok,66.74598598480225,31,21
108,True,-3097.527754853266,-3426.021938458389,656.988367210246,ok,159.18585395812988,31,18
109,True,-2995.7563252094733,-3192.5678468170563,393.6230432151661,ok,147.25646686553955,31,20
110,True,-3080.4808467507423,-3222.665095143258,284.3684967850313,ok,88.57738304138184,31,22
111,True,-3129.883821406017,-3258.434787010545,257.1019312090557,ok,180.9185881614685,31,18
112,True,-2961.4919324056305,-3171.806285154936,420.62870549861145,ok,136.09208869934082,31,19
113,True,-3226.8807292385677,-3495.7365486164044,537.7116387556734,ok,206.46343612670896,31,22
114,True,-3401.0287141236495,-3464.39021413896,126.72300003062082,ok,190.66016507148743,31,18
115,True,-3060.552025426296,-3315.4671950120855,509.830339171579,ok,153.45646715164185,31,22
116,True,-3454.59817642582,-3530.70239503577,152.2084372199006,ok,139.87914395332336,31,22
117,True,-3493.3221641181153,-3622.540465286733,258.43660233723494,ok,253.23186206817627,31,19
118,True,-2904.576436487992,-2951.0475571699167,92.94224136384946,ok,84.11534428596497,31,20
119,True,-3446.1166477228967,-3542.9394312733752,193.64556710095712,ok,54.912400007247925,31,18
120,True,-3407.4257827563806,-3496.292494014813,177.73342251686518,ok,88.58433389663696,31,19
121,True,-3362.312467634045,-3504.0341909037843,283.4434465394788,ok,78.04583692550659,31,17
122,False,-3011.76232770566,-3254.678877149925,485.83309888853,ok,240.1514298915863,31,18
123,True,-3057.1988850520456,-3286.1564371950903,457.91510428608944,ok,206.23202204704285,31,18
124,True,-3310.2459334674977,-3626.930404379438,633.3689418238819,ok,197.0338258743286,31,19
125,True,-3100.230310446199,-3338.673851102402,476.8870813124058,ok,84.02959895133972,31,19
126,False,-3011.3564913846144,-3231.217802443589,439.72262211794896,ok,157.22408390045166,31,21
127,True,-3407.5962555425467,-3455.870399606906,96.54828812871892,ok,135.90471386909485,31,22
128,True,-3274.2464807816314,-3581.445241449075,614.3975213348876,ok,104.42945289611816,31,20
129,True,-2945.501779502377,-3166.1561261148167,441.3086932248798,ok,207.27220487594604,31,19
130,True,-3141.998666366943,-3293.4700688243843,302.9428049148828,ok,70.7635989189148,31,20
131,True,-3207.9976575604987,-3346.9927589641197,277.990202807242,ok,95.3020040988922,31,20
132,True,-3501.0610449510727,-3587.385443401512,172.64879690087855,ok,167.38880729675293,31,18
133,False,-3647.226915631215,-3690.677579867359,86.90132847228688,ok,250.56262707710263,31,17
134,True,-3160.7899972102373,-3357.167707349739,392.7554202790043,ok,174.401211977005,31,21
135,True,-3467.504050906138,-3543.9366325416045,152.8651632709325,ok,180.08738613128662,31,19
136,False,-3270.3776432415584,-3323.6486533109505,106.5420201387842,ok,252.79877400398257,31,21
137,False,-3400.4325303401065,-3457.17141430265,113.4777679250883,ok,257.8644459247589,31,20
138,True,-3067.296405250242,-3413.8201399751106,693.047469449737,ok,239.40145802497864,31,18
139,True,-3343.8196296066185,-3463.150413593797,238.66156797435724,ok,206.71469688415527,31,13
140,True,-3490.643432490121,-3547.369088860134,113.45131274002595,ok,130.65432405471802,31,19
141,True,-3077.8975553328787,-3156.335523153525,156.87593564129293,ok,151.54791712760925,31,15
142,True,-3027.6857755871633,-3246.2140125427154,437.05647391110415,ok,173.0947151184082,31,24
143,True,-3344.995539120069,-3422.8297095093894,155.6683407786404,ok,132.28526496887207,31,20
144,True,-3129.6355212426815,-3405.0098352576456,550.7486280299281,ok,210.31465911865232,31,20
145,True,-3602.28429569548,-3655.436007361652,106.3034233323433,ok,146.0275468826294,31,18
146,True,-3099.577304062138,-3298.116952186857,397.0792962494379,ok,161.75788378715515,31,19
147,True,-3126.3396038009128,-3180.2551810212067,107.83115444058784,ok,90.22794795036316,31,21
148,True,-3525.9100597670504,-3565.7597278861017,79.69933623810266,ok,147.52754306793213,31,21
149,True,-3470.2831486529685,-3547.118940930252,153.67158455456683,ok,216.26499319076535,31,20
150,True,-3043.960560860139,-3242.7254285479853,397.5297353756923,ok,115.92814302444458,31,21
151,True,-3011.371174141407,-3177.1248277965565,331.50730731029853,ok,155.99256205558777,31,24
152,True,-3501.516794408077,-3536.855011364404,70.67643391265392,ok,205.0743508338928,31,22
153,True,-3506.1823580707814,-3609.037728538483,205.710740935403,ok,173.61186599731445,31,19
154,True,-3012.7336729165345,-3252.5469794461537,479.6266130592385,ok,63.46484994888306,31,20
155,True,-3207.67866845712,-3277.6008450283334,139.84435314242637,ok,70.40380311012268,31,20
156,True,-3196.075310762966,-3273.7220582837413,155.29349504154925,ok,74.53329992294312,31,21
157,True,-3141.667189003655,-3492.0030908390177,700.6718036707252,ok,110.50176405906676,31,18
158,True,-3504.1036724901164,-3528.161164963899,48.11498494756506,ok,232.5722858905792,31,21
159,True,-3047.360864383667,-3188.422196434702,282.1226641020703,ok,245.17081809043884,31,21
160,True,-3523.7535127199894,-3540.1817935428367,32.856561645694455,ok,166.82113885879517,31,20
161,True,-3172.207152770964,-3321.5743963188447,298.7344870957613,ok,129.7410819530487,31,20
