quantity_product,corn,barley,sorghum,cassava,oats
corn,-0.3618670756047062,0.16784481023837838,0.22143767806050343,0.01693465372356412,-0.04435006641773982
barley,0.12644918745362688,-0.2588304905112364,0.040306425263571255,0.06339185414276172,0.0286830236512765
sorghum,0.31854152296401794,0.07696277003250229,-0.3270354583759688,-0.09271012890108726,0.024241294280535793
cassava,0.024927886431043295,0.12386096684091122,-0.09486844637909791,-0.048055070248540055,-0.005865336644316543
oats,-0.15291808816551106,0.13127480764132762,0.05810397652359653,-0.01373878705377532,-0.022721908945637637
