model,price_measure,quantity_product,quantity_product_cn,price_product,price_product_cn,mean_quantity_share,mean_price_share,marshallian_elasticity,hicksian_elasticity
restricted_aids,completed,corn,玉米,corn,玉米,0.2505071851276069,0.2505071851276069,-1.0139062457494916,-0.7605593205530963
restricted_aids,completed,corn,玉米,barley,大麦,0.2505071851276069,0.33251562780119315,0.4268653672521478,0.763150379756955
restricted_aids,completed,corn,玉米,sorghum,高粱,0.2505071851276069,0.17414285238535754,-0.7881685683887731,-0.6120516391506502
restricted_aids,completed,corn,玉米,cassava,木薯干,0.2505071851276069,0.17018099176341783,0.22578760564017547,0.3978977627527252
restricted_aids,completed,corn,玉米,oats,燕麦,0.2505071851276069,0.07265334292242441,0.13808587869723468,0.21156281719406606
restricted_aids,completed,barley,大麦,corn,玉米,0.33251562780119315,0.2505071851276069,0.3100165162311126,0.5749343413605809
restricted_aids,completed,barley,大麦,barley,大麦,0.33251562780119315,0.33251562780119315,-2.317067345777857,-1.9654234721948312
restricted_aids,completed,barley,大麦,sorghum,高粱,0.33251562780119315,0.17414285238535754,-0.2715300746788296,-0.08736950582220859
restricted_aids,completed,barley,大麦,cassava,木薯干,0.33251562780119315,0.17018099176341783,1.1347979132983514,1.3147687121134637
restricted_aids,completed,barley,大麦,oats,燕麦,0.33251562780119315,0.07265334292242441,0.08625713595216183,0.16308992454299498
restricted_aids,completed,sorghum,高粱,corn,玉米,0.17414285238535754,0.2505071851276069,-1.1214804121866284,-0.880445744262192
restricted_aids,completed,sorghum,高粱,barley,大麦,0.17414285238535754,0.33251562780119315,-0.486769075796875,-0.16682697958147408
restricted_aids,completed,sorghum,高粱,sorghum,高粱,0.17414285238535754,0.17414285238535754,1.3653124959110565,1.5328704227415275
restricted_aids,completed,sorghum,高粱,cassava,木薯干,0.17414285238535754,0.17018099176341783,-0.8351110120978342,-0.6713651346458499
restricted_aids,completed,sorghum,高粱,oats,燕麦,0.17414285238535754,0.07265334292242441,0.11586135949717632,0.18576743574798832
restricted_aids,completed,cassava,木薯干,corn,玉米,0.17018099176341783,0.2505071851276069,0.3127086399376968,0.5857072959965202
restricted_aids,completed,cassava,木薯干,barley,大麦,0.17018099176341783,0.33251562780119315,2.206548645055648,2.5689187681403043
restricted_aids,completed,cassava,木薯干,sorghum,高粱,0.17018099176341783,0.17414285238535754,-0.8767727491624703,-0.6869947009231127
restricted_aids,completed,cassava,木薯干,cassava,木薯干,0.17018099176341783,0.17018099176341783,-3.439002142015254,-3.253541665045283
restricted_aids,completed,cassava,木薯干,oats,燕麦,0.17018099176341783,0.07265334292242441,0.7067338703615543,0.7859103018315707
restricted_aids,completed,oats,燕麦,corn,玉米,0.07265334292242441,0.2505071851276069,0.5846807268775898,0.7294641055889275
restricted_aids,completed,oats,燕麦,barley,大麦,0.07265334292242441,0.33251562780119315,0.55423949761581,0.7464205563860594
restricted_aids,completed,oats,燕麦,sorghum,高粱,0.07265334292242441,0.17414285238535754,0.3446183327245375,0.4452661066953258
restricted_aids,completed,oats,燕麦,cassava,木薯干,0.07265334292242441,0.17018099176341783,1.7425345340002627,1.8408925071154962
restricted_aids,completed,oats,燕麦,oats,燕麦,0.07265334292242441,0.07265334292242441,-3.804034073205946,-3.762043275785809
restricted_aids_curvature,completed,corn,玉米,corn,玉米,0.2505071851276069,0.2505071851276069,-1.2274019590314875,-0.974033931415424
restricted_aids_curvature,completed,corn,玉米,barley,大麦,0.2505071851276069,0.33251562780119315,0.3556868654397529,0.6919998886553924
restricted_aids_curvature,completed,corn,玉米,sorghum,高粱,0.2505071851276069,0.17414285238535754,-0.30796424280444973,-0.1318326439848881
restricted_aids_curvature,completed,corn,玉米,cassava,木薯干,0.2505071851276069,0.17018099176341783,0.017859499325095424,0.18998399227677834
restricted_aids_curvature,completed,corn,玉米,oats,燕麦,0.2505071851276069,0.07265334292242441,0.15039963574233597,0.2238826944681414
restricted_aids_curvature,completed,barley,大麦,corn,玉米,0.33251562780119315,0.2505071851276069,0.25641086534700946,0.5213317201419598
restricted_aids_curvature,completed,barley,大麦,barley,大麦,0.33251562780119315,0.33251562780119315,-2.348026583735445,-1.9963786886664914
restricted_aids_curvature,completed,barley,大麦,sorghum,高粱,0.33251562780119315,0.17414285238535754,-0.14705141571194946,0.03711125925028505
restricted_aids_curvature,completed,barley,大麦,cassava,木薯干,0.33251562780119315,0.17018099176341783,1.1061870622667405,1.2861599192722242
restricted_aids_curvature,completed,barley,大麦,oats,燕麦,0.33251562780119315,0.07265334292242441,0.07494212273249912,0.15177579000202204
restricted_aids_curvature,completed,sorghum,高粱,corn,玉米,0.17414285238535754,0.2505071851276069,-0.4306159513578008,-0.1896432962950657
restricted_aids_curvature,completed,sorghum,高粱,barley,大麦,0.17414285238535754,0.33251562780119315,-0.24899799548613338,0.07086178674042992
restricted_aids_curvature,completed,sorghum,高粱,sorghum,高粱,0.17414285238535754,0.17414285238535754,-0.20194289386258882,-0.03442807596177089
restricted_aids_curvature,completed,sorghum,高粱,cassava,木薯干,0.17414285238535754,0.17018099176341783,-0.1683593612309256,-0.004655611953033545
restricted_aids_curvature,completed,sorghum,高粱,oats,燕麦,0.17414285238535754,0.07265334292242441,0.08797710649799047,0.15786519746944017
restricted_aids_curvature,completed,cassava,木薯干,corn,玉米,0.17018099176341783,0.2505071851276069,0.006623711682114508,0.2796572909313084
restricted_aids_curvature,completed,cassava,木薯干,barley,大麦,0.17018099176341783,0.33251562780119315,2.15060373886736,2.513020217934041
restricted_aids_curvature,completed,cassava,木薯干,sorghum,高粱,0.17018099176341783,0.17414285238535754,-0.19456632137180022,-0.004763995888728306
restricted_aids_curvature,completed,cassava,木薯干,cassava,木薯干,0.17018099176341783,0.17018099176341783,-3.8252383239464054,-3.6397541220554515
restricted_aids_curvature,completed,cassava,木薯干,oats,燕麦,0.17018099176341783,0.07265334292242441,0.7726540490110069,0.8518406090788304
restricted_aids_curvature,completed,oats,燕麦,corn,玉米,0.07265334292242441,0.2505071851276069,0.6271791934074069,0.7719427810759112
restricted_aids_curvature,completed,oats,燕麦,barley,大麦,0.07265334292242441,0.33251562780119315,0.5024838895014809,0.694638678242672
restricted_aids_curvature,completed,oats,燕麦,sorghum,高粱,0.07265334292242441,0.17414285238535754,0.2777531947373378,0.3783872107448607
restricted_aids_curvature,completed,oats,燕麦,cassava,木薯干,0.07265334292242441,0.17018099176341783,1.8969811354173254,1.9953256635717058
restricted_aids_curvature,completed,oats,燕麦,oats,燕麦,0.07265334292242441,0.07265334292242441,-3.8822793911583604,-3.8402943336351494
restricted_quaids,completed,corn,玉米,corn,玉米,0.2505071851276069,0.2505071851276069,-0.9320664367992941,-0.6691273780510929
restricted_quaids,completed,corn,玉米,barley,大麦,0.2505071851276069,0.33251562780119315,0.3000920999527308,0.6491094191508845
restricted_quaids,completed,corn,玉米,sorghum,高粱,0.2505071851276069,0.17414285238535754,-0.7634769720805838,-0.5806919646541172
restricted_quaids,completed,corn,玉米,cassava,木薯干,0.2505071851276069,0.17018099176341783,0.2047024820468813,0.3833290143290372
restricted_quaids,completed,corn,玉米,oats,燕麦,0.2505071851276069,0.07265334292242441,0.1411220123269761,0.21738090922528824
restricted_quaids,completed,barley,大麦,corn,玉米,0.33251562780119315,0.2505071851276069,0.23135797210628956,0.4890193417571471
restricted_quaids,completed,barley,大麦,barley,大麦,0.33251562780119315,0.33251562780119315,-2.2061392263267012,-1.8641273513143053
restricted_quaids,completed,barley,大麦,sorghum,高粱,0.33251562780119315,0.17414285238535754,-0.28368317952687916,-0.10456701630121412
restricted_quaids,completed,barley,大麦,cassava,木薯干,0.33251562780119315,0.17018099176341783,1.1574447902418408,1.3324859468616284
restricted_quaids,completed,barley,大麦,oats,燕麦,0.33251562780119315,0.07265334292242441,0.07246084380632598,0.14718907899674366
