quantity_product,corn,barley,sorghum,cassava,oats
corn,-0.6442297515679394,-0.13420977888056845,0.08085824039506312,-0.18766504887689434,-0.11219215024278628
barley,-0.12092845026140181,-0.6347330030065961,-0.1658501796038857,-0.10177458664656118,-0.05326726550619922
sorghum,0.12092471563811993,-0.28425658344521676,-0.4364747201392337,-0.479048109942203,0.09981443105701561
cassava,-0.28713522496657723,-0.1870067393155992,-0.5009756994915249,0.43306839762041627,-0.4988667350198614
oats,-0.29049759626052335,-0.08960669971733726,0.30301218461927293,-1.0956841070304144,0.5599117592257187
