scenario,commodity,region,year,variable,value
HDS,DDG,JPN,2035,IMP,0.479772
HDS,DDG,CAN,2035,IMP,0.819162
HDS,DDG,MEX,2035,IMP,0.574291
HDS,DDG,CHN,2035,IMP,0.256466
HDS,DDG,AUS,2035,IMP,0.0402382
HDS,DDG,NZL,2035,IMP,0.607931
HDS,DDG,KOR,2035,IMP,1.23403
HDS,DDG,ROW,2035,IMP,8.29773
HDS,ETH,USA,2035,IMP,0.40078
HDS,ETH,E15,2035,IMP,1.56865
HDS,ETH,JPN,2035,IMP,1.47446
HDS,ETH,CAN,2035,IMP,1.97619
HDS,ETH,MEX,2035,IMP,0.27267
HDS,ETH,BRZ,2035,IMP,0.35651
HDS,ETH,ARG,2035,IMP,0.0088
HDS,ETH,AUS,2035,IMP,0.00369
HDS,ETH,NZL,2035,IMP,0.0014
HDS,ETH,KOR,2035,IMP,0.321496
HDS,ETH,IND,2035,IMP,0.17987
HDS,ETH,ROW,2035,IMP,2.38098
HDS,BDI,USA,2035,IMP,2.63953
HDS,BDI,E15,2035,IMP,2.54679
HDS,BDI,JPN,2035,IMP,0.00088
HDS,BDI,CAN,2035,IMP,0.315533
HDS,BDI,CHN,2035,IMP,0.44014
HDS,BDI,AUS,2035,IMP,0.00088
HDS,BDI,IND,2035,IMP,0.00088
HDS,BDI,ROW,2035,IMP,1.76963
HDS,OTO,USA,2035,IMP,3.10554
HDS,OTO,E15,2035,IMP,5.82183
HDS,OTO,JPN,2035,IMP,0.727593
HDS,OTO,CAN,2035,IMP,0.239122
HDS,OTO,MEX,2035,IMP,0.904296
HDS,OTO,BRZ,2035,IMP,0.879951
HDS,OTO,CHN,2035,IMP,6.39574
HDS,OTO,AUS,2035,IMP,0.175326
HDS,OTO,NZL,2035,IMP,0.0285659
HDS,OTO,KOR,2035,IMP,0.722384
HDS,OTO,IND,2035,IMP,8.76318
HDS,OTO,ROW,2035,IMP,11.0677
HDS,CTN,USA,2035,IMP,0.00112405
HDS,CTN,E15,2035,IMP,0.262171
HDS,CTN,JPN,2035,IMP,0.035725
HDS,CTN,MEX,2035,IMP,0.24751
HDS,CTN,BRZ,2035,IMP,0.00545841
HDS,CTN,CHN,2035,IMP,1.16616
HDS,CTN,KOR,2035,IMP,0.152445
HDS,CTN,IND,2035,IMP,0.544687
HDS,CTN,ROW,2035,IMP,7.27925
HDS,SUG,USA,2035,IMP,2.75132
HDS,SUG,JPN,2035,IMP,1.03756
HDS,SUG,CAN,2035,IMP,1.13985
HDS,SUG,MEX,2035,IMP,0.435204
HDS,SUG,ARG,2035,IMP,0.0185229
HDS,SUG,CHN,2035,IMP,4.03396
HDS,SUG,AUS,2035,IMP,0.0164968
HDS,SUG,NZL,2035,IMP,0.248632
HDS,SUG,KOR,2035,IMP,1.83284
HDS,SUG,IND,2035,IMP,1.65471
HDS,SUG,ROW,2035,IMP,56.6888
HDS,BFV,USA,2035,IMP,2.03799
HDS,BFV,E15,2035,IMP,0.297486
HDS,BFV,JPN,2035,IMP,0.709997
HDS,BFV,CAN,2035,IMP,0.186679
HDS,BFV,MEX,2035,IMP,0.119666
HDS,BFV,BRZ,2035,IMP,0.0579106
HDS,BFV,ARG,2035,IMP,0.00467844
HDS,BFV,AUS,2035,IMP,0.016751
HDS,BFV,NZL,2035,IMP,0.00651098
HDS,BFV,KOR,2035,IMP,0.571689
HDS,BFV,IND,2035,IMP,6.52686e-05
HDS,BFV,ROW,2035,IMP,11.0574
HDS,PRK,USA,2035,IMP,0.690612
HDS,PRK,E15,2035,IMP,0.0954919
HDS,PRK,JPN,2035,IMP,1.58375
HDS,PRK,CAN,2035,IMP,0.231597
HDS,PRK,MEX,2035,IMP,2.30846
HDS,PRK,BRZ,2035,IMP,0.0128816
HDS,PRK,ARG,2035,IMP,0.128367
HDS,PRK,AUS,2035,IMP,0.387826
HDS,PRK,NZL,2035,IMP,0.0975527
HDS,PRK,KOR,2035,IMP,1.00817
HDS,PRK,IND,2035,IMP,0.0829977
HDS,PRK,ROW,2035,IMP,12.1206
HDS,PLM,USA,2035,IMP,0.0793645
HDS,PLM,E15,2035,IMP,0.763623
HDS,PLM,JPN,2035,IMP,0.645993
HDS,PLM,CAN,2035,IMP,0.14817
HDS,PLM,MEX,2035,IMP,1.12274
HDS,PLM,BRZ,2035,IMP,0.00329067
HDS,PLM,ARG,2035,IMP,0.00376227
HDS,PLM,CHN,2035,IMP,3.68231
HDS,PLM,NZL,2035,IMP,0.000780377
HDS,PLM,KOR,2035,IMP,0.209614
HDS,PLM,IND,2035,IMP,0.000282282
HDS,PLM,ROW,2035,IMP,16.9427
HDS,BUT,E15,2035,IMP,0.0552209
HDS,BUT,JPN,2035,IMP,0.00390297
HDS,BUT,CAN,2035,IMP,0.0188439
HDS,BUT,MEX,2035,IMP,0.0476198
HDS,BUT,BRZ,2035,IMP,0.0146819
HDS,BUT,CHN,2035,IMP,0.279159
HDS,BUT,AUS,2035,IMP,0.0217199
HDS,BUT,NZL,2035,IMP,0.000911653
HDS,BUT,KOR,2035,IMP,0.0308388
HDS,BUT,IND,2035,IMP,0.000222387
HDS,BUT,ROW,2035,IMP,1.01526
HDS,CHE,USA,2035,IMP,0.13423
HDS,CHE,E15,2035,IMP,0.16168
HDS,CHE,JPN,2035,IMP,0.238124
HDS,CHE,CAN,2035,IMP,0.0485669
HDS,CHE,MEX,2035,IMP,0.233897
HDS,CHE,BRZ,2035,IMP,0.185783
HDS,CHE,ARG,2035,IMP,0.000842742
HDS,CHE,CHN,2035,IMP,0.432678
HDS,CHE,AUS,2035,IMP,0.0877889
HDS,CHE,NZL,2035,IMP,0.011098
HDS,CHE,KOR,2035,IMP,0.157516
HDS,CHE,IND,2035,IMP,0.00220327
HDS,CHE,ROW,2035,IMP,3.73683
HDS,NDM,USA,2035,IMP,0.00225846
HDS,NDM,E15,2035,IMP,0.0337987
HDS,NDM,CAN,2035,IMP,0.00250467
HDS,NDM,MEX,2035,IMP,0.376343
HDS,NDM,BRZ,2035,IMP,0.0375489
HDS,NDM,CHN,2035,IMP,0.590174
HDS,NDM,AUS,2035,IMP,0.0144039
HDS,NDM,NZL,2035,IMP,0.00373113
HDS,NDM,KOR,2035,IMP,0.0100852
HDS,NDM,IND,2035,IMP,0.00106279
HDS,NDM,ROW,2035,IMP,2.31446
HDS,WDM,USA,2035,IMP,0.00975227
HDS,WDM,E15,2035,IMP,0.010846
HDS,WDM,CAN,2035,IMP,0.000484814
HDS,WDM,MEX,2035,IMP,0.00320225
HDS,WDM,BRZ,2035,IMP,0.116513
HDS,WDM,CHN,2035,IMP,1.22674
HDS,WDM,AUS,2035,IMP,0.0402233
HDS,WDM,NZL,2035,IMP,0.0020045
HDS,WDM,KOR,2035,IMP,0.00355813
HDS,WDM,IND,2035,IMP,8.5504e-05
HDS,WDM,ROW,2035,IMP,2.01254
HDS,RIC,USA,2035,AHV,1.2989
HDS,RIC,E15,2035,AHV,0.378109
HDS,RIC,JPN,2035,AHV,1.44862
HDS,RIC,MEX,2035,AHV,0.0473871
HDS,RIC,BRZ,2035,AHV,1.55726
HDS,RIC,ARG,2035,AHV,0.193571
HDS,RIC,CHN,2035,AHV,20.2078
HDS,RIC,AUS,2035,AHV,0.0528979
HDS,RIC,KOR,2035,AHV,0.738068
HDS,RIC,IND,2035,AHV,49.2709
HDS,RIC,ROW,2035,AHV,96.3093
HDS,WHE,USA,2035,AHV,15.727
HDS,WHE,E15,2035,AHV,24.7889
HDS,WHE,JPN,2035,AHV,0.229627
HDS,WHE,CAN,2035,AHV,11.2067
HDS,WHE,MEX,2035,AHV,0.584644
HDS,WHE,BRZ,2035,AHV,3.41206
HDS,WHE,ARG,2035,AHV,6.00416
HDS,WHE,CHN,2035,AHV,23.9816
HDS,WHE,AUS,2035,AHV,13.5374
HDS,WHE,NZL,2035,AHV,0.0491979
HDS,WHE,IND,2035,AHV,32.7598
HDS,WHE,ROW,2035,AHV,87.2683
HDS,CRN,USA,2035,AHV,36.7719
HDS,CRN,E15,2035,AHV,8.32922
HDS,CRN,CAN,2035,AHV,1.52882
HDS,CRN,MEX,2035,AHV,6.72204
HDS,CRN,BRZ,2035,AHV,22.3722
HDS,CRN,ARG,2035,AHV,8.76651
HDS,CRN,CHN,2035,AHV,43.6438
HDS,CRN,AUS,2035,AHV,0.047596
HDS,CRN,NZL,2035,AHV,0.0173588
HDS,CRN,KOR,2035,AHV,0.0156724
HDS,CRN,IND,2035,AHV,9.70311
HDS,CRN,ROW,2035,AHV,68.2701
HDS,OCG,USA,2035,AHV,3.80062
HDS,OCG,E15,2035,AHV,17.2314
HDS,OCG,JPN,2035,AHV,0.0705177
HDS,OCG,CAN,2035,AHV,3.54767
HDS,OCG,MEX,2035,AHV,1.63328
HDS,OCG,BRZ,2035,AHV,2.10474
HDS,OCG,ARG,2035,AHV,2.72844
HDS,OCG,CHN,2035,AHV,12.9505
HDS,OCG,AUS,2035,AHV,6.43205
HDS,OCG,NZL,2035,AHV,0.0508056
HDS,OCG,KOR,2035,AHV,0.0527298
HDS,OCG,IND,2035,AHV,13.6201
HDS,OCG,ROW,2035,AHV,78.0333
HDS,SBS,USA,2035,AHV,32.6844
HDS,SBS,E15,2035,AHV,1.00135
HDS,SBS,JPN,2035,AHV,0.147862
HDS,SBS,CAN,2035,AHV,2.27072
HDS,SBS,MEX,2035,AHV,0.0850191
HDS,SBS,BRZ,2035,AHV,44.5175
HDS,SBS,ARG,2035,AHV,17.1281
HDS,SBS,CHN,2035,AHV,10.1698
HDS,SBS,AUS,2035,AHV,0.0214724
HDS,SBS,KOR,2035,AHV,0.0663621
HDS,SBS,IND,2035,AHV,12.9157
HDS,SBS,ROW,2035,AHV,17.1095
HDS,NBS,USA,2035,AHV,0.512671
HDS,NBS,E15,2035,AHV,4.95505
HDS,NBS,CAN,2035,AHV,0.0426296
HDS,NBS,BRZ,2035,AHV,0.062605
HDS,NBS,ARG,2035,AHV,1.95637
HDS,NBS,CHN,2035,AHV,0.723157
HDS,NBS,AUS,2035,AHV,0.0261354
HDS,NBS,IND,2035,AHV,0.141229
HDS,NBS,ROW,2035,AHV,20.5684
HDS,RBS,USA,2035,AHV,0.952542
HDS,RBS,E15,2035,AHV,6.21703
HDS,RBS,CAN,2035,AHV,8.93346
HDS,RBS,ARG,2035,AHV,0.0348543
HDS,RBS,CHN,2035,AHV,7.74956
HDS,RBS,AUS,2035,AHV,3.41785
HDS,RBS,IND,2035,AHV,9.30844
HDS,RBS,ROW,2035,AHV,5.89304
HDS,OTO,MEX,2035,AHV,0.09
HDS,OTO,BRZ,2035,AHV,0.195564
HDS,OTO,IND,2035,AHV,0.129
HDS,OTO,ROW,2035,AHV,26.4111
HDS,CTN,USA,2035,AHV,3.54964
HDS,CTN,E15,2035,AHV,0.34523
HDS,CTN,MEX,2035,AHV,0.159505
HDS,CTN,BRZ,2035,AHV,1.91785
HDS,CTN,ARG,2035,AHV,0.597542
HDS,CTN,CHN,2035,AHV,2.89344
HDS,CTN,AUS,2035,AHV,0.41578
HDS,CTN,IND,2035,AHV,13.4859
HDS,CTN,ROW,2035,AHV,8.81992
HDS,SCA,USA,2035,AHV,0.358107
HDS,SCA,JPN,2035,AHV,0.0214071
HDS,SCA,MEX,2035,AHV,0.799315
HDS,SCA,BRZ,2035,AHV,8.35869
HDS,SCA,ARG,2035,AHV,0.382881
HDS,SCA,CHN,2035,AHV,1.24611
HDS,SCA,AUS,2035,AHV,0.374243
HDS,SCA,IND,2035,AHV,5.29694
HDS,SCA,ROW,2035,AHV,7.00949
HDS,SBE,USA,2035,AHV,0.451866
HDS,SBE,E15,2035,AHV,1.48302
HDS,SBE,JPN,2035,AHV,0.054989
HDS,SBE,CAN,2035,AHV,0.0156186
HDS,SBE,CHN,2035,AHV,0.168442
HDS,SBE,ROW,2035,AHV,2.09558
HDS,RIC,USA,2035,PDOM,0.935484
HDS,RIC,E15,2035,PDOM,0.858742
HDS,RIC,JPN,2035,PDOM,150.401
HDS,RIC,CAN,2035,PDOM,1.25908
HDS,RIC,MEX,2035,PDOM,19.87
HDS,RIC,BRZ,2035,PDOM,4.55124
HDS,RIC,ARG,2035,PDOM,21.039
HDS,RIC,CHN,2035,PDOM,11.5649
HDS,RIC,AUS,2035,PDOM,1.33487
HDS,RIC,NZL,2035,PDOM,1.67528
HDS,RIC,KOR,2035,PDOM,7194.06
HDS,RIC,IND,2035,PDOM,59.8299
HDS,RIC,ROW,2035,PDOM,43.0832
HDS,WHE,USA,2035,PDOM,0.491581
HDS,WHE,E15,2035,PDOM,0.47766
HDS,WHE,JPN,2035,PDOM,85.0049
HDS,WHE,CAN,2035,PDOM,0.63899
HDS,WHE,MEX,2035,PDOM,15.5554
HDS,WHE,BRZ,2035,PDOM,2.52488
HDS,WHE,ARG,2035,PDOM,11.0727
HDS,WHE,CHN,2035,PDOM,8.50346
HDS,WHE,AUS,2035,PDOM,0.69323
HDS,WHE,NZL,2035,PDOM,0.908131
HDS,WHE,KOR,2035,PDOM,679.662
HDS,WHE,IND,2035,PDOM,31.5169
HDS,WHE,ROW,2035,PDOM,23.1531
HDS,CRN,USA,2035,PDOM,0.309261
HDS,CRN,E15,2035,PDOM,0.362649
HDS,CRN,JPN,2035,PDOM,40.172
HDS,CRN,CAN,2035,PDOM,0.423624
HDS,CRN,MEX,2035,PDOM,17.3961
HDS,CRN,BRZ,2035,PDOM,1.45955
HDS,CRN,ARG,2035,PDOM,7.07198
HDS,CRN,CHN,2035,PDOM,5.40417
HDS,CRN,AUS,2035,PDOM,0.443437
HDS,CRN,NZL,2035,PDOM,0.569798
HDS,CRN,KOR,2035,PDOM,3625.53
HDS,CRN,IND,2035,PDOM,20.2303
HDS,CRN,ROW,2035,PDOM,14.7116
HDS,OCG,USA,2035,PDOM,0.320229
HDS,OCG,E15,2035,PDOM,0.267153
HDS,OCG,JPN,2035,PDOM,40.4489
HDS,OCG,CAN,2035,PDOM,0.409415
HDS,OCG,MEX,2035,PDOM,7.40749
HDS,OCG,BRZ,2035,PDOM,1.6652
HDS,OCG,ARG,2035,PDOM,7.07876
HDS,OCG,CHN,2035,PDOM,2.44084
HDS,OCG,AUS,2035,PDOM,0.443118
HDS,OCG,NZL,2035,PDOM,0.588116
HDS,OCG,KOR,2035,PDOM,1488.59
HDS,OCG,IND,2035,PDOM,22.3266
HDS,OCG,ROW,2035,PDOM,14.4533
HDS,SBS,USA,2035,PDOM,0.748923
HDS,SBS,E15,2035,PDOM,0.675555
HDS,SBS,JPN,2035,PDOM,96.7108
HDS,SBS,CAN,2035,PDOM,0.990481
HDS,SBS,MEX,2035,PDOM,15.3787
HDS,SBS,BRZ,2035,PDOM,3.53065
HDS,SBS,ARG,2035,PDOM,17.5861
HDS,SBS,CHN,2035,PDOM,5.9107
HDS,SBS,AUS,2035,PDOM,1.10045
HDS,SBS,NZL,2035,PDOM,1.35123
HDS,SBS,KOR,2035,PDOM,6048.14
HDS,SBS,IND,2035,PDOM,50.6287
HDS,SBS,ROW,2035,PDOM,35.3892
HDS,SBO,USA,2035,PDOM,1.98726
HDS,SBO,E15,2035,PDOM,1.67684
HDS,SBO,JPN,2035,PDOM,294.587
HDS,SBO,CAN,2035,PDOM,2.62881
HDS,SBO,MEX,2035,PDOM,38.3894
HDS,SBO,BRZ,2035,PDOM,9.30645
HDS,SBO,ARG,2035,PDOM,44.9579
HDS,SBO,CHN,2035,PDOM,17.6596
HDS,SBO,AUS,2035,PDOM,2.8943
HDS,SBO,NZL,2035,PDOM,3.52829
HDS,SBO,KOR,2035,PDOM,2836.61
HDS,SBO,IND,2035,PDOM,137.518
HDS,SBO,ROW,2035,PDOM,93.1237
HDS,SBM,USA,2035,PDOM,0.587584
HDS,SBM,E15,2035,PDOM,0.534685
HDS,SBM,JPN,2035,PDOM,75.6864
HDS,SBM,CAN,2035,PDOM,0.809247
HDS,SBM,MEX,2035,PDOM,11.2054
HDS,SBM,BRZ,2035,PDOM,2.76088
HDS,SBM,ARG,2035,PDOM,13.4146
HDS,SBM,CHN,2035,PDOM,4.45323
HDS,SBM,AUS,2035,PDOM,0.88504
HDS,SBM,NZL,2035,PDOM,1.08369
HDS,SBM,KOR,2035,PDOM,820.49
HDS,SBM,IND,2035,PDOM,38.1868
HDS,SBM,ROW,2035,PDOM,27.529
HDS,NBS,USA,2035,PDOM,0.958048
HDS,NBS,E15,2035,PDOM,0.801847
HDS,NBS,JPN,2035,PDOM,118.661
HDS,NBS,CAN,2035,PDOM,1.23317
HDS,NBS,MEX,2035,PDOM,17.5526
HDS,NBS,BRZ,2035,PDOM,4.55234
HDS,NBS,ARG,2035,PDOM,21.0514
HDS,NBS,CHN,2035,PDOM,7.13159
HDS,NBS,AUS,2035,PDOM,1.36627
HDS,NBS,NZL,2035,PDOM,1.65283
HDS,NBS,KOR,2035,PDOM,1422.67
HDS,NBS,IND,2035,PDOM,73.3679
HDS,NBS,ROW,2035,PDOM,43.1523
HDS,NBO,USA,2035,PDOM,2.65049
HDS,NBO,E15,2035,PDOM,2.16736
HDS,NBO,JPN,2035,PDOM,356.23
HDS,NBO,CAN,2035,PDOM,3.43159
HDS,NBO,MEX,2035,PDOM,49.5081
HDS,NBO,BRZ,2035,PDOM,13.1864
HDS,NBO,ARG,2035,PDOM,58.0056
HDS,NBO,CHN,2035,PDOM,21.0338
HDS,NBO,AUS,2035,PDOM,3.77805
HDS,NBO,NZL,2035,PDOM,4.51357
HDS,NBO,KOR,2035,PDOM,3573.56
HDS,NBO,IND,2035,PDOM,724.632
HDS,NBO,ROW,2035,PDOM,118.034
HDS,NBM,USA,2035,PDOM,0.292211
HDS,NBM,E15,2035,PDOM,0.258909
HDS,NBM,JPN,2035,PDOM,34.5326
HDS,NBM,CAN,2035,PDOM,0.398033
HDS,NBM,MEX,2035,PDOM,5.49617
HDS,NBM,BRZ,2035,PDOM,1.32009
HDS,NBM,ARG,2035,PDOM,6.12019
HDS,NBM,CHN,2035,PDOM,2.17871
HDS,NBM,AUS,2035,PDOM,0.4059
HDS,NBM,NZL,2035,PDOM,0.496409
HDS,NBM,KOR,2035,PDOM,377.068
HDS,NBM,IND,2035,PDOM,18.3293
HDS,NBM,ROW,2035,PDOM,12.6663
HDS,RBS,USA,2035,PDOM,0.784629
HDS,RBS,E15,2035,PDOM,0.675067
HDS,RBS,JPN,2035,PDOM,97.1714
HDS,RBS,CAN,2035,PDOM,0.993938
HDS,RBS,MEX,2035,PDOM,14.3784
HDS,RBS,BRZ,2035,PDOM,3.64022
HDS,RBS,ARG,2035,PDOM,17.2242
HDS,RBS,CHN,2035,PDOM,6.0244
HDS,RBS,AUS,2035,PDOM,1.07826
HDS,RBS,NZL,2035,PDOM,1.35755
HDS,RBS,KOR,2035,PDOM,1061.15
HDS,RBS,IND,2035,PDOM,56.3819
HDS,RBS,ROW,2035,PDOM,34.9434
HDS,RBO,USA,2035,PDOM,1.76299
HDS,RBO,E15,2035,PDOM,1.47155
HDS,RBO,JPN,2035,PDOM,245.615
HDS,RBO,CAN,2035,PDOM,2.26155
HDS,RBO,MEX,2035,PDOM,32.7116
HDS,RBO,BRZ,2035,PDOM,8.50873
HDS,RBO,ARG,2035,PDOM,41.2499
HDS,RBO,CHN,2035,PDOM,14.256
HDS,RBO,AUS,2035,PDOM,2.46153
HDS,RBO,NZL,2035,PDOM,3.08763
HDS,RBO,KOR,2035,PDOM,2477.86
HDS,RBO,IND,2035,PDOM,141.976
HDS,RBO,ROW,2035,PDOM,79.7021
HDS,RBM,USA,2035,PDOM,0.424341
HDS,RBM,E15,2035,PDOM,0.33856
HDS,RBM,JPN,2035,PDOM,48.8025
HDS,RBM,CAN,2035,PDOM,0.498027
HDS,RBM,MEX,2035,PDOM,8.31809
HDS,RBM,BRZ,2035,PDOM,1.85568
HDS,RBM,ARG,2035,PDOM,8.66962
HDS,RBM,CHN,2035,PDOM,3.05956
HDS,RBM,AUS,2035,PDOM,0.541294
HDS,RBM,NZL,2035,PDOM,0.691943
HDS,RBM,KOR,2035,PDOM,519.757
HDS,RBM,IND,2035,PDOM,24.6024
HDS,RBM,ROW,2035,PDOM,17.8871
HDS,DDG,USA,2035,PDOM,0.238164
HDS,DDG,E15,2035,PDOM,0.224122
HDS,DDG,JPN,2035,PDOM,31.2402
HDS,DDG,CAN,2035,PDOM,0.336439
HDS,DDG,MEX,2035,PDOM,4.72013
HDS,DDG,BRZ,2035,PDOM,1.16891
HDS,DDG,ARG,2035,PDOM,5.44016
HDS,DDG,CHN,2035,PDOM,1.9199
HDS,DDG,AUS,2035,PDOM,0.35695
HDS,DDG,NZL,2035,PDOM,0.463269
HDS,DDG,KOR,2035,PDOM,393.069
HDS,DDG,IND,2035,PDOM,17.8142
HDS,DDG,ROW,2035,PDOM,11.297
HDS,ETH,USA,2035,PDOM,0.527198
HDS,ETH,E15,2035,PDOM,0.633282
HDS,ETH,JPN,2035,PDOM,76.1457
HDS,ETH,CAN,2035,PDOM,0.833689
HDS,ETH,MEX,2035,PDOM,14.3006
HDS,ETH,BRZ,2035,PDOM,2.49911
HDS,ETH,ARG,2035,PDOM,12.7317
HDS,ETH,CHN,2035,PDOM,3.91278
HDS,ETH,AUS,2035,PDOM,0.743348
HDS,ETH,NZL,2035,PDOM,0.940039
HDS,ETH,KOR,2035,PDOM,1983.69
HDS,ETH,IND,2035,PDOM,55.8052
HDS,ETH,ROW,2035,PDOM,102.583
HDS,BDI,USA,2035,PDOM,1.14683
HDS,BDI,E15,2035,PDOM,0.984565
HDS,BDI,JPN,2035,PDOM,136.17
HDS,BDI,CAN,2035,PDOM,1.44184
HDS,BDI,MEX,2035,PDOM,20.627
HDS,BDI,BRZ,2035,PDOM,4.96614
HDS,BDI,ARG,2035,PDOM,24.131
HDS,BDI,CHN,2035,PDOM,8.10068
HDS,BDI,AUS,2035,PDOM,1.5206
HDS,BDI,NZL,2035,PDOM,1.91746
HDS,BDI,KOR,2035,PDOM,1450.37
HDS,BDI,IND,2035,PDOM,69.7072
HDS,BDI,ROW,2035,PDOM,48.9631
HDS,OTO,USA,2035,PDOM,2.37178
HDS,OTO,E15,2035,PDOM,2.03194
HDS,OTO,JPN,2035,PDOM,298.923
HDS,OTO,CAN,2035,PDOM,3.13648
HDS,OTO,MEX,2035,PDOM,45.577
HDS,OTO,BRZ,2035,PDOM,11.9286
HDS,OTO,ARG,2035,PDOM,52.9724
HDS,OTO,CHN,2035,PDOM,20.7799
HDS,OTO,AUS,2035,PDOM,3.37507
HDS,OTO,NZL,2035,PDOM,4.16382
HDS,OTO,KOR,2035,PDOM,23373.7
HDS,OTO,IND,2035,PDOM,364.952
HDS,OTO,ROW,2035,PDOM,108.645
HDS,CTN,USA,2035,PDOM,3.54963
HDS,CTN,E15,2035,PDOM,2.99422
HDS,CTN,JPN,2035,PDOM,458.542
HDS,CTN,CAN,2035,PDOM,4.70763
HDS,CTN,MEX,2035,PDOM,67.6771
HDS,CTN,BRZ,2035,PDOM,16.7368
HDS,CTN,ARG,2035,PDOM,81.3118
HDS,CTN,CHN,2035,PDOM,37.5937
HDS,CTN,AUS,2035,PDOM,5.09013
HDS,CTN,NZL,2035,PDOM,6.31721
HDS,CTN,KOR,2035,PDOM,4887.23
HDS,CTN,IND,2035,PDOM,231.406
HDS,CTN,ROW,2035,PDOM,164.099
HDS,SUG,USA,2035,PDOM,4.34277
HDS,SUG,E15,2035,PDOM,3.72299
HDS,SUG,JPN,2035,PDOM,332.55
HDS,SUG,CAN,2035,PDOM,3.43993
HDS,SUG,MEX,2035,PDOM,109.686
HDS,SUG,BRZ,2035,PDOM,12.1355
HDS,SUG,ARG,2035,PDOM,60.379
HDS,SUG,CHN,2035,PDOM,39.2001
HDS,SUG,AUS,2035,PDOM,3.6917
HDS,SUG,NZL,2035,PDOM,4.60876
HDS,SUG,KOR,2035,PDOM,3714.15
HDS,SUG,IND,2035,PDOM,198.764
HDS,SUG,ROW,2035,PDOM,132.455
HDS,SCA,USA,2035,PDOM,0.06524
HDS,SCA,E15,2035,PDOM,0.0546868
HDS,SCA,JPN,2035,PDOM,8.42708
HDS,SCA,CAN,2035,PDOM,0.0860741
HDS,SCA,MEX,2035,PDOM,1.24332
HDS,SCA,BRZ,2035,PDOM,0.307569
HDS,SCA,ARG,2035,PDOM,1.49451
HDS,SCA,CHN,2035,PDOM,0.49613
HDS,SCA,AUS,2035,PDOM,0.0935566
HDS,SCA,NZL,2035,PDOM,0.115658
HDS,SCA,KOR,2035,PDOM,89.8262
HDS,SCA,IND,2035,PDOM,4.25217
HDS,SCA,ROW,2035,PDOM,2.99874
HDS,SBE,USA,2035,PDOM,0.08209
HDS,SBE,E15,2035,PDOM,0.0688112
HDS,SBE,JPN,2035,PDOM,10.6036
HDS,SBE,CAN,2035,PDOM,0.108305
HDS,SBE,MEX,2035,PDOM,1.56444
HDS,SBE,BRZ,2035,PDOM,0.387007
HDS,SBE,ARG,2035,PDOM,1.88051
HDS,SBE,CHN,2035,PDOM,0.62427
HDS,SBE,AUS,2035,PDOM,0.11772
HDS,SBE,NZL,2035,PDOM,0.14553
HDS,SBE,KOR,2035,PDOM,113.026
HDS,SBE,IND,2035,PDOM,5.35041
HDS,SBE,ROW,2035,PDOM,3.77325
HDS,BFV,USA,2035,PDOM,8.32386
HDS,BFV,E15,2035,PDOM,6.26371
HDS,BFV,JPN,2035,PDOM,1159.75
HDS,BFV,CAN,2035,PDOM,9.59215
HDS,BFV,MEX,2035,PDOM,140.032
HDS,BFV,BRZ,2035,PDOM,33.1992
HDS,BFV,ARG,2035,PDOM,160.899
HDS,BFV,CHN,2035,PDOM,60.3741
HDS,BFV,AUS,2035,PDOM,10.0688
HDS,BFV,NZL,2035,PDOM,12.447
HDS,BFV,KOR,2035,PDOM,17096.5
HDS,BFV,IND,2035,PDOM,457.52
HDS,BFV,ROW,2035,PDOM,338.573
HDS,PRK,USA,2035,PDOM,3.23695
HDS,PRK,E15,2035,PDOM,2.71282
HDS,PRK,JPN,2035,PDOM,429.373
HDS,PRK,CAN,2035,PDOM,4.31017
HDS,PRK,MEX,2035,PDOM,70.5994
HDS,PRK,BRZ,2035,PDOM,15.094
HDS,PRK,ARG,2035,PDOM,77.3782
HDS,PRK,CHN,2035,PDOM,27.6153
HDS,PRK,AUS,2035,PDOM,4.7638
HDS,PRK,NZL,2035,PDOM,6.1095
HDS,PRK,KOR,2035,PDOM,6563.76
HDS,PRK,IND,2035,PDOM,253.254
HDS,PRK,ROW,2035,PDOM,156.121
HDS,PLM,USA,2035,PDOM,2.70868
HDS,PLM,E15,2035,PDOM,2.64846
HDS,PLM,JPN,2035,PDOM,376.322
HDS,PLM,CAN,2035,PDOM,8.69114
HDS,PLM,MEX,2035,PDOM,227.399
HDS,PLM,BRZ,2035,PDOM,12.7484
HDS,PLM,ARG,2035,PDOM,62.2305
HDS,PLM,CHN,2035,PDOM,22.8506
HDS,PLM,AUS,2035,PDOM,3.87734
HDS,PLM,NZL,2035,PDOM,4.81651
HDS,PLM,KOR,2035,PDOM,5067.6
HDS,PLM,IND,2035,PDOM,179.327
HDS,PLM,ROW,2035,PDOM,136.457
HDS,MLK,USA,2035,PDOM,0.753724
HDS,MLK,E15,2035,PDOM,0.700351
HDS,MLK,JPN,2035,PDOM,143.915
HDS,MLK,CAN,2035,PDOM,2.41927
HDS,MLK,MEX,2035,PDOM,24.7908
HDS,MLK,BRZ,2035,PDOM,4.10372
HDS,MLK,ARG,2035,PDOM,16.284
HDS,MLK,CHN,2035,PDOM,5.96532
HDS,MLK,AUS,2035,PDOM,1.02805
HDS,MLK,NZL,2035,PDOM,1.26084
HDS,MLK,KOR,2035,PDOM,3506.03
HDS,MLK,IND,2035,PDOM,53.1538
HDS,MLK,ROW,2035,PDOM,34.3438
