specification,elasticity_type,demand_good,shock_good,elasticity,std_dev,p10,p50,p90,n_valid
income_log_only,hicksian,5,5,.0035484579086667,.87034971,-.33514842,-.1897447,.36380896,3166
income_log_only,hicksian,5,6,.040949860588153,.20318173,-.078415275,.059226673,.18578881,3166
income_log_only,hicksian,6,1,.0108607152017318,1.0421898,-.07530839,.054458648,.17473772,3175
income_log_only,hicksian,6,2,-.0647704497671466,.52583587,-.09389966,-.036834903,-.0085133677,3175
income_log_only,hicksian,6,3,-.1373747633808642,2.0860171,-.34420872,-.012219705,.16052999,3175
income_log_only,hicksian,6,4,-.0080066545270803,.396972,-.043539036,.010726236,.050165661,3175
income_log_only,hicksian,6,5,.0071897498699839,.65063864,-.054780189,.03256179,.11970669,3175
income_log_only,hicksian,6,6,.1921014019470555,4.6908422,-.20543835,-.11516526,.4416458,3175
income_log_only,marshallian,1,1,-.10853610033047,3.0661793,-.56479681,-.35030848,.2933315,3176
income_log_only,marshallian,1,2,-.0469624294061471,.19569871,-.074205041,-.03161614,-.015918249,3176
income_log_only,marshallian,1,3,.0527628690645174,.53507477,-.025271587,.016311657,.11167247,3176
income_log_only,marshallian,1,4,-.0845108637745639,.34109426,-.13858795,-.05473505,-.025780924,3176
income_log_only,marshallian,1,5,-.2028102793409534,.73081803,-.30386078,-.1404002,-.079661414,3176
income_log_only,marshallian,1,6,-.0829289430336207,.29323334,-.12410954,-.068142936,-.031888936,3176
income_log_only,marshallian,2,1,-.4093469118955769,1.3873134,-.63368046,-.24118255,-.13302654,3171
income_log_only,marshallian,2,2,.7841007233550579,5.7152534,-.40789372,.0602565,1.767602,3171
income_log_only,marshallian,2,3,-.2663516646530009,.8179906,-.41843927,-.15927505,-.087587319,3171
income_log_only,marshallian,2,4,-.1829868038656312,.59927243,-.2838527,-.10808928,-.059620656,3171
income_log_only,marshallian,2,5,-.074204261073536,.26295093,-.11286803,-.042609215,-.023489438,3171
income_log_only,marshallian,2,6,-.6857735110048909,2.1296544,-1.0560356,-.40969473,-.23321003,3171
income_log_only,marshallian,3,1,-.2177497696702416,.52664405,-.33891377,-.13277732,-.072384126,3174
income_log_only,marshallian,3,2,-.0550284930638544,.10312658,-.076693766,-.038700718,-.024686078,3174
income_log_only,marshallian,3,3,-.4297039223084372,1.2508707,-.76929635,-.62252825,-.18350077,3174
income_log_only,marshallian,3,4,-.1229871155692274,.28762546,-.17072447,-.081074938,-.048955075,3174
income_log_only,marshallian,3,5,-.1693376549096333,.40469605,-.23662269,-.11193579,-.066779017,3174
income_log_only,marshallian,3,6,-.4373156061522298,.77300608,-.61168367,-.31278598,-.20859607,3174
income_log_only,marshallian,4,1,-.315246638579907,1.2472219,-.46671727,-.16783729,-.081757501,3136
income_log_only,marshallian,4,2,-.0852266430293758,.36083302,-.1187238,-.048610412,-.027124057,3136
income_log_only,marshallian,4,3,-.2033916356369076,.6984629,-.26849285,-.13274835,-.083192371,3136
income_log_only,marshallian,4,4,.4760019524651225,5.4483714,-.45145452,-.14588107,.99645907,3136
income_log_only,marshallian,4,5,-.1311719672897281,.57190746,-.18265668,-.068820521,-.036029849,3136
income_log_only,marshallian,4,6,-.1394279188007078,.34016579,-.19206642,-.095365666,-.060648583,3136
income_log_only,marshallian,5,1,-.3402938161938114,.36937943,-.51980555,-.25895736,-.17763847,3166
income_log_only,marshallian,5,2,-.0119750428849969,.013408615,-.020991193,-.0094549283,-.0039473842,3166
income_log_only,marshallian,5,3,-.1161578293023392,.10964669,-.16613466,-.094381839,-.066417068,3166
income_log_only,marshallian,5,4,-.0645531686073935,.069763727,-.10075394,-.049449958,-.032242399,3166
income_log_only,marshallian,5,5,-.1141717291130197,.89917862,-.51930851,-.30784354,.31338093,3166
income_log_only,marshallian,5,6,-.1412482400906996,.12980682,-.20145309,-.1167939,-.075607024,3166
income_log_only,marshallian,6,1,-.2955234666714938,1.7306045,-.4132978,-.18904553,-.11562619,3175
income_log_only,marshallian,6,2,-.1219295504678491,.61661947,-.17203465,-.079799697,-.053431384,3175
income_log_only,marshallian,6,3,-.503900571676353,2.5286672,-.70065331,-.33702078,-.23430653,3175
income_log_only,marshallian,6,4,-.103634106642157,.47946656,-.14733057,-.069013968,-.042367708,3175
income_log_only,marshallian,6,5,-.1757847602913953,.86568147,-.2482968,-.11554678,-.074217118,3175
income_log_only,marshallian,6,6,-.0954243732784426,4.7053757,-.60647398,-.40449792,.2765213,3175
