margin,diagnostic,value,threshold,passed
latent,adding_up_max_abs_error,0,9.9999999e-09,1
latent,positive_fitted_share_rate,.8197562540089801,1,0
latent,positive_expenditure_elasticities,.9330985915492958,1,0
latent,negative_hicksian_own_elasticities,.7383933229003652,1,0
latent,slutsky_symmetry_max_abs_error,1.08653390452e-09,.000099999997,1
latent,slutsky_max_eigenvalue,.0055049944847682,0,0
latent,adding_up_homogeneity_symmetry_imposed,1,1,1
