specification,model,estimator,order,gmm_steps,converged,parameter,coefficient,std_error,statistic,p_value,ci_low,ci_high
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,a1,.2024883633966748,.026850278,7.541388,4.6499534e-14,.14986278,.25511393
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,a2,.0512440847807863,.010535301,4.8640366,1.1501577e-06,.030595275,.071892895
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,a3,.2658087707666893,.031794827,8.3601265,6.2651149e-17,.20349206,.32812548
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,a4,.0711944554227932,.015580428,4.5694799,4.8893544e-06,.040657379,.10173153
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,a5,.1808464085690724,.014335616,12.615183,1.7415300e-36,.15274912,.20894369
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,b1_1,-.1164974218136125,.039845876,-2.9237008,.0034589707,-.19459391,-.038400937
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,b2_1,-.0017465340177067,.010387326,-.16814087,.86647242,-.022105318,.018612249
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,b3_1,.0937382561061819,.04375292,2.1424456,.032157637,.0079841074,.1794924
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,b4_1,-.00525991437179,.020116273,-.26147559,.79372579,-.044687085,.034167256
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,b5_1,-.0085162175498445,.021418657,-.39760745,.69091958,-.050496016,.033463579
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g1_1,.133410434148466,.017136766,7.7850418,6.9690271e-15,.099822991,.16699788
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g1_2,-.016958954293527,.010909843,-1.5544635,.12007388,-.038341854,.0044239461
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g1_3,-.0329873146134012,.01608289,-2.0510812,.040259041,-.064509198,-.0014654279
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g1_4,-.0111766235271893,.010745077,-1.0401622,.29826453,-.032236587,.0098833404
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g1_5,-.0335644188584803,.010174476,-3.2988846,.00097069831,-.053506024,-.013622814
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g2_2,.0420370626672651,.0067632473,6.2155147,5.1156723e-10,.028781341,.055292785
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g2_3,-.0005621091577043,.011447914,-.04910145,.96083844,-.022999607,.021875389
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g2_4,-.0031070952468616,.0040406366,-.76896179,.44191599,-.011026598,.0048124068
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g2_5,-.0031953209161139,.0052656373,-.60682505,.54396701,-.013515781,.0071251388
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g3_3,.1400299018021577,.027783785,5.0399866,4.6556468e-07,.085574687,.19448511
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g3_4,-.0176444415885594,.016282352,-1.0836544,.27851805,-.049557261,.01426838
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g3_5,-.0200914050119663,.012676378,-1.5849485,.11297804,-.04493665,.0047538378
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g4_4,.0584376723653346,.0093597872,6.2434831,4.2793297e-10,.040092826,.076782517
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g4_5,-.0099393084991898,.0066806977,-1.4877651,.13681287,-.023033235,.0031546182
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,g5_5,.0883527349158493,.010864358,8.1323471,4.2105563e-16,.067058988,.10964648
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,t1_1,.0210921201719523,.005935905,3.5533113,.00038041378,.0094579598,.03272628
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,t1_2,-.0868274737484841,.035567436,-2.4412072,.014638258,-.15653837,-.017116582
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,t1_3,.0086817611313564,.016861102,.51489878,.60662377,-.024365392,.041728914
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,t1_4,-.0034476167564544,.01226736,-.28103983,.77867985,-.027491201,.020595968
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,t1_5,.0268355683522529,.019363752,1.3858662,.16578777,-.011116687,.064787827
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,t1_6,.0146702541457096,.0084247608,1.741326,.08162646,-.0018419729,.031182481
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,t1_7,-.0204745978903407,.01218332,-1.6805434,.092851624,-.044353466,.0034042697
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,t1_8,-.1097342972958475,.086526267,-1.2682195,.2047196,-.27932268,.059854075
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,t1_9,.1038312893240793,.090949118,1.1416415,.25360304,-.074425697,.28208828
"""easi_order1_gmm_onestep""",easi,gmm,1,1,1,t1_10,.0707242437346412,.042577568,1.6610681,.096699767,-.012726258,.15417475
