margin,diagnostic,value,threshold,passed
latent,adding_up_max_abs_error,0,9.9999999e-09,1
latent,positive_fitted_share_rate,.9121231558691469,1,0
latent,positive_expenditure_elasticities,.9532348804500703,1,0
latent,negative_hicksian_own_elasticities,.7473628691983122,1,0
latent,slutsky_symmetry_max_abs_error,7.11802533582e-10,.000099999997,1
latent,slutsky_max_eigenvalue,2.62402628542e-17,0,1
latent,adding_up_homogeneity_symmetry_imposed,1,1,1
