specification,model,estimator,order,gmm_steps,converged,parameter,coefficient,std_error,statistic,p_value,ci_low,ci_high
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,a1,.2136457818456818,.016311917,13.097528,0,.18167502,.24561656
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,a2,.0624611409721868,.01699229,3.6758518,.00023705706,.029156864,.095765419
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,a3,.3086092092202286,.021174097,14.574846,0,.26710874,.35010967
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,a4,.0787043871511695,.0074625751,10.546545,5.2699366e-26,.064078011,.093330763
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,a5,.1403109218247278,.01116046,12.572145,3.0046043e-36,.11843682,.16218503
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,b1_1,-.0971750966135991,.0276048,-3.5202246,.00043118148,-.15127951,-.043070681
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,b2_1,-.0245781364829975,.010856767,-2.263854,.023583092,-.045857009,-.0032992638
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,b3_1,.1321243611287943,.037520487,3.5213926,.00042928653,.058585562,.20566316
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,b4_1,-.01961932139167,.012411969,-1.5806776,.11395177,-.043946333,.0047076908
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,b5_1,-.0432028078662288,.015990743,-2.7017384,.0068977997,-.074544087,-.011861525
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,g1_1,.1109909242080461,.012198306,9.0988808,9.1267819e-20,.087082684,.13489917
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,g1_2,-.0175805339676112,.0045969989,-3.8243501,.00013111744,-.026590487,-.0085705817
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,g1_3,-.0278195045346388,.012432727,-2.2376029,.025246967,-.052187201,-.0034518081
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,g1_4,-.0154908147658192,.0055508385,-2.7907162,.0052591576,-.026370259,-.0046113711
"""total_easi_fruit_specific_tail_clean_cu",easi,gmm,1,2,1,g1_5,-.0339038774594878,.0058336402,-5.8117876,6.1809313e-09,-.045337602,-.022470152
