data_year,village_id,nself1,nself2,nself3,nself4,nself5,nself6,pself1,pself1_source,pself2,pself2_source,pself3,pself3_source,pself4,pself4_source,pself5,pself5_source,pself6,pself6_source
2023,370686110239,7,0,0,5,7,3,3,own village median: at least 3 producers,6.072980810827264,retail times province median eligible-village wedge,16.39119552388119,retail times survey-year median eligible-village wedge,12,own village median: at least 3 producers,2.60221004486084,own village median: at least 3 producers,3.5,own village median: at least 3 producers
2023,621126102201,5,0,1,4,5,1,1,own village median: at least 3 producers,4.012283624721374,retail times survey-year median eligible-village wedge,11.94444465637207,nearest eligible producer village in county,11,own village median: at least 3 producers,1.80434787273407,own village median: at least 3 producers,1.896409348964094,retail times province median eligible-village wedge
2023,220221100212,9,4,3,5,8,1,3.25,own village median: at least 3 producers,3.75,own village median: at least 3 producers,16,own village median: at least 3 producers,10,own village median: at least 3 producers,2.524999976158142,own village median: at least 3 producers,5.150000095367432,nearest eligible producer village in county
2023,610831001217,6,6,0,2,4,3,2.25,own village median: at least 3 producers,5.5,own village median: at least 3 producers,40.18261047464983,retail times province median eligible-village wedge,10.56503789210937,retail times province median eligible-village wedge,2.014147460460663,own village median: at least 3 producers,3,own village median: at least 3 producers
2023,371525109234,5,0,0,0,1,0,2,own village median: at least 3 producers,1,nearest eligible producer village in county,17.96866992788602,retail times survey-year median eligible-village wedge,10.16073559123582,retail times province median eligible-village wedge,1.683173626661301,same-town other eligible-village median,8.997818223307219,retail times province median eligible-village wedge
2023,621027209200,2,0,1,2,2,0,2.526451647281647,same-town other eligible-village median,2.799999952316284,nearest eligible producer village in county,15.59250164501772,retail times province median eligible-village wedge,12.25,same-town other eligible-village median,2.575983226299286,same-town other eligible-village median,1.5,same-town other eligible-village median
2023,222403203216,2,1,1,2,3,0,2.910714268684387,same-town other eligible-village median,4,nearest eligible producer village in county,14.57835233106948,retail times province median eligible-village wedge,9,nearest eligible producer village in county,2.444444417953491,own village median: at least 3 producers,1.203631686793227,retail times province median eligible-village wedge
2023,371525200210,2,1,0,0,3,0,2,same-town other eligible-village median,1,nearest eligible producer village in county,14.68526403321638,retail times survey-year median eligible-village wedge,6.6375,retail times province median eligible-village wedge,1.5,own village median: at least 3 producers,3.592301448619822,retail times province median eligible-village wedge
2023,370686109202,8,1,0,7,8,5,2.541666626930237,own village median: at least 3 producers,7.999517184969697,retail times province median eligible-village wedge,25.78049991636531,retail times survey-year median eligible-village wedge,17,own village median: at least 3 producers,3.283823490142822,own village median: at least 3 producers,6,own village median: at least 3 producers
2023,621022206212,6,0,3,3,4,1,2.172499895095825,own village median: at least 3 producers,3,nearest eligible producer village in county,13,own village median: at least 3 producers,8,own village median: at least 3 producers,2.433823466300964,own village median: at least 3 producers,2.923255920410156,same-town other eligible-village median
2023,220822102202,9,7,5,2,9,0,5.624413013458252,own village median: at least 3 producers,5,own village median: at least 3 producers,16,own village median: at least 3 producers,7.269999980926514,same-town other eligible-village median,2.578352212905884,own village median: at least 3 producers,5,nearest eligible producer village in county
2023,621022101200,2,0,1,2,2,1,3.443884611129761,same-town other eligible-village median,3,nearest eligible producer village in county,15.23999996185303,nearest eligible producer village in county,9.833333253860474,nearest eligible producer village in county,2.247710704803467,same-town other eligible-village median,3.107142806053162,same-town other eligible-village median
2023,370686109203,5,2,0,6,6,4,5.599999904632568,own village median: at least 3 producers,7.999517184969697,retail times province median eligible-village wedge,24.766740106247,retail times survey-year median eligible-village wedge,13.5,own village median: at least 3 producers,3.048387050628662,own village median: at least 3 producers,5.5,own village median: at least 3 producers
2023,371324202204,6,6,2,8,7,2,3.038976430892944,own village median: at least 3 producers,4,own village median: at least 3 producers,18.75366566134494,retail times survey-year median eligible-village wedge,12.5,own village median: at least 3 producers,2.142857074737549,own village median: at least 3 producers,6.052162232151502,retail times province median eligible-village wedge
2023,371525003202,3,0,0,0,7,1,2.21363639831543,own village median: at least 3 producers,1,same-town other eligible-village median,16.23537523672255,retail times survey-year median eligible-village wedge,6.7753125,retail times province median eligible-village wedge,1.551136374473572,own village median: at least 3 producers,8.429819678148547,retail times province median eligible-village wedge
2023,371324109245,5,6,0,1,5,0,15.59375,own village median: at least 3 producers,3.875,own village median: at least 3 producers,16.15379043653802,retail times survey-year median eligible-village wedge,11.16666666666667,nearest eligible producer village in county,2.454545497894287,own village median: at least 3 producers,7.206440596015447,retail times province median eligible-village wedge
2023,371324103247,1,1,0,1,5,2,2,nearest eligible producer village in county,3.791666666666667,nearest eligible producer village in county,16.8064688380143,retail times survey-year median eligible-village wedge,10,nearest eligible producer village in county,2.5652174949646,own village median: at least 3 producers,6.943920260017743,retail times province median eligible-village wedge
2023,371525003201,2,1,0,0,1,0,2.106818199157715,same-town other eligible-village median,1,same-town other eligible-village median,16.15379043653802,retail times survey-year median eligible-village wedge,6.7753125,retail times province median eligible-village wedge,1.551136374473572,same-town other eligible-village median,8.429819678148547,retail times province median eligible-village wedge
2023,370783100201,7,4,1,1,5,0,2.125,own village median: at least 3 producers,3,own village median: at least 3 producers,19.5477181242147,retail times survey-year median eligible-village wedge,10.06646654436157,retail times province median eligible-village wedge,2,own village median: at least 3 producers,4,same-town other eligible-village median
2023,222403103200,5,1,0,2,6,1,5.138864040374756,own village median: at least 3 producers,4,same-town other eligible-village median,13.05330722370343,retail times province median eligible-village wedge,8,same-town other eligible-village median,2.54668915271759,own village median: at least 3 producers,1.955901491038994,retail times province median eligible-village wedge
2023,220221102201,9,2,1,1,7,0,2.428571462631226,own village median: at least 3 producers,5.083333333333333,nearest eligible producer village in county,8,same-town other eligible-village median,10,same-town other eligible-village median,2.754385948181152,own village median: at least 3 producers,5.800000190734863,same-town other eligible-village median
2023,370783004214,5,1,1,0,3,0,3.5,own village median: at least 3 producers,3,nearest eligible producer village in county,26.07450213897753,retail times survey-year median eligible-village wedge,8.443125,retail times province median eligible-village wedge,2.285714387893677,own village median: at least 3 producers,4,nearest eligible producer village in county
2023,371324202202,4,5,0,4,7,1,2.700000047683716,own village median: at least 3 producers,3.5,own village median: at least 3 producers,18.52917754873526,retail times survey-year median eligible-village wedge,11,own village median: at least 3 producers,2,own village median: at least 3 producers,9.015849923153526,retail times province median eligible-village wedge
2023,610523107200,4,1,1,0,3,2,3,own village median: at least 3 producers,3.991150442477876,retail times province median eligible-village wedge,22.84064174348517,retail times province median eligible-village wedge,13.47219596980389,retail times province median eligible-village wedge,2,own village median: at least 3 producers,10,nearest eligible producer village in county
2023,220521105200,5,0,1,1,6,1,1.738396644592285,own village median: at least 3 producers,4.726890756302521,retail times province median eligible-village wedge,12.60715746628611,retail times province median eligible-village wedge,11,nearest eligible producer village in county,2.533333301544189,own village median: at least 3 producers,3.303968980247408,retail times province median eligible-village wedge
2023,220521105205,6,1,1,1,4,0,1.916666626930237,own village median: at least 3 producers,4.726890756302521,retail times province median eligible-village wedge,12.60715746628611,retail times province median eligible-village wedge,11,nearest eligible producer village in county,1.529411792755127,own village median: at least 3 producers,3.303968980247408,retail times province median eligible-village wedge
2023,610725112211,6,6,5,7,5,2,1.916477262973785,own village median: at least 3 producers,3.144736886024475,own village median: at least 3 producers,23.25,own village median: at least 3 producers,10,own village median: at least 3 producers,2.532258033752441,own village median: at least 3 producers,3,same-town other eligible-village median
2023,621027107208,5,2,1,6,6,1,2.375,own village median: at least 3 producers,2.799999952316284,same-town other eligible-village median,25.69883698596841,retail times province median eligible-village wedge,9,own village median: at least 3 producers,2.355769276618958,own village median: at least 3 producers,1.5,nearest eligible producer village in county
2023,610523114212,1,1,0,0,2,0,2.701388895511627,nearest eligible producer village in county,5.368297761582509,retail times province median eligible-village wedge,25.37849082609463,retail times province median eligible-village wedge,11.34500713246644,retail times province median eligible-village wedge,1.680597704648972,nearest eligible producer village in county,10,nearest eligible producer village in county
2023,620522115207,6,1,2,1,5,5,1.932098746299744,own village median: at least 3 producers,6.896112479989862,retail times survey-year median eligible-village wedge,14.12151092378964,retail times province median eligible-village wedge,9.219908756685539,retail times province median eligible-village wedge,2.093446493148804,own village median: at least 3 producers,3.714285612106323,own village median: at least 3 producers
2023,371324109254,2,1,0,0,3,0,15.59375,same-town other eligible-village median,3.875,same-town other eligible-village median,16.15379043653802,retail times survey-year median eligible-village wedge,10,nearest eligible producer village in county,2.5,own village median: at least 3 producers,7.885749011505649,retail times province median eligible-village wedge
2023,370321103203,5,1,0,1,2,0,2.200000047683716,own village median: at least 3 producers,6,nearest eligible producer village in county,20.00297467163206,retail times survey-year median eligible-village wedge,20,nearest eligible producer village in county,2.181818246841431,same-town other eligible-village median,12.60415819256863,retail times province median eligible-village wedge
2023,370321101213,1,2,0,0,3,1,3.5,same-town other eligible-village median,4,same-town other eligible-village median,16.15379043653802,retail times survey-year median eligible-village wedge,20,nearest eligible producer village in county,3,own village median: at least 3 producers,10.17438663827875,retail times province median eligible-village wedge
2023,370321101202,5,0,0,0,3,0,3,own village median: at least 3 producers,4,same-town other eligible-village median,18.76680534253935,retail times survey-year median eligible-village wedge,20,nearest eligible producer village in county,2,own village median: at least 3 producers,10.17438663827875,retail times province median eligible-village wedge
2023,611026101214,4,3,1,1,4,1,3.297619104385376,own village median: at least 3 producers,8,own village median: at least 3 producers,39.25,same-town other eligible-village median,11.34500713246644,retail times province median eligible-village wedge,3.419444441795349,own village median: at least 3 producers,6.6875,nearest eligible producer village in county
2023,371525200207,3,0,2,0,2,0,2,own village median: at least 3 producers,1,nearest eligible producer village in county,16.31696003690709,retail times survey-year median eligible-village wedge,6.6375,retail times province median eligible-village wedge,1.987499952316284,same-town other eligible-village median,2.676677935662881,retail times province median eligible-village wedge
2023,220421110205,3,1,0,0,4,2,1,own village median: at least 3 producers,5,nearest eligible producer village in county,12.09777736663818,nearest eligible producer village in county,8.630954875879661,retail times province median eligible-village wedge,2.014035105705261,own village median: at least 3 producers,3.081053960274137,retail times province median eligible-village wedge
2023,222403103210,1,1,0,1,2,0,4.052450895309448,same-town other eligible-village median,4,same-town other eligible-village median,13.05330722370343,retail times province median eligible-village wedge,8,same-town other eligible-village median,2.773344576358795,same-town other eligible-village median,1.955901491038994,retail times province median eligible-village wedge
2023,610482101211,6,1,0,4,4,2,4.731481432914734,own village median: at least 3 producers,7.5,same-town other eligible-village median,23.15787287881135,retail times province median eligible-village wedge,11,own village median: at least 3 producers,5.323809623718262,own village median: at least 3 producers,3,same-town other eligible-village median
2023,610523107208,6,1,0,0,4,1,3.305555582046509,own village median: at least 3 producers,3.991150442477876,retail times province median eligible-village wedge,22.84064174348517,retail times province median eligible-village wedge,9.118549482719898,retail times province median eligible-village wedge,1.152988523244858,own village median: at least 3 producers,10,nearest eligible producer village in county
2023,370321101222,5,3,1,0,5,1,4,own village median: at least 3 producers,4,own village median: at least 3 producers,21.37982024854068,retail times survey-year median eligible-village wedge,20,nearest eligible producer village in county,2,own village median: at least 3 producers,10.17438663827875,retail times province median eligible-village wedge
2023,222403101208,4,1,2,1,5,0,11,own village median: at least 3 producers,4,nearest eligible producer village in county,12.29078467002041,retail times province median eligible-village wedge,10,same-town other eligible-village median,2.428571462631226,own village median: at least 3 producers,2.708171295284761,retail times province median eligible-village wedge
2023,220822107212,8,3,8,3,8,3,4,own village median: at least 3 producers,5,own village median: at least 3 producers,10.68627452850342,own village median: at least 3 producers,9.333333015441895,own village median: at least 3 producers,2.550622344017029,own village median: at least 3 producers,5,own village median: at least 3 producers
2023,222403103221,5,3,0,3,7,0,2.966037750244141,own village median: at least 3 producers,4,own village median: at least 3 producers,13.05330722370343,retail times province median eligible-village wedge,8,own village median: at least 3 producers,3,own village median: at least 3 producers,1.955901491038994,retail times province median eligible-village wedge
2023,621022101201,3,1,1,1,3,2,2.857142925262451,own village median: at least 3 producers,3,nearest eligible producer village in county,20,nearest eligible producer village in county,8,nearest eligible producer village in county,2.019230842590332,own village median: at least 3 producers,3.107142806053162,same-town other eligible-village median
2023,621022106203,4,0,3,1,2,1,3.669609427452087,own village median: at least 3 producers,3,same-town other eligible-village median,16,own village median: at least 3 producers,10.66666650772095,same-town other eligible-village median,2.874699354171753,same-town other eligible-village median,3.25,same-town other eligible-village median
2023,621027107209,8,3,0,8,8,2,3.023474216461182,own village median: at least 3 producers,2.799999952316284,own village median: at least 3 producers,25.69883698596841,retail times province median eligible-village wedge,13.5,own village median: at least 3 producers,3.022727251052856,own village median: at least 3 producers,1.5,nearest eligible producer village in county
2023,621027101200,6,0,0,6,9,2,3.131686925888062,own village median: at least 3 producers,2.799999952316284,nearest eligible producer village in county,13.5331146352984,retail times province median eligible-village wedge,12.5,own village median: at least 3 producers,3,own village median: at least 3 producers,1.5,nearest eligible producer village in county
2023,222403101215,0,0,0,2,5,0,11,same-town other eligible-village median,4,nearest eligible producer village in county,13.12051709796253,retail times province median eligible-village wedge,10,same-town other eligible-village median,1.889140248298645,own village median: at least 3 producers,2.708171295284761,retail times province median eligible-village wedge
2023,610831106251,3,2,0,0,1,1,1.200000047683716,own village median: at least 3 producers,7,same-town other eligible-village median,23.26361659058675,retail times province median eligible-village wedge,9.185398970393781,retail times province median eligible-village wedge,2.11479189991951,same-town other eligible-village median,3,nearest eligible producer village in county
2023,222403203201,3,1,0,1,2,0,3,own village median: at least 3 producers,4,nearest eligible producer village in county,14.57835233106948,retail times province median eligible-village wedge,9,nearest eligible producer village in county,2.41767680644989,same-town other eligible-village median,1.203631686793227,retail times province median eligible-village wedge
2023,220221171306,6,2,1,1,6,1,5.220454454421997,own village median: at least 3 producers,5,same-town other eligible-village median,10,same-town other eligible-village median,8,same-town other eligible-village median,2.610070824623108,own village median: at least 3 producers,4.5,same-town other eligible-village median
2023,220822205206,3,0,4,0,2,1,8.823529243469238,own village median: at least 3 producers,10,nearest eligible producer village in county,35.42174005508423,own village median: at least 3 producers,8.150000095367432,same-town other eligible-village median,2.535250723361969,same-town other eligible-village median,5,nearest eligible producer village in county
2023,610482102200,3,3,0,3,3,1,3.5,own village median: at least 3 producers,5,own village median: at least 3 producers,27.07039021450094,retail times province median eligible-village wedge,10,own village median: at least 3 producers,3.333333253860474,own village median: at least 3 producers,2,same-town other eligible-village median
2023,610523103207,0,0,0,0,1,3,2.5,same-town other eligible-village median,4.155420353982301,retail times province median eligible-village wedge,23.05212916703596,retail times province median eligible-village wedge,12.05407007824559,retail times province median eligible-village wedge,1.75,same-town other eligible-village median,10,own village median: at least 3 producers
2023,371324109247,2,1,1,1,2,0,15.59375,same-town other eligible-village median,3.875,same-town other eligible-village median,16.15379043653802,retail times survey-year median eligible-village wedge,11.16666666666667,nearest eligible producer village in county,2.477272748947144,same-town other eligible-village median,8.56505742699585,retail times province median eligible-village wedge
2023,220521106201,2,1,0,3,2,0,3.09188038110733,same-town other eligible-village median,4.285714285714286,retail times province median eligible-village wedge,13.12051709796253,retail times province median eligible-village wedge,11,own village median: at least 3 producers,2.097338914871216,same-town other eligible-village median,3.303968980247408,retail times province median eligible-village wedge
2023,220822205201,7,1,4,3,7,0,4.705882549285889,own village median: at least 3 producers,6.646505395571391,nearest eligible producer village in county,11.04007625579834,own village median: at least 3 producers,10,own village median: at least 3 producers,2.285714387893677,own village median: at least 3 producers,5,nearest eligible producer village in county
2023,620522113214,5,0,0,1,8,6,3.004822492599487,own village median: at least 3 producers,6.269193163627147,retail times survey-year median eligible-village wedge,11.65024651212645,retail times province median eligible-village wedge,10.67119069060826,retail times province median eligible-village wedge,2.868571400642395,own village median: at least 3 producers,2.5,own village median: at least 3 producers
2023,621126106203,5,1,0,5,5,2,2.099999904632568,own village median: at least 3 producers,4.388435214539003,retail times survey-year median eligible-village wedge,11.94444465637207,nearest eligible producer village in county,12,own village median: at least 3 producers,2.305555582046509,own village median: at least 3 producers,1.882196932831969,retail times province median eligible-village wedge
2023,220421109204,8,0,1,1,8,2,2.472727298736572,own village median: at least 3 producers,5,nearest eligible producer village in county,12.09777736663818,same-town other eligible-village median,8.630954875879661,retail times province median eligible-village wedge,2.12730073928833,own village median: at least 3 producers,3.598858743511749,retail times province median eligible-village wedge
2023,610523103206,1,0,0,0,3,0,2.5,same-town other eligible-village median,4.356194690265487,retail times province median eligible-village wedge,25.37849082609463,retail times province median eligible-village wedge,11.34500713246644,retail times province median eligible-village wedge,1.5,own village median: at least 3 producers,10,same-town other eligible-village median
2023,220822102200,5,5,2,1,4,1,4.909090995788574,own village median: at least 3 producers,10,own village median: at least 3 producers,15.5,same-town other eligible-village median,7.269999980926514,same-town other eligible-village median,2.178794980049133,own village median: at least 3 producers,5,nearest eligible producer village in county
2023,621022106202,8,3,5,5,8,5,2.853658556938171,own village median: at least 3 producers,3,own village median: at least 3 producers,12.19999980926514,own village median: at least 3 producers,13.33333301544189,own village median: at least 3 producers,2.899398803710938,own village median: at least 3 producers,1,own village median: at least 3 producers
2023,370783006270,2,2,0,1,1,1,2.26666671037674,same-town other eligible-village median,4,nearest eligible producer village in county,33.28125352022833,retail times survey-year median eligible-village wedge,13.09605920648172,retail times province median eligible-village wedge,1.626829266548157,same-town other eligible-village median,4,nearest eligible producer village in county
2023,220421110208,9,2,0,0,6,0,1.894230723381042,own village median: at least 3 producers,5,nearest eligible producer village in county,12.09777736663818,nearest eligible producer village in county,8.630954875879661,retail times province median eligible-village wedge,1.70643937587738,own village median: at least 3 producers,3.081053960274137,retail times province median eligible-village wedge
2023,220421110201,6,1,0,0,4,0,2.418367266654968,own village median: at least 3 producers,5,nearest eligible producer village in county,12.09777736663818,nearest eligible producer village in county,8.630954875879661,retail times province median eligible-village wedge,2.2245192527771,own village median: at least 3 producers,3.081053960274137,retail times province median eligible-village wedge
2023,220822107203,5,4,5,1,2,1,10.70454502105713,own village median: at least 3 producers,7.129032373428345,own village median: at least 3 producers,17.15789413452148,own village median: at least 3 producers,9.494166493415833,same-town other eligible-village median,2.847880601882935,same-town other eligible-village median,5,same-town other eligible-village median
2023,220421102212,8,2,2,1,5,0,1.973421096801758,own village median: at least 3 producers,5,same-town other eligible-village median,12.09777736663818,nearest eligible producer village in county,8.630954875879661,retail times province median eligible-village wedge,2,own village median: at least 3 producers,3.009079216983068,retail times province median eligible-village wedge
2023,220421102208,5,0,2,1,5,2,1,own village median: at least 3 producers,5,same-town other eligible-village median,12.09777736663818,nearest eligible producer village in county,8.630954875879661,retail times province median eligible-village wedge,2.555555582046509,own village median: at least 3 producers,2.635223920327596,retail times province median eligible-village wedge
2023,621126102214,5,0,0,6,4,0,1,own village median: at least 3 producers,3.886899761448831,retail times survey-year median eligible-village wedge,11.94444465637207,nearest eligible producer village in county,12,own village median: at least 3 producers,1.666666686534882,own village median: at least 3 producers,1.587443780874438,retail times province median eligible-village wedge
2023,220822205209,7,2,5,3,10,0,6.514246463775635,own village median: at least 3 producers,6.646505395571391,nearest eligible producer village in county,10,own village median: at least 3 producers,6.300000190734863,own village median: at least 3 producers,2.784787058830261,own village median: at least 3 producers,5,nearest eligible producer village in county
2023,610725102215,7,4,8,6,7,4,4.633333206176758,own village median: at least 3 producers,2.269230723381042,own village median: at least 3 producers,18.56666660308838,own village median: at least 3 producers,9.666666507720947,own village median: at least 3 producers,3,own village median: at least 3 producers,4.142857193946838,own village median: at least 3 producers
2023,220221102203,8,1,3,5,9,3,2.54643976688385,own village median: at least 3 producers,5.083333333333333,nearest eligible producer village in county,8,own village median: at least 3 producers,10,own village median: at least 3 producers,2.5,own village median: at least 3 producers,5.800000190734863,own village median: at least 3 producers
2023,222403101201,2,0,0,5,2,1,11,same-town other eligible-village median,4,nearest eligible producer village in county,11.46105224207828,retail times province median eligible-village wedge,10,own village median: at least 3 producers,2.158855855464935,same-town other eligible-village median,2.708171295284761,retail times province median eligible-village wedge
2023,610725105200,4,0,4,2,3,1,2.36201548576355,own village median: at least 3 producers,3.15238094329834,same-town other eligible-village median,22.5,own village median: at least 3 producers,10,same-town other eligible-village median,2,own village median: at least 3 producers,3,same-town other eligible-village median
2024,532528213208,6,2,1,1,3,0,2.358064532279968,own village median: at least 3 producers,36,nearest eligible producer village in county,22.84703922271729,same-town other eligible-village median,6,nearest eligible producer village in county,2.906976699829102,own village median: at least 3 producers,5.307692527770996,nearest eligible producer village in county
2024,350181103212,1,0,1,1,0,0,3.5,nearest eligible producer village in county,8.574056603773585,retail times province median eligible-village wedge,36.18131828308105,nearest eligible producer village in county,25,nearest eligible producer village in county,4.18525242805481,same-town other eligible-village median,12,nearest eligible producer village in county
2024,533423202205,8,1,8,4,6,3,3.734693765640259,own village median: at least 3 producers,3,nearest eligible producer village in county,24.83291530609131,own village median: at least 3 producers,23.5,own village median: at least 3 producers,3.352842807769775,own village median: at least 3 producers,4,own village median: at least 3 producers
2024,350181003201,1,0,0,0,0,0,3.5,same-town other eligible-village median,6.712900943396226,retail times province median eligible-village wedge,38.07692337036133,same-town other eligible-village median,25,same-town other eligible-village median,4.365007042884827,same-town other eligible-village median,3.75,same-town other eligible-village median
2024,533423202202,8,0,8,6,8,1,1.5,own village median: at least 3 producers,3,nearest eligible producer village in county,24.54564094543457,own village median: at least 3 producers,15,own village median: at least 3 producers,2.89548647403717,own village median: at least 3 producers,4.80978262424469,same-town other eligible-village median
2024,350724200203,6,1,5,0,6,4,2.484375,own village median: at least 3 producers,6,nearest eligible producer village in county,15.69767475128174,own village median: at least 3 producers,14.30033643352414,retail times survey-year median eligible-village wedge,2.356605172157288,own village median: at least 3 producers,5.075963735580444,own village median: at least 3 producers
2024,533423101204,8,0,9,3,8,6,2.79365074634552,own village median: at least 3 producers,3,nearest eligible producer village in county,25,own village median: at least 3 producers,30,own village median: at least 3 producers,4.07851243019104,own village median: at least 3 producers,6,own village median: at least 3 producers
2024,420381100209,3,2,4,2,6,1,2.040625095367432,own village median: at least 3 producers,4.124792381231855,retail times province median eligible-village wedge,17.03703689575195,own village median: at least 3 producers,10,nearest eligible producer village in county,2.933566451072693,own village median: at least 3 producers,1,nearest eligible producer village in county
2024,511622104201,2,1,2,1,2,1,2.383695602416992,same-town other eligible-village median,7.5,same-town other eligible-village median,18.22039461135864,same-town other eligible-village median,12,same-town other eligible-village median,2.76666247844696,same-town other eligible-village median,3,same-town other eligible-village median
2024,533423201206,9,3,10,4,9,4,2.09928560256958,own village median: at least 3 producers,3,own village median: at least 3 producers,21.85124588012695,own village median: at least 3 producers,14,own village median: at least 3 producers,2.75,own village median: at least 3 producers,5.5,own village median: at least 3 producers
2024,532529103204,9,1,7,0,9,4,2,own village median: at least 3 producers,2.660000085830688,same-town other eligible-village median,14,own village median: at least 3 producers,8.772827081427263,retail times province median eligible-village wedge,2.299999952316284,own village median: at least 3 producers,3,own village median: at least 3 producers
2024,421281109203,3,0,3,0,5,1,2.5,own village median: at least 3 producers,3.020245467429182,retail times province median eligible-village wedge,20,own village median: at least 3 producers,10,same-town other eligible-village median,2.285714387893677,own village median: at least 3 producers,2,same-town other eligible-village median
2024,422828101229,4,2,6,3,8,0,1.350000023841858,own village median: at least 3 producers,5,nearest eligible producer village in county,24.1289587020874,own village median: at least 3 producers,15,own village median: at least 3 producers,3.120689630508423,own village median: at least 3 producers,1.943162533158031,retail times province median eligible-village wedge
2024,350629105204,3,4,4,0,5,1,2,own village median: at least 3 producers,3.5,own village median: at least 3 producers,26.6363639831543,own village median: at least 3 producers,17.39684560699165,retail times survey-year median eligible-village wedge,3.10461688041687,own village median: at least 3 producers,1.715750100050935,retail times province median eligible-village wedge
2024,350982107003,1,0,0,0,0,0,2.251233095737038,retail times province median eligible-village wedge,11.44929245283019,retail times province median eligible-village wedge,18.89446227929374,retail times province median eligible-village wedge,10.28571428571428,retail times survey-year median eligible-village wedge,4.375,nearest eligible producer village in county,1.09112218344253,retail times province median eligible-village wedge
2024,421281101207,3,1,5,1,7,1,2.5,own village median: at least 3 producers,3.020245467429182,retail times province median eligible-village wedge,27.22222137451172,own village median: at least 3 producers,10,nearest eligible producer village in county,2.776190519332886,own village median: at least 3 producers,2,nearest eligible producer village in county
2024,532528213201,1,1,6,0,7,0,2.429032266139984,same-town other eligible-village median,6.125,nearest eligible producer village in county,11.5,own village median: at least 3 producers,6,nearest eligible producer village in county,2.808955192565918,own village median: at least 3 producers,5.307692527770996,nearest eligible producer village in county
2024,533423201204,8,0,8,4,8,1,2,own village median: at least 3 producers,3,same-town other eligible-village median,22.5476188659668,own village median: at least 3 producers,20,own village median: at least 3 producers,3.645833373069763,own village median: at least 3 producers,4.75,same-town other eligible-village median
2024,421281101204,1,0,1,0,3,1,2.75,same-town other eligible-village median,3.020245467429182,retail times province median eligible-village wedge,23.61111068725586,same-town other eligible-village median,10,nearest eligible producer village in county,2.599999904632568,own village median: at least 3 producers,2,nearest eligible producer village in county
2024,530628201001,3,3,3,0,4,3,1.5,own village median: at least 3 producers,3,own village median: at least 3 producers,25,own village median: at least 3 producers,11.5,nearest eligible producer village in county,2.644412517547607,own village median: at least 3 producers,2,own village median: at least 3 producers
2024,350629105211,5,0,3,1,4,0,3.5,own village median: at least 3 producers,3.5,same-town other eligible-village median,32.5,own village median: at least 3 producers,11.45481727574751,retail times survey-year median eligible-village wedge,3.772727251052856,own village median: at least 3 producers,1.992483987155925,retail times province median eligible-village wedge
2024,511622208207,2,1,2,1,3,0,1.979487180709839,same-town other eligible-village median,2.625,same-town other eligible-village median,17.625,same-town other eligible-village median,10,same-town other eligible-village median,2.038626670837402,own village median: at least 3 producers,3.049999952316284,same-town other eligible-village median
2024,511922106206,2,3,2,0,2,0,1.5,same-town other eligible-village median,6,own village median: at least 3 producers,28.6363639831543,same-town other eligible-village median,11,nearest eligible producer village in county,2.755539000034332,same-town other eligible-village median,2.875,same-town other eligible-village median
2024,530624201001,9,2,4,0,9,0,1,own village median: at least 3 producers,2.320000052452087,same-town other eligible-village median,30,own village median: at least 3 producers,15,same-town other eligible-village median,2,own village median: at least 3 producers,2,nearest eligible producer village in county
2024,420683107005,2,0,2,2,6,1,2,same-town other eligible-village median,2.160714268684387,nearest eligible producer village in county,16.0357141494751,same-town other eligible-village median,14.5,same-town other eligible-village median,1.744695007801056,own village median: at least 3 producers,1.649999976158142,same-town other eligible-village median
2024,350629100204,1,0,3,0,4,1,3.5,nearest eligible producer village in county,3.5,nearest eligible producer village in county,22.5,own village median: at least 3 producers,10.69235880398671,retail times survey-year median eligible-village wedge,2.716892957687378,own village median: at least 3 producers,1.992483987155925,retail times province median eligible-village wedge
2024,421002100206,6,1,1,0,3,0,2.5,own village median: at least 3 producers,3.5,nearest eligible producer village in county,15,same-town other eligible-village median,8,nearest eligible producer village in county,2.916666746139526,own village median: at least 3 producers,3,same-town other eligible-village median
2024,532529101204,2,0,3,1,4,3,2.5,nearest eligible producer village in county,9.888888835906982,nearest eligible producer village in county,16.3636360168457,own village median: at least 3 producers,10.42991664125241,retail times province median eligible-village wedge,6.666666746139526,own village median: at least 3 producers,5,own village median: at least 3 producers
2024,510183103214,6,5,6,7,8,0,2.398553013801575,own village median: at least 3 producers,3,own village median: at least 3 producers,18.66666698455811,own village median: at least 3 producers,12,own village median: at least 3 producers,2.676182985305786,own village median: at least 3 producers,7.714285850524902,same-town other eligible-village median
2024,350982002003,0,0,0,0,0,1,1.89969438924887,retail times province median eligible-village wedge,16.415,retail times province median eligible-village wedge,41.57179898752933,retail times province median eligible-village wedge,10.15807635498208,retail times survey-year median eligible-village wedge,4.375,nearest eligible producer village in county,1.09112218344253,retail times province median eligible-village wedge
2024,420381102206,3,0,2,0,4,0,2,own village median: at least 3 producers,4.124792381231855,retail times province median eligible-village wedge,18,nearest eligible producer village in county,10,nearest eligible producer village in county,1.982142865657806,own village median: at least 3 producers,1,nearest eligible producer village in county
2024,421281107203,4,2,2,5,6,4,3.005843043327332,own village median: at least 3 producers,3.020245467429182,retail times province median eligible-village wedge,26.19565200805664,same-town other eligible-village median,12,own village median: at least 3 producers,3.923611164093018,own village median: at least 3 producers,2.5,own village median: at least 3 producers
