evaluation,elasticity_type,demand_good,shock_good,reference_share,elasticity,std_error,z_value,p_value,ci_low,ci_high
sample_average,expenditure,1,0,.2027868501488036,.80127954,.11657025,6.8737912,6.2517613e-12,.57280606,1.0297531
sample_average,expenditure,2,0,.0403206692144486,.15871736,.39818457,.39860249,.69018614,-.62171006,.93914479
sample_average,expenditure,3,0,.3494583993165136,1.1666913,.069584318,16.766584,0,1.0303085,1.303074
sample_average,expenditure,4,0,.0799534161382,1.2321022,.25179851,4.8932066,9.9206136e-07,.73858619,1.7256182
sample_average,expenditure,5,0,.1167662457520528,.90656167,.12586953,7.2023916,5.9165498e-13,.65986192,1.1532614
sample_average,expenditure,6,0,.2107144194299815,1.0394865,.10165433,10.225698,1.5212717e-24,.84024769,1.2387253
sample_average,marshallian,1,1,.2027868501488036,-.44441676,.074809596,-5.9406385,2.8391434e-09,-.59104085,-.29779264
sample_average,marshallian,1,2,.2027868501488036,-.029646615,.036877271,-.80392647,.42143944,-.10192474,.042631511
sample_average,marshallian,1,3,.2027868501488036,-.029133134,.085803539,-.339533,.73420823,-.19730498,.13903871
sample_average,marshallian,1,4,.2027868501488036,-.038447384,.045671638,-.84182185,.39988768,-.12796216,.051067382
sample_average,marshallian,1,5,.2027868501488036,-.080265112,.039449997,-2.0346038,.041890755,-.15758568,-.0029445405
sample_average,marshallian,1,6,.2027868501488036,-.17937055,.056144755,-3.1947873,.0013993389,-.28941226,-.069328859
sample_average,marshallian,2,1,.0403206692144486,-.018800108,.17138216,-.10969699,.91264969,-.35470298,.31710276
sample_average,marshallian,2,2,.0403206692144486,-.089446887,.36116004,-.24766552,.80439323,-.79730755,.61841375
sample_average,marshallian,2,3,.0403206692144486,-.12321167,.40197831,-.30651322,.75921392,-.9110747,.66465133
sample_average,marshallian,2,4,.0403206692144486,.32647204,.25475836,1.2814969,.20001918,-.17284516,.82578921
sample_average,marshallian,2,5,.0403206692144486,-.21591242,.14208643,-1.519585,.12861529,-.49439672,.062571868
sample_average,marshallian,2,6,.0403206692144486,-.037818313,.21140973,-.17888634,.85802692,-.45217377,.37653714
sample_average,marshallian,3,1,.3494583993165136,-.091006331,.04334775,-2.0994477,.035777453,-.17596635,-.0060463054
sample_average,marshallian,3,2,.3494583993165136,-.054858401,.032619391,-1.6817728,.092612907,-.11879123,.0090744272
