margin,diagnostic,value,threshold,passed
latent,adding_up_max_abs_error,0,9.9999999e-09,1
latent,positive_fitted_share_rate,.875530872263966,1,0
latent,positive_expenditure_elasticities,.9430348258706468,1,0
latent,negative_hicksian_own_elasticities,.7384950248756219,1,0
latent,slutsky_symmetry_max_abs_error,6.76470414407e-10,.000099999997,1
latent,slutsky_max_eigenvalue,.0007883763084106,0,0
latent,adding_up_homogeneity_symmetry_imposed,1,1,1
