specification,model,estimator,order,gmm_steps,converged,parameter,coefficient,std_error,statistic,p_value,ci_low,ci_high
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,a1,.2692192392469597,.036599588,7.3557997,1.8978734e-13,.19748537,.34095311
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,a2,.0000635842597824,.03028688,.0020993995,.99832493,-.05929761,.059424777
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,a3,.2996224463308951,.042837482,6.9943991,2.6639864e-12,.21566252,.38358238
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,a4,.0623857565772415,.090754673,.68741101,.49182376,-.11549012,.24026164
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,a5,.2091083374360073,.03794891,5.5102592,3.5830539e-08,.13472985,.28348684
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,b1_1,-.0827197638010366,.033815023,-2.446243,.014435361,-.14899598,-.016443539
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,b2_1,-.0169274601906659,.011390705,-1.4860766,.13725884,-.039252833,.0053979107
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,b3_1,.0468353970136787,.027868615,1.6805785,.092844814,-.0077860872,.10145688
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,b4_1,.0249559678821068,.019278247,1.2945144,.1954878,-.012828701,.062740639
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,b5_1,-.019385463827303,.017022289,-1.1388283,.25477478,-.052748539,.01397761
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,g1_1,.1074929996392332,.018153219,5.9214292,3.1915555e-09,.071913347,.14307265
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,g1_2,.0107182776520868,.0084181707,1.2732311,.20293602,-.0057810345,.027217589
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,g1_3,-.0275462618691305,.016732389,-1.6462839,.099705338,-.060341142,.0052486188
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,g1_4,-.0210891394947228,.0096095111,-2.1946111,.028191505,-.039923433,-.0022548444
"""replacement_total_direct_prices_easi_or",easi,gmm,1,2,1,g1_5,-.0238113521444631,.0098385727,-2.4202039,.015511801,-.043094598,-.0045281048
