margin,elasticity_type,demand_good,shock_good,elasticity,aggregate_elasticity,trimmed_aggregate,trimmed_mean,std_dev,p10,p50,p90,negative_rate,near_zero_rate,min,max,n_valid,support_rate,min_share_floor
latent,expenditure,1,0,-1.157049608384428,.092400983,.1168175,.19512685,54.463619,-.53096354,.45190403,.67792213,.20093824,.029710712,-2737.6763,.78317517,2558,.82039768,0
latent,expenditure,2,0,.1343123962680098,.43845981,.45543221,.50269562,13.80684,.14463575,.6033017,.76780796,.071149334,.012118842,-693.26752,.858006,2558,.82039768,0
latent,expenditure,3,0,2.133622274459473,1.3617748,1.3650151,1.6391643,17.906929,1.2878623,1.4404212,2.2060635,0,0,1.2151542,898.31061,2558,.82039768,0
latent,expenditure,4,0,.3167447109044781,.64922941,.65940094,.68960369,16.840954,.4849779,.74078298,.83719128,.024237685,.0035183737,-850.54254,.92121655,2558,.82039768,0
latent,expenditure,5,0,.2785896913625444,.45136058,.46284625,.41874063,2.313967,-.016247272,.57785016,.73574024,.10125098,.016028147,-85.366524,.84185702,2558,.82039768,0
latent,expenditure,6,0,1.666589116674726,1.2982303,1.3014073,1.4804418,3.0925217,1.1963348,1.309881,1.8479229,0,0,1.1210662,126.65825,2558,.82039768,0
latent,marshallian,1,1,1.349854254265529,.04175875,.016674794,-.068954512,57.538937,-.56447804,-.33500573,.70049566,.75605941,.044956997,-.6609621,2892.6821,2558,.82039768,0
latent,hicksian,1,1,1.446664790132108,.10684474,.083067656,.027874099,57.532982,-.32428741,-.24213922,.65976584,.74550432,.054730259,-.32631737,2892.5747,2558,.82039768,0
latent,marshallian,2,1,-.4262265640695891,-.30106008,-.29202712,-.24225304,6.5917392,-.46570489,-.18086742,-.078870237,1,.0179828,-330.21176,-.013326891,2558,.82039768,0
latent,hicksian,2,1,-.3494241917652682,-.22327723,-.21287926,-.12201059,8.4393072,-.45190209,-.065415673,.16776307,.62001562,.18373729,-423.44681,.37157184,2558,.82039768,0
latent,marshallian,3,1,-.6238448816214596,-.1219412,-.12381891,-.30267617,11.767023,-.64814824,-.17984372,-.082665332,1,.0046911649,-589.69476,-.043231048,2558,.82039768,0
latent,hicksian,3,1,-.019418649210369,.04132748,.041147951,.077692419,3.6363287,-.01797461,.093270034,.16943265,.14229867,.25371385,-182.1927,.28269753,2558,.82039768,0
latent,marshallian,4,1,-.4437999356908341,-.23271824,-.22431241,-.18765707,11.539627,-.33604583,-.14600785,-.07903444,1,.012900704,-583.43158,-.031101244,2558,.82039768,0
latent,hicksian,4,1,-.3639279198991573,-.13373421,-.12533589,-.03804712,14.892567,-.28382745,-.001803015,.19156586,.50430024,.21383893,-752.8045,.37727612,2558,.82039768,0
latent,marshallian,5,1,-.3279645106869715,-.26476115,-.25827792,-.25606138,1.1405396,-.49525031,-.17588054,-.075075939,.99960905,.027365129,-42.163803,.0028537631,2558,.82039768,0
latent,hicksian,5,1,-.2358190450491953,-.18733664,-.18074429,-.14935446,1.4380296,-.5009917,-.071501173,.16776465,.63838935,.18686473,-53.661957,.34665954,2558,.82039768,0
latent,marshallian,6,1,-.3834105989832824,-.12953401,-.13147959,-.26189715,1.9828368,-.49014917,-.15947452,-.081418864,1,.0031274434,-79.114059,-.042226255,2558,.82039768,0
latent,hicksian,6,1,.0107869160437133,.031563859,.031320725,.063068792,.93534148,-.069029041,.079936638,.22988281,.23729476,.27638781,-38.878021,.37668595,2558,.82039768,0
latent,marshallian,1,2,-.2761566580626352,-.099278249,-.096402615,-.081816025,8.1839447,-.1835945,-.049476236,-.016073933,.98749024,.50586396,-412.03891,.044735841,2558,.82039768,0
latent,hicksian,1,2,-.284310497934105,-.085701406,-.082018808,-.059404545,9.147171,-.20835929,-.021922046,.055513561,.62001562,.50781858,-459.9122,.13359231,2558,.82039768,0
latent,marshallian,2,2,.3579095214577466,-.076558188,-.1019273,-.18587966,20.092115,-.60018653,-.34636876,.3907471,.79319781,.041438624,-.75583804,1008.0033,2558,.82039768,0
latent,hicksian,2,2,.4020845809552414,-.042443827,-.067928173,-.14203928,20.089502,-.51164538,-.30454004,.39635041,.78303361,.050820954,-.58512455,1007.9738,2558,.82039768,0
