evaluation,elasticity_type,demand_good,shock_good,reference_share,elasticity,std_error,z_value,p_value,ci_low,ci_high
sample_average,expenditure,1,0,.2065839392040844,.52108407,.13117512,3.9724309,.000071142837,.26398557,.77818257
sample_average,expenditure,2,0,.0539432274613278,.64533734,.20200501,3.1946599,.0013999564,.2494148,1.0412599
sample_average,expenditure,3,0,.3440944430624586,1.3775527,.10301372,13.372517,0,1.1756495,1.5794559
sample_average,expenditure,4,0,.0720006917609528,.82949704,.1743314,4.7581625,1.9536340e-06,.4878138,1.1711802
sample_average,expenditure,5,0,.1226467605577174,.68882406,.12953095,5.3178339,1.0500990e-07,.43494809,.94270009
sample_average,expenditure,6,0,.200730937953459,1.1922735,.13556643,8.794755,1.4336043e-18,.92656821,1.4579788
sample_average,marshallian,1,1,.2065839392040844,-.36733392,.063195974,-5.8126159,6.1504051e-09,-.49119577,-.2434721
sample_average,marshallian,1,2,.2065839392040844,-.051218588,.020129178,-2.5444949,.010943593,-.090671048,-.011766125
sample_average,marshallian,1,3,.2065839392040844,.043980703,.076827705,.57245886,.56701112,-.10659883,.19456024
sample_average,marshallian,1,4,.2065839392040844,-.042439286,.026421983,-1.6062113,.10822748,-.094225422,.0093468465
sample_average,marshallian,1,5,.2065839392040844,-.097036615,.030083988,-3.2255237,.001257424,-.15600015,-.038073085
sample_average,marshallian,1,6,.2065839392040844,-.0070363581,.054681245,-.12867956,.8976112,-.11420963,.10013691
sample_average,marshallian,2,1,.0539432274613278,-.22181824,.087974228,-2.5214002,.011688883,-.39424455,-.049391914
sample_average,marshallian,2,2,.0539432274613278,-.19208077,.29695842,-.64682716,.51774377,-.77410853,.389947
sample_average,marshallian,2,3,.0539432274613278,.076590195,.16138297,.47458661,.63508165,-.23971462,.39289501
sample_average,marshallian,2,4,.0539432274613278,.0039124903,.060694832,.064461671,.94860262,-.11504719,.12287217
sample_average,marshallian,2,5,.0539432274613278,-.1122084,.064619906,-1.7364371,.082486585,-.23886108,.014444291
sample_average,marshallian,2,6,.0539432274613278,-.19973263,.1550881,-1.2878658,.19779271,-.50369972,.10423443
sample_average,marshallian,3,1,.3440944430624586,-.15052797,.042182367,-3.5685046,.00035902462,-.2332039,-.06785205
sample_average,marshallian,3,2,.3440944430624586,-.027491117,.019053735,-1.4428203,.14907108,-.06483575,.0098535176
sample_average,marshallian,3,3,.3440944430624586,-.75265062,.071766421,-10.487504,9.8598714e-26,-.89331019,-.61199099
sample_average,marshallian,3,4,.3440944430624586,-.064571567,.019205837,-3.3620803,.00077357586,-.10221432,-.02692882
sample_average,marshallian,3,5,.3440944430624586,-.10438292,.026373852,-3.9578183,.000075637472,-.15607472,-.052691113
sample_average,marshallian,3,6,.3440944430624586,-.27792853,.047278702,-5.8785148,4.1396433e-09,-.3705931,-.18526399
sample_average,marshallian,4,1,.0720006917609528,-.1854797,.075865075,-2.4448631,.014490718,-.33417252,-.036786895
sample_average,marshallian,4,2,.0720006917609528,-.0070029139,.042785082,-.16367653,.86998582,-.090860136,.076854303
sample_average,marshallian,4,3,.0720006917609528,-.12000743,.10780253,-1.1132154,.26561591,-.3312965,.09128163
sample_average,marshallian,4,4,.0720006917609528,-.27341348,.078454211,-3.485007,.00049212406,-.42718089,-.11964604
sample_average,marshallian,4,5,.0720006917609528,-.033681784,.058557257,-.57519406,.5651601,-.14845189,.081088327
sample_average,marshallian,4,6,.0720006917609528,-.20991173,.10181233,-2.0617518,.039231379,-.40946025,-.010363247
sample_average,marshallian,5,1,.1226467605577174,-.19809908,.051403083,-3.8538365,.0001162812,-.29884726,-.097350888
sample_average,marshallian,5,2,.1226467605577174,-.051697981,.036079526,-1.4328897,.15188935,-.12241255,.01901659
