specification,model,estimator,order,gmm_steps,converged,parameter,coefficient,std_error,statistic,p_value,ci_low,ci_high
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,a1,.2081804409811234,.017746838,11.730565,8.8863247e-32,.17339727,.2429636
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,a2,.0756241348763082,.020957233,3.6084979,.00030797493,.034548711,.11669956
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,a3,.3170829837840783,.023774955,13.336849,0,.27048492,.36368105
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,a4,.079299523530629,.0075012376,10.571526,4.0387124e-26,.064597368,.094001681
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,a5,.1374393867067176,.012216859,11.249978,2.3165063e-29,.11349478,.16138399
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,b1_1,-.1125425343762259,.030943355,-3.6370502,.00027577815,-.1731904,-.051894676
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,b2_1,-.0275230998292316,.011417069,-2.4106975,.015922047,-.049900144,-.0051460559
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,b3_1,.1527247007457346,.042817861,3.5668459,.00036130394,.068803236,.23664616
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,b4_1,-.0184496851457331,.012781969,-1.4434149,.14890362,-.043501884,.0066025145
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,b5_1,-.0530689242310151,.018777367,-2.8262174,.0047101267,-.089871891,-.01626596
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g1_1,.1132805009434366,.012435856,9.1091843,8.3003891e-20,.088906668,.13765433
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g1_2,-.0181006431326818,.0047030929,-3.8486679,.00011876189,-.027318535,-.0088827498
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g1_3,-.0311053939053687,.013418487,-2.3181,.02044389,-.057405144,-.0048056426
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g1_4,-.0145433965881838,.0054903445,-2.6489041,.008075322,-.025304275,-.0037825189
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g1_5,-.0327826228592377,.0061014285,-5.372942,7.7462211e-08,-.044741202,-.020824043
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g2_2,.0425827875895414,.006413504,6.6395512,3.1463984e-11,.030012552,.055153023
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g2_3,.0036555113759354,.0094538573,.38666874,.69900143,-.01487371,.022184731
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g2_4,-.0015477456591322,.0031339431,-.49386528,.62140131,-.007690161,.0045946697
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g2_5,-.0128617366011553,.0047403388,-2.7132528,.0066626268,-.022152629,-.0035708437
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g3_3,.1382621245852245,.021061137,6.5647988,5.2103148e-11,.096983053,.1795412
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g3_4,-.0140742624398278,.0062770201,-2.2421885,.024949191,-.026376996,-.001771529
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g3_5,-.0199185001428755,.0087514715,-2.2760172,.022844983,-.037071072,-.0027659303
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g4_4,.0536297898104206,.006539586,8.2007923,2.3880736e-16,.040812436,.066447146
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g4_5,-.0055076854893549,.00423611,-1.3001752,.19354092,-.013810309,.0027949379
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,g5_5,.0811891027164394,.00779041,10.421673,1.9745005e-25,.065920182,.096458025
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,t1_1,.0200870783631705,.0060582864,3.3156369,.00091434544,.0082130553,.031961102
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,t1_2,-.0319655668046313,.024003753,-1.3316904,.18296196,-.079012059,.015080924
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,t1_3,.0140990168452582,.015013674,.93907833,.34769052,-.015327245,.043525279
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,t1_4,-.0248627034142862,.011910789,-2.0874102,.03685106,-.048207421,-.0015179864
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,t1_5,.0197145518369136,.014896919,1.3233979,.18570308,-.0094828736,.048911978
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,t1_6,.0161817686813696,.0084340619,1.9186209,.055032317,-.00034868941,.032712229
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,t1_7,-.0056947771808096,.0098563191,-.57777929,.56341314,-.025012808,.013623253
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,t1_8,.0121154325474115,.035578474,.34052703,.73345965,-.057617098,.081847966
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,t1_9,-.0208234563227956,.035277072,-.59028298,.55500096,-.089965247,.048318338
"""replacement_total_easi_order1_gmm_curva",easi,gmm,1,2,1,t1_10,.0314547352601235,.026389757,1.1919297,.23328882,-.020268239,.083177708
