draw,success,nll,message,elapsed_seconds,n_sampled_provinces,n_unique_sampled_provinces
1,True,-4542.342248394967,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32.066118001937866,31,20
2,True,-4730.660368291411,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45.21787214279175,31,17
3,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.3615798950195312,31,21
4,True,-4991.905773682621,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,62.08132243156433,31,19
5,False,-4446.00401716728,ABNORMAL: ,29.302165031433105,31,23
6,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.256917953491211,31,22
7,True,-4959.288607598938,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,269.2720067501068,31,19
8,True,-4673.178869012037,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39.054455041885376,31,22
9,True,-4620.185272257161,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22.158893823623657,31,19
10,False,-4555.3886966971695,ABNORMAL: ,155.66753602027893,31,19
11,True,-4522.015281118914,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.43931794166565,31,20
12,True,-4793.94326197262,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,266.179612159729,31,20
13,True,-4383.529412628092,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45.902761936187744,31,18
14,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.459536075592041,31,19
15,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.477992057800293,31,21
16,True,-4919.688527390503,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,94.41719198226927,31,19
17,False,-4458.246757667746,ABNORMAL: ,29.768005847930908,31,18
18,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.2090487480163574,31,19
19,False,-4728.9753661641425,ABNORMAL: ,33.018430948257446,31,21
20,True,-4389.930821778936,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,50.996171951293945,31,21
21,True,-4435.612628372084,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33.22036123275757,31,19
22,True,-4706.650194724826,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80.45683908462524,31,18
23,True,-4375.51518870272,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.24427318572998,31,22
24,True,-4462.803400181912,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24.455690145492554,31,17
25,True,-4866.5263895156595,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,114.53049683570862,31,20
26,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0470919609069824,31,18
27,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.092237949371338,31,19
28,True,-4238.509365539697,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,59.161672830581665,31,19
29,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0786800384521484,31,17
30,True,-5120.206649065749,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,108.93469285964966,31,18
31,False,-4542.132973968952,ABNORMAL: ,154.46194529533386,31,21
32,True,-5057.212990366418,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,274.36652302742004,31,18
33,True,-4814.0582286329745,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,65.45919394493103,31,20
34,True,-4497.575723747671,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39.72856402397156,31,20
35,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.357131004333496,31,17
36,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.29276704788208,31,20
37,True,-4580.297151922671,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34.31926727294922,31,19
38,True,-4726.770728528662,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,169.1650161743164,31,20
39,True,-4394.876447375409,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.99845910072327,31,22
40,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.25469708442688,31,20
41,False,-4212.217646725568,ABNORMAL: ,29.090553998947144,31,20
42,True,-4864.438154354226,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,302.65090894699097,31,21
43,True,-4893.247924729176,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,422.7336120605469,31,20
44,False,-4536.371937964904,ABNORMAL: ,210.05978798866272,31,22
45,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.9772951602935792,31,20
46,True,-4473.213782064289,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42.718098163604736,31,19
47,True,-4884.125194949976,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,259.4100489616394,31,21
48,True,-4829.04185020373,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,101.23505997657776,31,20
49,True,-4945.771650162818,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,274.60002517700195,31,18
50,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.3419249057769775,31,16
51,True,-4785.489327286692,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,108.68084764480592,31,19
52,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.2811970710754397,31,19
53,True,1000000000000.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.2451059818267822,31,20
