variant,model,group,group_label_cn,items,rmse_x,mae_x,mean_x,relative_rmse
robust_real_derived_cpi_nonfood,AIDADS_sat,grain,粮食/主粮,grain,0.07992329507179244,0.0532420324845306,0.4162108514051832,0.19202597626169707
robust_real_derived_cpi_nonfood,AIDADS_sat,oil,食用油,oil,0.03157884376888638,0.025111506979498984,0.1280012295893504,0.24670734703249847
robust_real_derived_cpi_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.010348745480673235,0.007534730982731035,0.05127216060514116,0.20183946528743607
robust_real_derived_cpi_nonfood,AIDADS_sat,pork,猪肉,pork,0.04272372224462973,0.034180609565206486,0.10369770792339729,0.41200257074332103
robust_real_derived_cpi_nonfood,AIDADS_sat,nonpork_meatsea,非猪肉肉类及水产品(牛羊禽水产),beef+mutton+poultry+aquatic,0.01732469618543651,0.013731678977046058,0.04043000641436388,0.4285108443436069
robust_real_derived_cpi_nonfood,AIDADS_sat,dairyegg,奶蛋类,milk+egg,0.009553628586595383,0.007745655164155709,0.029622519078042715,0.32251236167409136
robust_real_derived_cpi_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,3.6651221319303606,2.970355347851048,668.4662379433447,0.005482882939917446
robust_real_derived_cpi_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.07043791392020901,0.04835748615432459,0.4162108514051832,0.16923613039496985
robust_real_derived_cpi_nonfood,MAIDADS_sat,oil,食用油,oil,0.031243418452813598,0.025584759953668573,0.1280012295893504,0.2440868619234969
robust_real_derived_cpi_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.009492260125659456,0.007239171075394427,0.05127216060514116,0.1851347790619077
robust_real_derived_cpi_nonfood,MAIDADS_sat,pork,猪肉,pork,0.042115996626548365,0.03387123179010762,0.10369770792339729,0.4061420205898856
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonpork_meatsea,非猪肉肉类及水产品(牛羊禽水产),beef+mutton+poultry+aquatic,0.016038076415483205,0.012252890536178793,0.04043000641436388,0.3966874566160156
robust_real_derived_cpi_nonfood,MAIDADS_sat,dairyegg,奶蛋类,milk+egg,0.008341689390674546,0.0069114897687807065,0.029622519078042715,0.28159959552048053
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,3.5773994446134134,2.8853251165806997,668.4662379433447,0.005351653144996402
