Province,Year,q_daogu_coef,q_xiaomai_coef,q_doulei_coef,q_zaliang_coef,q_shucai_coef,q_zhurou_coef,q_niurou_coef,q_yangrou_coef,q_qinlei_coef,q_shuichanpin_coef,q_danlei_coef,q_nailei_coef,q_guaguo_coef,q_youliao_coef,q_tang_coef,pop,q_liangshi,q_shucai,q_zhurou,q_niurou,q_yangrou,q_qinlei,q_shuichanpin,q_danlei,q_nailei,q_guaguo,q_tang,q_niurou,q_yangrou,q_niuyangrou,稻谷占比,小麦占比,豆类占比,杂粮占比,户内消费量_daogu,户内外消费量_daogu,户内消费量_xiaomai,户内外消费量_xiaomai,户内消费量_doulei,户内外消费量_doulei,户内消费量_zaliang,户内外消费量_zaliang,户内消费量_shucai,户内外消费量_shucai,户内消费量_zhurou,户内外消费量_zhurou,户内消费量_niurou,户内外消费量_niurou,户内消费量_yangrou,户内外消费量_yangrou,户内消费量_qinlei,户内外消费量_qinlei,户内消费量_shuichanpin,户内外消费量_shuichanpin,户内消费量_danlei,户内外消费量_danlei,户内消费量_nailei,户内外消费量_nailei,户内消费量_guaguo,户内外消费量_guaguo,户内消费量_tang,户内外消费量_tang
11,2015,1.3562525777521175,1.2744171327708005,1.3841472831890764,1.22415850857283,1.2835854056451017,1.389914274949125,1.5806057079697793,1.8671488968916827,1.6351479079791111,1.340154504397243,1.2169533630769918,1.098152650482351,1.1036061479878836,1.0,1.2440357015927708,2188,90.8,100.6,14.2,3.3,3.0,6.0,9.6,13.7,26.9,68.9,0.8,3.3,3.0,6.3,0.25,0.25,0.25,0.25,22.7,30.786933514973065,22.7,28.92926891389717,22.7,31.420143328392033,22.7,27.78839814460324,100.6,129.1286918078972,14.2,19.736782704277573,3.3,5.215998836300272,3.0,5.601446690675048,6.0,9.810887447874666,9.6,12.865483242213532,13.7,16.672261074154786,26.9,29.54030629797524,68.9,76.03846359636519,0.8,0.9952285612742167
11,2016,1.334271348663193,1.219425960639004,1.3572836296324282,1.1882013977210226,1.2350460281896345,1.3480298865554692,1.4378048772126844,1.8624564170605336,1.668708571264884,1.464894159114254,1.1814634662989016,1.0676062142192346,1.0801191238175143,1.0,1.1378869703547534,2195,83.8,95.4,13.1,2.9,3.1,5.7,8.5,12.0,23.2,63.2,1.2,2.9,3.1,6.0,0.25,0.25,0.25,0.25,20.95,27.95298475449389,20.95,25.546973875387135,20.95,28.43509204079937,20.95,24.892819282255424,95.4,117.82339108929114,13.1,17.659191513876646,2.9,4.1696341439167846,3.1,5.773614892887654,5.7,9.511638856209839,8.5,12.451600352471159,12.0,14.17756159558682,23.2,24.768464169886244,63.2,68.2635286252669,1.2,1.365464364425704
11,2017,1.3350949749843013,1.2241343922758456,1.334195800514331,1.1766030615831595,1.236384871035745,1.3329654225577876,1.4323723946111664,1.8385933719874608,1.6893888573264682,1.4253175340939346,1.1674909351344904,1.0487930346085994,1.0741959768718858,1.0,1.113338629758388,2194,75.7,91.9,12.7,2.9,2.8,5.5,8.6,12.1,22.5,63.9,1.1,2.9,2.8,5.699999999999999,0.25,0.25,0.25,0.25,18.925,25.266672401577903,18.925,23.16674337382038,18.925,25.249655524733715,18.925,22.267212940461295,91.9,113.62376964818498,12.7,16.928660866483902,2.9,4.153879944372383,2.8,5.14806144156489,5.5,9.291638715295575,8.6,12.257730793207838,12.1,14.126640315127334,22.5,23.597843278693485,63.9,68.64112292211351,1.1,1.224672492734227
11,2018,1.366105547618307,1.2801518734865778,1.3543014196854788,1.197109877031848,1.2765332430024785,1.399889692415394,1.5135261141012772,1.909623401435187,1.6846808481154802,1.3648050933411515,1.181553245377286,1.0475588203854058,1.0840036092067724,1.0,1.142004843775313,2192,91.9,106.3,16.3,3.3,2.7,5.8,8.9,14.6,26.0,74.7,1.1,3.3,2.7,6.0,0.25,0.25,0.25,0.25,22.975,31.386274956530606,22.975,29.411489293354126,22.975,31.11507511727388,22.975,27.50359942480671,106.3,135.69548373116345,16.3,22.818201986370923,3.3,4.994636176534215,2.7,5.155983183875005,5.8,9.771148919069786,8.9,12.14676533073625,14.6,17.250677382508375,26.0,27.236529330020552,74.7,80.97506960774591,1.1,1.2562053281528445
11,2019,1.3763790891518244,1.2869798469083655,1.346861556745436,1.1888830765519731,1.2781455616648727,1.4188838432253756,1.4569783126051448,1.8630779178970331,1.7039209176375023,1.37704832994103,1.166394207940444,1.013917572469516,1.072928252548084,1.0,1.0911776202527037,2190,97.3,114.9,14.6,3.6,2.6,6.5,10.1,14.5,28.9,85.5,1.1,3.6,2.6,6.2,0.25,0.25,0.25,0.25,24.325,33.480421343618126,24.325,31.30578477604599,24.325,32.76240736783273,24.325,28.919580837126745,114.9,146.85892503529388,14.6,20.715704111090485,3.6,5.2451219253785215,2.6,4.844002586532286,6.5,11.075485964643764,10.1,13.908188132404403,14.5,16.912716015136436,28.9,29.30221784436901,85.5,91.73536559286119,1.1,1.2002953822779743
11,2020,1.345112422915796,1.239842468059521,1.3323026788809913,1.179686422755441,1.2446476832580462,1.361658141770024,1.4240327320450856,1.8621014893845376,1.7403550643763337,1.3961626451536504,1.1585164606379472,1.038748144121431,1.0705003830959976,1.0,1.0557134144668567,2189,107.2,122.7,15.3,3.9,3.1,7.9,9.5,16.9,30.1,81.9,1.2,3.9,3.1,7.0,0.25,0.25,0.25,0.25,26.8,36.049012934143335,26.8,33.22777814399517,26.8,35.70571179401057,26.8,31.615596129845823,122.7,152.71827073576227,15.3,20.833369569081366,3.9,5.553727654975834,3.1,5.7725146170920665,7.9,13.748805008573036,9.5,13.263545128959679,16.9,19.578928184781308,30.1,31.266319138055074,81.9,87.6739813755622,1.2,1.266856097360228
11,2021,1.3895284062429498,1.309492759754218,1.3467220899714685,1.185375856528481,1.3091608712249256,1.4656498365896165,1.533353458509737,1.7791564699029287,1.7810578648982505,1.3573617053363198,1.1900183029367262,1.0096156270624057,1.0758856768350886,1.0,1.0412929368762531,2189,109.9,119.0,18.5,4.0,3.4,7.6,10.0,16.2,29.8,77.2,1.1,4.0,3.4,7.4,0.25,0.25,0.25,0.25,27.475,38.17729296152505,27.475,35.978313574247146,27.475,37.001189421966096,27.475,32.56820165812002,119.0,155.79014367576616,18.5,27.114521976907906,4.0,6.133413834038948,3.4,6.049131997669957,7.6,13.536039773226703,10.0,13.573617053363199,16.2,19.278296507574964,29.8,30.08654568645969,77.2,83.05837425166885,1.1,1.1454222305638786
11,2022,1.3744367396948474,1.301733260699358,1.3316039187716988,1.1854864187345284,1.2880364702251443,1.4332457125771525,1.536764911978588,1.840438443682892,1.8373745671514687,1.3686034803700475,1.1682904280942064,1.0090887793623342,1.0670251312760457,1.0,1.005167646707982,2184,94.5,109.9,17.5,3.8,2.9,6.9,9.4,16.3,22.0,62.9,0.9,3.8,2.9,6.699999999999999,0.25,0.25,0.25,0.25,23.625,32.47106797529077,23.625,30.75344828402233,23.625,31.459142580981386,23.625,28.007116642603233,109.9,141.55520807774337,17.5,25.081799970100167,3.8,5.8397066655186345,2.9,5.337271486680387,6.9,12.677884513345134,9.4,12.864872715478448,16.3,19.043133977935565,22.0,22.199953145971353,62.9,67.11588075726327,0.9,0.9046508820371838
11,2023,1.375324808402186,1.268764150239948,1.3141737101120672,1.1545847787536565,1.2754822130414838,1.4416711586729578,1.4202296955141906,1.7326948081790985,1.830862640908695,1.3950884074028125,1.130211151470731,1.0,1.04542723849685,1.0,1.0,2186,91.5,112.0,18.2,3.8,3.4,7.3,10.2,17.4,20.7,70.6,0.9,3.8,3.4,7.199999999999999,0.25,0.25,0.25,0.25,22.875,31.460554992200006,22.875,29.02297993673881,22.875,30.061723618813538,22.875,26.411126813989892,112.0,142.8540078606462,18.2,26.23841508784783,3.8,5.3968728429539246,3.4,5.891162347808935,7.3,13.365297278633474,10.2,14.229901755508687,17.4,19.665674035590715,20.7,20.7,70.6,73.8071630378776,0.9,0.9
11,2024,1.3762169605954382,1.2610285777852273,1.3075536770489211,1.1432498022830904,1.2739665623202492,1.4477023920478094,1.4052873874965794,1.7249025134704548,1.8502991905307196,1.3999525372384083,1.1225325110053872,1.0,1.038376931977005,1.0,1.0,2183,86.3,103.9,15.68,4.09,3.26,6.9,9.1,15.6,17.1,65.2,0.8,4.09,3.26,7.35,0.25,0.25,0.25,0.25,21.575,29.69188092484658,21.575,27.206691565716277,21.575,28.210470582330473,21.575,24.665614484257674,103.9,132.3651258250739,15.68,22.69997350730965,4.09,5.74762541486101,3.26,5.623182193913682,6.9,12.767064414661967,9.1,12.739568088869515,15.6,17.51150717168404,17.1,17.1,65.2,67.70217596490073,0.8,0.8
