Province,Year,q_daogu_coef,q_xiaomai_coef,q_doulei_coef,q_zaliang_coef,q_shucai_coef,q_zhurou_coef,q_niurou_coef,q_yangrou_coef,q_qinlei_coef,q_shuichanpin_coef,q_danlei_coef,q_nailei_coef,q_guaguo_coef,q_youliao_coef,q_tang_coef,pop,q_liangshi,q_shucai,q_zhurou,q_niurou,q_yangrou,q_qinlei,q_shuichanpin,q_danlei,q_nailei,q_guaguo,q_tang,q_niurou,q_yangrou,q_niuyangrou,稻谷占比,小麦占比,豆类占比,杂粮占比,户内消费量_daogu,户内外消费量_daogu,户内消费量_xiaomai,户内外消费量_xiaomai,户内消费量_doulei,户内外消费量_doulei,户内消费量_zaliang,户内外消费量_zaliang,户内消费量_shucai,户内外消费量_shucai,户内消费量_zhurou,户内外消费量_zhurou,户内消费量_niurou,户内外消费量_niurou,户内消费量_yangrou,户内外消费量_yangrou,户内消费量_qinlei,户内外消费量_qinlei,户内消费量_shuichanpin,户内外消费量_shuichanpin,户内消费量_danlei,户内外消费量_danlei,户内消费量_nailei,户内外消费量_nailei,户内消费量_guaguo,户内外消费量_guaguo,户内消费量_tang,户内外消费量_tang
11,2015,1.4277634408117166,1.3815656802496938,1.5777406828727756,1.3755106377068482,1.3366585478421378,1.5192102741461142,1.3126423572931978,1.0160859909774551,1.409649768439007,1.2675733179603883,1.246372897087026,1.1480568588885611,1.0665600000660076,1.0,1.0002467933064458,2188,90.8,100.6,14.2,3.3,3.0,6.0,9.6,13.7,26.9,68.9,0.8,3.3,3.0,6.3,0.5816058835423126,0.29162940118088904,0.09518684852685293,0.03157786674994541,52.80981422564198,75.39992206743013,26.479949627224723,36.58378961971435,8.642965846238246,13.636358836290007,2.867270300895043,3.9439608000620474,100.6,134.46784991291906,14.2,21.57278589287482,3.3,4.331719779067552,3.0,3.0482579729323653,6.0,8.457898610634043,9.6,12.168703852419727,13.7,17.075308690092257,26.9,30.882729504102294,68.9,73.48598400454793,0.8,0.8001974346451567
11,2016,1.202620601062476,1.1724891427978783,1.4001588844372583,1.252610647025604,1.092693378831335,1.1899260887192422,1.290898063219035,1.0741299197845842,1.5710990611003437,1.3796478630064506,1.1320469400636295,1.0175010286215662,1.0378007134646805,1.0,1.0027145940036892,2195,83.8,95.4,13.1,2.9,3.1,5.7,8.5,12.0,23.2,63.2,1.2,2.9,3.1,6.0,0.5959732540653077,0.27626718661828076,0.09117355181245042,0.036586007503961404,49.94255869067278,60.06194995117489,23.151190238611928,27.144519197620706,7.640343641883344,10.697695030336684,3.0659074288319657,3.8403882881498146,95.4,104.24294834050937,13.1,15.588031762222073,2.9,3.7436043833352013,3.1,3.329802751332211,5.7,8.95526464827196,8.5,11.72700683555483,12.0,13.584563280763554,23.2,23.606023864020337,63.2,65.58900509096782,1.2,1.203257512804427
11,2017,1.1364621047559744,1.2005382737888743,1.30339258633301,1.191876783911971,1.071826508474378,1.181694520355336,1.278647378188963,1.01405253479306,1.4001413858341265,1.3294444976209676,1.1075953755928858,1.019913625990044,1.0364225037594172,1.0,1.0027145940036892,2194,75.7,91.9,12.7,2.9,2.8,5.5,8.6,12.1,22.5,63.9,1.1,2.9,2.8,5.699999999999999,0.5925185527453248,0.27528326222610444,0.09905834517831422,0.033139839850256606,44.85365444282109,50.97447853408562,20.838942950516106,25.01794859739744,7.498716729998386,9.773771792891209,2.5086858766644253,2.990044454524179,91.9,98.50085612879535,12.7,15.007520408512766,2.9,3.708077396747992,2.8,2.8393470974205677,5.5,7.700777622087696,8.6,11.433222679540322,12.1,13.401904044673918,22.5,22.94805658477599,63.9,66.22739799022676,1.1,1.1029860534040583
11,2018,1.4362925760679477,1.3774129516082212,1.4060843483094143,1.427343052983432,1.3090870435101414,1.3519009192755935,1.462370769390078,1.0302044054024604,1.4065936640115002,1.552258403625833,1.0442268048540455,1.0362642130653457,1.104518046605639,1.0,1.0004029839013102,2192,91.9,106.3,16.3,3.3,2.7,5.8,8.9,14.6,26.0,74.7,1.1,3.3,2.7,6.0,0.5815652544327937,0.2737293249393091,0.1162819613002864,0.0284234593276108,53.44584688237374,76.76387309881767,25.15572496192251,34.64982136964629,10.686312243496321,15.02585638672744,2.612115912207433,3.7283855008767595,106.3,139.15595272512803,16.3,22.035984984192176,3.3,4.825823538987257,2.7,2.7815518945866433,5.8,8.1582432512667,8.9,13.815099792269914,14.6,15.245711350869064,26.0,26.942869539698986,74.7,82.50749808144124,1.1,1.1004432822914414
11,2019,1.2643239465857958,1.3451228757471558,1.2480036539642376,1.3275543499698312,1.2190237993025237,1.23311661537482,1.317919701197643,1.0296310901378225,1.4792763733561316,1.3259920559039309,1.0599138074090697,1.0189962391332832,1.0285208361255738,1.0000187577157529,1.00133195874765,2190,97.3,114.9,14.6,3.6,2.6,6.5,10.1,14.5,28.9,85.5,1.1,3.6,2.6,6.2,0.5775331964248454,0.2625865121855202,0.1146105903210833,0.0452697010685511,56.19398001213745,71.04739458330896,25.549667635651115,34.36744240445106,11.151610438241404,13.917250574511005,4.404741913970022,5.847534288385343,114.9,140.06583453986,14.6,18.003502584472372,3.6,4.744510924311514,2.6,2.6770408343583387,6.5,9.615296426814856,10.1,13.392519764629702,14.5,15.36875020743151,28.9,29.448991310951882,85.5,87.93853148873656,1.1,1.101465154622415
11,2020,1.3831177871926872,1.237810310614451,1.3676579587700068,1.2274787316206754,1.2533971240584982,1.3021105799252048,1.3657076924815854,1.0556780417413132,1.624412078720283,1.5139381888159311,1.069929937694294,1.0139082099297685,1.1389674381550623,1.0,1.045537948253272,2189,107.2,122.7,15.3,3.9,3.1,7.9,9.5,16.9,30.1,81.9,1.2,3.9,3.1,7.0,0.619607087872916,0.26158662358116436,0.10670901165452042,0.012097276891399302,66.4218798199766,91.86928343778463,28.04208604790082,34.71078324122927,11.43920604936459,15.644921195423489,1.2968280827580052,1.5918288901538686,122.7,153.79182712197775,15.3,19.922291872855634,3.9,5.326260000678183,3.1,3.272601929398071,7.9,12.832855421890235,9.5,14.382412793751346,16.9,18.081815947033565,30.1,30.518637118886033,81.9,93.28143318489961,1.2,1.2546455379039265
11,2021,1.2700459030190083,1.3334676964306382,1.3176962376969652,1.2076393244777957,1.1838812946167354,1.4234643937627829,1.330779473779265,1.0101458698579846,1.4745220903354532,1.1662857934281952,1.178617294020189,1.0275018351591203,1.039909911593759,1.0,1.0017544117591786,2189,109.9,119.0,18.5,4.0,3.4,7.6,10.0,16.2,29.8,77.2,1.1,4.0,3.4,7.4,0.6306194592837915,0.2657114343270018,0.07544451188887911,0.028224594500327608,69.30507857528869,88.02063110295585,29.2016866325375,38.93950580577914,8.291351856587815,10.92548314684751,3.1018829355860045,3.7459558129402843,119.0,140.88187405939152,18.5,26.334091284611482,4.0,5.32311789511706,3.4,3.4344959575171474,7.6,11.206367886549444,10.0,11.662857934281952,16.2,19.093600163127064,29.8,30.619554687741786,77.2,80.28104517503819,1.1,1.1019298529350965
11,2022,1.2625197548370592,1.3484851138669318,1.281410234621889,1.3293151557788334,1.2190237993025237,1.24647366195163,1.318214378492404,1.0296310901378225,1.477884408250101,1.3238231785708343,1.1802129869687803,1.0179069376740852,1.0287721227843352,1.0000187577157529,1.0096587450370005,2184,94.5,109.9,17.5,3.8,2.9,6.9,9.4,16.3,22.0,62.9,0.9,3.8,2.9,6.699999999999999,0.5684109947687652,0.26734866537061064,0.11867705607580423,0.04556328378481991,53.714839005648315,67.81604537252322,25.264448877522707,34.06873322139148,11.2149817991635,14.370992458546315,4.305730317665481,5.7236725679691345,109.9,133.97071554334735,17.5,21.813289084153524,3.8,5.0092146382711356,2.9,2.9859301613996854,6.9,10.197402416925698,9.4,12.443937878565842,16.3,19.23747168759112,22.0,22.393952628829876,62.9,64.70976652313468,0.9,0.9086928705333005
11,2023,1.24020077282919,1.2134286875217122,1.2445615462236528,1.2041234467124675,1.1342039069401089,1.2253911426445294,1.2782347675596866,1.0415965592515135,1.4515804010599285,1.3194613733533835,1.1098946887226586,1.0045214087611498,1.0471929949935044,1.0,1.0,2186,91.5,112.0,18.2,3.8,3.4,7.3,10.2,17.4,20.7,70.6,0.9,3.8,3.4,7.199999999999999,0.6066839635891421,0.24818623313711818,0.11864381750562134,0.02648598576811851,55.511582668406504,68.84550772632922,22.709040332046314,27.555801004992585,10.855909301764353,13.510847266267577,2.4234676977828435,2.918154277250606,112.0,127.03083757729219,18.2,22.302118796130433,3.8,4.857292116726809,3.4,3.541428301455146,7.3,10.596536927737478,10.2,13.45850600820451,17.4,19.312167583774258,20.7,20.7935931613558,70.6,73.93182544654141,0.9,0.9
11,2024,1.1902186447152932,1.1965778872928967,1.217624628433462,1.3172107708312206,1.0981108313357977,1.2031563672665049,1.2621027492975447,1.0216897508110014,1.3506745254535064,1.3037102664689646,1.1030777242365364,1.0009142327149734,1.0573418493263822,1.0,1.0,2183,86.3,103.9,15.68,4.09,3.26,6.9,9.1,15.6,17.1,65.2,0.8,4.09,3.26,7.35,0.5947916427146995,0.26338419351787407,0.12653079390195213,0.015293369865474303,51.330518766278566,61.094540478533,22.730055900592532,27.198282267580453,10.919607513738468,13.295983041555042,1.3198178193904322,1.7384782472360518,103.9,114.09371537578939,15.68,18.865491838738794,4.09,5.162000244626958,3.26,3.3307085876438647,6.9,9.319654225629195,9.1,11.863763424867578,15.6,17.208012498089968,17.1,17.115633379426047,65.2,68.93868857608012,0.8,0.8
