scenario,base_ssp,diet_pathway,year,commodity,world_price_index_2023,global_supply_mt,global_demand_mt,relative_market_residual
SSP1__BASELINE,SSP1,BASELINE,2023,RIC,1.0,771.5325638295388,771.5325638295395,-8.841117774004965e-16
SSP1__BASELINE,SSP1,BASELINE,2023,WHE,1.0,831.4844953097644,831.4844953097647,-4.1018264933225e-16
SSP1__BASELINE,SSP1,BASELINE,2023,CRN,1.0,1219.2035935815486,1219.2035935815495,-7.459744267166929e-16
SSP1__BASELINE,SSP1,BASELINE,2023,OCG,1.0,281.4182024255117,281.41820242551165,2.0198913350622313e-16
SSP1__BASELINE,SSP1,BASELINE,2023,SBS,1.0,378.3692442152713,378.36924421527164,-9.013959733228294e-16
SSP1__BASELINE,SSP1,BASELINE,2023,SBO,1.0,58.65005469071216,58.65005469071218,-3.6344863078497095e-16
SSP1__BASELINE,SSP1,BASELINE,2023,SBM,1.0,245.01147107480955,245.0114710748094,5.800077299590186e-16
SSP1__BASELINE,SSP1,BASELINE,2023,NBS,1.0,57.935734235560375,57.93573423556033,7.358595641899808e-16
SSP1__BASELINE,SSP1,BASELINE,2023,NBO,1.0,21.98720860859118,21.987208608591175,3.2316186579612747e-16
SSP1__BASELINE,SSP1,BASELINE,2023,NBM,1.0,22.53347466097854,22.53347466097853,4.729914581197866e-16
SSP1__BASELINE,SSP1,BASELINE,2023,RBS,1.0,91.49262500141536,91.49262500141526,1.0872568472581824e-15
SSP1__BASELINE,SSP1,BASELINE,2023,RBO,1.0,29.533754694608252,29.533754694608238,4.81173317180574e-16
SSP1__BASELINE,SSP1,BASELINE,2023,RBM,1.0,40.262226128199266,40.26222612819927,-1.764787504540001e-16
SSP1__BASELINE,SSP1,BASELINE,2023,DDG,1.0,67.68985113944971,67.6898511394497,2.0994069976495935e-16
SSP1__BASELINE,SSP1,BASELINE,2023,ETH,1.0,90.25313485259959,90.25313485259959,0.0
SSP1__BASELINE,SSP1,BASELINE,2023,BDI,1.0,66.02492991481817,66.02492991481816,2.152346808021771e-16
SSP1__BASELINE,SSP1,BASELINE,2023,OTO,1.0,123.18864704984503,123.18864704984507,-3.4607543119095916e-16
SSP1__BASELINE,SSP1,BASELINE,2023,CTN,1.0,24.161534545508605,24.161534545508584,8.822404070674185e-16
SSP1__BASELINE,SSP1,BASELINE,2023,SUG,1.0,172.45365937713026,172.4536593771305,-1.318462456896897e-15
SSP1__BASELINE,SSP1,BASELINE,2023,SCA,1.0,1965.3122410188712,1965.3122410188685,1.3883209234499371e-15
SSP1__BASELINE,SSP1,BASELINE,2023,SBE,1.0,279.6297010165831,279.629701016583,4.065620973319782e-16
SSP1__BASELINE,SSP1,BASELINE,2023,BFV,1.0,74.11789665124488,74.1178966512449,-3.8346621685906446e-16
SSP1__BASELINE,SSP1,BASELINE,2023,PRK,1.0,121.9383438110552,121.93834381105516,3.496239395514969e-16
SSP1__BASELINE,SSP1,BASELINE,2023,PLM,1.0,138.41119503695506,138.41119503695504,2.053425622314406e-16
SSP1__BASELINE,SSP1,BASELINE,2023,MLK,1.0,935.1101038591286,935.1101038591289,-3.647276526660519e-16
SSP1__BASELINE,SSP1,BASELINE,2023,BUT,1.0,12.598079772593788,12.598079772593776,9.870153309278216e-16
SSP1__BASELINE,SSP1,BASELINE,2023,CHE,1.0,26.662306631280874,26.66230663128087,1.3324854926964083e-16
SSP1__BASELINE,SSP1,BASELINE,2023,NDM,1.0,5.079783738394542,5.079783738394542,0.0
SSP1__BASELINE,SSP1,BASELINE,2023,FMK,1.0,419.28869839252826,419.2886983925284,-2.7114214658651506e-16
SSP1__BASELINE,SSP1,BASELINE,2023,WDM,1.0,4.447330394484989,4.447330394484982,1.5976837174976353e-15
SSP1__BASELINE,SSP1,BASELINE,2023,ODA,1.0,3.2600002318067203,3.260000231806718,6.811183715835881e-16
SSP1__BASELINE,SSP1,BASELINE,2050,RIC,0.8228045694294474,1070.3712903982598,1070.3712903982596,2.1242505052488067e-16
SSP1__BASELINE,SSP1,BASELINE,2050,WHE,0.8756536402841597,1110.9661747621276,1110.9661747621274,2.0466300469671432e-16
SSP1__BASELINE,SSP1,BASELINE,2050,CRN,0.9614643958362007,1545.1774402691224,1545.1774402691221,1.4715052751717016e-16
SSP1__BASELINE,SSP1,BASELINE,2050,OCG,0.9808144424356428,372.71426883932105,372.71426883932116,-3.0502410888547697e-16
SSP1__BASELINE,SSP1,BASELINE,2050,SBS,0.9512788543231949,444.7594963358712,444.7594963358712,0.0
SSP1__BASELINE,SSP1,BASELINE,2050,SBO,1.0330637961608666,68.68515942891959,68.68515942891962,-4.137969492495224e-16
SSP1__BASELINE,SSP1,BASELINE,2050,SBM,1.0701893338614443,286.9332695669658,286.9332695669657,3.9621350947971295e-16
SSP1__BASELINE,SSP1,BASELINE,2050,NBS,0.8196968247475452,71.60081095802033,71.60081095802036,-3.969467531180295e-16
SSP1__BASELINE,SSP1,BASELINE,2050,NBO,1.0795866741627547,27.436503112038192,27.436503112038174,6.474428727839031e-16
SSP1__BASELINE,SSP1,BASELINE,2050,NBM,0.843778572371921,28.118155363268947,28.118155363268933,5.0539783039131355e-16
SSP1__BASELINE,SSP1,BASELINE,2050,RBS,0.6462419991516387,111.37924098134657,111.37924098134665,-7.655387802965176e-16
SSP1__BASELINE,SSP1,BASELINE,2050,RBO,0.6105737216718994,36.55559451465269,36.55559451465269,0.0
SSP1__BASELINE,SSP1,BASELINE,2050,RBM,0.8704578727211183,49.83482892097036,49.83482892097037,-1.4257954750620316e-16
SSP1__BASELINE,SSP1,BASELINE,2050,DDG,1.2435980980709926,72.36037000817485,72.36037000817484,1.9639002279281523e-16
SSP1__BASELINE,SSP1,BASELINE,2050,ETH,1.2954671903240746,96.48049334423315,96.48049334423317,-1.472925170946114e-16
SSP1__BASELINE,SSP1,BASELINE,2050,BDI,1.1791460351848815,69.42359294590528,69.42359294590523,8.187910830990883e-16
SSP1__BASELINE,SSP1,BASELINE,2050,OTO,1.1219026364202935,156.5823736142546,156.58237361425458,1.8151282787692149e-16
SSP1__BASELINE,SSP1,BASELINE,2050,CTN,0.6385107823823386,28.413032342293267,28.413032342293267,0.0
SSP1__BASELINE,SSP1,BASELINE,2050,SUG,1.2205382459862824,236.701925332197,236.70192533219708,-3.6022152406047178e-16
SSP1__BASELINE,SSP1,BASELINE,2050,SCA,0.8816488053512012,2584.5463507409227,2584.5463507409227,0.0
SSP1__BASELINE,SSP1,BASELINE,2050,SBE,0.8897878568782728,375.31626064584935,375.316260645849,9.087283150960379e-16
SSP1__BASELINE,SSP1,BASELINE,2050,BFV,1.1556966106383249,107.55176920838669,107.55176920838676,-6.606518339864677e-16
SSP1__BASELINE,SSP1,BASELINE,2050,PRK,0.862488288165084,169.29392894525216,169.29392894525216,0.0
SSP1__BASELINE,SSP1,BASELINE,2050,PLM,1.0496392633947764,197.74800150018535,197.74800150018535,0.0
SSP1__BASELINE,SSP1,BASELINE,2050,MLK,1.3956331385020806,1392.9302637018263,1392.9302637018252,8.161703473904282e-16
