response_variant,demand_model_form,scenario,base_ssp,diet_pathway,year,commodity,world_price_index_2023,global_supply_mt,global_demand_mt,relative_market_residual
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,BDI,1.1743316820757528,69.59238484847472,69.59238484847471,2.042012893529035e-16
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,OTO,1.1575698156225322,157.6688169398271,157.66881693982714,-1.802620834102592e-16
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,CTN,0.7094627107464548,28.76372432823801,28.763724328238016,-2.4702737644531794e-16
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,SUG,1.2963675745902163,235.5904595402979,235.59045954029787,1.2064032425533112e-16
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,SCA,0.938284064367245,2582.080521966468,2582.080521966469,-3.522332839877017e-16
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,SBE,0.9444782336003185,374.0114725621908,374.01147256219093,-3.0396617767577195e-16
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,BFV,1.1578380621176572,104.62451808995702,104.62451808995705,-2.716543879893122e-16
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,PRK,0.8695580194531035,162.45640942044275,162.45640942044278,-1.7494975748754636e-16
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,PLM,1.0555400237224448,191.33563155861447,191.33563155861458,-5.94174941674618e-16
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,MLK,1.461794190092768,1353.0515434764866,1353.0515434764884,-1.3443607616545057e-15
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,BUT,1.866261790138328,18.409547707924045,18.40954770792404,1.9298212727254033e-16
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,CHE,1.0979063041027217,32.772808073980336,32.77280807398034,-2.1680862200033106e-16
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,NDM,1.960727830092644,6.767880276913628,6.767880276913639,-1.574812289862483e-15
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,FMK,1.715203691846863,649.7794325823675,649.779432582368,-8.748109898600457e-16
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,WDM,1.4972406353305454,6.314055578882986,6.314055578882981,7.033343376566002e-16
V2_CENTRAL,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,ODA,2.8519924081952395,4.007131243205584,4.007131243205587,-6.649483376962782e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,RIC,0.9226951959235441,1049.80724104251,1049.8072410425104,-4.3317223687167326e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,WHE,0.9426051225553871,1084.2013271781238,1084.2013271781236,2.0971536350635435e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,CRN,1.0248722597671167,1504.9090389402832,1504.9090389402838,-4.532639572754692e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,OCG,1.0159389330030455,368.0984026980387,368.09840269803874,-1.544245192159615e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,SBS,0.9709588439801295,439.5662860518182,439.56628605181817,1.2931705789216744e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,SBO,1.128194783812023,67.82815075207466,67.82815075207465,2.0951263682752452e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,SBM,1.0672980201945197,283.3531031418029,283.353103141803,-4.0121966712579777e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,NBS,0.858004350102007,70.43843017501574,70.43843017501575,-2.0174860058483444e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,NBO,1.1799234973150907,26.98290355553298,26.98290355553298,0.0
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,NBM,0.8314531997660892,27.653286252564847,27.653286252564854,-2.5694694267817703e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,RBS,0.6811232703007476,109.11683289278763,109.11683289278758,3.9070565938707636e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,RBO,0.6710180280489844,35.79910463649268,35.79910463649267,1.9848058854404737e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,RBM,0.8726417219022666,48.80353551269493,48.80353551269491,4.367774147686113e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,DDG,1.1999606853079647,72.57969456866859,72.57969456866861,-3.9159312531294615e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,ETH,1.3255295440122745,96.77292609155812,96.77292609155813,-1.4684742199235485e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,BDI,1.1743316820757528,69.59238484847472,69.59238484847471,2.042012893529035e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,OTO,1.1610788857002428,157.9171964715693,157.91719647156933,-1.7997855879819218e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,CTN,0.7094627107464548,28.76372432823801,28.763724328238016,-2.4702737644531794e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,SUG,1.296367574590216,235.59045954029767,235.59045954029781,-6.032016212766558e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,SCA,0.9382840643672459,2582.08052196647,2582.080521966467,1.0566998519631046e-15
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,SBE,0.9444782336003189,374.0114725621909,374.01147256219065,6.07932355351544e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,BFV,1.1708818626775293,105.26216264934229,105.26216264934237,-8.100263774292188e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,PRK,0.9373554373383652,167.57140631013175,167.57140631013172,1.6960954172457504e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,PLM,1.073394043709091,192.8769252303896,192.87692523038953,2.9471342304378355e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,MLK,1.501819076762552,1361.5009581120735,1361.500958112074,-3.3400442957971897e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,BUT,1.872135017114221,18.457408457575312,18.457408457575315,-1.9248171740721224e-16
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,CHE,1.1181513988450842,32.77618937764889,32.77618937764889,0.0
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,NDM,2.0567943514501046,6.79725030230469,6.79725030230469,0.0
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,FMK,1.7711471435965014,657.7263724565557,657.7263724565564,-1.0370893655701042e-15
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,WDM,1.5555616199178275,6.375518140119239,6.375518140119239,0.0
V2_CENTRAL,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,ODA,2.849060777254432,4.007544675205139,4.007544675205137,4.432531595694119e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,RIC,0.8618376682990668,1027.3098600522965,1027.3098600522967,-2.2132920580715275e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,WHE,0.9190996213862203,1072.6294778706338,1072.6294778706335,2.1197783590155522e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,CRN,1.0248722597671145,1504.9090389402816,1504.9090389402827,-7.554399287924492e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,OCG,1.0159389330030437,368.09840269803846,368.09840269803846,0.0
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,SBS,0.9648962236121816,438.2529537308629,438.25295373086294,-1.2970458813089102e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,SBO,1.0042765778877185,67.57606723638142,67.57606723638148,-8.411767832237027e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,SBM,1.0856107127849053,282.3000205259483,282.30002052594807,8.054327272793537e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,NBS,0.8526171950452172,70.29066286135613,70.29066286135617,-6.065181691300311e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,NBO,1.1554777109474046,26.916589835548084,26.916589835548088,-1.3198973943231538e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,NBM,0.8354059933535366,27.58532498674182,27.585324986741817,1.287899881733502e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,RBS,0.6680344749794211,108.4460508548689,108.44605085486894,-3.931223295780523e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,RBO,0.6167583172881136,35.50533534175572,35.5053353417557,4.002456131850545e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,RBM,0.8891059246122391,48.403051189027806,48.403051189027835,-5.871883844555389e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,DDG,1.1999606853079656,72.57969456866857,72.57969456866859,-1.9579656265647317e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,ETH,1.3255295440122725,96.7729260915581,96.77292609155813,-2.936948439847097e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,BDI,1.1743316820757528,69.59238484847472,69.59238484847471,2.042012893529035e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,OTO,1.1421462875719934,156.5728033551613,156.57280335516123,5.445717676638976e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,CTN,0.7094627107464548,28.76372432823801,28.763724328238016,-2.4702737644531794e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,SUG,1.296367574590214,235.59045954029764,235.59045954029764,0.0
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,SCA,0.9382840643672447,2582.080521966467,2582.080521966467,0.0
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,SBE,0.9444782336003175,374.01147256219065,374.01147256219065,0.0
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,BFV,1.0696975334648895,100.22687092847134,100.22687092847139,-4.2536062186388585e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,PRK,0.6178408261549082,141.07820204980175,141.07820204980175,0.0
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,PLM,1.1063992572519448,195.691439819604,195.69143981960406,-2.9047473365829635e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,MLK,1.5802536007236858,1377.5692711617987,1377.5692711617987,0.0
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,BUT,1.8799411121723397,18.553827108436348,18.55382710843635,-1.914814478995062e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,CHE,1.1574983880509377,32.7819231671107,32.78192316711068,4.334966756758007e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,NDM,2.251421843051581,6.85102210024252,6.851022100242522,-3.8892521730532043e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,FMK,1.8813057933010484,672.6529772794361,672.6529772794346,2.1971639765255087e-15
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,WDM,1.6713940280624666,6.48960059103142,6.489600591031422,-4.10585400707517e-16
V2_CENTRAL,independent_product_own_price,SSP2__MTS,SSP2,MTS,2050,ODA,2.8440971294366286,4.0082457456426335,4.008245745642635,-4.4317563146703973e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,RIC,0.8118526519606071,1008.0071971927588,1008.0071971927586,2.2556751189520715e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,WHE,0.8993151529910619,1062.7572446315032,1062.7572446315035,-2.139469541062228e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,CRN,1.024872259767116,1504.9090389402827,1504.9090389402827,0.0
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,OCG,1.0159389330030442,368.0984026980385,368.0984026980386,-3.088490384319231e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,SBS,0.9604128425318446,437.27895766834007,437.27895766834035,-6.499674620053592e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,SBO,0.9210011628647934,67.38909819712555,67.38909819712555,0.0
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,SBM,1.099441240452066,281.5189545986429,281.51895459864295,-2.019168440783988e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,NBS,0.8486709766038876,70.18202466096716,70.18202466096716,0.0
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,NBO,1.1377942026018506,26.867832573686314,26.867832573686314,0.0
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,NBM,0.8383305510271506,27.53535636433691,27.535356364336906,1.2902370435277478e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,RBS,0.6584497816530931,107.94914767747213,107.94914767747215,-2.632879466109515e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,RBO,0.5791794949209788,35.287625388122116,35.28762538812213,-4.02714961942024e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,RBM,0.9015986537218789,48.10625562496241,48.10625562496244,-5.908110922616875e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,DDG,1.1999606853079647,72.57969456866859,72.57969456866861,-3.9159312531294615e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,ETH,1.3255295440122745,96.77292609155812,96.77292609155813,-1.4684742199235485e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,BDI,1.1743316820757528,69.59238484847472,69.59238484847471,2.042012893529035e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,OTO,1.1283161751789048,155.5839730455667,155.5839730455666,5.480328508273791e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,CTN,0.7094627107464548,28.76372432823801,28.763724328238016,-2.4702737644531794e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,SUG,1.2963675745902161,235.5904595402978,235.5904595402978,0.0
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,SCA,0.9382840643672457,2582.0805219664694,2582.0805219664676,7.044665679754032e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,SBE,0.9444782336003184,374.0114725621908,374.01147256219093,-3.0396617767577195e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,BFV,1.0180800949667266,97.57454422673291,97.57454422673283,8.738460319433557e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,PRK,0.4675187159660051,125.7422040974756,125.74220409747564,-3.3904737436093573e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,PLM,1.1439423467186147,198.84029541861932,198.84029541861938,-2.858747455647021e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,MLK,1.688937542210406,1398.8508860353047,1398.850886035306,-9.75259097505379e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,BUT,1.8836720382589172,18.692152467994973,18.692152467994973,0.0
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,CHE,1.211330213256226,32.78822116372427,32.788221163724245,8.668268183407516e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,NDM,2.535051490789241,6.918166675215229,6.918166675215228,1.2838349542546884e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,FMK,2.035053222158882,692.0526167628567,692.052616762856,9.85649081886842e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,WDM,1.835219360772568,6.635178869675402,6.6351788696754,2.6771800343148114e-16
V2_CENTRAL,independent_product_own_price,SSP2__CGS,SSP2,CGS,2050,ODA,2.838656078912393,4.009015801688577,4.009015801688578,-4.4309050581742716e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,RIC,0.9510968306917496,1059.768638904255,1059.7686389042556,-4.291005925186168e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,WHE,0.9528035729251109,1088.2841227500353,1088.284122750036,-6.267857924877308e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,CRN,1.0383096873776647,1507.5876912460503,1507.5876912460508,-3.016390711644817e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,OCG,1.0261819729313926,369.2289627433493,369.2289627433493,0.0
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,SBS,0.9817565856678954,439.75007846575846,439.7500784657586,-2.585260203210363e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,SBO,1.0919441848694975,67.87631719458498,67.87631719458494,6.280918869447315e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,SBM,1.1058958680283848,283.55431916791116,283.55431916791116,0.0
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,NBS,0.8312237625735492,70.39789915590598,70.39789915590603,-8.07459022817148e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,NBO,1.1799741989605208,26.954804304383824,26.95480430438383,-2.6360522886250007e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,NBM,0.8034674020166253,27.624488883374735,27.624488883374728,2.57214799071894e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,RBS,0.6238719155374527,110.01516457443566,110.01516457443566,0.0
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,RBO,0.6147516090155657,36.090581564016645,36.09058156401665,-1.9687760766607644e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,RBM,0.8277276535765145,49.200894740753576,49.20089474075358,-1.4441662890564278e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,DDG,1.3152954030194226,72.24327374014821,72.24327374014823,-1.9670834362126246e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,ETH,1.3943288291050409,96.32436498686427,96.32436498686425,1.475312577159469e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,BDI,1.2282027212915947,69.30593986374123,69.30593986374126,-4.1009052739609945e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,OTO,1.2740087581782447,155.58202804653808,155.582028046538,5.480397020259133e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,CTN,0.7025490981541227,28.793097455128205,28.793097455128212,-2.4677537276683253e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,SUG,1.6481546220095844,231.29630959741547,231.2963095974155,-1.2288008174394838e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,SCA,0.906741629033943,2550.361803693545,2550.3618036935463,-5.349209867727932e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,SBE,0.9092983189356516,368.90925769653967,368.90925769653967,0.0
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,BFV,1.1578380621176583,104.62451808995709,104.62451808995704,5.433087759786242e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,PRK,0.8695580194531028,162.45640942044272,162.4564094204428,-5.24849272462639e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,PLM,1.0555400237224457,191.33563155861458,191.33563155861455,1.485437354186545e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,MLK,1.4471500592055238,1349.915672828795,1349.9156728287958,-5.053063980658047e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,BUT,1.919455752844377,18.318915835316538,18.318915835316528,5.818106885918414e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,CHE,1.0631638915890318,32.937775665187736,32.93777566518776,-6.471682328971711e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,NDM,1.9768152800737047,6.759953411872386,6.759953411872386,0.0
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,FMK,1.763574683015236,647.7222296969425,647.7222296969426,-1.7551788792984306e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,WDM,1.5162171669608546,6.300040653424887,6.300040653424883,5.639191672309513e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__BASELINE,SSP2,BASELINE,2050,ODA,2.712775064647445,4.027301830582514,4.0273018305825135,2.2053932311590809e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,RIC,0.9206505561428325,1049.9945582823213,1049.9945582823211,2.1654747984141083e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,WHE,0.9432962423064174,1084.2816731118078,1084.2816731118075,2.096998234699352e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,CRN,1.0383096873776607,1507.5876912460483,1507.5876912460483,0.0
V2_LOW_RESPONSE,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,OCG,1.026181972931389,369.2289627433487,369.2289627433487,0.0
V2_LOW_RESPONSE,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,SBS,0.9828920186384217,439.9467368698997,439.9467368698994,7.752313736690037e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,SBO,1.1166608960056783,67.91433831487834,67.91433831487836,-4.1849350425280533e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,SBM,1.1021297071394478,283.7131529603792,283.71315296037926,-2.0035524707853865e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,NBS,0.8322928425769579,70.42175700720341,70.42175700720334,1.0089818345307957e-15
V2_LOW_RESPONSE,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,NBO,1.1849685204603613,26.9656007146853,26.9656007146853,0.0
V2_LOW_RESPONSE,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,NBM,0.8026678081008447,27.63555352747252,27.635553527472528,-2.571118161442828e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,RBS,0.6264196762551831,110.11875951455097,110.11875951455103,-5.162010461377996e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,RBO,0.6253987645556712,36.13694242667931,36.136942426679305,1.966250291379157e-16
V2_LOW_RESPONSE,independent_product_own_price,SSP2__PTS,SSP2,PTS,2050,RBM,0.8245204580767564,49.26409671271157,49.26409671271158,-1.4423135369835358e-16
