food_group10,own_easi,own_quaids
G01_主食,-1.68098698492016,-1.78230563998961
G02_食用油,-0.336523165068852,-0.352208751928769
G03_蔬菜,-0.816131949571248,-0.817619684527517
G04_水果,-0.720922506730612,-0.690967518113081
G05_猪肉,-0.676550555199757,-0.688573986766156
G06_禽类及其他肉类,-1.29394127352811,-1.27919619862935
G07_牛羊肉,-0.137929658013011,-0.233778116026385
G08_海鲜,-0.988542366153903,-1.01359550238497
G09_乳制品,-1.00523071146512,-1.00508191070585
