food_group10,own_easi,own_easi_y2p
G01_主食,-1.07919607884591,-1.16815887933071
G02_食用油,-0.777940488416409,-0.773284527608455
G03_蔬菜,-0.817970809199632,-0.819684861570268
G04_水果,-1.07869202827312,-1.0781556924718
G05_猪肉,-0.644419991094575,-0.656039199641477
G06_禽类及其他肉类,-1.1561633391748,-1.15100020398491
G07_牛羊肉,-0.743983747479103,-0.829289912804095
G08_海鲜,-0.937989185239059,-0.946859092917458
G09_乳制品,-1.00246608463262,-1.01166850878159
