variant,group,group_label_cn,items,n_missing_x,n_nonpositive_x,n_missing_p,n_nonpositive_p,x_min,x_median,x_max,p_min,p_median,p_max
robust_real_derived_cpi_nonfood,grain,粮食/主粮,grain,0,0,0,0,0.23266685748709856,0.41097336433881493,0.8749452676964855,667.1835980471446,936.5515729751854,1442.5409186203772
robust_real_derived_cpi_nonfood,oil,食用油,oil,0,0,0,0,0.07438381159315068,0.11992860887671235,0.2579597710520548,3242.9238073325296,5207.117816327474,6933.8910202522775
robust_real_derived_cpi_nonfood,vegfruit,蔬菜水果,vegetable+fruit,0,0,0,0,0.009847030076452054,0.052105670059232875,0.07511302484430137,6751.4557819600295,9275.71025497311,14732.152548001388
robust_real_derived_cpi_nonfood,pork,猪肉,pork,0,0,0,0,0.015776437413452055,0.10046268808126028,0.24441051757758908,1916.2446881721191,3122.9376326198935,5364.40194662875
robust_real_derived_cpi_nonfood,aquatic,水产品,aquatic,0,0,0,0,0.00039354928356164393,0.0105397876630137,0.034911780821917815,6062.794879879735,9495.166199449233,15795.679327781732
robust_real_derived_cpi_nonfood,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0,0,0,0,0.00800864908858904,0.02518523721827397,0.06690674791919177,7275.804517564687,10543.839296603772,19728.44256526227
robust_real_derived_cpi_nonfood,dairyegg,奶蛋类,milk+egg,0,0,0,0,0.009518075415232877,0.028366993638575342,0.058263631117260274,2113.5777032482856,3280.576963125935,5105.576082015768
robust_real_derived_cpi_nonfood,nonfood,其他/未覆盖支出,,0,0,0,0,291.13698680764173,555.9598777922024,1739.5661153599895,88.06828744245037,96.7000255737779,100.85401908761504
