"module","variable","n","missing","missing_share","mean","sd","min","p01","p05","p25","median","p75","p95","p99","max"
"kg_month_outlier_cleaned","production_participation",28208,0,0,0.436507373794668,0.495961093783397,0,0,0,0,0,1,1,1,1
"kg_month_outlier_cleaned","cons_kg_month",28208,0,0,10.6380509999966,23.8809787533256,0,0,0.0782734113712376,0.45979195783084,2.27614957716702,8.97720099667774,52.6127142857142,108.270742349912,754.308852112675
"kg_month_outlier_cleaned","selfprod_kg_month",28208,0,0,3.65335748512965,12.7785752356408,0,0,0,0,0,0.82191780821918,22.5,64.2857142857145,270.059523809524
"kg_month_outlier_cleaned","purchase_qty_kg_month",23597,4611,0.163464265456608,12.9575765139636,22.1198676304264,0.0415,0.25,0.75,2.5,6,14,49.5,100.808,502.5
"kg_month_outlier_cleaned","self_suff_rate",27494,714,0.0253119682359614,0.221555253097729,0.344679834888292,0,0,0,0,0,0.375,1,1,1
"kg_month_outlier_cleaned","log_selfprod_amount",28208,0,0,0.548508069092235,1.03361283677523,0,0,0,0,0,0.599889687073364,3.15700042115011,4.17877324183889,5.60233844181485
"kg_month_outlier_cleaned","ihs_selfprod_amount",28208,0,0,0.673442857420157,1.24831709815747,0,0,0,0,0,0.749691845288821,3.80715595153382,4.85654510260764,6.29179300164079
"kg_month_outlier_cleaned","price_hedonic_imputed_w99_yuan_per_kg",28208,0,0,10.8805066449671,12.5817216648113,0.309046257359126,0.651101321234005,1.73913043478261,4.5,8.28746874997494,13.8662827798313,26.0725882352941,49.2021739130435,200
"kg_month_outlier_cleaned","price_preferred_household_recalc_w99_yuan_per_kg",20635,7573,0.268469937606353,11.157699886518,16.6980985663573,0.0163710777626194,0.476306205112495,1.4,4.06723163841808,7.2,13.3333333333333,30,59.932,319.4
"kg_month_outlier_cleaned","village_price_category_median_yuan_per_kg",23288,4920,0.174418604651163,42.2380751674682,152.214196387824,0.908,3.76,5.2,9.2,13.34,21.6,58.888,1000,2000
"kg_month_outlier_cleaned","spend_sum_yuan",20638,7570,0.268363584798639,105.036171964338,227.048113294052,0.4,2.5,5.3,20,50,115,343.149999999998,900,12070
"kg_month_outlier_cleaned","household_size_reconstructed",28208,0,0,2.8848199092456,1.40307412701182,0,1,1,2,2,4,6,7,8
"kg_month_outlier_cleaned","child_share",28064,144,0.00510493477027794,0.0819279571862953,0.165971319366917,0,0,0,0,0,0,0.5,0.666666666666667,1
"kg_month_outlier_cleaned","elderly_share",28064,144,0.00510493477027794,0.214231543886084,0.342846408038413,0,0,0,0,0,0.333333333333333,1,1,1
"kg_month_outlier_cleaned","female_share",28064,144,0.00510493477027794,0.507056871708204,0.207895000955722,0,0,0,0.5,0.5,0.5,1,1,1
"kg_month_outlier_cleaned","agricultural_labor_days",28208,0,0,289.116030913216,253.280597054227,0,0,0,65,240,420,730,1030,2190
"kg_month_outlier_cleaned","offfarm_labor_days",28208,0,0,194.615321894498,250.42768952958,0,0,0,0,100,305,698.249999999989,1055,2155
"kg_month_outlier_cleaned","total_sown_area",28208,0,0,23.2288188769144,52.6101064700656,0,0,0,1,5.2,16.03,122,317.965920000001,317.965920000001
