"model_part","model_name","sample_definition","outcome","conceptual_outcome","n","n_clusters","outcome_mean","r_squared","hhcomp_wald_chisq","hhcomp_wald_df","hhcomp_wald_p","household_size_reconstructed_coef","household_size_reconstructed_se","household_size_reconstructed_t","household_size_reconstructed_p","child_share_coef","child_share_se","child_share_t","child_share_p","elderly_share_coef","elderly_share_se","elderly_share_t","elderly_share_p","female_share_coef","female_share_se","female_share_t","female_share_p","interpretation"
"Part 1","entry_all_observations","all observations","production_participation","self_provisioning_participation",27568,350,0.440365641323273,0.386697140272122,16.7326151406376,4,0.00217834770929937,-0.00698333437971358,0.00308515629073989,-2.26352694049053,0.023603225814149,0.0424826515226798,0.0220556710830622,1.92615547097566,0.0540849640083827,0.0436388939172442,0.0129443971292724,3.37125734643596,0.000748259240964314,0.0114403073686652,0.0162592955156512,0.703616424072787,0.481671680340316,"Household composition predicts both entry and conditional self-production intensity."
"Part 2","conditional_intensity_positive_entry","production_participation == 1","log_selfprod_amount","log_selfprod_amount",12140,350,1.68341056474924,0.358959027546526,9.69608592167394,4,0.0458703705485733,0.054078347862119,0.0190602447464677,2.83723260542816,0.00455064460807475,-0.219630158179778,0.139357733981869,-1.57601700246039,0.115021884883242,0.0424427803820222,0.0740398211802131,0.573242610604317,0.566480436967849,0.0338424508852603,0.0925350349913206,0.365725812806302,0.714569682736851,"Household composition predicts both entry and conditional self-production intensity."
