T1,wave,total_小麦,ratio_小麦
21,2006,900.0,0.55555558
21,2006,700.0,1.0
21,2006,1050.0,1.0
21,2006,400.0,0.0
21,2006,600.0,1.0
21,2006,1720.0,0.57558137
21,2006,703.0,1.0
21,2006,650.0,0.76923078
21,2006,2200.0,1.0
21,2006,150.0,1.0
21,2006,135.0,1.0
21,2006,9.0,1.0
21,2006,501.0,1.0
21,2006,100.0,1.0
21,2006,800.0,0.75
21,2006,240.0,1.0
21,2006,1150.0,1.0
21,2006,1125.0,0.80000001
21,2006,300.0,0.33333334
21,2006,591.0,1.0
21,2006,122.0,1.0
21,2006,1050.0,1.0
21,2006,550.0,0.0
21,2006,650.0,1.0
21,2006,560.0,1.0
21,2006,862.0,1.0
21,2006,1400.0,0.6785714
21,2006,1050.0,0.71428573
21,2006,1505.0,0.86710966
21,2006,650.0,1.0
21,2006,560.0,1.0
21,2006,1700.0,1.0
21,2006,1565.0,0.88498402
21,2006,900.0,1.0
21,2006,500.0,1.0
21,2006,1335.5,1.0
21,2006,1069.0,1.0
21,2006,700.0,0.42857143
21,2006,510.0,1.0
21,2006,300.0,0.0
21,2006,600.0,1.0
21,2006,1945.0,1.0
21,2006,1050.0,0.0
21,2006,570.0,1.0
21,2006,810.1,0.75299346
21,2006,550.0,1.0
21,2006,3260.0,0.90184051
21,2006,802.0,0.99750626
21,2006,2390.0,1.0
21,2006,908.0,0.83480173
21,2006,68.0,1.0
21,2006,2375.0,1.0
21,2006,248.0,1.0
21,2006,963.0,0.74039459
21,2006,610.0,1.0
21,2006,1019.0,0.70559371
21,2006,1100.0,1.0
21,2006,450.0,1.0
21,2006,500.0,0.2
23,2006,2620.0,1.0
23,2006,2194.0,0.90884233
23,2006,3182.0,1.0
23,2006,1776.2,0.85350746
23,2006,1700.0,0.91176468
23,2006,2740.0,1.0
23,2006,925.0,0.94594592
23,2006,2700.5,0.99240881
23,2006,2740.0,1.0
23,2006,891.5,0.77565902
23,2006,400.0,1.0
23,2006,3620.0,1.0
23,2006,2454.0,1.0
23,2006,2611.0,1.0
23,2006,306.0,0.50980395
23,2006,2091.0,0.99952173
23,2006,1380.0,1.0
23,2006,2460.0,1.0
23,2006,200.0,1.0
23,2006,1800.0,1.0
23,2006,750.0,0.73333335
23,2006,825.0,1.0
23,2006,980.0,1.0
23,2006,2620.0,1.0
23,2006,2310.0,1.0
23,2006,1680.0,1.0
23,2006,1150.5,1.0
23,2006,1034.5,1.0
23,2006,730.0,0.79452056
23,2006,1600.0,1.0
23,2006,150.0,0.0
23,2006,2690.0,1.0
23,2006,1970.0,1.0
23,2006,650.0,0.69230771
23,2006,1165.0,1.0
23,2006,2630.0,0.7718631
23,2006,2150.0,1.0
23,2006,1700.0,1.0
23,2006,1022.0,0.80430526
23,2006,1720.0,1.0
23,2006,300.0,1.0
23,2006,3660.0,1.0
23,2006,1260.0,1.0
23,2006,700.0,0.5
23,2006,1200.0,1.0
23,2006,1270.0,0.92125982
23,2006,2060.0,1.0
23,2006,850.0,1.0
23,2006,500.0,0.0
23,2006,1508.0,0.73474801
23,2006,2375.0,0.65263158
23,2006,900.0,1.0
23,2006,1700.0,0.91176468
23,2006,806.0,1.0
23,2006,763.4,0.41053182
23,2006,2490.0,1.0
23,2006,2650.0,0.82641512
23,2006,1350.0,1.0
23,2006,2802.0,0.9464668
23,2006,1650.5,1.0
23,2006,885.0,1.0
23,2006,1270.0,1.0
23,2006,150.0,1.0
23,2006,1503.0,1.0
23,2006,1750.0,0.11428571
23,2006,2650.0,0.9245283
23,2006,980.0,0.64285713
23,2006,1375.0,0.4909091
23,2006,1540.0,1.0
23,2006,1250.0,1.0
23,2006,200.0,1.0
23,2006,750.0,1.0
23,2006,200.0,1.0
23,2006,200.0,1.0
23,2006,929.0,0.82238966
23,2006,3740.0,0.97326201
23,2006,1260.0,1.0
23,2006,1350.0,0.85185188
23,2006,574.0,0.42857143
23,2006,870.0,0.77011496
23,2006,2470.0,0.95951414
23,2006,2130.0,1.0
23,2006,1910.0,1.0
23,2006,1075.0,1.0
23,2006,3660.0,1.0
23,2006,2390.0,1.0
23,2006,1590.0,1.0
23,2006,1700.0,0.85294116
23,2006,559.0,1.0
23,2006,950.0,1.0
23,2006,3150.0,1.0
23,2006,1350.0,0.51851851
23,2006,2425.0,1.0
23,2006,2320.0,1.0
23,2006,1400.0,1.0
23,2006,1650.0,1.0
23,2006,2050.0,1.0
23,2006,550.0,0.27272728
23,2006,550.0,1.0
23,2006,2450.0,1.0
23,2006,816.0,1.0
23,2006,911.0,0.83534575
23,2006,3295.0,0.90895295
23,2006,3020.0,1.0
23,2006,1450.0,1.0
23,2006,1330.0,1.0
23,2006,1920.0,1.0
23,2006,675.0,1.0
23,2006,1530.0,1.0
23,2006,606.5,1.0
23,2006,425.0,1.0
23,2006,1500.0,0.89999998
23,2006,2823.0,1.0
23,2006,2650.0,1.0
23,2006,1500.0,1.0
23,2006,2920.0,0.79452056
23,2006,1880.0,1.0
23,2006,803.5,0.99813318
23,2006,2020.0,0.88118809
23,2006,1925.0,1.0
23,2006,2560.0,1.0
23,2006,1450.0,0.93103451
23,2006,2681.0,0.67176425
23,2006,1520.0,1.0
23,2006,900.0,1.0
23,2006,1400.0,1.0
23,2006,994.0,0.74849093
23,2006,2300.0,1.0
23,2006,1620.0,0.70987654
23,2006,1151.2,1.0
23,2006,810.0,1.0
23,2006,625.0,1.0
23,2006,1280.0,1.0
23,2006,1450.0,1.0
23,2006,2140.0,1.0
23,2006,1523.0,0.99803019
23,2006,1610.0,1.0
23,2006,515.0,1.0
23,2006,1750.0,1.0
23,2006,291.0,1.0
23,2006,750.0,0.60000002
23,2006,900.0,1.0
23,2006,850.0,1.0
23,2006,1650.0,1.0
23,2006,3010.0,0.85049832
23,2006,1640.0,1.0
23,2006,1570.0,1.0
23,2006,1900.0,0.71052629
23,2006,600.0,1.0
23,2006,1000.0,1.0
23,2006,2440.0,1.0
23,2006,1136.0,0.82394367
23,2006,2220.3,0.98184931
23,2006,1134.5,1.0
23,2006,4610.0,1.0
23,2006,600.0,1.0
23,2006,1300.0,1.0
23,2006,2150.0,1.0
23,2006,1456.0,1.0
23,2006,1330.0,1.0
23,2006,2230.0,1.0
23,2006,1900.0,1.0
23,2006,800.0,0.6875
23,2006,350.0,1.0
23,2006,471.0,0.038216561
23,2006,4045.0,1.0
23,2006,1000.0,1.0
23,2006,2430.0,1.0
23,2006,1005.5,0.96966684
23,2006,1320.0,1.0
23,2006,630.0,0.6825397
23,2006,1834.0,0.91821158
23,2006,3400.0,1.0
23,2006,3190.0,1.0
23,2006,850.0,1.0
32,2006,25.0,0.0
32,2006,860.0,1.0
32,2006,1480.0,0.83108109
32,2006,990.0,1.0
32,2006,400.0,0.52499998
32,2006,153.5,0.019543974
32,2006,250.0,1.0
32,2006,700.0,0.0
32,2006,649.0,1.0
32,2006,189.5,1.0
32,2006,475.0,1.0
32,2006,530.0,1.0
32,2006,100.0,1.0
32,2006,1070.0,1.0
32,2006,955.0,0.37172773
32,2006,622.5,0.18393575
32,2006,3190.0,0.90909094
32,2006,79.0,0.36708862
32,2006,232.0,0.43965518
32,2006,865.0,1.0
32,2006,2430.0,0.89711934
32,2006,575.0,1.0
32,2006,2380.0,0.93697476
32,2006,1102.0,0.86388385
32,2006,250.0,0.80000001
32,2006,510.0,1.0
32,2006,3010.0,0.63122922
32,2006,280.0,1.0
32,2006,830.0,0.36144578
32,2006,426.5,0.71864009
32,2006,650.0,0.15384616
32,2006,895.0,0.7206704
32,2006,431.8,0.066697545
32,2006,620.0,1.0
32,2006,366.0,0.99726778
32,2006,750.0,1.0
32,2006,650.0,1.0
32,2006,1174.0,1.0
32,2006,435.0,1.0
32,2006,1295.0,1.0
32,2006,659.0,1.0
32,2006,508.0,0.26181102
32,2006,1350.0,1.0
32,2006,4185.0,1.0
32,2006,920.0,0.51086956
32,2006,1258.0,0.56279808
32,2006,125.0,1.0
32,2006,120.0,1.0
32,2006,100.0,1.0
32,2006,861.7,0.93037021
32,2006,855.0,0.0046783625
32,2006,122.0,0.91803277
32,2006,1960.0,1.0
32,2006,383.0,0.21671018
32,2006,200.0,0.5
32,2006,103.0,1.0
32,2006,575.0,0.9130435
32,2006,150.0,1.0
32,2006,152.0,1.0
32,2006,950.0,1.0
32,2006,285.0,0.64912283
32,2006,3605.0,1.0
32,2006,163.5,1.0
32,2006,819.5,0.023794997
32,2006,300.0,1.0
32,2006,107.0,0.9813084
32,2006,6260.0,1.0
32,2006,103.0,0.029126214
32,2006,100.0,0.0
32,2006,160.0,0.625
32,2006,735.0,0.3537415
32,2006,250.0,1.0
32,2006,1000.0,0.60000002
32,2006,360.0,0.77777779
32,2006,280.0,0.85714287
32,2006,700.0,1.0
32,2006,430.0,1.0
32,2006,665.0,1.0
32,2006,663.0,1.0
32,2006,770.0,1.0
32,2006,296.5,0.40472177
32,2006,450.0,1.0
32,2006,652.0,0.38650307
32,2006,1250.0,1.0
32,2006,880.0,1.0
32,2006,650.0,1.0
32,2006,218.0,0.3119266
32,2006,4945.0,0.93832153
32,2006,580.0,1.0
32,2006,250.0,1.0
32,2006,400.0,1.0
32,2006,152.0,0.34210527
32,2006,175.0,1.0
32,2006,3506.0,0.78608102
32,2006,3945.0,0.9112801
32,2006,685.0,1.0
32,2006,4422.0,0.90502036
32,2006,920.0,0.34782609
32,2006,625.0,1.0
32,2006,662.0,0.29003021
32,2006,203.7,0.99901819
32,2006,390.0,1.0
32,2006,410.0,1.0
32,2006,150.0,1.0
32,2006,482.0,1.0
32,2006,501.0,0.001996008
32,2006,257.0,1.0
32,2006,420.0,1.0
32,2006,3050.0,0.87540984
32,2006,150.0,1.0
32,2006,304.0,0.0
32,2006,4740.0,1.0
32,2006,350.0,1.0
32,2006,277.0,1.0
32,2006,490.0,1.0
32,2006,900.0,0.8888889
32,2006,250.0,1.0
32,2006,596.0,1.0
32,2006,2505.0,0.90818363
32,2006,410.0,1.0
32,2006,1115.0,0.27354261
32,2006,3000.0,0.016666668
32,2006,4350.0,0.74712646
32,2006,650.0,0.53846157
32,2006,1776.0,1.0
32,2006,352.0,0.71590906
32,2006,900.0,0.55555558
32,2006,800.0,0.9375
32,2006,755.5,0.66909331
32,2006,230.0,1.0
32,2006,4500.0,0.66666669
32,2006,245.0,0.79591835
32,2006,4120.0,0.80339807
32,2006,550.0,1.0
32,2006,860.0,1.0
32,2006,810.0,1.0
32,2006,150.0,1.0
32,2006,756.0,0.73544973
32,2006,160.0,0.375
32,2006,4325.0,1.0
32,2006,1802.1,1.0
32,2006,2020.0,0.92574257
32,2006,510.0,1.0
32,2006,3905.0,0.92317539
32,2006,70.0,1.0
32,2006,3500.0,1.0
32,2006,200.0,1.0
32,2006,1410.0,0.78723407
32,2006,400.0,1.0
32,2006,200.0,0.5
32,2006,150.0,1.0
32,2006,420.0,1.0
32,2006,500.0,1.0
32,2006,100.0,1.0
32,2006,1408.0,1.0
32,2006,171.2,1.0
32,2006,4396.0,1.0
32,2006,1175.0,1.0
32,2006,200.0,0.0
32,2006,4450.0,0.56179774
32,2006,2305.5,1.0
32,2006,3050.0,1.0
32,2006,5050.0,1.0
32,2006,530.0,1.0
32,2006,300.0,1.0
32,2006,380.0,0.86842108
32,2006,920.0,0.43478259
32,2006,31.5,0.047619049
32,2006,655.0,1.0
32,2006,770.0,0.79220778
32,2006,167.0,1.0
32,2006,4530.0,1.0
32,2006,610.0,1.0
32,2006,455.0,1.0
32,2006,675.0,1.0
32,2006,1850.0,1.0
32,2006,605.0,0.83471072
32,2006,700.0,1.0
32,2006,1150.0,0.13043478
32,2006,1630.0,0.69325155
32,2006,610.0,1.0
32,2006,125.0,1.0
32,2006,200.0,1.0
32,2006,4920.0,0.9186992
32,2006,303.0,0.99009901
32,2006,2010.0,0.75124377
32,2006,4210.0,0.4513064
32,2006,200.0,1.0
32,2006,503.0,0.20477137
32,2006,440.0,1.0
32,2006,850.0,1.0
32,2006,900.0,1.0
37,2006,5990.0,1.0
37,2006,8340.0,1.0
37,2006,2125.0,0.81176472
37,2006,850.0,1.0
37,2006,4660.0,0.97854078
37,2006,2680.0,1.0
37,2006,6350.0,1.0
37,2006,2895.0,0.79274613
37,2006,6290.0,1.0
37,2006,4764.0,1.0
37,2006,2845.0,1.0
37,2006,11080.0,1.0
37,2006,3495.0,1.0
37,2006,2160.0,1.0
37,2006,2620.0,1.0
37,2006,5060.0,1.0
37,2006,1100.0,1.0
37,2006,5030.0,1.0
37,2006,4221.0,0.84600806
37,2006,1780.0,1.0
37,2006,1080.0,1.0
37,2006,1415.0,1.0
37,2006,2425.0,1.0
37,2006,4150.0,1.0
37,2006,2536.0,0.76340693
37,2006,2040.0,1.0
37,2006,1290.0,1.0
37,2006,1850.0,1.0
37,2006,3820.0,0.89528793
37,2006,1940.0,1.0
37,2006,1825.0,0.83561641
37,2006,900.0,1.0
37,2006,3160.0,1.0
37,2006,3050.0,0.42622951
37,2006,2650.0,0.81132078
37,2006,1420.0,1.0
37,2006,1547.0,1.0
37,2006,3090.0,1.0
37,2006,3841.0,1.0
37,2006,5820.0,0.76288658
37,2006,3550.0,1.0
37,2006,1840.0,1.0
37,2006,3450.0,0.9130435
37,2006,580.0,1.0
37,2006,4945.0,1.0
37,2006,400.0,1.0
37,2006,5046.0,1.0
37,2006,5100.0,1.0
37,2006,2098.0,1.0
37,2006,1710.0,1.0
37,2006,1910.0,1.0
37,2006,1100.0,1.0
37,2006,530.0,1.0
37,2006,1405.0,1.0
37,2006,3430.0,0.94169098
37,2006,3135.4,1.0
37,2006,3960.0,0.97474748
37,2006,1810.0,1.0
37,2006,3760.0,1.0
37,2006,400.0,1.0
37,2006,4875.0,0.96307695
37,2006,1885.0,1.0
37,2006,900.0,1.0
37,2006,4295.0,1.0
37,2006,3670.0,1.0
37,2006,700.0,0.35714287
37,2006,3450.0,1.0
37,2006,3425.0,0.94160587
37,2006,1570.0,1.0
37,2006,1725.0,1.0
37,2006,8955.0,0.98659968
37,2006,2432.0,1.0
37,2006,1750.0,1.0
37,2006,4250.0,1.0
37,2006,4925.0,1.0
37,2006,465.0,1.0
37,2006,2405.0,1.0
37,2006,5655.0,0.98231655
37,2006,2230.0,0.86995518
37,2006,1240.0,0.9596774
37,2006,4121.0,0.51443827
37,2006,2770.0,1.0
37,2006,4840.0,1.0
37,2006,1125.0,1.0
37,2006,1850.0,1.0
37,2006,4040.0,1.0
37,2006,2560.0,1.0
37,2006,1760.0,0.95738637
37,2006,2100.0,0.35238096
37,2006,3760.0,0.54255319
37,2006,3900.0,1.0
37,2006,4610.0,1.0
37,2006,4285.0,1.0
37,2006,2850.0,1.0
37,2006,1453.0,0.91052991
37,2006,3300.0,1.0
37,2006,1955.0,0.94884908
37,2006,1000.0,1.0
37,2006,3250.0,1.0
37,2006,1850.0,1.0
37,2006,4940.0,1.0
37,2006,3202.0,0.95940036
37,2006,3891.5,1.0
37,2006,2360.0,1.0
37,2006,1265.0,0.60474306
37,2006,1970.0,0.74111676
37,2006,4439.0,0.98197794
37,2006,3079.0,0.67489445
37,2006,2660.0,0.49812031
37,2006,450.0,1.0
37,2006,2901.5,1.0
37,2006,1875.0,1.0
37,2006,3235.0,0.95363218
37,2006,3885.0,1.0
37,2006,3440.0,1.0
37,2006,3480.0,1.0
37,2006,1975.0,0.89873415
37,2006,2486.0,0.99959773
37,2006,2445.0,1.0
37,2006,2100.0,1.0
37,2006,3410.0,1.0
37,2006,1890.0,1.0
37,2006,3522.4,0.92050874
37,2006,5715.0,0.98600173
37,2006,1550.0,1.0
37,2006,1330.0,1.0
37,2006,550.0,1.0
37,2006,2825.0,1.0
37,2006,4005.0,0.90761548
37,2006,650.0,1.0
37,2006,4950.0,1.0
37,2006,1870.0,1.0
37,2006,800.0,1.0
37,2006,1470.0,0.23809524
37,2006,3038.0,1.0
37,2006,170.0,1.0
37,2006,975.0,1.0
37,2006,935.0,1.0
37,2006,1820.0,1.0
37,2006,450.0,1.0
37,2006,1780.0,0.83426964
37,2006,6450.0,1.0
37,2006,620.0,0.83870965
37,2006,960.0,1.0
37,2006,2338.0,0.7305389
37,2006,3630.0,1.0
37,2006,3572.0,1.0
37,2006,5165.0,1.0
37,2006,3290.0,0.97568387
37,2006,3200.0,0.39218751
37,2006,1730.0,1.0
37,2006,2010.0,1.0
37,2006,2980.0,1.0
37,2006,2950.0,1.0
37,2006,1900.0,0.83157897
37,2006,4865.0,1.0
37,2006,360.0,0.6111111
37,2006,2850.0,1.0
37,2006,1045.0,1.0
37,2006,1625.0,0.53846157
41,2006,3401.0,1.0
41,2006,1570.0,0.77707005
41,2006,1700.0,1.0
41,2006,1200.0,1.0
41,2006,3134.0,0.95213783
41,2006,6194.0,1.0
41,2006,1905.0,0.79002625
41,2006,940.0,1.0
41,2006,493.0,0.57403654
41,2006,3399.0,1.0
41,2006,6280.0,0.88853502
41,2006,1569.5,0.99968141
41,2006,2135.0,1.0
41,2006,2723.0,0.48586118
41,2006,1860.0,1.0
41,2006,2615.0,1.0
41,2006,750.0,1.0
41,2006,2185.0,1.0
41,2006,650.0,1.0
41,2006,200.0,1.0
41,2006,2650.0,1.0
41,2006,200.0,1.0
41,2006,3078.0,0.91065627
41,2006,230.0,1.0
41,2006,1720.0,0.91279072
41,2006,4005.0,0.91760302
41,2006,1585.0,1.0
41,2006,580.0,1.0
41,2006,1491.2,1.0
41,2006,2050.0,0.902439
41,2006,2050.0,1.0
41,2006,1280.0,1.0
41,2006,5445.0,0.96326905
41,2006,270.0,1.0
41,2006,1675.0,0.65671641
41,2006,3615.0,1.0
41,2006,900.0,1.0
41,2006,3770.0,1.0
41,2006,1070.0,1.0
41,2006,1285.0,1.0
41,2006,1157.0,0.089023337
41,2006,200.0,1.0
41,2006,2375.0,1.0
41,2006,300.0,1.0
41,2006,4173.0,1.0
41,2006,750.0,0.2
41,2006,4213.5,1.0
41,2006,2155.0,0.20881671
41,2006,1039.0,0.90375364
41,2006,1600.0,0.96875
41,2006,875.0,0.6857143
41,2006,2400.0,1.0
41,2006,6974.0,0.97132206
41,2006,3820.0,1.0
41,2006,4716.0,1.0
41,2006,4020.0,1.0
41,2006,6905.0,1.0
41,2006,3465.0,1.0
41,2006,480.0,1.0
41,2006,4770.5,0.98312545
41,2006,5951.0,1.0
41,2006,3440.0,0.73255813
41,2006,6560.0,0.69512194
41,2006,3242.5,0.9768697
41,2006,150.0,1.0
41,2006,1597.5,0.87480438
41,2006,1340.0,0.81343281
41,2006,1475.0,1.0
41,2006,3750.0,1.0
41,2006,2060.0,1.0
41,2006,7510.0,0.96537948
41,2006,770.0,1.0
41,2006,2940.0,1.0
41,2006,5915.0,1.0
41,2006,1240.0,1.0
41,2006,6905.0,1.0
41,2006,4230.5,0.97636211
41,2006,1990.0,1.0
41,2006,1430.0,0.75524473
41,2006,2980.0,1.0
41,2006,825.0,0.33333334
41,2006,800.0,0.875
41,2006,470.0,1.0
41,2006,780.0,1.0
41,2006,550.0,0.090909094
41,2006,3900.0,0.91538459
41,2006,5510.0,0.85480946
41,2006,6910.0,0.64544141
41,2006,3705.0,1.0
41,2006,3640.0,1.0
41,2006,2320.0,0.93534482
41,2006,3365.0,1.0
41,2006,2050.0,1.0
41,2006,2070.0,1.0
41,2006,3770.0,0.8143236
41,2006,2937.0,1.0
41,2006,1821.0,0.0
41,2006,1300.0,1.0
41,2006,4920.0,0.94918698
41,2006,450.0,1.0
41,2006,300.0,1.0
41,2006,4730.0,0.92283297
41,2006,3989.0,0.97493106
41,2006,2555.0,1.0
41,2006,3405.0,1.0
41,2006,2990.0,0.98327762
41,2006,950.0,1.0
41,2006,120.0,1.0
41,2006,8547.0,0.999883
41,2006,2020.0,1.0
41,2006,3800.0,0.97368419
41,2006,1531.0,0.9673416
41,2006,6302.0,1.0
41,2006,630.0,1.0
41,2006,4100.0,1.0
41,2006,1900.0,0.86842108
41,2006,1690.0,1.0
41,2006,3200.0,0.78125
41,2006,4047.0,0.86236721
41,2006,2300.0,0.54347825
41,2006,514.0,0.41634241
41,2006,1650.0,0.87878788
41,2006,2850.0,0.48421052
41,2006,3422.0,1.0
41,2006,1400.0,1.0
41,2006,120.0,1.0
41,2006,1485.0,1.0
41,2006,1411.0,0.43302622
41,2006,473.0,1.0
41,2006,4120.0,1.0
41,2006,250.0,1.0
41,2006,3455.0,1.0
41,2006,650.0,0.76923078
41,2006,3130.0,1.0
41,2006,3399.0,0.68108267
41,2006,3638.0,0.82133043
41,2006,5275.0,1.0
41,2006,1425.0,0.95789474
42,2006,740.0,0.56756759
42,2006,959.0,0.62982273
42,2006,1290.0,1.0
42,2006,1250.0,1.0
42,2006,455.0,0.98901099
42,2006,3750.0,1.0
42,2006,170.0,0.0
42,2006,748.0,1.0
42,2006,2760.0,1.0
42,2006,1300.0,0.26923078
42,2006,390.0,1.0
42,2006,1456.0,0.15521978
42,2006,753.0,1.0
42,2006,1622.0,0.77805179
42,2006,980.2,1.0
42,2006,600.0,0.0
42,2006,1662.0,1.0
42,2006,290.0,1.0
42,2006,810.0,0.0
42,2006,520.0,1.0
42,2006,904.0,0.88938051
42,2006,1000.0,1.0
42,2006,1650.0,0.69090909
42,2006,731.0,1.0
42,2006,250.0,0.0
42,2006,1436.0,1.0
42,2006,660.0,0.83333331
42,2006,710.0,0.49295774
42,2006,800.0,0.4375
42,2006,1115.0,1.0
42,2006,700.0,0.2857143
42,2006,226.0,1.0
42,2006,1850.0,0.67567569
42,2006,1821.0,0.49478307
42,2006,700.0,1.0
42,2006,757.0,1.0
42,2006,3310.0,0.78851962
42,2006,770.0,0.22077923
42,2006,350.0,1.0
42,2006,1100.0,1.0
42,2006,1172.5,1.0
42,2006,460.0,1.0
42,2006,1535.0,0.98045605
42,2006,1937.0,1.0
42,2006,1200.0,1.0
42,2006,6450.0,1.0
42,2006,2150.0,0.72093022
42,2006,230.0,1.0
42,2006,230.0,1.0
42,2006,1300.0,1.0
42,2006,430.0,0.23255815
42,2006,350.0,1.0
42,2006,2980.0,1.0
42,2006,602.0,1.0
42,2006,2920.0,0.77739727
42,2006,2450.0,0.93877554
42,2006,840.0,1.0
42,2006,1250.0,1.0
42,2006,500.0,1.0
42,2006,550.0,0.0
42,2006,660.0,0.30303031
42,2006,4101.0,0.86564255
42,2006,872.0,1.0
42,2006,300.0,0.0
42,2006,1400.0,0.14285715
42,2006,300.0,0.0
42,2006,2705.0,0.83364141
42,2006,900.0,1.0
42,2006,850.0,1.0
42,2006,1520.0,0.6381579
42,2006,1330.0,1.0
42,2006,3185.0,1.0
42,2006,250.0,0.0
42,2006,910.0,0.0
42,2006,700.0,0.0
42,2006,500.0,0.0
42,2006,5942.0,1.0
42,2006,1860.0,0.87096775
42,2006,2150.0,0.86046511
42,2006,1218.0,0.83579642
42,2006,2100.0,0.71428573
42,2006,1300.0,1.0
42,2006,1480.0,0.2027027
42,2006,2640.0,1.0
42,2006,2530.0,0.52569169
42,2006,948.0,0.89451474
42,2006,250.0,0.0
42,2006,560.0,1.0
42,2006,600.0,1.0
42,2006,1487.0,1.0
42,2006,1531.0,1.0
42,2006,2530.0,1.0
42,2006,200.0,0.0
42,2006,460.0,1.0
42,2006,2920.0,1.0
42,2006,2870.0,1.0
42,2006,550.0,1.0
42,2006,1250.0,1.0
42,2006,5020.0,0.85059762
42,2006,680.0,1.0
42,2006,1100.0,1.0
42,2006,570.0,1.0
42,2006,150.0,0.0
42,2006,1610.0,0.88819873
42,2006,790.0,1.0
42,2006,1100.0,1.0
42,2006,600.0,0.0
42,2006,1410.0,1.0
42,2006,600.0,1.0
42,2006,449.0,1.0
42,2006,1316.0,1.0
42,2006,3085.0,1.0
42,2006,1100.0,0.72727275
42,2006,5350.0,1.0
42,2006,952.0,0.78991598
42,2006,780.0,0.0
42,2006,100.0,0.0
