T1,wave,total_小麦,ratio_小麦
42,2006,1570.0,0.0
42,2006,550.0,0.54545456
42,2006,380.0,1.0
42,2006,946.0,1.0
42,2006,900.0,0.0
42,2006,3501.0,1.0
42,2006,1300.0,1.0
42,2006,5530.0,1.0
42,2006,206.0,1.0
42,2006,680.0,0.44117647
42,2006,920.0,0.65217394
42,2006,400.0,0.0
42,2006,855.5,0.0058445353
42,2006,3256.5,0.90787655
42,2006,4492.0,0.9554764
42,2006,450.0,0.22222222
42,2006,1570.0,0.477707
42,2006,3120.0,0.91987181
42,2006,600.0,0.33333334
42,2006,1000.0,0.0
42,2006,950.0,1.0
42,2006,1252.0,0.92012781
42,2006,1700.0,0.7647059
42,2006,1141.0,0.73707277
42,2006,1430.0,0.34965035
42,2006,689.0,1.0
42,2006,1100.0,0.0
43,2006,660.0,1.0
43,2006,400.0,0.0
43,2006,695.0,1.0
43,2006,510.0,0.90196079
43,2006,400.0,1.0
43,2006,510.0,0.70588237
43,2006,60.0,1.0
43,2006,1380.0,1.0
43,2006,630.0,0.6825397
43,2006,950.0,1.0
43,2006,450.0,1.0
43,2006,1152.0,0.73784721
43,2006,400.0,0.075000003
43,2006,650.0,0.76923078
43,2006,120.0,1.0
43,2006,1180.0,1.0
43,2006,200.0,1.0
43,2006,350.0,0.2857143
43,2006,670.0,1.0
43,2006,750.0,1.0
43,2006,390.0,1.0
43,2006,305.0,0.47540984
43,2006,550.0,0.0
43,2006,1070.0,0.90654206
43,2006,60.0,1.0
43,2006,125.0,1.0
43,2006,900.0,1.0
43,2006,300.0,0.0
43,2006,1000.0,0.44999999
43,2006,1280.0,0.84375
43,2006,450.0,0.55555558
43,2006,770.0,1.0
43,2006,590.0,1.0
43,2006,306.0,1.0
43,2006,420.0,0.71428573
43,2006,300.0,1.0
43,2006,450.0,0.55555558
43,2006,400.0,1.0
43,2006,395.0,1.0
43,2006,520.0,1.0
43,2006,1100.0,0.81818181
43,2006,720.0,1.0
43,2006,615.0,1.0
43,2006,540.0,1.0
43,2006,200.0,0.0
43,2006,200.0,1.0
43,2006,440.0,0.90909094
43,2006,450.0,1.0
43,2006,200.0,1.0
43,2006,120.0,1.0
43,2006,750.0,0.60000002
43,2006,300.0,1.0
43,2006,100.0,1.0
43,2006,253.0,0.011857707
43,2006,1210.0,1.0
43,2006,950.0,1.0
43,2006,300.0,0.0
43,2006,635.0,0.62204725
43,2006,350.0,1.0
43,2006,1050.0,0.80952382
43,2006,850.0,0.88235295
43,2006,1200.0,1.0
43,2006,1380.0,0.43478259
43,2006,1050.0,1.0
43,2006,200.0,1.0
43,2006,150.0,1.0
43,2006,1300.0,1.0
43,2006,1050.0,1.0
43,2006,800.0,1.0
43,2006,1990.0,0.69849247
43,2006,1080.0,1.0
43,2006,330.0,0.54545456
43,2006,457.6,1.0
43,2006,1050.0,0.71428573
43,2006,1420.0,1.0
43,2006,1250.0,0.92000002
43,2006,400.0,1.0
43,2006,750.0,0.86666667
43,2006,300.0,0.0
43,2006,740.0,0.74324322
43,2006,100.0,0.0
43,2006,850.0,0.82352942
43,2006,905.0,1.0
43,2006,850.0,1.0
43,2006,750.0,0.73333335
43,2006,1050.0,1.0
43,2006,850.0,1.0
43,2006,1278.0,1.0
43,2006,200.0,1.0
43,2006,330.0,0.90909094
43,2006,533.5,0.81255859
43,2006,40.0,0.0
43,2006,1430.0,0.86013985
43,2006,331.0,0.27492446
43,2006,750.0,0.60000002
43,2006,557.0,1.0
43,2006,50.0,1.0
43,2006,230.0,1.0
43,2006,1210.0,1.0
43,2006,1050.0,1.0
43,2006,100.0,1.0
43,2006,550.0,1.0
43,2006,1050.0,0.38095239
43,2006,150.0,1.0
43,2006,590.0,0.83050847
43,2006,150.0,1.0
43,2006,120.0,0.0
43,2006,150.0,0.0
43,2006,860.0,1.0
43,2006,280.0,1.0
43,2006,328.0,1.0
43,2006,500.0,0.60000002
43,2006,403.0,0.99255586
43,2006,890.0,1.0
43,2006,250.0,0.80000001
43,2006,50.0,0.0
43,2006,300.0,1.0
43,2006,602.0,1.0
43,2006,680.0,0.58823532
43,2006,850.0,1.0
43,2006,570.0,0.85964912
43,2006,805.0,1.0
43,2006,960.0,1.0
43,2006,1645.0,0.64741641
45,2006,627.0,1.0
45,2006,2.4,1.0
45,2006,523.0,0.71319312
45,2006,0.1,0.0
45,2006,100.0,1.0
45,2006,360.0,1.0
45,2006,10.0,1.0
45,2006,1.5,0.0
45,2006,603.5,0.49710023
45,2006,1.0,1.0
45,2006,200.0,1.0
45,2006,150.0,1.0
45,2006,0.3,1.0
45,2006,600.0,1.0
45,2006,500.0,1.0
45,2006,385.0,1.0
45,2006,5.0,1.0
45,2006,560.0,1.0
45,2006,2.0,0.0
45,2006,200.0,1.0
45,2006,400.0,1.0
45,2006,100.0,0.0
45,2006,110.5,1.0
45,2006,837.0,1.0
45,2006,81.0,0.99753088
45,2006,200.0,1.0
45,2006,1202.0,1.0
45,2006,15.0,1.0
45,2006,570.0,1.0
45,2006,300.0,1.0
45,2006,3.0,1.0
45,2006,225.0,1.0
45,2006,201.0,0.99502486
45,2006,242.8,1.0
45,2006,100.0,1.0
45,2006,150.0,1.0
45,2006,161.0,1.0
45,2006,720.0,1.0
45,2006,525.0,1.0
45,2006,650.0,1.0
45,2006,550.0,0.36363637
45,2006,3.0,1.0
45,2006,170.0,0.0
45,2006,150.0,1.0
45,2006,75.0,1.0
45,2006,130.5,1.0
45,2006,2.0,1.0
45,2006,175.0,1.0
45,2006,120.0,1.0
45,2006,700.0,1.0
45,2006,100.0,1.0
45,2006,26.1,1.0
45,2006,2.0,1.0
45,2006,300.0,1.0
45,2006,1300.0,1.0
45,2006,740.0,1.0
45,2006,6.7,0.85074627
45,2006,431.5,1.0
45,2006,200.0,1.0
45,2006,490.0,1.0
45,2006,50.0,1.0
45,2006,150.0,1.0
45,2006,1178.5,1.0
45,2006,720.0,1.0
45,2006,150.0,1.0
45,2006,300.0,1.0
45,2006,578.0,1.0
45,2006,50.0,1.0
45,2006,4.3,0.30232558
45,2006,200.0,1.0
45,2006,1160.0,1.0
45,2006,400.0,1.0
45,2006,100.0,1.0
45,2006,455.0,1.0
45,2006,1.0,0.0
45,2006,900.0,1.0
45,2006,275.0,1.0
45,2006,280.0,0.4642857
45,2006,210.0,1.0
45,2006,450.0,1.0
45,2006,330.0,1.0
45,2006,75.5,1.0
45,2006,262.0,0.045801528
45,2006,7651.0,1.0
45,2006,2.0,1.0
45,2006,36.0,0.72222221
45,2006,430.0,1.0
45,2006,250.0,1.0
45,2006,50.0,1.0
45,2006,800.0,1.0
45,2006,4.0,1.0
45,2006,2.0,1.0
45,2006,2.0,1.0
45,2006,1.0,1.0
45,2006,200.0,1.0
45,2006,415.0,0.27710843
45,2006,62.3,0.97110754
45,2006,250.0,1.0
52,2006,355.0,0.71830988
52,2006,1750.0,1.0
52,2006,300.0,1.0
52,2006,1360.0,1.0
52,2006,750.0,1.0
52,2006,300.0,1.0
52,2006,900.0,1.0
52,2006,240.0,1.0
52,2006,1055.0,1.0
52,2006,1080.0,1.0
52,2006,813.0,0.87699878
52,2006,300.0,1.0
52,2006,800.0,0.75
52,2006,570.0,1.0
52,2006,1305.0,1.0
52,2006,580.0,0.86206895
52,2006,500.0,0.60000002
52,2006,300.0,1.0
52,2006,1100.0,0.18181819
52,2006,1435.0,1.0
52,2006,360.0,1.0
52,2006,530.0,0.6226415
52,2006,400.0,1.0
52,2006,1050.0,0.83809525
52,2006,1380.0,1.0
52,2006,900.0,0.11111111
52,2006,470.0,1.0
52,2006,1250.0,0.60000002
52,2006,550.0,1.0
52,2006,1250.0,1.0
52,2006,650.0,1.0
52,2006,1800.0,1.0
52,2006,700.0,1.0
52,2006,1480.0,1.0
52,2006,1700.0,1.0
52,2006,1450.0,1.0
52,2006,1917.0,1.0
52,2006,200.0,0.0
52,2006,200.0,1.0
52,2006,800.0,0.75
52,2006,1400.0,0.9285714
52,2006,800.0,1.0
52,2006,930.0,1.0
52,2006,210.0,1.0
52,2006,610.0,0.83606559
52,2006,970.0,1.0
52,2006,200.0,0.0
52,2006,200.0,1.0
52,2006,903.0,0.88925803
52,2006,150.0,1.0
52,2006,580.0,1.0
52,2006,715.0,0.86013985
52,2006,700.0,0.64285713
52,2006,600.0,1.0
52,2006,1020.0,0.94117647
52,2006,270.0,0.0
52,2006,413.0,0.75786924
52,2006,780.0,1.0
52,2006,900.0,1.0
52,2006,2325.0,1.0
52,2006,640.0,1.0
52,2006,356.0,1.0
52,2006,910.0,0.91208792
52,2006,960.0,1.0
52,2006,770.0,0.45454547
52,2006,1170.0,1.0
52,2006,1340.0,1.0
52,2006,450.0,1.0
52,2006,600.0,1.0
52,2006,750.0,1.0
52,2006,1537.0,0.85881585
52,2006,320.0,1.0
52,2006,750.0,1.0
52,2006,300.0,0.0
52,2006,655.0,1.0
52,2006,1271.0,1.0
52,2006,150.3,1.0
52,2006,800.0,0.875
52,2006,0.3,1.0
52,2006,990.0,1.0
52,2006,290.0,1.0
52,2006,990.0,0.74747473
52,2006,1500.0,1.0
52,2006,340.0,1.0
52,2006,500.0,1.0
52,2006,930.0,1.0
52,2006,200.0,1.0
52,2006,500.0,0.5
52,2006,150.0,0.0
52,2006,1260.0,1.0
52,2006,1350.0,1.0
52,2006,300.0,1.0
52,2006,1290.0,1.0
52,2006,740.0,0.7972973
52,2006,1120.0,1.0
52,2006,550.0,1.0
52,2006,1230.0,0.63414633
52,2006,975.0,1.0
52,2006,685.0,1.0
52,2006,300.0,1.0
52,2006,900.0,1.0
52,2006,501.0,0.90019959
52,2006,550.0,0.72727275
52,2006,103.0,0.029126214
52,2006,450.0,1.0
52,2006,150.0,1.0
52,2006,1.0,1.0
52,2006,1250.0,1.0
52,2006,900.0,1.0
52,2006,550.0,1.0
52,2006,1280.0,1.0
52,2006,700.0,0.5
52,2006,101.0,1.0
52,2006,300.0,0.0
52,2006,660.0,1.0
52,2006,500.0,1.0
52,2006,650.0,1.0
52,2006,1380.0,1.0
52,2006,1065.0,1.0
52,2006,600.0,0.5
52,2006,810.0,1.0
52,2006,902.0,1.0
52,2006,760.0,0.89473683
52,2006,150.0,1.0
52,2006,180.0,1.0
52,2006,600.0,1.0
52,2006,880.0,1.0
52,2006,500.0,1.0
52,2006,1653.0,1.0
52,2006,800.0,1.0
52,2006,900.0,1.0
52,2006,850.0,1.0
52,2006,820.0,0.51219511
52,2006,960.0,0.83333331
52,2006,680.3,0.73496985
52,2006,750.0,1.0
52,2006,320.0,0.625
52,2006,1800.0,1.0
52,2006,1370.0,1.0
52,2006,705.0,0.28936172
52,2006,930.0,1.0
52,2006,480.0,1.0
52,2006,1000.0,1.0
52,2006,1100.0,1.0
52,2006,450.0,0.55555558
52,2006,100.0,1.0
52,2006,720.0,1.0
52,2006,300.0,1.0
52,2006,700.0,0.85714287
52,2006,400.0,0.42500001
52,2006,1000.0,1.0
52,2006,360.0,1.0
52,2006,840.0,1.0
52,2006,945.0,1.0
52,2006,1270.0,0.51181102
52,2006,950.0,0.68421054
52,2006,900.0,1.0
52,2006,0.5,1.0
52,2006,1550.0,1.0
52,2006,300.0,1.0
52,2006,450.0,0.66666669
52,2006,1105.0,0.87330317
52,2006,430.0,1.0
52,2006,450.0,1.0
52,2006,610.0,1.0
52,2006,100.0,1.0
21,2009,950.0,1.0
21,2009,1330.0,1.0
21,2009,1710.0,0.8479532
21,2009,1150.0,1.0
21,2009,424.0,1.0
21,2009,960.0,1.0
21,2009,650.0,1.0
21,2009,150.0,1.0
21,2009,220.0,1.0
21,2009,970.0,1.0
21,2009,100.0,1.0
21,2009,200.0,1.0
21,2009,405.0,0.38271606
21,2009,121.0,1.0
21,2009,1794.0,1.0
21,2009,1560.0,1.0
21,2009,280.0,1.0
21,2009,1063.0,1.0
21,2009,870.0,0.34482759
21,2009,620.0,1.0
21,2009,910.0,1.0
21,2009,950.0,1.0
21,2009,930.0,1.0
21,2009,2040.0,1.0
21,2009,1430.0,1.0
21,2009,1198.0,1.0
21,2009,580.0,1.0
21,2009,590.0,1.0
21,2009,1100.0,1.0
21,2009,715.0,1.0
21,2009,100.0,1.0
21,2009,200.0,1.0
21,2009,350.0,0.5714286
21,2009,1150.0,1.0
21,2009,200.0,1.0
21,2009,2493.0,1.0
21,2009,710.0,0.3943662
21,2009,240.0,0.75
21,2009,161.0,0.031055901
21,2009,570.0,1.0
21,2009,775.0,1.0
21,2009,260.0,1.0
21,2009,200.0,1.0
21,2009,1500.0,1.0
21,2009,100.0,1.0
21,2009,3080.0,0.95129871
21,2009,650.0,1.0
21,2009,450.0,1.0
21,2009,450.0,0.66666669
21,2009,300.0,0.33333334
21,2009,1130.0,1.0
21,2009,610.0,0.83606559
21,2009,360.0,1.0
21,2009,1300.0,1.0
21,2009,2300.0,1.0
21,2009,803.5,1.0
21,2009,600.0,1.0
21,2009,1480.0,0.86486489
21,2009,3085.0,1.0
21,2009,650.0,1.0
21,2009,727.0,1.0
21,2009,205.0,1.0
21,2009,350.0,1.0
21,2009,118.0,1.0
21,2009,1005.0,1.0
21,2009,1150.0,0.82608694
21,2009,734.0,1.0
21,2009,250.0,1.0
21,2009,675.0,1.0
21,2009,160.0,1.0
21,2009,400.0,0.25
21,2009,660.0,0.54545456
21,2009,860.0,1.0
21,2009,689.0,0.85486209
21,2009,1852.0,0.75701946
21,2009,2690.0,1.0
21,2009,160.0,1.0
21,2009,1150.0,1.0
21,2009,250.0,0.60000002
21,2009,520.0,1.0
21,2009,500.0,1.0
21,2009,60.0,1.0
21,2009,614.0,0.75244302
21,2009,460.0,1.0
21,2009,100.0,1.0
21,2009,100.0,0.0
21,2009,150.0,0.0
21,2009,980.0,1.0
21,2009,5.0,1.0
21,2009,800.0,1.0
21,2009,1200.0,0.83333331
21,2009,1375.0,1.0
21,2009,350.0,1.0
21,2009,300.0,1.0
21,2009,3.0,1.0
21,2009,1800.0,0.72222221
21,2009,200.0,0.0
21,2009,1800.0,1.0
21,2009,2040.0,1.0
21,2009,550.0,1.0
21,2009,746.0,1.0
21,2009,704.0,1.0
21,2009,210.0,0.047619049
21,2009,295.0,1.0
21,2009,638.0,0.52978057
21,2009,2303.0,0.93486756
21,2009,240.0,1.0
21,2009,970.0,0.84536082
21,2009,370.0,1.0
21,2009,1201.0,1.0
21,2009,325.0,1.0
21,2009,1030.0,1.0
21,2009,1060.0,1.0
21,2009,550.0,0.81818181
21,2009,490.0,0.34693879
21,2009,2006.0,1.0
21,2009,400.0,1.0
21,2009,2240.0,1.0
21,2009,450.0,1.0
21,2009,400.0,1.0
21,2009,1086.0,0.95395947
21,2009,2075.0,0.73012048
21,2009,900.0,1.0
21,2009,670.0,1.0
21,2009,605.0,1.0
21,2009,1050.0,0.61904764
21,2009,1641.0,0.8781231
21,2009,400.0,1.0
21,2009,450.0,0.55555558
21,2009,500.0,1.0
21,2009,900.0,1.0
21,2009,400.0,1.0
21,2009,860.0,1.0
21,2009,1475.0,0.55932206
21,2009,600.0,1.0
21,2009,200.0,1.0
21,2009,675.0,0.55555558
21,2009,100.0,1.0
21,2009,1020.0,1.0
21,2009,300.0,1.0
21,2009,1000.0,1.0
21,2009,645.0,1.0
21,2009,820.0,0.78048778
21,2009,480.0,0.58333331
21,2009,153.0,0.98039216
21,2009,1200.0,0.75
21,2009,50.0,1.0
21,2009,530.0,1.0
21,2009,100.0,1.0
21,2009,250.0,1.0
21,2009,1470.0,1.0
21,2009,465.0,1.0
21,2009,1480.0,0.72972971
21,2009,812.0,0.26108375
21,2009,1120.0,1.0
21,2009,660.0,1.0
21,2009,665.0,1.0
21,2009,1350.0,1.0
21,2009,1454.0,1.0
21,2009,1115.0,0.67713004
21,2009,780.0,0.0
21,2009,850.0,0.70588237
21,2009,550.0,1.0
21,2009,580.0,0.82758623
21,2009,1380.0,0.74637681
21,2009,1600.0,1.0
21,2009,648.0,1.0
21,2009,2080.0,0.90384614
21,2009,231.0,1.0
21,2009,990.0,1.0
21,2009,950.0,1.0
21,2009,223.0,1.0
21,2009,1000.0,1.0
21,2009,2729.5,1.0
21,2009,1890.0,0.51851851
21,2009,1357.0,0.85261607
21,2009,1015.0,0.54679805
21,2009,650.0,0.84615386
21,2009,660.0,1.0
21,2009,3512.0,0.94305241
21,2009,1050.0,1.0
21,2009,1385.0,1.0
21,2009,75.0,1.0
21,2009,754.0,0.53580904
21,2009,2080.0,0.72355771
21,2009,300.0,1.0
21,2009,3320.0,1.0
21,2009,840.0,0.41666666
21,2009,354.0,0.57627118
21,2009,2350.0,1.0
21,2009,1350.0,1.0
21,2009,510.0,1.0
21,2009,150.0,1.0
21,2009,1408.0,1.0
21,2009,200.0,1.0
21,2009,150.0,1.0
21,2009,150.0,1.0
21,2009,150.0,1.0
21,2009,1570.0,0.55414015
21,2009,700.0,1.0
21,2009,1606.0,0.53300124
21,2009,2804.0,0.92867333
21,2009,1500.0,0.86666667
21,2009,1520.0,0.93421054
21,2009,820.0,1.0
21,2009,200.0,1.0
21,2009,1198.0,1.0
21,2009,1000.0,1.0
21,2009,1210.0,1.0
21,2009,1950.0,1.0
21,2009,1880.0,1.0
21,2009,500.0,1.0
21,2009,300.0,1.0
21,2009,1120.0,0.91071427
21,2009,1600.0,1.0
21,2009,711.0,1.0
21,2009,1500.0,0.86666667
21,2009,1485.0,1.0
21,2009,100.0,1.0
21,2009,435.0,1.0
21,2009,602.0,1.0
21,2009,1550.0,1.0
21,2009,2753.0,1.0
21,2009,980.0,1.0
21,2009,300.0,1.0
21,2009,210.0,1.0
21,2009,2630.0,1.0
21,2009,610.0,0.81967211
21,2009,876.0,1.0
21,2009,560.0,1.0
21,2009,2020.0,1.0
21,2009,660.0,1.0
21,2009,300.0,1.0
21,2009,3210.0,0.95327103
21,2009,250.0,1.0
23,2009,1320.0,1.0
23,2009,2430.0,1.0
23,2009,3200.0,1.0
23,2009,1050.0,1.0
23,2009,400.0,0.625
23,2009,1100.0,1.0
23,2009,1510.0,1.0
23,2009,800.0,1.0
23,2009,2381.0,1.0
23,2009,3170.0,1.0
23,2009,1990.0,0.94974875
23,2009,1790.0,1.0
23,2009,1550.0,1.0
23,2009,2290.0,1.0
23,2009,2620.0,0.61832058
23,2009,3335.0,1.0
23,2009,500.0,1.0
23,2009,1163.5,0.99957025
23,2009,1830.0,1.0
23,2009,830.0,1.0
23,2009,4050.0,0.92592591
23,2009,1950.0,1.0
23,2009,1652.0,1.0
23,2009,3800.0,1.0
23,2009,1752.0,1.0
23,2009,1475.0,1.0
23,2009,1150.0,1.0
23,2009,1290.0,1.0
23,2009,678.0,1.0
23,2009,2621.0,0.99961847
23,2009,1590.0,1.0
23,2009,1325.0,1.0
23,2009,1650.0,0.69696969
23,2009,870.0,1.0
23,2009,870.0,1.0
23,2009,3840.0,0.94791669
23,2009,5540.0,1.0
23,2009,1380.0,1.0
23,2009,650.0,1.0
23,2009,300.0,1.0
23,2009,1300.0,0.69230771
23,2009,1055.0,1.0
23,2009,580.0,1.0
23,2009,252.1,1.0
23,2009,1903.0,0.47451392
23,2009,1260.0,1.0
23,2009,1725.0,1.0
23,2009,1890.0,1.0
23,2009,1974.03,1.0
23,2009,1306.0,1.0
23,2009,1290.0,1.0
23,2009,2360.0,0.91525424
23,2009,1100.0,1.0
23,2009,2490.0,1.0
23,2009,1025.0,1.0
23,2009,2000.0,1.0
23,2009,1195.0,1.0
23,2009,1050.0,1.0
23,2009,1950.0,0.53846157
23,2009,1500.0,1.0
23,2009,1900.0,1.0
23,2009,1410.0,1.0
23,2009,1350.0,1.0
23,2009,250.0,0.60000002
23,2009,250.0,1.0
23,2009,1667.2,1.0
23,2009,600.0,0.5
23,2009,1940.0,0.89690721
23,2009,1670.0,1.0
23,2009,1230.0,0.69105691
23,2009,555.0,1.0
23,2009,1370.0,1.0
23,2009,700.0,1.0
23,2009,1750.0,1.0
23,2009,1200.0,1.0
23,2009,800.0,1.0
23,2009,1595.0,1.0
23,2009,835.0,1.0
23,2009,651.0,0.99846393
23,2009,700.0,1.0
23,2009,630.0,0.36507937
23,2009,1550.0,1.0
23,2009,2300.0,1.0
23,2009,1800.0,0.8888889
23,2009,1404.0,1.0
23,2009,1883.0,1.0
23,2009,1300.0,1.0
23,2009,637.0,0.65463108
23,2009,1550.0,0.94838709
23,2009,1450.0,1.0
23,2009,1060.0,1.0
23,2009,2785.0,1.0
23,2009,550.0,1.0
23,2009,1285.9,0.82502526
23,2009,750.0,1.0
23,2009,800.0,1.0
23,2009,1702.0,1.0
23,2009,100.0,1.0
23,2009,1320.0,1.0
23,2009,4606.0,0.99978292
23,2009,1530.0,1.0
23,2009,1435.0,0.69686413
23,2009,800.0,1.0
23,2009,2200.0,0.77272725
23,2009,610.0,1.0
23,2009,520.0,1.0
23,2009,1907.5,1.0
23,2009,840.0,1.0
23,2009,1150.0,1.0
23,2009,250.0,1.0
23,2009,451.0,1.0
23,2009,2000.0,0.75
23,2009,1550.0,1.0
23,2009,1350.0,1.0
23,2009,1190.0,1.0
23,2009,1300.0,1.0
23,2009,4625.0,1.0
23,2009,650.0,1.0
23,2009,1750.0,1.0
23,2009,1290.0,1.0
23,2009,300.0,1.0
23,2009,1680.1,0.99994045
23,2009,1060.0,1.0
23,2009,3050.0,1.0
23,2009,770.0,1.0
23,2009,1920.0,1.0
23,2009,850.0,1.0
23,2009,2140.0,1.0
23,2009,2070.0,1.0
23,2009,80.0,1.0
23,2009,1080.0,1.0
23,2009,2995.0,1.0
23,2009,2580.0,1.0
23,2009,1701.0,0.99941212
23,2009,1200.0,1.0
23,2009,1965.0,0.64885497
23,2009,2410.0,1.0
23,2009,2040.0,1.0
23,2009,2950.0,1.0
23,2009,3370.0,0.80712163
23,2009,1500.0,0.89999998
23,2009,400.0,1.0
23,2009,900.0,1.0
23,2009,590.0,1.0
23,2009,1782.0,1.0
23,2009,100.0,1.0
23,2009,1460.0,1.0
23,2009,1715.0,1.0
23,2009,1050.0,0.80952382
23,2009,1080.0,0.44444445
23,2009,703.0,1.0
23,2009,1125.0,0.91111112
23,2009,2050.0,1.0
23,2009,2700.0,1.0
23,2009,1940.0,1.0
23,2009,1270.0,0.51181102
23,2009,850.0,1.0
23,2009,1650.0,0.75757575
23,2009,1900.0,1.0
23,2009,1530.0,1.0
23,2009,600.0,0.66666669
23,2009,1106.0,0.86437613
23,2009,3490.0,1.0
23,2009,1593.0,1.0
23,2009,3060.0,1.0
23,2009,1340.0,1.0
23,2009,400.0,1.0
23,2009,350.0,0.42857143
23,2009,1350.0,1.0
23,2009,1310.0,1.0
23,2009,2970.0,1.0
23,2009,2292.0,1.0
23,2009,1190.0,1.0
23,2009,675.0,1.0
23,2009,2250.0,1.0
23,2009,150.0,1.0
23,2009,2670.0,0.71910113
23,2009,1100.5,1.0
23,2009,895.0,1.0
23,2009,3090.0,1.0
23,2009,2670.0,0.94382024
23,2009,3720.0,0.75806451
23,2009,450.0,0.77777779
23,2009,770.0,1.0
23,2009,825.0,1.0
23,2009,1453.0,0.58706123
23,2009,200.0,1.0
23,2009,1460.0,1.0
23,2009,1804.3,0.91891593
23,2009,350.0,1.0
23,2009,2000.0,1.0
23,2009,600.0,1.0
23,2009,3935.0,0.80432022
23,2009,450.0,0.33333334
23,2009,1500.0,1.0
23,2009,1413.2,1.0
23,2009,3770.0,0.9734748
23,2009,850.0,0.7647059
23,2009,1150.0,1.0
23,2009,1175.0,1.0
23,2009,1970.0,1.0
23,2009,600.0,1.0
23,2009,604.2,1.0
23,2009,1500.0,1.0
23,2009,1970.0,1.0
23,2009,1470.0,0.85034013
23,2009,250.0,1.0
23,2009,1880.0,1.0
23,2009,2840.0,1.0
23,2009,1099.0,1.0
23,2009,3375.0,1.0
23,2009,1060.0,1.0
32,2009,50.0,0.0
32,2009,377.0,0.46949601
32,2009,202.5,0.012345679
32,2009,413.0,0.63680387
32,2009,1286.0,0.30793157
32,2009,380.0,1.0
32,2009,533.0,0.69043154
32,2009,202.0,1.0
32,2009,2290.0,1.0
32,2009,465.0,0.19354838
32,2009,235.0,0.25531915
32,2009,2050.0,1.0
32,2009,450.0,1.0
32,2009,1561.2,0.80764794
32,2009,150.0,1.0
32,2009,4460.0,0.11659193
32,2009,450.0,0.0
32,2009,10.0,1.0
32,2009,388.0,0.2113402
32,2009,20.0,1.0
32,2009,502.0,0.40239045
32,2009,407.1,0.50872022
32,2009,805.0,1.0
32,2009,3914.0,1.0
32,2009,80.0,1.0
32,2009,2071.3,0.32747549
32,2009,200.0,1.0
32,2009,80.0,1.0
32,2009,905.0,0.60662985
32,2009,1100.0,1.0
32,2009,11.0,1.0
32,2009,300.0,0.66666669
32,2009,201.0,0.99502486
32,2009,125.0,1.0
32,2009,615.0,1.0
32,2009,180.0,0.55555558
32,2009,584.0,0.04109589
32,2009,150.0,1.0
32,2009,700.0,1.0
32,2009,180.0,1.0
32,2009,1060.0,1.0
32,2009,750.0,1.0
32,2009,4592.0,1.0
32,2009,1700.0,1.0
32,2009,450.0,1.0
32,2009,200.0,1.0
32,2009,235.0,0.57446808
32,2009,1100.0,0.81818181
32,2009,177.0,1.0
32,2009,428.5,1.0
32,2009,552.0,0.45652175
32,2009,950.0,1.0
32,2009,480.0,1.0
32,2009,210.0,1.0
32,2009,1050.0,0.47619048
32,2009,218.0,0.72477067
32,2009,40.0,0.0
32,2009,1557.7,0.903319
32,2009,200.0,1.0
32,2009,450.0,0.93333334
32,2009,500.0,1.0
32,2009,540.0,1.0
32,2009,200.0,1.0
32,2009,195.0,0.61538464
32,2009,360.0,1.0
32,2009,3793.0,1.0
32,2009,980.0,0.6122449
32,2009,610.0,1.0
32,2009,50.0,1.0
32,2009,1550.0,0.80645162
32,2009,306.0,1.0
32,2009,300.0,1.0
32,2009,1379.0,1.0
32,2009,2301.5,1.0
32,2009,380.0,1.0
32,2009,5230.0,0.95028681
32,2009,1480.0,0.69594592
32,2009,400.0,1.0
32,2009,475.0,0.0
32,2009,490.0,1.0
32,2009,850.0,1.0
32,2009,650.0,1.0
32,2009,6170.0,0.9432739
32,2009,260.0,1.0
32,2009,150.0,0.66666669
32,2009,400.0,1.0
32,2009,526.6,0.33535892
32,2009,50.0,1.0
32,2009,650.0,0.76923078
32,2009,350.0,1.0
32,2009,100.0,1.0
32,2009,4125.0,0.018181818
32,2009,300.0,1.0
32,2009,4740.0,0.65189874
32,2009,249.0,1.0
32,2009,900.0,1.0
32,2009,205.0,0.63414633
32,2009,303.0,1.0
32,2009,1260.0,0.92063493
32,2009,80.0,1.0
32,2009,2640.0,0.95454544
32,2009,850.0,1.0
32,2009,790.0,1.0
32,2009,200.0,1.0
32,2009,2870.0,0.86062717
32,2009,270.0,0.66666669
32,2009,290.0,1.0
32,2009,1210.0,0.71074378
32,2009,550.0,1.0
32,2009,100.0,1.0
32,2009,350.0,0.82857144
32,2009,500.0,1.0
32,2009,302.0,0.0066225166
32,2009,1000.0,0.69999999
32,2009,3500.0,0.9285714
32,2009,800.0,0.64999998
32,2009,1025.0,1.0
32,2009,4400.0,0.95454544
32,2009,201.5,0.50372207
32,2009,1180.0,1.0
32,2009,400.0,1.0
32,2009,3581.0,0.95811224
32,2009,1400.0,1.0
32,2009,300.0,1.0
32,2009,880.0,1.0
32,2009,300.0,1.0
32,2009,600.0,0.16666667
32,2009,680.0,0.85294116
32,2009,730.0,1.0
32,2009,144.0,0.28472221
32,2009,904.0,1.0
32,2009,901.3,0.7431488
32,2009,910.0,0.82417583
32,2009,2470.0,1.0
32,2009,350.0,1.0
32,2009,901.0,0.9988901
32,2009,505.0,0.68316829
32,2009,80.0,0.0
32,2009,200.0,1.0
32,2009,200.0,1.0
32,2009,400.0,0.5
32,2009,534.0,0.19475655
32,2009,596.0,0.026845638
