T1,wave,total_水产品,ratio_水产品
21,2006,542.0,1.0
21,2006,200.0,0.0
21,2006,180.0,0.0
21,2006,1500.0,0.96666664
21,2006,115.0,0.13043478
21,2006,175.0,1.0
21,2006,20.0,1.0
21,2006,170.0,1.0
21,2006,115.0,1.0
21,2006,200.0,1.0
21,2006,1330.0,1.0
21,2006,200.0,1.0
21,2006,150.0,1.0
21,2006,450.0,1.0
21,2006,200.0,1.0
21,2006,500.0,1.0
21,2006,170.0,1.0
21,2006,1600.0,1.0
21,2006,100.0,1.0
21,2006,750.0,1.0
21,2006,1050.0,1.0
21,2006,900.0,1.0
21,2006,30.0,1.0
21,2006,165.0,1.0
21,2006,150.0,1.0
21,2006,450.0,0.0
21,2006,250.0,0.0
21,2006,765.0,0.88235295
21,2006,550.0,1.0
21,2006,150.0,1.0
21,2006,1910.0,1.0
21,2006,300.0,1.0
21,2006,430.0,1.0
21,2006,1720.0,0.85465115
21,2006,800.0,1.0
21,2006,1350.0,0.37037036
23,2006,600.0,1.0
23,2006,800.0,0.75
23,2006,100.0,1.0
23,2006,300.0,1.0
23,2006,300.0,1.0
23,2006,100.0,1.0
23,2006,150.0,1.0
23,2006,900.0,0.0
23,2006,300.0,1.0
23,2006,200.0,1.0
23,2006,300.0,1.0
23,2006,300.0,1.0
23,2006,200.0,0.0
23,2006,100.0,1.0
23,2006,300.0,1.0
23,2006,250.0,1.0
23,2006,500.0,1.0
23,2006,1050.0,1.0
23,2006,650.0,1.0
23,2006,150.0,1.0
23,2006,150.0,1.0
23,2006,350.0,1.0
23,2006,150.0,1.0
23,2006,20.0,1.0
23,2006,100.0,1.0
23,2006,350.0,1.0
23,2006,450.0,0.0
23,2006,100.0,0.0
23,2006,200.0,0.0
23,2006,500.0,1.0
23,2006,950.0,1.0
23,2006,20.0,1.0
23,2006,125.0,1.0
23,2006,50.0,1.0
23,2006,80.0,1.0
23,2006,260.0,1.0
23,2006,160.0,0.0
23,2006,290.0,0.37931034
23,2006,290.0,0.31034482
23,2006,650.0,1.0
23,2006,300.0,1.0
23,2006,180.0,0.44444445
23,2006,150.0,1.0
23,2006,900.0,1.0
23,2006,200.0,1.0
23,2006,300.0,1.0
23,2006,100.0,1.0
23,2006,515.0,1.0
23,2006,930.0,1.0
23,2006,200.0,1.0
23,2006,670.0,0.14925373
23,2006,180.0,1.0
23,2006,200.0,1.0
23,2006,200.0,1.0
23,2006,150.0,0.66666669
23,2006,200.0,1.0
23,2006,300.0,1.0
23,2006,170.0,0.41176471
23,2006,750.0,0.0
23,2006,250.0,0.0
23,2006,700.0,1.0
23,2006,150.0,1.0
23,2006,500.0,1.0
23,2006,300.0,1.0
23,2006,550.0,0.67272729
23,2006,850.0,1.0
23,2006,200.0,1.0
23,2006,850.0,0.7647059
23,2006,150.0,1.0
23,2006,1050.0,0.71428573
23,2006,900.0,1.0
23,2006,450.0,1.0
23,2006,200.0,1.0
23,2006,400.0,1.0
23,2006,625.0,0.92799997
23,2006,180.0,1.0
23,2006,200.0,1.0
23,2006,200.0,1.0
23,2006,300.0,1.0
23,2006,150.0,0.0
23,2006,600.0,1.0
23,2006,700.0,1.0
23,2006,950.0,1.0
23,2006,400.0,1.0
23,2006,350.0,1.0
23,2006,400.0,0.5
23,2006,563.0,1.0
23,2006,1200.0,1.0
23,2006,200.0,1.0
23,2006,210.0,0.52380955
23,2006,200.0,1.0
23,2006,200.0,1.0
23,2006,300.0,1.0
23,2006,300.0,0.66666669
23,2006,150.0,1.0
23,2006,200.0,0.0
23,2006,400.0,1.0
23,2006,50.0,1.0
23,2006,400.0,1.0
23,2006,235.0,1.0
23,2006,180.0,1.0
23,2006,350.0,1.0
23,2006,20.0,1.0
23,2006,400.0,1.0
23,2006,350.0,1.0
23,2006,1190.0,1.0
23,2006,250.0,1.0
23,2006,200.0,1.0
23,2006,650.0,1.0
23,2006,200.0,1.0
23,2006,250.0,0.60000002
23,2006,550.0,0.72727275
23,2006,200.0,1.0
32,2006,600.0,0.083333336
32,2006,300.0,1.0
32,2006,625.0,0.83999997
32,2006,300.0,0.33333334
32,2006,100.0,0.0
32,2006,100.0,1.0
32,2006,200.0,0.0
32,2006,700.0,1.0
32,2006,1227.0,1.0
32,2006,250.0,1.0
32,2006,725.0,1.0
32,2006,150.0,1.0
32,2006,575.0,1.0
32,2006,625.0,0.68000001
32,2006,1385.0,0.79422385
32,2006,170.0,1.0
32,2006,880.0,0.80113637
32,2006,450.0,0.44444445
32,2006,200.0,0.875
32,2006,350.0,0.42857143
32,2006,1100.0,1.0
32,2006,400.0,0.0
32,2006,310.0,0.0
32,2006,100.0,1.0
32,2006,875.0,0.94285715
32,2006,520.0,0.80769229
32,2006,350.0,0.71428573
32,2006,1875.0,0.23999999
32,2006,650.0,1.0
32,2006,975.0,1.0
32,2006,1330.0,0.48872182
32,2006,400.0,0.5
32,2006,830.0,1.0
32,2006,645.0,0.24031007
32,2006,500.0,1.0
32,2006,4.0,1.0
32,2006,600.0,1.0
32,2006,1170.0,1.0
32,2006,750.0,0.66666669
32,2006,325.0,1.0
32,2006,1680.0,1.0
32,2006,350.0,0.0
32,2006,150.0,1.0
32,2006,900.0,1.0
32,2006,150.0,1.0
32,2006,2.0,1.0
32,2006,600.0,1.0
32,2006,3080.0,0.91883117
32,2006,420.0,1.0
32,2006,350.0,1.0
32,2006,570.0,0.21929824
32,2006,220.0,0.45454547
32,2006,300.0,0.83333331
32,2006,200.0,1.0
32,2006,200.0,1.0
32,2006,1500.0,0.56666666
32,2006,1550.0,1.0
32,2006,150.0,1.0
32,2006,300.0,0.33333334
32,2006,520.0,1.0
32,2006,600.0,1.0
32,2006,550.0,0.54545456
32,2006,250.0,0.0
32,2006,380.0,1.0
32,2006,900.0,1.0
32,2006,290.0,1.0
32,2006,400.0,1.0
32,2006,100.0,0.0
32,2006,1730.0,1.0
32,2006,475.0,0.052631579
32,2006,1020.0,1.0
32,2006,330.0,1.0
32,2006,765.0,1.0
32,2006,430.0,0.53488374
32,2006,1090.0,1.0
32,2006,835.0,0.94011974
32,2006,550.0,1.0
32,2006,1300.0,1.0
32,2006,425.0,1.0
32,2006,160.0,0.0
32,2006,375.0,0.81333333
32,2006,550.0,1.0
32,2006,760.0,1.0
32,2006,275.0,1.0
32,2006,100.0,1.0
32,2006,688.0,1.0
32,2006,150.0,1.0
32,2006,330.0,1.0
32,2006,810.0,1.0
32,2006,300.0,1.0
32,2006,1340.0,1.0
32,2006,100.0,1.0
32,2006,550.0,0.81818181
32,2006,800.0,1.0
32,2006,100.0,0.0
32,2006,200.0,0.5
32,2006,300.0,0.83333331
32,2006,530.0,1.0
32,2006,1180.0,1.0
32,2006,800.0,1.0
32,2006,770.0,0.84415585
32,2006,600.0,0.0
32,2006,350.0,1.0
32,2006,780.0,0.87179488
32,2006,800.0,1.0
32,2006,150.0,0.0
32,2006,850.0,0.58823532
32,2006,300.0,1.0
32,2006,840.0,0.94047618
32,2006,1270.0,1.0
32,2006,545.0,0.50458717
32,2006,275.0,1.0
32,2006,880.0,1.0
32,2006,430.0,1.0
32,2006,450.0,1.0
32,2006,600.0,0.5
32,2006,850.0,0.7647059
32,2006,100.0,0.0
32,2006,1000.0,1.0
32,2006,200.0,1.0
32,2006,1160.0,0.75862068
32,2006,1010.0,1.0
32,2006,1350.0,0.74074072
32,2006,1100.0,0.63636363
32,2006,550.0,0.63636363
32,2006,320.0,1.0
32,2006,600.0,1.0
32,2006,225.0,1.0
32,2006,300.0,1.0
32,2006,420.0,1.0
32,2006,1550.0,1.0
32,2006,100.0,1.0
32,2006,120.0,1.0
32,2006,525.0,1.0
32,2006,960.0,0.63541669
32,2006,500.0,1.0
32,2006,350.0,1.0
32,2006,900.0,1.0
32,2006,100.0,1.0
32,2006,200.0,0.25
32,2006,1115.0,1.0
32,2006,300.0,1.0
32,2006,1100.0,0.59090906
32,2006,100.0,0.0
32,2006,275.0,1.0
32,2006,500.0,1.0
32,2006,690.0,1.0
32,2006,380.0,1.0
32,2006,300.0,1.0
32,2006,1100.0,0.59090906
32,2006,760.0,1.0
32,2006,135.0,1.0
32,2006,250.0,0.0
32,2006,1250.0,0.88
32,2006,300.0,0.0
32,2006,1200.0,0.625
32,2006,200.0,1.0
32,2006,300.0,1.0
32,2006,1295.0,0.976834
32,2006,500.0,1.0
32,2006,305.0,1.0
32,2006,1000.0,0.75
32,2006,610.0,0.13114753
32,2006,200.0,0.5
32,2006,805.0,0.0
32,2006,645.0,1.0
32,2006,140.0,1.0
32,2006,500.0,1.0
32,2006,535.0,1.0
32,2006,185.0,1.0
32,2006,400.0,0.75
32,2006,150.0,1.0
32,2006,1115.0,1.0
32,2006,500.0,1.0
32,2006,200.0,0.0
32,2006,1110.0,1.0
32,2006,550.0,1.0
32,2006,350.0,1.0
32,2006,1100.0,1.0
32,2006,370.0,1.0
32,2006,1400.0,1.0
32,2006,420.0,1.0
32,2006,260.0,1.0
32,2006,860.0,1.0
32,2006,2300.0,1.0
32,2006,825.0,1.0
32,2006,1140.0,1.0
32,2006,370.0,1.0
37,2006,104.0,1.0
37,2006,880.0,1.0
37,2006,360.0,1.0
37,2006,15.0,1.0
37,2006,100.0,1.0
37,2006,380.0,0.7368421
37,2006,300.0,1.0
37,2006,100.0,1.0
37,2006,280.0,1.0
37,2006,100.0,1.0
37,2006,75.0,0.33333334
37,2006,80.0,1.0
37,2006,490.0,1.0
37,2006,158.0,1.0
37,2006,185.0,1.0
37,2006,160.0,1.0
37,2006,375.0,1.0
37,2006,260.0,1.0
37,2006,30.0,1.0
37,2006,120.0,1.0
37,2006,15.0,1.0
37,2006,150.0,1.0
37,2006,30.0,1.0
37,2006,20.0,1.0
37,2006,425.0,0.7647059
37,2006,100.0,1.0
37,2006,250.0,1.0
37,2006,250.0,1.0
37,2006,80.0,1.0
37,2006,360.0,1.0
37,2006,800.0,1.0
37,2006,585.0,1.0
37,2006,50.0,1.0
37,2006,200.0,1.0
37,2006,120.0,1.0
37,2006,300.0,1.0
37,2006,250.0,1.0
37,2006,530.0,1.0
37,2006,200.0,1.0
37,2006,340.0,1.0
37,2006,515.0,0.19417475
37,2006,730.0,0.63013697
37,2006,30.0,1.0
37,2006,20.0,1.0
37,2006,450.0,1.0
37,2006,167.0,1.0
37,2006,50.0,1.0
37,2006,50.0,1.0
37,2006,300.0,1.0
37,2006,30.0,1.0
37,2006,300.0,1.0
37,2006,120.0,1.0
37,2006,140.0,1.0
37,2006,160.0,0.625
37,2006,380.0,1.0
37,2006,325.0,0.30769232
37,2006,220.0,1.0
37,2006,20.0,1.0
37,2006,380.0,1.0
37,2006,390.0,1.0
37,2006,398.0,1.0
37,2006,300.0,1.0
37,2006,500.0,1.0
37,2006,150.0,1.0
37,2006,100.0,1.0
37,2006,200.0,1.0
37,2006,10.0,1.0
37,2006,450.0,1.0
37,2006,730.0,0.58904111
37,2006,100.0,1.0
37,2006,450.0,1.0
37,2006,310.0,1.0
37,2006,250.0,1.0
37,2006,40.0,1.0
37,2006,340.0,0.61764705
37,2006,690.0,0.44927537
37,2006,400.0,1.0
37,2006,160.0,1.0
37,2006,150.0,1.0
37,2006,500.0,0.30000001
37,2006,240.0,1.0
37,2006,160.0,1.0
41,2006,100.0,1.0
41,2006,125.0,0.0
41,2006,1250.0,1.0
41,2006,40.0,0.0
41,2006,220.0,1.0
41,2006,400.0,1.0
41,2006,350.0,1.0
41,2006,20.0,0.0
41,2006,40.0,1.0
41,2006,200.0,1.0
41,2006,150.0,1.0
41,2006,60.0,1.0
41,2006,300.0,1.0
41,2006,80.0,0.0
41,2006,1230.0,1.0
41,2006,10.0,1.0
41,2006,35.0,1.0
41,2006,800.0,1.0
41,2006,75.0,1.0
41,2006,150.0,1.0
41,2006,200.0,1.0
41,2006,200.0,1.0
41,2006,100.0,0.0
41,2006,100.0,1.0
41,2006,340.0,0.82352942
41,2006,50.0,1.0
41,2006,430.0,0.76744187
41,2006,380.0,1.0
41,2006,300.0,1.0
41,2006,1950.0,1.0
41,2006,1600.0,1.0
41,2006,200.0,1.0
41,2006,175.0,1.0
41,2006,350.0,1.0
42,2006,855.0,1.0
42,2006,450.0,1.0
42,2006,132.0,1.0
42,2006,200.0,1.0
42,2006,300.0,1.0
42,2006,860.0,1.0
42,2006,450.0,0.33333334
42,2006,340.0,0.70588237
42,2006,890.0,0.66292137
42,2006,143.0,1.0
42,2006,1075.0,0.20930232
42,2006,1080.0,0.9537037
42,2006,350.0,1.0
42,2006,850.0,1.0
42,2006,450.0,1.0
42,2006,100.0,1.0
42,2006,75.0,1.0
42,2006,750.0,1.0
42,2006,100.0,1.0
42,2006,800.0,1.0
42,2006,350.0,0.5714286
42,2006,560.0,0.5535714
42,2006,460.0,1.0
42,2006,100.0,0.0
42,2006,550.0,0.0
42,2006,490.0,0.2857143
42,2006,500.0,1.0
42,2006,78.0,1.0
42,2006,1052.0,0.99049431
42,2006,80.0,1.0
42,2006,140.0,1.0
42,2006,300.0,1.0
42,2006,250.0,1.0
42,2006,150.0,1.0
42,2006,280.0,1.0
42,2006,120.0,1.0
42,2006,120.0,1.0
42,2006,600.0,0.83333331
42,2006,80.0,1.0
42,2006,950.0,1.0
42,2006,305.0,1.0
42,2006,300.0,1.0
42,2006,470.0,1.0
42,2006,490.0,1.0
42,2006,1530.0,1.0
42,2006,200.0,0.75
42,2006,1200.0,1.0
42,2006,400.0,0.0
42,2006,270.0,1.0
42,2006,280.0,0.71428573
42,2006,125.0,1.0
42,2006,859.0,0.94179279
42,2006,270.0,0.0
42,2006,1000.0,0.92000002
42,2006,1280.0,1.0
42,2006,780.0,1.0
42,2006,250.0,1.0
42,2006,150.0,1.0
42,2006,280.0,0.53571427
42,2006,300.0,1.0
42,2006,500.0,0.5
42,2006,100.0,1.0
42,2006,600.0,1.0
42,2006,190.0,1.0
42,2006,158.0,1.0
42,2006,30.0,0.0
42,2006,300.0,1.0
42,2006,100.0,0.0
42,2006,140.0,1.0
42,2006,1400.0,1.0
42,2006,500.0,1.0
42,2006,1080.0,0.8611111
42,2006,400.0,1.0
42,2006,1705.0,1.0
42,2006,650.0,1.0
42,2006,180.0,1.0
42,2006,200.0,1.0
42,2006,400.0,1.0
42,2006,150.0,1.0
42,2006,500.0,1.0
42,2006,950.0,1.0
42,2006,35.0,1.0
42,2006,680.0,1.0
42,2006,900.0,1.0
42,2006,920.0,0.96739131
42,2006,200.0,1.0
42,2006,1250.0,1.0
42,2006,400.0,1.0
42,2006,130.0,1.0
42,2006,600.0,1.0
42,2006,380.0,1.0
42,2006,160.0,1.0
42,2006,500.0,1.0
42,2006,1220.0,0.78688526
42,2006,910.0,0.3956044
42,2006,850.0,1.0
42,2006,400.0,1.0
42,2006,2750.0,1.0
42,2006,850.0,1.0
42,2006,100.0,0.0
42,2006,970.0,1.0
42,2006,860.0,1.0
42,2006,50.0,1.0
42,2006,150.0,1.0
42,2006,990.0,1.0
42,2006,500.0,1.0
42,2006,1150.0,0.30434781
43,2006,1000.0,1.0
43,2006,430.0,0.88372093
43,2006,45.0,1.0
43,2006,110.0,0.45454547
43,2006,375.0,0.80000001
43,2006,150.0,1.0
43,2006,100.0,1.0
43,2006,700.0,1.0
43,2006,950.0,0.94736844
43,2006,200.0,1.0
43,2006,200.0,0.0
43,2006,800.0,1.0
43,2006,560.0,0.64285713
43,2006,450.0,0.66666669
43,2006,250.0,1.0
43,2006,720.0,0.44444445
43,2006,300.0,1.0
43,2006,230.0,1.0
43,2006,250.0,0.60000002
43,2006,350.0,0.71428573
43,2006,550.0,1.0
43,2006,400.0,1.0
43,2006,107.0,0.0
43,2006,1260.0,1.0
43,2006,840.0,1.0
43,2006,25.0,1.0
43,2006,370.0,0.45945945
43,2006,250.0,1.0
43,2006,700.0,1.0
43,2006,290.0,1.0
43,2006,400.0,1.0
43,2006,40.0,0.0
43,2006,600.0,1.0
43,2006,450.0,1.0
43,2006,1045.0,0.61722487
43,2006,1110.0,0.77477479
43,2006,830.0,0.6987952
43,2006,270.0,1.0
43,2006,300.0,1.0
43,2006,980.0,1.0
43,2006,650.0,0.69230771
43,2006,75.0,1.0
43,2006,50.0,0.0
43,2006,362.0,1.0
43,2006,770.0,0.48051947
43,2006,125.0,1.0
43,2006,150.0,1.0
43,2006,670.0,0.85074627
43,2006,100.0,1.0
43,2006,50.0,1.0
43,2006,530.0,1.0
43,2006,460.0,1.0
43,2006,275.0,0.0
43,2006,935.0,0.81818181
43,2006,432.0,0.9537037
43,2006,700.0,1.0
43,2006,180.0,1.0
43,2006,600.0,0.91666669
43,2006,310.0,0.80645162
43,2006,200.0,1.0
43,2006,775.0,1.0
43,2006,20.0,1.0
43,2006,210.0,0.38095239
43,2006,280.0,1.0
43,2006,1266.0,1.0
43,2006,860.0,0.70930231
43,2006,560.0,1.0
43,2006,365.0,1.0
43,2006,800.0,1.0
43,2006,1050.0,0.72380954
43,2006,1265.0,1.0
43,2006,25.0,1.0
43,2006,540.0,1.0
43,2006,340.0,1.0
43,2006,880.0,1.0
43,2006,300.0,0.0
43,2006,1210.0,1.0
43,2006,115.0,1.0
43,2006,1010.0,1.0
43,2006,340.0,0.7352941
43,2006,100.0,1.0
43,2006,520.0,1.0
43,2006,1080.0,1.0
43,2006,1250.0,0.92000002
43,2006,550.0,0.92727274
43,2006,350.0,1.0
43,2006,110.0,1.0
43,2006,100.0,1.0
43,2006,550.0,0.90909094
43,2006,720.0,1.0
43,2006,290.0,1.0
43,2006,550.0,1.0
43,2006,1326.0,1.0
43,2006,700.0,1.0
43,2006,60.0,1.0
43,2006,540.0,1.0
43,2006,200.0,1.0
43,2006,590.0,0.49152541
43,2006,200.0,1.0
43,2006,1795.0,0.72144848
43,2006,300.0,1.0
43,2006,850.0,0.70588237
43,2006,260.0,1.0
43,2006,450.0,1.0
43,2006,460.0,1.0
43,2006,200.0,1.0
43,2006,150.0,1.0
43,2006,150.0,0.66666669
43,2006,200.0,1.0
43,2006,180.0,0.0
43,2006,100.0,1.0
43,2006,2160.0,0.97685188
43,2006,60.0,1.0
43,2006,540.0,1.0
43,2006,600.0,1.0
43,2006,550.0,1.0
43,2006,200.0,0.0
43,2006,955.0,1.0
43,2006,140.0,1.0
43,2006,1108.0,0.72924185
43,2006,200.0,1.0
43,2006,290.0,1.0
43,2006,370.0,0.45945945
43,2006,500.0,0.89999998
43,2006,250.0,1.0
43,2006,380.0,1.0
43,2006,200.0,0.0
43,2006,1380.0,1.0
43,2006,760.0,0.15789473
43,2006,1042.0,1.0
43,2006,955.0,1.0
43,2006,685.0,0.56204379
45,2006,200.0,1.0
45,2006,250.0,1.0
45,2006,50.0,1.0
45,2006,150.0,1.0
45,2006,320.0,1.0
45,2006,475.0,1.0
45,2006,150.0,1.0
45,2006,1080.0,1.0
45,2006,200.0,1.0
45,2006,250.0,1.0
45,2006,150.0,1.0
45,2006,200.0,1.0
45,2006,300.0,1.0
45,2006,300.0,1.0
45,2006,72.0,1.0
45,2006,772.0,1.0
45,2006,100.0,1.0
45,2006,200.0,1.0
45,2006,250.0,1.0
45,2006,250.0,1.0
45,2006,400.0,0.625
45,2006,100.0,1.0
45,2006,100.0,1.0
45,2006,100.0,1.0
45,2006,109.0,1.0
45,2006,250.0,1.0
45,2006,400.0,0.75
45,2006,410.0,1.0
45,2006,150.0,1.0
45,2006,250.0,1.0
45,2006,150.0,1.0
45,2006,200.0,1.0
45,2006,125.0,1.0
45,2006,400.0,1.0
45,2006,250.0,1.0
45,2006,310.0,1.0
45,2006,735.0,1.0
45,2006,400.0,1.0
45,2006,150.0,1.0
45,2006,600.0,1.0
45,2006,1100.0,1.0
45,2006,200.0,1.0
45,2006,770.0,1.0
45,2006,550.0,1.0
45,2006,450.0,1.0
45,2006,150.0,1.0
45,2006,800.0,1.0
45,2006,150.0,1.0
45,2006,600.0,1.0
45,2006,100.0,1.0
45,2006,335.0,1.0
45,2006,150.0,1.0
45,2006,550.0,0.72727275
45,2006,410.0,1.0
45,2006,150.0,1.0
45,2006,370.0,1.0
45,2006,425.0,1.0
45,2006,32.0,1.0
45,2006,150.0,1.0
45,2006,125.0,1.0
45,2006,150.0,1.0
45,2006,200.0,1.0
45,2006,550.0,1.0
45,2006,150.0,1.0
45,2006,100.0,1.0
45,2006,330.0,1.0
45,2006,225.0,1.0
45,2006,430.0,1.0
45,2006,100.0,1.0
45,2006,150.0,1.0
45,2006,460.0,1.0
45,2006,420.0,1.0
45,2006,450.0,1.0
45,2006,440.0,0.54545456
45,2006,510.0,1.0
45,2006,651.0,1.0
45,2006,356.0,1.0
45,2006,100.0,1.0
45,2006,260.0,1.0
45,2006,100.0,1.0
45,2006,450.0,1.0
45,2006,570.0,1.0
45,2006,250.0,1.0
45,2006,200.0,1.0
45,2006,680.0,0.70588237
45,2006,500.0,1.0
45,2006,250.0,1.0
45,2006,650.0,1.0
45,2006,670.0,1.0
45,2006,250.0,1.0
45,2006,300.0,1.0
45,2006,700.0,1.0
45,2006,370.0,1.0
45,2006,100.0,1.0
45,2006,100.0,1.0
45,2006,90.0,1.0
45,2006,50.0,1.0
45,2006,360.0,1.0
52,2006,30.0,0.0
52,2006,30.0,0.0
52,2006,166.0,1.0
52,2006,1000.0,1.0
52,2006,100.0,1.0
52,2006,300.0,1.0
52,2006,250.0,0.0
52,2006,30.0,0.0
52,2006,320.0,1.0
52,2006,100.0,0.0
52,2006,100.0,0.0
52,2006,100.0,0.0
52,2006,700.0,1.0
52,2006,300.0,1.0
52,2006,310.0,0.48387095
52,2006,200.0,1.0
52,2006,30.0,0.0
52,2006,160.0,0.6875
52,2006,300.0,1.0
52,2006,150.0,0.66666669
52,2006,70.0,1.0
52,2006,20.0,0.0
52,2006,40.0,0.0
52,2006,350.0,1.0
52,2006,200.0,1.0
52,2006,300.0,1.0
52,2006,300.0,1.0
52,2006,130.0,0.0
52,2006,50.0,0.0
52,2006,80.0,1.0
52,2006,100.0,1.0
52,2006,70.0,0.0
52,2006,250.0,1.0
52,2006,150.0,1.0
52,2006,200.0,1.0
21,2009,550.0,1.0
21,2009,280.0,1.0
21,2009,210.0,1.0
21,2009,275.0,1.0
21,2009,500.0,1.0
21,2009,930.0,0.0
21,2009,470.0,0.68085104
21,2009,250.0,1.0
21,2009,500.0,1.0
21,2009,1770.0,0.85875708
21,2009,400.0,1.0
21,2009,400.0,1.0
21,2009,215.0,0.74418604
21,2009,50.0,1.0
21,2009,470.0,1.0
21,2009,450.0,1.0
21,2009,550.0,1.0
21,2009,230.0,1.0
21,2009,100.0,1.0
21,2009,100.0,1.0
21,2009,150.0,1.0
21,2009,250.0,1.0
21,2009,150.0,1.0
21,2009,600.0,1.0
21,2009,1425.0,1.0
21,2009,890.0,1.0
21,2009,264.0,1.0
21,2009,925.0,0.83783782
21,2009,185.0,1.0
21,2009,150.0,0.0
21,2009,250.0,1.0
21,2009,350.0,1.0
21,2009,240.0,1.0
21,2009,1620.0,0.87654322
21,2009,575.0,1.0
21,2009,200.0,1.0
21,2009,200.0,1.0
21,2009,10.0,1.0
21,2009,100.0,1.0
21,2009,480.0,0.52083331
21,2009,250.0,1.0
21,2009,400.0,1.0
21,2009,150.0,0.0
21,2009,1635.0,1.0
21,2009,180.0,0.55555558
21,2009,1170.0,1.0
21,2009,370.0,1.0
21,2009,1300.0,1.0
21,2009,1480.0,1.0
21,2009,1300.0,0.26923078
21,2009,25.0,1.0
21,2009,400.0,1.0
21,2009,260.0,1.0
21,2009,650.0,0.76923078
21,2009,270.0,1.0
21,2009,700.0,1.0
21,2009,500.0,1.0
21,2009,160.0,0.0
21,2009,700.0,1.0
21,2009,500.0,1.0
21,2009,91.0,1.0
21,2009,30.0,1.0
21,2009,100.0,1.0
21,2009,413.0,1.0
21,2009,510.0,0.90196079
21,2009,50.0,1.0
21,2009,150.0,1.0
21,2009,440.0,0.31818181
21,2009,900.0,1.0
21,2009,755.0,1.0
21,2009,850.0,0.7647059
21,2009,500.0,0.0
21,2009,500.0,1.0
21,2009,400.0,0.0
21,2009,400.0,1.0
21,2009,150.0,1.0
21,2009,480.0,1.0
21,2009,1920.0,1.0
21,2009,660.0,0.63636363
21,2009,600.0,1.0
21,2009,1290.0,1.0
21,2009,110.0,1.0
21,2009,200.0,1.0
21,2009,550.0,1.0
21,2009,650.0,1.0
21,2009,1245.0,1.0
21,2009,500.0,1.0
21,2009,200.0,0.0
21,2009,150.0,1.0
21,2009,20.0,1.0
21,2009,100.0,1.0
21,2009,130.0,1.0
21,2009,15.0,1.0
21,2009,40.0,1.0
21,2009,47.0,1.0
21,2009,50.0,1.0
21,2009,600.0,0.66666669
21,2009,50.0,0.0
21,2009,200.0,1.0
21,2009,150.0,1.0
21,2009,150.0,1.0
21,2009,100.0,1.0
