T1,wave,total_水产品,ratio_水产品
21,2009,250.0,0.0
21,2009,330.0,1.0
21,2009,12.0,1.0
21,2009,150.0,1.0
21,2009,400.0,1.0
21,2009,250.0,1.0
21,2009,600.0,1.0
21,2009,1250.0,1.0
21,2009,200.0,1.0
21,2009,1300.0,1.0
21,2009,350.0,0.85714287
21,2009,2871.0,1.0
21,2009,400.0,1.0
21,2009,720.0,0.375
21,2009,200.0,1.0
21,2009,47.0,1.0
21,2009,450.0,0.55555558
21,2009,600.0,1.0
21,2009,1150.0,1.0
21,2009,300.0,1.0
21,2009,170.0,1.0
21,2009,50.0,1.0
21,2009,150.0,0.0
21,2009,300.0,1.0
21,2009,550.0,1.0
21,2009,675.0,1.0
21,2009,300.0,1.0
21,2009,600.0,0.5
21,2009,15.0,1.0
21,2009,1235.0,1.0
21,2009,750.0,1.0
21,2009,100.0,1.0
21,2009,600.0,1.0
21,2009,600.0,0.5
21,2009,275.0,0.27272728
21,2009,430.0,1.0
21,2009,275.0,0.27272728
21,2009,710.0,0.64788735
21,2009,200.0,0.0
21,2009,788.0,1.0
21,2009,80.0,1.0
21,2009,1150.0,0.24347825
21,2009,100.0,0.0
21,2009,510.0,0.019607844
21,2009,300.0,1.0
21,2009,450.0,0.55555558
21,2009,1035.0,0.75845408
21,2009,50.0,0.0
21,2009,875.0,0.65714288
21,2009,925.0,0.54054052
21,2009,1405.0,1.0
21,2009,900.0,0.83333331
21,2009,280.0,0.10714286
21,2009,750.0,1.0
21,2009,50.0,0.0
21,2009,150.0,1.0
21,2009,150.0,1.0
21,2009,100.0,1.0
21,2009,100.0,0.0
21,2009,530.0,0.86792451
21,2009,986.0,1.0
21,2009,300.0,1.0
21,2009,150.0,1.0
21,2009,300.0,1.0
21,2009,1070.0,1.0
21,2009,200.0,1.0
21,2009,220.0,1.0
21,2009,300.0,1.0
21,2009,1220.0,1.0
21,2009,600.0,1.0
21,2009,130.0,1.0
21,2009,200.0,1.0
21,2009,100.0,1.0
21,2009,750.0,0.40000001
21,2009,150.0,1.0
21,2009,300.0,1.0
21,2009,550.0,1.0
21,2009,325.0,1.0
21,2009,825.0,1.0
21,2009,100.0,1.0
21,2009,10.0,1.0
21,2009,485.0,1.0
21,2009,200.0,1.0
21,2009,820.0,0.75609756
21,2009,250.0,1.0
21,2009,50.0,1.0
23,2009,50.0,0.0
23,2009,300.0,0.0
23,2009,100.0,1.0
23,2009,500.0,1.0
23,2009,200.0,1.0
23,2009,340.0,1.0
23,2009,150.0,1.0
23,2009,250.0,1.0
23,2009,650.0,0.76923078
23,2009,400.0,1.0
23,2009,230.0,1.0
23,2009,350.0,1.0
23,2009,200.0,1.0
23,2009,350.0,1.0
23,2009,850.0,1.0
23,2009,400.0,1.0
23,2009,400.0,1.0
23,2009,600.0,0.66666669
23,2009,250.0,1.0
23,2009,100.0,1.0
23,2009,500.0,1.0
23,2009,200.0,1.0
23,2009,500.0,1.0
23,2009,100.0,1.0
23,2009,420.0,1.0
23,2009,250.0,1.0
23,2009,100.0,1.0
23,2009,150.0,1.0
23,2009,400.0,0.5
23,2009,200.0,1.0
23,2009,270.0,1.0
23,2009,500.0,1.0
23,2009,100.0,0.0
23,2009,800.0,1.0
23,2009,650.0,1.0
23,2009,900.0,1.0
23,2009,500.0,0.83999997
23,2009,350.0,1.0
23,2009,400.0,1.0
23,2009,300.0,1.0
23,2009,580.0,1.0
23,2009,1000.0,1.0
23,2009,150.0,0.0
23,2009,250.0,1.0
23,2009,580.0,0.34482759
23,2009,200.0,1.0
23,2009,50.0,0.0
23,2009,300.0,1.0
23,2009,580.0,0.68965518
23,2009,200.0,1.0
23,2009,700.0,0.71428573
23,2009,100.0,1.0
23,2009,50.0,1.0
23,2009,150.0,1.0
23,2009,300.0,1.0
23,2009,450.0,1.0
23,2009,5.0,1.0
23,2009,180.0,0.83333331
23,2009,100.0,1.0
23,2009,400.0,1.0
23,2009,200.0,1.0
23,2009,555.0,0.18018018
23,2009,200.0,1.0
23,2009,500.0,1.0
23,2009,50.0,1.0
23,2009,300.0,1.0
23,2009,200.0,0.0
23,2009,500.0,1.0
23,2009,200.0,0.0
23,2009,200.0,1.0
23,2009,300.0,1.0
23,2009,250.0,1.0
23,2009,150.0,0.33333334
23,2009,1200.0,1.0
23,2009,150.0,1.0
23,2009,850.0,1.0
23,2009,500.0,1.0
23,2009,350.0,1.0
23,2009,150.0,1.0
23,2009,400.0,1.0
23,2009,130.0,1.0
23,2009,200.0,1.0
23,2009,200.0,1.0
23,2009,500.0,1.0
23,2009,935.0,0.7326203
23,2009,200.0,1.0
23,2009,400.0,1.0
23,2009,200.0,1.0
23,2009,400.0,1.0
23,2009,1.0,1.0
23,2009,550.0,1.0
23,2009,100.0,1.0
23,2009,30.0,1.0
23,2009,650.0,1.0
23,2009,496.0,0.60483873
23,2009,420.0,0.0
23,2009,850.0,1.0
23,2009,200.0,1.0
23,2009,200.0,1.0
23,2009,515.0,0.61165047
23,2009,50.0,0.0
23,2009,750.0,1.0
23,2009,300.0,1.0
23,2009,100.0,1.0
23,2009,100.0,1.0
23,2009,630.0,1.0
23,2009,210.0,1.0
23,2009,100.0,1.0
23,2009,100.0,0.0
23,2009,200.0,1.0
23,2009,200.0,1.0
23,2009,250.0,1.0
23,2009,250.0,1.0
23,2009,100.0,1.0
23,2009,200.0,1.0
23,2009,530.0,1.0
23,2009,200.0,1.0
23,2009,100.0,1.0
23,2009,200.0,1.0
23,2009,50.0,0.0
23,2009,250.0,1.0
23,2009,80.0,1.0
23,2009,500.0,1.0
23,2009,150.0,1.0
23,2009,400.0,1.0
23,2009,350.0,1.0
23,2009,350.0,1.0
23,2009,150.0,1.0
23,2009,100.0,1.0
23,2009,250.0,1.0
23,2009,200.0,1.0
23,2009,200.0,1.0
32,2009,600.0,1.0
32,2009,695.0,0.82733816
32,2009,1300.0,1.0
32,2009,1100.0,0.95454544
32,2009,1580.0,0.69936711
32,2009,1000.0,0.92000002
32,2009,250.0,0.40000001
32,2009,270.0,1.0
32,2009,470.0,1.0
32,2009,200.0,0.0
32,2009,1075.0,0.67441863
32,2009,60.0,0.0
32,2009,445.0,1.0
32,2009,1470.0,1.0
32,2009,470.0,1.0
32,2009,280.0,1.0
32,2009,1230.0,0.71544713
32,2009,150.0,1.0
32,2009,150.0,0.33333334
32,2009,530.0,0.8490566
32,2009,500.0,0.5
32,2009,740.0,0.72972971
32,2009,1722.0,1.0
32,2009,370.0,1.0
32,2009,1935.0,0.34625322
32,2009,50.0,1.0
32,2009,425.0,0.88235295
32,2009,710.0,0.78873241
32,2009,300.0,0.5
32,2009,1400.0,0.89285713
32,2009,260.0,1.0
32,2009,80.0,0.0
32,2009,350.0,1.0
32,2009,1100.0,1.0
32,2009,420.0,1.0
32,2009,400.0,1.0
32,2009,250.0,1.0
32,2009,390.0,0.64102566
32,2009,185.0,1.0
32,2009,120.0,1.0
32,2009,340.0,1.0
32,2009,100.0,1.0
32,2009,170.0,1.0
32,2009,1220.0,1.0
32,2009,200.0,0.0
32,2009,25.0,1.0
32,2009,770.0,0.45454547
32,2009,1050.0,1.0
32,2009,638.0,1.0
32,2009,100.0,0.0
32,2009,240.0,1.0
32,2009,300.0,1.0
32,2009,650.0,1.0
32,2009,950.0,0.63157892
32,2009,350.0,0.5714286
32,2009,150.0,0.0
32,2009,1360.0,1.0
32,2009,160.0,0.375
32,2009,100.0,0.0
32,2009,220.0,1.0
32,2009,660.0,0.83333331
32,2009,980.0,1.0
32,2009,850.0,1.0
32,2009,250.0,1.0
32,2009,850.0,0.47058824
32,2009,875.0,0.65714288
32,2009,488.0,1.0
32,2009,1190.0,0.62184876
32,2009,250.0,1.0
32,2009,150.0,0.33333334
32,2009,400.0,1.0
32,2009,120.0,1.0
32,2009,392.0,1.0
32,2009,200.0,1.0
32,2009,600.0,1.0
32,2009,100.0,1.0
32,2009,1520.0,1.0
32,2009,830.0,0.87951809
32,2009,390.0,1.0
32,2009,235.0,0.91489363
32,2009,710.0,1.0
32,2009,540.0,0.74074072
32,2009,200.0,1.0
32,2009,1400.0,0.64285713
32,2009,200.0,1.0
32,2009,40.0,1.0
32,2009,655.0,0.0
32,2009,715.0,0.34965035
32,2009,350.0,0.85714287
32,2009,130.0,1.0
32,2009,400.0,0.25
32,2009,450.0,0.44444445
32,2009,80.0,1.0
32,2009,850.0,0.17647059
32,2009,740.0,1.0
32,2009,300.0,0.33333334
32,2009,1040.0,1.0
32,2009,590.0,1.0
32,2009,35.0,1.0
32,2009,200.0,1.0
32,2009,750.0,1.0
32,2009,450.0,0.33333334
32,2009,340.0,0.94117647
32,2009,575.0,1.0
32,2009,100.0,1.0
32,2009,250.0,1.0
32,2009,100.0,1.0
32,2009,450.0,0.0
32,2009,1290.0,1.0
32,2009,910.0,1.0
32,2009,1020.0,1.0
32,2009,420.0,1.0
32,2009,670.0,1.0
32,2009,700.0,0.85714287
32,2009,1630.0,1.0
32,2009,200.0,1.0
32,2009,450.0,0.77777779
32,2009,75.0,0.0
32,2009,650.0,0.84615386
32,2009,120.0,1.0
32,2009,1060.0,0.6226415
32,2009,150.0,1.0
32,2009,1030.0,1.0
32,2009,905.0,1.0
32,2009,100.0,0.0
32,2009,750.0,1.0
32,2009,150.0,1.0
32,2009,100.0,1.0
32,2009,150.0,0.0
32,2009,450.0,1.0
32,2009,1280.0,0.78125
32,2009,400.0,1.0
32,2009,1340.0,1.0
32,2009,350.0,1.0
32,2009,410.0,1.0
32,2009,1750.0,0.82857144
32,2009,400.0,0.5
32,2009,1100.0,0.81818181
32,2009,500.0,0.60000002
32,2009,645.0,0.96899223
32,2009,450.0,0.66666669
32,2009,1380.0,0.4710145
32,2009,2090.0,0.71291864
32,2009,1225.0,0.91836733
32,2009,160.0,1.0
32,2009,810.0,1.0
32,2009,250.0,1.0
32,2009,795.0,1.0
32,2009,100.0,1.0
32,2009,610.0,1.0
32,2009,150.0,1.0
32,2009,800.0,1.0
32,2009,1500.0,1.0
32,2009,2650.0,1.0
32,2009,3715.0,0.91386271
32,2009,175.0,0.0
32,2009,375.0,0.80000001
32,2009,250.0,0.60000002
32,2009,1250.0,0.83999997
32,2009,20.0,1.0
32,2009,831.0,1.0
32,2009,820.0,1.0
32,2009,350.0,1.0
32,2009,875.0,0.77142859
32,2009,200.0,1.0
32,2009,100.0,0.0
32,2009,200.0,1.0
32,2009,400.0,1.0
32,2009,400.0,1.0
32,2009,400.0,1.0
32,2009,1300.0,0.57692307
32,2009,50.0,1.0
32,2009,2040.0,0.92647058
32,2009,270.0,1.0
32,2009,50.0,0.0
32,2009,300.0,1.0
32,2009,1265.0,1.0
32,2009,110.0,1.0
32,2009,240.0,1.0
32,2009,500.0,1.0
32,2009,680.0,1.0
32,2009,480.0,1.0
32,2009,642.0,1.0
32,2009,250.0,1.0
32,2009,655.0,1.0
32,2009,1050.0,0.5714286
32,2009,600.0,1.0
32,2009,1660.0,0.77710843
32,2009,175.0,1.0
32,2009,991.0,0.89909184
32,2009,330.0,1.0
32,2009,700.0,0.71428573
32,2009,200.0,0.5
32,2009,555.0,1.0
32,2009,360.0,1.0
32,2009,200.0,1.0
32,2009,600.0,1.0
32,2009,550.0,0.90909094
32,2009,790.0,0.87341774
32,2009,520.0,0.71153843
32,2009,350.0,1.0
32,2009,2500.0,0.86000001
32,2009,350.0,0.0
32,2009,50.0,1.0
32,2009,500.0,1.0
32,2009,580.0,1.0
32,2009,100.0,0.0
32,2009,500.0,1.0
32,2009,200.0,1.0
32,2009,200.0,1.0
37,2009,450.0,1.0
37,2009,550.0,1.0
37,2009,100.0,1.0
37,2009,100.0,1.0
37,2009,190.0,1.0
37,2009,400.0,0.69999999
37,2009,450.0,1.0
37,2009,80.0,1.0
37,2009,100.0,1.0
37,2009,438.0,0.72602737
37,2009,300.0,0.33333334
37,2009,150.0,1.0
37,2009,30.0,1.0
37,2009,200.0,1.0
37,2009,200.0,1.0
37,2009,270.0,1.0
37,2009,30.0,1.0
37,2009,500.0,1.0
37,2009,370.0,1.0
37,2009,150.0,0.0
37,2009,310.0,1.0
37,2009,120.0,1.0
37,2009,150.0,1.0
37,2009,300.0,1.0
37,2009,115.0,1.0
37,2009,50.0,1.0
37,2009,250.0,1.0
37,2009,50.0,1.0
37,2009,240.0,1.0
37,2009,415.0,1.0
37,2009,130.0,0.61538464
37,2009,930.0,1.0
37,2009,590.0,0.33898306
37,2009,100.0,1.0
37,2009,170.0,1.0
37,2009,100.0,1.0
37,2009,500.0,0.60000002
37,2009,130.0,1.0
37,2009,560.0,1.0
37,2009,404.0,1.0
37,2009,240.0,1.0
37,2009,30.0,0.0
37,2009,170.0,1.0
37,2009,115.0,1.0
37,2009,150.0,1.0
37,2009,100.0,1.0
37,2009,350.0,1.0
37,2009,200.0,0.0
37,2009,445.0,1.0
37,2009,100.0,1.0
37,2009,100.0,1.0
37,2009,310.0,1.0
37,2009,250.0,1.0
37,2009,280.0,1.0
37,2009,140.0,1.0
37,2009,150.0,1.0
37,2009,340.0,1.0
37,2009,260.0,1.0
37,2009,50.0,1.0
37,2009,170.0,1.0
37,2009,25.0,1.0
37,2009,350.0,1.0
37,2009,170.0,1.0
37,2009,15.0,1.0
37,2009,170.0,1.0
37,2009,350.0,1.0
37,2009,200.0,1.0
37,2009,650.0,1.0
37,2009,180.0,1.0
37,2009,100.0,1.0
37,2009,120.0,1.0
37,2009,120.0,1.0
37,2009,400.0,1.0
37,2009,120.0,1.0
37,2009,100.0,1.0
37,2009,120.0,1.0
37,2009,180.0,1.0
37,2009,280.0,1.0
37,2009,1080.0,1.0
37,2009,200.0,1.0
37,2009,320.0,1.0
37,2009,150.0,1.0
37,2009,200.0,1.0
37,2009,350.0,1.0
37,2009,100.0,1.0
37,2009,30.0,1.0
37,2009,380.0,1.0
37,2009,110.0,1.0
37,2009,175.0,0.5714286
37,2009,150.0,1.0
37,2009,100.0,1.0
37,2009,184.0,1.0
37,2009,200.0,1.0
37,2009,615.0,0.67479676
37,2009,170.0,1.0
37,2009,70.0,1.0
37,2009,275.0,1.0
37,2009,250.0,1.0
37,2009,180.0,1.0
37,2009,300.0,1.0
37,2009,120.0,1.0
37,2009,300.0,1.0
37,2009,75.0,1.0
37,2009,310.0,1.0
37,2009,150.0,1.0
37,2009,160.0,1.0
37,2009,50.0,0.0
37,2009,400.0,1.0
37,2009,630.0,1.0
37,2009,30.0,1.0
37,2009,75.0,1.0
37,2009,420.0,1.0
41,2009,100.0,1.0
41,2009,150.0,0.0
41,2009,10.0,1.0
41,2009,100.0,1.0
41,2009,800.0,1.0
41,2009,200.0,1.0
41,2009,120.0,1.0
41,2009,150.0,1.0
41,2009,820.0,1.0
41,2009,30.0,1.0
41,2009,750.0,1.0
41,2009,300.0,1.0
41,2009,100.0,1.0
41,2009,150.0,0.0
41,2009,40.0,1.0
41,2009,80.0,0.6875
41,2009,1670.0,1.0
41,2009,600.0,1.0
41,2009,1150.0,1.0
41,2009,100.0,1.0
41,2009,520.0,1.0
41,2009,300.0,1.0
41,2009,455.0,0.87912089
41,2009,100.0,0.0
41,2009,500.0,1.0
41,2009,225.0,1.0
41,2009,400.0,1.0
41,2009,450.0,1.0
41,2009,100.0,0.0
41,2009,250.0,1.0
41,2009,1000.0,1.0
41,2009,600.0,1.0
41,2009,10.0,1.0
41,2009,100.0,0.0
41,2009,200.0,1.0
41,2009,200.0,1.0
41,2009,100.0,1.0
41,2009,250.0,1.0
41,2009,1000.0,1.0
41,2009,350.0,0.0
41,2009,250.0,1.0
41,2009,80.0,1.0
41,2009,10.0,1.0
41,2009,330.0,0.75757575
41,2009,720.0,0.27777779
41,2009,200.0,1.0
41,2009,415.0,0.49397591
42,2009,380.0,1.0
42,2009,80.0,0.0
42,2009,310.0,1.0
42,2009,160.0,1.0
42,2009,1020.0,1.0
42,2009,120.0,1.0
42,2009,150.0,0.0
42,2009,820.0,1.0
42,2009,80.0,1.0
42,2009,600.0,1.0
42,2009,333.0,1.0
42,2009,1100.0,0.0
42,2009,160.0,1.0
42,2009,1565.0,1.0
42,2009,350.0,1.0
42,2009,400.0,1.0
42,2009,320.0,1.0
42,2009,318.0,1.0
42,2009,640.0,1.0
42,2009,340.0,1.0
42,2009,1080.0,1.0
42,2009,375.0,1.0
42,2009,600.0,0.75
42,2009,945.0,0.89417988
42,2009,400.0,1.0
42,2009,1170.0,0.95726496
42,2009,550.0,1.0
42,2009,450.0,1.0
42,2009,974.0,1.0
42,2009,570.0,1.0
42,2009,2270.0,0.66960353
42,2009,1000.0,1.0
42,2009,300.0,0.0
42,2009,640.0,1.0
42,2009,300.0,1.0
42,2009,60.0,1.0
42,2009,200.0,1.0
42,2009,650.0,1.0
42,2009,300.0,1.0
42,2009,805.0,0.95031059
42,2009,890.0,1.0
42,2009,580.0,0.94827586
42,2009,50.0,1.0
42,2009,500.0,1.0
42,2009,200.0,1.0
42,2009,2251.0,0.95557529
42,2009,600.0,1.0
42,2009,400.0,1.0
42,2009,600.0,1.0
42,2009,710.0,1.0
42,2009,850.0,1.0
42,2009,240.0,1.0
42,2009,533.0,0.69418389
42,2009,550.0,0.90909094
42,2009,200.0,0.0
42,2009,450.0,1.0
42,2009,1200.0,1.0
42,2009,526.0,1.0
42,2009,1710.0,1.0
42,2009,750.0,1.0
42,2009,1088.0,0.86213237
42,2009,1120.0,1.0
42,2009,330.0,0.0
42,2009,1350.0,1.0
42,2009,300.0,1.0
42,2009,1300.0,0.81538463
42,2009,640.0,1.0
42,2009,900.0,1.0
42,2009,800.0,0.875
42,2009,640.0,1.0
42,2009,800.0,0.75
42,2009,270.0,1.0
42,2009,1090.0,1.0
42,2009,250.0,1.0
42,2009,318.0,1.0
42,2009,478.0,1.0
42,2009,840.0,1.0
42,2009,950.0,1.0
42,2009,450.0,0.66666669
42,2009,610.0,1.0
42,2009,600.0,0.5
42,2009,360.0,1.0
42,2009,1080.0,0.76851851
42,2009,480.0,1.0
42,2009,520.0,1.0
42,2009,200.0,0.0
42,2009,400.0,1.0
42,2009,770.0,0.89610392
42,2009,1070.0,0.88785046
42,2009,300.0,1.0
42,2009,390.0,0.8974359
42,2009,700.0,1.0
42,2009,150.0,0.0
42,2009,2100.0,1.0
42,2009,600.0,1.0
42,2009,1310.0,1.0
42,2009,710.0,1.0
42,2009,275.0,0.72727275
42,2009,30.0,0.0
42,2009,420.0,0.38095239
42,2009,237.0,1.0
42,2009,350.0,1.0
42,2009,200.0,1.0
42,2009,850.0,1.0
42,2009,281.0,1.0
42,2009,375.0,1.0
42,2009,200.0,1.0
42,2009,700.0,0.9285714
42,2009,560.0,1.0
42,2009,480.0,1.0
42,2009,450.0,1.0
42,2009,100.0,1.0
42,2009,400.0,1.0
42,2009,402.0,1.0
42,2009,350.0,1.0
42,2009,600.0,0.83333331
42,2009,1005.0,0.99502486
42,2009,690.0,0.26086956
42,2009,135.0,1.0
42,2009,300.0,1.0
42,2009,960.0,1.0
42,2009,150.0,1.0
42,2009,150.0,1.0
42,2009,480.0,0.47916666
43,2009,550.0,0.63636363
43,2009,300.0,1.0
43,2009,1690.0,1.0
43,2009,250.0,1.0
43,2009,150.0,0.40000001
43,2009,460.0,1.0
43,2009,130.0,1.0
43,2009,500.0,1.0
43,2009,265.0,1.0
43,2009,10.0,0.0
43,2009,1250.0,0.92000002
43,2009,810.0,1.0
43,2009,250.0,1.0
43,2009,761.0,1.0
43,2009,1198.0,1.0
43,2009,200.0,1.0
43,2009,1035.0,1.0
43,2009,100.0,0.0
43,2009,90.0,1.0
43,2009,500.0,1.0
43,2009,400.0,0.30000001
43,2009,853.0,1.0
43,2009,260.0,1.0
43,2009,150.0,1.0
43,2009,250.0,1.0
43,2009,800.0,1.0
43,2009,1300.0,0.92307693
43,2009,600.0,1.0
43,2009,1075.0,1.0
43,2009,350.0,0.2857143
43,2009,180.0,1.0
43,2009,290.0,1.0
43,2009,185.0,0.32432431
43,2009,1710.0,0.93567252
43,2009,190.0,1.0
43,2009,40.0,1.0
43,2009,400.0,0.5
43,2009,400.0,1.0
43,2009,250.0,1.0
43,2009,340.0,1.0
43,2009,150.0,1.0
43,2009,910.0,1.0
43,2009,1200.0,1.0
43,2009,410.0,1.0
43,2009,880.0,0.74431819
43,2009,750.0,1.0
43,2009,100.0,0.0
43,2009,50.0,1.0
43,2009,1450.0,1.0
43,2009,50.0,0.0
43,2009,150.0,1.0
43,2009,580.0,0.017241379
43,2009,70.0,1.0
43,2009,250.0,1.0
43,2009,50.0,1.0
43,2009,310.0,1.0
43,2009,1400.0,1.0
43,2009,600.0,0.0
43,2009,800.0,1.0
43,2009,1630.0,1.0
43,2009,100.0,1.0
43,2009,280.0,1.0
43,2009,1190.0,0.50420171
43,2009,980.0,1.0
43,2009,1415.0,1.0
43,2009,600.0,1.0
43,2009,795.0,1.0
43,2009,650.0,0.53846157
43,2009,440.0,1.0
43,2009,460.0,0.86956519
43,2009,390.0,0.61538464
43,2009,680.0,0.88235295
43,2009,220.0,1.0
43,2009,660.0,1.0
43,2009,200.0,1.0
43,2009,120.0,1.0
43,2009,270.0,0.22222222
43,2009,430.0,1.0
43,2009,680.0,0.92647058
43,2009,540.0,1.0
43,2009,1450.0,1.0
43,2009,540.0,1.0
43,2009,750.0,1.0
43,2009,110.0,1.0
43,2009,1310.0,1.0
43,2009,530.0,1.0
43,2009,457.0,1.0
43,2009,30.0,1.0
43,2009,620.0,1.0
43,2009,40.0,1.0
43,2009,700.0,0.35714287
43,2009,337.0,1.0
43,2009,700.0,1.0
43,2009,830.0,0.87951809
43,2009,532.0,1.0
43,2009,1040.0,1.0
43,2009,955.0,1.0
43,2009,400.0,1.0
43,2009,725.0,1.0
43,2009,650.0,0.46153846
43,2009,950.0,1.0
43,2009,320.0,1.0
43,2009,100.0,1.0
43,2009,330.0,0.69696969
43,2009,300.0,1.0
43,2009,200.0,1.0
43,2009,300.0,1.0
43,2009,100.0,1.0
43,2009,525.0,1.0
43,2009,100.0,0.0
43,2009,30.0,1.0
43,2009,130.0,1.0
43,2009,200.0,1.0
43,2009,500.0,1.0
43,2009,674.0,1.0
43,2009,180.0,0.55555558
43,2009,400.0,1.0
43,2009,550.0,1.0
43,2009,160.0,1.0
43,2009,190.0,1.0
43,2009,300.0,1.0
43,2009,140.0,0.64285713
43,2009,480.0,1.0
43,2009,50.0,1.0
43,2009,305.0,1.0
43,2009,150.0,0.33333334
43,2009,3490.0,1.0
43,2009,870.0,0.9770115
43,2009,800.0,1.0
43,2009,75.0,1.0
43,2009,100.0,1.0
43,2009,110.0,1.0
43,2009,560.0,0.98214287
43,2009,610.0,1.0
43,2009,100.0,1.0
43,2009,192.0,1.0
43,2009,100.0,1.0
43,2009,292.0,0.89726025
43,2009,290.0,1.0
43,2009,50.0,1.0
43,2009,781.0,0.61587709
43,2009,1585.0,1.0
43,2009,200.0,0.5
43,2009,20.0,1.0
43,2009,340.0,0.29411766
43,2009,400.0,0.75
43,2009,160.0,1.0
43,2009,800.0,1.0
43,2009,2150.0,1.0
43,2009,30.0,1.0
45,2009,200.0,1.0
45,2009,120.0,1.0
45,2009,140.0,1.0
45,2009,150.0,1.0
45,2009,100.0,1.0
45,2009,600.0,1.0
45,2009,725.0,1.0
45,2009,550.0,1.0
45,2009,150.0,1.0
45,2009,150.0,1.0
45,2009,225.0,1.0
45,2009,450.0,1.0
45,2009,50.0,1.0
45,2009,110.0,1.0
45,2009,220.0,1.0
45,2009,100.0,1.0
45,2009,50.0,1.0
45,2009,500.0,1.0
45,2009,370.0,0.8108108
45,2009,225.0,1.0
45,2009,75.0,1.0
45,2009,230.0,1.0
45,2009,100.0,1.0
45,2009,445.0,0.68539327
45,2009,950.0,1.0
45,2009,150.0,1.0
45,2009,250.0,1.0
45,2009,350.0,1.0
45,2009,975.0,0.69230771
45,2009,100.0,1.0
45,2009,400.0,0.75
45,2009,180.0,1.0
45,2009,200.0,1.0
45,2009,220.0,0.77272725
45,2009,100.0,1.0
45,2009,200.0,1.0
45,2009,300.0,1.0
45,2009,150.0,1.0
45,2009,100.0,0.0
45,2009,200.0,1.0
45,2009,200.0,1.0
45,2009,100.0,1.0
45,2009,550.0,1.0
45,2009,270.0,1.0
45,2009,800.0,1.0
45,2009,250.0,0.80000001
45,2009,100.0,1.0
45,2009,350.0,1.0
45,2009,194.0,1.0
45,2009,180.0,1.0
45,2009,400.0,1.0
45,2009,200.0,1.0
45,2009,130.0,1.0
45,2009,630.0,1.0
45,2009,150.0,1.0
45,2009,300.0,1.0
45,2009,200.0,1.0
45,2009,280.0,1.0
45,2009,70.0,1.0
45,2009,770.0,1.0
45,2009,550.0,0.63636363
45,2009,200.0,1.0
45,2009,200.0,1.0
45,2009,50.0,1.0
45,2009,310.0,1.0
45,2009,200.0,1.0
45,2009,200.0,1.0
45,2009,1020.0,1.0
45,2009,300.0,1.0
45,2009,80.0,1.0
45,2009,250.0,1.0
45,2009,200.0,1.0
45,2009,100.0,1.0
45,2009,475.0,1.0
45,2009,290.0,1.0
45,2009,25.0,1.0
45,2009,620.0,1.0
45,2009,650.0,1.0
45,2009,325.0,1.0
45,2009,250.0,1.0
45,2009,300.0,1.0
45,2009,300.0,1.0
45,2009,50.0,0.0
45,2009,120.0,1.0
45,2009,300.0,1.0
45,2009,620.0,1.0
45,2009,300.0,1.0
45,2009,770.0,1.0
45,2009,177.0,1.0
45,2009,470.0,1.0
45,2009,150.0,1.0
45,2009,450.0,1.0
45,2009,100.0,1.0
45,2009,150.0,1.0
45,2009,970.0,0.46391752
45,2009,250.0,1.0
45,2009,100.0,1.0
45,2009,620.0,1.0
45,2009,100.0,1.0
45,2009,150.0,1.0
45,2009,560.0,1.0
45,2009,92.0,1.0
45,2009,180.0,1.0
45,2009,505.0,1.0
45,2009,250.0,1.0
45,2009,200.0,1.0
45,2009,670.0,1.0
45,2009,100.0,1.0
45,2009,240.0,1.0
45,2009,370.0,1.0
45,2009,250.0,1.0
45,2009,400.0,0.5
45,2009,250.0,0.40000001
45,2009,230.0,1.0
45,2009,100.0,1.0
45,2009,1700.0,1.0
45,2009,210.0,1.0
45,2009,200.0,1.0
45,2009,150.0,1.0
45,2009,133.0,1.0
45,2009,360.0,1.0
45,2009,150.0,1.0
45,2009,180.0,1.0
45,2009,350.0,1.0
45,2009,535.0,1.0
45,2009,120.0,1.0
45,2009,370.0,1.0
45,2009,400.0,1.0
45,2009,300.0,1.0
45,2009,120.0,1.0
45,2009,300.0,1.0
45,2009,100.0,1.0
45,2009,100.0,1.0
45,2009,550.0,1.0
45,2009,30.0,1.0
45,2009,300.0,1.0
45,2009,1270.0,1.0
45,2009,150.0,1.0
45,2009,300.0,1.0
45,2009,120.0,1.0
45,2009,150.0,0.0
45,2009,200.0,1.0
45,2009,225.0,1.0
45,2009,370.0,1.0
45,2009,250.0,1.0
45,2009,250.0,1.0
45,2009,550.0,1.0
45,2009,160.0,1.0
45,2009,100.0,1.0
45,2009,120.0,1.0
45,2009,200.0,1.0
45,2009,930.0,1.0
45,2009,250.0,1.0
45,2009,362.0,1.0
45,2009,100.0,1.0
45,2009,450.0,1.0
45,2009,320.0,1.0
45,2009,150.0,1.0
45,2009,225.0,1.0
45,2009,150.0,1.0
45,2009,700.0,1.0
45,2009,300.0,1.0
45,2009,820.0,0.30487806
45,2009,250.0,1.0
45,2009,400.0,1.0
45,2009,380.0,1.0
45,2009,150.0,1.0
45,2009,200.0,1.0
45,2009,470.0,1.0
45,2009,100.0,1.0
45,2009,550.0,1.0
45,2009,291.0,1.0
45,2009,550.0,1.0
45,2009,250.0,1.0
45,2009,550.0,0.63636363
45,2009,575.0,1.0
45,2009,290.0,1.0
45,2009,230.0,1.0
45,2009,150.0,1.0
45,2009,550.0,1.0
45,2009,350.0,1.0
