T1,wave,total_禽肉,ratio_禽肉
42,2009,550.0,0.81818181
42,2009,350.0,1.0
42,2009,130.0,0.61538464
42,2009,550.0,1.0
42,2009,150.0,0.0
42,2009,250.0,1.0
42,2009,150.0,0.0
42,2009,45.0,1.0
42,2009,80.0,1.0
42,2009,250.0,0.60000002
42,2009,300.0,0.66666669
42,2009,200.0,1.0
42,2009,150.0,0.66666669
42,2009,150.0,1.0
42,2009,410.0,0.75609756
42,2009,80.0,1.0
42,2009,50.0,1.0
42,2009,20.0,0.0
42,2009,100.0,1.0
42,2009,95.0,1.0
42,2009,250.0,1.0
42,2009,200.0,1.0
42,2009,100.0,1.0
42,2009,200.0,0.0
42,2009,100.0,1.0
42,2009,270.0,0.74074072
42,2009,200.0,1.0
42,2009,100.0,0.0
42,2009,745.0,1.0
42,2009,300.0,1.0
42,2009,1501.0,0.0
42,2009,100.0,0.0
42,2009,120.0,1.0
42,2009,750.0,1.0
42,2009,280.0,1.0
42,2009,300.0,1.0
42,2009,300.0,0.66666669
42,2009,335.0,1.0
42,2009,170.0,0.94117647
42,2009,120.0,1.0
42,2009,200.0,1.0
42,2009,400.0,1.0
43,2009,300.0,1.0
43,2009,300.0,1.0
43,2009,90.0,0.0
43,2009,150.0,1.0
43,2009,245.0,1.0
43,2009,65.0,0.61538464
43,2009,30.0,0.0
43,2009,200.0,0.5
43,2009,100.0,1.0
43,2009,150.0,1.0
43,2009,160.0,1.0
43,2009,350.0,1.0
43,2009,180.0,1.0
43,2009,100.0,1.0
43,2009,170.0,1.0
43,2009,150.0,1.0
43,2009,160.0,1.0
43,2009,300.0,0.5
43,2009,450.0,1.0
43,2009,200.0,1.0
43,2009,280.0,1.0
43,2009,340.0,1.0
43,2009,350.0,0.42857143
43,2009,230.0,0.86956519
43,2009,50.0,1.0
43,2009,75.0,0.0
43,2009,50.0,0.0
43,2009,180.0,1.0
43,2009,200.0,1.0
43,2009,180.0,1.0
43,2009,175.0,0.71428573
43,2009,910.0,1.0
43,2009,430.0,0.76744187
43,2009,200.0,0.0
43,2009,200.0,1.0
43,2009,100.0,1.0
43,2009,200.0,0.0
43,2009,450.0,1.0
43,2009,140.0,1.0
43,2009,350.0,1.0
43,2009,550.0,0.63636363
43,2009,150.0,1.0
43,2009,150.0,0.0
43,2009,100.0,0.0
43,2009,300.0,1.0
43,2009,150.0,0.0
43,2009,100.0,1.0
43,2009,400.0,1.0
43,2009,150.0,1.0
43,2009,80.0,0.75
43,2009,100.0,1.0
43,2009,100.0,1.0
43,2009,280.0,1.0
43,2009,520.0,0.71153843
43,2009,200.0,1.0
43,2009,250.0,0.0
43,2009,450.0,1.0
43,2009,100.0,1.0
43,2009,180.0,1.0
43,2009,100.0,1.0
43,2009,80.0,1.0
43,2009,40.0,1.0
43,2009,50.0,1.0
43,2009,680.0,0.7352941
43,2009,220.0,0.090909094
43,2009,150.0,1.0
43,2009,150.0,1.0
43,2009,200.0,1.0
43,2009,280.0,1.0
43,2009,395.0,0.74683547
43,2009,100.0,0.0
43,2009,80.0,1.0
43,2009,300.0,1.0
43,2009,350.0,1.0
43,2009,700.0,1.0
43,2009,880.0,1.0
43,2009,200.0,1.0
43,2009,695.0,1.0
43,2009,500.0,1.0
43,2009,500.0,1.0
43,2009,160.0,0.3125
43,2009,100.0,1.0
43,2009,694.0,0.89913547
43,2009,100.0,1.0
43,2009,450.0,1.0
43,2009,70.0,0.0
43,2009,30.0,1.0
43,2009,170.0,1.0
43,2009,400.0,0.875
43,2009,700.0,1.0
43,2009,460.0,1.0
43,2009,280.0,1.0
43,2009,160.0,1.0
43,2009,410.0,1.0
43,2009,2140.0,1.0
43,2009,300.0,0.0
43,2009,400.0,0.5
43,2009,80.0,1.0
43,2009,260.0,1.0
43,2009,450.0,1.0
45,2009,350.0,0.71428573
45,2009,100.0,0.0
45,2009,650.0,1.0
45,2009,660.0,1.0
45,2009,250.0,1.0
45,2009,320.0,1.0
45,2009,100.0,1.0
45,2009,100.0,1.0
45,2009,180.0,0.72222221
45,2009,100.0,0.5
45,2009,650.0,0.30769232
45,2009,620.0,0.67741936
45,2009,1575.0,1.0
45,2009,100.0,1.0
45,2009,500.0,1.0
45,2009,250.0,1.0
45,2009,870.0,1.0
45,2009,280.0,1.0
45,2009,350.0,1.0
45,2009,100.0,1.0
45,2009,250.0,0.28
45,2009,250.0,1.0
45,2009,400.0,1.0
45,2009,100.0,1.0
45,2009,350.0,1.0
45,2009,400.0,1.0
45,2009,200.0,1.0
45,2009,700.0,0.78571427
45,2009,240.0,1.0
45,2009,400.0,1.0
45,2009,150.0,0.0
45,2009,500.0,1.0
45,2009,250.0,1.0
45,2009,160.0,1.0
45,2009,290.0,1.0
45,2009,300.0,1.0
45,2009,100.0,0.0
45,2009,940.0,1.0
45,2009,750.0,1.0
45,2009,200.0,1.0
45,2009,475.0,1.0
45,2009,500.0,0.80000001
45,2009,450.0,1.0
45,2009,70.0,1.0
45,2009,170.0,1.0
45,2009,600.0,0.66666669
45,2009,150.0,0.0
45,2009,100.0,1.0
45,2009,100.0,1.0
45,2009,250.0,1.0
45,2009,470.0,1.0
45,2009,221.0,1.0
45,2009,700.0,1.0
45,2009,180.0,1.0
45,2009,150.0,1.0
45,2009,80.0,1.0
45,2009,280.0,1.0
45,2009,1050.0,0.85714287
45,2009,650.0,1.0
45,2009,220.0,1.0
45,2009,710.0,1.0
45,2009,120.0,1.0
45,2009,150.0,1.0
45,2009,250.0,1.0
45,2009,50.0,1.0
45,2009,450.0,1.0
45,2009,270.0,1.0
45,2009,680.0,0.11764706
45,2009,550.0,1.0
45,2009,80.0,1.0
45,2009,300.0,1.0
45,2009,100.0,1.0
45,2009,250.0,1.0
45,2009,50.0,1.0
45,2009,420.0,1.0
45,2009,350.0,1.0
45,2009,240.0,1.0
45,2009,250.0,1.0
45,2009,790.0,0.87341774
45,2009,200.0,1.0
45,2009,150.0,1.0
45,2009,700.0,1.0
45,2009,680.0,1.0
45,2009,210.0,0.0
45,2009,75.0,1.0
45,2009,50.0,1.0
45,2009,150.0,1.0
45,2009,150.0,1.0
45,2009,350.0,1.0
45,2009,100.0,0.0
45,2009,450.0,0.77777779
45,2009,420.0,1.0
45,2009,100.0,1.0
45,2009,400.0,1.0
45,2009,150.0,1.0
45,2009,250.0,1.0
45,2009,333.0,1.0
45,2009,250.0,1.0
45,2009,300.0,0.56666666
45,2009,335.0,1.0
45,2009,760.0,1.0
45,2009,250.0,1.0
45,2009,250.0,1.0
45,2009,100.0,1.0
45,2009,400.0,1.0
45,2009,235.0,1.0
45,2009,600.0,1.0
45,2009,120.0,1.0
45,2009,80.0,1.0
45,2009,250.0,1.0
45,2009,723.0,1.0
45,2009,800.0,1.0
45,2009,50.0,1.0
45,2009,350.0,1.0
45,2009,150.0,1.0
45,2009,120.0,0.41666666
45,2009,200.0,1.0
45,2009,330.0,1.0
45,2009,1375.0,1.0
45,2009,600.0,1.0
45,2009,150.0,1.0
45,2009,170.0,1.0
45,2009,100.0,1.0
45,2009,50.0,1.0
45,2009,160.0,1.0
45,2009,680.0,0.22058824
45,2009,160.0,1.0
45,2009,300.0,0.0
45,2009,849.0,0.82332158
45,2009,300.0,1.0
45,2009,270.0,1.0
45,2009,420.0,1.0
45,2009,90.0,1.0
45,2009,250.0,1.0
45,2009,80.0,1.0
45,2009,160.0,1.0
45,2009,200.0,1.0
45,2009,365.0,1.0
45,2009,200.0,1.0
45,2009,400.0,1.0
45,2009,100.0,1.0
45,2009,425.0,1.0
45,2009,100.0,1.0
45,2009,430.0,1.0
45,2009,850.0,1.0
45,2009,50.0,1.0
45,2009,350.0,1.0
45,2009,240.0,0.83333331
45,2009,100.0,0.0
45,2009,700.0,0.9285714
45,2009,490.0,1.0
45,2009,370.0,1.0
45,2009,300.0,1.0
45,2009,250.0,1.0
45,2009,250.0,1.0
45,2009,80.0,1.0
45,2009,550.0,1.0
45,2009,100.0,1.0
45,2009,100.0,1.0
45,2009,670.0,1.0
45,2009,75.0,1.0
45,2009,100.0,1.0
45,2009,200.0,1.0
45,2009,350.0,1.0
45,2009,100.0,1.0
45,2009,200.0,1.0
45,2009,300.0,1.0
45,2009,960.0,1.0
45,2009,180.0,1.0
45,2009,270.0,0.62962961
45,2009,100.0,1.0
45,2009,200.0,1.0
45,2009,450.0,1.0
45,2009,220.0,1.0
45,2009,550.0,1.0
45,2009,450.0,0.44444445
45,2009,200.0,0.0
45,2009,180.0,0.72222221
45,2009,325.0,1.0
45,2009,200.0,1.0
45,2009,300.0,1.0
45,2009,230.0,1.0
45,2009,450.0,0.95555556
45,2009,250.0,1.0
45,2009,200.0,1.0
45,2009,330.0,1.0
45,2009,950.0,1.0
45,2009,475.0,1.0
45,2009,150.0,1.0
45,2009,850.0,0.88235295
45,2009,180.0,1.0
45,2009,50.0,0.0
45,2009,100.0,0.0
45,2009,790.0,1.0
45,2009,950.0,0.78947371
45,2009,100.0,1.0
45,2009,200.0,1.0
45,2009,200.0,1.0
45,2009,580.0,0.74137932
45,2009,250.0,1.0
45,2009,250.0,1.0
45,2009,350.0,1.0
45,2009,275.0,1.0
45,2009,200.0,1.0
45,2009,100.0,1.0
45,2009,150.0,0.0
45,2009,635.0,0.76377952
45,2009,150.0,1.0
45,2009,350.0,1.0
45,2009,88.0,1.0
45,2009,500.0,1.0
45,2009,620.0,1.0
45,2009,950.0,1.0
45,2009,200.0,1.0
45,2009,475.0,1.0
45,2009,80.0,1.0
45,2009,440.0,0.77272725
45,2009,470.0,1.0
45,2009,800.0,1.0
45,2009,200.0,1.0
45,2009,150.0,1.0
45,2009,120.0,1.0
45,2009,380.0,1.0
45,2009,150.0,1.0
45,2009,295.0,1.0
45,2009,120.0,1.0
45,2009,210.0,0.76190478
45,2009,550.0,1.0
45,2009,300.0,1.0
45,2009,200.0,1.0
45,2009,400.0,0.75
45,2009,400.0,1.0
45,2009,280.0,1.0
52,2009,420.0,1.0
52,2009,100.0,0.0
52,2009,300.0,1.0
52,2009,30.0,1.0
52,2009,60.0,1.0
52,2009,270.0,1.0
52,2009,150.0,1.0
52,2009,20.0,1.0
52,2009,230.0,1.0
52,2009,110.0,0.90909094
52,2009,30.0,0.0
52,2009,200.0,1.0
52,2009,350.0,1.0
52,2009,350.0,1.0
52,2009,300.0,1.0
52,2009,400.0,0.875
52,2009,350.0,1.0
52,2009,200.0,1.0
52,2009,500.0,0.5
52,2009,300.0,1.0
52,2009,180.0,0.0
52,2009,400.0,1.0
52,2009,100.0,0.0
52,2009,100.0,1.0
52,2009,510.0,0.90196079
52,2009,800.0,1.0
52,2009,170.0,0.0
52,2009,630.0,1.0
52,2009,48.0,0.0
52,2009,450.0,1.0
52,2009,400.0,0.5
52,2009,50.0,0.0
52,2009,250.0,1.0
52,2009,400.0,1.0
52,2009,150.0,0.0
52,2009,100.0,1.0
52,2009,200.0,1.0
52,2009,200.0,1.0
52,2009,110.0,1.0
52,2009,120.0,1.0
52,2009,220.0,1.0
52,2009,120.0,1.0
52,2009,300.0,1.0
52,2009,800.0,1.0
52,2009,400.0,1.0
52,2009,100.0,0.0
52,2009,100.0,1.0
11,2011,80.0,1.0
11,2011,160.0,1.0
11,2011,60.0,0.0
11,2011,50.0,1.0
11,2011,80.0,0.0
11,2011,70.0,1.0
11,2011,100.0,1.0
11,2011,100.0,0.0
11,2011,80.0,1.0
11,2011,150.0,1.0
11,2011,100.0,1.0
11,2011,50.0,1.0
11,2011,80.0,1.0
11,2011,150.0,1.0
11,2011,50.0,1.0
11,2011,50.0,0.0
11,2011,50.0,1.0
11,2011,210.0,0.0
11,2011,150.0,0.0
11,2011,20.0,0.0
11,2011,70.0,1.0
11,2011,150.0,1.0
11,2011,100.0,1.0
11,2011,50.0,1.0
11,2011,60.0,0.0
11,2011,150.0,1.0
11,2011,100.0,1.0
11,2011,50.0,1.0
11,2011,350.0,1.0
11,2011,100.0,1.0
11,2011,20.0,0.0
11,2011,100.0,0.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,50.0,1.0
11,2011,100.0,0.0
11,2011,100.0,1.0
11,2011,150.0,0.0
11,2011,50.0,1.0
11,2011,290.0,1.0
11,2011,550.0,0.90909094
11,2011,265.0,1.0
11,2011,200.0,1.0
11,2011,70.0,1.0
11,2011,150.0,1.0
11,2011,120.0,1.0
11,2011,170.0,1.0
11,2011,80.0,0.0
11,2011,100.0,1.0
11,2011,75.0,1.0
11,2011,30.0,1.0
11,2011,50.0,0.0
11,2011,320.0,1.0
11,2011,50.0,1.0
11,2011,50.0,1.0
11,2011,50.0,1.0
11,2011,50.0,1.0
11,2011,100.0,0.0
11,2011,100.0,1.0
11,2011,150.0,0.0
11,2011,110.0,1.0
11,2011,200.0,1.0
11,2011,40.0,0.5
11,2011,200.0,1.0
11,2011,150.0,1.0
11,2011,200.0,1.0
11,2011,300.0,0.0
11,2011,200.0,1.0
11,2011,1000.0,1.0
11,2011,350.0,0.5714286
11,2011,160.0,1.0
11,2011,50.0,1.0
11,2011,50.0,0.0
11,2011,235.0,1.0
11,2011,100.0,1.0
11,2011,100.0,0.0
11,2011,100.0,0.0
11,2011,70.0,1.0
11,2011,160.0,1.0
11,2011,100.0,0.0
11,2011,80.0,1.0
11,2011,200.0,0.0
11,2011,50.0,1.0
11,2011,110.0,1.0
11,2011,150.0,1.0
11,2011,280.0,1.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,20.0,1.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,60.0,0.5
11,2011,50.0,1.0
11,2011,80.0,1.0
11,2011,80.0,0.0
11,2011,40.0,1.0
11,2011,100.0,0.0
11,2011,210.0,1.0
11,2011,225.0,1.0
11,2011,100.0,0.0
11,2011,80.0,1.0
11,2011,350.0,1.0
11,2011,150.0,1.0
11,2011,100.0,0.0
11,2011,100.0,1.0
11,2011,200.0,0.5
11,2011,50.0,0.0
11,2011,80.0,1.0
11,2011,10.0,1.0
11,2011,150.0,0.0
11,2011,100.0,0.0
11,2011,200.0,1.0
11,2011,120.0,0.0
11,2011,600.0,1.0
11,2011,45.0,1.0
11,2011,80.0,1.0
11,2011,60.0,0.0
11,2011,160.0,1.0
11,2011,50.0,0.0
11,2011,250.0,1.0
11,2011,100.0,0.0
11,2011,150.0,1.0
11,2011,80.0,1.0
11,2011,400.0,1.0
11,2011,250.0,1.0
11,2011,50.0,1.0
11,2011,50.0,1.0
11,2011,180.0,1.0
11,2011,100.0,0.5
11,2011,150.0,1.0
11,2011,35.0,1.0
11,2011,200.0,1.0
11,2011,150.0,0.0
11,2011,80.0,0.0
11,2011,80.0,1.0
11,2011,150.0,1.0
11,2011,200.0,0.0
11,2011,80.0,1.0
11,2011,190.0,1.0
11,2011,100.0,0.0
11,2011,30.0,0.0
11,2011,200.0,1.0
11,2011,80.0,1.0
11,2011,185.0,1.0
11,2011,100.0,1.0
11,2011,110.0,0.45454547
11,2011,200.0,1.0
11,2011,50.0,0.0
11,2011,100.0,1.0
11,2011,180.0,1.0
11,2011,280.0,0.0
11,2011,50.0,0.0
11,2011,100.0,1.0
11,2011,260.0,0.80769229
11,2011,80.0,0.0
11,2011,20.0,0.0
11,2011,250.0,0.0
11,2011,200.0,0.40000001
11,2011,100.0,0.5
11,2011,50.0,0.0
11,2011,75.0,0.33333334
11,2011,50.0,0.0
11,2011,100.0,0.0
11,2011,140.0,0.64285713
11,2011,50.0,0.0
11,2011,20.0,0.0
11,2011,50.0,1.0
11,2011,350.0,1.0
11,2011,200.0,0.5
11,2011,90.0,1.0
11,2011,100.0,1.0
11,2011,200.0,1.0
11,2011,70.0,0.0
11,2011,70.0,1.0
11,2011,50.0,1.0
11,2011,100.0,0.0
11,2011,100.0,0.0
11,2011,105.0,0.0
11,2011,50.0,1.0
11,2011,100.0,0.0
11,2011,180.0,1.0
11,2011,100.0,0.0
11,2011,80.0,1.0
11,2011,50.0,1.0
11,2011,250.0,0.0
11,2011,250.0,1.0
11,2011,150.0,1.0
11,2011,150.0,1.0
11,2011,150.0,1.0
11,2011,50.0,1.0
11,2011,180.0,1.0
11,2011,350.0,0.85714287
11,2011,200.0,1.0
11,2011,80.0,1.0
11,2011,50.0,1.0
11,2011,100.0,1.0
11,2011,100.0,0.0
11,2011,240.0,0.375
11,2011,150.0,1.0
11,2011,30.0,1.0
11,2011,100.0,1.0
11,2011,500.0,1.0
11,2011,50.0,1.0
11,2011,150.0,1.0
11,2011,60.0,0.0
11,2011,130.0,0.0
11,2011,300.0,1.0
11,2011,150.0,1.0
11,2011,100.0,0.0
11,2011,400.0,1.0
11,2011,75.0,1.0
11,2011,120.0,1.0
11,2011,100.0,1.0
11,2011,20.0,0.0
11,2011,150.0,0.66666669
11,2011,280.0,1.0
11,2011,175.0,0.0
11,2011,150.0,0.0
11,2011,150.0,0.0
11,2011,200.0,0.0
11,2011,500.0,1.0
11,2011,120.0,1.0
11,2011,100.0,1.0
11,2011,160.0,0.1875
11,2011,50.0,1.0
11,2011,240.0,0.0
11,2011,80.0,1.0
11,2011,25.0,0.0
11,2011,180.0,1.0
11,2011,200.0,0.5
11,2011,275.0,0.0
11,2011,466.0,0.7639485
11,2011,100.0,0.0
11,2011,80.0,1.0
11,2011,500.0,1.0
11,2011,200.0,1.0
11,2011,250.0,1.0
11,2011,100.0,0.5
11,2011,250.0,1.0
11,2011,200.0,1.0
11,2011,150.0,0.0
11,2011,100.0,0.0
11,2011,50.0,1.0
11,2011,150.0,1.0
11,2011,80.0,1.0
11,2011,100.0,1.0
11,2011,50.0,0.0
11,2011,80.0,1.0
11,2011,100.0,0.0
11,2011,135.0,1.0
11,2011,200.0,1.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,200.0,1.0
11,2011,100.0,1.0
11,2011,420.0,1.0
11,2011,100.0,1.0
11,2011,300.0,0.33333334
11,2011,30.0,0.0
11,2011,250.0,0.40000001
11,2011,200.0,1.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,80.0,0.0
11,2011,50.0,0.0
11,2011,150.0,0.0
11,2011,100.0,1.0
11,2011,170.0,0.88235295
11,2011,350.0,0.42857143
11,2011,80.0,1.0
11,2011,100.0,1.0
11,2011,50.0,1.0
11,2011,250.0,0.31999999
11,2011,420.0,1.0
11,2011,200.0,1.0
11,2011,150.0,0.0
11,2011,50.0,0.0
11,2011,100.0,1.0
11,2011,350.0,0.5714286
11,2011,50.0,0.0
11,2011,90.0,1.0
11,2011,70.0,1.0
11,2011,100.0,1.0
11,2011,50.0,0.0
11,2011,100.0,1.0
11,2011,50.0,0.0
11,2011,200.0,0.5
11,2011,220.0,1.0
11,2011,90.0,0.0
11,2011,150.0,1.0
11,2011,50.0,1.0
11,2011,50.0,0.0
11,2011,60.0,1.0
11,2011,200.0,0.0
11,2011,70.0,0.0
11,2011,100.0,0.0
11,2011,180.0,0.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,120.0,1.0
11,2011,200.0,1.0
11,2011,120.0,1.0
11,2011,100.0,1.0
11,2011,500.0,1.0
11,2011,100.0,1.0
11,2011,40.0,0.0
11,2011,100.0,1.0
11,2011,275.0,1.0
11,2011,150.0,0.0
11,2011,50.0,1.0
11,2011,70.0,0.0
11,2011,80.0,1.0
11,2011,100.0,1.0
11,2011,20.0,0.0
11,2011,55.0,1.0
11,2011,50.0,1.0
11,2011,200.0,1.0
21,2011,165.0,1.0
21,2011,350.0,0.0
21,2011,500.0,1.0
21,2011,550.0,0.72727275
21,2011,400.0,1.0
21,2011,300.0,1.0
21,2011,300.0,1.0
21,2011,80.0,1.0
21,2011,185.0,1.0
21,2011,80.0,1.0
21,2011,25.0,1.0
21,2011,50.0,1.0
21,2011,200.0,1.0
21,2011,450.0,0.77777779
21,2011,100.0,1.0
21,2011,820.0,0.87804878
21,2011,150.0,1.0
21,2011,430.0,1.0
21,2011,100.0,1.0
21,2011,100.0,1.0
21,2011,100.0,1.0
21,2011,150.0,1.0
21,2011,250.0,1.0
21,2011,200.0,0.0
21,2011,300.0,1.0
21,2011,55.0,0.0
21,2011,100.0,1.0
21,2011,100.0,1.0
21,2011,250.0,1.0
21,2011,70.0,0.0
21,2011,500.0,1.0
21,2011,400.0,1.0
21,2011,360.0,1.0
21,2011,300.0,1.0
21,2011,601.0,1.0
21,2011,50.0,0.0
21,2011,100.0,1.0
21,2011,100.0,1.0
21,2011,200.0,1.0
21,2011,100.0,0.0
21,2011,120.0,1.0
21,2011,200.0,1.0
21,2011,330.0,1.0
21,2011,200.0,1.0
21,2011,900.0,1.0
21,2011,500.0,1.0
21,2011,100.0,1.0
21,2011,100.0,1.0
21,2011,150.0,1.0
21,2011,100.0,1.0
21,2011,100.0,1.0
21,2011,1100.0,1.0
21,2011,50.0,0.0
21,2011,50.0,0.0
21,2011,150.0,1.0
21,2011,120.0,1.0
21,2011,210.0,1.0
21,2011,100.0,1.0
21,2011,150.0,1.0
21,2011,200.0,0.0
21,2011,450.0,1.0
21,2011,400.0,1.0
21,2011,20.0,0.0
21,2011,180.0,1.0
21,2011,50.0,1.0
21,2011,100.0,1.0
21,2011,310.0,1.0
21,2011,500.0,1.0
21,2011,60.0,1.0
21,2011,210.0,0.52380955
21,2011,160.0,0.0
23,2011,310.0,0.93548387
23,2011,450.0,1.0
23,2011,250.0,1.0
23,2011,150.0,1.0
23,2011,150.0,1.0
23,2011,100.0,0.0
23,2011,100.0,1.0
23,2011,80.0,1.0
23,2011,300.0,0.0
23,2011,100.0,1.0
23,2011,300.0,1.0
23,2011,70.0,1.0
23,2011,350.0,1.0
23,2011,100.0,1.0
23,2011,150.0,1.0
23,2011,100.0,1.0
23,2011,230.0,1.0
23,2011,200.0,0.75
23,2011,150.0,1.0
23,2011,200.0,1.0
23,2011,100.0,1.0
23,2011,420.0,1.0
23,2011,200.0,1.0
23,2011,200.0,1.0
23,2011,200.0,1.0
23,2011,200.0,1.0
23,2011,200.0,1.0
23,2011,50.0,0.0
23,2011,200.0,1.0
23,2011,750.0,1.0
23,2011,200.0,1.0
23,2011,100.0,1.0
23,2011,30.0,0.0
23,2011,250.0,1.0
23,2011,400.0,1.0
23,2011,150.0,1.0
23,2011,400.0,1.0
23,2011,200.0,1.0
23,2011,150.0,1.0
23,2011,50.0,1.0
23,2011,200.0,1.0
23,2011,200.0,1.0
23,2011,100.0,1.0
23,2011,150.0,1.0
23,2011,300.0,1.0
23,2011,50.0,0.0
23,2011,200.0,1.0
23,2011,100.0,1.0
23,2011,150.0,1.0
23,2011,150.0,0.0
23,2011,100.0,1.0
32,2011,220.0,1.0
32,2011,510.0,0.3137255
32,2011,65.0,1.0
32,2011,980.0,1.0
32,2011,1030.0,1.0
32,2011,185.0,1.0
32,2011,200.0,0.0
32,2011,500.0,0.0
32,2011,80.0,1.0
32,2011,70.0,0.2857143
32,2011,750.0,0.89333332
32,2011,300.0,1.0
32,2011,550.0,1.0
32,2011,200.0,1.0
32,2011,55.0,1.0
32,2011,500.0,1.0
32,2011,30.0,1.0
32,2011,100.0,1.0
32,2011,530.0,0.71698111
32,2011,480.0,0.83333331
32,2011,300.0,0.36666667
32,2011,450.0,0.0
32,2011,220.0,1.0
32,2011,800.0,1.0
32,2011,300.0,1.0
32,2011,480.0,1.0
32,2011,80.0,1.0
32,2011,1270.0,0.62992126
32,2011,300.0,1.0
32,2011,460.0,0.56521738
32,2011,680.0,1.0
32,2011,750.0,1.0
32,2011,140.0,1.0
32,2011,500.0,1.0
32,2011,100.0,1.0
32,2011,500.0,1.0
32,2011,325.0,1.0
32,2011,150.0,1.0
32,2011,100.0,1.0
32,2011,200.0,1.0
32,2011,490.0,0.59183675
32,2011,15.0,1.0
32,2011,380.0,0.7368421
32,2011,70.0,1.0
32,2011,25.0,1.0
32,2011,160.0,1.0
32,2011,490.0,0.59183675
32,2011,200.0,1.0
32,2011,1358.0,1.0
32,2011,500.0,0.0
32,2011,240.0,0.83333331
32,2011,150.0,1.0
32,2011,350.0,1.0
32,2011,200.0,1.0
32,2011,300.0,1.0
32,2011,560.0,1.0
32,2011,105.0,1.0
32,2011,400.0,1.0
32,2011,150.0,1.0
32,2011,80.0,0.0
32,2011,475.0,1.0
32,2011,150.0,0.0
32,2011,550.0,1.0
32,2011,80.0,1.0
32,2011,30.0,1.0
32,2011,100.0,1.0
32,2011,50.0,1.0
32,2011,200.0,1.0
32,2011,435.0,1.0
32,2011,250.0,1.0
32,2011,850.0,0.58823532
32,2011,470.0,1.0
32,2011,250.0,1.0
32,2011,200.0,1.0
32,2011,280.0,1.0
32,2011,250.0,0.60000002
32,2011,230.0,1.0
32,2011,700.0,1.0
32,2011,1600.0,0.90625
32,2011,100.0,0.0
32,2011,150.0,1.0
32,2011,300.0,1.0
32,2011,80.0,1.0
32,2011,986.0,1.0
32,2011,1250.0,1.0
32,2011,100.0,1.0
32,2011,160.0,1.0
32,2011,450.0,0.0
32,2011,100.0,1.0
32,2011,20.0,1.0
32,2011,350.0,0.5714286
32,2011,70.0,1.0
32,2011,150.0,1.0
32,2011,1035.0,0.50724638
32,2011,150.0,1.0
32,2011,670.0,0.73134327
32,2011,400.0,0.75
32,2011,338.0,0.83727813
32,2011,400.0,1.0
32,2011,150.0,1.0
32,2011,250.0,1.0
32,2011,50.0,1.0
32,2011,475.0,1.0
32,2011,250.0,1.0
32,2011,60.0,1.0
32,2011,740.0,1.0
32,2011,515.0,1.0
32,2011,150.0,1.0
32,2011,70.0,1.0
32,2011,500.0,0.83999997
32,2011,150.0,0.33333334
32,2011,620.0,0.83870965
32,2011,145.0,0.51724136
32,2011,200.0,1.0
32,2011,100.0,0.0
32,2011,325.0,0.61538464
32,2011,100.0,1.0
32,2011,100.0,1.0
32,2011,145.0,1.0
32,2011,130.0,1.0
32,2011,445.0,0.55056179
32,2011,250.0,1.0
32,2011,620.0,0.68548387
32,2011,330.0,0.75757575
32,2011,150.0,1.0
32,2011,350.0,0.14285715
32,2011,280.0,1.0
32,2011,480.0,1.0
32,2011,70.0,1.0
32,2011,200.0,1.0
32,2011,986.0,1.0
32,2011,1000.0,1.0
32,2011,100.0,1.0
32,2011,350.0,0.71428573
32,2011,340.0,1.0
32,2011,150.0,1.0
32,2011,200.0,1.0
32,2011,690.0,0.78260869
32,2011,90.0,1.0
32,2011,855.0,0.32748538
32,2011,200.0,1.0
32,2011,150.0,0.0
32,2011,400.0,1.0
32,2011,400.0,1.0
32,2011,80.0,1.0
32,2011,100.0,1.0
32,2011,230.0,0.13043478
32,2011,50.0,1.0
32,2011,130.0,1.0
32,2011,400.0,0.75
32,2011,1050.0,0.76190478
32,2011,180.0,1.0
32,2011,300.0,0.5
32,2011,200.0,1.0
32,2011,100.0,1.0
32,2011,140.0,1.0
32,2011,600.0,1.0
32,2011,550.0,0.90909094
32,2011,180.0,0.0
32,2011,150.0,1.0
32,2011,200.0,1.0
32,2011,200.0,1.0
32,2011,200.0,1.0
32,2011,400.0,0.0
32,2011,220.0,1.0
32,2011,180.0,0.0
32,2011,190.0,1.0
32,2011,100.0,1.0
32,2011,450.0,1.0
32,2011,310.0,0.80645162
32,2011,125.0,1.0
32,2011,75.0,1.0
32,2011,250.0,1.0
32,2011,150.0,1.0
32,2011,670.0,1.0
32,2011,120.0,0.0
32,2011,240.0,0.0
32,2011,150.0,1.0
32,2011,60.0,1.0
32,2011,100.0,1.0
32,2011,350.0,0.5714286
32,2011,80.0,1.0
32,2011,550.0,1.0
32,2011,350.0,1.0
32,2011,60.0,1.0
32,2011,20.0,1.0
32,2011,350.0,0.5714286
32,2011,250.0,1.0
32,2011,580.0,0.60344827
32,2011,50.0,1.0
32,2011,10.0,1.0
32,2011,260.0,0.0
32,2011,260.0,1.0
32,2011,25.0,0.0
