T1,wave,total_豆类,ratio_豆类
21,2006,650.0,1.0
21,2006,2550.0,1.0
21,2006,1300.0,1.0
21,2006,700.0,1.0
21,2006,540.0,1.0
21,2006,750.0,0.46666667
21,2006,558.0,1.0
21,2006,380.0,1.0
21,2006,580.0,1.0
21,2006,650.0,1.0
21,2006,100.0,1.0
21,2006,2600.0,1.0
21,2006,670.0,1.0
21,2006,250.0,0.0
21,2006,300.0,1.0
21,2006,200.0,1.0
21,2006,822.0,1.0
21,2006,250.0,1.0
21,2006,150.0,1.0
21,2006,530.0,1.0
21,2006,1750.0,1.0
21,2006,50.0,0.0
21,2006,220.0,1.0
21,2006,100.0,1.0
21,2006,100.0,0.0
21,2006,1470.0,1.0
21,2006,500.0,1.0
21,2006,850.0,1.0
21,2006,500.0,1.0
21,2006,362.0,1.0
21,2006,1700.0,1.0
21,2006,3095.0,1.0
21,2006,400.0,1.0
21,2006,910.0,1.0
21,2006,450.0,1.0
21,2006,635.0,0.92125982
21,2006,1100.0,1.0
21,2006,1050.0,1.0
21,2006,450.0,0.94444442
21,2006,500.0,1.0
21,2006,1330.0,1.0
21,2006,380.0,0.86842108
21,2006,1550.0,0.90322578
21,2006,210.0,1.0
21,2006,150.0,0.0
21,2006,250.0,1.0
21,2006,2082.0,1.0
21,2006,685.0,1.0
21,2006,550.0,0.81818181
21,2006,450.0,1.0
21,2006,850.0,0.29411766
21,2006,150.0,1.0
21,2006,1035.0,0.75845408
21,2006,1250.0,1.0
21,2006,240.0,1.0
21,2006,1270.0,1.0
21,2006,665.0,1.0
21,2006,140.0,1.0
21,2006,400.0,1.0
21,2006,200.0,0.0
21,2006,400.0,1.0
21,2006,850.0,1.0
21,2006,1350.0,0.85185188
21,2006,200.0,1.0
21,2006,850.0,0.52941179
21,2006,620.0,0.72580647
21,2006,100.0,1.0
21,2006,610.0,1.0
21,2006,180.0,0.55555558
21,2006,1040.0,1.0
21,2006,1070.0,0.11214953
21,2006,700.0,1.0
21,2006,200.0,1.0
21,2006,750.0,0.40000001
21,2006,700.0,0.42857143
21,2006,200.0,1.0
21,2006,2750.0,1.0
21,2006,710.0,0.57746476
21,2006,450.0,1.0
21,2006,240.0,1.0
21,2006,340.0,1.0
21,2006,550.0,1.0
21,2006,650.0,0.69230771
21,2006,800.0,0.25
21,2006,700.0,1.0
21,2006,200.0,1.0
21,2006,250.0,1.0
21,2006,2.0,1.0
21,2006,110.0,1.0
21,2006,2750.0,0.43636364
21,2006,750.0,0.80000001
21,2006,6738.0,0.98738497
21,2006,1600.0,1.0
21,2006,690.0,0.56521738
21,2006,100.0,1.0
21,2006,1310.0,1.0
21,2006,1150.0,1.0
21,2006,200.0,1.0
21,2006,1900.0,1.0
21,2006,360.0,0.44444445
21,2006,750.0,1.0
21,2006,400.0,1.0
21,2006,1750.0,1.0
21,2006,1600.0,1.0
21,2006,250.0,0.2
23,2006,1310.0,0.92366409
23,2006,770.0,1.0
23,2006,1200.0,0.75
23,2006,650.0,1.0
23,2006,350.0,1.0
23,2006,240.0,0.83333331
23,2006,180.0,1.0
23,2006,580.0,0.82758623
23,2006,200.0,1.0
23,2006,1690.0,1.0
23,2006,450.0,0.8888889
23,2006,150.0,1.0
23,2006,1200.0,1.0
23,2006,250.0,1.0
23,2006,250.0,1.0
23,2006,750.0,1.0
23,2006,1250.0,1.0
23,2006,750.0,1.0
23,2006,450.0,1.0
23,2006,600.0,1.0
23,2006,930.0,1.0
23,2006,400.0,1.0
23,2006,360.0,1.0
23,2006,860.0,1.0
23,2006,2100.0,1.0
23,2006,220.0,1.0
23,2006,100.0,1.0
23,2006,250.0,1.0
23,2006,200.0,1.0
23,2006,180.0,0.44444445
23,2006,650.0,1.0
23,2006,50.0,1.0
23,2006,200.0,1.0
23,2006,450.0,1.0
23,2006,900.0,1.0
23,2006,230.0,0.86956519
23,2006,350.0,1.0
23,2006,1050.0,1.0
23,2006,200.0,1.0
23,2006,940.0,0.85106385
23,2006,1300.0,0.80769229
23,2006,1300.0,0.96153843
23,2006,250.0,1.0
23,2006,1250.0,1.0
23,2006,800.0,1.0
23,2006,660.0,0.57575756
23,2006,690.0,1.0
23,2006,200.0,1.0
23,2006,350.0,1.0
23,2006,200.0,1.0
23,2006,60.0,1.0
23,2006,400.0,1.0
23,2006,125.0,1.0
23,2006,750.0,1.0
23,2006,1810.0,1.0
23,2006,780.0,0.1025641
23,2006,1350.0,1.0
23,2006,550.0,0.72727275
23,2006,200.0,1.0
23,2006,1350.0,0.66666669
23,2006,600.0,1.0
23,2006,130.0,1.0
23,2006,150.0,1.0
23,2006,150.0,1.0
23,2006,100.0,1.0
23,2006,1150.0,0.9130435
23,2006,450.0,1.0
23,2006,250.0,1.0
23,2006,250.0,0.60000002
23,2006,200.0,0.75
23,2006,2050.0,0.92682928
23,2006,450.0,1.0
23,2006,300.0,1.0
23,2006,300.0,1.0
23,2006,150.0,1.0
23,2006,450.0,1.0
23,2006,870.0,1.0
23,2006,900.0,1.0
23,2006,950.0,0.78947371
23,2006,470.0,1.0
23,2006,100.0,1.0
23,2006,1340.0,0.66417909
23,2006,250.0,1.0
23,2006,300.0,1.0
23,2006,250.0,1.0
23,2006,70.0,0.2857143
23,2006,350.0,1.0
23,2006,350.0,1.0
23,2006,900.0,0.81111109
23,2006,100.0,0.0
23,2006,500.0,0.89999998
23,2006,400.0,1.0
23,2006,200.0,1.0
23,2006,1250.0,1.0
23,2006,100.0,1.0
23,2006,200.0,1.0
23,2006,350.0,0.5714286
23,2006,950.0,1.0
23,2006,1050.0,1.0
23,2006,200.0,1.0
23,2006,500.0,1.0
23,2006,310.0,1.0
23,2006,1000.0,1.0
23,2006,1125.0,1.0
23,2006,400.0,1.0
23,2006,255.0,1.0
23,2006,100.0,1.0
23,2006,300.0,1.0
23,2006,250.0,1.0
23,2006,130.0,1.0
23,2006,100.0,1.0
23,2006,350.0,0.14285715
23,2006,350.0,1.0
23,2006,2790.0,0.94623655
23,2006,250.0,1.0
23,2006,600.0,1.0
23,2006,760.0,1.0
23,2006,350.0,1.0
23,2006,1550.0,1.0
23,2006,550.0,1.0
23,2006,100.0,1.0
23,2006,975.0,1.0
23,2006,710.0,1.0
23,2006,100.0,1.0
23,2006,200.0,1.0
23,2006,970.0,0.38144329
23,2006,100.0,1.0
23,2006,750.0,0.60000002
23,2006,600.0,1.0
23,2006,980.0,0.89795917
23,2006,350.0,1.0
23,2006,840.0,1.0
23,2006,600.0,1.0
23,2006,1310.0,1.0
23,2006,100.0,1.0
23,2006,200.0,1.0
23,2006,400.0,1.0
23,2006,1500.0,1.0
23,2006,200.0,1.0
23,2006,20.0,1.0
23,2006,2656.0,1.0
23,2006,430.0,1.0
23,2006,600.0,1.0
23,2006,450.0,1.0
23,2006,700.0,1.0
23,2006,250.0,0.40000001
23,2006,300.0,1.0
23,2006,1000.0,1.0
23,2006,650.0,1.0
23,2006,500.0,1.0
23,2006,200.0,1.0
32,2006,50.0,0.0
32,2006,540.0,1.0
32,2006,760.0,1.0
32,2006,810.0,0.69135803
32,2006,540.0,0.0
32,2006,150.0,0.0
32,2006,550.0,1.0
32,2006,100.0,0.0
32,2006,1193.0,0.90779549
32,2006,820.0,1.0
32,2006,400.0,1.0
32,2006,1650.0,1.0
32,2006,720.0,1.0
32,2006,300.0,1.0
32,2006,75.0,1.0
32,2006,260.0,0.61538464
32,2006,1300.0,0.40769231
32,2006,300.0,0.5
32,2006,175.0,1.0
32,2006,810.0,1.0
32,2006,260.0,1.0
32,2006,300.0,1.0
32,2006,288.0,1.0
32,2006,150.0,0.66666669
32,2006,240.0,1.0
32,2006,2580.0,1.0
32,2006,2100.0,0.21428572
32,2006,325.0,0.53846157
32,2006,300.0,0.25
32,2006,50.0,0.0
32,2006,325.0,0.46153846
32,2006,300.0,1.0
32,2006,330.0,0.13636364
32,2006,450.0,0.8888889
32,2006,515.0,1.0
32,2006,560.0,0.79464287
32,2006,520.0,0.61538464
32,2006,630.0,1.0
32,2006,25.0,1.0
32,2006,475.0,1.0
32,2006,860.0,0.37209302
32,2006,1000.0,1.0
32,2006,1750.0,1.0
32,2006,1070.0,1.0
32,2006,200.0,0.25
32,2006,830.0,1.0
32,2006,1370.0,1.0
32,2006,450.0,1.0
32,2006,690.0,1.0
32,2006,1060.0,0.1509434
32,2006,50.0,1.0
32,2006,540.0,1.0
32,2006,300.0,1.0
32,2006,350.0,0.42857143
32,2006,385.0,0.49350649
32,2006,300.0,1.0
32,2006,325.0,0.30769232
32,2006,410.0,1.0
32,2006,825.0,0.39393941
32,2006,1950.0,1.0
32,2006,520.0,0.28846154
32,2006,2000.0,0.30000001
32,2006,800.0,1.0
32,2006,200.0,0.0
32,2006,430.0,1.0
32,2006,950.0,1.0
32,2006,600.0,0.0
32,2006,850.0,1.0
32,2006,300.0,0.83333331
32,2006,1250.0,1.0
32,2006,1290.0,0.84496123
32,2006,585.0,0.42735043
32,2006,1100.0,0.45454547
32,2006,690.0,0.73913044
32,2006,300.0,0.33333334
32,2006,170.0,1.0
32,2006,895.0,1.0
32,2006,980.0,1.0
32,2006,140.0,1.0
32,2006,465.0,0.51612902
32,2006,730.0,1.0
32,2006,288.0,1.0
32,2006,900.0,0.94444442
32,2006,175.0,0.14285715
32,2006,710.0,0.74647886
32,2006,200.0,1.0
32,2006,975.0,0.8974359
32,2006,500.0,1.0
32,2006,1170.0,1.0
32,2006,100.0,1.0
32,2006,125.0,1.0
32,2006,680.0,1.0
32,2006,610.0,1.0
32,2006,590.0,0.66101694
32,2006,400.0,1.0
32,2006,965.0,0.89637303
32,2006,150.0,1.0
32,2006,2050.0,0.51219511
32,2006,710.0,0.85915494
32,2006,450.0,1.0
32,2006,80.0,0.0
32,2006,204.0,1.0
32,2006,180.0,1.0
32,2006,70.0,0.0
32,2006,350.0,1.0
32,2006,1155.0,1.0
32,2006,840.0,1.0
32,2006,75.0,1.0
32,2006,250.0,0.0
32,2006,400.0,1.0
32,2006,140.0,1.0
32,2006,1350.0,0.5925926
32,2006,55.0,1.0
32,2006,330.0,0.84848487
32,2006,1000.0,1.0
32,2006,605.0,1.0
32,2006,1460.0,0.96575344
32,2006,660.0,1.0
32,2006,190.0,1.0
32,2006,450.0,1.0
32,2006,1540.0,0.8051948
32,2006,2080.0,0.76923078
32,2006,350.0,1.0
32,2006,1350.0,0.25925925
32,2006,2920.0,0.12671232
32,2006,1950.0,0.38461539
32,2006,450.0,0.0
32,2006,200.0,1.0
32,2006,265.0,1.0
32,2006,370.0,0.5945946
32,2006,400.0,0.375
32,2006,60.0,1.0
32,2006,1100.0,1.0
32,2006,400.0,0.75
32,2006,2680.0,0.2238806
32,2006,20.0,1.0
32,2006,1120.0,0.3125
32,2006,385.0,0.8051948
32,2006,440.0,1.0
32,2006,600.0,1.0
32,2006,400.0,1.0
32,2006,350.0,1.0
32,2006,300.0,1.0
32,2006,85.0,0.58823532
32,2006,980.0,1.0
32,2006,1200.0,1.0
32,2006,320.0,1.0
32,2006,450.0,1.0
32,2006,240.0,1.0
32,2006,1300.0,0.73076922
32,2006,440.0,1.0
32,2006,550.0,0.63636363
32,2006,350.0,0.71428573
32,2006,300.0,0.16666667
32,2006,250.0,0.2
32,2006,370.0,0.94594592
32,2006,735.0,0.59183675
32,2006,520.0,0.84615386
32,2006,300.0,1.0
32,2006,350.0,1.0
32,2006,350.0,0.42857143
32,2006,865.0,1.0
32,2006,330.0,1.0
32,2006,321.0,0.74766356
32,2006,450.0,0.55555558
32,2006,600.0,0.0
32,2006,2700.0,0.46296296
32,2006,700.0,0.2857143
32,2006,900.0,1.0
32,2006,410.0,1.0
32,2006,485.0,0.93814433
32,2006,200.0,1.0
32,2006,600.0,0.83333331
32,2006,340.0,0.41176471
32,2006,20.0,1.0
32,2006,1545.0,0.80582523
32,2006,270.0,0.7037037
32,2006,300.0,1.0
32,2006,750.0,1.0
32,2006,300.0,1.0
32,2006,75.0,1.0
32,2006,805.0,0.40993789
32,2006,25.0,1.0
32,2006,700.0,1.0
32,2006,480.0,1.0
32,2006,100.0,1.0
32,2006,180.0,0.55555558
32,2006,1035.0,1.0
32,2006,1445.0,1.0
32,2006,1495.0,1.0
32,2006,50.0,1.0
32,2006,770.0,0.92207789
32,2006,1050.0,0.76190478
32,2006,1365.0,0.5750916
32,2006,500.0,0.5
32,2006,2070.0,0.25120774
32,2006,425.0,1.0
32,2006,290.0,1.0
32,2006,1100.0,1.0
32,2006,475.0,1.0
32,2006,380.0,1.0
32,2006,497.0,1.0
37,2006,550.0,1.0
37,2006,1430.0,1.0
37,2006,210.0,1.0
37,2006,1430.0,1.0
37,2006,60.0,1.0
37,2006,450.0,1.0
37,2006,1075.0,1.0
37,2006,690.0,1.0
37,2006,800.0,1.0
37,2006,200.0,1.0
37,2006,470.0,1.0
37,2006,460.0,1.0
37,2006,450.0,1.0
37,2006,250.0,1.0
37,2006,50.0,1.0
37,2006,300.0,1.0
37,2006,340.0,1.0
37,2006,220.0,1.0
37,2006,148.0,1.0
37,2006,350.0,1.0
37,2006,1180.0,1.0
37,2006,70.0,1.0
37,2006,1193.0,1.0
37,2006,120.0,1.0
37,2006,200.0,1.0
37,2006,570.0,1.0
37,2006,1900.0,0.7368421
37,2006,650.0,1.0
37,2006,350.0,0.42857143
37,2006,120.0,1.0
37,2006,830.0,1.0
37,2006,530.0,0.6226415
37,2006,610.0,1.0
37,2006,180.0,1.0
37,2006,870.0,1.0
37,2006,620.0,1.0
37,2006,390.0,0.61538464
37,2006,500.0,1.0
37,2006,590.0,1.0
37,2006,400.0,1.0
37,2006,300.0,1.0
37,2006,1110.0,1.0
37,2006,500.0,1.0
37,2006,1470.0,1.0
37,2006,200.0,1.0
37,2006,250.0,1.0
37,2006,1265.0,1.0
37,2006,620.0,1.0
37,2006,80.0,1.0
37,2006,1600.0,1.0
37,2006,450.0,1.0
37,2006,1330.0,1.0
37,2006,710.0,0.64788735
37,2006,675.0,1.0
37,2006,420.0,1.0
37,2006,400.0,1.0
37,2006,170.0,1.0
37,2006,490.0,1.0
37,2006,3.0,1.0
37,2006,490.0,1.0
37,2006,800.0,1.0
37,2006,460.0,1.0
37,2006,780.0,1.0
37,2006,320.0,1.0
37,2006,1033.0,1.0
37,2006,440.0,1.0
37,2006,50.0,1.0
37,2006,450.0,1.0
37,2006,110.0,1.0
37,2006,110.0,1.0
37,2006,400.0,1.0
37,2006,820.0,1.0
37,2006,20.0,1.0
37,2006,100.0,1.0
37,2006,1500.0,1.0
37,2006,548.0,1.0
37,2006,1100.0,1.0
37,2006,1600.0,1.0
37,2006,1320.0,1.0
37,2006,100.0,1.0
37,2006,150.0,1.0
37,2006,520.0,0.57692307
37,2006,695.0,0.28776979
37,2006,1800.0,1.0
37,2006,880.0,1.0
37,2006,890.0,1.0
37,2006,1000.0,1.0
37,2006,1219.0,1.0
37,2006,330.0,1.0
37,2006,480.0,1.0
37,2006,500.0,1.0
37,2006,850.0,1.0
37,2006,640.0,1.0
37,2006,1825.0,1.0
37,2006,1519.0,1.0
37,2006,950.0,1.0
37,2006,1170.0,1.0
37,2006,60.0,1.0
37,2006,340.0,0.70588237
37,2006,490.0,1.0
37,2006,808.0,1.0
37,2006,300.0,1.0
37,2006,100.0,1.0
37,2006,200.0,1.0
37,2006,585.0,1.0
37,2006,930.0,1.0
37,2006,350.0,1.0
37,2006,350.0,1.0
37,2006,50.0,1.0
37,2006,200.0,1.0
37,2006,830.0,1.0
37,2006,760.0,1.0
37,2006,100.0,1.0
37,2006,1810.0,1.0
37,2006,1000.0,1.0
37,2006,180.0,1.0
37,2006,550.0,1.0
37,2006,100.0,1.0
37,2006,300.0,1.0
37,2006,1020.0,1.0
37,2006,885.0,1.0
37,2006,110.0,1.0
37,2006,300.0,1.0
37,2006,20.0,1.0
37,2006,600.0,1.0
37,2006,1350.0,1.0
37,2006,50.0,1.0
37,2006,300.0,1.0
37,2006,700.0,1.0
37,2006,500.0,1.0
37,2006,470.0,1.0
37,2006,620.0,1.0
37,2006,80.0,0.0
37,2006,460.0,0.76086956
37,2006,1045.0,1.0
37,2006,1160.0,1.0
37,2006,3070.0,0.9413681
37,2006,900.0,1.0
37,2006,565.0,0.26548672
37,2006,280.0,1.0
37,2006,950.0,1.0
37,2006,580.0,1.0
37,2006,30.0,1.0
37,2006,460.0,1.0
37,2006,230.0,0.13043478
37,2006,500.0,1.0
37,2006,500.0,1.0
37,2006,175.0,1.0
41,2006,110.0,0.45454547
41,2006,50.0,0.0
41,2006,1150.0,1.0
41,2006,350.0,1.0
41,2006,310.0,1.0
41,2006,230.0,1.0
41,2006,400.0,0.0
41,2006,260.0,1.0
41,2006,360.0,1.0
41,2006,50.0,1.0
41,2006,130.0,1.0
41,2006,120.0,0.41666666
41,2006,100.0,1.0
41,2006,60.0,1.0
41,2006,130.0,0.38461539
41,2006,1430.0,1.0
41,2006,758.0,1.0
41,2006,200.0,0.75
41,2006,500.0,1.0
41,2006,595.0,1.0
41,2006,310.0,1.0
41,2006,50.0,1.0
41,2006,120.0,0.33333334
41,2006,130.0,1.0
41,2006,150.0,1.0
41,2006,190.0,0.68421054
41,2006,450.0,1.0
41,2006,500.0,1.0
41,2006,860.0,0.40697673
41,2006,814.0,1.0
41,2006,700.0,1.0
41,2006,350.0,0.71428573
41,2006,50.0,1.0
41,2006,30.0,0.0
41,2006,150.0,1.0
41,2006,100.0,1.0
41,2006,100.0,0.0
41,2006,150.0,0.0
41,2006,300.0,1.0
41,2006,280.0,1.0
41,2006,300.0,1.0
41,2006,620.0,1.0
41,2006,160.0,1.0
41,2006,400.0,1.0
41,2006,60.0,1.0
41,2006,620.0,1.0
41,2006,160.0,1.0
41,2006,300.0,0.26666668
41,2006,300.0,0.33333334
41,2006,230.0,0.89130437
41,2006,530.0,1.0
41,2006,500.0,0.60000002
41,2006,125.0,1.0
41,2006,450.0,1.0
41,2006,125.0,1.0
41,2006,400.0,1.0
41,2006,630.0,1.0
41,2006,710.0,1.0
41,2006,252.0,1.0
41,2006,600.0,0.33333334
41,2006,300.0,1.0
41,2006,400.0,1.0
41,2006,100.0,1.0
41,2006,231.0,0.95238096
41,2006,326.0,1.0
41,2006,25.0,1.0
41,2006,250.0,1.0
41,2006,1000.0,1.0
41,2006,400.0,1.0
41,2006,150.0,1.0
41,2006,350.0,1.0
41,2006,275.0,1.0
41,2006,210.0,1.0
41,2006,280.0,1.0
41,2006,1100.0,1.0
41,2006,310.0,1.0
41,2006,280.0,1.0
41,2006,100.0,1.0
41,2006,1070.0,1.0
41,2006,550.0,1.0
41,2006,680.0,1.0
41,2006,20.0,1.0
41,2006,520.0,0.92307693
41,2006,400.0,1.0
41,2006,1830.0,0.83606559
41,2006,450.0,1.0
41,2006,50.0,0.0
41,2006,125.0,1.0
41,2006,100.0,1.0
41,2006,860.0,0.88372093
41,2006,25.0,0.0
41,2006,140.0,1.0
41,2006,1980.0,0.97979796
41,2006,260.0,0.38461539
41,2006,250.0,1.0
41,2006,450.0,0.77777779
41,2006,800.0,0.875
41,2006,440.0,1.0
41,2006,34.0,1.0
41,2006,450.0,1.0
41,2006,190.0,0.0
41,2006,300.0,1.0
41,2006,200.0,1.0
41,2006,500.0,1.0
41,2006,360.0,1.0
41,2006,420.0,1.0
41,2006,1415.0,1.0
41,2006,385.0,0.0
41,2006,820.0,0.63414633
41,2006,60.0,1.0
41,2006,200.0,1.0
42,2006,670.0,1.0
42,2006,900.0,0.22222222
42,2006,234.0,1.0
42,2006,285.0,1.0
42,2006,400.0,1.0
42,2006,1150.0,1.0
42,2006,1355.0,1.0
42,2006,2249.0,1.0
42,2006,1300.0,0.23076923
42,2006,2095.0,0.57040572
42,2006,851.0,1.0
42,2006,950.0,1.0
42,2006,200.0,1.0
42,2006,1405.0,0.053380784
42,2006,200.0,1.0
42,2006,545.0,1.0
42,2006,1420.0,0.29577464
42,2006,345.0,1.0
42,2006,200.0,1.0
42,2006,1090.0,0.72477067
42,2006,850.0,1.0
42,2006,355.0,1.0
42,2006,375.0,0.80000001
42,2006,775.0,1.0
42,2006,810.0,0.91358024
42,2006,490.0,0.51020408
42,2006,505.0,0.40594059
42,2006,350.0,1.0
42,2006,200.0,0.5
42,2006,600.0,1.0
42,2006,550.0,0.45454547
42,2006,540.0,0.35185185
42,2006,705.0,1.0
42,2006,357.0,1.0
42,2006,150.0,1.0
42,2006,705.0,0.84397161
42,2006,440.0,1.0
42,2006,990.0,0.71717173
42,2006,491.0,1.0
42,2006,900.0,1.0
42,2006,100.0,1.0
42,2006,1923.0,1.0
42,2006,1320.0,0.92424244
42,2006,620.0,1.0
42,2006,159.0,1.0
42,2006,900.0,1.0
42,2006,150.0,0.66666669
42,2006,180.0,1.0
42,2006,1590.0,1.0
42,2006,820.0,0.87804878
42,2006,1120.0,0.60714287
42,2006,120.0,0.58333331
42,2006,960.0,1.0
42,2006,1370.0,1.0
42,2006,300.0,0.66666669
42,2006,600.0,0.0
42,2006,1090.0,0.77064222
42,2006,800.0,0.25
42,2006,668.0,1.0
42,2006,600.0,0.75
42,2006,325.0,1.0
42,2006,500.0,1.0
42,2006,100.0,0.0
42,2006,740.0,0.86486489
42,2006,450.0,0.8888889
42,2006,1880.0,0.28191489
42,2006,950.0,1.0
42,2006,500.0,1.0
42,2006,400.0,0.25
42,2006,326.0,1.0
42,2006,850.0,0.23529412
42,2006,500.0,1.0
42,2006,370.0,1.0
42,2006,850.0,0.29411766
42,2006,665.0,1.0
42,2006,130.0,1.0
42,2006,745.0,1.0
42,2006,158.0,1.0
42,2006,530.0,1.0
42,2006,100.0,1.0
42,2006,400.0,1.0
42,2006,1310.0,0.42748091
42,2006,200.0,1.0
42,2006,520.0,0.88461536
42,2006,700.0,1.0
42,2006,470.0,1.0
42,2006,761.0,1.0
42,2006,938.0,1.0
42,2006,2090.0,1.0
42,2006,500.0,0.40000001
42,2006,280.0,1.0
42,2006,450.0,1.0
42,2006,150.0,0.0
42,2006,120.0,1.0
42,2006,400.0,1.0
42,2006,700.0,1.0
42,2006,822.0,1.0
42,2006,795.0,0.74842769
42,2006,680.0,0.70588237
42,2006,605.0,0.91735536
42,2006,760.0,1.0
42,2006,200.0,1.0
42,2006,810.0,1.0
42,2006,1450.0,0.51724136
42,2006,380.0,1.0
42,2006,950.0,1.0
42,2006,710.0,1.0
42,2006,1060.0,0.71698111
42,2006,900.0,0.44444445
42,2006,1390.0,0.17266187
42,2006,320.0,0.375
42,2006,750.0,0.86666667
42,2006,650.0,1.0
42,2006,755.0,0.76158941
42,2006,210.0,0.76190478
42,2006,50.0,0.0
42,2006,1490.0,0.89932889
42,2006,980.0,1.0
42,2006,400.0,1.0
42,2006,550.0,1.0
42,2006,1150.0,1.0
42,2006,240.0,0.5
42,2006,430.0,1.0
42,2006,700.0,0.5714286
43,2006,250.0,1.0
43,2006,150.0,0.66666669
43,2006,110.0,1.0
43,2006,440.0,0.090909094
43,2006,400.0,1.0
43,2006,535.0,0.62616825
43,2006,150.0,1.0
43,2006,100.0,1.0
43,2006,730.0,1.0
43,2006,20.0,1.0
43,2006,800.0,1.0
43,2006,300.0,1.0
43,2006,420.0,0.76190478
43,2006,120.0,0.0
43,2006,100.0,0.0
43,2006,120.0,1.0
43,2006,220.0,0.0
43,2006,400.0,1.0
43,2006,300.0,1.0
43,2006,200.0,1.0
43,2006,235.0,1.0
43,2006,80.0,1.0
43,2006,150.0,0.0
43,2006,705.0,0.71631205
43,2006,600.0,1.0
43,2006,200.0,1.0
43,2006,1450.0,0.65517241
43,2006,435.0,1.0
43,2006,650.0,1.0
43,2006,100.0,0.5
43,2006,100.0,1.0
43,2006,170.0,1.0
43,2006,430.0,0.41860464
43,2006,525.0,1.0
43,2006,600.0,1.0
43,2006,100.0,1.0
43,2006,75.0,1.0
43,2006,80.0,1.0
43,2006,150.0,0.0
43,2006,250.0,1.0
43,2006,350.0,1.0
43,2006,640.0,1.0
43,2006,160.0,1.0
43,2006,120.0,1.0
43,2006,160.0,1.0
43,2006,1740.0,0.91379309
43,2006,100.0,1.0
43,2006,320.0,1.0
43,2006,450.0,1.0
43,2006,50.0,0.0
43,2006,580.0,0.86206895
43,2006,440.0,1.0
43,2006,530.0,0.90566039
43,2006,260.0,1.0
43,2006,210.0,1.0
43,2006,324.0,0.84567899
43,2006,225.0,1.0
43,2006,725.0,1.0
43,2006,535.0,1.0
43,2006,50.0,1.0
43,2006,50.0,1.0
43,2006,340.0,1.0
43,2006,250.0,1.0
43,2006,220.0,1.0
43,2006,528.0,1.0
43,2006,300.0,1.0
43,2006,435.0,1.0
43,2006,100.0,1.0
43,2006,150.0,1.0
43,2006,1115.0,0.55605382
43,2006,100.0,1.0
43,2006,225.0,1.0
43,2006,100.0,1.0
43,2006,400.0,1.0
43,2006,320.0,1.0
43,2006,250.0,1.0
43,2006,640.0,1.0
43,2006,350.0,1.0
43,2006,300.0,1.0
43,2006,290.0,1.0
43,2006,560.0,1.0
43,2006,410.0,0.75609756
43,2006,100.0,1.0
43,2006,550.0,1.0
43,2006,100.0,1.0
43,2006,390.0,0.61538464
43,2006,400.0,1.0
43,2006,795.0,1.0
43,2006,170.0,1.0
43,2006,625.0,1.0
43,2006,305.0,1.0
43,2006,220.0,1.0
43,2006,50.0,1.0
43,2006,1405.0,1.0
43,2006,1450.0,1.0
43,2006,250.0,1.0
43,2006,650.0,1.0
43,2006,400.0,1.0
43,2006,60.0,1.0
43,2006,270.0,0.62962961
43,2006,330.0,0.90909094
43,2006,400.0,1.0
43,2006,236.0,1.0
43,2006,140.0,1.0
43,2006,50.0,1.0
43,2006,250.0,1.0
43,2006,350.0,1.0
43,2006,490.0,1.0
43,2006,100.0,1.0
43,2006,1810.0,0.31491712
43,2006,100.0,1.0
43,2006,570.0,1.0
43,2006,280.0,1.0
43,2006,280.0,1.0
43,2006,335.0,1.0
43,2006,335.0,1.0
43,2006,150.0,0.0
43,2006,255.0,1.0
43,2006,380.0,1.0
43,2006,20.0,1.0
43,2006,420.0,1.0
43,2006,100.0,1.0
43,2006,15.0,1.0
43,2006,70.0,0.85714287
43,2006,460.0,0.89130437
43,2006,250.0,0.60000002
43,2006,80.0,1.0
43,2006,400.0,1.0
43,2006,1230.0,0.69105691
43,2006,250.0,1.0
43,2006,585.0,0.27350429
43,2006,397.0,1.0
43,2006,200.0,1.0
43,2006,425.0,0.23529412
45,2006,50.0,1.0
45,2006,150.0,1.0
45,2006,325.0,1.0
45,2006,200.0,1.0
45,2006,150.0,1.0
45,2006,200.0,1.0
45,2006,170.0,1.0
45,2006,120.0,1.0
45,2006,280.0,1.0
45,2006,150.0,1.0
45,2006,100.0,1.0
45,2006,200.0,1.0
45,2006,300.0,1.0
45,2006,200.0,1.0
45,2006,85.0,1.0
45,2006,175.0,1.0
45,2006,220.0,0.54545456
45,2006,100.0,1.0
45,2006,880.0,1.0
45,2006,50.0,1.0
45,2006,150.0,1.0
45,2006,180.0,1.0
45,2006,250.0,1.0
45,2006,270.0,1.0
45,2006,230.0,1.0
45,2006,150.0,1.0
45,2006,350.0,1.0
45,2006,225.0,1.0
45,2006,250.0,1.0
45,2006,100.0,1.0
45,2006,350.0,0.42857143
45,2006,325.0,1.0
45,2006,680.0,1.0
45,2006,300.0,1.0
45,2006,450.0,1.0
45,2006,533.0,1.0
45,2006,550.0,1.0
45,2006,150.0,1.0
45,2006,270.0,1.0
45,2006,120.0,0.0
45,2006,650.0,0.15384616
45,2006,100.0,1.0
45,2006,100.0,1.0
45,2006,350.0,1.0
45,2006,250.0,1.0
45,2006,100.0,1.0
45,2006,145.0,1.0
45,2006,20.0,1.0
45,2006,350.0,1.0
45,2006,180.0,1.0
45,2006,190.0,1.0
45,2006,260.0,1.0
45,2006,490.0,1.0
45,2006,80.0,1.0
