T1,wave,total_猪肉,ratio_猪肉
43,2006,690.0,0.64492756
43,2006,550.0,1.0
43,2006,1125.0,1.0
43,2006,875.0,1.0
43,2006,580.0,0.7241379
43,2006,1190.0,1.0
43,2006,650.0,1.0
43,2006,540.0,0.81481481
43,2006,920.0,1.0
43,2006,1190.0,0.78151262
43,2006,240.0,1.0
43,2006,820.0,1.0
43,2006,755.0,0.96688741
43,2006,950.0,1.0
43,2006,240.0,0.75
43,2006,3020.0,0.82781458
43,2006,750.0,1.0
43,2006,1145.0,1.0
43,2006,780.0,0.64102566
43,2006,245.0,1.0
43,2006,1835.0,1.0
43,2006,1300.0,0.65384614
43,2006,840.0,1.0
43,2006,680.0,1.0
43,2006,920.0,1.0
43,2006,820.0,1.0
43,2006,770.0,0.96103895
43,2006,540.0,0.46296296
43,2006,140.0,0.5714286
43,2006,1070.0,1.0
43,2006,1450.0,1.0
43,2006,1100.0,1.0
43,2006,30.0,1.0
43,2006,1375.0,0.96363634
43,2006,570.0,0.9649123
43,2006,430.0,1.0
43,2006,360.0,0.94444442
43,2006,1445.0,0.8062284
43,2006,740.0,0.97297299
43,2006,1300.0,1.0
43,2006,400.0,1.0
43,2006,1200.0,1.0
43,2006,1050.0,1.0
43,2006,175.0,1.0
43,2006,1550.0,1.0
43,2006,1120.0,1.0
43,2006,1020.0,0.90196079
43,2006,1185.0,0.95780593
43,2006,150.0,0.0
43,2006,681.0,0.22026432
43,2006,515.0,0.80582523
43,2006,390.0,0.84615386
43,2006,1118.0,1.0
43,2006,410.0,1.0
43,2006,415.0,1.0
43,2006,750.0,1.0
43,2006,1490.0,1.0
43,2006,1030.0,0.77669901
43,2006,200.0,1.0
43,2006,540.0,1.0
43,2006,2790.0,0.55913979
43,2006,450.0,1.0
43,2006,880.0,1.0
43,2006,600.0,0.96666664
43,2006,685.0,0.70802921
43,2006,1130.0,0.86725664
43,2006,1430.0,0.96503496
43,2006,1210.0,0.6280992
43,2006,1050.0,1.0
43,2006,542.0,1.0
43,2006,220.0,1.0
43,2006,1440.0,0.91666669
43,2006,185.0,1.0
43,2006,1800.0,0.8888889
43,2006,330.0,1.0
43,2006,601.0,0.51580697
43,2006,725.0,0.7241379
43,2006,160.0,1.0
43,2006,520.0,1.0
43,2006,1730.0,0.80924857
43,2006,1400.0,1.0
43,2006,765.0,0.56209153
43,2006,645.0,1.0
43,2006,1167.0,1.0
43,2006,855.0,0.33333334
45,2006,1497.0,1.0
45,2006,75.0,1.0
45,2006,1580.0,0.2658228
45,2006,875.0,1.0
45,2006,700.0,1.0
45,2006,440.0,1.0
45,2006,980.0,1.0
45,2006,1252.0,0.15974441
45,2006,270.0,1.0
45,2006,800.0,1.0
45,2006,740.0,1.0
45,2006,770.0,0.8051948
45,2006,700.0,1.0
45,2006,150.0,1.0
45,2006,350.0,1.0
45,2006,1350.0,1.0
45,2006,1320.0,1.0
45,2006,460.0,1.0
45,2006,500.0,1.0
45,2006,1170.0,0.91452992
45,2006,560.0,1.0
45,2006,760.0,1.0
45,2006,850.0,1.0
45,2006,200.0,1.0
45,2006,700.0,1.0
45,2006,1438.0,1.0
45,2006,1081.0,0.53654027
45,2006,500.0,1.0
45,2006,270.0,1.0
45,2006,100.0,1.0
45,2006,300.0,1.0
45,2006,985.0,0.95939088
45,2006,510.0,1.0
45,2006,200.0,1.0
45,2006,150.0,1.0
45,2006,200.0,1.0
45,2006,1315.0,0.84790874
45,2006,1080.0,1.0
45,2006,125.0,1.0
45,2006,350.0,1.0
45,2006,1550.0,1.0
45,2006,860.0,1.0
45,2006,714.0,1.0
45,2006,100.0,1.0
45,2006,463.0,1.0
45,2006,575.0,1.0
45,2006,450.0,1.0
45,2006,940.0,0.58510637
45,2006,1230.0,1.0
45,2006,990.0,1.0
45,2006,900.0,0.77777779
45,2006,940.0,1.0
45,2006,900.0,1.0
45,2006,1200.0,0.875
45,2006,1200.0,1.0
45,2006,1380.0,1.0
45,2006,775.0,1.0
45,2006,970.0,1.0
45,2006,1480.0,0.87162161
45,2006,450.0,1.0
45,2006,900.0,1.0
45,2006,130.0,1.0
45,2006,1240.0,0.69354838
45,2006,750.0,1.0
45,2006,910.0,1.0
45,2006,70.0,1.0
45,2006,1270.0,0.69291341
45,2006,1200.0,1.0
45,2006,850.0,1.0
45,2006,880.0,1.0
45,2006,120.0,1.0
45,2006,726.0,1.0
45,2006,250.0,1.0
45,2006,1004.0,1.0
45,2006,560.0,1.0
45,2006,490.0,0.77551019
45,2006,875.0,1.0
45,2006,875.0,1.0
45,2006,810.0,1.0
45,2006,970.0,1.0
45,2006,1040.0,1.0
45,2006,500.0,1.0
45,2006,720.0,1.0
45,2006,545.0,1.0
45,2006,590.0,1.0
45,2006,600.0,1.0
45,2006,160.0,1.0
45,2006,810.0,1.0
45,2006,990.0,1.0
45,2006,990.0,1.0
45,2006,250.0,1.0
45,2006,930.0,0.78494626
45,2006,520.0,1.0
45,2006,700.0,1.0
45,2006,1270.0,1.0
45,2006,100.0,1.0
45,2006,810.0,0.75308645
45,2006,740.0,0.7972973
45,2006,215.0,1.0
45,2006,560.0,1.0
45,2006,380.0,1.0
45,2006,955.0,0.61256546
45,2006,990.0,1.0
45,2006,790.0,1.0
45,2006,890.0,0.66292137
45,2006,360.0,1.0
45,2006,240.0,1.0
45,2006,815.0,0.87730062
45,2006,635.0,1.0
45,2006,750.0,1.0
45,2006,1015.0,0.97536945
45,2006,240.0,1.0
45,2006,880.0,1.0
45,2006,2251.0,1.0
45,2006,1375.0,1.0
45,2006,640.0,1.0
45,2006,2071.0,0.73442781
45,2006,670.0,1.0
45,2006,1200.0,0.80833334
45,2006,620.0,1.0
45,2006,1825.0,0.97260273
45,2006,500.0,1.0
45,2006,400.0,1.0
45,2006,585.0,1.0
45,2006,980.0,1.0
45,2006,428.0,1.0
45,2006,1505.0,1.0
45,2006,1575.0,1.0
45,2006,415.0,1.0
45,2006,860.0,0.83720928
45,2006,950.0,1.0
45,2006,875.0,1.0
52,2006,390.0,1.0
52,2006,360.0,1.0
52,2006,1340.0,1.0
52,2006,200.0,1.0
52,2006,940.0,0.91489363
52,2006,250.0,1.0
52,2006,820.0,1.0
52,2006,1080.0,0.91666669
52,2006,250.0,1.0
52,2006,2245.0,0.99109131
52,2006,100.0,1.0
52,2006,900.0,1.0
52,2006,620.0,1.0
52,2006,1205.0,0.75103736
52,2006,2155.0,0.98607886
52,2006,1230.0,1.0
52,2006,495.0,1.0
52,2006,510.0,1.0
52,2006,600.0,0.91666669
52,2006,1385.0,0.95667869
52,2006,750.0,1.0
52,2006,1590.0,0.57232702
52,2006,300.0,1.0
52,2006,785.0,0.35031846
52,2006,225.0,0.77777779
52,2006,470.0,1.0
52,2006,200.0,0.60000002
52,2006,1070.0,1.0
52,2006,110.0,1.0
52,2006,1930.0,0.57512951
52,2006,530.0,1.0
52,2006,720.0,1.0
52,2006,385.0,1.0
52,2006,360.0,0.75
52,2006,375.0,1.0
52,2006,700.0,0.9285714
52,2006,1715.0,1.0
52,2006,450.0,1.0
52,2006,650.0,1.0
52,2006,1405.0,1.0
52,2006,850.0,1.0
52,2006,445.0,0.62921351
52,2006,800.0,1.0
52,2006,600.0,0.91666669
52,2006,80.0,1.0
52,2006,340.0,0.7647059
52,2006,280.0,1.0
52,2006,880.0,1.0
52,2006,340.0,0.7647059
52,2006,1919.0,0.97394478
52,2006,1720.0,0.72674417
52,2006,1400.0,0.97857141
52,2006,210.0,0.52380955
52,2006,590.0,1.0
52,2006,910.0,0.78021979
52,2006,1445.0,1.0
52,2006,500.0,1.0
52,2006,460.0,1.0
52,2006,1410.0,1.0
52,2006,945.0,0.94708997
52,2006,900.0,1.0
52,2006,1155.0,0.54978353
52,2006,1250.0,1.0
52,2006,1105.0,1.0
52,2006,180.0,1.0
52,2006,770.0,1.0
52,2006,530.0,1.0
52,2006,380.0,0.78947371
52,2006,900.0,1.0
52,2006,965.0,0.89637303
52,2006,460.0,1.0
52,2006,795.0,0.96226418
52,2006,521.0,0.61420345
52,2006,520.0,1.0
52,2006,815.0,0.71165645
52,2006,1045.0,0.71770334
52,2006,240.0,0.625
52,2006,580.0,0.89655173
52,2006,1770.0,0.83050847
52,2006,280.0,1.0
52,2006,850.0,0.82352942
52,2006,1280.0,0.8984375
52,2006,300.0,1.0
52,2006,1680.0,0.71428573
52,2006,825.0,0.12121212
52,2006,330.0,0.45454547
52,2006,380.0,1.0
52,2006,1660.0,0.70481926
52,2006,160.0,1.0
52,2006,1450.0,1.0
52,2006,980.0,0.3877551
52,2006,670.0,1.0
52,2006,505.0,1.0
52,2006,1100.0,0.80909091
52,2006,1295.0,1.0
52,2006,858.0,0.8974359
52,2006,200.0,1.0
52,2006,824.0,0.88592231
52,2006,575.0,1.0
52,2006,640.0,1.0
52,2006,2690.0,0.14869888
52,2006,230.0,1.0
52,2006,170.0,0.88235295
52,2006,1267.0,1.0
52,2006,600.0,1.0
52,2006,550.0,0.14545454
52,2006,150.0,1.0
52,2006,880.0,1.0
52,2006,640.0,0.578125
52,2006,410.0,1.0
52,2006,160.0,1.0
52,2006,460.0,1.0
52,2006,530.0,0.81132078
52,2006,620.0,1.0
52,2006,1085.0,0.84331799
52,2006,1860.0,1.0
52,2006,1130.0,1.0
52,2006,1435.0,0.95818818
52,2006,300.0,1.0
52,2006,540.0,1.0
52,2006,580.0,1.0
52,2006,1175.0,1.0
52,2006,220.0,0.63636363
52,2006,310.0,1.0
52,2006,1030.0,0.84466022
52,2006,1160.0,0.95689654
52,2006,1020.0,0.41176471
52,2006,1380.0,0.9130435
52,2006,1200.0,1.0
52,2006,1250.0,1.0
52,2006,2520.0,0.44841269
52,2006,1600.0,1.0
52,2006,630.0,1.0
52,2006,900.0,0.44444445
52,2006,30.0,0.0
52,2006,870.0,1.0
52,2006,200.0,1.0
52,2006,760.0,1.0
52,2006,500.0,1.0
52,2006,200.0,0.0
52,2006,100.0,0.0
52,2006,330.0,1.0
52,2006,700.0,1.0
52,2006,40.0,0.0
52,2006,730.0,0.1369863
52,2006,980.0,1.0
52,2006,1640.0,0.73780489
52,2006,1510.0,0.94039732
52,2006,212.0,1.0
52,2006,750.0,0.80000001
52,2006,720.0,1.0
52,2006,300.0,1.0
52,2006,990.0,0.89898992
52,2006,610.0,0.6557377
52,2006,120.0,1.0
52,2006,190.0,1.0
52,2006,1060.0,1.0
52,2006,430.0,0.72093022
21,2009,100.0,1.0
21,2009,550.0,0.60000002
21,2009,431.0,1.0
21,2009,320.0,1.0
21,2009,100.0,1.0
21,2009,400.0,1.0
21,2009,326.0,1.0
21,2009,690.0,0.0
21,2009,310.0,0.22580644
21,2009,660.0,1.0
21,2009,400.0,1.0
21,2009,320.0,1.0
21,2009,695.0,0.56115109
21,2009,385.0,1.0
21,2009,24.0,1.0
21,2009,670.0,1.0
21,2009,775.0,1.0
21,2009,195.0,0.84615386
21,2009,95.0,1.0
21,2009,921.0,1.0
21,2009,250.0,1.0
21,2009,220.0,1.0
21,2009,430.0,1.0
21,2009,425.0,1.0
21,2009,560.0,1.0
21,2009,570.0,1.0
21,2009,70.0,1.0
21,2009,520.0,1.0
21,2009,225.0,1.0
21,2009,530.0,1.0
21,2009,400.0,1.0
21,2009,400.0,0.75
21,2009,760.0,1.0
21,2009,690.0,1.0
21,2009,174.0,1.0
21,2009,100.0,1.0
21,2009,1180.0,1.0
21,2009,910.0,1.0
21,2009,400.0,1.0
21,2009,800.0,0.125
21,2009,321.0,1.0
21,2009,200.0,1.0
21,2009,685.0,1.0
21,2009,900.0,0.94444442
21,2009,260.0,1.0
21,2009,620.0,0.75806451
21,2009,175.0,1.0
21,2009,275.0,1.0
21,2009,250.0,0.80000001
21,2009,370.0,0.64864862
21,2009,350.0,0.71428573
21,2009,400.0,0.375
21,2009,300.0,0.0
21,2009,215.0,1.0
21,2009,275.0,0.58181816
21,2009,150.0,1.0
21,2009,400.0,1.0
21,2009,1180.0,1.0
21,2009,525.0,1.0
21,2009,740.0,0.27027026
21,2009,691.0,0.71056437
21,2009,890.0,1.0
21,2009,860.0,1.0
21,2009,100.0,1.0
21,2009,860.0,0.24418604
21,2009,100.0,1.0
21,2009,560.0,1.0
21,2009,1315.0,0.88593155
21,2009,655.0,0.83969468
21,2009,1720.0,1.0
21,2009,150.0,0.66666669
21,2009,376.0,1.0
21,2009,350.0,1.0
21,2009,50.0,1.0
21,2009,540.0,1.0
21,2009,297.0,1.0
21,2009,390.0,0.87179488
21,2009,978.0,0.79550099
21,2009,370.0,1.0
21,2009,30.0,1.0
21,2009,790.0,0.15189873
21,2009,650.0,0.76923078
21,2009,700.0,1.0
21,2009,490.0,1.0
21,2009,475.0,0.7368421
21,2009,500.0,0.5
21,2009,170.0,1.0
21,2009,430.0,0.0
21,2009,100.0,0.64999998
21,2009,40.0,1.0
21,2009,770.0,1.0
21,2009,100.0,1.0
21,2009,220.0,0.68181819
21,2009,1390.0,1.0
21,2009,570.0,1.0
21,2009,370.0,1.0
21,2009,260.0,1.0
21,2009,535.0,0.60747665
21,2009,560.0,0.85714287
21,2009,250.0,1.0
21,2009,200.0,1.0
21,2009,150.0,1.0
21,2009,505.0,1.0
21,2009,200.0,1.0
21,2009,57.0,1.0
21,2009,100.0,0.0
21,2009,150.0,0.33333334
21,2009,30.0,1.0
21,2009,50.0,1.0
21,2009,20.0,1.0
21,2009,140.0,1.0
21,2009,250.0,1.0
21,2009,14.0,1.0
21,2009,400.0,1.0
21,2009,630.0,1.0
21,2009,370.0,0.72972971
21,2009,380.0,0.47368422
21,2009,350.0,1.0
21,2009,500.0,1.0
21,2009,940.0,1.0
21,2009,530.0,1.0
21,2009,350.0,0.5714286
21,2009,565.0,1.0
21,2009,579.0,1.0
21,2009,1550.0,0.62903225
21,2009,830.0,1.0
21,2009,425.0,1.0
21,2009,555.0,1.0
21,2009,425.0,1.0
21,2009,350.0,1.0
21,2009,925.0,1.0
21,2009,260.0,1.0
21,2009,175.0,1.0
21,2009,200.0,1.0
21,2009,100.0,0.0
21,2009,510.0,0.66666669
21,2009,425.0,1.0
21,2009,30.0,1.0
21,2009,65.0,1.0
21,2009,340.0,1.0
21,2009,450.0,1.0
21,2009,1400.0,1.0
21,2009,650.0,1.0
21,2009,245.0,1.0
21,2009,452.0,1.0
21,2009,320.0,1.0
21,2009,500.0,0.80000001
21,2009,175.0,1.0
21,2009,280.0,1.0
21,2009,600.0,1.0
21,2009,330.0,1.0
21,2009,90.0,1.0
21,2009,240.0,1.0
21,2009,270.0,1.0
21,2009,425.0,1.0
21,2009,570.0,0.87719297
21,2009,570.0,0.52631581
21,2009,1126.0,1.0
21,2009,100.0,1.0
21,2009,1308.0,1.0
21,2009,600.0,0.91666669
21,2009,550.0,1.0
21,2009,511.0,1.0
21,2009,75.0,1.0
21,2009,130.0,0.0
21,2009,1000.0,1.0
21,2009,170.0,0.0
21,2009,160.0,1.0
21,2009,1030.0,1.0
21,2009,660.0,0.90909094
21,2009,120.0,1.0
21,2009,600.0,0.83333331
21,2009,550.0,1.0
21,2009,250.0,1.0
21,2009,350.0,1.0
21,2009,195.0,0.8974359
21,2009,1548.0,1.0
21,2009,800.0,0.4375
21,2009,80.0,0.625
21,2009,550.0,0.61818182
21,2009,320.0,0.46875
21,2009,840.0,0.75
21,2009,1010.0,0.94059408
21,2009,440.0,0.88636363
21,2009,475.0,0.57894737
21,2009,330.0,1.0
21,2009,293.0,1.0
21,2009,595.0,0.66386557
21,2009,1045.0,0.79904306
21,2009,300.0,1.0
21,2009,710.0,1.0
21,2009,850.0,0.7647059
21,2009,360.0,0.6388889
21,2009,1000.0,1.0
21,2009,250.0,1.0
21,2009,1202.0,1.0
21,2009,1030.0,0.90291262
21,2009,200.0,1.0
21,2009,237.0,0.4135021
21,2009,310.0,0.19354838
21,2009,690.0,1.0
21,2009,797.0,0.87452948
21,2009,200.0,1.0
21,2009,1397.0,0.69219756
21,2009,680.0,1.0
21,2009,265.0,1.0
21,2009,640.0,1.0
21,2009,500.0,1.0
21,2009,125.0,1.0
21,2009,100.0,1.0
21,2009,635.0,1.0
21,2009,1020.0,1.0
21,2009,545.0,1.0
21,2009,350.0,1.0
21,2009,840.0,1.0
21,2009,300.0,1.0
21,2009,392.0,1.0
21,2009,450.0,1.0
21,2009,650.0,1.0
21,2009,80.0,1.0
21,2009,610.0,1.0
21,2009,50.0,1.0
21,2009,410.0,0.70731705
21,2009,326.0,1.0
21,2009,350.0,1.0
21,2009,300.0,1.0
21,2009,600.0,1.0
21,2009,845.0,1.0
21,2009,525.0,1.0
21,2009,250.0,1.0
21,2009,410.0,0.92682928
21,2009,310.0,1.0
21,2009,256.0,0.8828125
21,2009,605.0,1.0
21,2009,180.0,1.0
21,2009,675.0,1.0
21,2009,75.0,1.0
21,2009,525.0,0.7904762
21,2009,730.0,1.0
21,2009,655.0,0.77099234
23,2009,170.0,1.0
23,2009,450.0,0.8888889
23,2009,260.0,1.0
23,2009,500.0,1.0
23,2009,200.0,0.25
23,2009,220.0,1.0
23,2009,350.0,1.0
23,2009,250.0,1.0
23,2009,430.0,1.0
23,2009,180.0,0.8888889
23,2009,150.0,1.0
23,2009,280.0,1.0
23,2009,300.0,1.0
23,2009,1445.0,0.58131486
23,2009,490.0,1.0
23,2009,300.0,1.0
23,2009,570.0,1.0
23,2009,440.0,0.95454544
23,2009,20.0,1.0
23,2009,50.0,1.0
23,2009,175.0,1.0
23,2009,350.0,1.0
23,2009,280.0,1.0
23,2009,690.0,1.0
23,2009,600.0,1.0
23,2009,250.0,1.0
23,2009,151.0,1.0
23,2009,370.0,1.0
23,2009,100.0,1.0
23,2009,475.0,1.0
23,2009,760.0,0.86842108
23,2009,450.0,1.0
23,2009,515.0,1.0
23,2009,270.0,0.62962961
23,2009,990.0,1.0
23,2009,1280.0,1.0
23,2009,1100.0,1.0
23,2009,460.0,0.56521738
23,2009,520.0,0.34615386
23,2009,225.0,1.0
23,2009,180.0,1.0
23,2009,50.0,1.0
23,2009,450.0,0.77777779
23,2009,1250.0,1.0
23,2009,550.0,1.0
23,2009,350.0,1.0
23,2009,650.0,1.0
23,2009,275.0,1.0
23,2009,410.0,1.0
23,2009,270.0,0.81481481
23,2009,600.0,1.0
23,2009,310.0,1.0
23,2009,225.0,1.0
23,2009,450.0,1.0
23,2009,635.0,1.0
23,2009,330.0,1.0
23,2009,1032.0,0.51065892
23,2009,130.0,1.0
23,2009,20.0,1.0
23,2009,600.0,1.0
23,2009,100.0,1.0
23,2009,280.0,0.2857143
23,2009,250.0,1.0
23,2009,540.0,0.27777779
23,2009,180.0,0.16666667
23,2009,615.0,0.36585367
23,2009,100.0,1.0
23,2009,700.0,0.52857143
23,2009,448.0,0.6651786
23,2009,300.0,0.83333331
23,2009,250.0,1.0
23,2009,650.0,1.0
23,2009,350.0,1.0
23,2009,200.0,0.25
23,2009,360.0,0.8888889
23,2009,50.0,1.0
23,2009,130.0,1.0
23,2009,200.0,1.0
23,2009,700.0,1.0
23,2009,140.0,1.0
23,2009,225.0,1.0
23,2009,410.0,1.0
23,2009,870.0,0.52873564
23,2009,340.0,1.0
23,2009,300.0,1.0
23,2009,110.0,1.0
23,2009,275.0,0.36363637
23,2009,25.0,1.0
23,2009,325.0,1.0
23,2009,280.0,1.0
23,2009,870.0,1.0
23,2009,220.0,1.0
23,2009,695.0,1.0
23,2009,130.0,1.0
23,2009,1170.0,0.45299146
23,2009,450.0,1.0
23,2009,620.0,0.59677422
23,2009,230.0,1.0
23,2009,210.0,1.0
23,2009,100.0,1.0
23,2009,100.0,1.0
23,2009,25.0,1.0
23,2009,330.0,0.60606062
23,2009,110.0,1.0
23,2009,240.0,1.0
23,2009,1220.0,1.0
23,2009,150.0,1.0
23,2009,300.0,1.0
23,2009,260.0,1.0
23,2009,30.0,1.0
23,2009,550.0,1.0
23,2009,530.0,0.6226415
23,2009,440.0,1.0
23,2009,350.0,1.0
23,2009,150.0,1.0
23,2009,450.0,1.0
23,2009,50.0,1.0
23,2009,120.0,1.0
23,2009,330.0,0.66666669
23,2009,70.0,1.0
23,2009,250.0,1.0
23,2009,890.0,1.0
23,2009,270.0,1.0
23,2009,460.0,1.0
23,2009,175.0,1.0
23,2009,475.0,1.0
23,2009,770.0,0.8831169
23,2009,1000.0,1.0
23,2009,80.0,1.0
23,2009,1280.0,1.0
23,2009,125.0,1.0
23,2009,430.0,1.0
23,2009,600.0,1.0
23,2009,270.0,1.0
23,2009,350.0,1.0
23,2009,230.0,1.0
23,2009,515.0,1.0
23,2009,750.0,1.0
23,2009,200.0,1.0
23,2009,930.0,0.78494626
23,2009,630.0,0.3968254
23,2009,520.0,1.0
23,2009,400.0,0.75
23,2009,225.0,1.0
23,2009,250.0,1.0
23,2009,50.0,1.0
23,2009,1120.0,0.375
23,2009,300.0,1.0
23,2009,450.0,1.0
23,2009,475.0,1.0
23,2009,380.0,1.0
23,2009,100.0,0.5
23,2009,150.0,0.66666669
23,2009,840.0,1.0
23,2009,1100.0,1.0
23,2009,640.0,1.0
23,2009,470.0,0.53191489
23,2009,305.0,0.26229507
23,2009,35.0,1.0
23,2009,100.0,1.0
23,2009,300.0,1.0
23,2009,50.0,1.0
23,2009,895.0,1.0
23,2009,122.0,1.0
23,2009,150.0,1.0
23,2009,150.0,0.66666669
23,2009,790.0,1.0
23,2009,100.0,1.0
23,2009,310.0,1.0
23,2009,100.0,1.0
23,2009,580.0,1.0
23,2009,60.0,1.0
23,2009,150.0,1.0
23,2009,150.0,1.0
23,2009,520.0,1.0
23,2009,400.0,1.0
23,2009,380.0,1.0
23,2009,250.0,1.0
23,2009,860.0,0.46511629
23,2009,190.0,1.0
23,2009,151.0,1.0
23,2009,670.0,0.14925373
23,2009,100.0,1.0
23,2009,935.0,1.0
23,2009,330.0,0.54545456
23,2009,800.0,0.6875
23,2009,180.0,1.0
23,2009,400.0,1.0
23,2009,50.0,1.0
23,2009,325.0,1.0
23,2009,620.0,1.0
23,2009,105.0,1.0
23,2009,610.0,0.50819671
23,2009,250.0,1.0
23,2009,1210.0,1.0
23,2009,220.0,1.0
23,2009,890.0,1.0
23,2009,280.0,1.0
32,2009,795.0,1.0
32,2009,340.0,0.55882353
32,2009,715.0,0.75524473
32,2009,600.0,0.91666669
32,2009,1184.0,0.83108109
32,2009,420.0,1.0
32,2009,843.0,0.60854095
32,2009,900.0,0.6111111
32,2009,235.0,0.57446808
32,2009,2175.0,1.0
32,2009,795.0,0.65408808
32,2009,550.0,0.40909091
32,2009,250.0,1.0
32,2009,280.0,1.0
32,2009,2020.0,1.0
32,2009,840.0,1.0
32,2009,1630.0,0.42944786
32,2009,380.0,0.78947371
32,2009,150.0,1.0
32,2009,550.0,0.63636363
32,2009,380.0,0.84210527
32,2009,1450.0,0.79310346
32,2009,790.0,0.68354428
32,2009,1879.0,0.78712082
32,2009,2814.0,1.0
32,2009,235.0,1.0
32,2009,2000.0,0.59500003
32,2009,570.0,1.0
32,2009,560.0,0.16071428
32,2009,665.0,0.37593985
32,2009,50.0,1.0
32,2009,670.0,1.0
32,2009,195.0,1.0
32,2009,260.0,0.0
32,2009,200.0,1.0
32,2009,150.0,1.0
32,2009,160.0,1.0
32,2009,800.0,0.6875
32,2009,800.0,1.0
32,2009,300.0,0.33333334
32,2009,160.0,1.0
32,2009,715.0,0.90909094
32,2009,445.0,1.0
32,2009,560.0,1.0
32,2009,250.0,1.0
32,2009,270.0,1.0
32,2009,300.0,0.16666667
32,2009,810.0,0.61728394
32,2009,1570.0,1.0
32,2009,1105.0,0.52036202
32,2009,550.0,1.0
32,2009,1132.0,1.0
32,2009,390.0,0.74358976
32,2009,50.0,1.0
32,2009,450.0,1.0
32,2009,420.0,1.0
32,2009,975.0,0.58974361
32,2009,560.0,0.35714287
32,2009,50.0,0.0
32,2009,485.0,0.0
32,2009,395.0,1.0
32,2009,570.0,0.82456142
32,2009,230.0,0.0
32,2009,580.0,0.74137932
32,2009,985.0,0.92893404
32,2009,400.0,1.0
32,2009,165.0,0.39393941
32,2009,490.0,1.0
32,2009,1310.0,0.73282444
32,2009,300.0,0.66666669
32,2009,550.0,1.0
32,2009,1250.0,0.72000003
32,2009,345.0,1.0
32,2009,270.0,1.0
32,2009,500.0,0.89999998
32,2009,100.0,1.0
32,2009,175.0,1.0
32,2009,781.0,1.0
32,2009,550.0,1.0
32,2009,305.0,1.0
32,2009,290.0,1.0
32,2009,825.0,0.87878788
32,2009,380.0,0.7631579
32,2009,320.0,1.0
32,2009,695.0,0.58273381
32,2009,1000.0,1.0
32,2009,815.0,0.81595093
32,2009,215.0,1.0
32,2009,110.0,0.81818181
32,2009,500.0,0.30000001
32,2009,1100.0,1.0
32,2009,80.0,1.0
32,2009,550.0,0.0
32,2009,210.0,0.0
32,2009,860.0,0.88372093
32,2009,50.0,1.0
32,2009,1350.0,0.22222222
32,2009,1550.0,0.87096775
32,2009,620.0,1.0
32,2009,1905.0,0.21259843
32,2009,400.0,1.0
32,2009,700.0,0.2857143
32,2009,50.0,1.0
32,2009,620.0,1.0
32,2009,90.0,1.0
32,2009,625.0,1.0
32,2009,400.0,1.0
32,2009,900.0,0.5
32,2009,570.0,0.3859649
32,2009,745.0,1.0
32,2009,510.0,1.0
32,2009,575.0,0.82608694
32,2009,495.0,1.0
32,2009,450.0,0.0
32,2009,890.0,1.0
32,2009,450.0,1.0
32,2009,430.0,1.0
32,2009,90.0,1.0
32,2009,400.0,1.0
32,2009,540.0,0.5
32,2009,400.0,1.0
32,2009,230.0,0.0
32,2009,325.0,0.69230771
32,2009,860.0,0.0
32,2009,1410.0,0.53900707
32,2009,165.0,0.30303031
32,2009,1000.0,1.0
32,2009,990.0,0.79797977
32,2009,350.0,1.0
32,2009,300.0,0.66666669
32,2009,650.0,0.84615386
32,2009,960.0,1.0
32,2009,450.0,0.66666669
32,2009,564.0,1.0
32,2009,150.0,1.0
32,2009,600.0,1.0
32,2009,800.0,0.5
32,2009,70.0,1.0
32,2009,280.0,0.35714287
32,2009,420.0,1.0
32,2009,715.0,1.0
32,2009,660.0,1.0
32,2009,852.0,0.76525819
32,2009,850.0,0.64705884
32,2009,1580.0,0.87341774
32,2009,1120.0,0.95535713
32,2009,290.0,0.10344828
32,2009,715.0,0.7132867
32,2009,230.0,1.0
32,2009,500.0,0.30000001
32,2009,675.0,0.26666668
32,2009,1380.0,0.76086956
32,2009,925.0,0.37837839
32,2009,200.0,1.0
32,2009,270.0,1.0
32,2009,60.0,1.0
32,2009,1780.0,0.68539327
32,2009,100.0,1.0
32,2009,370.0,1.0
32,2009,100.0,1.0
32,2009,300.0,0.33333334
32,2009,130.0,1.0
32,2009,900.0,0.6111111
32,2009,1090.0,1.0
32,2009,1450.0,0.95172411
32,2009,650.0,0.0
32,2009,120.0,0.75
32,2009,50.0,1.0
32,2009,125.0,0.0
32,2009,620.0,0.91935486
32,2009,1200.0,0.91666669
32,2009,210.0,1.0
32,2009,340.0,1.0
32,2009,10.0,1.0
32,2009,265.0,0.71698111
32,2009,1352.0,1.0
32,2009,230.0,0.43478259
32,2009,930.0,1.0
32,2009,831.0,1.0
32,2009,700.0,1.0
32,2009,550.0,1.0
32,2009,900.0,0.0
32,2009,100.0,1.0
32,2009,1470.0,0.9319728
32,2009,500.0,1.0
32,2009,800.0,0.4375
32,2009,150.0,1.0
32,2009,1505.0,0.93355483
32,2009,660.0,1.0
32,2009,160.0,1.0
32,2009,60.0,1.0
32,2009,900.0,1.0
32,2009,550.0,1.0
32,2009,350.0,1.0
32,2009,150.0,1.0
32,2009,95.0,1.0
32,2009,150.0,1.0
32,2009,1050.0,0.2857143
32,2009,650.0,1.0
32,2009,1530.0,0.53267974
32,2009,20.0,1.0
32,2009,447.0,0.44071588
32,2009,300.0,0.0
