T1,wave,total_水果,ratio_水果
21,2009,450.0,0.0
21,2009,1210.0,1.0
21,2009,1450.0,1.0
21,2009,1750.0,1.0
21,2009,1150.0,1.0
21,2009,1845.0,1.0
21,2009,280.0,1.0
21,2009,2020.0,0.86633664
21,2009,34.0,1.0
21,2009,581.0,1.0
21,2009,210.0,1.0
21,2009,500.0,1.0
21,2009,100.0,1.0
21,2009,360.0,1.0
21,2009,800.0,1.0
21,2009,1034.0,1.0
21,2009,2010.0,1.0
21,2009,1130.0,1.0
21,2009,750.0,0.33333334
21,2009,1400.0,1.0
21,2009,2200.0,1.0
21,2009,1640.0,1.0
21,2009,850.0,1.0
21,2009,1610.0,1.0
21,2009,1577.0,1.0
21,2009,4050.0,0.82716048
21,2009,1860.0,1.0
21,2009,2165.0,1.0
21,2009,1295.0,1.0
21,2009,750.0,1.0
21,2009,1050.0,1.0
21,2009,1160.0,1.0
21,2009,945.0,0.93650794
21,2009,719.0,1.0
21,2009,500.0,1.0
21,2009,750.0,1.0
21,2009,280.0,1.0
21,2009,750.0,1.0
21,2009,1500.0,1.0
21,2009,500.0,1.0
21,2009,600.0,1.0
21,2009,1060.0,1.0
21,2009,390.0,1.0
21,2009,1200.0,1.0
21,2009,450.0,1.0
21,2009,1590.0,1.0
21,2009,500.0,1.0
21,2009,952.0,1.0
21,2009,150.0,1.0
21,2009,3040.0,1.0
21,2009,210.0,1.0
21,2009,1210.0,0.75206614
21,2009,1906.0,1.0
21,2009,1400.0,1.0
21,2009,2290.0,1.0
21,2009,400.0,1.0
21,2009,300.0,1.0
21,2009,650.0,1.0
21,2009,1650.0,1.0
21,2009,950.0,0.0
21,2009,700.0,0.64285713
21,2009,690.0,1.0
21,2009,270.0,1.0
21,2009,2390.0,1.0
21,2009,1270.0,1.0
21,2009,840.0,1.0
21,2009,955.0,1.0
21,2009,835.0,1.0
21,2009,2000.0,1.0
21,2009,1553.0,1.0
21,2009,900.0,0.94444442
21,2009,330.0,1.0
21,2009,557.0,0.71813285
21,2009,300.0,1.0
21,2009,2120.0,1.0
21,2009,2770.0,1.0
21,2009,3365.0,0.88112926
21,2009,750.0,1.0
21,2009,685.0,1.0
21,2009,1950.0,0.574359
21,2009,1090.0,1.0
21,2009,3033.0,1.0
21,2009,620.0,0.75806451
21,2009,1100.0,1.0
21,2009,600.0,1.0
21,2009,1810.0,0.71823204
21,2009,2308.0,1.0
21,2009,250.0,1.0
21,2009,340.0,1.0
21,2009,1750.0,1.0
21,2009,100.0,1.0
21,2009,50.0,1.0
21,2009,1340.0,0.32089552
21,2009,1397.0,1.0
21,2009,500.0,1.0
21,2009,450.0,1.0
21,2009,2500.0,1.0
21,2009,400.0,1.0
21,2009,1050.0,1.0
21,2009,2287.0,0.85570616
21,2009,2105.0,0.96199524
21,2009,1532.0,1.0
21,2009,945.0,1.0
21,2009,1780.0,1.0
21,2009,740.0,1.0
21,2009,985.0,1.0
21,2009,2050.0,1.0
21,2009,1080.0,0.62962961
21,2009,912.0,1.0
21,2009,630.0,1.0
21,2009,1374.0,1.0
21,2009,600.0,1.0
21,2009,1170.0,1.0
21,2009,120.0,1.0
21,2009,1940.0,1.0
21,2009,1490.0,1.0
21,2009,1270.0,0.80314958
21,2009,750.0,1.0
21,2009,890.0,1.0
21,2009,1346.0,1.0
21,2009,1530.0,1.0
21,2009,1380.0,1.0
21,2009,3675.0,1.0
21,2009,330.0,1.0
21,2009,1350.0,0.92592591
21,2009,160.0,1.0
21,2009,500.0,1.0
23,2009,1770.0,1.0
23,2009,1650.0,1.0
23,2009,1700.0,1.0
23,2009,300.0,1.0
23,2009,300.0,1.0
23,2009,1270.0,1.0
23,2009,2150.0,1.0
23,2009,2520.0,1.0
23,2009,1600.0,1.0
23,2009,600.0,1.0
23,2009,650.0,1.0
23,2009,550.0,0.90909094
23,2009,1150.0,1.0
23,2009,900.0,1.0
23,2009,960.0,0.83333331
23,2009,850.0,1.0
23,2009,900.0,1.0
23,2009,900.0,1.0
23,2009,1000.0,1.0
23,2009,400.0,1.0
23,2009,520.0,1.0
23,2009,2300.0,1.0
23,2009,2550.0,1.0
23,2009,1420.0,1.0
23,2009,50.0,1.0
23,2009,4100.0,1.0
23,2009,1690.0,1.0
23,2009,1900.0,1.0
23,2009,1000.0,1.0
23,2009,2600.0,1.0
23,2009,930.0,1.0
23,2009,280.0,1.0
23,2009,750.0,1.0
23,2009,450.0,1.0
23,2009,2150.0,1.0
23,2009,170.0,1.0
23,2009,736.0,1.0
23,2009,900.0,1.0
23,2009,850.0,1.0
23,2009,650.0,1.0
23,2009,760.0,1.0
23,2009,410.0,1.0
23,2009,350.0,1.0
23,2009,4520.0,0.99557525
23,2009,100.0,1.0
23,2009,1000.0,1.0
23,2009,500.0,1.0
23,2009,600.0,1.0
23,2009,1830.0,0.99453551
23,2009,645.0,1.0
23,2009,650.0,1.0
23,2009,1500.0,1.0
23,2009,950.0,1.0
23,2009,1000.0,1.0
23,2009,1430.0,0.66433567
23,2009,1200.0,1.0
23,2009,1400.0,1.0
23,2009,1010.0,1.0
23,2009,2220.0,0.77477479
23,2009,1490.0,1.0
23,2009,600.0,1.0
23,2009,750.0,1.0
23,2009,800.0,0.75
23,2009,700.0,1.0
23,2009,1250.0,1.0
23,2009,400.0,1.0
23,2009,500.0,1.0
23,2009,400.0,0.25
23,2009,1120.0,1.0
23,2009,1305.0,1.0
23,2009,1550.0,1.0
23,2009,1605.0,1.0
23,2009,1540.0,1.0
23,2009,1050.0,1.0
23,2009,750.0,1.0
23,2009,1690.0,1.0
23,2009,950.0,1.0
23,2009,1810.0,0.97237569
23,2009,3000.0,1.0
23,2009,450.0,1.0
23,2009,1500.0,1.0
23,2009,760.0,1.0
23,2009,200.0,1.0
23,2009,3820.0,1.0
23,2009,400.0,1.0
23,2009,550.0,1.0
23,2009,600.0,1.0
23,2009,1100.0,1.0
23,2009,200.0,1.0
23,2009,800.0,1.0
23,2009,1200.0,1.0
23,2009,500.0,1.0
23,2009,150.0,1.0
23,2009,600.0,1.0
23,2009,300.0,1.0
23,2009,150.0,1.0
23,2009,5360.0,1.0
23,2009,200.0,1.0
23,2009,450.0,1.0
23,2009,500.0,1.0
23,2009,950.0,1.0
23,2009,2570.0,1.0
23,2009,1500.0,1.0
23,2009,850.0,1.0
23,2009,350.0,1.0
23,2009,2000.0,1.0
23,2009,1280.0,1.0
23,2009,600.0,1.0
23,2009,1921.0,1.0
23,2009,720.0,1.0
23,2009,1370.0,1.0
23,2009,1000.0,1.0
23,2009,1200.0,1.0
23,2009,550.0,0.81818181
23,2009,1150.0,1.0
23,2009,400.0,1.0
23,2009,2150.0,1.0
23,2009,1500.0,1.0
23,2009,300.0,1.0
23,2009,1120.0,1.0
23,2009,104.0,1.0
23,2009,1550.0,1.0
23,2009,850.0,1.0
23,2009,5660.0,1.0
23,2009,2320.0,1.0
23,2009,2620.0,0.87404579
23,2009,1920.0,0.765625
23,2009,150.0,1.0
23,2009,300.0,1.0
23,2009,700.0,1.0
23,2009,300.0,1.0
23,2009,2185.0,0.82151031
23,2009,45.0,1.0
23,2009,200.0,1.0
23,2009,550.0,1.0
23,2009,1200.0,1.0
23,2009,1750.0,1.0
23,2009,1010.0,1.0
23,2009,3585.0,0.95536959
23,2009,950.0,1.0
23,2009,950.0,1.0
23,2009,200.0,1.0
23,2009,530.0,1.0
23,2009,400.0,1.0
23,2009,1500.0,1.0
23,2009,150.0,1.0
23,2009,1870.0,1.0
23,2009,1350.0,0.77777779
23,2009,300.0,1.0
23,2009,2360.0,1.0
23,2009,600.0,1.0
23,2009,100.0,1.0
23,2009,1390.0,1.0
23,2009,750.0,1.0
23,2009,860.0,1.0
23,2009,400.0,1.0
23,2009,250.0,1.0
23,2009,1120.0,1.0
23,2009,950.0,1.0
23,2009,1000.0,0.60000002
23,2009,350.0,1.0
23,2009,1410.0,1.0
23,2009,1680.0,1.0
23,2009,580.0,1.0
23,2009,600.0,1.0
23,2009,200.0,1.0
23,2009,4050.0,1.0
23,2009,2900.0,1.0
23,2009,650.0,1.0
23,2009,1540.0,0.94805193
23,2009,1400.0,1.0
23,2009,500.0,1.0
23,2009,100.0,1.0
23,2009,1270.0,1.0
23,2009,4100.0,1.0
32,2009,100.0,1.0
32,2009,1445.0,0.8062284
32,2009,1100.0,1.0
32,2009,705.0,1.0
32,2009,1270.0,0.8425197
32,2009,100.0,0.0
32,2009,455.0,0.61538464
32,2009,80.0,1.0
32,2009,700.0,1.0
32,2009,750.0,0.86666667
32,2009,700.0,1.0
32,2009,970.0,1.0
32,2009,1640.0,1.0
32,2009,150.0,1.0
32,2009,1045.0,0.67464113
32,2009,1100.0,0.81818181
32,2009,1225.0,1.0
32,2009,635.0,1.0
32,2009,400.0,1.0
32,2009,430.0,1.0
32,2009,210.0,1.0
32,2009,4189.0,1.0
32,2009,350.0,0.14285715
32,2009,645.0,1.0
32,2009,1070.0,0.81308413
32,2009,250.0,1.0
32,2009,125.0,0.60000002
32,2009,700.0,1.0
32,2009,3685.0,1.0
32,2009,690.0,0.942029
32,2009,250.0,1.0
32,2009,100.0,1.0
32,2009,540.0,1.0
32,2009,300.0,1.0
32,2009,25.0,1.0
32,2009,270.0,1.0
32,2009,200.0,1.0
32,2009,80.0,1.0
32,2009,1200.0,1.0
32,2009,1300.0,1.0
32,2009,150.0,1.0
32,2009,100.0,1.0
32,2009,500.0,0.80000001
32,2009,50.0,0.0
32,2009,1980.0,1.0
32,2009,250.0,1.0
32,2009,350.0,1.0
32,2009,457.0,1.0
32,2009,1230.0,1.0
32,2009,250.0,1.0
32,2009,120.0,0.58333331
32,2009,200.0,1.0
32,2009,300.0,1.0
32,2009,1440.0,1.0
32,2009,50.0,1.0
32,2009,620.0,1.0
32,2009,100.0,1.0
32,2009,850.0,1.0
32,2009,500.0,1.0
32,2009,100.0,1.0
32,2009,546.0,1.0
32,2009,2130.0,0.92488265
32,2009,150.0,1.0
32,2009,50.0,1.0
32,2009,1200.0,0.5
32,2009,770.0,0.61038959
32,2009,20.0,0.0
32,2009,760.0,1.0
32,2009,500.0,1.0
32,2009,400.0,0.375
32,2009,75.0,1.0
32,2009,3020.0,1.0
32,2009,610.0,1.0
32,2009,200.0,1.0
32,2009,350.0,1.0
32,2009,300.0,1.0
32,2009,2370.0,1.0
32,2009,250.0,1.0
32,2009,310.0,0.83870965
32,2009,320.0,1.0
32,2009,700.0,1.0
32,2009,450.0,1.0
32,2009,233.0,1.0
32,2009,400.0,1.0
32,2009,50.0,1.0
32,2009,520.0,1.0
32,2009,200.0,1.0
32,2009,200.0,1.0
32,2009,400.0,1.0
32,2009,650.0,1.0
32,2009,300.0,1.0
32,2009,294.0,1.0
32,2009,150.0,1.0
32,2009,375.0,1.0
32,2009,70.0,1.0
32,2009,200.0,1.0
32,2009,1395.0,1.0
32,2009,600.0,1.0
32,2009,700.0,0.9285714
32,2009,600.0,1.0
32,2009,250.0,1.0
32,2009,345.0,1.0
32,2009,300.0,1.0
32,2009,643.0,1.0
32,2009,840.0,1.0
32,2009,1581.0,1.0
32,2009,150.0,0.0
32,2009,1330.0,0.74436092
32,2009,20.0,1.0
32,2009,420.0,1.0
32,2009,150.0,0.0
32,2009,180.0,1.0
32,2009,450.0,1.0
32,2009,750.0,1.0
32,2009,1960.0,1.0
32,2009,550.0,1.0
32,2009,580.0,1.0
32,2009,400.0,1.0
32,2009,1036.0,1.0
32,2009,200.0,1.0
32,2009,575.0,1.0
32,2009,25.0,1.0
32,2009,175.0,1.0
32,2009,150.0,1.0
32,2009,106.0,1.0
32,2009,350.0,1.0
32,2009,150.0,1.0
32,2009,520.0,1.0
32,2009,950.0,1.0
32,2009,400.0,1.0
32,2009,850.0,0.52941179
32,2009,200.0,1.0
32,2009,80.0,1.0
32,2009,600.0,1.0
32,2009,50.0,1.0
32,2009,2263.0,1.0
32,2009,650.0,1.0
32,2009,600.0,1.0
32,2009,120.0,1.0
32,2009,440.0,1.0
32,2009,100.0,1.0
32,2009,230.0,1.0
32,2009,330.0,1.0
32,2009,380.0,1.0
32,2009,1385.0,1.0
32,2009,1495.0,0.73578596
32,2009,1730.0,1.0
32,2009,450.0,0.66666669
32,2009,1550.0,1.0
32,2009,575.0,1.0
32,2009,100.0,1.0
32,2009,400.0,1.0
32,2009,480.0,1.0
32,2009,405.0,1.0
32,2009,245.0,1.0
32,2009,1100.0,1.0
32,2009,1700.0,1.0
32,2009,205.0,1.0
32,2009,250.0,1.0
32,2009,770.0,0.8051948
37,2009,50.0,1.0
37,2009,1000.0,1.0
37,2009,430.0,1.0
37,2009,100.0,1.0
37,2009,230.0,1.0
37,2009,1070.0,0.95327103
37,2009,550.0,1.0
37,2009,1310.0,1.0
37,2009,150.0,1.0
37,2009,540.0,1.0
37,2009,310.0,1.0
37,2009,300.0,1.0
37,2009,200.0,1.0
37,2009,640.0,1.0
37,2009,450.0,1.0
37,2009,481.0,1.0
37,2009,1000.0,1.0
37,2009,460.0,0.54347825
37,2009,600.0,1.0
37,2009,200.0,1.0
37,2009,600.0,1.0
37,2009,1030.0,1.0
37,2009,300.0,1.0
37,2009,1141.0,1.0
37,2009,1342.0,1.0
37,2009,2000.0,1.0
37,2009,270.0,1.0
37,2009,50.0,1.0
37,2009,830.0,1.0
37,2009,180.0,1.0
37,2009,500.0,1.0
37,2009,1200.0,0.5
37,2009,1010.0,1.0
37,2009,537.0,1.0
37,2009,250.0,1.0
37,2009,400.0,1.0
37,2009,350.0,1.0
37,2009,250.0,1.0
37,2009,80.0,1.0
37,2009,872.0,1.0
37,2009,680.0,1.0
37,2009,1700.0,1.0
37,2009,800.0,1.0
37,2009,475.0,1.0
37,2009,610.0,1.0
37,2009,960.0,1.0
37,2009,1430.0,1.0
37,2009,100.0,1.0
37,2009,100.0,1.0
37,2009,200.0,1.0
37,2009,484.0,1.0
37,2009,470.0,1.0
37,2009,1100.0,1.0
37,2009,1400.0,1.0
37,2009,450.0,1.0
37,2009,715.0,1.0
37,2009,150.0,1.0
37,2009,150.0,1.0
37,2009,60.0,1.0
37,2009,290.0,1.0
37,2009,275.0,1.0
37,2009,1120.0,1.0
37,2009,300.0,1.0
37,2009,210.0,1.0
37,2009,820.0,1.0
37,2009,1162.0,1.0
37,2009,600.0,1.0
37,2009,150.0,1.0
37,2009,710.0,1.0
37,2009,1030.0,1.0
37,2009,960.0,1.0
37,2009,900.0,0.0
37,2009,120.0,1.0
37,2009,490.0,1.0
37,2009,230.0,1.0
37,2009,560.0,1.0
37,2009,1700.0,1.0
37,2009,800.0,1.0
37,2009,200.0,1.0
37,2009,500.0,1.0
37,2009,400.0,1.0
37,2009,600.0,1.0
37,2009,1951.0,1.0
37,2009,150.0,1.0
37,2009,1400.0,1.0
37,2009,160.0,1.0
37,2009,630.0,1.0
37,2009,2550.0,1.0
37,2009,660.0,1.0
37,2009,280.0,1.0
37,2009,225.0,1.0
37,2009,250.0,1.0
37,2009,630.0,1.0
37,2009,1290.0,1.0
37,2009,1120.0,1.0
37,2009,600.0,1.0
37,2009,660.0,1.0
37,2009,250.0,1.0
37,2009,590.0,1.0
37,2009,710.0,1.0
37,2009,600.0,1.0
37,2009,380.0,1.0
37,2009,75.0,1.0
37,2009,730.0,1.0
37,2009,750.0,1.0
37,2009,440.0,1.0
37,2009,400.0,1.0
37,2009,120.0,1.0
37,2009,1071.0,0.71988797
37,2009,1020.0,0.85294116
37,2009,362.0,1.0
37,2009,380.0,1.0
37,2009,200.0,1.0
37,2009,1130.0,1.0
37,2009,220.0,1.0
37,2009,410.0,1.0
37,2009,1350.0,1.0
37,2009,600.0,1.0
37,2009,770.0,1.0
37,2009,140.0,1.0
37,2009,580.0,1.0
37,2009,400.0,1.0
37,2009,600.0,0.0
37,2009,2010.0,1.0
37,2009,830.0,1.0
37,2009,400.0,1.0
37,2009,420.0,1.0
37,2009,680.0,1.0
41,2009,770.0,1.0
41,2009,380.0,1.0
41,2009,6.0,1.0
41,2009,600.0,1.0
41,2009,250.0,1.0
41,2009,723.0,1.0
41,2009,230.0,1.0
41,2009,30.0,0.0
41,2009,380.0,1.0
41,2009,2695.0,1.0
41,2009,600.0,1.0
41,2009,250.0,1.0
41,2009,3.0,1.0
41,2009,950.0,1.0
41,2009,250.0,1.0
41,2009,1627.0,1.0
41,2009,609.0,1.0
41,2009,938.0,0.92537314
41,2009,1390.0,1.0
41,2009,730.0,1.0
41,2009,1005.0,1.0
41,2009,450.0,0.33333334
41,2009,100.0,1.0
41,2009,400.0,1.0
41,2009,200.0,1.0
41,2009,400.0,0.0
41,2009,3275.0,1.0
41,2009,1311.0,1.0
41,2009,300.0,1.0
41,2009,725.0,0.91724139
41,2009,600.0,1.0
41,2009,1883.0,1.0
41,2009,570.0,1.0
41,2009,250.0,0.80000001
41,2009,900.0,1.0
41,2009,200.0,1.0
41,2009,170.0,1.0
41,2009,750.0,1.0
41,2009,150.0,1.0
41,2009,300.0,1.0
41,2009,200.0,1.0
41,2009,746.0,1.0
41,2009,200.0,1.0
41,2009,625.0,1.0
41,2009,60.0,1.0
41,2009,652.0,0.90797544
41,2009,400.0,1.0
41,2009,365.0,1.0
41,2009,150.0,1.0
41,2009,370.0,1.0
41,2009,170.0,1.0
41,2009,295.0,1.0
41,2009,750.0,0.40000001
41,2009,1000.0,0.0
41,2009,1540.0,1.0
41,2009,300.0,1.0
41,2009,150.0,1.0
41,2009,750.0,1.0
41,2009,60.0,1.0
41,2009,1600.0,1.0
41,2009,350.0,1.0
41,2009,720.0,1.0
41,2009,1193.0,0.41324392
41,2009,1125.0,1.0
41,2009,1500.0,1.0
41,2009,30.0,1.0
41,2009,1170.0,1.0
41,2009,1350.0,1.0
41,2009,1130.0,1.0
41,2009,465.0,1.0
41,2009,170.0,1.0
41,2009,60.0,1.0
41,2009,210.0,1.0
41,2009,150.0,1.0
41,2009,3.0,1.0
41,2009,200.0,1.0
41,2009,550.0,1.0
41,2009,409.0,1.0
41,2009,655.0,0.64885497
41,2009,150.0,1.0
41,2009,1653.0,1.0
41,2009,200.0,1.0
41,2009,461.0,1.0
41,2009,550.0,1.0
41,2009,120.0,1.0
41,2009,220.0,1.0
41,2009,330.0,0.0
41,2009,510.0,1.0
41,2009,1200.0,1.0
41,2009,200.0,1.0
41,2009,30.0,0.0
41,2009,100.0,1.0
41,2009,560.0,1.0
41,2009,1740.0,1.0
41,2009,450.0,1.0
41,2009,100.0,1.0
41,2009,300.0,1.0
42,2009,200.0,1.0
42,2009,1000.0,1.0
42,2009,300.0,1.0
42,2009,430.0,1.0
42,2009,150.0,1.0
42,2009,100.0,1.0
42,2009,950.0,0.57894737
42,2009,310.0,1.0
42,2009,40.0,1.0
42,2009,250.0,1.0
42,2009,280.0,1.0
42,2009,660.0,1.0
42,2009,200.0,1.0
42,2009,580.0,1.0
42,2009,450.0,1.0
42,2009,100.0,1.0
42,2009,750.0,1.0
42,2009,200.0,1.0
42,2009,580.0,1.0
42,2009,680.0,1.0
42,2009,80.0,1.0
42,2009,200.0,1.0
42,2009,430.0,1.0
42,2009,200.0,1.0
42,2009,76.0,1.0
42,2009,300.0,1.0
42,2009,1200.0,0.91666669
42,2009,60.0,1.0
42,2009,35.0,1.0
42,2009,750.0,1.0
42,2009,350.0,1.0
42,2009,500.0,1.0
42,2009,620.0,1.0
42,2009,610.0,1.0
42,2009,130.0,1.0
42,2009,100.0,1.0
42,2009,480.0,1.0
42,2009,664.0,1.0
42,2009,530.0,1.0
42,2009,50.0,0.0
42,2009,300.0,1.0
42,2009,330.0,1.0
42,2009,1270.0,1.0
42,2009,195.0,1.0
42,2009,800.0,1.0
42,2009,100.0,1.0
42,2009,1895.0,1.0
42,2009,40.0,1.0
42,2009,950.0,1.0
42,2009,400.0,1.0
42,2009,210.0,1.0
42,2009,1200.0,1.0
42,2009,1050.0,0.90476191
42,2009,60.0,1.0
42,2009,250.0,1.0
42,2009,125.0,1.0
42,2009,180.0,1.0
42,2009,1190.0,1.0
42,2009,2265.0,0.98675495
42,2009,1180.0,1.0
42,2009,190.0,1.0
42,2009,130.0,1.0
42,2009,134.0,1.0
42,2009,700.0,1.0
42,2009,1265.0,1.0
42,2009,605.0,1.0
42,2009,720.0,0.4861111
42,2009,200.0,1.0
42,2009,2380.0,0.98739493
42,2009,180.0,1.0
42,2009,340.0,1.0
42,2009,100.0,1.0
42,2009,150.0,1.0
42,2009,30.0,1.0
42,2009,1150.0,1.0
42,2009,90.0,1.0
42,2009,100.0,1.0
42,2009,60.0,1.0
42,2009,40.0,1.0
42,2009,500.0,1.0
42,2009,840.0,1.0
42,2009,300.0,1.0
42,2009,150.0,1.0
42,2009,1120.0,1.0
42,2009,600.0,1.0
42,2009,2430.0,0.56378603
42,2009,320.0,1.0
42,2009,180.0,1.0
42,2009,423.0,1.0
42,2009,150.0,1.0
42,2009,230.0,0.69565219
42,2009,150.0,1.0
42,2009,905.0,1.0
42,2009,3450.0,1.0
42,2009,150.0,1.0
42,2009,100.0,1.0
42,2009,50.0,1.0
42,2009,100.0,1.0
43,2009,450.0,1.0
43,2009,1300.0,1.0
43,2009,302.0,1.0
43,2009,662.0,1.0
43,2009,582.0,1.0
43,2009,740.0,0.72972971
43,2009,600.0,1.0
43,2009,50.0,1.0
43,2009,545.0,1.0
43,2009,140.0,1.0
43,2009,550.0,1.0
43,2009,650.0,0.73076922
43,2009,250.0,1.0
43,2009,50.0,1.0
43,2009,300.0,1.0
43,2009,528.0,1.0
43,2009,330.0,1.0
43,2009,300.0,1.0
43,2009,30.0,1.0
43,2009,341.0,1.0
43,2009,371.0,1.0
43,2009,60.0,1.0
43,2009,300.0,1.0
43,2009,60.0,1.0
43,2009,450.0,1.0
43,2009,3480.0,1.0
43,2009,100.0,1.0
43,2009,310.0,1.0
43,2009,400.0,0.75
43,2009,250.0,1.0
43,2009,1250.0,1.0
43,2009,300.0,1.0
43,2009,573.0,1.0
43,2009,1900.0,0.31578946
43,2009,400.0,1.0
43,2009,2344.0,1.0
43,2009,470.0,1.0
43,2009,610.0,1.0
43,2009,1370.0,1.0
43,2009,1150.0,0.82608694
43,2009,320.0,1.0
43,2009,50.0,1.0
43,2009,470.0,1.0
43,2009,565.0,1.0
43,2009,855.0,1.0
43,2009,520.0,1.0
43,2009,450.0,1.0
43,2009,100.0,1.0
43,2009,400.0,1.0
43,2009,350.0,1.0
43,2009,200.0,0.0
43,2009,350.0,1.0
43,2009,910.0,1.0
43,2009,270.0,1.0
43,2009,570.0,1.0
43,2009,100.0,1.0
43,2009,1440.0,1.0
43,2009,1970.0,1.0
43,2009,100.0,1.0
43,2009,300.0,1.0
43,2009,180.0,0.27777779
43,2009,1200.0,1.0
43,2009,390.0,1.0
43,2009,110.0,1.0
43,2009,420.0,1.0
43,2009,1000.0,1.0
43,2009,450.0,1.0
43,2009,300.0,1.0
43,2009,1410.0,1.0
43,2009,750.0,1.0
43,2009,200.0,1.0
43,2009,730.0,1.0
43,2009,2750.0,1.0
43,2009,1900.0,0.31578946
43,2009,250.0,1.0
43,2009,552.0,1.0
43,2009,640.0,1.0
43,2009,600.0,1.0
43,2009,350.0,0.71428573
43,2009,700.0,1.0
43,2009,230.0,0.95652175
43,2009,717.0,1.0
43,2009,1115.0,1.0
43,2009,2195.0,1.0
43,2009,770.0,1.0
43,2009,540.0,1.0
43,2009,1660.0,1.0
43,2009,450.0,1.0
43,2009,1101.0,1.0
43,2009,100.0,1.0
43,2009,300.0,1.0
43,2009,1400.0,1.0
43,2009,412.0,1.0
43,2009,180.0,1.0
43,2009,360.0,1.0
43,2009,1648.0,1.0
43,2009,500.0,1.0
43,2009,400.0,1.0
43,2009,410.0,1.0
43,2009,300.0,1.0
43,2009,120.0,1.0
43,2009,480.0,1.0
43,2009,160.0,1.0
43,2009,356.0,1.0
43,2009,80.0,1.0
43,2009,400.0,1.0
43,2009,1190.0,1.0
43,2009,810.0,1.0
43,2009,7980.0,1.0
43,2009,200.0,1.0
43,2009,570.0,1.0
43,2009,480.0,1.0
43,2009,300.0,1.0
43,2009,1250.0,1.0
43,2009,642.0,1.0
43,2009,360.0,1.0
43,2009,500.0,1.0
43,2009,300.0,1.0
43,2009,850.0,1.0
43,2009,400.0,1.0
43,2009,580.0,1.0
45,2009,1050.0,1.0
45,2009,200.0,1.0
45,2009,1250.0,1.0
45,2009,1650.0,1.0
45,2009,2300.0,1.0
45,2009,160.0,1.0
45,2009,800.0,1.0
45,2009,300.0,1.0
45,2009,150.0,0.0
45,2009,300.0,0.5
45,2009,170.0,1.0
45,2009,600.0,1.0
45,2009,300.0,1.0
45,2009,575.0,1.0
45,2009,650.0,1.0
45,2009,195.0,0.61538464
45,2009,405.0,1.0
45,2009,495.0,0.79797977
45,2009,520.0,1.0
45,2009,200.0,1.0
45,2009,300.0,1.0
45,2009,200.0,1.0
45,2009,795.0,0.93710691
45,2009,480.0,1.0
45,2009,250.0,1.0
45,2009,200.0,1.0
45,2009,300.0,1.0
45,2009,15.0,1.0
45,2009,190.0,1.0
45,2009,1200.0,1.0
45,2009,540.0,1.0
45,2009,200.0,1.0
45,2009,1846.0,1.0
45,2009,350.0,1.0
45,2009,400.0,1.0
45,2009,1650.0,1.0
45,2009,630.0,1.0
45,2009,370.0,1.0
45,2009,900.0,1.0
45,2009,200.0,1.0
45,2009,1250.0,1.0
45,2009,1250.0,1.0
45,2009,930.0,1.0
45,2009,1280.0,1.0
45,2009,25.0,1.0
45,2009,784.0,1.0
45,2009,50.0,1.0
45,2009,780.0,1.0
45,2009,100.0,1.0
45,2009,300.0,1.0
45,2009,1680.0,1.0
45,2009,10.0,1.0
45,2009,220.0,1.0
45,2009,818.0,1.0
45,2009,250.0,1.0
45,2009,350.0,1.0
45,2009,1200.0,1.0
45,2009,15.0,1.0
45,2009,1085.0,1.0
45,2009,500.0,1.0
45,2009,300.0,1.0
45,2009,1375.0,1.0
45,2009,40.0,1.0
45,2009,225.0,1.0
45,2009,600.0,1.0
45,2009,50.0,1.0
45,2009,550.0,1.0
45,2009,1600.0,1.0
45,2009,1050.0,1.0
45,2009,450.0,0.8888889
45,2009,210.0,1.0
45,2009,370.0,0.67567569
45,2009,550.0,1.0
45,2009,600.0,1.0
45,2009,650.0,1.0
45,2009,100.0,0.0
45,2009,200.0,1.0
45,2009,200.0,1.0
45,2009,1500.0,1.0
45,2009,250.0,1.0
45,2009,530.0,1.0
45,2009,520.0,0.67307693
45,2009,1800.0,1.0
45,2009,60.0,1.0
45,2009,860.0,1.0
45,2009,170.0,1.0
45,2009,1500.0,1.0
45,2009,160.0,1.0
45,2009,800.0,1.0
45,2009,240.0,0.33333334
45,2009,650.0,1.0
45,2009,570.0,1.0
45,2009,1035.0,1.0
45,2009,95.0,1.0
45,2009,650.0,1.0
45,2009,180.0,1.0
45,2009,1225.0,1.0
45,2009,1155.0,0.82251084
45,2009,230.0,1.0
45,2009,300.0,0.0
45,2009,440.0,1.0
45,2009,300.0,1.0
45,2009,200.0,1.0
45,2009,400.0,1.0
45,2009,6000.0,1.0
45,2009,300.0,1.0
45,2009,70.0,1.0
45,2009,2050.0,1.0
45,2009,1525.0,1.0
45,2009,900.0,1.0
45,2009,250.0,0.0
45,2009,1180.0,1.0
45,2009,2500.0,1.0
45,2009,266.0,1.0
45,2009,725.0,1.0
45,2009,400.0,1.0
45,2009,50.0,1.0
45,2009,20.0,1.0
45,2009,890.0,1.0
45,2009,370.0,1.0
45,2009,145.0,1.0
45,2009,200.0,1.0
45,2009,650.0,1.0
45,2009,18.0,1.0
45,2009,20.0,1.0
45,2009,336.0,1.0
45,2009,1200.0,1.0
45,2009,1350.0,1.0
45,2009,10.0,1.0
45,2009,950.0,1.0
45,2009,190.0,1.0
45,2009,100.0,0.0
45,2009,350.0,1.0
