T1,wave,total_杂粮,ratio_杂粮
43,2006,100.0,1.0
43,2006,5.0,1.0
43,2006,180.0,1.0
43,2006,4.8,0.16666667
43,2006,245.0,1.0
43,2006,12.3,1.0
43,2006,461.0,0.023861172
43,2006,51.0,1.0
43,2006,480.0,1.0
43,2006,200.0,0.5
43,2006,125.0,1.0
43,2006,200.0,1.0
43,2006,362.0,0.72375691
43,2006,15.0,1.0
43,2006,0.5,1.0
43,2006,18.0,1.0
43,2006,191.0,1.0
43,2006,140.0,1.0
43,2006,0.5,1.0
43,2006,116.0,0.96551722
43,2006,152.0,1.0
43,2006,219.0,0.050228309
43,2006,2.8,1.0
43,2006,10.0,1.0
43,2006,8.5,0.70588237
43,2006,120.0,1.0
43,2006,12.0,1.0
43,2006,12.0,0.91666669
43,2006,13.5,1.0
43,2006,207.0,1.0
43,2006,250.0,1.0
43,2006,220.0,0.0
43,2006,2.0,1.0
43,2006,80.0,1.0
43,2006,213.0,1.0
43,2006,300.0,1.0
43,2006,57.0,0.9649123
43,2006,100.0,1.0
43,2006,158.0,0.97468352
43,2006,25.0,1.0
43,2006,351.5,1.0
43,2006,279.5,1.0
43,2006,31.5,1.0
43,2006,19.0,1.0
43,2006,200.0,1.0
43,2006,757.0,0.93130779
43,2006,255.0,1.0
43,2006,471.5,1.0
43,2006,364.0,1.0
43,2006,150.0,1.0
43,2006,2.0,1.0
43,2006,160.0,1.0
43,2006,1.0,1.0
43,2006,150.0,1.0
43,2006,440.0,0.99772727
43,2006,250.0,1.0
43,2006,360.0,0.58333331
43,2006,173.5,1.0
43,2006,124.0,1.0
43,2006,124.0,1.0
43,2006,362.0,1.0
43,2006,281.0,1.0
43,2006,180.0,1.0
43,2006,60.0,1.0
43,2006,311.0,1.0
43,2006,2.0,1.0
43,2006,220.0,0.0
43,2006,17.0,1.0
43,2006,4.5,1.0
43,2006,265.0,0.73584908
43,2006,100.0,1.0
43,2006,200.0,0.75
43,2006,5.0,1.0
43,2006,246.0,1.0
43,2006,416.0,0.014423077
45,2006,1.0,1.0
45,2006,1.2,1.0
45,2006,13.0,1.0
45,2006,507.5,0.99014777
45,2006,215.0,1.0
45,2006,2.0,1.0
45,2006,113.1,1.0
45,2006,5.0,0.80000001
45,2006,10.0,1.0
45,2006,688.0,0.99709302
45,2006,462.0,1.0
45,2006,107.5,0.95813954
45,2006,2.2,1.0
45,2006,261.0,1.0
45,2006,9.0,1.0
45,2006,6.0,1.0
45,2006,150.0,1.0
45,2006,10.0,1.0
45,2006,12.0,0.25
45,2006,312.0,1.0
45,2006,222.9,0.97756839
45,2006,5.0,1.0
45,2006,4.0,1.0
45,2006,0.3,1.0
45,2006,10.5,0.19047619
45,2006,346.0,1.0
45,2006,0.5,1.0
45,2006,8.0,1.0
45,2006,3.3,1.0
45,2006,12.8,0.84375
45,2006,126.5,0.95652175
45,2006,4.0,1.0
45,2006,65.0,1.0
45,2006,257.6,1.0
45,2006,6.5,1.0
45,2006,4.7,1.0
45,2006,6.5,1.0
45,2006,672.5,0.91078067
45,2006,100.0,1.0
45,2006,341.4,0.98769772
45,2006,113.0,1.0
45,2006,5.4,1.0
45,2006,114.5,0.12663755
45,2006,13.0,1.0
45,2006,233.0,0.99570817
45,2006,15.0,1.0
45,2006,8.5,1.0
45,2006,130.0,1.0
45,2006,711.0,1.0
45,2006,3.0,0.0
45,2006,183.0,1.0
45,2006,419.0,1.0
45,2006,22.6,1.0
45,2006,303.5,1.0
45,2006,100.0,1.0
45,2006,408.0,1.0
45,2006,2.0,1.0
45,2006,170.0,0.52941179
45,2006,125.0,1.0
45,2006,17.0,1.0
45,2006,126.5,1.0
45,2006,4.0,1.0
45,2006,152.5,1.0
45,2006,2.5,1.0
45,2006,14.0,0.14285715
45,2006,10.1,1.0
45,2006,318.5,1.0
45,2006,50.0,1.0
45,2006,281.0,0.87188613
45,2006,380.0,1.0
45,2006,430.0,1.0
45,2006,5.7,1.0
45,2006,4.0,1.0
45,2006,4.5,0.77777779
45,2006,100.0,1.0
45,2006,3.0,1.0
45,2006,70.0,1.0
45,2006,8.8,0.090909094
45,2006,13.0,1.0
45,2006,50.0,1.0
45,2006,8.0,0.8125
45,2006,133.0,1.0
45,2006,9.0,1.0
45,2006,9.0,0.22222222
45,2006,3.0,1.0
45,2006,1.0,1.0
45,2006,0.5,1.0
45,2006,3.0,1.0
45,2006,2.5,1.0
45,2006,104.0,1.0
45,2006,297.7,1.0
45,2006,7.5,1.0
45,2006,218.3,1.0
45,2006,535.0,1.0
45,2006,186.5,1.0
45,2006,7.5,0.73333335
45,2006,630.0,1.0
45,2006,165.0,1.0
45,2006,365.0,0.86301368
45,2006,13.0,0.23076923
45,2006,403.0,1.0
45,2006,2.0,1.0
45,2006,566.0,1.0
45,2006,6.5,1.0
45,2006,13.0,0.23076923
45,2006,357.0,0.99019605
45,2006,484.0,1.0
52,2006,89.0,0.98876405
52,2006,2830.0,1.0
52,2006,410.0,1.0
52,2006,1280.0,1.0
52,2006,752.3,0.9969427
52,2006,600.0,1.0
52,2006,800.0,1.0
52,2006,430.0,1.0
52,2006,600.0,1.0
52,2006,110.0,1.0
52,2006,254.0,0.98425198
52,2006,514.0,1.0
52,2006,790.0,1.0
52,2006,200.0,1.0
52,2006,474.5,1.0
52,2006,3.0,0.0
52,2006,321.0,0.9813084
52,2006,50.0,1.0
52,2006,220.0,1.0
52,2006,340.0,0.70588237
52,2006,300.0,1.0
52,2006,360.0,0.83333331
52,2006,230.0,1.0
52,2006,568.0,0.4190141
52,2006,450.0,0.33333334
52,2006,100.0,0.0
52,2006,1850.0,1.0
52,2006,1104.0,1.0
52,2006,501.0,1.0
52,2006,786.0,1.0
52,2006,595.0,1.0
52,2006,761.5,0.93434012
52,2006,2598.0,1.0
52,2006,520.0,1.0
52,2006,2756.0,0.52793902
52,2006,250.0,0.0
52,2006,50.0,1.0
52,2006,400.0,1.0
52,2006,400.0,1.0
52,2006,125.0,1.0
52,2006,321.0,0.8224299
52,2006,145.0,1.0
52,2006,90.0,1.0
52,2006,220.0,1.0
52,2006,111.5,1.0
52,2006,100.0,1.0
52,2006,12.8,0.453125
52,2006,205.0,1.0
52,2006,506.0,1.0
52,2006,250.0,0.60000002
52,2006,200.0,1.0
52,2006,285.0,1.0
52,2006,890.0,1.0
52,2006,650.0,1.0
52,2006,3892.0,1.0
52,2006,251.0,1.0
52,2006,2037.0,1.0
52,2006,153.0,0.98692811
52,2006,307.7,1.0
52,2006,91.0,0.45054945
52,2006,490.0,1.0
52,2006,22.0,0.90909094
52,2006,470.0,1.0
52,2006,2450.0,1.0
52,2006,450.0,1.0
52,2006,1030.0,0.85436893
52,2006,770.0,0.50649351
52,2006,1250.0,1.0
52,2006,1100.0,0.91818184
52,2006,104.0,0.96153843
52,2006,230.0,1.0
52,2006,1040.0,0.90384614
52,2006,40.0,1.0
52,2006,135.0,0.62962961
52,2006,250.0,1.0
52,2006,105.0,1.0
52,2006,650.0,1.0
52,2006,4010.0,1.0
52,2006,193.4,0.98241985
52,2006,204.0,1.0
52,2006,1050.0,0.76190478
52,2006,3.0,1.0
52,2006,751.0,1.0
52,2006,300.0,0.0
52,2006,1100.0,1.0
52,2006,1240.0,0.92741936
52,2006,50.0,1.0
52,2006,1631.0,1.0
52,2006,540.0,1.0
52,2006,100.0,1.0
52,2006,376.7,1.0
52,2006,1803.0,0.97226846
52,2006,1743.0,0.96557659
52,2006,12.0,0.66666669
52,2006,200.0,0.5
52,2006,227.0,0.97356826
52,2006,50.0,1.0
52,2006,304.0,0.99342108
52,2006,250.0,1.0
52,2006,940.0,0.79787236
52,2006,1940.0,1.0
52,2006,148.0,0.72972971
52,2006,120.0,1.0
52,2006,753.0,0.99601597
52,2006,250.0,1.0
52,2006,500.0,1.0
52,2006,85.0,1.0
52,2006,184.0,0.98913044
52,2006,1020.0,1.0
52,2006,350.0,1.0
52,2006,477.0,1.0
52,2006,100.0,1.0
52,2006,300.0,1.0
52,2006,1517.0,1.0
52,2006,1190.0,1.0
52,2006,250.0,1.0
52,2006,203.0,1.0
52,2006,994.0,1.0
52,2006,392.0,1.0
52,2006,220.0,1.0
52,2006,632.0,0.87341774
52,2006,500.0,1.0
52,2006,250.0,1.0
52,2006,540.0,1.0
52,2006,480.0,1.0
52,2006,679.0,0.22091311
52,2006,850.0,1.0
52,2006,1240.0,1.0
52,2006,1030.0,1.0
52,2006,3.0,1.0
52,2006,500.0,0.0
52,2006,263.0,1.0
52,2006,202.7,1.0
52,2006,1200.0,1.0
52,2006,150.0,1.0
52,2006,500.0,1.0
52,2006,595.0,0.86554623
52,2006,1387.0,1.0
52,2006,500.0,0.2
52,2006,740.0,1.0
52,2006,656.8,0.38337395
52,2006,317.0,1.0
52,2006,450.0,1.0
52,2006,1202.0,1.0
52,2006,300.0,1.0
52,2006,135.8,0.97422683
52,2006,888.0,1.0
52,2006,3607.0,1.0
52,2006,260.0,1.0
52,2006,80.0,1.0
52,2006,200.0,0.0
21,2009,4516.0,1.0
21,2009,100.0,1.0
21,2009,657.1,1.0
21,2009,1241.5,1.0
21,2009,451.5,0.9955703
21,2009,800.0,1.0
21,2009,190.0,1.0
21,2009,510.0,1.0
21,2009,420.0,0.23809524
21,2009,100.0,0.0
21,2009,1201.0,1.0
21,2009,830.0,1.0
21,2009,650.0,1.0
21,2009,703.0,1.0
21,2009,1150.0,1.0
21,2009,312.0,1.0
21,2009,350.0,1.0
21,2009,253.0,1.0
21,2009,2887.5,1.0
21,2009,250.0,1.0
21,2009,130.0,1.0
21,2009,926.5,1.0
21,2009,380.0,0.7368421
21,2009,50.0,1.0
21,2009,305.0,1.0
21,2009,360.0,1.0
21,2009,80.0,1.0
21,2009,1480.0,1.0
21,2009,450.0,1.0
21,2009,1425.0,1.0
21,2009,350.0,1.0
21,2009,380.0,1.0
21,2009,200.0,1.0
21,2009,1652.0,1.0
21,2009,327.0,1.0
21,2009,6.0,1.0
21,2009,150.0,1.0
21,2009,850.0,1.0
21,2009,550.0,1.0
21,2009,830.0,1.0
21,2009,1615.0,1.0
21,2009,356.0,1.0
21,2009,200.0,1.0
21,2009,400.0,0.25
21,2009,240.0,1.0
21,2009,712.0,1.0
21,2009,3670.0,1.0
21,2009,2343.0,0.75800258
21,2009,650.0,1.0
21,2009,1250.0,0.51999998
21,2009,1356.0,1.0
21,2009,753.0,1.0
21,2009,2026.0,0.87660414
21,2009,936.0,1.0
21,2009,2264.0,0.90724379
21,2009,900.0,0.83333331
21,2009,658.0,1.0
21,2009,813.5,0.6926859
21,2009,480.0,1.0
21,2009,685.0,1.0
21,2009,490.0,0.93877554
21,2009,959.0,0.99478626
21,2009,480.0,1.0
21,2009,688.0,1.0
21,2009,409.0,1.0
21,2009,711.0,0.63994372
21,2009,1000.0,1.0
21,2009,970.0,1.0
21,2009,416.0,1.0
21,2009,654.0,1.0
21,2009,111.0,0.4954955
21,2009,250.0,1.0
21,2009,2581.0,1.0
21,2009,612.0,0.59150326
21,2009,1101.0,0.45504087
21,2009,1207.0,1.0
21,2009,1210.0,0.71074378
21,2009,1050.0,1.0
21,2009,540.0,1.0
21,2009,335.6,1.0
21,2009,300.0,1.0
21,2009,816.0,1.0
21,2009,981.5,1.0
21,2009,536.1,0.72020143
21,2009,1250.0,1.0
21,2009,280.0,1.0
21,2009,336.0,1.0
21,2009,510.0,0.94117647
21,2009,700.0,0.85714287
21,2009,1054.0,1.0
21,2009,1250.0,1.0
21,2009,1327.0,0.19366993
21,2009,700.0,0.5714286
21,2009,400.0,1.0
21,2009,570.0,0.78947371
21,2009,420.0,0.33333334
21,2009,286.0,1.0
21,2009,2593.5,1.0
21,2009,700.0,0.5714286
21,2009,600.0,0.66666669
21,2009,1023.0,1.0
21,2009,910.0,1.0
21,2009,620.0,1.0
21,2009,560.0,1.0
21,2009,506.0,0.30830041
21,2009,1000.0,0.80000001
21,2009,220.0,1.0
21,2009,1070.0,1.0
21,2009,500.0,1.0
21,2009,1116.0,0.68637991
21,2009,116.0,1.0
21,2009,120.0,1.0
21,2009,90.0,1.0
21,2009,440.0,0.20454545
21,2009,80.0,1.0
21,2009,270.0,1.0
21,2009,100.0,1.0
21,2009,760.0,1.0
21,2009,1000.0,1.0
21,2009,130.0,1.0
21,2009,162.0,1.0
21,2009,1003.0,1.0
21,2009,1620.0,1.0
21,2009,103.0,0.029126214
21,2009,307.0,1.0
21,2009,1302.0,1.0
21,2009,1571.5,1.0
21,2009,250.0,1.0
21,2009,1450.0,0.62068963
21,2009,801.5,1.0
21,2009,1157.0,0.87467587
21,2009,1134.0,1.0
21,2009,1870.0,1.0
21,2009,1830.0,1.0
21,2009,950.0,1.0
21,2009,2647.0,1.0
21,2009,1070.0,1.0
21,2009,1425.0,1.0
21,2009,379.5,0.97628456
21,2009,850.0,1.0
21,2009,150.0,1.0
21,2009,820.0,1.0
21,2009,793.0,0.35435057
21,2009,710.0,1.0
21,2009,35.0,1.0
21,2009,96.0,0.58333331
21,2009,400.0,1.0
21,2009,200.0,1.0
21,2009,200.0,1.0
21,2009,306.0,1.0
21,2009,1562.0,1.0
21,2009,500.0,0.75999999
21,2009,416.0,1.0
21,2009,259.0,0.96525097
21,2009,700.0,1.0
21,2009,800.0,0.625
21,2009,900.0,1.0
21,2009,952.0,1.0
21,2009,2234.0,1.0
21,2009,1060.0,1.0
21,2009,454.0,1.0
21,2009,1280.0,1.0
21,2009,340.0,0.70588237
21,2009,257.0,1.0
21,2009,607.0,0.99670511
21,2009,1079.0,1.0
21,2009,1149.0,0.99825937
21,2009,924.0,1.0
21,2009,320.0,0.625
21,2009,380.0,0.47368422
21,2009,763.5,0.2134905
21,2009,890.0,1.0
21,2009,1010.0,0.60396039
21,2009,1833.2,0.80907702
21,2009,374.5,0.99465954
21,2009,1254.0,1.0
21,2009,281.0,0.59074736
21,2009,1240.0,1.0
21,2009,2165.0,1.0
21,2009,1620.0,1.0
21,2009,577.0,1.0
21,2009,1240.0,0.92741936
21,2009,458.2,1.0
21,2009,401.0,0.3765586
21,2009,2177.0,0.79329354
21,2009,658.0,0.65045595
21,2009,30.0,1.0
21,2009,730.0,0.52054793
21,2009,415.0,0.75903612
21,2009,326.0,0.23312883
21,2009,1520.0,0.93421054
21,2009,892.0,1.0
21,2009,380.0,1.0
21,2009,846.5,1.0
21,2009,730.0,0.58904111
21,2009,2979.5,1.0
21,2009,847.0,1.0
21,2009,520.0,1.0
21,2009,180.0,0.0
21,2009,1011.0,1.0
21,2009,1175.0,1.0
21,2009,1266.0,0.99644548
21,2009,758.0,0.73614776
21,2009,600.0,1.0
21,2009,100.0,1.0
21,2009,550.0,1.0
21,2009,510.0,1.0
21,2009,1225.0,0.58938777
21,2009,470.0,1.0
21,2009,223.0,0.55156952
21,2009,396.0,0.84848487
21,2009,791.0,1.0
21,2009,900.0,1.0
21,2009,530.0,1.0
21,2009,218.0,1.0
21,2009,800.0,1.0
21,2009,1205.0,1.0
21,2009,526.0,1.0
21,2009,404.0,1.0
21,2009,817.0,1.0
21,2009,1100.0,1.0
21,2009,811.0,1.0
21,2009,450.0,0.44444445
21,2009,3175.3,1.0
21,2009,208.0,1.0
21,2009,180.0,0.16666667
21,2009,630.0,1.0
21,2009,700.0,0.71428573
21,2009,306.0,1.0
21,2009,310.0,1.0
21,2009,796.0,1.0
21,2009,1160.0,1.0
21,2009,1259.0,1.0
21,2009,100.0,1.0
21,2009,1110.0,1.0
21,2009,1270.0,1.0
21,2009,780.0,0.73717946
21,2009,2097.0,1.0
21,2009,50.0,1.0
21,2009,755.0,1.0
21,2009,762.0,1.0
21,2009,835.0,0.42514971
21,2009,690.0,1.0
21,2009,700.5,0.85724485
23,2009,690.0,1.0
23,2009,860.0,0.99651164
23,2009,4390.0,0.97722095
23,2009,976.5,1.0
23,2009,170.0,0.0
23,2009,400.7,1.0
23,2009,1034.0,1.0
23,2009,700.0,1.0
23,2009,619.0,0.98707592
23,2009,2832.5,1.0
23,2009,1000.0,1.0
23,2009,375.0,1.0
23,2009,1350.0,1.0
23,2009,2110.0,0.99905211
23,2009,826.4,1.0
23,2009,1231.0,1.0
23,2009,1895.0,1.0
23,2009,1056.9,1.0
23,2009,400.0,1.0
23,2009,150.0,1.0
23,2009,2028.3,0.90913576
23,2009,900.0,1.0
23,2009,1404.0,1.0
23,2009,2020.0,1.0
23,2009,854.0,1.0
23,2009,715.0,1.0
23,2009,1350.0,1.0
23,2009,1320.0,1.0
23,2009,242.3,1.0
23,2009,1623.0,0.93653727
23,2009,650.0,1.0
23,2009,1875.0,1.0
23,2009,765.3000000000001,1.0
23,2009,200.0,1.0
23,2009,760.0,1.0
23,2009,1052.0,1.0
23,2009,3182.5,1.0
23,2009,900.0,1.0
23,2009,1055.0,1.0
23,2009,50.0,0.0
23,2009,533.0,1.0
23,2009,1290.8,1.0
23,2009,420.0,1.0
23,2009,453.9,1.0
23,2009,1821.0,0.91543108
23,2009,805.0,1.0
23,2009,358.5,1.0
23,2009,1653.0,1.0
23,2009,1830.5,1.0
23,2009,1022.0,1.0
23,2009,100.0,1.0
23,2009,2783.0,0.98922026
23,2009,1210.0,1.0
23,2009,1640.0,1.0
23,2009,1030.0,1.0
23,2009,1350.0,1.0
23,2009,677.0,1.0
23,2009,770.0,1.0
23,2009,814.0,0.75429976
23,2009,1680.0,1.0
23,2009,500.0,1.0
23,2009,881.5,1.0
23,2009,1332.5,1.0
23,2009,370.0,0.72972971
23,2009,430.0,1.0
23,2009,906.3,0.72415316
23,2009,150.0,0.66666669
23,2009,1099.1,0.73614776
23,2009,1409.8,1.0
23,2009,900.0,0.8888889
23,2009,603.0,1.0
23,2009,2543.5,0.96068412
23,2009,100.0,1.0
23,2009,760.5,1.0
23,2009,350.0,1.0
23,2009,390.0,1.0
23,2009,1805.5,0.83384103
23,2009,600.0,0.83333331
23,2009,1519.0,0.99934167
23,2009,1000.0,1.0
23,2009,912.0,0.80263156
23,2009,250.0,1.0
23,2009,2072.6,0.97587574
23,2009,1200.0,0.91666669
23,2009,833.8,0.99820101
23,2009,1960.7,0.83169276
23,2009,1140.0,1.0
23,2009,190.3,0.096163951
23,2009,950.0,0.97894734
23,2009,1020.0,1.0
23,2009,100.0,1.0
23,2009,2700.0,1.0
23,2009,100.0,1.0
23,2009,1086.31,0.3767893
23,2009,2001.0,1.0
23,2009,475.0,1.0
23,2009,905.2,1.0
23,2009,70.0,1.0
23,2009,1248.7,1.0
23,2009,2771.0,0.99747384
23,2009,700.0,1.0
23,2009,1370.0,0.89781022
23,2009,323.5,1.0
23,2009,1830.0,0.72677594
23,2009,210.0,1.0
23,2009,340.0,1.0
23,2009,1525.0,1.0
23,2009,1600.0,1.0
23,2009,570.0,1.0
23,2009,350.0,1.0
23,2009,904.5,1.0
23,2009,500.0,0.5
23,2009,1410.0,1.0
23,2009,900.0,1.0
23,2009,1052.0,1.0
23,2009,565.0,1.0
23,2009,2858.0,1.0
23,2009,100.0,1.0
23,2009,640.0,1.0
23,2009,705.0,0.99290782
23,2009,100.0,0.0
23,2009,1310.7,0.99885559
23,2009,348.2,0.98851234
23,2009,690.0,1.0
23,2009,100.0,1.0
23,2009,1200.0,1.0
23,2009,702.0,1.0
23,2009,1460.0,0.84246576
23,2009,950.0,1.0
23,2009,400.0,1.0
23,2009,800.0,1.0
23,2009,1744.0,1.0
23,2009,1582.0,0.99747157
23,2009,413.0,0.99515736
23,2009,853.5,1.0
23,2009,940.0,0.85106385
23,2009,1215.0,1.0
23,2009,1520.0,1.0
23,2009,1094.0,1.0
23,2009,5222.0,1.0
23,2009,1150.0,0.82608694
23,2009,650.0,1.0
23,2009,450.0,1.0
23,2009,900.0,1.0
23,2009,565.0,0.98938054
23,2009,150.0,1.0
23,2009,3333.0,1.0
23,2009,850.0,1.0
23,2009,530.0,0.41509435
23,2009,910.0,0.1978022
23,2009,262.5,1.0
23,2009,1700.0,1.0
23,2009,2330.0,1.0
23,2009,881.4,1.0
23,2009,820.0,1.0
23,2009,370.0,0.43243244
23,2009,1050.0,1.0
23,2009,1010.0,0.95049506
23,2009,2901.0,1.0
23,2009,280.0,1.0
23,2009,1168.6,0.40099263
23,2009,1934.8,1.0
23,2009,1174.5,1.0
23,2009,2049.0,0.99804783
23,2009,994.0,1.0
23,2009,300.0,0.66666669
23,2009,495.0,0.54545456
23,2009,700.0,1.0
23,2009,430.0,1.0
23,2009,1570.0,1.0
23,2009,2763.0,0.96380746
23,2009,860.0,1.0
23,2009,2369.0,1.0
23,2009,3680.0,0.97282606
23,2009,226.5,1.0
23,2009,2271.2,1.0
23,2009,1902.5,1.0
23,2009,900.0,1.0
23,2009,2450.0,1.0
23,2009,2088.4,1.0
23,2009,1912.0,1.0
23,2009,250.0,1.0
23,2009,1040.0,1.0
23,2009,1460.9,0.86309808
23,2009,260.0,1.0
23,2009,310.0,0.77419353
23,2009,763.0,0.9921363
23,2009,300.0,1.0
23,2009,1966.0,1.0
23,2009,230.0,1.0
23,2009,3704.6,1.0
23,2009,170.0,0.0
23,2009,380.0,1.0
23,2009,837.6,0.76122254
23,2009,1094.0,1.0
23,2009,1404.0,1.0
23,2009,1450.0,1.0
23,2009,1366.0,1.0
23,2009,200.0,1.0
23,2009,100.0,1.0
23,2009,1060.0,1.0
23,2009,1126.0,1.0
23,2009,1865.0,1.0
23,2009,600.0,0.64999998
23,2009,430.0,1.0
23,2009,1202.0,1.0
23,2009,2513.0,1.0
23,2009,1117.0,1.0
23,2009,2356.0,1.0
23,2009,100.0,1.0
32,2009,250.0,1.0
32,2009,1070.2,0.99486077
32,2009,28.6,0.79020977
32,2009,649.2,0.99845964
32,2009,650.0,1.0
32,2009,240.0,1.0
32,2009,100.6,0.95029819
32,2009,100.0,1.0
32,2009,240.2,1.0
32,2009,592.3999999999999,0.99189734
32,2009,55.5,0.0990991
32,2009,7.0,1.0
32,2009,1440.0,1.0
32,2009,30.0,1.0
32,2009,13.9,0.95683455
32,2009,120.0,1.0
32,2009,940.0,0.63829786
32,2009,300.0,1.0
32,2009,1.0,1.0
32,2009,395.4,0.15048052
32,2009,705.0,1.0
32,2009,9.0,1.0
32,2009,8.1,0.62962961
32,2009,470.0,0.68085104
32,2009,101.5,1.0
32,2009,142.3,0.89739984
32,2009,300.0,1.0
32,2009,143.8,0.97635603
32,2009,459.0,0.94488019
32,2009,450.0,0.77777779
32,2009,710.5,0.78676987
32,2009,222.0,0.54954952
32,2009,55.0,1.0
32,2009,356.6999999999999,1.0
32,2009,10.5,1.0
32,2009,1101.0,0.90917349
32,2009,4.0,1.0
32,2009,3935.0,1.0
32,2009,190.0,1.0
32,2009,300.0,1.0
32,2009,150.0,1.0
32,2009,130.0,0.0
32,2009,65.0,1.0
32,2009,436.0,0.54128438
32,2009,158.5,1.0
32,2009,28.4,1.0
32,2009,301.5,0.66334993
32,2009,340.0,1.0
32,2009,220.0,1.0
32,2009,50.0,1.0
32,2009,450.0,0.77777779
32,2009,724.5,0.79296064
32,2009,261.0,0.042145595
32,2009,1353.4,0.8492685
32,2009,200.0,1.0
32,2009,50.0,1.0
32,2009,40.0,0.0
32,2009,39.0,0.48717949
32,2009,59.0,1.0
32,2009,200.0,1.0
32,2009,20.0,0.0
32,2009,200.0,1.0
32,2009,2805.0,1.0
32,2009,635.0,0.92125982
32,2009,226.0,1.0
32,2009,220.0,1.0
32,2009,340.0,0.82352942
32,2009,6.0,1.0
32,2009,796.5999999999999,1.0
32,2009,2897.0,0.99896443
32,2009,235.0,1.0
32,2009,981.0,1.0
32,2009,900.0,1.0
32,2009,220.0,1.0
32,2009,550.0,1.0
32,2009,812.0,0.93842363
32,2009,425.0,1.0
32,2009,67.0,0.25373134
32,2009,833.0,1.0
32,2009,170.0,1.0
32,2009,212.2,0.99434495
32,2009,48.1,0.97920996
32,2009,50.0,1.0
32,2009,650.0,0.76923078
32,2009,90.0,1.0
32,2009,190.0,1.0
32,2009,1258.5,0.2451331
32,2009,155.0,1.0
32,2009,164.0,1.0
32,2009,435.5,1.0
32,2009,465.0,1.0
32,2009,125.0,1.0
32,2009,1930.0,1.0
32,2009,150.0,0.33333334
32,2009,250.0,1.0
32,2009,890.0,0.88764048
32,2009,225.0,0.55555558
32,2009,50.0,1.0
32,2009,430.0,0.94186044
32,2009,130.0,1.0
32,2009,250.0,1.0
32,2009,50.0,1.0
32,2009,608.0,0.78618419
32,2009,59.9,1.0
32,2009,100.0,1.0
32,2009,952.0,0.68277311
32,2009,190.0,1.0
32,2009,50.0,0.0
32,2009,905.1,0.85636944
32,2009,795.0,0.93710691
32,2009,150.0,1.0
32,2009,937.0,1.0
32,2009,133.1,0.94214875
32,2009,100.0,1.0
32,2009,1124.0,1.0
32,2009,290.0,1.0
32,2009,50.0,1.0
32,2009,80.0,0.75
32,2009,50.0,1.0
32,2009,256.0,1.0
32,2009,11.3,1.0
32,2009,203.5,0.95577395
32,2009,308.3,1.0
32,2009,284.4,0.11040787
32,2009,1085.0,1.0
32,2009,105.0,1.0
32,2009,290.0,1.0
32,2009,84.30000000000001,1.0
32,2009,15.0,0.26666668
32,2009,123.2,0.16558442
32,2009,100.0,0.0
32,2009,184.0,0.021739131
32,2009,579.7,0.7186476
32,2009,189.5,0.59102905
32,2009,50.0,0.0
32,2009,205.3,0.96395516
32,2009,24.5,1.0
32,2009,764.0,1.0
32,2009,500.0,1.0
32,2009,200.0,1.0
32,2009,2185.0,1.0
32,2009,1150.0,0.9130435
32,2009,100.0,1.0
32,2009,302.4,1.0
32,2009,2548.5,0.74278986
32,2009,110.4,0.54710144
32,2009,40.0,0.0
32,2009,100.0,1.0
32,2009,330.0,1.0
32,2009,708.0,0.50564975
32,2009,365.0,1.0
32,2009,30.0,1.0
32,2009,120.0,1.0
32,2009,50.0,1.0
32,2009,5.0,1.0
32,2009,800.0,1.0
32,2009,812.0,1.0
32,2009,275.0,1.0
32,2009,1169.0,1.0
32,2009,120.0,0.0
32,2009,110.0,1.0
32,2009,550.0,1.0
32,2009,75.2,0.33510637
32,2009,175.0,1.0
32,2009,305.0,0.50819671
32,2009,1088.5,1.0
32,2009,230.0,1.0
32,2009,100.0,0.0
32,2009,630.0,1.0
32,2009,1018.0,1.0
32,2009,2190.0,1.0
32,2009,762.0,1.0
32,2009,26.6,0.84962404
32,2009,130.0,0.23076923
32,2009,1076.0,1.0
32,2009,30.5,0.6557377
32,2009,150.0,1.0
32,2009,550.0,1.0
32,2009,115.0,1.0
32,2009,114.5,0.12663755
32,2009,977.0,1.0
32,2009,3040.0,1.0
32,2009,339.0,1.0
32,2009,403.0,0.75186104
32,2009,108.0,1.0
32,2009,58.0,1.0
32,2009,11.6,0.82758623
32,2009,100.5,0.0049751243
32,2009,935.0,0.57219249
32,2009,100.0,1.0
32,2009,410.0,0.43902439
32,2009,500.0,1.0
32,2009,100.0,1.0
32,2009,100.0,1.0
32,2009,50.0,0.0
37,2009,335.0,1.0
37,2009,145.0,1.0
37,2009,1586.0,1.0
37,2009,334.0,1.0
37,2009,205.0,1.0
37,2009,432.5,1.0
37,2009,280.0,1.0
37,2009,655.0,1.0
37,2009,135.0,0.18518518
37,2009,320.7,0.99688184
37,2009,472.0,0.68220341
37,2009,300.0,1.0
37,2009,180.0,0.72222221
37,2009,305.0,0.67213112
37,2009,1318.0,1.0
37,2009,80.0,1.0
37,2009,440.0,1.0
37,2009,265.0,1.0
37,2009,240.0,1.0
37,2009,300.0,1.0
37,2009,134.0,1.0
37,2009,800.0,1.0
37,2009,913.0,1.0
37,2009,970.0,1.0
37,2009,530.0,1.0
37,2009,230.0,1.0
37,2009,75.0,1.0
37,2009,145.0,1.0
37,2009,1225.0,1.0
37,2009,1398.5,1.0
37,2009,260.0,1.0
37,2009,520.0,1.0
37,2009,130.0,1.0
