T1,wave,total_杂粮,ratio_杂粮
21,2006,557.4000000000001,1.0
21,2006,600.0,1.0
21,2006,826.0,1.0
21,2006,700.0,0.71428573
21,2006,1090.0,1.0
21,2006,130.0,1.0
21,2006,140.0,1.0
21,2006,1125.0,1.0
21,2006,280.0,1.0
21,2006,199.0,1.0
21,2006,168.0,1.0
21,2006,2307.5,1.0
21,2006,200.0,0.0
21,2006,382.0,1.0
21,2006,585.0,1.0
21,2006,120.0,0.5
21,2006,856.0,1.0
21,2006,209.0,1.0
21,2006,900.0,1.0
21,2006,60.0,0.98333335
21,2006,1074.0,1.0
21,2006,790.0,1.0
21,2006,400.0,1.0
21,2006,600.0,1.0
21,2006,1102.5,1.0
21,2006,1065.0,0.90610331
21,2006,1560.0,1.0
21,2006,1000.0,1.0
21,2006,520.0,1.0
21,2006,611.5,0.91823387
21,2006,806.0,1.0
21,2006,930.0,0.8924731
21,2006,2184.5,1.0
21,2006,70.0,1.0
21,2006,200.0,1.0
21,2006,843.5,1.0
21,2006,1855.0,1.0
21,2006,240.0,1.0
21,2006,200.0,1.0
21,2006,100.0,1.0
21,2006,289.0,1.0
21,2006,1095.0,0.86757994
21,2006,567.0,1.0
21,2006,80.0,1.0
21,2006,1230.0,1.0
21,2006,21.0,1.0
21,2006,31.0,1.0
21,2006,225.0,1.0
21,2006,232.0,0.038793102
21,2006,2262.5,0.90983427
21,2006,1650.0,1.0
21,2006,1610.0,0.82608694
21,2006,740.0,1.0
21,2006,1775.0,0.87323946
21,2006,1259.0,0.71405876
21,2006,200.0,1.0
21,2006,52.0,1.0
21,2006,439.0,1.0
21,2006,1750.0,1.0
21,2006,240.0,0.70833331
21,2006,250.0,1.0
21,2006,100.0,1.0
21,2006,1226.0,1.0
21,2006,250.0,1.0
21,2006,200.0,1.0
21,2006,380.0,1.0
21,2006,2093.0,1.0
21,2006,550.0,1.0
21,2006,290.0,1.0
21,2006,1632.0,1.0
21,2006,80.0,1.0
21,2006,726.0,1.0
21,2006,632.1,1.0
21,2006,450.0,0.55555558
21,2006,458.0,0.78165936
21,2006,407.0,1.0
21,2006,300.0,1.0
21,2006,118.3,1.0
21,2006,450.0,0.0
21,2006,930.0,1.0
21,2006,363.5,0.98211831
21,2006,954.0,0.99580711
21,2006,305.0,1.0
21,2006,284.5,1.0
21,2006,640.0,1.0
21,2006,1902.0,0.97371191
21,2006,37.0,1.0
21,2006,1924.0,1.0
21,2006,475.0,1.0
21,2006,810.5,0.50400984
21,2006,636.0,0.8427673
21,2006,1291.5,1.0
21,2006,930.0,1.0
21,2006,50.0,0.0
23,2006,953.0,1.0
23,2006,855.0,1.0
23,2006,1132.0,1.0
23,2006,1094.4,1.0
23,2006,1060.0,1.0
23,2006,1225.0,1.0
23,2006,398.5,0.88456714
23,2006,1407.0,1.0
23,2006,2370.0,1.0
23,2006,583.7,0.12660614
23,2006,300.0,1.0
23,2006,2130.0,1.0
23,2006,2422.1,1.0
23,2006,330.0,1.0
23,2006,251.0,0.0
23,2006,3470.0,1.0
23,2006,965.4,1.0
23,2006,1018.0,1.0
23,2006,2703.0,1.0
23,2006,450.0,1.0
23,2006,1042.5,0.80623502
23,2006,1250.0,1.0
23,2006,1173.0,1.0
23,2006,2254.0,1.0
23,2006,913.0,0.9342826
23,2006,1311.0,1.0
23,2006,1431.0,1.0
23,2006,405.1,1.0
23,2006,786.0,0.80534351
23,2006,302.0,0.99503309
23,2006,500.0,1.0
23,2006,2583.0,1.0
23,2006,1420.0,1.0
23,2006,153.1,0.046374917
23,2006,1070.0,1.0
23,2006,1900.0,0.71052629
23,2006,710.0,1.0
23,2006,1007.0,1.0
23,2006,503.5,1.0
23,2006,932.0,1.0
23,2006,200.0,1.0
23,2006,1302.5,0.97466409
23,2006,903.0,1.0
23,2006,600.0,0.33333334
23,2006,2160.0,1.0
23,2006,1210.0,0.95867771
23,2006,1300.0,1.0
23,2006,761.1,1.0
23,2006,96.0,0.0625
23,2006,1086.5,0.48458353
23,2006,939.9,0.46600702
23,2006,250.0,1.0
23,2006,450.0,1.0
23,2006,850.0,1.0
23,2006,887.6,0.41415051
23,2006,2460.0,1.0
23,2006,1580.0,0.8101266
23,2006,3502.0,1.0
23,2006,1570.5,1.0
23,2006,2385.5,0.99895203
23,2006,1506.0,1.0
23,2006,833.5,1.0
23,2006,1100.0,1.0
23,2006,1153.5,1.0
23,2006,650.0,1.0
23,2006,968.5,1.0
23,2006,1310.5,0.86264783
23,2006,455.6,1.0
23,2006,961.2,0.57344985
23,2006,1350.0,1.0
23,2006,1023.0,1.0
23,2006,1463.8,1.0
23,2006,1966.0,1.0
23,2006,2.0,1.0
23,2006,250.0,1.0
23,2006,150.0,1.0
23,2006,441.4,0.5990032
23,2006,1675.0,0.97014928
23,2006,540.0,1.0
23,2006,1905.0,1.0
23,2006,451.5,0.60132891
23,2006,446.0,0.17040358
23,2006,1250.0,1.0
23,2006,1006.0,0.99403578
23,2006,1160.0,1.0
23,2006,502.0,1.0
23,2006,1145.0,1.0
23,2006,910.0,1.0
23,2006,1473.0,1.0
23,2006,792.0,0.81060606
23,2006,340.5,1.0
23,2006,100.0,1.0
23,2006,353.6,1.0
23,2006,4002.0,1.0
23,2006,610.0,0.6557377
23,2006,1456.0,1.0
23,2006,1455.0,1.0
23,2006,1502.4,1.0
23,2006,950.0,1.0
23,2006,1983.0,1.0
23,2006,352.0,0.56818181
23,2006,502.0,1.0
23,2006,3880.0,1.0
23,2006,604.5,1.0
23,2006,1389.0,0.79841614
23,2006,600.0,1.0
23,2006,600.0,1.0
23,2006,2860.0,1.0
23,2006,3815.0,0.99606818
23,2006,2000.0,1.0
23,2006,519.0,0.99807322
23,2006,450.0,1.0
23,2006,1200.0,1.0
23,2006,454.0,1.0
23,2006,103.5,0.98067635
23,2006,1420.0,0.78873241
23,2006,656.5,1.0
23,2006,1623.0,1.0
23,2006,1830.0,1.0
23,2006,2180.0,0.81651378
23,2006,1785.0,1.0
23,2006,611.0,0.99836332
23,2006,1341.0,0.85011184
23,2006,1650.0,1.0
23,2006,628.0,1.0
23,2006,2210.0,1.0
23,2006,982.0,1.0
23,2006,1133.0,0.64695501
23,2006,630.0,1.0
23,2006,905.2,1.0
23,2006,1590.0,1.0
23,2006,90.0,1.0
23,2006,2375.0,1.0
23,2006,1156.0,0.82698959
23,2006,857.2,1.0
23,2006,1537.5,0.940813
23,2006,100.0,1.0
23,2006,1001.6,1.0
23,2006,1505.8,1.0
23,2006,895.0,1.0
23,2006,610.3,0.98361462
23,2006,1650.0,1.0
23,2006,1470.0,1.0
23,2006,201.3,1.0
23,2006,303.0,0.99009901
23,2006,1509.0,0.93373096
23,2006,1069.5,1.0
23,2006,907.0,0.99558985
23,2006,700.0,1.0
23,2006,2812.5,0.2352
23,2006,1130.0,1.0
23,2006,1000.0,1.0
23,2006,2560.0,0.8515625
23,2006,550.0,0.36363637
23,2006,800.0,1.0
23,2006,1730.0,1.0
23,2006,640.1999999999999,0.84379882
23,2006,1685.0,1.0
23,2006,764.5999999999999,0.803819
23,2006,1794.0,1.0
23,2006,705.0,1.0
23,2006,700.0,1.0
23,2006,1530.0,1.0
23,2006,2521.0,1.0
23,2006,1200.0,1.0
23,2006,244.0,1.0
23,2006,920.0,1.0
23,2006,714.0,1.0
23,2006,2150.0,1.0
23,2006,645.5,0.29589465
23,2006,2139.6,1.0
23,2006,1054.0,1.0
23,2006,1150.0,1.0
23,2006,1104.0,1.0
23,2006,803.0,1.0
23,2006,845.0,0.52662724
23,2006,904.0,0.8340708
23,2006,1200.0,1.0
23,2006,1270.0,1.0
23,2006,464.0,0.99568963
32,2006,200.0,0.25
32,2006,30.0,1.0
32,2006,291.0,1.0
32,2006,267.0,0.62172282
32,2006,255.0,0.019607844
32,2006,51.2,1.0
32,2006,806.0,0.99875933
32,2006,150.0,0.0
32,2006,27.2,1.0
32,2006,108.0,0.92592591
32,2006,633.0,1.0
32,2006,200.0,1.0
32,2006,100.0,1.0
32,2006,124.4,0.9903537
32,2006,157.0,0.46496814
32,2006,1120.0,0.9464286
32,2006,920.6,0.89137518
32,2006,215.3,0.29400837
32,2006,780.0,0.90384614
32,2006,190.0,0.68421054
32,2006,191.0,1.0
32,2006,50.0,1.0
32,2006,1000.0,1.0
32,2006,6.0,1.0
32,2006,30.0,1.0
32,2006,15.5,0.87096775
32,2006,513.0,0.76023394
32,2006,103.5,0.033816423
32,2006,50.0,0.0
32,2006,130.0,0.83076924
32,2006,100.0,1.0
32,2006,246.0,0.54065043
32,2006,101.0,1.0
32,2006,731.5999999999999,0.99179882
32,2006,50.0,1.0
32,2006,200.0,1.0
32,2006,296.0,1.0
32,2006,12.6,1.0
32,2006,120.0,1.0
32,2006,26.5,1.0
32,2006,62.70000000000001,0.96012759
32,2006,423.0,0.99763596
32,2006,1738.0,1.0
32,2006,940.0,1.0
32,2006,310.0,0.67741936
32,2006,275.0,1.0
32,2006,17.5,1.0
32,2006,80.0,1.0
32,2006,266.8,0.99250376
32,2006,11.0,0.36363637
32,2006,187.9,1.0
32,2006,491.5,1.0
32,2006,15.5,1.0
32,2006,50.0,0.0
32,2006,249.5,0.65731466
32,2006,430.0,0.93023258
32,2006,220.0,1.0
32,2006,144.2,0.79195559
32,2006,250.0,1.0
32,2006,9.0,0.8888889
32,2006,1003.0,1.0
32,2006,132.5,0.23018868
32,2006,335.2,0.99105012
32,2006,932.0,0.99892706
32,2006,274.0,1.0
32,2006,2808.5,1.0
32,2006,252.0,1.0
32,2006,24.0,0.91666669
32,2006,11.0,0.72727275
32,2006,120.0,1.0
32,2006,152.0,0.99342108
32,2006,741.8,1.0
32,2006,87.71000000000001,0.9884848
32,2006,280.0,1.0
32,2006,240.0,0.16666667
32,2006,180.0,1.0
32,2006,295.0,1.0
32,2006,1465.0,1.0
32,2006,113.9,0.99122036
32,2006,113.8,0.97803164
32,2006,5.0,1.0
32,2006,93.3,0.94319397
32,2006,20.0,1.0
32,2006,164.0,0.32926831
32,2006,13.0,1.0
32,2006,924.0,1.0
32,2006,530.0,1.0
32,2006,30.0,1.0
32,2006,75.0,1.0
32,2006,275.0,0.0
32,2006,200.0,1.0
32,2006,947.0,0.99366421
32,2006,50.0,1.0
32,2006,1302.0,0.84639019
32,2006,100.0,1.0
32,2006,1285.0,0.96108949
32,2006,270.0,1.0
32,2006,60.0,1.0
32,2006,264.0,0.43181819
32,2006,49.0,0.59183675
32,2006,195.0,1.0
32,2006,9.5,0.89473683
32,2006,10.5,1.0
32,2006,381.0,1.0
32,2006,32.0,0.125
32,2006,150.0,1.0
32,2006,193.3,0.41231248
32,2006,1258.0,0.92050874
32,2006,157.0,0.0
32,2006,401.5,0.12826899
32,2006,1890.0,1.0
32,2006,276.0,1.0
32,2006,279.6,1.0
32,2006,730.0,1.0
32,2006,464.0,0.56896549
32,2006,880.0,0.77272725
32,2006,38.0,1.0
32,2006,670.0,0.71641791
32,2006,195.0,1.0
32,2006,287.1,0.82584465
32,2006,696.0,0.42528737
32,2006,967.0,0.88934851
32,2006,116.8,0.91438359
32,2006,453.0,0.99337751
32,2006,28.5,0.69824558
32,2006,115.5,0.97402596
32,2006,1050.0,1.0
32,2006,81.5,0.93251532
32,2006,114.0,0.12280702
32,2006,1021.0,0.71596473
32,2006,65.0,1.0
32,2006,1520.0,0.93421054
32,2006,30.0,1.0
32,2006,295.0,1.0
32,2006,210.9,0.051683262
32,2006,171.6,0.97843826
32,2006,7.0,1.0
32,2006,1705.0,1.0
32,2006,158.5,1.0
32,2006,1126.0,1.0
32,2006,30.0,1.0
32,2006,1685.0,0.8694362
32,2006,12.0,1.0
32,2006,990.0,0.98888886
32,2006,150.0,1.0
32,2006,230.0,1.0
32,2006,226.0,1.0
32,2006,195.0,1.0
32,2006,1000.0,1.0
32,2006,300.0,0.16666667
32,2006,862.4,0.989564
32,2006,17.3,1.0
32,2006,3524.0,1.0
32,2006,505.0,0.95049506
32,2006,161.7,0.072356217
32,2006,2049.5,0.94486463
32,2006,532.0,0.71428573
32,2006,2010.0,1.0
32,2006,2452.0,1.0
32,2006,610.0,0.98360658
32,2006,20.0,1.0
32,2006,228.0,0.24122807
32,2006,107.0,1.0
32,2006,490.0,0.6122449
32,2006,694.0,1.0
32,2006,2818.0,1.0
32,2006,26.9,1.0
32,2006,27.5,0.40000001
32,2006,465.7,1.0
32,2006,1792.0,1.0
32,2006,285.0,1.0
32,2006,960.5,0.79177511
32,2006,707.0,0.1513437
32,2006,10.5,1.0
32,2006,45.0,1.0
32,2006,150.0,1.0
32,2006,1815.0,1.0
32,2006,404.0,1.0
32,2006,540.0,0.77777779
32,2006,219.0,1.0
32,2006,699.0,0.65665233
32,2006,223.0,1.0
32,2006,325.0,1.0
32,2006,76.5,1.0
37,2006,350.0,1.0
37,2006,1411.1,1.0
37,2006,110.0,1.0
37,2006,185.0,1.0
37,2006,1175.0,1.0
37,2006,610.0,1.0
37,2006,973.0,1.0
37,2006,500.0,1.0
37,2006,900.0,1.0
37,2006,900.0,1.0
37,2006,500.0,1.0
37,2006,3100.0,1.0
37,2006,200.0,1.0
37,2006,630.0,1.0
37,2006,730.5,1.0
37,2006,748.0,1.0
37,2006,26.0,1.0
37,2006,735.0,1.0
37,2006,1143.0,1.0
37,2006,405.0,1.0
37,2006,190.0,1.0
37,2006,438.0,1.0
37,2006,360.0,1.0
37,2006,742.0,1.0
37,2006,500.0,1.0
37,2006,215.0,1.0
37,2006,50.0,1.0
37,2006,402.5,1.0
37,2006,1027.0,1.0
37,2006,300.0,1.0
37,2006,625.4,1.0
37,2006,200.0,1.0
37,2006,536.0,1.0
37,2006,1020.0,0.3137255
37,2006,537.0,0.6275605
37,2006,280.0,1.0
37,2006,144.0,1.0
37,2006,490.0,1.0
37,2006,1251.0,1.0
37,2006,261.0,0.11877394
37,2006,266.0,1.0
37,2006,450.0,1.0
37,2006,1323.8,1.0
37,2006,200.0,1.0
37,2006,1050.0,1.0
37,2006,1201.0,1.0
37,2006,1764.1,0.99540842
37,2006,11.0,1.0
37,2006,170.0,1.0
37,2006,577.0,1.0
37,2006,130.0,1.0
37,2006,25.3,1.0
37,2006,355.6,1.0
37,2006,1201.0,1.0
37,2006,540.0,1.0
37,2006,380.0,1.0
37,2006,835.0,1.0
37,2006,180.0,1.0
37,2006,357.0,1.0
37,2006,795.0,1.0
37,2006,577.9000000000001,1.0
37,2006,67.3,1.0
37,2006,50.0,1.0
37,2006,518.0,1.0
37,2006,620.0,1.0
37,2006,44.0,1.0
37,2006,150.0,1.0
37,2006,1090.0,1.0
37,2006,402.5,1.0
37,2006,582.0,0.99656355
37,2006,791.0,1.0
37,2006,1279.0,1.0
37,2006,260.0,1.0
37,2006,284.0,1.0
37,2006,198.0,1.0
37,2006,731.0,0.8358413
37,2006,750.0,1.0
37,2006,344.0,1.0
37,2006,473.0,1.0
37,2006,17.0,1.0
37,2006,602.8,1.0
37,2006,1118.0,1.0
37,2006,664.0,1.0
37,2006,650.0,0.95384616
37,2006,285.0,1.0
37,2006,865.0,0.58959538
37,2006,882.0,1.0
37,2006,700.0,1.0
37,2006,640.0,1.0
37,2006,90.0,1.0
37,2006,541.0,1.0
37,2006,771.0,1.0
37,2006,330.0,0.54545456
37,2006,50.0,1.0
37,2006,688.0,1.0
37,2006,204.0,1.0
37,2006,642.2,1.0
37,2006,1101.2,1.0
37,2006,1081.2,1.0
37,2006,453.0,1.0
37,2006,30.0,1.0
37,2006,260.0,0.61538464
37,2006,399.8,0.74987495
37,2006,100.0,1.0
37,2006,527.0,0.43263757
37,2006,423.0,1.0
37,2006,528.8,1.0
37,2006,586.0,1.0
37,2006,1052.6,1.0
37,2006,335.0,1.0
37,2006,502.8,1.0
37,2006,595.3000000000001,1.0
37,2006,186.0,0.4623656
37,2006,615.0,1.0
37,2006,1420.0,1.0
37,2006,206.0,1.0
37,2006,490.0,1.0
37,2006,1309.0,1.0
37,2006,566.0,1.0
37,2006,1438.2,1.0
37,2006,174.0,1.0
37,2006,881.0,1.0
37,2006,200.0,1.0
37,2006,1630.0,0.75460124
37,2006,726.0,0.94490355
37,2006,200.0,1.0
37,2006,480.0,1.0
37,2006,40.0,1.0
37,2006,700.0,1.0
37,2006,720.0,1.0
37,2006,350.0,1.0
37,2006,389.0,1.0
37,2006,224.0,1.0
37,2006,242.2,0.54087532
37,2006,1075.0,1.0
37,2006,150.0,0.60000002
37,2006,310.0,1.0
37,2006,501.6,0.80063796
37,2006,820.0,1.0
37,2006,1942.0,1.0
37,2006,1042.0,0.85604608
37,2006,1473.3,1.0
37,2006,480.0,0.14583333
37,2006,578.0,1.0
37,2006,640.0,1.0
37,2006,678.3000000000001,1.0
37,2006,768.2,1.0
37,2006,100.0,0.60000002
37,2006,801.3,1.0
37,2006,400.0,0.25
37,2006,580.0,1.0
37,2006,240.0,1.0
37,2006,50.0,1.0
41,2006,1132.3,0.84986311
41,2006,200.0,0.75
41,2006,1206.0,1.0
41,2006,340.0,1.0
41,2006,320.0,1.0
41,2006,280.0,1.0
41,2006,1000.1,1.0
41,2006,660.0,1.0
41,2006,6.0,0.33333334
41,2006,870.0,0.82758623
41,2006,500.5,1.0
41,2006,500.0,1.0
41,2006,515.0,1.0
41,2006,650.0,1.0
41,2006,501.3,1.0
41,2006,20.0,0.0
41,2006,537.3,1.0
41,2006,100.0,1.0
41,2006,918.0,1.0
41,2006,50.0,1.0
41,2006,760.0,0.34210527
41,2006,1079.5,1.0
41,2006,110.0,1.0
41,2006,577.0,1.0
41,2006,363.9,0.53228909
41,2006,260.0,1.0
41,2006,125.0,1.0
41,2006,940.0,1.0
41,2006,106.5,1.0
41,2006,141.0,1.0
41,2006,352.0,1.0
41,2006,676.0,1.0
41,2006,470.0,1.0
41,2006,51.5,1.0
41,2006,450.0,1.0
41,2006,702.5,0.97153026
41,2006,550.0,1.0
41,2006,1280.0,1.0
41,2006,400.0,0.25
41,2006,590.0,1.0
41,2006,397.2,0.018126888
41,2006,100.0,1.0
41,2006,740.0,0.91891891
41,2006,495.0,0.94949496
41,2006,195.0,1.0
41,2006,253.5,1.0
41,2006,795.0,1.0
41,2006,1350.0,1.0
41,2006,1085.0,1.0
41,2006,1055.5,1.0
41,2006,350.0,1.0
41,2006,193.5,1.0
41,2006,363.6,0.99724972
41,2006,440.3,1.0
41,2006,806.9999999999999,0.9008674
41,2006,904.5,0.7236042
41,2006,755.0,0.90066224
41,2006,25.0,1.0
41,2006,20.0,1.0
41,2006,420.0,1.0
41,2006,25.0,1.0
41,2006,470.0,1.0
41,2006,85.0,1.0
41,2006,63.01,1.0
41,2006,655.0,1.0
41,2006,400.0,1.0
41,2006,11.3,1.0
41,2006,225.0,1.0
41,2006,251.0,1.0
41,2006,1285.5,0.99883312
41,2006,1040.1,0.94231325
41,2006,935.0,1.0
41,2006,325.0,0.15384616
41,2006,829.0,1.0
41,2006,100.0,0.0
41,2006,150.0,1.0
41,2006,150.0,1.0
41,2006,350.0,0.85714287
41,2006,572.0,1.0
41,2006,1985.0,0.94962215
41,2006,824.0,1.0
41,2006,352.0,1.0
41,2006,640.0,1.0
41,2006,71.2,1.0
41,2006,182.0,1.0
41,2006,450.0,1.0
41,2006,1345.0,1.0
41,2006,440.0,0.88636363
41,2006,265.0,1.0
41,2006,125.0,0.40000001
41,2006,150.0,1.0
41,2006,2.0,1.0
41,2006,3.0,0.0
41,2006,451.0,1.0
41,2006,1302.1,0.96160048
41,2006,670.0,1.0
41,2006,520.0,1.0
41,2006,1138.0,1.0
41,2006,510.0,1.0
41,2006,10.8,1.0
41,2006,643.5,1.0
41,2006,2175.0,0.98850572
41,2006,185.0,1.0
41,2006,1230.0,0.98373985
41,2006,350.0,0.14285715
41,2006,150.0,1.0
41,2006,171.8,0.98253781
41,2006,400.0,0.625
41,2006,210.0,0.90476191
41,2006,1151.5,1.0
41,2006,400.0,1.0
41,2006,625.0,1.0
41,2006,163.5,0.57186544
41,2006,10.2,0.80392158
41,2006,380.0,1.0
41,2006,125.0,1.0
41,2006,511.0,1.0
41,2006,166.0,1.0
41,2006,140.0,1.0
41,2006,382.4,1.0
41,2006,430.0,0.23255815
41,2006,336.5,0.99257058
41,2006,1020.0,1.0
41,2006,161.0,0.87577641
42,2006,294.0,0.70748299
42,2006,417.2,1.0
42,2006,1160.0,1.0
42,2006,865.0,1.0
42,2006,18.0,0.66666669
42,2006,604.0,1.0
42,2006,382.0,1.0
42,2006,475.7,1.0
42,2006,1502.0,0.99866843
42,2006,700.0,0.71428573
42,2006,700.0,1.0
42,2006,121.5,0.094650209
42,2006,6.0,1.0
42,2006,339.0,1.0
42,2006,2.0,1.0
42,2006,295.0,0.22033899
42,2006,140.0,1.0
42,2006,262.0,1.0
42,2006,343.0,1.0
42,2006,1481.0,1.0
42,2006,180.0,1.0
42,2006,360.0,1.0
42,2006,100.0,1.0
42,2006,1041.0,1.0
42,2006,400.0,1.0
42,2006,560.0,0.64285713
42,2006,505.3,0.54482484
42,2006,549.0,1.0
42,2006,350.0,0.85714287
42,2006,3.5,1.0
42,2006,268.0,0.25373134
42,2006,252.0,0.60317463
42,2006,358.0,1.0
42,2006,350.0,0.2857143
42,2006,1071.0,1.0
42,2006,260.0,1.0
42,2006,428.0,1.0
42,2006,2.7,1.0
42,2006,80.0,1.0
42,2006,274.0,0.1970803
42,2006,437.0,1.0
42,2006,506.0,1.0
42,2006,1360.0,1.0
42,2006,575.0,1.0
42,2006,100.0,1.0
42,2006,100.0,1.0
42,2006,11.0,1.0
42,2006,323.0,1.0
42,2006,80.0,1.0
42,2006,318.0,1.0
42,2006,1.0,0.0
42,2006,602.0,0.99667776
42,2006,51.0,1.0
42,2006,200.0,1.0
42,2006,179.0,0.97486031
42,2006,382.0,1.0
42,2006,1107.0,0.99548328
42,2006,34.0,1.0
42,2006,134.7,0.62880474
42,2006,793.0,1.0
42,2006,109.0,0.082568809
42,2006,180.0,0.55555558
42,2006,126.0,1.0
42,2006,817.0,0.88739288
42,2006,104.0,1.0
42,2006,485.0,1.0
42,2006,80.0,0.0
42,2006,295.0,1.0
42,2006,495.0,0.79797977
42,2006,140.0,1.0
42,2006,400.0,1.0
42,2006,981.0,1.0
42,2006,350.0,1.0
42,2006,200.0,1.0
42,2006,159.0,0.050314464
42,2006,605.0,1.0
42,2006,300.0,0.66666669
42,2006,810.0,1.0
42,2006,850.5,0.52968842
42,2006,327.0,1.0
42,2006,13.0,1.0
42,2006,60.0,0.33333334
42,2006,400.0,1.0
42,2006,130.0,0.0
42,2006,230.0,1.0
42,2006,1420.0,1.0
42,2006,12.0,1.0
42,2006,490.0,1.0
42,2006,317.7,0.055712938
42,2006,70.0,1.0
42,2006,150.0,1.0
42,2006,556.0,1.0
42,2006,97.5,1.0
42,2006,65.0,1.0
42,2006,332.0,0.24698795
42,2006,600.0,1.0
42,2006,150.0,0.0
42,2006,291.0,1.0
42,2006,400.0,1.0
42,2006,784.0,1.0
42,2006,357.0,1.0
42,2006,175.0,1.0
42,2006,465.0,1.0
42,2006,3100.0,1.0
42,2006,364.0,0.72527474
42,2006,1005.0,1.0
42,2006,2.0,1.0
42,2006,313.5,0.9952153
42,2006,105.0,1.0
42,2006,200.0,1.0
42,2006,479.0,1.0
42,2006,1.5,1.0
42,2006,156.0,1.0
42,2006,918.0,1.0
42,2006,202.0,1.0
42,2006,956.0,1.0
42,2006,1250.0,0.95999998
42,2006,480.0,0.9375
42,2006,548.0,0.99635035
42,2006,1223.0,1.0
42,2006,300.0,1.0
42,2006,4.1,1.0
42,2006,510.0,0.88235295
42,2006,610.0,1.0
42,2006,18.1,1.0
42,2006,480.0,1.0
42,2006,852.0,1.0
42,2006,557.0,0.91023338
42,2006,230.0,1.0
42,2006,1745.0,0.95415473
42,2006,154.0,1.0
42,2006,67.0,0.95522386
43,2006,60.0,1.0
43,2006,17.0,1.0
43,2006,55.2,1.0
43,2006,280.0,0.64285713
43,2006,307.0,1.0
43,2006,360.0,1.0
43,2006,5.399999999999999,1.0
43,2006,129.2,0.98452014
43,2006,161.0,1.0
43,2006,10.5,0.47619048
43,2006,523.1,0.99617666
43,2006,470.0,0.78723407
43,2006,0.7999999999999999,1.0
43,2006,198.5,0.64735514
43,2006,50.0,1.0
43,2006,50.0,1.0
43,2006,26.7,1.0
43,2006,322.5,1.0
43,2006,11.5,0.9130435
43,2006,304.0,1.0
43,2006,2.0,1.0
43,2006,397.0,0.017632242
43,2006,340.0,1.0
43,2006,34.5,0.92753625
43,2006,5.1,1.0
43,2006,5.6,1.0
43,2006,112.0,0.5535714
43,2006,8.3,1.0
43,2006,16.0,1.0
43,2006,139.5,1.0
43,2006,100.0,1.0
43,2006,106.0,1.0
43,2006,5.0,1.0
43,2006,3.0,1.0
43,2006,3.0,0.66666669
43,2006,321.5,0.066874027
43,2006,137.5,1.0
43,2006,102.0,1.0
43,2006,200.0,0.69999999
43,2006,6.0,0.83333331
43,2006,1.5,1.0
43,2006,5.0,1.0
