T1,wave,total_大米,ratio_大米
21,2006,1140.0,1.0
21,2006,957.0,0.99791014
21,2006,1831.0,0.97214639
21,2006,542.0,0.76014763
21,2006,1798.0,1.0
21,2006,500.0,0.60000002
21,2006,715.0,1.0
21,2006,500.0,1.0
21,2006,1785.0,1.0
21,2006,3503.0,0.78589779
21,2006,250.0,1.0
21,2006,3014.5,1.0
21,2006,3110.0,1.0
21,2006,1070.0,1.0
21,2006,986.0,0.56389451
21,2006,5510.0,0.97277677
21,2006,2505.0,1.0
21,2006,2120.0,1.0
21,2006,2230.0,1.0
21,2006,615.0,1.0
21,2006,557.0,1.0
21,2006,2926.0,0.96582365
21,2006,1450.0,1.0
21,2006,2265.0,1.0
21,2006,1776.0,1.0
21,2006,667.0,0.74512744
21,2006,2480.0,0.93951613
21,2006,1140.0,1.0
21,2006,3430.0,1.0
21,2006,599.2,0.83311081
21,2006,1252.0,1.0
21,2006,550.0,1.0
21,2006,2400.0,1.0
21,2006,1920.0,1.0
21,2006,360.0,0.66666669
21,2006,1375.0,1.0
21,2006,2000.0,1.0
21,2006,1425.0,1.0
21,2006,3876.0,1.0
21,2006,685.0,1.0
21,2006,1725.0,1.0
21,2006,1000.8,1.0
21,2006,1340.0,1.0
21,2006,270.0,1.0
21,2006,1140.0,0.63157892
21,2006,856.0,1.0
21,2006,1005.0,1.0
21,2006,440.0,0.84090906
21,2006,1855.0,1.0
21,2006,1269.0,1.0
21,2006,2320.0,1.0
21,2006,950.0,1.0
21,2006,2771.0,1.0
21,2006,1190.0,1.0
21,2006,3460.0,1.0
21,2006,480.0,1.0
21,2006,2080.0,1.0
21,2006,1402.0,1.0
21,2006,4300.0,1.0
21,2006,2115.0,1.0
21,2006,3045.0,1.0
21,2006,1905.0,0.92125982
21,2006,1155.0,0.94805193
21,2006,2066.0,1.0
21,2006,2397.0,0.89570296
21,2006,2145.0,0.95337993
21,2006,600.0,0.75
21,2006,573.5,1.0
21,2006,995.0,1.0
21,2006,2345.0,1.0
21,2006,4350.0,0.93103451
21,2006,370.0,1.0
21,2006,740.0,1.0
21,2006,1891.0,0.89423585
21,2006,2055.0,0.56204379
21,2006,1622.0,1.0
21,2006,225.0,0.55555558
21,2006,2038.0,1.0
21,2006,1194.0,1.0
21,2006,2724.0,1.0
21,2006,445.0,1.0
21,2006,720.0,0.0
21,2006,4210.0,0.97862232
21,2006,5010.0,0.95009983
21,2006,2860.0,0.72377622
21,2006,400.0,1.0
21,2006,2335.0,0.66809422
21,2006,1850.0,0.9054054
21,2006,650.0,0.69230771
21,2006,724.0,1.0
21,2006,2542.0,1.0
21,2006,1430.0,1.0
21,2006,350.0,0.60000002
21,2006,1150.0,1.0
21,2006,840.0,1.0
21,2006,2990.0,1.0
21,2006,830.0,1.0
21,2006,640.0,1.0
21,2006,760.0,0.7368421
21,2006,6025.0,1.0
21,2006,420.0,1.0
21,2006,2100.0,1.0
21,2006,1670.0,1.0
21,2006,2762.0,1.0
21,2006,275.0,0.54545456
21,2006,1395.0,0.8566308
21,2006,1831.5,1.0
21,2006,800.0,0.5625
21,2006,656.0,0.9237805
21,2006,1673.0,1.0
21,2006,390.0,0.92307693
21,2006,600.0,1.0
21,2006,1140.0,0.7631579
21,2006,457.2,1.0
21,2006,4040.0,0.22277227
21,2006,3245.0,0.81510013
21,2006,2120.5,0.96203727
21,2006,2853.0,0.99964947
21,2006,1865.0,1.0
21,2006,570.0,1.0
21,2006,2201.0,0.90913224
21,2006,3332.0,0.92797118
21,2006,503.0,1.0
21,2006,815.0,1.0
21,2006,2320.0,1.0
21,2006,2583.5,0.99883878
21,2006,585.0,1.0
21,2006,2126.1,0.90588403
21,2006,3104.0,1.0
21,2006,4050.0,1.0
21,2006,1210.0,0.33057851
23,2006,2940.0,0.84693879
23,2006,2890.0,0.73702425
23,2006,1380.0,1.0
23,2006,4252.0,0.92920977
23,2006,1931.5,1.0
23,2006,2903.0,1.0
23,2006,900.0,1.0
23,2006,2050.0,1.0
23,2006,2730.0,1.0
23,2006,1194.3,0.52985013
23,2006,300.0,1.0
23,2006,3450.0,1.0
23,2006,4277.0,1.0
23,2006,1450.0,1.0
23,2006,1013.0,0.14807503
23,2006,825.0,1.0
23,2006,2875.0,1.0
23,2006,2410.0,1.0
23,2006,3850.0,1.0
23,2006,2200.0,1.0
23,2006,1812.5,0.6667586
23,2006,3600.0,1.0
23,2006,3150.0,1.0
23,2006,5780.0,1.0
23,2006,2700.0,1.0
23,2006,1209.3,0.99148268
23,2006,1922.4,1.0
23,2006,1112.5,0.9991011
23,2006,1517.3,0.89369273
23,2006,507.5,0.99408865
23,2006,100.0,0.0
23,2006,2425.0,1.0
23,2006,3070.0,1.0
23,2006,589.0,0.82173175
23,2006,2150.0,0.93023258
23,2006,3545.0,0.55430186
23,2006,1940.0,1.0
23,2006,2021.0,1.0
23,2006,1950.0,0.94871795
23,2006,2520.9,1.0
23,2006,500.0,1.0
23,2006,584.0,0.95376712
23,2006,950.0,1.0
23,2006,700.0,0.64285713
23,2006,3634.0,1.0
23,2006,2770.0,0.92779785
23,2006,1550.0,1.0
23,2006,1390.0,1.0
23,2006,1092.0,0.0018315018
23,2006,2206.0,0.47642791
23,2006,2268.3,0.48494467
23,2006,1050.0,1.0
23,2006,1700.0,0.79411763
23,2006,1606.0,1.0
23,2006,2158.5,0.34945565
23,2006,4570.0,0.93435448
23,2006,1305.0,0.77011496
23,2006,4853.5,0.99979395
23,2006,2445.5,0.99938661
23,2006,2974.0,1.0
23,2006,2185.0,1.0
23,2006,2220.0,1.0
23,2006,1250.5,1.0
23,2006,3100.0,1.0
23,2006,1060.0,0.6226415
23,2006,9696.5,1.0
23,2006,3242.0,1.0
23,2006,800.0,1.0
23,2006,2011.8,0.22855155
23,2006,3120.0,1.0
23,2006,1256.0,1.0
23,2006,4381.6,0.96576595
23,2006,2951.0,1.0
23,2006,1600.0,1.0
23,2006,450.0,1.0
23,2006,900.0,1.0
23,2006,1896.0,0.65453589
23,2006,3154.0,1.0
23,2006,1600.0,1.0
23,2006,3255.0,1.0
23,2006,1002.0,0.55788422
23,2006,3072.0,0.42382813
23,2006,2625.0,1.0
23,2006,3062.1,0.99931419
23,2006,1936.0,1.0
23,2006,2875.0,1.0
23,2006,2252.0,1.0
23,2006,2457.5,1.0
23,2006,5018.0,0.90035874
23,2006,2271.5,1.0
23,2006,2053.5,1.0
23,2006,900.0,1.0
23,2006,1350.0,1.0
23,2006,3550.0,1.0
23,2006,2920.0,0.3219178
23,2006,2590.0,1.0
23,2006,3250.0,1.0
23,2006,3305.0,1.0
23,2006,6680.0,1.0
23,2006,1018.1,0.29672921
23,2006,2100.0,1.0
23,2006,2202.0,1.0
23,2006,3880.0,0.93556702
23,2006,2609.6,0.73137647
23,2006,150.0,0.0
23,2006,2350.0,1.0
23,2006,3895.0,1.0
23,2006,5750.5,0.99991304
23,2006,3930.0,1.0
23,2006,2109.0,1.0
23,2006,900.0,1.0
23,2006,2154.5,0.79113483
23,2006,1803.5,1.0
23,2006,1029.0,1.0
23,2006,2760.6,0.92755198
23,2006,2472.8,1.0
23,2006,3550.0,1.0
23,2006,1180.0,1.0
23,2006,2462.0,0.87814784
23,2006,3410.0,1.0
23,2006,1102.0,0.9981851
23,2006,2795.5,0.92470044
23,2006,2100.0,1.0
23,2006,2161.5,1.0
23,2006,2502.0,0.99960029
23,2006,2982.0,0.93293095
23,2006,6311.5,0.85740316
23,2006,1250.0,1.0
23,2006,650.0,1.0
23,2006,3050.0,1.0
23,2006,590.0,0.99152541
23,2006,1103.0,1.0
23,2006,1455.0,1.0
23,2006,1104.5,1.0
23,2006,1835.3,0.7003215
23,2006,795.0,1.0
23,2006,2748.0,1.0
23,2006,4202.0,1.0
23,2006,2003.0,1.0
23,2006,3066.0,0.99543381
23,2006,3360.0,0.90476191
23,2006,2580.0,1.0
23,2006,600.0,1.0
23,2006,1613.0,0.78301305
23,2006,1255.5,0.91915572
23,2006,3559.0,1.0
23,2006,834.1000000000001,0.99832153
23,2006,1250.0,1.0
23,2006,4068.5,0.99262625
23,2006,1880.0,1.0
23,2006,1000.0,1.0
23,2006,1540.0,1.0
23,2006,3030.0,0.52145213
23,2006,2820.0,1.0
23,2006,2090.0,1.0
23,2006,1905.0,0.52755904
23,2006,3750.0,1.0
23,2006,1771.0,0.84189725
23,2006,3473.0,1.0
23,2006,770.0,1.0
23,2006,1700.0,1.0
23,2006,1530.0,1.0
23,2006,2231.5,1.0
23,2006,3050.0,1.0
23,2006,1999.1,1.0
23,2006,1520.0,1.0
23,2006,1650.0,0.93939394
23,2006,2600.0,1.0
23,2006,1282.1,0.47578192
23,2006,3716.0,1.0
23,2006,2910.0,1.0
23,2006,2780.0,1.0
23,2006,3750.0,0.82666665
23,2006,2581.0,1.0
23,2006,2010.0,0.2885572
23,2006,1402.0,0.85734665
23,2006,3610.0,1.0
23,2006,2903.0,0.99965554
23,2006,1280.0,1.0
32,2006,2600.0,0.53846157
32,2006,820.0,1.0
32,2006,560.0,1.0
32,2006,2890.3,0.78884542
32,2006,1598.0,0.23654568
32,2006,602.0,0.0
32,2006,1454.0,1.0
32,2006,900.0,0.0
32,2006,2102.0,0.80685061
32,2006,1006.0,1.0
32,2006,450.0,1.0
32,2006,3430.0,1.0
32,2006,1275.0,1.0
32,2006,1625.0,1.0
32,2006,2719.5,0.88582462
32,2006,1810.5,0.58326429
32,2006,1450.0,0.96551722
32,2006,2789.5,0.96415126
32,2006,365.0,0.43287671
32,2006,1225.0,0.95918369
32,2006,450.0,0.42222223
32,2006,800.0,1.0
32,2006,1175.0,1.0
32,2006,1525.0,0.85245901
32,2006,3878.0,0.99896854
32,2006,1425.0,0.7719298
32,2006,370.0,1.0
32,2006,5776.5,0.96503073
32,2006,2661.0,0.56520104
32,2006,2754.0,0.74582428
32,2006,2175.0,0.43678162
32,2006,206.0,0.99029124
32,2006,2150.0,0.69767439
32,2006,1550.0,1.0
32,2006,1822.5,0.44170097
32,2006,2880.0,0.96527779
32,2006,1185.8,0.99915671
32,2006,4330.0,0.80369514
32,2006,850.0,1.0
32,2006,3476.51,0.82741314
32,2006,1670.01,0.91018015
32,2006,300.0,1.0
32,2006,3660.6,1.0
32,2006,4596.5,0.48602197
32,2006,2767.5,0.99927735
32,2006,2150.0,1.0
32,2006,3115.0,1.0
32,2006,1785.0,0.35574231
32,2006,2500.0,1.0
32,2006,2302.5,1.0
32,2006,380.0,1.0
32,2006,1157.02,1.0
32,2006,1670.0,0.99461079
32,2006,3525.0,0.97730494
32,2006,1396.0,1.0
32,2006,2364.0,1.0
32,2006,1500.0,0.1
32,2006,2167.2,0.85949612
32,2006,1075.0,0.86046511
32,2006,650.0,1.0
32,2006,311.0,0.51768488
32,2006,1050.0,1.0
32,2006,1398.3,0.56983483
32,2006,2102.0,1.0
32,2006,3600.0,0.49444443
32,2006,3817.0,0.90830493
32,2006,1681.5,1.0
32,2006,2128.5,0.50481558
32,2006,2830.0,1.0
32,2006,2758.6,1.0
32,2006,1921.0,0.45809475
32,2006,1320.0,0.84848487
32,2006,3606.3,0.81865072
32,2006,1200.0,0.91666669
32,2006,864.0,1.0
32,2006,3952.2,0.82288349
32,2006,1824.5,0.55450809
32,2006,3155.0,1.0
32,2006,4050.0,0.60493827
32,2006,2170.0,1.0
32,2006,1750.0,1.0
32,2006,775.0,1.0
32,2006,3957.3,0.94938469
32,2006,1715.0,1.0
32,2006,4142.5,0.67350632
32,2006,1120.0,1.0
32,2006,3377.0,0.94077581
32,2006,2278.21,0.9540385
32,2006,3165.7,0.66822505
32,2006,4330.0,0.86605078
32,2006,1600.6,0.99312758
32,2006,1404.0,0.85470086
32,2006,2500.0,1.0
32,2006,1640.0,1.0
32,2006,550.0,1.0
32,2006,750.0,0.93333334
32,2006,900.0,1.0
32,2006,1053.0,1.0
32,2006,1990.0,1.0
32,2006,900.0,1.0
32,2006,1980.0,0.92424244
32,2006,2140.0,1.0
32,2006,1986.0,0.94964755
32,2006,3120.0,0.82371795
32,2006,2915.0,1.0
32,2006,880.0,0.31818181
32,2006,2218.0,0.59422904
32,2006,2748.0,1.0
32,2006,654.5,0.23300229
32,2006,1150.0,1.0
32,2006,2703.0,1.0
32,2006,2907.0,0.94840044
32,2006,1562.0,0.87195903
32,2006,1011.8,0.30470449
32,2006,1012.5,1.0
32,2006,798.0,0.99373436
32,2006,1415.0,0.7526502
32,2006,900.0,1.0
32,2006,337.5,0.0
32,2006,4095.5,0.74996948
32,2006,1800.0,1.0
32,2006,750.0,1.0
32,2006,1622.5,0.87673342
32,2006,1275.0,1.0
32,2006,1444.0,0.54986149
32,2006,1495.0,0.5986622
32,2006,2547.1,1.0
32,2006,3497.5,0.92852038
32,2006,1150.0,1.0
32,2006,907.0,0.88974643
32,2006,1219.0,0.4421657
32,2006,1560.0,0.89871794
32,2006,1508.0,0.53580904
32,2006,2719.0,0.99779332
32,2006,1297.3,0.91358978
32,2006,2359.5,0.91438866
32,2006,950.0,1.0
32,2006,1919.0,0.68629497
32,2006,4950.0,0.90909094
32,2006,880.0,0.54545456
32,2006,2100.0,0.42857143
32,2006,801.0,0.87515604
32,2006,2150.0,0.69767439
32,2006,1020.0,0.90196079
32,2006,970.0,1.0
32,2006,1150.0,1.0
32,2006,4414.0,0.94336206
32,2006,395.0,1.0
32,2006,650.0,1.0
32,2006,2620.5,0.72219044
32,2006,4166.0,0.83197314
32,2006,3200.0,1.0
32,2006,4379.200000000001,1.0
32,2006,1220.0,1.0
32,2006,370.0,1.0
32,2006,1875.0,0.80000001
32,2006,4295.6,0.96424246
32,2006,2777.0,0.77709758
32,2006,900.0,0.55555558
32,2006,850.0,0.94117647
32,2006,1590.0,0.27672955
32,2006,4710.0,0.94692147
32,2006,1150.0,1.0
32,2006,1910.0,0.84293193
32,2006,1200.0,1.0
32,2006,1550.0,0.77419353
32,2006,3150.0,0.5714286
32,2006,1612.5,0.99844962
32,2006,2265.2,0.99955851
32,2006,2302.0,0.9986968
32,2006,1950.0,0.44871795
32,2006,2760.0,0.89130437
32,2006,2685.0,0.77579141
32,2006,3864.5,0.63695174
32,2006,870.0,1.0
32,2006,2686.0,1.0
32,2006,1360.0,0.94852942
32,2006,1180.0,1.0
32,2006,1975.0,0.89873415
32,2006,3053.0,0.60694396
32,2006,2257.0,0.13380593
32,2006,3285.0,0.90867579
32,2006,2405.0,0.53222454
32,2006,2669.0,1.0
32,2006,2111.0,1.0
32,2006,3958.0,1.0
32,2006,1075.0,1.0
32,2006,5861.5,0.59182805
32,2006,555.0,0.81981981
32,2006,452.5,1.0
32,2006,2430.0,0.95884776
32,2006,1400.0,1.0
32,2006,1220.0,0.040983606
32,2006,2010.0,0.55223882
32,2006,3204.5,0.99859571
32,2006,4310.0,1.0
32,2006,950.0,1.0
32,2006,1320.0,1.0
32,2006,2962.0,0.99864954
32,2006,1775.0,0.74647886
32,2006,5858.0,1.0
32,2006,1500.0,0.77999997
32,2006,850.0,1.0
32,2006,2080.0,1.0
32,2006,4763.0,0.96850723
32,2006,1600.0,1.0
32,2006,1955.0,1.0
32,2006,3039.5,0.99950647
37,2006,81.5,1.0
37,2006,3.5,1.0
37,2006,290.0,1.0
37,2006,1552.7,1.0
37,2006,361.0,1.0
37,2006,95.0,1.0
37,2006,60.0,1.0
37,2006,260.0,1.0
37,2006,2.0,1.0
37,2006,200.0,1.0
37,2006,420.0,1.0
37,2006,408.0,1.0
37,2006,215.7,1.0
37,2006,210.7,1.0
37,2006,6.0,1.0
37,2006,44.0,1.0
37,2006,4.0,1.0
37,2006,361.0,1.0
37,2006,274.0,1.0
37,2006,100.0,1.0
37,2006,131.4,1.0
37,2006,42.0,1.0
37,2006,1061.0,1.0
37,2006,150.0,1.0
37,2006,2.0,1.0
37,2006,44.5,1.0
37,2006,600.0,1.0
37,2006,4.2,1.0
37,2006,200.0,1.0
37,2006,284.5,0.99648505
37,2006,2.5,1.0
37,2006,607.5,1.0
37,2006,102.4,1.0
37,2006,250.0,1.0
37,2006,440.0,1.0
37,2006,200.0,1.0
37,2006,750.0,1.0
37,2006,864.0,0.9994213
37,2006,644.5,1.0
37,2006,920.0,1.0
37,2006,52.0,1.0
37,2006,100.0,1.0
37,2006,100.0,1.0
37,2006,523.3,1.0
37,2006,2752.4,1.0
37,2006,832.4,1.0
37,2006,950.0,1.0
37,2006,940.0,1.0
37,2006,78.0,1.0
37,2006,447.0,1.0
37,2006,945.0,1.0
37,2006,27.0,1.0
37,2006,85.0,1.0
37,2006,50.0,1.0
37,2006,408.7,0.99755323
37,2006,500.0,1.0
37,2006,554.5,1.0
37,2006,1306.4,1.0
37,2006,310.0,1.0
37,2006,470.0,1.0
37,2006,817.0,1.0
37,2006,91.0,1.0
37,2006,57.0,1.0
37,2006,80.0,1.0
37,2006,1300.0,1.0
37,2006,129.0,1.0
37,2006,22.0,1.0
37,2006,108.0,1.0
37,2006,1262.0,1.0
37,2006,309.5,1.0
37,2006,658.5,1.0
37,2006,400.0,1.0
37,2006,240.0,0.125
37,2006,30.0,1.0
37,2006,121.0,1.0
37,2006,700.0,1.0
37,2006,310.0,1.0
37,2006,150.0,1.0
37,2006,89.0,1.0
37,2006,1255.2,1.0
37,2006,755.5,1.0
37,2006,5.0,1.0
37,2006,65.29999999999998,1.0
37,2006,6.699999999999999,1.0
37,2006,156.9999999999999,0.98471338
37,2006,667.3,1.0
37,2006,45.5,1.0
37,2006,250.0,1.0
37,2006,156.0,0.96153843
37,2006,1052.0,1.0
37,2006,290.5,1.0
37,2006,716.8,1.0
37,2006,434.5,1.0
37,2006,1604.0,1.0
37,2006,9.0,1.0
37,2006,375.0,1.0
37,2006,150.0,1.0
37,2006,943.5,1.0
37,2006,270.0,1.0
37,2006,1322.0,1.0
37,2006,286.0,0.47552449
37,2006,390.0,1.0
37,2006,181.8,1.0
37,2006,1342.0,1.0
37,2006,200.0,1.0
37,2006,1470.0,0.8639456
37,2006,20.0,1.0
37,2006,100.0,1.0
37,2006,245.0,1.0
37,2006,400.0,0.75
37,2006,390.0,1.0
37,2006,312.0,1.0
37,2006,2.5,1.0
37,2006,200.0,1.0
37,2006,166.7,0.95800841
37,2006,30.0,1.0
37,2006,360.0,0.33333334
37,2006,7.2,1.0
37,2006,1640.0,1.0
37,2006,393.0,1.0
37,2006,523.0,0.61759084
37,2006,339.5,1.0
37,2006,30.0,1.0
37,2006,103.0,1.0
37,2006,414.0,1.0
37,2006,130.5,1.0
37,2006,210.0,1.0
37,2006,985.0,1.0
41,2006,201.0,1.0
41,2006,400.0,1.0
41,2006,7750.0,1.0
41,2006,300.0,1.0
41,2006,502.2,1.0
41,2006,50.0,1.0
41,2006,15.0,1.0
41,2006,1.6,1.0
41,2006,250.0,1.0
41,2006,1213.0,1.0
41,2006,50.0,1.0
41,2006,63.0,0.95238096
41,2006,250.0,1.0
41,2006,1.0,0.0
41,2006,350.0,0.5714286
41,2006,526.0,1.0
41,2006,3530.0,1.0
41,2006,2550.0,0.94117647
41,2006,0.5,0.0
41,2006,3200.0,1.0
41,2006,105.0,0.71428573
41,2006,2310.0,1.0
41,2006,86.0,1.0
41,2006,73.0,1.0
41,2006,150.0,0.0
41,2006,300.8,1.0
41,2006,707.6,0.56811756
41,2006,400.0,1.0
41,2006,480.0,1.0
41,2006,1575.0,1.0
41,2006,156.5,1.0
41,2006,93.0,0.96774191
41,2006,101.5,1.0
41,2006,180.0,1.0
41,2006,1050.0,1.0
41,2006,214.0,0.0
41,2006,600.0,1.0
41,2006,600.0,1.0
41,2006,500.8,1.0
41,2006,650.0,0.07692308
41,2006,4.1,1.0
41,2006,0.5,1.0
41,2006,210.0,1.0
41,2006,840.0,0.8214286
41,2006,145.0,0.1724138
41,2006,1106.0,1.0
41,2006,262.0,1.0
41,2006,580.8,1.0
41,2006,30.0,1.0
41,2006,905.0,1.0
41,2006,100.0,1.0
41,2006,1207.5,1.0
41,2006,5.0,1.0
41,2006,230.0,0.97826087
41,2006,366.0,0.45355192
41,2006,567.0,0.99647266
41,2006,591.5,1.0
41,2006,3030.0,1.0
41,2006,806.5,0.50402975
41,2006,100.0,1.0
41,2006,5780.0,1.0
41,2006,100.0,1.0
41,2006,156.0,1.0
41,2006,30.0,1.0
41,2006,4240.0,0.96462262
41,2006,1000.0,1.0
41,2006,980.0,0.91836733
41,2006,277.0,1.0
41,2006,4810.0,1.0
41,2006,251.0,0.99601597
41,2006,771.0,1.0
41,2006,430.0,1.0
41,2006,50.0,0.0
41,2006,200.0,0.0
41,2006,150.0,1.0
41,2006,320.0,1.0
41,2006,4460.0,1.0
41,2006,200.0,1.0
41,2006,650.0,0.64615387
41,2006,150.0,1.0
41,2006,221.0,1.0
41,2006,15.0,1.0
41,2006,556.5,0.82030547
41,2006,769.0,1.0
41,2006,1300.0,1.0
41,2006,520.0,1.0
41,2006,410.0,1.0
41,2006,250.0,1.0
41,2006,1480.0,1.0
41,2006,37.0,0.8108108
41,2006,5002.0,0.99960017
41,2006,6021.0,0.99983394
41,2006,100.0,1.0
41,2006,1054.5,1.0
41,2006,200.0,1.0
41,2006,2700.0,1.0
41,2006,555.0,1.0
41,2006,4131.0,0.99975795
41,2006,1740.0,1.0
41,2006,1080.0,0.9537037
41,2006,101.5,1.0
41,2006,370.0,1.0
41,2006,6770.0,0.97045791
41,2006,403.0,0.0
41,2006,150.0,1.0
41,2006,83.0,1.0
41,2006,2530.0,0.88142294
41,2006,530.0,0.71698111
41,2006,550.0,1.0
41,2006,164.6,0.034021873
41,2006,580.0,1.0
41,2006,400.4,1.0
41,2006,87.5,0.98285717
41,2006,5200.0,1.0
41,2006,1710.0,1.0
41,2006,351.0,1.0
41,2006,639.0,0.53051645
41,2006,3890.5,0.99987149
41,2006,90.0,1.0
41,2006,1550.0,1.0
41,2006,150.0,1.0
41,2006,220.0,1.0
41,2006,1294.0,1.0
41,2006,60.0,1.0
41,2006,817.0,1.0
41,2006,230.0,1.0
41,2006,1137.3,0.99824142
41,2006,830.0,1.0
41,2006,555.0,0.72972971
42,2006,1783.0,0.73499721
42,2006,2218.0,0.90937781
42,2006,5160.0,1.0
42,2006,4558.0,1.0
42,2006,2958.0,0.9972955
42,2006,5306.0,1.0
42,2006,4800.0,1.0
42,2006,5244.0,1.0
42,2006,5709.0,0.9996497
42,2006,1590.0,0.59119499
42,2006,2729.0,0.86368632
42,2006,3906.5,1.0
42,2006,6054.0,0.91740996
42,2006,4610.0,1.0
42,2006,3057.5,0.29681113
42,2006,5147.0,1.0
42,2006,2338.0,1.0
42,2006,2455.0,0.75560081
42,2006,2487.0,1.0
42,2006,5900.0,0.90677965
42,2006,3450.0,1.0
42,2006,4805.0,1.0
42,2006,1586.0,1.0
42,2006,2250.0,0.62222224
42,2006,4870.0,1.0
42,2006,2410.0,0.91701245
42,2006,1150.0,0.60869563
42,2006,3044.0,0.52266753
42,2006,6609.0,1.0
42,2006,800.0,0.875
42,2006,755.5,0.99867636
42,2006,2011.0,0.5266037
42,2006,1797.5,0.55493742
42,2006,2280.0,1.0
42,2006,1591.0,1.0
42,2006,2112.0,0.28929925
42,2006,2435.0,1.0
42,2006,1000.0,1.0
42,2006,3289.0,1.0
42,2006,2563.0,1.0
42,2006,1260.0,1.0
42,2006,1637.0,0.71899819
42,2006,5270.0,1.0
42,2006,2510.0,1.0
42,2006,160.0,1.0
42,2006,3000.0,1.0
42,2006,1000.0,1.0
42,2006,1000.0,1.0
42,2006,1253.5,0.88033503
42,2006,3283.0,0.83734387
42,2006,1000.0,1.0
42,2006,4450.0,1.0
42,2006,2557.0,0.93742669
42,2006,4258.0,1.0
42,2006,1507.0,0.89714664
42,2006,1503.0,0.99933469
42,2006,550.0,1.0
42,2006,3550.0,1.0
42,2006,2907.4,0.82692438
42,2006,2006.5,0.84973836
42,2006,6066.0,0.99785691
42,2006,1950.0,1.0
42,2006,4109.0,0.95132637
42,2006,1206.5,0.2540406
42,2006,3726.5,0.73044413
42,2006,350.0,0.0
42,2006,2520.0,0.92063493
42,2006,1000.0,0.89999998
42,2006,5044.0,1.0
42,2006,3958.0,0.6963113
42,2006,1359.0,1.0
42,2006,3045.0,1.0
42,2006,1000.0,0.0
42,2006,6409.600000000001,0.76588243
42,2006,3592.0,0.98329622
42,2006,3561.0,1.0
42,2006,3850.0,1.0
42,2006,5901.0,0.98305374
42,2006,1706.0,0.7327081
42,2006,5547.0,0.93690282
42,2006,3493.5,0.36968657
42,2006,2254.0,1.0
42,2006,2520.0,0.71428573
42,2006,1350.0,1.0
42,2006,2581.0,0.90313834
42,2006,5656.0,1.0
42,2006,1688.5,0.88066334
42,2006,2930.0,1.0
42,2006,650.0,1.0
42,2006,3230.0,1.0
42,2006,1750.0,0.94285715
42,2006,3133.0,1.0
42,2006,600.0,0.0
42,2006,1260.0,1.0
42,2006,2550.0,1.0
42,2006,3191.0,1.0
42,2006,2920.0,0.86301368
42,2006,1157.73,0.91276032
42,2006,3300.0,0.90909094
42,2006,950.0,1.0
42,2006,5210.0,0.99942416
42,2006,4186.0,1.0
42,2006,3361.0,0.97024697
42,2006,2445.0,1.0
42,2006,2490.0,1.0
42,2006,2084.0,1.0
42,2006,3010.0,1.0
42,2006,750.0,1.0
42,2006,1900.0,1.0
42,2006,300.0,0.0
42,2006,3554.0,1.0
42,2006,1500.0,1.0
42,2006,6304.0,1.0
42,2006,4495.0,1.0
42,2006,250.0,1.0
42,2006,1685.0,1.0
42,2006,1100.0,1.0
42,2006,3858.0,0.99792641
42,2006,3700.0,1.0
42,2006,754.0,0.80106103
42,2006,4263.0,0.99929625
42,2006,1265.7,0.8019278
42,2006,2725.0,1.0
42,2006,6210.0,1.0
42,2006,2410.0,0.85477179
42,2006,5050.0,1.0
42,2006,5304.0,1.0
42,2006,6102.0,1.0
42,2006,3576.0,1.0
42,2006,1250.0,0.88
42,2006,3050.0,1.0
42,2006,6102.0,0.79514915
42,2006,2604.7,0.7494145
42,2006,2902.5,1.0
42,2006,3075.0,1.0
42,2006,2765.5,0.92731875
42,2006,3490.0,0.81661892
42,2006,2710.0,0.92619926
42,2006,2700.0,0.87037039
42,2006,2684.0,0.78763038
42,2006,4150.0,1.0
42,2006,1803.0,0.99944538
42,2006,1830.0,0.94535518
42,2006,1530.0,1.0
42,2006,2668.1,0.75413215
42,2006,3995.0,1.0
42,2006,2954.5,0.50770015
43,2006,2776.0,1.0
43,2006,1156.0,0.74048442
43,2006,933.0,1.0
43,2006,1620.0,0.75925928
43,2006,1140.0,1.0
43,2006,2389.4,0.72796518
43,2006,600.0,1.0
43,2006,730.0,0.79452056
43,2006,2753.9,1.0
43,2006,2709.2,0.90735275
43,2006,2120.0,1.0
43,2006,757.0,0.99735796
43,2006,4791.7,0.76814073
43,2006,3430.0,0.48688048
43,2006,2823.0,0.62097061
43,2006,1040.0,1.0
43,2006,1845.5,0.19534002
43,2006,2604.5,1.0
43,2006,3273.0,0.90834099
43,2006,1283.0,0.70381916
43,2006,3403.0,0.95592123
43,2006,1212.0,1.0
43,2006,1220.0,0.99754101
43,2006,2309.0,0.33174536
43,2006,4495.999999999999,0.93327403
43,2006,4602.5,1.0
43,2006,400.0,0.75
43,2006,1498.0,0.09212283
43,2006,1300.0,1.0
43,2006,1473.3,1.0
43,2006,5023.0,1.0
43,2006,680.0,1.0
43,2006,5032.2,1.0
43,2006,2167.0,0.79095525
43,2006,1867.1,1.0
43,2006,1619.5,0.84563136
43,2006,3335.5,0.7901364
43,2006,2650.0,0.98113209
43,2006,4121.4,0.80589122
43,2006,1449.0,1.0
43,2006,2591.0,1.0
43,2006,3250.0,1.0
43,2006,1621.0,0.62985814
43,2006,1848.0,0.85389608
43,2006,3740.0,0.9197861
43,2006,1722.5,1.0
43,2006,3960.0,0.78914142
