T1,wave,total_蔬菜,ratio_蔬菜
42,2006,3230.0,0.89164084
42,2006,1420.0,1.0
42,2006,2050.0,1.0
42,2006,2850.0,1.0
42,2006,4405.0,0.89784336
42,2006,3600.0,1.0
42,2006,3550.0,0.98591548
42,2006,1050.0,1.0
42,2006,3812.0,1.0
42,2006,1190.0,0.62184876
42,2006,6080.0,0.78782892
42,2006,300.0,0.0
42,2006,2900.0,1.0
42,2006,1270.0,0.94488192
42,2006,4254.0,1.0
42,2006,5023.0,0.7013737
42,2006,2971.0,1.0
42,2006,4870.0,1.0
42,2006,810.0,0.0
42,2006,2980.0,0.62751681
42,2006,4460.0,1.0
42,2006,4440.0,1.0
42,2006,6800.0,1.0
42,2006,6264.0,1.0
42,2006,2680.0,0.90671641
42,2006,6956.0,0.9424957
42,2006,5175.0,0.73333335
42,2006,2200.0,1.0
42,2006,3665.0,0.65484309
42,2006,3380.0,1.0
42,2006,4630.0,0.80129588
42,2006,5824.0,1.0
42,2006,2700.0,1.0
42,2006,3336.0,1.0
42,2006,800.0,1.0
42,2006,5395.0,1.0
42,2006,2430.0,0.97942388
42,2006,6685.0,1.0
42,2006,780.0,0.0
42,2006,525.0,1.0
42,2006,5420.0,1.0
42,2006,3340.0,1.0
42,2006,5340.0,0.83146065
42,2006,2160.0,1.0
42,2006,3320.0,0.94578314
42,2006,1150.0,1.0
42,2006,5450.0,1.0
42,2006,3119.0,1.0
42,2006,5710.0,1.0
42,2006,2245.0,1.0
42,2006,3340.0,1.0
42,2006,2170.0,1.0
42,2006,3900.0,1.0
42,2006,1500.0,1.0
42,2006,2100.0,1.0
42,2006,450.0,0.0
42,2006,3303.0,1.0
42,2006,1150.0,1.0
42,2006,4790.0,1.0
42,2006,6301.0,1.0
42,2006,5100.0,1.0
42,2006,2415.0,1.0
42,2006,4900.0,1.0
42,2006,4500.0,0.97777778
42,2006,2370.0,1.0
42,2006,1400.0,1.0
42,2006,5985.0,1.0
42,2006,1700.0,0.88235295
42,2006,3008.0,1.0
42,2006,6855.0,1.0
42,2006,6810.0,1.0
42,2006,9760.0,1.0
42,2006,7330.0,1.0
42,2006,7700.0,1.0
42,2006,6910.0,1.0
42,2006,2525.0,0.94059408
42,2006,3910.0,1.0
42,2006,6085.0,0.71240759
42,2006,3625.0,0.69655174
42,2006,5490.0,1.0
42,2006,6750.0,1.0
42,2006,7600.0,1.0
42,2006,3070.0,0.89576548
42,2006,3860.0,0.98704666
42,2006,2460.0,0.95934957
42,2006,3820.0,1.0
42,2006,4185.0,1.0
42,2006,3040.0,1.0
42,2006,3990.0,1.0
42,2006,3240.0,1.0
42,2006,6830.0,0.90336752
42,2006,5800.0,1.0
42,2006,4725.0,0.7280423
43,2006,3990.0,1.0
43,2006,1950.0,0.82051283
43,2006,1436.0,0.92966574
43,2006,2752.0,0.76380813
43,2006,1880.0,1.0
43,2006,3960.0,0.68055558
43,2006,1045.0,1.0
43,2006,735.0,0.79591835
43,2006,4090.0,1.0
43,2006,4585.0,0.99454743
43,2006,3535.0,1.0
43,2006,2680.0,0.79104477
43,2006,5445.0,0.9116621
43,2006,2990.0,0.79933113
43,2006,2800.0,0.75357145
43,2006,1746.0,1.0
43,2006,2275.0,0.24175824
43,2006,3020.0,1.0
43,2006,3018.0,0.88734263
43,2006,3600.0,0.68055558
43,2006,5205.0,0.99423629
43,2006,3220.0,1.0
43,2006,1900.0,1.0
43,2006,1266.0,0.64454979
43,2006,4938.0,1.0
43,2006,4065.0,1.0
43,2006,890.0,0.75842696
43,2006,2035.0,0.073710077
43,2006,1575.0,1.0
43,2006,1860.0,1.0
43,2006,3371.0,1.0
43,2006,1110.0,1.0
43,2006,3415.0,1.0
43,2006,2135.0,0.78220141
43,2006,1940.0,1.0
43,2006,2400.0,1.0
43,2006,5985.0,0.8329156
43,2006,4160.0,1.0
43,2006,4705.0,0.90435708
43,2006,2360.0,1.0
43,2006,3252.0,1.0
43,2006,5620.0,1.0
43,2006,2450.0,0.67346936
43,2006,2150.0,0.95348835
43,2006,2600.0,0.99230766
43,2006,3105.0,1.0
43,2006,3155.0,0.88589543
43,2006,1645.0,1.0
43,2006,1195.0,1.0
43,2006,3560.0,1.0
43,2006,6010.0,0.97004992
43,2006,2240.0,1.0
43,2006,2675.0,1.0
43,2006,2350.0,1.0
43,2006,3770.0,1.0
43,2006,1645.0,0.0
43,2006,4149.0,0.8168233
43,2006,2622.0,0.98093057
43,2006,4370.0,0.86155605
43,2006,1710.0,1.0
43,2006,1244.0,1.0
43,2006,3885.0,0.87902188
43,2006,2821.0,0.639844
43,2006,1125.0,1.0
43,2006,4050.0,1.0
43,2006,1938.0,1.0
43,2006,2595.0,0.50289017
43,2006,5115.0,1.0
43,2006,4676.0,1.0
43,2006,910.0,1.0
43,2006,3315.0,1.0
43,2006,5432.0,0.90040499
43,2006,2640.0,1.0
43,2006,2997.0,1.0
43,2006,3215.0,1.0
43,2006,2270.0,1.0
43,2006,3410.0,1.0
43,2006,971.0,0.84552008
43,2006,5320.0,0.82894737
43,2006,5135.0,1.0
43,2006,2395.0,1.0
43,2006,6350.0,0.97637796
43,2006,1020.0,1.0
43,2006,3995.0,1.0
43,2006,1660.0,1.0
43,2006,4300.0,1.0
43,2006,5630.0,0.93783301
43,2006,2630.0,1.0
43,2006,2690.0,1.0
43,2006,3540.0,1.0
43,2006,2397.0,0.59949934
43,2006,2675.0,0.96635514
43,2006,6210.0,1.0
43,2006,4515.0,1.0
43,2006,5770.0,0.94367415
43,2006,6125.0,1.0
43,2006,2800.0,0.97500002
43,2006,850.0,1.0
43,2006,1600.0,1.0
43,2006,1715.0,1.0
43,2006,3355.0,0.8628912
43,2006,2275.0,1.0
43,2006,4125.0,0.9757576
43,2006,2425.0,1.0
43,2006,2996.0,1.0
43,2006,2160.0,1.0
43,2006,840.0,1.0
43,2006,4410.0,1.0
43,2006,3155.0,1.0
43,2006,4360.0,0.8440367
43,2006,3417.0,1.0
43,2006,940.0,0.24468085
43,2006,3185.0,0.79591835
43,2006,2620.0,0.90839696
43,2006,2980.0,0.95134228
43,2006,2786.0,1.0
43,2006,1550.0,1.0
43,2006,3005.0,1.0
43,2006,1630.0,1.0
43,2006,3820.0,1.0
43,2006,3840.0,0.94791669
43,2006,1280.0,1.0
43,2006,1670.0,1.0
43,2006,5600.0,0.65178573
43,2006,600.0,1.0
43,2006,3690.0,0.9512195
43,2006,4424.0,0.98869801
43,2006,1975.0,1.0
43,2006,2260.0,1.0
43,2006,2510.0,1.0
43,2006,2955.0,0.76311338
43,2006,3420.0,1.0
43,2006,1098.0,1.0
43,2006,750.0,1.0
43,2006,3895.0,0.92297816
43,2006,745.0,1.0
43,2006,3560.0,0.83146065
43,2006,1085.0,0.83410138
43,2006,2630.0,0.70912546
43,2006,2975.0,0.93277311
43,2006,870.0,1.0
43,2006,3460.0,1.0
43,2006,5070.0,0.71893489
43,2006,4585.0,1.0
43,2006,4145.0,0.53196621
43,2006,3299.0,1.0
43,2006,2764.0,1.0
43,2006,4005.0,0.57802749
45,2006,3455.0,0.97105646
45,2006,6765.0,1.0
45,2006,3710.0,0.47439352
45,2006,6675.0,1.0
45,2006,2020.0,1.0
45,2006,1730.0,1.0
45,2006,3520.0,1.0
45,2006,4202.0,0.44026655
45,2006,750.0,1.0
45,2006,2690.0,1.0
45,2006,2920.0,1.0
45,2006,2020.0,1.0
45,2006,1700.0,1.0
45,2006,400.0,1.0
45,2006,2640.0,1.0
45,2006,5490.0,1.0
45,2006,2700.0,1.0
45,2006,2161.0,1.0
45,2006,2100.0,1.0
45,2006,4690.0,0.85074627
45,2006,1575.0,1.0
45,2006,4488.0,1.0
45,2006,2600.0,1.0
45,2006,630.0,1.0
45,2006,3300.0,1.0
45,2006,5054.0,1.0
45,2006,2910.0,1.0
45,2006,5875.0,1.0
45,2006,480.0,0.89583331
45,2006,2580.0,1.0
45,2006,320.0,1.0
45,2006,2050.0,1.0
45,2006,2695.0,1.0
45,2006,2296.0,1.0
45,2006,1030.0,1.0
45,2006,4240.0,0.9764151
45,2006,2180.0,1.0
45,2006,900.0,1.0
45,2006,800.0,1.0
45,2006,2585.0,1.0
45,2006,4460.0,1.0
45,2006,4650.0,1.0
45,2006,400.0,1.0
45,2006,1650.0,1.0
45,2006,2350.0,1.0
45,2006,1505.0,1.0
45,2006,2850.0,0.7368421
45,2006,6525.0,1.0
45,2006,3808.0,1.0
45,2006,5926.0,0.81100237
45,2006,5769.0,1.0
45,2006,4709.0,1.0
45,2006,6060.0,0.99174917
45,2006,2940.0,1.0
45,2006,5740.0,1.0
45,2006,3880.0,1.0
45,2006,1570.0,1.0
45,2006,3464.0,0.99422634
45,2006,4029.0,1.0
45,2006,3302.0,1.0
45,2006,800.0,0.625
45,2006,3830.0,0.83028722
45,2006,2600.0,1.0
45,2006,2300.0,1.0
45,2006,4242.0,1.0
45,2006,3990.0,0.91979951
45,2006,3240.0,1.0
45,2006,3580.0,1.0
45,2006,2250.0,1.0
45,2006,600.0,1.0
45,2006,6719.0,1.0
45,2006,770.0,1.0
45,2006,5653.0,0.92481869
45,2006,3135.0,1.0
45,2006,2060.0,1.0
45,2006,3750.0,1.0
45,2006,3805.0,1.0
45,2006,3158.0,1.0
45,2006,6470.0,1.0
45,2006,1316.0,1.0
45,2006,3690.0,1.0
45,2006,3470.0,0.86743516
45,2006,2150.0,1.0
45,2006,6450.0,1.0
45,2006,1450.0,1.0
45,2006,1000.0,1.0
45,2006,2335.0,1.0
45,2006,4380.0,0.93150687
45,2006,3390.0,1.0
45,2006,890.0,1.0
45,2006,3200.0,0.9375
45,2006,1918.0,1.0
45,2006,3600.0,1.0
45,2006,1580.0,1.0
45,2006,3100.0,1.0
45,2006,3234.0,0.90723562
45,2006,950.0,1.0
45,2006,2475.0,0.83838385
45,2006,1600.0,1.0
45,2006,1840.0,1.0
45,2006,1600.0,1.0
45,2006,4475.0,0.7385475
45,2006,4270.0,1.0
45,2006,4180.0,1.0
45,2006,3091.0,0.81559366
45,2006,5150.0,1.0
45,2006,300.0,1.0
45,2006,2000.0,1.0
45,2006,1965.0,1.0
45,2006,4775.0,1.0
45,2006,3385.0,1.0
45,2006,1460.0,1.0
45,2006,3520.0,1.0
45,2006,2345.0,1.0
45,2006,3455.0,1.0
45,2006,2070.0,1.0
45,2006,5615.0,0.73285842
45,2006,4270.0,0.88290399
45,2006,4115.0,0.89793438
45,2006,2810.0,1.0
45,2006,3860.0,0.98445594
45,2006,4400.0,1.0
45,2006,2689.0,1.0
45,2006,3600.0,1.0
45,2006,2385.0,1.0
45,2006,1395.0,1.0
45,2006,5080.0,1.0
45,2006,4820.0,1.0
45,2006,835.0,1.0
45,2006,3500.0,0.91428572
45,2006,7250.0,1.0
45,2006,2325.0,1.0
52,2006,1160.0,1.0
52,2006,4240.0,1.0
52,2006,3399.0,1.0
52,2006,3365.0,1.0
52,2006,3880.0,1.0
52,2006,900.0,1.0
52,2006,5580.0,0.95519716
52,2006,1170.0,1.0
52,2006,4250.0,1.0
52,2006,3065.0,1.0
52,2006,4835.0,0.94829369
52,2006,4130.0,1.0
52,2006,4480.0,1.0
52,2006,1960.0,1.0
52,2006,7025.0,1.0
52,2006,2970.0,1.0
52,2006,3775.0,0.91788077
52,2006,1900.0,1.0
52,2006,4825.0,1.0
52,2006,5585.0,1.0
52,2006,1470.0,1.0
52,2006,1730.0,1.0
52,2006,4720.0,0.94915253
52,2006,3350.0,0.95820898
52,2006,5253.0,1.0
52,2006,5285.0,0.76726586
52,2006,2900.0,1.0
52,2006,4170.0,0.71702635
52,2006,4240.0,0.94103771
52,2006,6170.0,1.0
52,2006,2790.0,0.97491038
52,2006,2470.0,1.0
52,2006,3150.0,1.0
52,2006,5120.0,0.84375
52,2006,3955.0,1.0
52,2006,5170.0,1.0
52,2006,4950.0,1.0
52,2006,4782.0,1.0
52,2006,1040.0,0.80769229
52,2006,2219.0,1.0
52,2006,4040.0,1.0
52,2006,4655.0,1.0
52,2006,850.0,1.0
52,2006,4276.0,1.0
52,2006,2920.0,1.0
52,2006,2350.0,1.0
52,2006,1646.0,0.72296476
52,2006,4195.0,1.0
52,2006,540.0,1.0
52,2006,4320.0,1.0
52,2006,1390.0,1.0
52,2006,791.0,1.0
52,2006,3340.0,1.0
52,2006,710.0,1.0
52,2006,4255.0,1.0
52,2006,4300.0,0.69069767
52,2006,3430.0,1.0
52,2006,1323.0,0.46334088
52,2006,1870.0,1.0
52,2006,3045.0,0.90804595
52,2006,4695.0,1.0
52,2006,3550.0,1.0
52,2006,2818.0,1.0
52,2006,2930.0,1.0
52,2006,3632.0,1.0
52,2006,2230.0,1.0
52,2006,4700.0,1.0
52,2006,2520.0,0.70039684
52,2006,4980.0,1.0
52,2006,2220.0,1.0
52,2006,580.0,1.0
52,2006,1800.0,1.0
52,2006,4020.0,1.0
52,2006,4300.0,1.0
52,2006,3745.0,0.91455275
52,2006,1800.0,1.0
52,2006,3305.0,0.97881997
52,2006,845.0,1.0
52,2006,1736.0,1.0
52,2006,3378.0,0.86264062
52,2006,720.0,1.0
52,2006,3176.0,0.87531483
52,2006,2135.0,0.71662766
52,2006,550.0,0.87272727
52,2006,2740.0,0.92700732
52,2006,5320.0,1.0
52,2006,4766.0,0.84053713
52,2006,4725.0,1.0
52,2006,2100.0,0.83333331
52,2006,4606.0,0.91293967
52,2006,7060.0,1.0
52,2006,4160.0,0.78605771
52,2006,4790.0,0.52192068
52,2006,990.0,0.84848487
52,2006,2790.0,1.0
52,2006,4220.0,0.7701422
52,2006,770.0,0.93506491
52,2006,7200.0,1.0
52,2006,2140.0,0.85981309
52,2006,2910.0,1.0
52,2006,3766.0,0.99973446
52,2006,2735.0,0.97623402
52,2006,2120.0,1.0
52,2006,3127.0,0.97249758
52,2006,751.0,1.0
52,2006,3099.0,0.95450145
52,2006,1580.0,1.0
52,2006,2430.0,0.97530866
52,2006,2030.0,0.31034482
52,2006,815.0,1.0
52,2006,460.0,1.0
52,2006,1898.0,1.0
52,2006,5900.0,1.0
52,2006,2539.0,0.77195746
52,2006,2950.0,1.0
52,2006,4381.0,0.95412004
52,2006,2340.0,0.80769229
52,2006,1450.0,1.0
52,2006,570.0,1.0
52,2006,4005.0,1.0
52,2006,950.0,1.0
52,2006,2540.0,0.90157479
52,2006,5590.0,1.0
52,2006,4030.0,1.0
52,2006,2015.0,0.79156327
52,2006,4360.0,1.0
52,2006,3530.0,1.0
52,2006,3470.0,0.97982711
52,2006,1540.0,1.0
52,2006,2355.0,1.0
52,2006,1050.0,1.0
52,2006,3609.0,1.0
52,2006,5510.0,1.0
52,2006,900.0,1.0
52,2006,3635.0,1.0
52,2006,3700.0,1.0
52,2006,1335.0,0.95131087
52,2006,1805.0,1.0
52,2006,4270.0,0.91334897
52,2006,4430.0,0.9548533
52,2006,2240.0,0.8660714
52,2006,3000.0,1.0
52,2006,2520.0,1.0
52,2006,4959.0,1.0
52,2006,3769.0,1.0
52,2006,4610.0,0.3362256
52,2006,5430.0,1.0
52,2006,1605.0,1.0
52,2006,4595.0,1.0
52,2006,7340.0,0.8910082
52,2006,805.0,0.86956519
52,2006,1745.0,0.98853868
52,2006,670.0,1.0
52,2006,1620.0,1.0
52,2006,1150.0,1.0
52,2006,4420.0,0.70588237
52,2006,840.0,0.39285713
52,2006,1945.0,1.0
52,2006,3160.0,0.90189874
52,2006,2241.0,0.9464525
52,2006,3335.0,0.74962521
52,2006,6140.0,1.0
52,2006,2234.0,0.75380486
52,2006,4620.0,1.0
52,2006,5805.0,1.0
52,2006,4480.0,0.8660714
52,2006,4425.0,1.0
52,2006,1200.0,1.0
52,2006,1220.0,1.0
52,2006,3201.0,0.95313966
52,2006,5290.0,1.0
52,2006,500.0,1.0
52,2006,3320.0,1.0
52,2006,890.0,0.60674155
21,2009,4290.0,1.0
21,2009,770.0,1.0
21,2009,3725.0,0.85100669
21,2009,4900.0,1.0
21,2009,1070.0,1.0
21,2009,1960.0,1.0
21,2009,1595.0,1.0
21,2009,2450.0,1.0
21,2009,2460.0,0.20325203
21,2009,434.0,0.36635944
21,2009,3800.0,1.0
21,2009,4630.0,1.0
21,2009,1030.0,1.0
21,2009,4350.0,0.7402299
21,2009,1955.0,1.0
21,2009,1070.0,1.0
21,2009,680.0,1.0
21,2009,1455.0,1.0
21,2009,4890.0,1.0
21,2009,1150.0,0.73478264
21,2009,2280.0,1.0
21,2009,2850.0,1.0
21,2009,1816.0,0.66960353
21,2009,1855.0,1.0
21,2009,2375.0,1.0
21,2009,2300.0,1.0
21,2009,1200.0,1.0
21,2009,3310.0,1.0
21,2009,1575.0,1.0
21,2009,3166.0,1.0
21,2009,1890.0,0.978836
21,2009,3310.0,1.0
21,2009,600.0,0.83333331
21,2009,2670.0,1.0
21,2009,1339.0,1.0
21,2009,1856.0,0.8383621
21,2009,730.0,1.0
21,2009,2260.0,1.0
21,2009,1672.0,1.0
21,2009,2100.0,1.0
21,2009,4535.0,1.0
21,2009,1870.0,1.0
21,2009,1800.0,1.0
21,2009,2830.0,0.62897527
21,2009,2206.0,1.0
21,2009,2810.0,0.83274019
21,2009,4170.0,1.0
21,2009,2761.0,0.85512495
21,2009,840.0,1.0
21,2009,4420.0,0.59728509
21,2009,3156.0,1.0
21,2009,2640.0,1.0
21,2009,3220.0,1.0
21,2009,2210.0,1.0
21,2009,3000.0,0.86666667
21,2009,1280.0,0.5625
21,2009,2850.0,1.0
21,2009,2700.0,0.7037037
21,2009,1840.0,0.5380435
21,2009,3844.0,1.0
21,2009,484.0,0.66942149
21,2009,4566.0,1.0
21,2009,4415.0,1.0
21,2009,6015.0,1.0
21,2009,4657.0,1.0
21,2009,2610.0,0.64367819
21,2009,3510.0,0.98575497
21,2009,2636.0,1.0
21,2009,3030.0,1.0
21,2009,1320.0,1.0
21,2009,735.0,0.59183675
21,2009,1340.0,1.0
21,2009,3310.0,1.0
21,2009,3570.0,0.62184876
21,2009,2275.0,0.86813188
21,2009,3900.0,1.0
21,2009,2000.0,0.75
21,2009,3463.0,1.0
21,2009,1985.0,1.0
21,2009,580.0,0.25862068
21,2009,1230.0,1.0
21,2009,1203.0,1.0
21,2009,2351.0,0.96597195
21,2009,3770.0,0.8408488
21,2009,2600.0,1.0
21,2009,2265.0,1.0
21,2009,1250.0,1.0
21,2009,2100.0,0.30000001
21,2009,2020.0,0.62871289
21,2009,2380.0,1.0
21,2009,4726.0,1.0
21,2009,4460.0,0.42376682
21,2009,3150.0,0.53968257
21,2009,1975.0,1.0
21,2009,3045.0,0.318555
21,2009,1195.0,0.46025103
21,2009,1200.0,1.0
21,2009,3290.0,1.0
21,2009,3780.0,0.74867725
21,2009,1905.0,0.65879267
21,2009,5790.0,1.0
21,2009,3885.0,1.0
21,2009,2140.0,0.95327103
21,2009,3040.0,1.0
21,2009,4422.0,0.26571688
21,2009,3160.0,0.87341774
21,2009,2720.0,1.0
21,2009,3650.0,1.0
21,2009,2060.0,1.0
21,2009,4902.0,0.88168097
21,2009,730.0,0.86301368
21,2009,265.0,1.0
21,2009,305.0,1.0
21,2009,535.0,0.47663552
21,2009,270.0,1.0
21,2009,100.0,1.0
21,2009,820.0,1.0
21,2009,1995.0,1.0
21,2009,845.0,1.0
21,2009,895.0,1.0
21,2009,455.0,1.0
21,2009,3030.0,1.0
21,2009,2110.0,1.0
21,2009,1460.0,0.82876712
21,2009,1420.0,0.29577464
21,2009,1460.0,1.0
21,2009,1330.0,0.88721806
21,2009,5020.0,0.96015936
21,2009,2350.0,1.0
21,2009,2375.0,0.85263157
21,2009,925.0,1.0
21,2009,2730.0,0.9241758
21,2009,2210.0,0.54751134
21,2009,4900.0,1.0
21,2009,3290.0,0.98480242
21,2009,5125.0,1.0
21,2009,3010.0,1.0
21,2009,5012.0,1.0
21,2009,2480.0,1.0
21,2009,3160.0,0.98417723
21,2009,905.0,1.0
21,2009,1707.0,1.0
21,2009,800.0,1.0
21,2009,640.0,0.6875
21,2009,3020.0,0.64900661
21,2009,1750.0,1.0
21,2009,472.0,1.0
21,2009,336.0,0.70238096
21,2009,1650.0,0.4848485
21,2009,2600.0,1.0
21,2009,1700.0,1.0
21,2009,4230.0,1.0
21,2009,1400.0,1.0
21,2009,1000.0,0.77999997
21,2009,1300.0,0.84615386
21,2009,1830.0,0.91803277
21,2009,3100.0,1.0
21,2009,3090.0,0.87055016
21,2009,2530.0,1.0
21,2009,3570.0,0.9579832
21,2009,5670.0,1.0
21,2009,1440.0,1.0
21,2009,1670.0,1.0
21,2009,2560.0,1.0
21,2009,1250.0,0.80000001
21,2009,3880.0,0.62628865
21,2009,2893.0,1.0
21,2009,4452.0,1.0
21,2009,3674.0,1.0
21,2009,2850.0,1.0
21,2009,2130.0,1.0
21,2009,1144.0,0.7508741
21,2009,1160.0,0.49137932
21,2009,2770.0,0.4404332
21,2009,5120.0,1.0
21,2009,2530.0,0.52569169
21,2009,2624.0,0.75228661
21,2009,4090.0,1.0
21,2009,1325.0,0.88679248
21,2009,1620.0,0.76234567
21,2009,2350.0,0.95744681
21,2009,3510.0,1.0
21,2009,2500.0,1.0
21,2009,1533.0,1.0
21,2009,1410.0,0.66666669
21,2009,3391.0,1.0
21,2009,2891.0,0.44621238
21,2009,2558.0,0.79280686
21,2009,2833.0,0.7529121
21,2009,564.0,0.49645391
21,2009,3102.0,0.83816892
21,2009,3290.0,0.70212764
21,2009,3610.0,0.97229916
21,2009,1665.0,1.0
21,2009,1620.0,1.0
21,2009,290.0,1.0
21,2009,2180.0,0.95412844
21,2009,5510.0,0.85299456
21,2009,3400.0,1.0
21,2009,8352.0,1.0
21,2009,3120.0,0.65705127
21,2009,675.0,0.64444447
21,2009,3800.0,1.0
21,2009,3770.0,1.0
21,2009,2610.0,0.92337167
21,2009,2468.0,0.93922204
21,2009,1995.0,1.0
21,2009,1713.0,0.89492118
21,2009,1700.0,1.0
21,2009,350.0,0.2857143
21,2009,2190.0,1.0
21,2009,3663.0,0.57657659
21,2009,2380.0,1.0
21,2009,3055.0,0.65957445
21,2009,1968.0,0.95934957
21,2009,2140.0,1.0
21,2009,4502.0,1.0
21,2009,970.0,1.0
21,2009,1083.0,1.0
21,2009,1970.0,1.0
21,2009,4104.0,1.0
21,2009,3855.0,1.0
21,2009,6695.0,1.0
21,2009,6495.0,1.0
21,2009,4895.0,1.0
21,2009,3500.0,1.0
21,2009,3635.0,1.0
21,2009,2700.0,0.8888889
21,2009,5475.0,1.0
21,2009,902.0,1.0
21,2009,2555.0,1.0
21,2009,1940.0,1.0
21,2009,1550.0,0.5354839
21,2009,2416.0,1.0
21,2009,955.0,1.0
21,2009,3820.0,1.0
21,2009,3646.0,1.0
21,2009,3171.0,1.0
21,2009,1485.0,1.0
21,2009,1655.0,1.0
21,2009,3360.0,0.95535713
21,2009,3755.0,1.0
21,2009,1158.0,0.81001729
21,2009,4600.0,1.0
21,2009,1510.0,1.0
21,2009,4720.0,1.0
21,2009,1520.0,1.0
21,2009,5958.0,0.56361192
21,2009,2325.0,0.8924731
21,2009,2178.0,0.93112946
23,2009,2984.0,1.0
23,2009,5820.0,0.97766322
23,2009,4660.0,1.0
23,2009,2630.0,1.0
23,2009,800.0,0.5
23,2009,1050.0,1.0
23,2009,2200.0,1.0
23,2009,3155.0,1.0
23,2009,2350.0,1.0
23,2009,4790.0,1.0
23,2009,2950.0,0.97288138
23,2009,1320.0,1.0
23,2009,1380.0,1.0
23,2009,4075.0,1.0
23,2009,2906.0,0.8675155
23,2009,3200.0,1.0
23,2009,4725.0,1.0
23,2009,2090.0,1.0
23,2009,1400.0,1.0
23,2009,920.0,0.94565219
23,2009,3615.0,0.98616874
23,2009,4425.0,1.0
23,2009,2675.0,1.0
23,2009,3690.0,1.0
23,2009,3060.0,1.0
23,2009,3595.0,1.0
23,2009,3550.0,0.95774651
23,2009,2700.0,1.0
23,2009,1565.0,1.0
23,2009,5145.0,1.0
23,2009,3210.0,1.0
23,2009,4455.0,1.0
23,2009,3250.0,0.96923077
23,2009,1400.0,1.0
23,2009,2540.0,1.0
23,2009,2990.0,0.79933113
23,2009,4770.0,1.0
23,2009,1960.0,1.0
23,2009,2015.0,1.0
23,2009,690.0,0.71014494
23,2009,2500.0,0.49200001
23,2009,4030.0,1.0
23,2009,905.0,1.0
23,2009,800.0,1.0
23,2009,2700.0,0.92592591
23,2009,4525.0,1.0
23,2009,3290.0,1.0
23,2009,4080.0,1.0
23,2009,3520.0,1.0
23,2009,4080.0,1.0
23,2009,990.0,1.0
23,2009,4750.0,0.95789474
23,2009,2345.0,1.0
23,2009,4320.0,1.0
23,2009,3050.0,1.0
23,2009,2030.0,1.0
23,2009,2295.0,1.0
23,2009,3070.0,1.0
23,2009,1423.0,0.77301478
23,2009,3015.0,1.0
23,2009,1800.0,1.0
23,2009,2930.0,1.0
23,2009,4430.0,1.0
23,2009,970.0,0.93814433
23,2009,800.0,1.0
23,2009,2920.0,0.48630136
23,2009,680.0,0.60294116
23,2009,4175.0,0.53532934
23,2009,1390.0,1.0
23,2009,3855.0,0.68871593
23,2009,2910.0,1.0
23,2009,4165.0,0.97599041
23,2009,650.0,1.0
23,2009,1630.0,1.0
23,2009,1700.0,1.0
23,2009,1300.0,1.0
23,2009,3710.0,0.94609165
23,2009,1450.0,0.94482756
23,2009,3150.0,1.0
23,2009,1530.0,1.0
23,2009,1900.0,0.66842103
23,2009,2000.0,1.0
23,2009,3030.0,0.9339934
23,2009,2740.0,1.0
23,2009,3770.0,1.0
23,2009,3740.0,0.85294116
23,2009,2540.0,1.0
23,2009,2310.0,0.60606062
23,2009,3120.0,0.91025639
23,2009,1550.0,1.0
23,2009,700.0,1.0
23,2009,5205.0,1.0
23,2009,500.0,1.0
23,2009,1750.0,0.44
23,2009,4191.0,1.0
23,2009,875.0,1.0
23,2009,3180.0,1.0
23,2009,1090.0,1.0
23,2009,2000.0,1.0
23,2009,5025.0,1.0
23,2009,2000.0,1.0
23,2009,4170.0,0.38848922
23,2009,1800.0,1.0
23,2009,3610.0,0.69806093
23,2009,750.0,1.0
23,2009,940.0,1.0
23,2009,3785.0,1.0
23,2009,1600.0,1.0
23,2009,1250.0,1.0
23,2009,625.0,1.0
23,2009,3325.0,1.0
23,2009,1530.0,0.49673203
23,2009,2595.0,1.0
23,2009,2990.0,1.0
23,2009,2620.0,1.0
23,2009,1250.0,1.0
23,2009,5650.0,1.0
23,2009,700.0,1.0
23,2009,2160.0,1.0
23,2009,7325.0,1.0
23,2009,730.0,0.72602737
23,2009,5605.0,1.0
23,2009,2040.0,1.0
23,2009,2040.0,1.0
23,2009,1480.0,1.0
23,2009,5230.0,1.0
23,2009,2700.0,1.0
23,2009,2680.0,0.64925373
23,2009,2400.0,1.0
23,2009,1100.0,1.0
23,2009,1310.0,1.0
23,2009,3740.0,1.0
23,2009,3740.0,1.0
23,2009,900.0,1.0
23,2009,4300.0,1.0
23,2009,3297.0,0.80285108
23,2009,3300.0,1.0
23,2009,3450.0,1.0
23,2009,4355.0,1.0
23,2009,4530.0,1.0
23,2009,2660.0,1.0
23,2009,1790.0,1.0
23,2009,1890.0,1.0
23,2009,1750.0,1.0
23,2009,2100.0,1.0
23,2009,1070.0,1.0
23,2009,3600.0,1.0
23,2009,4215.0,1.0
23,2009,2850.0,0.69824558
23,2009,2750.0,0.17454545
23,2009,1620.0,1.0
23,2009,3690.0,0.98644984
23,2009,2670.0,1.0
23,2009,3910.0,1.0
23,2009,2650.0,1.0
23,2009,1895.0,0.89445913
23,2009,1100.0,1.0
23,2009,2930.0,0.96587032
23,2009,4210.0,1.0
23,2009,830.0,1.0
23,2009,450.0,0.33333334
23,2009,2100.0,0.61904764
23,2009,4770.0,1.0
23,2009,5110.0,1.0
23,2009,3360.0,1.0
