T1,wave,total_牛羊肉,ratio_牛羊肉
45,2009,100.0,1.0
45,2009,50.0,1.0
45,2009,90.0,1.0
45,2009,70.0,1.0
45,2009,100.0,1.0
45,2009,311.0,1.0
45,2009,50.0,1.0
45,2009,100.0,1.0
45,2009,61.0,1.0
45,2009,152.0,1.0
45,2009,50.0,1.0
45,2009,200.0,1.0
45,2009,86.0,1.0
45,2009,100.0,1.0
45,2009,450.0,0.8888888888888888
45,2009,100.0,1.0
45,2009,50.0,0.0
45,2009,50.0,1.0
52,2009,250.0,0.8
52,2009,100.0,0.0
52,2009,180.0,1.0
52,2009,50.0,1.0
52,2009,60.0,1.0
52,2009,150.0,0.0
52,2009,350.0,0.0
52,2009,30.0,0.0
52,2009,200.0,1.0
52,2009,50.0,0.0
52,2009,100.0,1.0
52,2009,20.0,0.0
52,2009,250.0,1.0
52,2009,400.0,0.875
52,2009,75.0,0.0
52,2009,300.0,0.5
52,2009,200.0,0.5
52,2009,50.0,0.0
52,2009,500.0,1.0
52,2009,700.0,1.0
52,2009,100.0,0.0
52,2009,150.0,1.0
52,2009,110.0,0.0
52,2009,100.0,0.0
52,2009,25.0,0.0
52,2009,50.0,0.0
52,2009,70.0,0.7142857142857143
52,2009,100.0,0.0
52,2009,300.0,1.0
52,2009,100.0,1.0
52,2009,30.0,0.0
52,2009,190.0,0.2631578947368421
52,2009,70.0,0.0
52,2009,150.0,1.0
52,2009,110.0,1.0
52,2009,500.0,0.8
52,2009,65.0,1.0
52,2009,30.0,0.0
52,2009,95.0,0.0
52,2009,100.0,1.0
52,2009,50.0,1.0
52,2009,15.0,0.0
52,2009,45.0,0.0
52,2009,200.0,1.0
52,2009,200.0,1.0
52,2009,900.0,0.7222222222222222
52,2009,60.0,0.0
52,2009,150.0,1.0
52,2009,300.0,0.0
52,2009,230.0,1.0
52,2009,30.0,0.0
52,2009,250.0,0.8
52,2009,25.0,0.0
52,2009,10.0,1.0
52,2009,10.0,1.0
52,2009,250.0,1.0
52,2009,100.0,1.0
52,2009,100.0,1.0
52,2009,190.0,0.0
11,2011,100.0,1.0
11,2011,50.0,0.0
11,2011,156.0,1.0
11,2011,100.0,0.0
11,2011,280.0,1.0
11,2011,150.0,1.0
11,2011,120.0,0.8333333333333334
11,2011,150.0,0.0
11,2011,250.0,0.2
11,2011,25.0,1.0
11,2011,100.0,0.0
11,2011,300.0,1.0
11,2011,70.0,0.0
11,2011,90.0,0.0
11,2011,90.0,0.7777777777777778
11,2011,50.0,1.0
11,2011,50.0,1.0
11,2011,150.0,0.0
11,2011,40.0,0.0
11,2011,25.0,0.0
11,2011,100.0,1.0
11,2011,50.0,1.0
11,2011,70.0,1.0
11,2011,230.0,1.0
11,2011,50.0,0.0
11,2011,300.0,1.0
11,2011,150.0,0.0
11,2011,75.0,1.0
11,2011,100.0,0.0
11,2011,100.0,1.0
11,2011,200.0,1.0
11,2011,50.0,0.0
11,2011,400.0,0.0
11,2011,40.0,0.0
11,2011,35.0,1.0
11,2011,100.0,1.0
11,2011,150.0,1.0
11,2011,100.0,1.0
11,2011,200.0,1.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,200.0,1.0
11,2011,150.0,1.0
11,2011,100.0,0.0
11,2011,120.0,1.0
11,2011,150.0,1.0
11,2011,50.0,1.0
11,2011,100.0,1.0
11,2011,20.0,0.0
11,2011,150.0,1.0
11,2011,150.0,1.0
11,2011,160.0,1.0
11,2011,150.0,0.6666666666666666
11,2011,300.0,1.0
11,2011,40.0,1.0
11,2011,50.0,0.0
11,2011,800.0,0.375
11,2011,20.0,0.0
11,2011,50.0,1.0
11,2011,100.0,0.0
11,2011,50.0,1.0
11,2011,80.0,0.0
11,2011,150.0,1.0
11,2011,370.0,0.32432432432432434
11,2011,256.0,1.0
11,2011,250.0,0.4
11,2011,25.0,0.0
11,2011,100.0,1.0
11,2011,100.0,0.0
11,2011,300.0,1.0
11,2011,40.0,1.0
11,2011,100.0,1.0
11,2011,150.0,1.0
11,2011,200.0,1.0
11,2011,300.0,1.0
11,2011,500.0,0.4
11,2011,170.0,0.5294117647058824
11,2011,350.0,1.0
11,2011,50.0,1.0
11,2011,300.0,0.5
11,2011,150.0,1.0
11,2011,110.0,1.0
11,2011,150.0,1.0
11,2011,170.0,1.0
11,2011,100.0,1.0
11,2011,222.0,1.0
11,2011,100.0,0.0
11,2011,100.0,1.0
11,2011,50.0,0.0
11,2011,100.0,1.0
11,2011,70.0,1.0
11,2011,50.0,0.0
11,2011,200.0,1.0
11,2011,50.0,1.0
11,2011,300.0,0.0
11,2011,210.0,0.2857142857142857
11,2011,100.0,1.0
11,2011,85.0,1.0
11,2011,460.0,0.5
11,2011,200.0,0.25
11,2011,200.0,1.0
11,2011,100.0,0.0
11,2011,30.0,1.0
11,2011,100.0,1.0
11,2011,50.0,1.0
11,2011,40.0,1.0
11,2011,200.0,0.0
11,2011,20.0,0.0
11,2011,90.0,1.0
11,2011,150.0,0.0
11,2011,30.0,1.0
11,2011,200.0,0.5
11,2011,50.0,1.0
11,2011,400.0,1.0
11,2011,50.0,0.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,100.0,0.0
11,2011,140.0,0.5
11,2011,135.0,0.4074074074074074
11,2011,200.0,1.0
11,2011,150.0,1.0
11,2011,80.0,1.0
11,2011,100.0,1.0
11,2011,50.0,0.0
11,2011,80.0,0.0
11,2011,170.0,1.0
11,2011,100.0,1.0
11,2011,200.0,0.0
11,2011,50.0,1.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,75.0,0.0
11,2011,80.0,1.0
11,2011,200.0,1.0
11,2011,100.0,0.0
11,2011,120.0,1.0
11,2011,50.0,0.0
11,2011,350.0,1.0
11,2011,150.0,1.0
11,2011,30.0,1.0
11,2011,100.0,1.0
11,2011,50.0,0.0
11,2011,200.0,1.0
11,2011,170.0,0.0
11,2011,100.0,1.0
11,2011,15.0,1.0
11,2011,10.0,0.0
11,2011,60.0,1.0
11,2011,50.0,1.0
11,2011,70.0,1.0
11,2011,80.0,1.0
11,2011,50.0,1.0
11,2011,100.0,1.0
11,2011,350.0,0.0
11,2011,150.0,0.0
11,2011,150.0,1.0
11,2011,200.0,1.0
11,2011,80.0,0.0
11,2011,200.0,1.0
11,2011,80.0,1.0
11,2011,300.0,1.0
11,2011,100.0,1.0
11,2011,200.0,1.0
11,2011,50.0,1.0
11,2011,110.0,0.45454545454545453
11,2011,480.0,0.9375
11,2011,50.0,0.0
11,2011,150.0,1.0
11,2011,300.0,0.0
11,2011,50.0,0.0
11,2011,280.0,1.0
11,2011,160.0,0.5
11,2011,100.0,0.0
11,2011,250.0,1.0
11,2011,150.0,0.0
11,2011,100.0,1.0
11,2011,100.0,0.0
11,2011,25.0,1.0
11,2011,100.0,1.0
11,2011,280.0,0.0
11,2011,60.0,0.0
11,2011,200.0,1.0
11,2011,100.0,0.0
11,2011,100.0,1.0
11,2011,50.0,1.0
11,2011,400.0,0.625
11,2011,100.0,1.0
11,2011,50.0,0.0
11,2011,50.0,1.0
11,2011,350.0,0.8571428571428571
11,2011,400.0,0.0
11,2011,200.0,0.0
11,2011,25.0,0.0
11,2011,290.0,0.5517241379310345
11,2011,450.0,0.6666666666666666
11,2011,300.0,1.0
11,2011,150.0,1.0
11,2011,90.0,1.0
11,2011,200.0,1.0
11,2011,35.0,1.0
11,2011,80.0,1.0
11,2011,120.0,1.0
11,2011,20.0,0.0
11,2011,400.0,0.0
11,2011,50.0,1.0
11,2011,100.0,1.0
11,2011,780.0,0.6410256410256411
11,2011,700.0,1.0
11,2011,700.0,0.0
11,2011,20.0,0.0
11,2011,50.0,1.0
11,2011,30.0,1.0
11,2011,80.0,1.0
11,2011,100.0,1.0
11,2011,55.0,0.0
11,2011,100.0,1.0
11,2011,30.0,0.0
11,2011,100.0,0.0
11,2011,100.0,0.0
11,2011,100.0,1.0
11,2011,150.0,1.0
11,2011,240.0,1.0
11,2011,350.0,0.0
11,2011,90.0,0.4444444444444444
11,2011,200.0,0.0
11,2011,100.0,0.0
11,2011,40.0,0.0
11,2011,100.0,1.0
11,2011,200.0,1.0
11,2011,180.0,0.5555555555555556
11,2011,30.0,0.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,50.0,1.0
11,2011,200.0,0.0
11,2011,150.0,1.0
11,2011,15.0,0.0
11,2011,150.0,0.5333333333333333
11,2011,50.0,1.0
11,2011,200.0,0.25
11,2011,120.0,0.5833333333333334
11,2011,50.0,1.0
11,2011,300.0,1.0
11,2011,250.0,1.0
11,2011,225.0,1.0
11,2011,50.0,0.0
11,2011,70.0,0.42857142857142855
11,2011,40.0,0.0
11,2011,250.0,1.0
11,2011,50.0,0.0
11,2011,326.0,0.0
11,2011,700.0,1.0
11,2011,10.0,0.0
11,2011,200.0,1.0
11,2011,200.0,1.0
11,2011,100.0,1.0
11,2011,100.0,0.0
11,2011,210.0,0.2857142857142857
11,2011,50.0,1.0
11,2011,40.0,1.0
11,2011,300.0,1.0
11,2011,150.0,1.0
11,2011,50.0,1.0
11,2011,20.0,1.0
11,2011,15.0,1.0
11,2011,100.0,1.0
11,2011,10.0,0.0
11,2011,330.0,0.9090909090909091
11,2011,10.0,1.0
11,2011,40.0,1.0
11,2011,70.0,1.0
11,2011,400.0,1.0
11,2011,187.0,1.0
11,2011,200.0,1.0
11,2011,30.0,0.0
11,2011,110.0,1.0
11,2011,150.0,1.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,50.0,1.0
11,2011,300.0,1.0
11,2011,200.0,1.0
11,2011,130.0,1.0
11,2011,50.0,0.0
11,2011,50.0,1.0
11,2011,230.0,0.5652173913043478
11,2011,100.0,1.0
11,2011,100.0,0.0
11,2011,200.0,0.0
11,2011,150.0,1.0
11,2011,50.0,1.0
11,2011,200.0,1.0
11,2011,200.0,1.0
11,2011,210.0,0.42857142857142855
11,2011,50.0,1.0
11,2011,50.0,1.0
11,2011,50.0,0.0
11,2011,260.0,0.3076923076923077
11,2011,75.0,1.0
11,2011,150.0,1.0
11,2011,130.0,0.7692307692307693
11,2011,10.0,1.0
11,2011,40.0,1.0
11,2011,50.0,1.0
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,200.0,1.0
11,2011,80.0,0.0
11,2011,100.0,1.0
11,2011,30.0,1.0
11,2011,280.0,1.0
11,2011,420.0,1.0
11,2011,250.0,1.0
11,2011,50.0,1.0
11,2011,100.0,1.0
11,2011,50.0,0.0
11,2011,300.0,0.0
11,2011,50.0,1.0
11,2011,200.0,1.0
11,2011,40.0,1.0
11,2011,50.0,0.0
11,2011,200.0,0.0
11,2011,150.0,0.0
11,2011,55.0,1.0
11,2011,70.0,1.0
11,2011,100.0,1.0
11,2011,150.0,1.0
11,2011,85.0,1.0
11,2011,200.0,1.0
11,2011,50.0,1.0
11,2011,50.0,0.0
11,2011,150.0,1.0
11,2011,70.0,0.0
11,2011,325.0,0.0
11,2011,300.0,1.0
11,2011,160.0,0.0
11,2011,50.0,1.0
11,2011,50.0,1.0
11,2011,110.0,1.0
11,2011,50.0,1.0
11,2011,80.0,0.0
11,2011,200.0,1.0
11,2011,207.0,1.0
11,2011,300.0,1.0
11,2011,400.0,0.625
11,2011,170.0,0.11764705882352941
11,2011,350.0,1.0
11,2011,50.0,1.0
11,2011,20.0,0.0
11,2011,190.0,0.8421052631578947
11,2011,150.0,1.0
11,2011,190.0,0.21052631578947367
11,2011,130.0,1.0
11,2011,250.0,0.4
11,2011,100.0,1.0
11,2011,100.0,1.0
11,2011,210.0,0.2857142857142857
11,2011,158.0,1.0
11,2011,50.0,0.0
11,2011,120.0,1.0
11,2011,100.0,1.0
11,2011,240.0,0.0
21,2011,200.0,0.0
21,2011,500.0,1.0
21,2011,400.0,1.0
21,2011,150.0,0.0
21,2011,200.0,1.0
21,2011,250.0,0.0
21,2011,300.0,1.0
21,2011,200.0,1.0
21,2011,250.0,1.0
21,2011,180.0,1.0
21,2011,80.0,0.625
21,2011,80.0,1.0
21,2011,100.0,1.0
21,2011,100.0,1.0
21,2011,150.0,1.0
21,2011,70.0,0.0
21,2011,325.0,1.0
21,2011,100.0,0.0
21,2011,1120.0,0.375
21,2011,50.0,1.0
21,2011,300.0,1.0
21,2011,300.0,1.0
21,2011,100.0,1.0
21,2011,800.0,1.0
21,2011,200.0,1.0
21,2011,250.0,1.0
21,2011,190.0,0.47368421052631576
21,2011,250.0,1.0
21,2011,100.0,1.0
21,2011,20.0,0.0
21,2011,80.0,1.0
21,2011,100.0,1.0
21,2011,600.0,1.0
21,2011,150.0,1.0
21,2011,100.0,1.0
21,2011,920.0,0.9239130434782609
21,2011,200.0,1.0
21,2011,150.0,0.0
21,2011,250.0,0.2
21,2011,560.0,1.0
21,2011,50.0,1.0
21,2011,230.0,1.0
21,2011,100.0,1.0
21,2011,200.0,1.0
21,2011,310.0,1.0
21,2011,50.0,1.0
21,2011,350.0,1.0
21,2011,20.0,1.0
21,2011,250.0,1.0
21,2011,200.0,1.0
21,2011,1000.0,0.95
21,2011,300.0,1.0
21,2011,220.0,1.0
21,2011,305.0,1.0
21,2011,150.0,1.0
21,2011,900.0,0.2777777777777778
21,2011,300.0,1.0
21,2011,100.0,1.0
21,2011,190.0,1.0
21,2011,220.0,1.0
21,2011,200.0,1.0
21,2011,180.0,0.16666666666666666
21,2011,100.0,1.0
21,2011,200.0,1.0
21,2011,150.0,0.0
21,2011,150.0,0.3333333333333333
21,2011,600.0,1.0
21,2011,30.0,0.0
21,2011,50.0,1.0
21,2011,100.0,1.0
21,2011,100.0,0.0
21,2011,100.0,1.0
21,2011,100.0,1.0
21,2011,50.0,0.0
21,2011,250.0,1.0
21,2011,50.0,1.0
23,2011,300.0,1.0
23,2011,50.0,1.0
23,2011,100.0,1.0
23,2011,50.0,1.0
23,2011,100.0,1.0
23,2011,100.0,0.0
23,2011,300.0,1.0
23,2011,250.0,1.0
23,2011,50.0,1.0
23,2011,100.0,1.0
23,2011,60.0,1.0
23,2011,50.0,1.0
23,2011,300.0,1.0
23,2011,150.0,1.0
23,2011,200.0,1.0
23,2011,100.0,1.0
23,2011,150.0,1.0
23,2011,100.0,1.0
23,2011,200.0,1.0
23,2011,250.0,0.2
23,2011,50.0,1.0
23,2011,300.0,1.0
23,2011,100.0,1.0
23,2011,100.0,1.0
23,2011,150.0,1.0
23,2011,100.0,1.0
23,2011,200.0,1.0
23,2011,70.0,1.0
23,2011,50.0,1.0
23,2011,350.0,1.0
23,2011,210.0,1.0
23,2011,50.0,1.0
23,2011,100.0,1.0
23,2011,100.0,1.0
23,2011,100.0,1.0
23,2011,50.0,1.0
23,2011,200.0,1.0
23,2011,550.0,0.5454545454545454
23,2011,185.0,1.0
23,2011,200.0,1.0
23,2011,150.0,1.0
23,2011,200.0,1.0
23,2011,50.0,1.0
23,2011,200.0,0.0
23,2011,100.0,1.0
23,2011,200.0,1.0
23,2011,30.0,1.0
23,2011,280.0,0.6428571428571429
23,2011,50.0,1.0
23,2011,450.0,1.0
23,2011,100.0,1.0
23,2011,600.0,0.5
23,2011,200.0,1.0
23,2011,260.0,0.6538461538461539
23,2011,220.0,1.0
32,2011,100.0,1.0
32,2011,100.0,0.0
32,2011,50.0,1.0
32,2011,50.0,1.0
32,2011,125.0,1.0
32,2011,70.0,1.0
32,2011,140.0,1.0
32,2011,45.0,0.0
32,2011,20.0,0.0
32,2011,250.0,1.0
32,2011,100.0,0.0
32,2011,200.0,1.0
32,2011,20.0,1.0
32,2011,100.0,1.0
32,2011,100.0,1.0
32,2011,264.0,1.0
32,2011,100.0,0.0
32,2011,400.0,0.375
32,2011,445.0,0.550561797752809
32,2011,130.0,0.7692307692307693
32,2011,100.0,1.0
32,2011,50.0,1.0
32,2011,280.0,1.0
32,2011,400.0,1.0
32,2011,205.0,1.0
32,2011,150.0,1.0
32,2011,175.0,0.45714285714285713
32,2011,50.0,0.0
32,2011,40.0,0.0
32,2011,100.0,1.0
32,2011,600.0,0.75
32,2011,50.0,0.0
32,2011,216.0,1.0
32,2011,100.0,1.0
32,2011,125.0,1.0
32,2011,150.0,1.0
32,2011,40.0,1.0
32,2011,370.0,0.40540540540540543
32,2011,165.0,0.0
32,2011,90.0,0.0
32,2011,100.0,0.0
32,2011,150.0,1.0
32,2011,50.0,0.0
32,2011,500.0,0.8
32,2011,60.0,1.0
32,2011,60.0,1.0
32,2011,50.0,1.0
32,2011,450.0,0.7111111111111111
32,2011,40.0,1.0
32,2011,150.0,0.6666666666666666
32,2011,100.0,1.0
32,2011,300.0,1.0
32,2011,100.0,0.0
32,2011,215.0,1.0
32,2011,345.0,0.6086956521739131
32,2011,75.0,0.0
32,2011,30.0,0.0
32,2011,550.0,1.0
32,2011,190.0,1.0
32,2011,445.0,1.0
32,2011,60.0,1.0
32,2011,60.0,1.0
32,2011,100.0,1.0
32,2011,130.0,0.6153846153846154
32,2011,100.0,0.0
32,2011,300.0,1.0
32,2011,150.0,1.0
32,2011,45.0,0.0
32,2011,100.0,1.0
32,2011,100.0,0.0
32,2011,100.0,1.0
32,2011,50.0,0.0
32,2011,70.0,1.0
32,2011,400.0,1.0
32,2011,266.0,1.0
32,2011,340.0,1.0
32,2011,200.0,1.0
32,2011,130.0,0.0
32,2011,80.0,0.0
32,2011,200.0,1.0
32,2011,140.0,1.0
32,2011,280.0,0.7142857142857143
32,2011,255.0,1.0
32,2011,90.0,0.0
32,2011,125.0,0.4
32,2011,60.0,1.0
32,2011,90.0,1.0
32,2011,275.0,0.6363636363636364
32,2011,25.0,1.0
32,2011,220.0,0.5454545454545454
32,2011,50.0,1.0
32,2011,250.0,1.0
32,2011,350.0,0.7142857142857143
32,2011,250.0,1.0
37,2011,50.0,0.6
37,2011,100.0,1.0
37,2011,250.0,1.0
37,2011,400.0,1.0
37,2011,220.0,1.0
37,2011,150.0,1.0
37,2011,300.0,1.0
37,2011,30.0,1.0
37,2011,180.0,1.0
37,2011,490.0,1.0
37,2011,80.0,1.0
37,2011,200.0,1.0
37,2011,100.0,0.0
37,2011,350.0,0.0
37,2011,200.0,1.0
37,2011,198.0,1.0
37,2011,100.0,0.0
37,2011,330.0,1.0
37,2011,525.0,0.0
37,2011,100.0,1.0
37,2011,420.0,1.0
37,2011,200.0,1.0
37,2011,20.0,1.0
37,2011,20.0,1.0
37,2011,200.0,1.0
37,2011,500.0,1.0
37,2011,150.0,1.0
37,2011,150.0,1.0
37,2011,600.0,1.0
37,2011,150.0,1.0
37,2011,50.0,1.0
37,2011,120.0,0.0
37,2011,120.0,1.0
37,2011,600.0,0.75
37,2011,120.0,1.0
37,2011,360.0,1.0
37,2011,240.0,1.0
37,2011,230.0,1.0
37,2011,100.0,1.0
37,2011,200.0,1.0
37,2011,150.0,0.0
37,2011,250.0,1.0
37,2011,90.0,1.0
37,2011,500.0,0.0
37,2011,100.0,1.0
37,2011,80.0,0.0
37,2011,250.0,1.0
37,2011,250.0,1.0
37,2011,175.0,0.0
37,2011,330.0,1.0
37,2011,100.0,1.0
37,2011,50.0,0.0
41,2011,70.0,1.0
41,2011,750.0,1.0
41,2011,25.0,0.0
41,2011,10.0,0.0
41,2011,200.0,1.0
41,2011,200.0,1.0
41,2011,80.0,0.0
41,2011,200.0,1.0
41,2011,8.0,1.0
41,2011,120.0,0.0
41,2011,170.0,0.5882352941176471
41,2011,100.0,1.0
41,2011,50.0,0.0
41,2011,120.0,1.0
41,2011,100.0,1.0
41,2011,180.0,0.0
41,2011,20.0,1.0
41,2011,30.0,0.0
41,2011,80.0,0.0
41,2011,50.0,1.0
41,2011,30.0,0.0
41,2011,125.0,1.0
41,2011,60.0,1.0
41,2011,250.0,1.0
41,2011,20.0,1.0
41,2011,90.0,0.0
41,2011,130.0,1.0
41,2011,50.0,0.0
41,2011,50.0,0.0
41,2011,100.0,0.0
41,2011,100.0,1.0
41,2011,100.0,0.0
41,2011,50.0,0.0
41,2011,50.0,0.0
41,2011,60.0,1.0
41,2011,100.0,0.0
41,2011,450.0,1.0
41,2011,80.0,1.0
41,2011,20.0,0.0
41,2011,100.0,1.0
41,2011,300.0,0.8333333333333334
41,2011,50.0,1.0
41,2011,310.0,0.8387096774193549
41,2011,150.0,0.0
41,2011,750.0,1.0
41,2011,100.0,1.0
41,2011,100.0,0.0
41,2011,80.0,0.0
42,2011,50.0,0.0
42,2011,210.0,1.0
42,2011,100.0,1.0
42,2011,450.0,1.0
42,2011,50.0,0.0
42,2011,250.0,0.0
42,2011,150.0,0.0
42,2011,200.0,1.0
42,2011,170.0,0.8823529411764706
42,2011,331.0,1.0
42,2011,60.0,0.0
42,2011,250.0,0.8
42,2011,210.0,1.0
42,2011,100.0,0.0
42,2011,100.0,1.0
42,2011,50.0,1.0
42,2011,205.0,0.7317073170731707
42,2011,450.0,1.0
42,2011,100.0,1.0
42,2011,100.0,0.5
42,2011,50.0,1.0
42,2011,100.0,1.0
42,2011,90.0,1.0
42,2011,100.0,1.0
42,2011,325.0,0.12307692307692308
42,2011,210.0,0.9523809523809523
42,2011,60.0,1.0
42,2011,50.0,0.0
42,2011,10.0,0.0
42,2011,80.0,1.0
42,2011,730.0,0.863013698630137
42,2011,200.0,1.0
42,2011,390.0,0.6153846153846154
42,2011,325.0,1.0
42,2011,175.0,0.0
42,2011,100.0,1.0
42,2011,60.0,0.0
42,2011,180.0,0.8333333333333334
42,2011,150.0,0.6666666666666666
42,2011,800.0,0.975
42,2011,50.0,0.0
42,2011,80.0,0.0
42,2011,160.0,0.0
42,2011,150.0,0.0
42,2011,50.0,1.0
42,2011,150.0,0.0
42,2011,50.0,0.0
42,2011,20.0,0.0
42,2011,850.0,1.0
42,2011,200.0,1.0
42,2011,50.0,1.0
42,2011,100.0,1.0
42,2011,150.0,0.0
42,2011,20.0,1.0
42,2011,50.0,0.0
42,2011,40.0,0.0
42,2011,80.0,1.0
42,2011,15.0,0.0
42,2011,200.0,1.0
42,2011,120.0,0.16666666666666666
42,2011,60.0,0.0
42,2011,50.0,0.0
42,2011,305.0,0.9016393442622951
42,2011,150.0,1.0
42,2011,170.0,0.9411764705882353
42,2011,175.0,0.8571428571428571
42,2011,140.0,0.7142857142857143
42,2011,700.0,1.0
43,2011,160.0,1.0
43,2011,130.0,1.0
43,2011,290.0,1.0
43,2011,276.0,0.9094202898550725
43,2011,50.0,0.0
43,2011,70.0,0.0
43,2011,230.0,0.6521739130434783
43,2011,140.0,1.0
43,2011,290.0,1.0
43,2011,100.0,0.5
43,2011,90.0,1.0
43,2011,150.0,1.0
43,2011,25.0,0.0
43,2011,40.0,0.0
43,2011,80.0,1.0
43,2011,500.0,1.0
43,2011,250.0,0.8
43,2011,560.0,1.0
43,2011,100.0,0.5
43,2011,100.0,1.0
43,2011,100.0,0.0
43,2011,50.0,0.0
43,2011,420.0,0.5714285714285714
43,2011,280.0,1.0
43,2011,100.0,1.0
43,2011,120.0,1.0
43,2011,80.0,0.0
43,2011,280.0,0.0
43,2011,220.0,1.0
43,2011,100.0,1.0
43,2011,150.0,1.0
43,2011,150.0,0.0
43,2011,300.0,1.0
43,2011,200.0,0.6
43,2011,50.0,0.0
43,2011,80.0,1.0
43,2011,120.0,1.0
43,2011,100.0,0.0
43,2011,290.0,0.896551724137931
43,2011,130.0,1.0
43,2011,155.0,1.0
43,2011,100.0,0.0
43,2011,200.0,1.0
43,2011,260.0,1.0
43,2011,300.0,1.0
43,2011,545.0,1.0
43,2011,100.0,1.0
43,2011,100.0,1.0
43,2011,865.0,1.0
43,2011,100.0,0.5
43,2011,110.0,0.0
43,2011,100.0,1.0
43,2011,60.0,0.0
43,2011,200.0,0.5
43,2011,270.0,1.0
43,2011,150.0,1.0
43,2011,200.0,1.0
43,2011,62.0,1.0
43,2011,150.0,0.0
43,2011,250.0,0.0
43,2011,50.0,1.0
43,2011,230.0,1.0
43,2011,322.0,0.0
43,2011,400.0,0.875
43,2011,110.0,1.0
43,2011,220.0,1.0
43,2011,210.0,0.5238095238095238
43,2011,75.0,1.0
43,2011,150.0,1.0
43,2011,260.0,1.0
43,2011,300.0,1.0
43,2011,230.0,0.5652173913043478
43,2011,80.0,1.0
43,2011,100.0,1.0
43,2011,180.0,0.4444444444444444
43,2011,50.0,1.0
43,2011,80.0,1.0
43,2011,270.0,1.0
43,2011,180.0,1.0
43,2011,360.0,1.0
43,2011,300.0,1.0
43,2011,200.0,1.0
43,2011,320.0,1.0
43,2011,1280.0,1.0
43,2011,144.0,1.0
43,2011,150.0,1.0
43,2011,500.0,0.9
43,2011,100.0,1.0
43,2011,40.0,1.0
43,2011,200.0,1.0
43,2011,200.0,0.5
43,2011,150.0,1.0
45,2011,300.0,1.0
45,2011,170.0,1.0
45,2011,50.0,1.0
45,2011,250.0,1.0
45,2011,150.0,1.0
45,2011,50.0,1.0
45,2011,100.0,1.0
45,2011,206.0,1.0
45,2011,174.0,1.0
45,2011,50.0,1.0
45,2011,301.0,1.0
45,2011,180.0,1.0
45,2011,289.0,1.0
45,2011,200.0,0.75
45,2011,100.0,1.0
45,2011,100.0,1.0
45,2011,300.0,1.0
45,2011,275.0,1.0
45,2011,150.0,0.0
45,2011,100.0,1.0
45,2011,25.0,1.0
45,2011,250.0,0.6
45,2011,40.0,0.0
45,2011,50.0,1.0
45,2011,90.0,1.0
45,2011,100.0,1.0
45,2011,100.0,1.0
45,2011,100.0,1.0
45,2011,230.0,1.0
45,2011,80.0,1.0
45,2011,100.0,1.0
45,2011,250.0,1.0
45,2011,130.0,0.38461538461538464
45,2011,195.0,1.0
45,2011,190.0,1.0
45,2011,75.0,1.0
45,2011,260.0,1.0
45,2011,100.0,1.0
45,2011,80.0,0.0
45,2011,100.0,1.0
45,2011,175.0,1.0
45,2011,200.0,1.0
45,2011,570.0,0.40350877192982454
45,2011,100.0,0.0
45,2011,30.0,0.0
45,2011,150.0,1.0
45,2011,160.0,1.0
45,2011,250.0,1.0
45,2011,70.0,1.0
45,2011,60.0,1.0
45,2011,200.0,1.0
45,2011,50.0,1.0
45,2011,70.0,1.0
45,2011,180.0,1.0
45,2011,100.0,1.0
45,2011,277.0,1.0
45,2011,50.0,1.0
45,2011,230.0,1.0
45,2011,1190.0,1.0
45,2011,50.0,1.0
45,2011,50.0,1.0
45,2011,240.0,1.0
45,2011,90.0,1.0
45,2011,210.0,1.0
45,2011,150.0,1.0
45,2011,80.0,1.0
45,2011,200.0,1.0
45,2011,290.0,1.0
45,2011,75.0,1.0
45,2011,230.0,1.0
45,2011,30.0,1.0
45,2011,350.0,1.0
45,2011,84.0,1.0
45,2011,50.0,1.0
45,2011,100.0,1.0
45,2011,100.0,1.0
45,2011,210.0,1.0
45,2011,200.0,0.0
45,2011,50.0,1.0
45,2011,120.0,1.0
45,2011,50.0,1.0
45,2011,50.0,0.0
45,2011,150.0,1.0
45,2011,300.0,1.0
45,2011,100.0,1.0
45,2011,100.0,0.0
45,2011,100.0,1.0
45,2011,120.0,1.0
45,2011,140.0,0.5714285714285714
45,2011,100.0,1.0
45,2011,100.0,1.0
45,2011,100.0,1.0
45,2011,100.0,1.0
45,2011,150.0,1.0
45,2011,392.0,1.0
45,2011,140.0,1.0
45,2011,75.0,1.0
45,2011,75.0,1.0
45,2011,150.0,0.6666666666666666
45,2011,50.0,1.0
45,2011,100.0,1.0
45,2011,90.0,1.0
45,2011,50.0,1.0
45,2011,50.0,1.0
45,2011,100.0,1.0
45,2011,230.0,1.0
45,2011,50.0,1.0
45,2011,75.0,1.0
45,2011,250.0,1.0
45,2011,200.0,1.0
45,2011,100.0,1.0
45,2011,240.0,1.0
45,2011,100.0,1.0
45,2011,130.0,1.0
45,2011,50.0,0.0
45,2011,180.0,1.0
45,2011,210.0,1.0
45,2011,225.0,1.0
45,2011,450.0,1.0
