T1,wave,total_奶类,ratio_奶类
11,2011,125.0,1.0
11,2011,625.0,1.0
11,2011,500.0,1.0
11,2011,125.0,1.0
11,2011,250.0,1.0
11,2011,120.0,0.0
11,2011,960.0,1.0
11,2011,150.0,0.0
11,2011,500.0,1.0
11,2011,600.0,1.0
11,2011,200.0,1.0
11,2011,220.0,1.0
11,2011,100.0,1.0
11,2011,545.0,1.0
11,2011,500.0,1.0
11,2011,400.0,1.0
11,2011,250.0,1.0
11,2011,210.0,1.0
11,2011,100.0,0.0
11,2011,729.0,1.0
11,2011,600.0,1.0
11,2011,580.0,1.0
11,2011,800.0,1.0
11,2011,320.0,1.0
11,2011,550.0,1.0
11,2011,486.0,0.5
11,2011,450.0,1.0
11,2011,250.0,1.0
11,2011,200.0,1.0
11,2011,250.0,1.0
11,2011,800.0,1.0
11,2011,400.0,1.0
11,2011,220.0,1.0
11,2011,250.0,1.0
11,2011,500.0,1.0
11,2011,250.0,1.0
11,2011,580.0,1.0
11,2011,200.0,1.0
11,2011,750.0,1.0
11,2011,400.0,1.0
11,2011,125.0,1.0
11,2011,650.0,1.0
11,2011,400.0,1.0
11,2011,575.0,1.0
11,2011,1250.0,1.0
11,2011,200.0,1.0
11,2011,450.0,1.0
11,2011,1600.0,0.0
11,2011,400.0,1.0
11,2011,250.0,1.0
11,2011,250.0,1.0
11,2011,400.0,1.0
11,2011,400.0,1.0
11,2011,750.0,1.0
11,2011,210.0,1.0
11,2011,200.0,0.0
11,2011,220.0,1.0
11,2011,420.0,1.0
11,2011,250.0,1.0
11,2011,750.0,1.0
11,2011,700.0,1.0
11,2011,250.0,1.0
11,2011,200.0,1.0
11,2011,400.0,1.0
11,2011,400.0,1.0
11,2011,200.0,1.0
11,2011,875.0,1.0
11,2011,500.0,1.0
11,2011,1100.0,1.0
11,2011,1000.0,1.0
11,2011,520.0,1.0
11,2011,1200.0,1.0
11,2011,750.0,1.0
11,2011,750.0,1.0
11,2011,150.0,1.0
11,2011,180.0,1.0
11,2011,675.0,1.0
11,2011,375.0,1.0
11,2011,550.0,1.0
11,2011,600.0,1.0
11,2011,500.0,1.0
11,2011,500.0,0.5
11,2011,350.0,1.0
11,2011,460.0,1.0
11,2011,250.0,1.0
11,2011,375.0,0.66666669
11,2011,200.0,1.0
11,2011,250.0,0.0
11,2011,625.0,1.0
11,2011,245.0,1.0
11,2011,400.0,1.0
11,2011,250.0,1.0
11,2011,250.0,1.0
11,2011,520.0,1.0
11,2011,686.0,1.0
11,2011,750.0,1.0
11,2011,200.0,1.0
11,2011,250.0,1.0
11,2011,300.0,1.0
11,2011,950.0,0.7368421
11,2011,770.0,1.0
11,2011,643.0,1.0
11,2011,400.0,1.0
11,2011,300.0,0.66666669
11,2011,280.0,1.0
11,2011,100.0,1.0
11,2011,680.0,0.70588237
11,2011,800.0,1.0
11,2011,600.0,1.0
11,2011,700.0,1.0
11,2011,1500.0,1.0
11,2011,800.0,1.0
11,2011,220.0,0.0
11,2011,250.0,1.0
11,2011,600.0,1.0
11,2011,250.0,1.0
11,2011,440.0,0.54545456
11,2011,224.0,1.0
11,2011,250.0,1.0
11,2011,250.0,1.0
11,2011,625.0,1.0
11,2011,690.0,1.0
11,2011,929.0,1.0
11,2011,750.0,1.0
11,2011,200.0,1.0
11,2011,150.0,1.0
11,2011,500.0,0.0
11,2011,450.0,1.0
11,2011,400.0,1.0
11,2011,300.0,1.0
11,2011,100.0,1.0
11,2011,750.0,1.0
11,2011,620.0,1.0
11,2011,300.0,1.0
11,2011,500.0,1.0
11,2011,250.0,1.0
11,2011,243.0,1.0
11,2011,250.0,0.0
11,2011,600.0,1.0
11,2011,210.0,1.0
11,2011,600.0,1.0
11,2011,200.0,1.0
11,2011,450.0,1.0
11,2011,750.0,1.0
11,2011,300.0,1.0
11,2011,30.0,1.0
11,2011,200.0,0.5
11,2011,250.0,1.0
11,2011,400.0,0.5
11,2011,500.0,1.0
11,2011,450.0,1.0
11,2011,250.0,1.0
11,2011,1200.0,1.0
11,2011,600.0,1.0
11,2011,720.0,1.0
21,2011,1150.0,1.0
21,2011,1750.0,1.0
21,2011,1250.0,1.0
21,2011,300.0,1.0
21,2011,1200.0,1.0
21,2011,1431.0,1.0
21,2011,250.0,1.0
21,2011,500.0,1.0
21,2011,250.0,1.0
21,2011,1114.0,1.0
21,2011,500.0,1.0
21,2011,1652.0,1.0
21,2011,1204.0,1.0
21,2011,300.0,1.0
21,2011,245.0,0.0
21,2011,600.0,1.0
21,2011,250.0,1.0
21,2011,250.0,1.0
21,2011,1100.0,1.0
21,2011,500.0,1.0
21,2011,750.0,1.0
21,2011,500.0,1.0
21,2011,450.0,1.0
21,2011,492.0,1.0
21,2011,740.0,1.0
21,2011,220.0,1.0
21,2011,200.0,0.0
21,2011,750.0,1.0
21,2011,2100.0,1.0
21,2011,250.0,1.0
21,2011,1250.0,0.40000001
21,2011,1534.0,1.0
21,2011,2850.0,0.7368421
21,2011,1050.0,1.0
21,2011,300.0,0.0
21,2011,500.0,1.0
21,2011,1250.0,0.80000001
21,2011,216.0,1.0
21,2011,500.0,1.0
21,2011,2400.0,1.0
21,2011,250.0,0.0
21,2011,1500.0,1.0
21,2011,1856.0,1.0
21,2011,227.0,1.0
21,2011,970.0,1.0
21,2011,1645.0,1.0
21,2011,375.0,1.0
21,2011,750.0,1.0
21,2011,1375.0,1.0
21,2011,750.0,1.0
21,2011,250.0,1.0
21,2011,900.0,1.0
21,2011,750.0,1.0
21,2011,500.0,1.0
21,2011,750.0,1.0
21,2011,960.0,1.0
21,2011,992.0,1.0
21,2011,1500.0,1.0
21,2011,1000.0,1.0
21,2011,1500.0,1.0
21,2011,1500.0,1.0
21,2011,870.0,1.0
21,2011,250.0,1.0
21,2011,227.0,1.0
21,2011,250.0,1.0
21,2011,750.0,1.0
21,2011,250.0,1.0
23,2011,750.0,1.0
23,2011,300.0,1.0
23,2011,250.0,1.0
23,2011,250.0,1.0
23,2011,250.0,1.0
23,2011,490.0,1.0
23,2011,250.0,1.0
23,2011,250.0,1.0
23,2011,300.0,1.0
23,2011,250.0,1.0
23,2011,1180.0,1.0
23,2011,1681.0,1.0
23,2011,325.0,1.0
23,2011,550.0,1.0
23,2011,200.0,1.0
23,2011,198.0,1.0
23,2011,85.0,1.0
23,2011,198.0,1.0
23,2011,660.0,1.0
23,2011,985.0,1.0
23,2011,425.0,1.0
23,2011,720.0,1.0
23,2011,887.0,1.0
23,2011,450.0,1.0
23,2011,250.0,1.0
23,2011,720.0,1.0
23,2011,180.0,1.0
23,2011,250.0,1.0
23,2011,180.0,1.0
23,2011,227.0,1.0
23,2011,200.0,1.0
23,2011,1025.0,1.0
23,2011,484.0,1.0
23,2011,180.0,1.0
23,2011,1500.0,1.0
23,2011,220.0,1.0
23,2011,60.0,1.0
32,2011,750.0,1.0
32,2011,1800.0,1.0
32,2011,2650.0,1.0
32,2011,150.0,1.0
32,2011,400.0,1.0
32,2011,300.0,1.0
32,2011,100.0,1.0
32,2011,1200.0,1.0
32,2011,250.0,1.0
32,2011,750.0,1.0
32,2011,1350.0,1.0
32,2011,1280.0,1.0
32,2011,220.0,1.0
32,2011,1410.0,0.64539009
32,2011,200.0,1.0
32,2011,300.0,1.0
32,2011,1950.0,1.0
32,2011,750.0,1.0
32,2011,450.0,0.0
32,2011,660.0,1.0
32,2011,2160.0,0.88425928
32,2011,300.0,1.0
32,2011,950.0,0.78947371
32,2011,660.0,1.0
32,2011,750.0,1.0
32,2011,200.0,1.0
32,2011,1000.0,0.40000001
32,2011,500.0,1.0
32,2011,500.0,1.0
32,2011,630.0,1.0
32,2011,800.0,0.75
32,2011,2070.0,1.0
32,2011,400.0,1.0
32,2011,160.0,1.0
32,2011,250.0,1.0
32,2011,900.0,0.44444445
32,2011,500.0,1.0
32,2011,300.0,0.0
32,2011,975.0,1.0
32,2011,600.0,1.0
32,2011,250.0,0.0
32,2011,450.0,1.0
32,2011,400.0,1.0
32,2011,990.0,1.0
32,2011,600.0,1.0
32,2011,620.0,0.40322581
32,2011,250.0,1.0
32,2011,2070.0,1.0
32,2011,530.0,0.60377359
32,2011,750.0,1.0
32,2011,220.0,1.0
32,2011,660.0,1.0
32,2011,500.0,1.0
32,2011,500.0,1.0
32,2011,750.0,1.0
32,2011,750.0,1.0
32,2011,845.0,1.0
32,2011,1200.0,1.0
32,2011,600.0,1.0
32,2011,300.0,1.0
32,2011,250.0,1.0
32,2011,660.0,1.0
32,2011,660.0,1.0
32,2011,1410.0,1.0
32,2011,250.0,1.0
32,2011,440.0,1.0
32,2011,300.0,1.0
32,2011,670.0,1.0
32,2011,250.0,1.0
32,2011,500.0,1.0
32,2011,90.0,1.0
32,2011,1920.0,1.0
32,2011,200.0,1.0
32,2011,250.0,1.0
32,2011,500.0,1.0
32,2011,600.0,1.0
32,2011,600.0,1.0
32,2011,200.0,1.0
32,2011,1320.0,0.97727275
32,2011,470.0,0.53191489
32,2011,300.0,1.0
32,2011,100.0,0.0
32,2011,850.0,1.0
32,2011,2440.0,1.0
32,2011,300.0,1.0
32,2011,500.0,1.0
32,2011,240.0,0.5
32,2011,1260.0,1.0
37,2011,150.0,1.0
37,2011,750.0,1.0
37,2011,200.0,1.0
37,2011,250.0,1.0
37,2011,250.0,1.0
37,2011,250.0,1.0
37,2011,750.0,1.0
37,2011,250.0,1.0
37,2011,500.0,1.0
37,2011,260.0,1.0
37,2011,1260.0,1.0
37,2011,250.0,1.0
37,2011,720.0,1.0
37,2011,2160.0,1.0
37,2011,600.0,1.0
37,2011,250.0,1.0
37,2011,400.0,1.0
37,2011,200.0,1.0
37,2011,600.0,1.0
37,2011,750.0,1.0
37,2011,500.0,1.0
37,2011,1390.0,1.0
37,2011,1150.0,1.0
37,2011,600.0,1.0
37,2011,250.0,1.0
37,2011,220.0,1.0
37,2011,220.0,1.0
37,2011,800.0,1.0
37,2011,200.0,1.0
37,2011,150.0,1.0
37,2011,250.0,1.0
37,2011,480.0,1.0
37,2011,750.0,1.0
37,2011,200.0,1.0
37,2011,400.0,1.0
37,2011,200.0,1.0
37,2011,450.0,1.0
37,2011,250.0,1.0
37,2011,750.0,1.0
37,2011,660.0,1.0
37,2011,1320.0,1.0
37,2011,200.0,1.0
37,2011,800.0,1.0
37,2011,200.0,1.0
37,2011,250.0,1.0
37,2011,250.0,1.0
37,2011,750.0,1.0
37,2011,150.0,1.0
37,2011,200.0,1.0
37,2011,400.0,1.0
37,2011,420.0,1.0
37,2011,200.0,1.0
37,2011,500.0,1.0
37,2011,1100.0,1.0
37,2011,500.0,1.0
37,2011,900.0,1.0
37,2011,750.0,1.0
37,2011,200.0,1.0
37,2011,200.0,1.0
37,2011,130.0,1.0
37,2011,180.0,1.0
37,2011,420.0,1.0
37,2011,250.0,1.0
37,2011,200.0,1.0
37,2011,200.0,1.0
37,2011,650.0,1.0
37,2011,970.0,1.0
37,2011,250.0,1.0
37,2011,660.0,1.0
41,2011,750.0,1.0
41,2011,420.0,1.0
41,2011,1000.0,1.0
41,2011,1350.0,1.0
41,2011,700.0,1.0
41,2011,2650.0,1.0
41,2011,200.0,1.0
41,2011,250.0,1.0
41,2011,500.0,1.0
41,2011,500.0,1.0
41,2011,100.0,1.0
41,2011,1000.0,1.0
41,2011,750.0,1.0
41,2011,700.0,1.0
41,2011,1240.0,1.0
41,2011,220.0,1.0
41,2011,250.0,1.0
41,2011,200.0,1.0
41,2011,250.0,1.0
41,2011,1000.0,1.0
41,2011,550.0,1.0
41,2011,500.0,1.0
41,2011,500.0,1.0
41,2011,1200.0,1.0
41,2011,245.0,1.0
41,2011,650.0,1.0
41,2011,700.0,1.0
41,2011,650.0,1.0
41,2011,250.0,1.0
41,2011,500.0,1.0
42,2011,250.0,0.0
42,2011,100.0,1.0
42,2011,200.0,1.0
42,2011,687.0,1.0
42,2011,50.0,1.0
42,2011,800.0,0.0
42,2011,375.0,1.0
42,2011,550.0,1.0
42,2011,600.0,1.0
42,2011,525.0,0.23809524
42,2011,200.0,0.0
42,2011,1250.0,1.0
43,2011,1350.0,1.0
43,2011,300.0,0.0
43,2011,125.0,1.0
43,2011,550.0,0.0
43,2011,100.0,1.0
43,2011,200.0,1.0
43,2011,250.0,1.0
43,2011,300.0,0.83333331
43,2011,1100.0,1.0
43,2011,250.0,0.0
43,2011,125.0,0.0
43,2011,400.0,1.0
43,2011,270.0,0.0
43,2011,750.0,1.0
43,2011,300.0,1.0
43,2011,750.0,1.0
43,2011,375.0,0.33333334
43,2011,525.0,0.71428573
43,2011,250.0,1.0
43,2011,80.0,1.0
43,2011,1475.0,0.59322035
43,2011,750.0,1.0
43,2011,200.0,0.0
43,2011,250.0,0.0
43,2011,28.0,1.0
43,2011,105.0,1.0
43,2011,1100.0,1.0
43,2011,200.0,1.0
43,2011,1200.0,0.79166669
43,2011,200.0,1.0
43,2011,200.0,0.0
43,2011,375.0,1.0
43,2011,250.0,1.0
43,2011,100.0,1.0
43,2011,200.0,0.0
45,2011,250.0,1.0
45,2011,500.0,0.0
45,2011,250.0,1.0
45,2011,250.0,1.0
45,2011,500.0,1.0
45,2011,150.0,1.0
45,2011,250.0,1.0
45,2011,250.0,0.0
45,2011,250.0,1.0
45,2011,750.0,1.0
45,2011,250.0,0.0
45,2011,600.0,0.83333331
45,2011,750.0,1.0
45,2011,500.0,1.0
45,2011,1750.0,1.0
45,2011,750.0,1.0
45,2011,150.0,1.0
45,2011,750.0,1.0
45,2011,90.0,1.0
45,2011,750.0,1.0
45,2011,750.0,1.0
45,2011,600.0,0.41666666
45,2011,250.0,1.0
45,2011,250.0,1.0
45,2011,200.0,0.0
45,2011,500.0,1.0
45,2011,150.0,1.0
45,2011,250.0,1.0
45,2011,750.0,1.0
45,2011,250.0,0.0
45,2011,250.0,1.0
45,2011,250.0,0.0
45,2011,750.0,1.0
52,2011,720.0,1.0
52,2011,1640.0,0.0
52,2011,150.0,1.0
52,2011,750.0,1.0
52,2011,243.0,1.0
52,2011,750.0,1.0
52,2011,1229.0,1.0
52,2011,2983.0,0.91619176
52,2011,750.0,1.0
52,2011,150.0,1.0
52,2011,490.0,1.0
52,2011,979.0,0.74463737
52,2011,750.0,1.0
52,2011,50.0,1.0
52,2011,729.0,0.0
52,2011,470.0,1.0
52,2011,1400.0,1.0
52,2011,250.0,0.0
52,2011,1029.0,1.0
52,2011,250.0,1.0
52,2011,1000.0,0.5
52,2011,250.0,1.0
52,2011,3286.0,1.0
52,2011,250.0,0.0
52,2011,750.0,1.0
52,2011,729.0,0.0
52,2011,100.0,1.0
52,2011,250.0,0.0
52,2011,2190.0,0.88584477
52,2011,500.0,1.0
52,2011,2860.0,1.0
52,2011,2100.0,1.0
