T1,wave,total_奶类,ratio_奶类
37,2006,690.0,1.0
37,2006,720.0,1.0
37,2006,600.0,1.0
37,2006,750.0,1.0
37,2006,675.0,1.0
37,2006,1250.0,1.0
37,2006,300.0,1.0
37,2006,240.0,1.0
37,2006,200.0,1.0
37,2006,750.0,1.0
37,2006,1250.0,1.0
37,2006,200.0,1.0
37,2006,750.0,1.0
37,2006,400.0,1.0
37,2006,500.0,1.0
37,2006,500.0,0.0
37,2006,675.0,1.0
37,2006,250.0,1.0
37,2006,684.0,1.0
37,2006,943.0,1.0
37,2006,700.0,1.0
37,2006,1100.0,1.0
37,2006,600.0,1.0
37,2006,180.0,1.0
37,2006,800.0,1.0
37,2006,750.0,1.0
37,2006,1036.0,1.0
37,2006,1410.0,1.0
37,2006,250.0,1.0
37,2006,500.0,1.0
37,2006,1359.0,1.0
37,2006,220.0,1.0
37,2006,225.0,1.0
37,2006,750.0,1.0
37,2006,475.0,0.68421054
37,2006,1320.0,1.0
37,2006,750.0,1.0
37,2006,420.0,1.0
37,2006,660.0,1.0
37,2006,250.0,1.0
37,2006,1850.0,1.0
41,2006,800.0,1.0
41,2006,850.0,1.0
41,2006,950.0,1.0
41,2006,1.0,1.0
41,2006,250.0,1.0
41,2006,950.0,1.0
41,2006,250.0,1.0
41,2006,500.0,1.0
41,2006,20.0,1.0
41,2006,250.0,1.0
41,2006,250.0,1.0
41,2006,700.0,1.0
41,2006,100.0,1.0
41,2006,450.0,1.0
41,2006,200.0,1.0
41,2006,1500.0,1.0
41,2006,500.0,1.0
41,2006,40.0,1.0
41,2006,225.0,1.0
42,2006,160.0,1.0
42,2006,850.0,1.0
42,2006,450.0,1.0
42,2006,200.0,1.0
42,2006,250.0,0.0
42,2006,100.0,1.0
42,2006,1100.0,1.0
43,2006,200.0,0.0
43,2006,520.0,1.0
43,2006,750.0,1.0
43,2006,80.0,1.0
43,2006,1650.0,0.57575756
43,2006,300.0,1.0
43,2006,130.0,1.0
43,2006,100.0,1.0
43,2006,200.0,1.0
43,2006,500.0,0.0
43,2006,250.0,0.0
43,2006,700.0,0.71428573
43,2006,400.0,1.0
43,2006,300.0,1.0
43,2006,450.0,1.0
43,2006,20.0,1.0
43,2006,250.0,1.0
43,2006,300.0,1.0
43,2006,750.0,1.0
43,2006,750.0,1.0
43,2006,550.0,1.0
43,2006,500.0,1.0
43,2006,130.0,1.0
43,2006,270.0,0.074074075
43,2006,40.0,1.0
43,2006,300.0,1.0
43,2006,1150.0,0.78260869
43,2006,1000.0,0.44999999
43,2006,100.0,1.0
45,2006,750.0,0.0
45,2006,750.0,1.0
45,2006,1800.0,1.0
45,2006,500.0,0.0
52,2006,750.0,1.0
52,2006,500.0,1.0
52,2006,850.0,1.0
52,2006,1479.0,1.0
52,2006,440.0,1.0
52,2006,1400.0,1.0
52,2006,500.0,1.0
52,2006,1669.0,1.0
52,2006,1800.0,0.94444442
52,2006,250.0,1.0
52,2006,230.0,1.0
52,2006,200.0,0.0
52,2006,250.0,0.0
52,2006,1970.0,1.0
52,2006,250.0,0.0
52,2006,750.0,1.0
52,2006,1969.0,1.0
52,2006,750.0,1.0
52,2006,250.0,1.0
52,2006,450.0,1.0
21,2009,1532.0,1.0
21,2009,720.0,1.0
21,2009,500.0,1.0
21,2009,10.0,1.0
21,2009,1000.0,1.0
21,2009,850.0,1.0
21,2009,1000.0,1.0
21,2009,130.0,1.0
21,2009,165.0,1.0
21,2009,1750.0,1.0
21,2009,540.0,1.0
21,2009,1950.0,1.0
21,2009,929.0,1.0
21,2009,587.0,1.0
21,2009,750.0,1.0
21,2009,750.0,1.0
21,2009,1975.0,1.0
21,2009,600.0,1.0
21,2009,500.0,1.0
21,2009,1751.0,1.0
21,2009,1500.0,1.0
21,2009,600.0,1.0
21,2009,500.0,1.0
21,2009,1500.0,0.66666669
21,2009,454.0,1.0
21,2009,720.0,1.0
21,2009,750.0,0.33333334
21,2009,750.0,1.0
21,2009,450.0,1.0
21,2009,750.0,1.0
21,2009,720.0,1.0
21,2009,250.0,1.0
21,2009,320.0,1.0
21,2009,1900.0,0.78947371
21,2009,2250.0,0.66666669
21,2009,250.0,1.0
21,2009,500.0,1.0
21,2009,250.0,1.0
21,2009,430.0,1.0
21,2009,663.0,1.0
21,2009,467.0,1.0
21,2009,681.0,1.0
21,2009,40.0,1.0
21,2009,117.0,1.0
21,2009,1600.0,0.6875
21,2009,130.0,1.0
21,2009,882.0,1.0
21,2009,860.0,1.0
21,2009,221.0,1.0
21,2009,1350.0,1.0
21,2009,242.0,1.0
21,2009,1590.0,0.71698111
21,2009,681.0,1.0
21,2009,1250.0,1.0
21,2009,100.0,1.0
21,2009,1500.0,1.0
21,2009,630.0,1.0
21,2009,180.0,1.0
21,2009,300.0,1.0
21,2009,784.0,1.0
21,2009,500.0,1.0
21,2009,750.0,1.0
21,2009,870.0,1.0
21,2009,500.0,1.0
21,2009,500.0,1.0
21,2009,360.0,1.0
21,2009,1500.0,1.0
21,2009,1500.0,1.0
21,2009,1950.0,1.0
21,2009,750.0,1.0
21,2009,250.0,1.0
21,2009,1500.0,1.0
21,2009,221.0,1.0
21,2009,227.0,0.0
21,2009,970.0,1.0
21,2009,200.0,1.0
21,2009,2312.0,1.0
21,2009,1800.0,1.0
21,2009,250.0,1.0
21,2009,250.0,1.0
21,2009,2250.0,0.66666669
21,2009,620.0,1.0
21,2009,227.0,0.0
21,2009,750.0,0.0
21,2009,1052.0,1.0
21,2009,125.0,1.0
21,2009,1431.0,1.0
21,2009,1000.0,1.0
21,2009,540.0,1.0
21,2009,1250.0,1.0
21,2009,750.0,1.0
21,2009,227.0,1.0
21,2009,784.0,1.0
21,2009,550.0,1.0
21,2009,2000.0,0.625
23,2009,420.0,1.0
23,2009,100.0,1.0
23,2009,568.0,1.0
23,2009,250.0,1.0
23,2009,200.0,1.0
23,2009,1100.0,1.0
23,2009,650.0,1.0
23,2009,100.0,1.0
23,2009,180.0,1.0
23,2009,200.0,0.0
23,2009,300.0,1.0
23,2009,400.0,1.0
23,2009,250.0,1.0
23,2009,250.0,1.0
23,2009,740.0,0.67567569
23,2009,700.0,1.0
23,2009,750.0,1.0
23,2009,225.0,1.0
23,2009,1020.0,1.0
23,2009,477.0,1.0
23,2009,200.0,1.0
23,2009,570.0,1.0
23,2009,1050.0,1.0
23,2009,125.0,1.0
23,2009,180.0,1.0
23,2009,125.0,1.0
23,2009,240.0,1.0
23,2009,650.0,1.0
23,2009,500.0,0.5
23,2009,1579.0,1.0
23,2009,770.0,1.0
23,2009,490.0,1.0
23,2009,1040.0,1.0
23,2009,500.0,1.0
23,2009,1981.0,1.0
23,2009,250.0,1.0
23,2009,250.0,1.0
23,2009,450.0,1.0
23,2009,240.0,1.0
23,2009,320.0,1.0
23,2009,750.0,1.0
23,2009,477.0,1.0
23,2009,750.0,1.0
23,2009,250.0,1.0
32,2009,1800.0,0.66666669
32,2009,660.0,1.0
32,2009,440.0,1.0
32,2009,220.0,1.0
32,2009,500.0,1.0
32,2009,520.0,0.0
32,2009,200.0,1.0
32,2009,225.0,1.0
32,2009,970.0,0.77319586
32,2009,1445.0,1.0
32,2009,150.0,1.0
32,2009,250.0,0.0
32,2009,400.0,0.5
32,2009,215.0,0.0
32,2009,400.0,1.0
32,2009,1350.0,0.85185188
32,2009,200.0,0.0
32,2009,1250.0,0.36000001
32,2009,420.0,1.0
32,2009,860.0,0.76744187
32,2009,750.0,1.0
32,2009,600.0,1.0
32,2009,750.0,1.0
32,2009,250.0,1.0
32,2009,200.0,1.0
32,2009,500.0,1.0
32,2009,250.0,1.0
32,2009,404.0,0.49504951
32,2009,200.0,0.0
32,2009,250.0,1.0
32,2009,1200.0,1.0
32,2009,645.0,1.0
32,2009,250.0,1.0
32,2009,500.0,1.0
32,2009,800.0,1.0
32,2009,150.0,1.0
32,2009,1410.0,1.0
32,2009,750.0,1.0
32,2009,600.0,1.0
32,2009,1755.0,0.99715102
32,2009,2580.0,1.0
32,2009,400.0,0.0
32,2009,200.0,1.0
32,2009,200.0,1.0
32,2009,250.0,1.0
32,2009,975.0,1.0
32,2009,1570.0,0.57961786
32,2009,990.0,1.0
32,2009,200.0,1.0
32,2009,600.0,1.0
32,2009,200.0,1.0
32,2009,600.0,1.0
32,2009,2195.0,1.0
32,2009,700.0,1.0
32,2009,910.0,0.27472529
32,2009,500.0,1.0
32,2009,1830.0,1.0
32,2009,500.0,1.0
32,2009,1150.0,0.82608694
32,2009,250.0,0.0
32,2009,1800.0,1.0
32,2009,250.0,1.0
32,2009,250.0,1.0
32,2009,750.0,1.0
32,2009,450.0,1.0
32,2009,660.0,1.0
32,2009,1100.0,1.0
32,2009,845.0,0.76331359
32,2009,150.0,1.0
32,2009,250.0,0.0
32,2009,660.0,1.0
32,2009,500.0,1.0
32,2009,500.0,1.0
37,2009,220.0,1.0
37,2009,640.0,1.0
37,2009,500.0,1.0
37,2009,1370.0,1.0
37,2009,150.0,1.0
37,2009,1500.0,1.0
37,2009,1270.0,1.0
37,2009,1200.0,1.0
37,2009,200.0,1.0
37,2009,125.0,1.0
37,2009,230.0,1.0
37,2009,500.0,1.0
37,2009,220.0,1.0
37,2009,225.0,1.0
37,2009,1000.0,1.0
37,2009,500.0,1.0
37,2009,220.0,1.0
37,2009,250.0,1.0
37,2009,250.0,1.0
37,2009,660.0,1.0
37,2009,1040.0,1.0
37,2009,125.0,1.0
37,2009,220.0,1.0
37,2009,250.0,1.0
37,2009,500.0,1.0
37,2009,200.0,1.0
37,2009,200.0,1.0
37,2009,735.0,1.0
37,2009,260.0,1.0
37,2009,300.0,1.0
37,2009,600.0,1.0
37,2009,450.0,1.0
37,2009,950.0,1.0
37,2009,1404.0,1.0
37,2009,220.0,1.0
37,2009,450.0,1.0
37,2009,200.0,1.0
37,2009,100.0,1.0
37,2009,740.0,1.0
37,2009,440.0,1.0
37,2009,400.0,1.0
37,2009,220.0,1.0
37,2009,1330.0,1.0
37,2009,50.0,1.0
37,2009,660.0,1.0
37,2009,200.0,1.0
37,2009,700.0,1.0
37,2009,200.0,1.0
37,2009,600.0,1.0
37,2009,1000.0,1.0
37,2009,660.0,1.0
37,2009,250.0,1.0
37,2009,200.0,1.0
37,2009,400.0,1.0
37,2009,500.0,1.0
37,2009,600.0,1.0
37,2009,1050.0,1.0
37,2009,640.0,1.0
37,2009,440.0,1.0
37,2009,250.0,1.0
37,2009,220.0,1.0
37,2009,2730.0,0.83882785
37,2009,600.0,0.0
37,2009,275.0,1.0
37,2009,150.0,1.0
41,2009,1150.0,1.0
41,2009,600.0,0.33333334
41,2009,1150.0,1.0
41,2009,150.0,0.0
41,2009,750.0,1.0
41,2009,2600.0,1.0
41,2009,750.0,1.0
41,2009,100.0,1.0
41,2009,250.0,1.0
41,2009,1750.0,1.0
41,2009,250.0,1.0
41,2009,250.0,1.0
41,2009,1754.0,1.0
41,2009,250.0,0.0
41,2009,45.0,1.0
41,2009,790.0,1.0
41,2009,250.0,1.0
41,2009,250.0,1.0
41,2009,800.0,1.0
41,2009,260.0,1.0
41,2009,750.0,1.0
41,2009,250.0,1.0
41,2009,250.0,1.0
41,2009,250.0,1.0
41,2009,750.0,1.0
41,2009,690.0,1.0
41,2009,750.0,1.0
41,2009,250.0,1.0
42,2009,500.0,0.0
42,2009,250.0,0.0
42,2009,100.0,1.0
42,2009,50.0,1.0
42,2009,270.0,1.0
42,2009,450.0,1.0
42,2009,750.0,0.0
42,2009,500.0,1.0
42,2009,100.0,0.0
42,2009,500.0,0.0
42,2009,1000.0,1.0
43,2009,25.0,1.0
43,2009,100.0,1.0
43,2009,250.0,1.0
43,2009,100.0,1.0
43,2009,1335.0,1.0
43,2009,400.0,0.0
43,2009,500.0,0.0
43,2009,700.0,0.71428573
43,2009,900.0,0.72222221
43,2009,950.0,1.0
43,2009,925.0,1.0
43,2009,400.0,0.0
43,2009,50.0,1.0
43,2009,100.0,0.0
43,2009,125.0,1.0
43,2009,100.0,1.0
43,2009,750.0,1.0
43,2009,75.0,1.0
43,2009,105.0,1.0
43,2009,250.0,1.0
43,2009,750.0,0.0
