T1,wave,total_蛋类,ratio_蛋类
43,2006,160.0,1.0
43,2006,115.0,1.0
43,2006,310.0,1.0
43,2006,100.0,1.0
43,2006,20.0,1.0
43,2006,230.0,1.0
43,2006,730.0,1.0
43,2006,350.0,0.85714287
43,2006,115.0,1.0
43,2006,155.0,1.0
43,2006,60.0,1.0
43,2006,310.0,0.80645162
43,2006,45.0,1.0
43,2006,155.0,1.0
43,2006,150.0,1.0
43,2006,200.0,1.0
43,2006,320.0,1.0
43,2006,120.0,1.0
43,2006,420.0,1.0
43,2006,280.0,1.0
43,2006,60.0,1.0
43,2006,220.0,0.68181819
43,2006,230.0,1.0
43,2006,50.0,0.0
43,2006,250.0,1.0
43,2006,150.0,1.0
43,2006,170.0,0.70588237
43,2006,280.0,1.0
43,2006,90.0,1.0
43,2006,190.0,1.0
43,2006,60.0,1.0
43,2006,220.0,1.0
43,2006,50.0,1.0
43,2006,60.0,1.0
43,2006,320.0,1.0
43,2006,712.0,0.41011235
43,2006,70.0,1.0
43,2006,330.0,1.0
43,2006,150.0,1.0
43,2006,150.0,1.0
43,2006,275.0,1.0
43,2006,275.0,1.0
43,2006,130.0,1.0
43,2006,587.0,1.0
43,2006,180.0,1.0
43,2006,140.0,1.0
43,2006,200.0,0.25
43,2006,100.0,1.0
43,2006,100.0,1.0
43,2006,120.0,1.0
43,2006,160.0,1.0
43,2006,150.0,1.0
43,2006,190.0,1.0
43,2006,604.0,0.55298012
43,2006,610.0,1.0
43,2006,330.0,0.30303031
43,2006,440.0,1.0
43,2006,30.0,1.0
43,2006,170.0,0.35294119
45,2006,310.0,1.0
45,2006,240.0,1.0
45,2006,60.0,1.0
45,2006,75.0,1.0
45,2006,322.0,1.0
45,2006,270.0,0.81481481
45,2006,350.0,1.0
45,2006,100.0,1.0
45,2006,170.0,1.0
45,2006,120.0,1.0
45,2006,50.0,1.0
45,2006,475.0,1.0
45,2006,280.0,1.0
45,2006,100.0,0.0
45,2006,90.0,1.0
45,2006,365.0,1.0
45,2006,50.0,1.0
45,2006,60.0,1.0
45,2006,200.0,1.0
45,2006,120.0,1.0
45,2006,110.0,1.0
45,2006,840.0,1.0
45,2006,190.0,1.0
45,2006,175.0,1.0
45,2006,50.0,1.0
45,2006,100.0,1.0
45,2006,150.0,1.0
45,2006,50.0,1.0
45,2006,60.0,1.0
45,2006,170.0,1.0
45,2006,200.0,1.0
45,2006,120.0,1.0
45,2006,250.0,0.60000002
45,2006,700.0,1.0
45,2006,150.0,1.0
45,2006,60.0,0.0
45,2006,60.0,1.0
45,2006,480.0,1.0
45,2006,120.0,1.0
45,2006,244.0,1.0
45,2006,420.0,1.0
45,2006,230.0,1.0
45,2006,40.0,1.0
45,2006,150.0,1.0
45,2006,100.0,1.0
45,2006,80.0,1.0
45,2006,370.0,0.72972971
45,2006,130.0,1.0
45,2006,45.0,1.0
45,2006,150.0,0.80000001
45,2006,60.0,1.0
45,2006,60.0,1.0
45,2006,150.0,1.0
45,2006,310.0,1.0
45,2006,190.0,1.0
45,2006,200.0,1.0
45,2006,50.0,1.0
45,2006,100.0,1.0
45,2006,96.0,1.0
45,2006,150.0,1.0
45,2006,230.0,1.0
45,2006,150.0,1.0
45,2006,50.0,1.0
45,2006,90.0,1.0
45,2006,170.0,1.0
45,2006,130.0,1.0
45,2006,50.0,1.0
45,2006,600.0,1.0
45,2006,640.0,0.84375
45,2006,240.0,1.0
45,2006,80.0,1.0
45,2006,240.0,1.0
45,2006,170.0,1.0
45,2006,500.0,1.0
45,2006,200.0,1.0
45,2006,210.0,0.61904764
45,2006,140.0,1.0
45,2006,340.0,1.0
45,2006,295.0,1.0
45,2006,160.0,1.0
45,2006,305.0,1.0
45,2006,90.0,1.0
45,2006,200.0,1.0
45,2006,340.0,1.0
45,2006,120.0,1.0
45,2006,100.0,1.0
45,2006,170.0,1.0
45,2006,527.0,1.0
45,2006,100.0,1.0
45,2006,220.0,1.0
45,2006,150.0,1.0
45,2006,771.0,1.0
45,2006,50.0,1.0
45,2006,120.0,1.0
45,2006,270.0,1.0
45,2006,300.0,1.0
52,2006,200.0,1.0
52,2006,180.0,1.0
52,2006,430.0,0.86046511
52,2006,220.0,1.0
52,2006,80.0,1.0
52,2006,405.0,0.85185188
52,2006,180.0,1.0
52,2006,30.0,1.0
52,2006,150.0,1.0
52,2006,180.0,1.0
52,2006,95.0,1.0
52,2006,90.0,1.0
52,2006,110.0,1.0
52,2006,320.0,1.0
52,2006,70.0,1.0
52,2006,981.0,1.0
52,2006,137.0,1.0
52,2006,140.0,0.0
52,2006,200.0,1.0
52,2006,130.0,1.0
52,2006,120.0,1.0
52,2006,200.0,1.0
52,2006,100.0,1.0
52,2006,50.0,1.0
52,2006,380.0,0.86842108
52,2006,100.0,1.0
52,2006,210.0,1.0
52,2006,200.0,0.0
52,2006,50.0,1.0
52,2006,210.0,0.0
52,2006,60.0,0.0
52,2006,60.0,1.0
52,2006,580.0,1.0
52,2006,310.0,1.0
52,2006,420.0,1.0
52,2006,330.0,1.0
52,2006,150.0,1.0
52,2006,80.0,1.0
52,2006,100.0,1.0
52,2006,100.0,1.0
52,2006,140.0,0.5714286
52,2006,225.0,1.0
52,2006,50.0,1.0
52,2006,165.0,1.0
52,2006,50.0,1.0
52,2006,220.0,1.0
52,2006,190.0,0.63157892
52,2006,60.0,1.0
52,2006,50.0,1.0
52,2006,160.0,0.0
52,2006,130.0,1.0
52,2006,20.0,1.0
52,2006,360.0,1.0
52,2006,480.0,1.0
52,2006,160.0,0.625
52,2006,150.0,1.0
52,2006,240.0,1.0
52,2006,120.0,1.0
52,2006,160.0,1.0
52,2006,100.0,1.0
52,2006,130.0,1.0
52,2006,120.0,1.0
52,2006,280.0,1.0
52,2006,230.0,1.0
52,2006,50.0,1.0
52,2006,170.0,1.0
52,2006,520.0,0.23076923
52,2006,100.0,1.0
52,2006,50.0,0.0
52,2006,170.0,1.0
52,2006,70.0,1.0
52,2006,430.0,0.83720928
52,2006,250.0,1.0
52,2006,380.0,1.0
52,2006,430.0,1.0
52,2006,100.0,1.0
52,2006,300.0,1.0
52,2006,100.0,1.0
52,2006,150.0,1.0
52,2006,50.0,1.0
52,2006,1573.0,1.0
52,2006,200.0,1.0
52,2006,240.0,1.0
52,2006,270.0,0.77777779
52,2006,100.0,1.0
52,2006,380.0,0.31578946
52,2006,60.0,1.0
52,2006,650.0,0.81538463
52,2006,50.0,1.0
52,2006,180.0,0.0
52,2006,150.0,1.0
52,2006,35.0,0.0
52,2006,180.0,1.0
52,2006,130.0,1.0
52,2006,200.0,1.0
52,2006,350.0,1.0
52,2006,240.0,0.25
52,2006,100.0,1.0
52,2006,50.0,1.0
52,2006,50.0,1.0
21,2009,514.0,1.0
21,2009,120.0,1.0
21,2009,430.0,0.6511628
21,2009,630.0,1.0
21,2009,180.0,1.0
21,2009,160.0,1.0
21,2009,530.0,1.0
21,2009,280.0,1.0
21,2009,405.0,0.19753087
21,2009,465.0,1.0
21,2009,415.0,1.0
21,2009,100.0,1.0
21,2009,1060.0,0.67924529
21,2009,150.0,1.0
21,2009,60.0,1.0
21,2009,100.0,1.0
21,2009,385.0,1.0
21,2009,290.0,1.0
21,2009,200.0,0.75
21,2009,250.0,1.0
21,2009,450.0,1.0
21,2009,60.0,1.0
21,2009,680.0,1.0
21,2009,350.0,1.0
21,2009,350.0,1.0
21,2009,230.0,1.0
21,2009,90.0,1.0
21,2009,120.0,1.0
21,2009,60.0,1.0
21,2009,50.0,1.0
21,2009,140.0,1.0
21,2009,660.0,1.0
21,2009,410.0,1.0
21,2009,110.0,1.0
21,2009,710.0,1.0
21,2009,50.0,1.0
21,2009,900.0,1.0
21,2009,600.0,0.83333331
21,2009,175.0,1.0
21,2009,440.0,0.77272725
21,2009,230.0,1.0
21,2009,925.0,0.64864862
21,2009,430.0,1.0
21,2009,740.0,0.82432431
21,2009,380.0,1.0
21,2009,310.0,1.0
21,2009,525.0,0.97142857
21,2009,472.0,1.0
21,2009,200.0,1.0
21,2009,380.0,0.55263156
21,2009,640.0,1.0
21,2009,200.0,0.5
21,2009,230.0,0.43478259
21,2009,470.0,1.0
21,2009,50.0,1.0
21,2009,520.0,1.0
21,2009,475.0,1.0
21,2009,350.0,1.0
21,2009,765.0,1.0
21,2009,200.0,0.5
21,2009,230.0,1.0
21,2009,120.0,1.0
21,2009,260.0,1.0
21,2009,1545.0,1.0
21,2009,300.0,0.66666669
21,2009,100.0,1.0
21,2009,510.0,1.0
21,2009,925.0,1.0
21,2009,420.0,1.0
21,2009,65.0,1.0
21,2009,80.0,1.0
21,2009,50.0,0.0
21,2009,235.0,0.68085104
21,2009,85.0,1.0
21,2009,580.0,1.0
21,2009,375.0,0.68000001
21,2009,180.0,1.0
21,2009,80.0,1.0
21,2009,160.0,1.0
21,2009,430.0,0.37209302
21,2009,590.0,0.79661018
21,2009,60.0,1.0
21,2009,460.0,1.0
21,2009,460.0,0.26086956
21,2009,360.0,0.5
21,2009,275.0,1.0
21,2009,980.0,0.62244898
21,2009,285.0,0.57894737
21,2009,160.0,1.0
21,2009,1275.0,1.0
21,2009,250.0,1.0
21,2009,580.0,0.56896549
21,2009,280.0,1.0
21,2009,1040.0,1.0
21,2009,120.0,1.0
21,2009,525.0,1.0
21,2009,340.0,0.29411766
21,2009,350.0,1.0
21,2009,210.0,1.0
21,2009,188.0,1.0
21,2009,330.0,1.0
21,2009,635.0,0.94488192
21,2009,61.0,1.0
21,2009,145.0,1.0
21,2009,156.0,1.0
21,2009,164.0,0.63414633
21,2009,236.0,1.0
21,2009,290.0,1.0
21,2009,170.0,1.0
21,2009,555.0,1.0
21,2009,245.0,1.0
21,2009,390.0,1.0
21,2009,120.0,1.0
21,2009,615.0,0.69918698
21,2009,440.0,0.59090906
21,2009,721.0,1.0
21,2009,530.0,1.0
21,2009,435.0,1.0
21,2009,140.0,1.0
21,2009,770.0,0.93506491
21,2009,180.0,1.0
21,2009,200.0,0.89999998
21,2009,466.0,0.80686694
21,2009,110.0,1.0
21,2009,240.0,1.0
21,2009,522.0,1.0
21,2009,120.0,1.0
21,2009,500.0,1.0
21,2009,225.0,1.0
21,2009,380.0,0.47368422
21,2009,350.0,1.0
21,2009,70.0,1.0
21,2009,1279.0,0.77326035
21,2009,50.0,1.0
21,2009,358.0,1.0
21,2009,220.0,0.45454547
21,2009,400.0,1.0
21,2009,50.0,1.0
21,2009,470.0,1.0
21,2009,290.0,1.0
21,2009,65.0,0.23076923
21,2009,230.0,1.0
21,2009,420.0,1.0
21,2009,115.0,1.0
21,2009,150.0,1.0
21,2009,250.0,1.0
21,2009,350.0,1.0
21,2009,140.0,1.0
21,2009,160.0,1.0
21,2009,115.0,1.0
21,2009,100.0,1.0
21,2009,120.0,0.5
21,2009,345.0,1.0
21,2009,486.0,1.0
21,2009,334.0,1.0
21,2009,79.0,1.0
21,2009,50.0,1.0
21,2009,125.0,0.12
21,2009,280.0,0.5714286
21,2009,800.0,0.8125
21,2009,380.0,1.0
21,2009,310.0,0.80645162
21,2009,375.0,1.0
21,2009,200.0,1.0
21,2009,60.0,0.0
21,2009,350.0,1.0
21,2009,550.0,1.0
21,2009,240.0,1.0
21,2009,640.0,1.0
21,2009,207.0,1.0
21,2009,290.0,1.0
21,2009,400.0,1.0
21,2009,98.0,0.74489796
21,2009,430.0,0.51162791
21,2009,200.0,0.5
21,2009,80.0,0.625
21,2009,470.0,0.57446808
21,2009,480.0,1.0
21,2009,120.0,1.0
21,2009,140.0,1.0
21,2009,15.0,1.0
21,2009,780.0,1.0
21,2009,545.0,1.0
21,2009,50.0,1.0
21,2009,842.0,1.0
21,2009,720.0,0.80555558
21,2009,107.0,0.29906541
21,2009,260.0,1.0
21,2009,320.0,1.0
21,2009,380.0,1.0
21,2009,520.0,0.65384614
21,2009,180.0,1.0
21,2009,50.0,1.0
21,2009,376.0,1.0
21,2009,380.0,1.0
21,2009,427.0,1.0
21,2009,200.0,1.0
21,2009,205.0,0.41463414
21,2009,88.0,0.77272725
21,2009,350.0,1.0
21,2009,315.0,1.0
21,2009,353.0,1.0
21,2009,200.0,1.0
21,2009,110.0,1.0
21,2009,210.0,1.0
21,2009,230.0,1.0
21,2009,720.0,1.0
21,2009,456.0,1.0
21,2009,185.0,1.0
21,2009,290.0,1.0
21,2009,788.0,1.0
21,2009,400.0,1.0
21,2009,80.0,1.0
21,2009,100.0,1.0
21,2009,90.0,1.0
21,2009,160.0,0.625
21,2009,126.0,1.0
21,2009,210.0,1.0
21,2009,195.0,1.0
21,2009,180.0,1.0
21,2009,110.0,1.0
21,2009,395.0,1.0
21,2009,140.0,1.0
21,2009,150.0,1.0
21,2009,305.0,0.49180329
21,2009,160.0,1.0
21,2009,440.0,1.0
21,2009,660.0,1.0
21,2009,340.0,0.32352942
21,2009,130.0,1.0
21,2009,730.0,0.75342464
23,2009,90.0,1.0
23,2009,250.0,1.0
23,2009,410.0,1.0
23,2009,240.0,1.0
23,2009,50.0,0.0
23,2009,100.0,1.0
23,2009,420.0,1.0
23,2009,360.0,1.0
23,2009,440.0,1.0
23,2009,675.0,1.0
23,2009,320.0,0.90625
23,2009,360.0,1.0
23,2009,100.0,1.0
23,2009,50.0,1.0
23,2009,605.0,0.81818181
23,2009,170.0,1.0
23,2009,125.0,1.0
23,2009,160.0,1.0
23,2009,250.0,1.0
23,2009,80.0,1.0
23,2009,355.0,1.0
23,2009,100.0,1.0
23,2009,60.0,1.0
23,2009,360.0,1.0
23,2009,180.0,1.0
23,2009,652.0,1.0
23,2009,980.0,1.0
23,2009,520.0,1.0
23,2009,320.0,1.0
23,2009,600.0,1.0
23,2009,450.0,1.0
23,2009,180.0,1.0
23,2009,120.0,1.0
23,2009,350.0,1.0
23,2009,170.0,1.0
23,2009,710.0,1.0
23,2009,405.0,1.0
23,2009,320.0,1.0
23,2009,240.0,1.0
23,2009,270.0,0.81481481
23,2009,395.0,1.0
23,2009,430.0,1.0
23,2009,120.0,1.0
23,2009,100.0,1.0
23,2009,110.0,1.0
23,2009,275.0,1.0
23,2009,900.0,1.0
23,2009,190.0,1.0
23,2009,730.0,1.0
23,2009,120.0,1.0
23,2009,805.0,0.88198757
23,2009,510.0,1.0
23,2009,350.0,1.0
23,2009,310.0,1.0
23,2009,100.0,1.0
23,2009,280.0,1.0
23,2009,240.0,1.0
23,2009,275.0,1.0
23,2009,240.0,1.0
23,2009,130.0,1.0
23,2009,650.0,1.0
23,2009,210.0,1.0
23,2009,160.0,0.625
23,2009,60.0,1.0
23,2009,620.0,0.80645162
23,2009,100.0,1.0
23,2009,460.0,0.89130437
23,2009,60.0,1.0
23,2009,650.0,0.64615387
23,2009,540.0,1.0
23,2009,785.0,1.0
23,2009,100.0,1.0
23,2009,80.0,1.0
23,2009,230.0,1.0
23,2009,280.0,1.0
23,2009,850.0,1.0
23,2009,360.0,0.91666669
23,2009,270.0,1.0
23,2009,60.0,1.0
23,2009,670.0,1.0
23,2009,150.0,1.0
23,2009,625.0,1.0
23,2009,180.0,1.0
23,2009,200.0,1.0
23,2009,300.0,1.0
23,2009,350.0,1.0
23,2009,280.0,0.9285714
23,2009,680.0,0.80882353
23,2009,360.0,1.0
23,2009,120.0,1.0
23,2009,630.0,1.0
23,2009,140.0,1.0
23,2009,580.0,1.0
23,2009,165.0,1.0
23,2009,120.0,1.0
23,2009,330.0,1.0
23,2009,130.0,1.0
23,2009,420.0,1.0
23,2009,420.0,1.0
23,2009,380.0,1.0
23,2009,170.0,1.0
23,2009,450.0,1.0
23,2009,460.0,0.93478262
23,2009,620.0,1.0
23,2009,260.0,1.0
23,2009,150.0,1.0
23,2009,790.0,1.0
23,2009,180.0,1.0
23,2009,150.0,1.0
23,2009,310.0,1.0
23,2009,615.0,0.70731705
23,2009,230.0,1.0
23,2009,180.0,1.0
23,2009,410.0,1.0
23,2009,210.0,1.0
23,2009,350.0,1.0
23,2009,620.0,1.0
23,2009,110.0,1.0
23,2009,525.0,1.0
23,2009,240.0,1.0
23,2009,315.0,1.0
23,2009,460.0,1.0
23,2009,280.0,1.0
23,2009,120.0,1.0
23,2009,330.0,1.0
23,2009,150.0,1.0
23,2009,210.0,1.0
23,2009,100.0,1.0
23,2009,415.0,1.0
23,2009,895.0,1.0
23,2009,620.0,1.0
23,2009,120.0,1.0
23,2009,315.0,1.0
23,2009,390.0,0.71794873
23,2009,150.0,1.0
23,2009,400.0,1.0
23,2009,390.0,1.0
23,2009,460.0,1.0
23,2009,180.0,1.0
23,2009,70.0,1.0
23,2009,310.0,1.0
23,2009,1117.0,1.0
23,2009,400.0,1.0
23,2009,120.0,1.0
23,2009,610.0,1.0
23,2009,720.0,1.0
23,2009,490.0,1.0
23,2009,230.0,0.78260869
23,2009,200.0,1.0
23,2009,240.0,1.0
23,2009,550.0,1.0
23,2009,921.0,1.0
23,2009,240.0,1.0
23,2009,475.0,1.0
23,2009,260.0,1.0
23,2009,505.0,1.0
23,2009,440.0,1.0
23,2009,520.0,0.96153843
23,2009,430.0,1.0
23,2009,195.0,0.79487181
23,2009,725.0,1.0
23,2009,555.0,1.0
23,2009,150.0,0.66666669
23,2009,260.0,0.57692307
23,2009,100.0,1.0
23,2009,570.0,1.0
23,2009,340.0,1.0
23,2009,420.0,1.0
23,2009,240.0,1.0
23,2009,163.0,1.0
23,2009,380.0,1.0
23,2009,375.0,1.0
23,2009,380.0,1.0
23,2009,185.0,1.0
23,2009,220.0,1.0
23,2009,770.0,1.0
23,2009,490.0,1.0
23,2009,260.0,1.0
23,2009,110.0,0.45454547
23,2009,390.0,1.0
23,2009,100.0,1.0
23,2009,380.0,1.0
23,2009,50.0,1.0
23,2009,420.0,1.0
23,2009,170.0,1.0
23,2009,570.0,1.0
23,2009,120.0,1.0
23,2009,30.0,0.0
23,2009,400.0,1.0
23,2009,220.0,0.77272725
23,2009,410.0,1.0
23,2009,310.0,1.0
23,2009,380.0,1.0
23,2009,190.0,1.0
23,2009,330.0,1.0
23,2009,200.0,1.0
23,2009,190.0,1.0
23,2009,230.0,1.0
23,2009,170.0,1.0
23,2009,570.0,0.85964912
23,2009,60.0,1.0
23,2009,710.0,1.0
23,2009,190.0,1.0
23,2009,550.0,1.0
23,2009,350.0,1.0
23,2009,120.0,1.0
32,2009,120.0,1.0
32,2009,730.0,0.86301368
32,2009,520.0,0.65384614
32,2009,230.0,0.56521738
32,2009,360.0,0.8611111
32,2009,70.0,1.0
32,2009,290.0,0.48275861
32,2009,30.0,1.0
32,2009,60.0,0.0
32,2009,410.0,1.0
32,2009,380.0,0.2631579
32,2009,300.0,0.40000001
32,2009,200.0,1.0
32,2009,765.0,1.0
32,2009,120.0,1.0
32,2009,280.0,1.0
32,2009,920.0,0.25
32,2009,320.0,0.75
32,2009,150.0,0.60000002
32,2009,170.0,1.0
32,2009,150.0,1.0
32,2009,120.0,1.0
32,2009,100.0,0.5
32,2009,551.0,0.81851178
32,2009,150.0,1.0
32,2009,120.0,1.0
32,2009,340.0,0.70588237
32,2009,80.0,1.0
32,2009,310.0,1.0
32,2009,570.0,0.40350878
32,2009,180.0,1.0
32,2009,865.0,1.0
32,2009,20.0,1.0
32,2009,150.0,0.66666669
32,2009,150.0,1.0
32,2009,460.0,1.0
32,2009,380.0,0.84210527
32,2009,390.0,0.82051283
32,2009,100.0,1.0
32,2009,90.0,1.0
32,2009,100.0,1.0
32,2009,480.0,1.0
32,2009,330.0,1.0
32,2009,557.0,1.0
32,2009,30.0,1.0
32,2009,360.0,1.0
32,2009,100.0,1.0
32,2009,190.0,1.0
32,2009,62.0,1.0
32,2009,175.0,0.42857143
32,2009,710.0,1.0
32,2009,232.0,0.74137932
32,2009,60.0,0.0
32,2009,120.0,1.0
32,2009,220.0,1.0
32,2009,34.0,1.0
32,2009,230.0,0.0
32,2009,290.0,0.1724138
32,2009,500.0,0.63999999
32,2009,20.0,0.0
32,2009,345.0,1.0
32,2009,20.0,1.0
32,2009,70.0,0.0
32,2009,10.0,1.0
32,2009,380.0,0.97368419
32,2009,220.0,1.0
32,2009,305.0,1.0
32,2009,260.0,0.76923078
32,2009,90.0,0.0
32,2009,50.0,1.0
32,2009,50.0,1.0
32,2009,310.0,1.0
32,2009,240.0,1.0
32,2009,210.0,1.0
32,2009,360.0,1.0
32,2009,50.0,1.0
32,2009,160.0,1.0
32,2009,220.0,1.0
32,2009,320.0,1.0
32,2009,290.0,1.0
32,2009,180.0,0.77777779
32,2009,250.0,1.0
32,2009,310.0,1.0
32,2009,215.0,0.53488374
32,2009,130.0,1.0
32,2009,140.0,1.0
32,2009,400.0,1.0
32,2009,740.0,1.0
32,2009,250.0,1.0
32,2009,610.0,0.77049178
32,2009,195.0,1.0
32,2009,80.0,1.0
32,2009,350.0,0.97142857
32,2009,220.0,1.0
32,2009,390.0,1.0
32,2009,460.0,0.13043478
32,2009,250.0,1.0
32,2009,290.0,0.65517241
32,2009,500.0,1.0
32,2009,260.0,1.0
32,2009,250.0,0.83999997
32,2009,41.0,1.0
32,2009,180.0,1.0
32,2009,200.0,1.0
32,2009,280.0,1.0
32,2009,710.0,0.91549295
32,2009,350.0,1.0
32,2009,161.0,0.75155282
32,2009,185.0,1.0
32,2009,25.0,1.0
32,2009,360.0,0.83333331
32,2009,54.0,1.0
32,2009,245.0,1.0
32,2009,80.0,1.0
32,2009,620.0,0.75806451
32,2009,840.0,1.0
32,2009,50.0,0.0
32,2009,100.0,0.40000001
32,2009,60.0,1.0
32,2009,840.0,0.88095236
32,2009,250.0,1.0
32,2009,478.0,1.0
32,2009,120.0,1.0
32,2009,225.0,0.66666669
32,2009,60.0,1.0
32,2009,100.0,1.0
32,2009,540.0,1.0
32,2009,250.0,1.0
32,2009,190.0,1.0
32,2009,200.0,1.0
32,2009,30.0,1.0
32,2009,80.0,1.0
32,2009,480.0,0.91666669
32,2009,350.0,1.0
32,2009,575.0,1.0
32,2009,450.0,1.0
32,2009,393.0,1.0
32,2009,40.0,0.0
32,2009,180.0,1.0
32,2009,220.0,1.0
32,2009,990.0,1.0
32,2009,650.0,0.97692305
32,2009,120.0,0.5
32,2009,616.0,0.59415585
32,2009,50.0,1.0
32,2009,20.0,0.0
32,2009,190.0,0.52631581
32,2009,410.0,0.85365856
32,2009,240.0,0.625
32,2009,50.0,1.0
32,2009,260.0,1.0
32,2009,570.0,0.78947371
32,2009,200.0,1.0
32,2009,98.0,1.0
32,2009,110.0,1.0
32,2009,420.0,1.0
32,2009,160.0,1.0
32,2009,50.0,1.0
32,2009,300.0,1.0
32,2009,890.0,0.93258429
32,2009,75.0,0.0
32,2009,220.0,0.72727275
32,2009,200.0,0.0
32,2009,80.0,0.375
32,2009,328.0,1.0
32,2009,120.0,1.0
32,2009,250.0,1.0
32,2009,155.0,1.0
32,2009,425.0,0.88235295
32,2009,80.0,1.0
32,2009,60.0,1.0
32,2009,620.0,1.0
32,2009,185.0,1.0
32,2009,60.0,1.0
32,2009,460.0,1.0
32,2009,260.0,0.73076922
32,2009,60.0,1.0
32,2009,200.0,1.0
32,2009,510.0,1.0
32,2009,200.0,1.0
32,2009,630.0,0.80952382
32,2009,100.0,1.0
32,2009,380.0,1.0
32,2009,390.0,1.0
32,2009,20.0,1.0
32,2009,470.0,1.0
32,2009,740.0,1.0
32,2009,1071.0,1.0
32,2009,150.0,1.0
32,2009,220.0,1.0
32,2009,505.0,0.60396039
32,2009,540.0,1.0
32,2009,770.0,0.62987012
32,2009,360.0,1.0
32,2009,275.0,0.45454547
32,2009,240.0,1.0
32,2009,1350.0,0.8888889
32,2009,450.0,1.0
32,2009,145.0,1.0
32,2009,50.0,1.0
32,2009,350.0,1.0
32,2009,130.0,1.0
32,2009,340.0,1.0
32,2009,225.0,0.77777779
32,2009,120.0,1.0
32,2009,60.0,1.0
32,2009,260.0,1.0
32,2009,180.0,1.0
32,2009,160.0,0.625
32,2009,460.0,0.39130434
32,2009,100.0,1.0
32,2009,390.0,0.79487181
32,2009,260.0,1.0
32,2009,110.0,1.0
37,2009,600.0,1.0
37,2009,60.0,1.0
37,2009,1170.0,1.0
37,2009,640.0,1.0
37,2009,180.0,1.0
37,2009,510.0,1.0
37,2009,300.0,1.0
37,2009,390.0,1.0
37,2009,240.0,1.0
37,2009,270.0,0.77777779
37,2009,240.0,1.0
37,2009,720.0,1.0
37,2009,360.0,1.0
37,2009,260.0,1.0
37,2009,60.0,1.0
37,2009,170.0,1.0
37,2009,230.0,1.0
37,2009,300.0,1.0
37,2009,60.0,1.0
37,2009,1070.0,1.0
37,2009,790.0,1.0
37,2009,260.0,1.0
37,2009,220.0,1.0
37,2009,790.0,1.0
37,2009,320.0,1.0
37,2009,440.0,1.0
37,2009,120.0,1.0
37,2009,410.0,1.0
37,2009,185.0,1.0
37,2009,740.0,1.0
37,2009,120.0,1.0
37,2009,660.0,0.69696969
37,2009,370.0,1.0
37,2009,335.0,1.0
37,2009,250.0,1.0
37,2009,276.0,1.0
37,2009,420.0,1.0
37,2009,710.0,0.97183096
37,2009,305.0,1.0
37,2009,650.0,1.0
37,2009,1350.0,0.91111112
37,2009,115.0,1.0
37,2009,220.0,1.0
37,2009,65.0,1.0
37,2009,150.0,1.0
37,2009,250.0,1.0
37,2009,640.0,1.0
37,2009,300.0,1.0
37,2009,130.0,1.0
37,2009,140.0,1.0
37,2009,610.0,1.0
37,2009,755.0,1.0
37,2009,140.0,1.0
37,2009,559.0,1.0
37,2009,390.0,0.87179488
37,2009,1015.0,1.0
37,2009,580.0,1.0
37,2009,310.0,0.93548387
37,2009,330.0,1.0
37,2009,500.0,1.0
37,2009,300.0,1.0
37,2009,190.0,1.0
37,2009,380.0,1.0
37,2009,1525.0,1.0
37,2009,180.0,1.0
37,2009,30.0,1.0
37,2009,880.0,1.0
37,2009,50.0,1.0
37,2009,120.0,1.0
37,2009,140.0,1.0
37,2009,185.0,1.0
37,2009,40.0,1.0
37,2009,60.0,0.0
37,2009,120.0,1.0
37,2009,120.0,1.0
37,2009,450.0,1.0
37,2009,180.0,1.0
37,2009,140.0,1.0
37,2009,840.0,0.88095236
37,2009,50.0,1.0
37,2009,1105.0,1.0
37,2009,240.0,1.0
37,2009,545.0,1.0
37,2009,240.0,1.0
37,2009,300.0,1.0
37,2009,509.0,1.0
37,2009,325.0,1.0
37,2009,240.0,1.0
37,2009,240.0,1.0
37,2009,40.0,1.0
37,2009,295.0,1.0
37,2009,385.0,1.0
37,2009,60.0,1.0
37,2009,100.0,1.0
37,2009,110.0,1.0
37,2009,120.0,1.0
37,2009,690.0,1.0
37,2009,320.0,1.0
37,2009,270.0,1.0
37,2009,195.0,1.0
37,2009,182.0,1.0
37,2009,382.0,1.0
37,2009,240.0,1.0
37,2009,240.0,1.0
37,2009,320.0,1.0
37,2009,180.0,1.0
37,2009,490.0,1.0
37,2009,360.0,1.0
37,2009,370.0,1.0
37,2009,220.0,1.0
37,2009,380.0,1.0
37,2009,240.0,1.0
37,2009,1071.0,0.48552755
37,2009,200.0,1.0
37,2009,195.0,1.0
37,2009,410.0,1.0
37,2009,360.0,1.0
37,2009,190.0,1.0
37,2009,690.0,1.0
37,2009,185.0,1.0
37,2009,300.0,1.0
37,2009,380.0,1.0
37,2009,108.0,1.0
37,2009,240.0,1.0
37,2009,350.0,1.0
37,2009,60.0,1.0
37,2009,60.0,1.0
37,2009,350.0,1.0
37,2009,380.0,1.0
37,2009,480.0,1.0
37,2009,370.0,1.0
37,2009,250.0,1.0
37,2009,645.0,1.0
37,2009,350.0,1.0
37,2009,430.0,1.0
37,2009,110.0,1.0
37,2009,150.0,1.0
37,2009,315.0,1.0
37,2009,610.0,1.0
37,2009,390.0,1.0
37,2009,290.0,1.0
37,2009,570.0,1.0
37,2009,455.0,1.0
37,2009,60.0,1.0
37,2009,590.0,1.0
