demand_group,G01_主食,G02_食用油,G03_蔬菜,G04_水果,G05_猪肉,G06_禽类及其他肉类,G07_牛羊肉,G08_海鲜,G09_乳制品,G10_坚果
G01_主食,-0.275123137083952,-0.399018891102701,0.160731429966676,0.23166672730316,-0.0196965532210869,0.104480948230162,0.561427527884261,-0.188124976500493,-0.778375537688201,0.5951135794188
G02_食用油,-0.249887375150755,0.476811134094236,-0.178194438945886,0.032887967661601,-0.0841971790617846,-0.330766436482909,0.825135428382662,0.111676423652221,0.271641321158915,-0.89312867904956
G03_蔬菜,0.140052300542242,-0.342958963946238,-0.946156621881651,0.0942682140074775,0.249033468189334,0.278975412738057,-0.483685062639199,0.201921862559687,0.26859989816539,0.542196121850066
G04_水果,0.141861983561858,-0.0326328670394208,0.0470626344305174,-0.91135315273733,0.0596011204087245,-0.29995425360816,0.212292386651078,0.121781354604606,-0.140863034256643,0.806287931569022
G05_猪肉,0.00952621460064532,-0.145982451890925,0.217913650560968,0.139752856356703,-0.582229230950084,0.0292308238090759,-0.0459468488765779,0.129682249093659,0.00889421703152132,0.23902731138189
G06_禽类及其他肉类,0.166063000625367,-0.538869694331026,0.445872395215844,-0.297156388781217,0.084175019851713,0.779242758317013,-0.376603694118739,-0.58622581801307,0.259964734544297,0.0467957071159192
G07_牛羊肉,0.453667213807875,0.721694986672332,-0.24951042656392,0.314423793640341,0.0249623219861295,-0.233622177043672,-1.19969042098656,0.0751516451484711,0.141308357952183,-0.0413543452047575
G08_海鲜,-0.125962997152175,0.0920993107638463,0.239535221997348,0.255519983677483,0.196684306505395,-0.450249991529062,0.0625341898611394,-0.312648345730286,0.172111427972926,-0.134266719631096
G09_乳制品,-0.449490845832406,0.141070439000202,0.191310603227579,-0.0805699786309443,-0.0113023560746155,0.100499951661245,0.0395698479847584,0.110339436531132,0.29116401479289,-0.344823103239604
G10_坚果,1.09538690932293,-0.0982341798937126,0.601979769925831,1.98181642499528,0.294195061336177,0.58158397174821,0.682993818579861,-0.592225814905546,-0.884177133530877,-3.41337555396291
