diet_pathway,source_scenario,year,world_commodity,source_commodities,baseline_kg_per_capita,pathway_kg_per_capita,preference_multiplier_vs_baseline,mapping_note
CGS,B1,2023,WHE,WHEA,65.0,65.0,1.0,wheat
CGS,B1,2024,WHE,WHEA,64.61783168119976,64.61783168119976,1.0,wheat
CGS,B1,2025,WHE,WHEA,64.07036472279933,63.10930925196367,0.9850000000000989,wheat
CGS,B1,2026,WHE,WHEA,63.607790694318325,61.7138687263956,0.9702250000000096,wheat
CGS,B1,2027,WHE,WHEA,63.14513575160334,60.34601449458035,0.9556716249999998,wheat
CGS,B1,2028,WHE,WHEA,62.68896823016083,59.01141711601981,0.941336550625,wheat
CGS,B1,2029,WHE,WHEA,62.2371431501271,57.70730618888955,0.9272165023656247,wheat
CGS,B1,2030,WHE,WHEA,61.78967754177123,56.43302256219101,0.9133082548301211,wheat
CGS,B1,2031,WHE,WHEA,61.40079389034416,55.23668413446581,0.899608631007494,wheat
CGS,B1,2032,WHE,WHEA,61.00950353605144,54.061405815198704,0.8861145015424196,wheat
CGS,B1,2033,WHE,WHEA,60.61928806777537,52.90989577659201,0.8728227840194381,wheat
CGS,B1,2034,WHE,WHEA,60.22994681147445,51.78151880947038,0.8597304422590897,wheat
CGS,B1,2035,WHE,WHEA,59.84078609189112,50.675241309533455,0.8468344856251869,wheat
CGS,B1,2036,WHE,WHEA,59.50522061437166,49.63520679762068,0.8341319683408219,wheat
CGS,B1,2037,WHE,WHEA,59.17244633468478,48.61726469570487,0.82161998881576,wheat
CGS,B1,2038,WHE,WHEA,58.8463757750722,47.62411822707054,0.8092956889835262,wheat
CGS,B1,2039,WHE,WHEA,58.52687693238119,46.65506595317967,0.7971562536487711,wheat
CGS,B1,2040,WHE,WHEA,58.21382048495257,45.70942838264104,0.7851989098440338,wheat
CGS,B1,2041,WHE,WHEA,57.94375604980304,44.81491347133542,0.773420926196374,wheat
CGS,B1,2042,WHE,WHEA,57.6760098226525,43.938715442287325,0.7618196123031764,wheat
CGS,B1,2043,WHE,WHEA,57.41377061573928,43.08285242428585,0.7503923181188037,wheat
CGS,B1,2044,WHE,WHEA,57.156941707696106,42.24677803485488,0.7391364333471048,wheat
CGS,B1,2045,WHE,WHEA,56.90542832679956,41.42996220158727,0.7280493868469112,wheat
CGS,B1,2046,WHE,WHEA,56.66865486749445,40.63871573827211,0.7171286460441956,wheat
CGS,B1,2047,WHE,WHEA,56.43599797310111,39.86479275238368,0.7063717163535284,wheat
CGS,B1,2048,WHE,WHEA,56.20825150706992,39.10836030392554,0.6957761406082247,wheat
CGS,B1,2049,WHE,WHEA,55.98533369956947,38.36896052102009,0.6853394985000357,wheat
CGS,B1,2050,WHE,WHEA,55.76716440036849,37.64614887560956,0.6750594060213828,wheat
MTS,C1,2023,BFV,CATM,6.56657231834401,6.56657231834401,1.0,bovine meat; mutton excluded
MTS,C1,2024,BFV,CATM,6.776990371232993,6.776990371232993,1.0,bovine meat; mutton excluded
MTS,C1,2025,BFV,CATM,6.875307463334945,6.715456564812257,0.9767499999999781,bovine meat; mutton excluded
MTS,C1,2026,BFV,CATM,6.965222187737043,6.645104493926134,0.9540405625000007,bovine meat; mutton excluded
MTS,C1,2027,BFV,CATM,7.060108140458184,6.579026154790595,0.9318591194218778,bovine meat; mutton excluded
MTS,C1,2028,BFV,CATM,7.154646134027522,6.512111654005187,0.91019339489532,bovine meat; mutton excluded
MTS,C1,2029,BFV,CATM,7.250262481915533,6.4457109935286425,0.8890313984640282,bovine meat; mutton excluded
MTS,C1,2030,BFV,CATM,7.345899314229409,6.378895548293023,0.868361418449713,bovine meat; mutton excluded
MTS,C1,2031,BFV,CATM,7.437265724809698,6.308080659403264,0.8481720154707358,bovine meat; mutton excluded
MTS,C1,2032,BFV,CATM,7.534516133015776,6.241985080818236,0.8284520161110612,bovine meat; mutton excluded
MTS,C1,2033,BFV,CATM,7.633598991250766,6.177035835953298,0.8091905067364811,bovine meat; mutton excluded
MTS,C1,2034,BFV,CATM,7.734727189308881,6.113349137114781,0.7903768274548576,bovine meat; mutton excluded
MTS,C1,2035,BFV,CATM,7.838325743700063,6.051191912326007,0.7720005662165242,bovine meat; mutton excluded
MTS,C1,2036,BFV,CATM,7.936238536443523,5.984332993796028,0.7540515530519569,bovine meat; mutton excluded
MTS,C1,2037,BFV,CATM,8.036406405878463,5.918972876306716,0.7365198544435373,bovine meat; mutton excluded
MTS,C1,2038,BFV,CATM,8.13468459390377,5.852057669467781,0.7193957678277265,bovine meat; mutton excluded
MTS,C1,2039,BFV,CATM,8.23097289030608,5.78365620819049,0.7026698162257483,bovine meat; mutton excluded
MTS,C1,2040,BFV,CATM,8.32517260707462,5.713838551347947,0.6863327429983137,bovine meat; mutton excluded
MTS,C1,2041,BFV,CATM,8.41453230843421,5.640896360108592,0.6703755067235888,bovine meat; mutton excluded
MTS,C1,2042,BFV,CATM,8.505297715601273,5.569177734999789,0.6547892761924421,bovine meat; mutton excluded
MTS,C1,2043,BFV,CATM,8.593900644467404,5.496361722563718,0.6395654255209682,bovine meat; mutton excluded
MTS,C1,2044,BFV,CATM,8.68025171374678,5.422514439449894,0.6246955293776034,bovine meat; mutton excluded
MTS,C1,2045,BFV,CATM,8.764263491134045,5.347702559055924,0.6101713583195754,bovine meat; mutton excluded
MTS,C1,2046,BFV,CATM,8.845238437073553,5.27162831753012,0.5959848742386461,bovine meat; mutton excluded
MTS,C1,2047,BFV,CATM,8.92473933408745,5.195342675284701,0.5821282259125972,bovine meat; mutton excluded
MTS,C1,2048,BFV,CATM,9.001709094463676,5.1183154823622266,0.5685937446601275,bovine meat; mutton excluded
MTS,C1,2049,BFV,CATM,9.07606954578101,5.040612504232868,0.5553739400967884,bovine meat; mutton excluded
MTS,C1,2050,BFV,CATM,9.147745150138158,4.962299519074798,0.5424614959895174,bovine meat; mutton excluded
MTS,C1,2023,BUT,MILK,37.05427511403377,37.05427511403377,1.0,common dairy-food multiplier
MTS,C1,2024,BUT,MILK,35.49446339894381,35.49446339894381,1.0,common dairy-food multiplier
MTS,C1,2025,BUT,MILK,35.924228811772124,36.59780810199286,1.0187500000000003,common dairy-food multiplier
MTS,C1,2026,BUT,MILK,36.34660570111934,37.72238151847813,1.0378515625000004,common dairy-food multiplier
MTS,C1,2027,BUT,MILK,36.78983409802401,38.898306555301616,1.0573112792968766,common dairy-food multiplier
MTS,C1,2028,BUT,MILK,37.2307397738459,40.10256512006896,1.0771358657836954,common dairy-food multiplier
MTS,C1,2029,BUT,MILK,37.67563260849735,41.3426834327402,1.0973321632671347,common dairy-food multiplier
MTS,C1,2030,BUT,MILK,38.12050271847346,42.61518222000968,1.1179071413283872,common dairy-food multiplier
MTS,C1,2031,BUT,MILK,38.56987453831741,43.92599202748467,1.1388679002273188,common dairy-food multiplier
MTS,C1,2032,BUT,MILK,39.04444247821292,45.30020838738596,1.1602216733575796,common dairy-food multiplier
MTS,C1,2033,BUT,MILK,39.52715655677596,46.72014366818229,1.1819758297330212,common dairy-food multiplier
MTS,C1,2034,BUT,MILK,40.01881518358706,48.18817113683219,1.2041378765405237,common dairy-food multiplier
MTS,C1,2035,BUT,MILK,40.52128733750941,49.70808970594505,1.2267154617255132,common dairy-food multiplier
MTS,C1,2036,BUT,MILK,41.00623388512871,51.24616203028408,1.249716376632895,common dairy-food multiplier
MTS,C1,2037,BUT,MILK,41.5007538537791,52.83662495369018,1.273148558694888,common dairy-food multiplier
MTS,C1,2038,BUT,MILK,41.98687376587926,54.45781896574236,1.2970200941704226,common dairy-food multiplier
MTS,C1,2039,BUT,MILK,42.46417372636009,56.1095782292849,1.3213392209361248,common dairy-food multiplier
MTS,C1,2040,BUT,MILK,42.93223919771442,57.79170246007118,1.3461143313286075,common dairy-food multiplier
MTS,C1,2041,BUT,MILK,43.3983424718728,59.51448945899698,1.371353975041082,common dairy-food multiplier
MTS,C1,2042,BUT,MILK,43.87084102525766,61.29049820766412,1.3970668620730904,common dairy-food multiplier
MTS,C1,2043,BUT,MILK,44.33412295177504,63.09906654815615,1.423261865736983,common dairy-food multiplier
MTS,C1,2044,BUT,MILK,44.78779877397847,64.93998040865557,1.4499480257195725,common dairy-food multiplier
MTS,C1,2045,BUT,MILK,45.2314853340205,66.8129897890619,1.4771345512018605,common dairy-food multiplier
MTS,C1,2046,BUT,MILK,45.6674991558636,68.72186038642562,1.5048308240369648,common dairy-food multiplier
MTS,C1,2047,BUT,MILK,46.09741523034646,70.66947655981465,1.5330464019876784,common dairy-food multiplier
MTS,C1,2048,BUT,MILK,46.51655964298147,72.64914522588816,1.5617910220247693,common dairy-food multiplier
MTS,C1,2049,BUT,MILK,46.92457721772912,74.66050309989429,1.5910746036873387,common dairy-food multiplier
MTS,C1,2050,BUT,MILK,47.3211213233869,76.70314874979708,1.620907252506062,common dairy-food multiplier
MTS,C1,2023,CHE,MILK,37.05427511403377,37.05427511403377,1.0,common dairy-food multiplier
MTS,C1,2024,CHE,MILK,35.49446339894381,35.49446339894381,1.0,common dairy-food multiplier
MTS,C1,2025,CHE,MILK,35.924228811772124,36.59780810199286,1.0187500000000003,common dairy-food multiplier
MTS,C1,2026,CHE,MILK,36.34660570111934,37.72238151847813,1.0378515625000004,common dairy-food multiplier
MTS,C1,2027,CHE,MILK,36.78983409802401,38.898306555301616,1.0573112792968766,common dairy-food multiplier
MTS,C1,2028,CHE,MILK,37.2307397738459,40.10256512006896,1.0771358657836954,common dairy-food multiplier
MTS,C1,2029,CHE,MILK,37.67563260849735,41.3426834327402,1.0973321632671347,common dairy-food multiplier
MTS,C1,2030,CHE,MILK,38.12050271847346,42.61518222000968,1.1179071413283872,common dairy-food multiplier
MTS,C1,2031,CHE,MILK,38.56987453831741,43.92599202748467,1.1388679002273188,common dairy-food multiplier
MTS,C1,2032,CHE,MILK,39.04444247821292,45.30020838738596,1.1602216733575796,common dairy-food multiplier
MTS,C1,2033,CHE,MILK,39.52715655677596,46.72014366818229,1.1819758297330212,common dairy-food multiplier
MTS,C1,2034,CHE,MILK,40.01881518358706,48.18817113683219,1.2041378765405237,common dairy-food multiplier
MTS,C1,2035,CHE,MILK,40.52128733750941,49.70808970594505,1.2267154617255132,common dairy-food multiplier
MTS,C1,2036,CHE,MILK,41.00623388512871,51.24616203028408,1.249716376632895,common dairy-food multiplier
MTS,C1,2037,CHE,MILK,41.5007538537791,52.83662495369018,1.273148558694888,common dairy-food multiplier
MTS,C1,2038,CHE,MILK,41.98687376587926,54.45781896574236,1.2970200941704226,common dairy-food multiplier
MTS,C1,2039,CHE,MILK,42.46417372636009,56.1095782292849,1.3213392209361248,common dairy-food multiplier
MTS,C1,2040,CHE,MILK,42.93223919771442,57.79170246007118,1.3461143313286075,common dairy-food multiplier
MTS,C1,2041,CHE,MILK,43.3983424718728,59.51448945899698,1.371353975041082,common dairy-food multiplier
MTS,C1,2042,CHE,MILK,43.87084102525766,61.29049820766412,1.3970668620730904,common dairy-food multiplier
MTS,C1,2043,CHE,MILK,44.33412295177504,63.09906654815615,1.423261865736983,common dairy-food multiplier
MTS,C1,2044,CHE,MILK,44.78779877397847,64.93998040865557,1.4499480257195725,common dairy-food multiplier
MTS,C1,2045,CHE,MILK,45.2314853340205,66.8129897890619,1.4771345512018605,common dairy-food multiplier
MTS,C1,2046,CHE,MILK,45.6674991558636,68.72186038642562,1.5048308240369648,common dairy-food multiplier
MTS,C1,2047,CHE,MILK,46.09741523034646,70.66947655981465,1.5330464019876784,common dairy-food multiplier
MTS,C1,2048,CHE,MILK,46.51655964298147,72.64914522588816,1.5617910220247693,common dairy-food multiplier
MTS,C1,2049,CHE,MILK,46.92457721772912,74.66050309989429,1.5910746036873387,common dairy-food multiplier
MTS,C1,2050,CHE,MILK,47.3211213233869,76.70314874979708,1.620907252506062,common dairy-food multiplier
MTS,C1,2023,CRN,MAIZ,13.407393219689714,13.407393219689714,1.0,maize
MTS,C1,2024,CRN,MAIZ,13.420626579941487,13.420626579941487,1.0,maize
MTS,C1,2025,CRN,MAIZ,13.361349255891824,13.36134925589182,0.9999999999999998,maize
MTS,C1,2026,CRN,MAIZ,13.31702892377102,13.317028923771035,1.000000000000001,maize
MTS,C1,2027,CRN,MAIZ,13.27282083672308,13.272820836723756,1.000000000000051,maize
MTS,C1,2028,CRN,MAIZ,13.228474763164382,13.228474763166982,1.0000000000001965,maize
MTS,C1,2029,CRN,MAIZ,13.18405995543834,13.184059955438387,1.0000000000000036,maize
MTS,C1,2030,CRN,MAIZ,13.139535681803508,13.139535681803508,1.0,maize
MTS,C1,2031,CRN,MAIZ,13.10641468286607,13.106414682865797,0.9999999999999791,maize
MTS,C1,2032,CRN,MAIZ,13.073458123581286,13.073458123581286,1.0,maize
MTS,C1,2033,CRN,MAIZ,13.04048795663114,13.040487956631654,1.0000000000000395,maize
MTS,C1,2034,CRN,MAIZ,13.007511128382108,13.007511128382824,1.000000000000055,maize
MTS,C1,2035,CRN,MAIZ,12.974544793775356,12.974544793774603,0.9999999999999419,maize
MTS,C1,2036,CRN,MAIZ,12.951711603342003,12.951711603310526,0.9999999999975696,maize
MTS,C1,2037,CRN,MAIZ,12.928877381374193,12.928877381374331,1.0000000000000107,maize
MTS,C1,2038,CRN,MAIZ,12.90586924919312,12.905869249193128,1.0000000000000004,maize
MTS,C1,2039,CRN,MAIZ,12.882687688875375,12.882687688875668,1.0000000000000226,maize
MTS,C1,2040,CRN,MAIZ,12.859333189287549,12.85933318928757,1.0000000000000016,maize
MTS,C1,2041,CRN,MAIZ,12.84448977947009,12.844489779469866,0.9999999999999826,maize
MTS,C1,2042,CRN,MAIZ,12.829635073584267,12.829635073578231,0.9999999999995295,maize
MTS,C1,2043,CRN,MAIZ,12.814626323579844,12.814626323577924,0.9999999999998501,maize
MTS,C1,2044,CRN,MAIZ,12.79946380634954,12.79946380634955,1.0000000000000009,maize
MTS,C1,2045,CRN,MAIZ,12.784147804501677,12.78414780450164,0.9999999999999971,maize
MTS,C1,2046,CRN,MAIZ,12.771034477802951,12.77103447780298,1.0000000000000022,maize
MTS,C1,2047,CRN,MAIZ,12.757811507822662,12.757811507822684,1.0000000000000018,maize
MTS,C1,2048,CRN,MAIZ,12.744440403494789,12.744440403494776,0.999999999999999,maize
MTS,C1,2049,CRN,MAIZ,12.730921405828312,12.730921405851854,1.0000000000018492,maize
MTS,C1,2050,CRN,MAIZ,12.717254761339555,12.717254761333296,0.9999999999995077,maize
MTS,C1,2023,FMK,MILK,37.05427511403377,37.05427511403377,1.0,common dairy-food multiplier
MTS,C1,2024,FMK,MILK,35.49446339894381,35.49446339894381,1.0,common dairy-food multiplier
MTS,C1,2025,FMK,MILK,35.924228811772124,36.59780810199286,1.0187500000000003,common dairy-food multiplier
MTS,C1,2026,FMK,MILK,36.34660570111934,37.72238151847813,1.0378515625000004,common dairy-food multiplier
MTS,C1,2027,FMK,MILK,36.78983409802401,38.898306555301616,1.0573112792968766,common dairy-food multiplier
MTS,C1,2028,FMK,MILK,37.2307397738459,40.10256512006896,1.0771358657836954,common dairy-food multiplier
MTS,C1,2029,FMK,MILK,37.67563260849735,41.3426834327402,1.0973321632671347,common dairy-food multiplier
MTS,C1,2030,FMK,MILK,38.12050271847346,42.61518222000968,1.1179071413283872,common dairy-food multiplier
MTS,C1,2031,FMK,MILK,38.56987453831741,43.92599202748467,1.1388679002273188,common dairy-food multiplier
MTS,C1,2032,FMK,MILK,39.04444247821292,45.30020838738596,1.1602216733575796,common dairy-food multiplier
MTS,C1,2033,FMK,MILK,39.52715655677596,46.72014366818229,1.1819758297330212,common dairy-food multiplier
MTS,C1,2034,FMK,MILK,40.01881518358706,48.18817113683219,1.2041378765405237,common dairy-food multiplier
MTS,C1,2035,FMK,MILK,40.52128733750941,49.70808970594505,1.2267154617255132,common dairy-food multiplier
MTS,C1,2036,FMK,MILK,41.00623388512871,51.24616203028408,1.249716376632895,common dairy-food multiplier
MTS,C1,2037,FMK,MILK,41.5007538537791,52.83662495369018,1.273148558694888,common dairy-food multiplier
MTS,C1,2038,FMK,MILK,41.98687376587926,54.45781896574236,1.2970200941704226,common dairy-food multiplier
MTS,C1,2039,FMK,MILK,42.46417372636009,56.1095782292849,1.3213392209361248,common dairy-food multiplier
MTS,C1,2040,FMK,MILK,42.93223919771442,57.79170246007118,1.3461143313286075,common dairy-food multiplier
MTS,C1,2041,FMK,MILK,43.3983424718728,59.51448945899698,1.371353975041082,common dairy-food multiplier
MTS,C1,2042,FMK,MILK,43.87084102525766,61.29049820766412,1.3970668620730904,common dairy-food multiplier
MTS,C1,2043,FMK,MILK,44.33412295177504,63.09906654815615,1.423261865736983,common dairy-food multiplier
MTS,C1,2044,FMK,MILK,44.78779877397847,64.93998040865557,1.4499480257195725,common dairy-food multiplier
MTS,C1,2045,FMK,MILK,45.2314853340205,66.8129897890619,1.4771345512018605,common dairy-food multiplier
MTS,C1,2046,FMK,MILK,45.6674991558636,68.72186038642562,1.5048308240369648,common dairy-food multiplier
MTS,C1,2047,FMK,MILK,46.09741523034646,70.66947655981465,1.5330464019876784,common dairy-food multiplier
MTS,C1,2048,FMK,MILK,46.51655964298147,72.64914522588816,1.5617910220247693,common dairy-food multiplier
MTS,C1,2049,FMK,MILK,46.92457721772912,74.66050309989429,1.5910746036873387,common dairy-food multiplier
MTS,C1,2050,FMK,MILK,47.3211213233869,76.70314874979708,1.620907252506062,common dairy-food multiplier
MTS,C1,2023,NBO,SOYO+RAPO+GRDO,21.60228989763562,21.60228989763562,1.0,total vegetable-oil multiplier
MTS,C1,2024,NBO,SOYO+RAPO+GRDO,22.17847303093135,22.17847303093135,1.0,total vegetable-oil multiplier
MTS,C1,2025,NBO,SOYO+RAPO+GRDO,22.242006901130008,22.014026330393424,0.9897499999999999,total vegetable-oil multiplier
MTS,C1,2026,NBO,SOYO+RAPO+GRDO,22.314617873578104,21.859512636710086,0.9796050624999996,total vegetable-oil multiplier
MTS,C1,2027,NBO,SOYO+RAPO+GRDO,22.39009698942575,21.708634474010356,0.969564110609381,total vegetable-oil multiplier
MTS,C1,2028,NBO,SOYO+RAPO+GRDO,22.463007608462064,21.556087902077188,0.9596260784756522,total vegetable-oil multiplier
MTS,C1,2029,NBO,SOYO+RAPO+GRDO,22.534825000013715,21.403349435022754,0.9497899111712529,total vegetable-oil multiplier
MTS,C1,2030,NBO,SOYO+RAPO+GRDO,22.604816447378603,21.24976088289084,0.9400545645817485,total vegetable-oil multiplier
MTS,C1,2031,NBO,SOYO+RAPO+GRDO,22.68410063086834,21.105718344979092,0.9304190052947747,total vegetable-oil multiplier
MTS,C1,2032,NBO,SOYO+RAPO+GRDO,22.767063058029336,20.96578335525497,0.9208822104905138,total vegetable-oil multiplier
MTS,C1,2033,NBO,SOYO+RAPO+GRDO,22.850008686724543,20.826484302439578,0.911443167832991,total vegetable-oil multiplier
MTS,C1,2034,NBO,SOYO+RAPO+GRDO,22.933010722839796,20.687889047776068,0.9021008753627044,total vegetable-oil multiplier
MTS,C1,2035,NBO,SOYO+RAPO+GRDO,23.01641032819969,20.550301884751924,0.8928543413902258,total vegetable-oil multiplier
MTS,C1,2036,NBO,SOYO+RAPO+GRDO,23.10742102265488,20.420087676324485,0.8837025843907163,total vegetable-oil multiplier
MTS,C1,2037,NBO,SOYO+RAPO+GRDO,23.199059290130656,20.290932696464264,0.8746446329009743,total vegetable-oil multiplier
MTS,C1,2038,NBO,SOYO+RAPO+GRDO,23.287554783606836,20.159559373119198,0.8656795254137383,total vegetable-oil multiplier
MTS,C1,2039,NBO,SOYO+RAPO+GRDO,23.37287576279929,20.026027442916035,0.8568063102782516,total vegetable-oil multiplier
MTS,C1,2040,NBO,SOYO+RAPO+GRDO,23.454992129580265,19.890397315193393,0.8480240455978929,total vegetable-oil multiplier
MTS,C1,2041,NBO,SOYO+RAPO+GRDO,23.543927381417976,19.761166927643767,0.8393317991305159,total vegetable-oil multiplier
MTS,C1,2042,NBO,SOYO+RAPO+GRDO,23.63308303579926,19.63267912287718,0.8307286481893924,total vegetable-oil multiplier
MTS,C1,2043,NBO,SOYO+RAPO+GRDO,23.719284421871556,19.50232012069277,0.8222136795454789,total vegetable-oil multiplier
MTS,C1,2044,NBO,SOYO+RAPO+GRDO,23.802502427271257,19.370142986310153,0.8137859893301465,total vegetable-oil multiplier
MTS,C1,2045,NBO,SOYO+RAPO+GRDO,23.882709366237627,19.23620127322579,0.8054446829395125,total vegetable-oil multiplier
MTS,C1,2046,NBO,SOYO+RAPO+GRDO,23.96279599320222,19.102874378222843,0.7971888749393834,total vegetable-oil multiplier
MTS,C1,2047,NBO,SOYO+RAPO+GRDO,24.040772368854682,18.96859465555772,0.7890176889712548,total vegetable-oil multiplier
MTS,C1,2048,NBO,SOYO+RAPO+GRDO,24.11574669338684,18.832716278912947,0.780930257659298,total vegetable-oil multiplier
MTS,C1,2049,NBO,SOYO+RAPO+GRDO,24.187695300522627,18.695291866211516,0.7729257225184064,total vegetable-oil multiplier
MTS,C1,2050,NBO,SOYO+RAPO+GRDO,24.256595962325573,18.55637435367374,0.765003233862443,total vegetable-oil multiplier
MTS,C1,2023,NDM,MILK,37.05427511403377,37.05427511403377,1.0,common dairy-food multiplier
MTS,C1,2024,NDM,MILK,35.49446339894381,35.49446339894381,1.0,common dairy-food multiplier
MTS,C1,2025,NDM,MILK,35.924228811772124,36.59780810199286,1.0187500000000003,common dairy-food multiplier
MTS,C1,2026,NDM,MILK,36.34660570111934,37.72238151847813,1.0378515625000004,common dairy-food multiplier
MTS,C1,2027,NDM,MILK,36.78983409802401,38.898306555301616,1.0573112792968766,common dairy-food multiplier
MTS,C1,2028,NDM,MILK,37.2307397738459,40.10256512006896,1.0771358657836954,common dairy-food multiplier
MTS,C1,2029,NDM,MILK,37.67563260849735,41.3426834327402,1.0973321632671347,common dairy-food multiplier
MTS,C1,2030,NDM,MILK,38.12050271847346,42.61518222000968,1.1179071413283872,common dairy-food multiplier
MTS,C1,2031,NDM,MILK,38.56987453831741,43.92599202748467,1.1388679002273188,common dairy-food multiplier
MTS,C1,2032,NDM,MILK,39.04444247821292,45.30020838738596,1.1602216733575796,common dairy-food multiplier
MTS,C1,2033,NDM,MILK,39.52715655677596,46.72014366818229,1.1819758297330212,common dairy-food multiplier
MTS,C1,2034,NDM,MILK,40.01881518358706,48.18817113683219,1.2041378765405237,common dairy-food multiplier
MTS,C1,2035,NDM,MILK,40.52128733750941,49.70808970594505,1.2267154617255132,common dairy-food multiplier
MTS,C1,2036,NDM,MILK,41.00623388512871,51.24616203028408,1.249716376632895,common dairy-food multiplier
MTS,C1,2037,NDM,MILK,41.5007538537791,52.83662495369018,1.273148558694888,common dairy-food multiplier
MTS,C1,2038,NDM,MILK,41.98687376587926,54.45781896574236,1.2970200941704226,common dairy-food multiplier
MTS,C1,2039,NDM,MILK,42.46417372636009,56.1095782292849,1.3213392209361248,common dairy-food multiplier
MTS,C1,2040,NDM,MILK,42.93223919771442,57.79170246007118,1.3461143313286075,common dairy-food multiplier
MTS,C1,2041,NDM,MILK,43.3983424718728,59.51448945899698,1.371353975041082,common dairy-food multiplier
MTS,C1,2042,NDM,MILK,43.87084102525766,61.29049820766412,1.3970668620730904,common dairy-food multiplier
MTS,C1,2043,NDM,MILK,44.33412295177504,63.09906654815615,1.423261865736983,common dairy-food multiplier
MTS,C1,2044,NDM,MILK,44.78779877397847,64.93998040865557,1.4499480257195725,common dairy-food multiplier
MTS,C1,2045,NDM,MILK,45.2314853340205,66.8129897890619,1.4771345512018605,common dairy-food multiplier
MTS,C1,2046,NDM,MILK,45.6674991558636,68.72186038642562,1.5048308240369648,common dairy-food multiplier
MTS,C1,2047,NDM,MILK,46.09741523034646,70.66947655981465,1.5330464019876784,common dairy-food multiplier
MTS,C1,2048,NDM,MILK,46.51655964298147,72.64914522588816,1.5617910220247693,common dairy-food multiplier
MTS,C1,2049,NDM,MILK,46.92457721772912,74.66050309989429,1.5910746036873387,common dairy-food multiplier
MTS,C1,2050,NDM,MILK,47.3211213233869,76.70314874979708,1.620907252506062,common dairy-food multiplier
MTS,C1,2023,OCG,SORG+BARL+OTGR,2.6610476897612845,2.6610476897612845,1.0,other grains aggregate
MTS,C1,2024,OCG,SORG+BARL+OTGR,2.2641253107558725,2.2641253107558725,1.0,other grains aggregate
MTS,C1,2025,OCG,SORG+BARL+OTGR,2.257090831421995,2.257090831422009,1.000000000000006,other grains aggregate
MTS,C1,2026,OCG,SORG+BARL+OTGR,2.2524864765450596,2.252486476545058,0.9999999999999992,other grains aggregate
MTS,C1,2027,OCG,SORG+BARL+OTGR,2.2480763552098324,2.2480763552098715,1.0000000000000173,other grains aggregate
MTS,C1,2028,OCG,SORG+BARL+OTGR,2.243624715676761,2.243624715676896,1.0000000000000602,other grains aggregate
MTS,C1,2029,OCG,SORG+BARL+OTGR,2.2391990039602145,2.2391990039602145,1.0,other grains aggregate
MTS,C1,2030,OCG,SORG+BARL+OTGR,2.234761715731123,2.2347617157311195,0.9999999999999984,other grains aggregate
MTS,C1,2031,OCG,SORG+BARL+OTGR,2.2322773458672076,2.2322773458671454,0.9999999999999721,other grains aggregate
MTS,C1,2032,OCG,SORG+BARL+OTGR,2.2300409668802113,2.2300409668802113,1.0,other grains aggregate
MTS,C1,2033,OCG,SORG+BARL+OTGR,2.2278854416684055,2.2278854416684344,1.0000000000000129,other grains aggregate
MTS,C1,2034,OCG,SORG+BARL+OTGR,2.2258216273273335,2.225821627327373,1.0000000000000178,other grains aggregate
MTS,C1,2035,OCG,SORG+BARL+OTGR,2.2238711006740144,2.2238711006739713,0.9999999999999807,other grains aggregate
MTS,C1,2036,OCG,SORG+BARL+OTGR,2.2235528108534792,2.223552810851743,0.9999999999992191,other grains aggregate
MTS,C1,2037,OCG,SORG+BARL+OTGR,2.2232717843301315,2.2232717843301386,1.000000000000003,other grains aggregate
MTS,C1,2038,OCG,SORG+BARL+OTGR,2.2228594401069044,2.2228594401069044,1.0,other grains aggregate
MTS,C1,2039,OCG,SORG+BARL+OTGR,2.222315561325345,2.222315561325364,1.0000000000000087,other grains aggregate
MTS,C1,2040,OCG,SORG+BARL+OTGR,2.22163995305499,2.221639953054974,0.9999999999999928,other grains aggregate
MTS,C1,2041,OCG,SORG+BARL+OTGR,2.222341242184352,2.222341242184343,0.999999999999996,other grains aggregate
MTS,C1,2042,OCG,SORG+BARL+OTGR,2.2230601880692227,2.2230601880689367,0.9999999999998713,other grains aggregate
MTS,C1,2043,OCG,SORG+BARL+OTGR,2.2236564327713,2.2236564327712127,0.9999999999999607,other grains aggregate
MTS,C1,2044,OCG,SORG+BARL+OTGR,2.22412966151672,2.224129661516722,1.0000000000000009,other grains aggregate
MTS,C1,2045,OCG,SORG+BARL+OTGR,2.224479579333547,2.224479579333548,1.0000000000000004,other grains aggregate
MTS,C1,2046,OCG,SORG+BARL+OTGR,2.2251191793798606,2.2251191793798677,1.000000000000003,other grains aggregate
MTS,C1,2047,OCG,SORG+BARL+OTGR,2.2256755523755114,2.2256755523754768,0.9999999999999845,other grains aggregate
MTS,C1,2048,OCG,SORG+BARL+OTGR,2.226110209231824,2.2261102092318015,0.9999999999999898,other grains aggregate
MTS,C1,2049,OCG,SORG+BARL+OTGR,2.2264228774958235,2.226422877496896,1.0000000000004816,other grains aggregate
MTS,C1,2050,OCG,SORG+BARL+OTGR,2.226613304442927,2.226613304442605,0.9999999999998554,other grains aggregate
MTS,C1,2023,ODA,MILK,37.05427511403377,37.05427511403377,1.0,common dairy-food multiplier
MTS,C1,2024,ODA,MILK,35.49446339894381,35.49446339894381,1.0,common dairy-food multiplier
MTS,C1,2025,ODA,MILK,35.924228811772124,36.59780810199286,1.0187500000000003,common dairy-food multiplier
