diet_pathway,source_scenario,year,world_commodity,source_commodities,baseline_kg_per_capita,pathway_kg_per_capita,preference_multiplier_vs_baseline,mapping_note
CGS,B1,2041,BUT,MILK,43.3983424718728,71.73084759915369,1.6528476322717547,common dairy-food multiplier
CGS,B1,2042,BUT,MILK,43.87084102525766,74.68717018579778,1.7024330612398861,common dairy-food multiplier
CGS,B1,2043,BUT,MILK,44.33412295177504,77.7401529538019,1.7535060530770994,common dairy-food multiplier
CGS,B1,2044,BUT,MILK,44.78779877397847,80.89174654179553,1.806111234669414,common dairy-food multiplier
CGS,B1,2045,BUT,MILK,45.2314853340205,84.1438866372361,1.8602945717094979,common dairy-food multiplier
CGS,B1,2046,BUT,MILK,45.6674991558636,87.5036508066971,1.9161034088607811,common dairy-food multiplier
CGS,B1,2047,BUT,MILK,46.09741523034646,90.97723689641396,1.9735865111266062,common dairy-food multiplier
CGS,B1,2048,BUT,MILK,46.51655964298147,94.5585882950666,2.032794106460404,common dairy-food multiplier
CGS,B1,2049,BUT,MILK,46.92457721772912,98.24964413683873,2.093777929654268,common dairy-food multiplier
CGS,B1,2050,BUT,MILK,47.3211213233869,102.05231701639823,2.1565912675438286,common dairy-food multiplier
CGS,B1,2023,CHE,MILK,37.05427511403377,37.05427511403377,1.0,common dairy-food multiplier
CGS,B1,2024,CHE,MILK,35.49446339894381,35.49446339894381,1.0,common dairy-food multiplier
CGS,B1,2025,CHE,MILK,35.924228811772124,37.00195567612533,1.0300000000000011,common dairy-food multiplier
CGS,B1,2026,CHE,MILK,36.34660570111934,38.56011398831753,1.0609000000000008,common dairy-food multiplier
CGS,B1,2027,CHE,MILK,36.78983409802401,40.201245044431495,1.0927270000000004,common dairy-food multiplier
CGS,B1,2028,CHE,MILK,37.2307397738459,41.903525618280966,1.1255088100000001,common dairy-food multiplier
CGS,B1,2029,CHE,MILK,37.67563260849735,43.67638411588267,1.1592740743000003,common dairy-food multiplier
CGS,B1,2030,CHE,MILK,38.12050271847346,45.51787381583289,1.1940522965289913,common dairy-food multiplier
CGS,B1,2031,CHE,MILK,38.56987453831741,47.43608068735181,1.2298738654238097,common dairy-food multiplier
CGS,B1,2032,CHE,MILK,39.04444247821292,49.460331575859925,1.2667700813876173,common dairy-food multiplier
CGS,B1,2033,CHE,MILK,39.52715655677596,51.57397390830094,1.304773183829229,common dairy-food multiplier
CGS,B1,2034,CHE,MILK,40.01881518358706,53.78194120716756,1.3439163793441138,common dairy-food multiplier
CGS,B1,2035,CHE,MILK,40.52128733750941,56.09093841793112,1.384233870724273,common dairy-food multiplier
CGS,B1,2036,CHE,MILK,41.00623388512871,58.4650843902797,1.4257608868460998,common dairy-food multiplier
CGS,B1,2037,CHE,MILK,41.5007538537791,60.94525616792941,1.468533713451561,common dairy-food multiplier
CGS,B1,2038,CHE,MILK,41.98687376587926,63.50891383705823,1.5125897248551263,common dairy-food multiplier
CGS,B1,2039,CHE,MILK,42.46417372636009,66.15779903854329,1.5579674166007647,common dairy-food multiplier
CGS,B1,2040,CHE,MILK,42.93223919771442,68.89364068550178,1.6047064390987893,common dairy-food multiplier
CGS,B1,2041,CHE,MILK,43.3983424718728,71.73084759915369,1.6528476322717547,common dairy-food multiplier
CGS,B1,2042,CHE,MILK,43.87084102525766,74.68717018579778,1.7024330612398861,common dairy-food multiplier
CGS,B1,2043,CHE,MILK,44.33412295177504,77.7401529538019,1.7535060530770994,common dairy-food multiplier
CGS,B1,2044,CHE,MILK,44.78779877397847,80.89174654179553,1.806111234669414,common dairy-food multiplier
CGS,B1,2045,CHE,MILK,45.2314853340205,84.1438866372361,1.8602945717094979,common dairy-food multiplier
CGS,B1,2046,CHE,MILK,45.6674991558636,87.5036508066971,1.9161034088607811,common dairy-food multiplier
CGS,B1,2047,CHE,MILK,46.09741523034646,90.97723689641396,1.9735865111266062,common dairy-food multiplier
CGS,B1,2048,CHE,MILK,46.51655964298147,94.5585882950666,2.032794106460404,common dairy-food multiplier
CGS,B1,2049,CHE,MILK,46.92457721772912,98.24964413683873,2.093777929654268,common dairy-food multiplier
CGS,B1,2050,CHE,MILK,47.3211213233869,102.05231701639823,2.1565912675438286,common dairy-food multiplier
CGS,B1,2023,CRN,MAIZ,13.407393219689714,13.407393219689714,1.0,maize
CGS,B1,2024,CRN,MAIZ,13.420626579941487,13.420626579941487,1.0,maize
CGS,B1,2025,CRN,MAIZ,13.361349255891824,13.36134925589248,1.000000000000049,maize
CGS,B1,2026,CRN,MAIZ,13.31702892377102,13.317028923771083,1.0000000000000049,maize
CGS,B1,2027,CRN,MAIZ,13.27282083672308,13.27282083672308,1.0,maize
CGS,B1,2028,CRN,MAIZ,13.228474763164382,13.228474763164382,1.0,maize
CGS,B1,2029,CRN,MAIZ,13.18405995543834,13.184059955438338,0.9999999999999999,maize
CGS,B1,2030,CRN,MAIZ,13.139535681803508,13.139535681803354,0.9999999999999882,maize
CGS,B1,2031,CRN,MAIZ,13.10641468286607,13.10641468286638,1.0000000000000235,maize
CGS,B1,2032,CRN,MAIZ,13.073458123581286,13.073458123581938,1.00000000000005,maize
CGS,B1,2033,CRN,MAIZ,13.04048795663114,13.040487956631214,1.0000000000000058,maize
CGS,B1,2034,CRN,MAIZ,13.007511128382108,13.007511128382305,1.000000000000015,maize
CGS,B1,2035,CRN,MAIZ,12.974544793775356,12.974544793774417,0.9999999999999276,maize
CGS,B1,2036,CRN,MAIZ,12.951711603342003,12.951711603340922,0.9999999999999165,maize
CGS,B1,2037,CRN,MAIZ,12.928877381374193,12.928877381374116,0.9999999999999941,maize
CGS,B1,2038,CRN,MAIZ,12.90586924919312,12.9058692491931,0.9999999999999984,maize
CGS,B1,2039,CRN,MAIZ,12.882687688875375,12.882687688875304,0.9999999999999944,maize
CGS,B1,2040,CRN,MAIZ,12.859333189287549,12.859333189287383,0.9999999999999871,maize
CGS,B1,2041,CRN,MAIZ,12.84448977947009,12.844489779469908,0.9999999999999859,maize
CGS,B1,2042,CRN,MAIZ,12.829635073584267,12.829635073578304,0.9999999999995351,maize
CGS,B1,2043,CRN,MAIZ,12.814626323579844,12.81462632357796,0.9999999999998529,maize
CGS,B1,2044,CRN,MAIZ,12.79946380634954,12.799463806349596,1.0000000000000044,maize
CGS,B1,2045,CRN,MAIZ,12.784147804501677,12.78414780450167,0.9999999999999994,maize
CGS,B1,2046,CRN,MAIZ,12.771034477802951,12.771034477802992,1.000000000000003,maize
CGS,B1,2047,CRN,MAIZ,12.757811507822662,12.757811507822716,1.0000000000000042,maize
CGS,B1,2048,CRN,MAIZ,12.744440403494789,12.744440403494854,1.000000000000005,maize
CGS,B1,2049,CRN,MAIZ,12.730921405828312,12.73092140585204,1.0000000000018638,maize
CGS,B1,2050,CRN,MAIZ,12.717254761339555,12.717254761333546,0.9999999999995275,maize
CGS,B1,2023,FMK,MILK,37.05427511403377,37.05427511403377,1.0,common dairy-food multiplier
CGS,B1,2024,FMK,MILK,35.49446339894381,35.49446339894381,1.0,common dairy-food multiplier
CGS,B1,2025,FMK,MILK,35.924228811772124,37.00195567612533,1.0300000000000011,common dairy-food multiplier
CGS,B1,2026,FMK,MILK,36.34660570111934,38.56011398831753,1.0609000000000008,common dairy-food multiplier
CGS,B1,2027,FMK,MILK,36.78983409802401,40.201245044431495,1.0927270000000004,common dairy-food multiplier
CGS,B1,2028,FMK,MILK,37.2307397738459,41.903525618280966,1.1255088100000001,common dairy-food multiplier
CGS,B1,2029,FMK,MILK,37.67563260849735,43.67638411588267,1.1592740743000003,common dairy-food multiplier
CGS,B1,2030,FMK,MILK,38.12050271847346,45.51787381583289,1.1940522965289913,common dairy-food multiplier
CGS,B1,2031,FMK,MILK,38.56987453831741,47.43608068735181,1.2298738654238097,common dairy-food multiplier
CGS,B1,2032,FMK,MILK,39.04444247821292,49.460331575859925,1.2667700813876173,common dairy-food multiplier
CGS,B1,2033,FMK,MILK,39.52715655677596,51.57397390830094,1.304773183829229,common dairy-food multiplier
CGS,B1,2034,FMK,MILK,40.01881518358706,53.78194120716756,1.3439163793441138,common dairy-food multiplier
CGS,B1,2035,FMK,MILK,40.52128733750941,56.09093841793112,1.384233870724273,common dairy-food multiplier
CGS,B1,2036,FMK,MILK,41.00623388512871,58.4650843902797,1.4257608868460998,common dairy-food multiplier
CGS,B1,2037,FMK,MILK,41.5007538537791,60.94525616792941,1.468533713451561,common dairy-food multiplier
CGS,B1,2038,FMK,MILK,41.98687376587926,63.50891383705823,1.5125897248551263,common dairy-food multiplier
CGS,B1,2039,FMK,MILK,42.46417372636009,66.15779903854329,1.5579674166007647,common dairy-food multiplier
CGS,B1,2040,FMK,MILK,42.93223919771442,68.89364068550178,1.6047064390987893,common dairy-food multiplier
CGS,B1,2041,FMK,MILK,43.3983424718728,71.73084759915369,1.6528476322717547,common dairy-food multiplier
CGS,B1,2042,FMK,MILK,43.87084102525766,74.68717018579778,1.7024330612398861,common dairy-food multiplier
CGS,B1,2043,FMK,MILK,44.33412295177504,77.7401529538019,1.7535060530770994,common dairy-food multiplier
CGS,B1,2044,FMK,MILK,44.78779877397847,80.89174654179553,1.806111234669414,common dairy-food multiplier
CGS,B1,2045,FMK,MILK,45.2314853340205,84.1438866372361,1.8602945717094979,common dairy-food multiplier
CGS,B1,2046,FMK,MILK,45.6674991558636,87.5036508066971,1.9161034088607811,common dairy-food multiplier
CGS,B1,2047,FMK,MILK,46.09741523034646,90.97723689641396,1.9735865111266062,common dairy-food multiplier
CGS,B1,2048,FMK,MILK,46.51655964298147,94.5585882950666,2.032794106460404,common dairy-food multiplier
CGS,B1,2049,FMK,MILK,46.92457721772912,98.24964413683873,2.093777929654268,common dairy-food multiplier
CGS,B1,2050,FMK,MILK,47.3211213233869,102.05231701639823,2.1565912675438286,common dairy-food multiplier
CGS,B1,2023,NBO,SOYO+RAPO+GRDO,21.60228989763562,21.60228989763562,1.0,total vegetable-oil multiplier
CGS,B1,2024,NBO,SOYO+RAPO+GRDO,22.17847303093135,22.17847303093135,1.0,total vegetable-oil multiplier
CGS,B1,2025,NBO,SOYO+RAPO+GRDO,22.242006901130008,21.741561745854717,0.977500000000006,total vegetable-oil multiplier
CGS,B1,2026,NBO,SOYO+RAPO+GRDO,22.314617873578104,21.321756844565588,0.95550625,total vegetable-oil multiplier
CGS,B1,2027,NBO,SOYO+RAPO+GRDO,22.39009698942575,20.91251536524369,0.9340073593750003,total vegetable-oil multiplier
CGS,B1,2028,NBO,SOYO+RAPO+GRDO,22.463007608462064,20.508550595550222,0.9129921937890643,total vegetable-oil multiplier
CGS,B1,2029,NBO,SOYO+RAPO+GRDO,22.534825000013715,20.111201628863295,0.8924498694288088,total vegetable-oil multiplier
CGS,B1,2030,NBO,SOYO+RAPO+GRDO,22.604816447378603,19.719758013469374,0.8723697473666592,total vegetable-oil multiplier
CGS,B1,2031,NBO,SOYO+RAPO+GRDO,22.68410063086834,19.343672366017117,0.8527414280509056,total vegetable-oil multiplier
CGS,B1,2032,NBO,SOYO+RAPO+GRDO,22.767063058029336,18.977593462675042,0.8335547459197707,total vegetable-oil multiplier
CGS,B1,2033,NBO,SOYO+RAPO+GRDO,22.850008686724543,18.618181688461764,0.8147997641365713,total vegetable-oil multiplier
CGS,B1,2034,NBO,SOYO+RAPO+GRDO,22.933010722839796,18.265380964033337,0.7964667694434991,total vegetable-oil multiplier
CGS,B1,2035,NBO,SOYO+RAPO+GRDO,23.01641032819969,17.919340343775577,0.7785462671310136,total vegetable-oil multiplier
CGS,B1,2036,NBO,SOYO+RAPO+GRDO,23.10742102265488,17.58541696165787,0.7610289761205654,total vegetable-oil multiplier
CGS,B1,2037,NBO,SOYO+RAPO+GRDO,23.199059290130656,17.257915320911668,0.7439058241578584,total vegetable-oil multiplier
CGS,B1,2038,NBO,SOYO+RAPO+GRDO,23.287554783606836,16.933963312157168,0.7271679431143089,total vegetable-oil multiplier
CGS,B1,2039,NBO,SOYO+RAPO+GRDO,23.37287576279929,16.613595858256183,0.7108066643942332,total vegetable-oil multiplier
CGS,B1,2040,NBO,SOYO+RAPO+GRDO,23.454992129580265,16.296845512842083,0.6948135144453668,total vegetable-oil multiplier
CGS,B1,2041,NBO,SOYO+RAPO+GRDO,23.543927381417976,15.990569551855591,0.6791802103703451,total vegetable-oil multiplier
CGS,B1,2042,NBO,SOYO+RAPO+GRDO,23.63308303579926,15.689972056024352,0.6638986556369845,total vegetable-oil multiplier
CGS,B1,2043,NBO,SOYO+RAPO+GRDO,23.719284421871556,15.392889016944332,0.6489609358851715,total vegetable-oil multiplier
CGS,B1,2044,NBO,SOYO+RAPO+GRDO,23.802502427271257,15.099339130949936,0.634359314827762,total vegetable-oil multiplier
CGS,B1,2045,NBO,SOYO+RAPO+GRDO,23.882709366237627,14.809339218926633,0.620086230244137,total vegetable-oil multiplier
CGS,B1,2046,NBO,SOYO+RAPO+GRDO,23.96279599320222,14.52467233727957,0.6061342900636444,total vegetable-oil multiplier
CGS,B1,2047,NBO,SOYO+RAPO+GRDO,24.040772368854682,14.244067921298921,0.5924962685372125,total vegetable-oil multiplier
CGS,B1,2048,NBO,SOYO+RAPO+GRDO,24.11574669338684,13.96699890542187,0.5791651024951253,total vegetable-oil multiplier
CGS,B1,2049,NBO,SOYO+RAPO+GRDO,24.187695300522627,13.693473974723574,0.5661338876890721,total vegetable-oil multiplier
CGS,B1,2050,NBO,SOYO+RAPO+GRDO,24.256595962325573,13.423500152331103,0.5533958752159609,total vegetable-oil multiplier
CGS,B1,2023,NDM,MILK,37.05427511403377,37.05427511403377,1.0,common dairy-food multiplier
CGS,B1,2024,NDM,MILK,35.49446339894381,35.49446339894381,1.0,common dairy-food multiplier
CGS,B1,2025,NDM,MILK,35.924228811772124,37.00195567612533,1.0300000000000011,common dairy-food multiplier
CGS,B1,2026,NDM,MILK,36.34660570111934,38.56011398831753,1.0609000000000008,common dairy-food multiplier
CGS,B1,2027,NDM,MILK,36.78983409802401,40.201245044431495,1.0927270000000004,common dairy-food multiplier
CGS,B1,2028,NDM,MILK,37.2307397738459,41.903525618280966,1.1255088100000001,common dairy-food multiplier
CGS,B1,2029,NDM,MILK,37.67563260849735,43.67638411588267,1.1592740743000003,common dairy-food multiplier
CGS,B1,2030,NDM,MILK,38.12050271847346,45.51787381583289,1.1940522965289913,common dairy-food multiplier
CGS,B1,2031,NDM,MILK,38.56987453831741,47.43608068735181,1.2298738654238097,common dairy-food multiplier
CGS,B1,2032,NDM,MILK,39.04444247821292,49.460331575859925,1.2667700813876173,common dairy-food multiplier
CGS,B1,2033,NDM,MILK,39.52715655677596,51.57397390830094,1.304773183829229,common dairy-food multiplier
CGS,B1,2034,NDM,MILK,40.01881518358706,53.78194120716756,1.3439163793441138,common dairy-food multiplier
CGS,B1,2035,NDM,MILK,40.52128733750941,56.09093841793112,1.384233870724273,common dairy-food multiplier
CGS,B1,2036,NDM,MILK,41.00623388512871,58.4650843902797,1.4257608868460998,common dairy-food multiplier
CGS,B1,2037,NDM,MILK,41.5007538537791,60.94525616792941,1.468533713451561,common dairy-food multiplier
CGS,B1,2038,NDM,MILK,41.98687376587926,63.50891383705823,1.5125897248551263,common dairy-food multiplier
CGS,B1,2039,NDM,MILK,42.46417372636009,66.15779903854329,1.5579674166007647,common dairy-food multiplier
CGS,B1,2040,NDM,MILK,42.93223919771442,68.89364068550178,1.6047064390987893,common dairy-food multiplier
CGS,B1,2041,NDM,MILK,43.3983424718728,71.73084759915369,1.6528476322717547,common dairy-food multiplier
CGS,B1,2042,NDM,MILK,43.87084102525766,74.68717018579778,1.7024330612398861,common dairy-food multiplier
CGS,B1,2043,NDM,MILK,44.33412295177504,77.7401529538019,1.7535060530770994,common dairy-food multiplier
CGS,B1,2044,NDM,MILK,44.78779877397847,80.89174654179553,1.806111234669414,common dairy-food multiplier
CGS,B1,2045,NDM,MILK,45.2314853340205,84.1438866372361,1.8602945717094979,common dairy-food multiplier
CGS,B1,2046,NDM,MILK,45.6674991558636,87.5036508066971,1.9161034088607811,common dairy-food multiplier
CGS,B1,2047,NDM,MILK,46.09741523034646,90.97723689641396,1.9735865111266062,common dairy-food multiplier
CGS,B1,2048,NDM,MILK,46.51655964298147,94.5585882950666,2.032794106460404,common dairy-food multiplier
CGS,B1,2049,NDM,MILK,46.92457721772912,98.24964413683873,2.093777929654268,common dairy-food multiplier
CGS,B1,2050,NDM,MILK,47.3211213233869,102.05231701639823,2.1565912675438286,common dairy-food multiplier
CGS,B1,2023,OCG,SORG+BARL+OTGR,2.6610476897612845,2.6610476897612845,1.0,other grains aggregate
CGS,B1,2024,OCG,SORG+BARL+OTGR,2.2641253107558725,2.2641253107558725,1.0,other grains aggregate
CGS,B1,2025,OCG,SORG+BARL+OTGR,2.257090831421995,2.257090831422054,1.0000000000000262,other grains aggregate
CGS,B1,2026,OCG,SORG+BARL+OTGR,2.2524864765450596,2.2524864765450654,1.0000000000000027,other grains aggregate
CGS,B1,2027,OCG,SORG+BARL+OTGR,2.2480763552098324,2.2480763552098324,1.0,other grains aggregate
CGS,B1,2028,OCG,SORG+BARL+OTGR,2.243624715676761,2.243624715676754,0.9999999999999968,other grains aggregate
CGS,B1,2029,OCG,SORG+BARL+OTGR,2.2391990039602145,2.2391990039602097,0.9999999999999978,other grains aggregate
CGS,B1,2030,OCG,SORG+BARL+OTGR,2.234761715731123,2.234761715731022,0.9999999999999547,other grains aggregate
CGS,B1,2031,OCG,SORG+BARL+OTGR,2.2322773458672076,2.2322773458671774,0.9999999999999865,other grains aggregate
CGS,B1,2032,OCG,SORG+BARL+OTGR,2.2300409668802113,2.2300409668802468,1.000000000000016,other grains aggregate
CGS,B1,2033,OCG,SORG+BARL+OTGR,2.2278854416684055,2.227885441668409,1.0000000000000016,other grains aggregate
CGS,B1,2034,OCG,SORG+BARL+OTGR,2.2258216273273335,2.2258216273273437,1.0000000000000047,other grains aggregate
CGS,B1,2035,OCG,SORG+BARL+OTGR,2.2238711006740144,2.2238711006739607,0.9999999999999758,other grains aggregate
CGS,B1,2036,OCG,SORG+BARL+OTGR,2.2235528108534792,2.223552810853425,0.9999999999999757,other grains aggregate
CGS,B1,2037,OCG,SORG+BARL+OTGR,2.2232717843301315,2.2232717843301284,0.9999999999999986,other grains aggregate
CGS,B1,2038,OCG,SORG+BARL+OTGR,2.2228594401069044,2.222859440106907,1.000000000000001,other grains aggregate
CGS,B1,2039,OCG,SORG+BARL+OTGR,2.222315561325345,2.222315561325341,0.9999999999999982,other grains aggregate
CGS,B1,2040,OCG,SORG+BARL+OTGR,2.22163995305499,2.221639953054983,0.9999999999999968,other grains aggregate
CGS,B1,2041,OCG,SORG+BARL+OTGR,2.222341242184352,2.2223412421843447,0.9999999999999968,other grains aggregate
CGS,B1,2042,OCG,SORG+BARL+OTGR,2.2230601880692227,2.223060188068944,0.9999999999998745,other grains aggregate
CGS,B1,2043,OCG,SORG+BARL+OTGR,2.2236564327713,2.2236564327712136,0.999999999999961,other grains aggregate
CGS,B1,2044,OCG,SORG+BARL+OTGR,2.22412966151672,2.224129661516717,0.9999999999999986,other grains aggregate
CGS,B1,2045,OCG,SORG+BARL+OTGR,2.224479579333547,2.2244795793335452,0.9999999999999992,other grains aggregate
CGS,B1,2046,OCG,SORG+BARL+OTGR,2.2251191793798606,2.2251191793798646,1.0000000000000018,other grains aggregate
CGS,B1,2047,OCG,SORG+BARL+OTGR,2.2256755523755114,2.225675552375516,1.000000000000002,other grains aggregate
CGS,B1,2048,OCG,SORG+BARL+OTGR,2.226110209231824,2.226110209231829,1.0000000000000022,other grains aggregate
CGS,B1,2049,OCG,SORG+BARL+OTGR,2.2264228774958235,2.2264228774969315,1.0000000000004976,other grains aggregate
CGS,B1,2050,OCG,SORG+BARL+OTGR,2.226613304442927,2.226613304442648,0.9999999999998748,other grains aggregate
CGS,B1,2023,ODA,MILK,37.05427511403377,37.05427511403377,1.0,common dairy-food multiplier
CGS,B1,2024,ODA,MILK,35.49446339894381,35.49446339894381,1.0,common dairy-food multiplier
CGS,B1,2025,ODA,MILK,35.924228811772124,37.00195567612533,1.0300000000000011,common dairy-food multiplier
CGS,B1,2026,ODA,MILK,36.34660570111934,38.56011398831753,1.0609000000000008,common dairy-food multiplier
CGS,B1,2027,ODA,MILK,36.78983409802401,40.201245044431495,1.0927270000000004,common dairy-food multiplier
CGS,B1,2028,ODA,MILK,37.2307397738459,41.903525618280966,1.1255088100000001,common dairy-food multiplier
CGS,B1,2029,ODA,MILK,37.67563260849735,43.67638411588267,1.1592740743000003,common dairy-food multiplier
CGS,B1,2030,ODA,MILK,38.12050271847346,45.51787381583289,1.1940522965289913,common dairy-food multiplier
CGS,B1,2031,ODA,MILK,38.56987453831741,47.43608068735181,1.2298738654238097,common dairy-food multiplier
CGS,B1,2032,ODA,MILK,39.04444247821292,49.460331575859925,1.2667700813876173,common dairy-food multiplier
CGS,B1,2033,ODA,MILK,39.52715655677596,51.57397390830094,1.304773183829229,common dairy-food multiplier
CGS,B1,2034,ODA,MILK,40.01881518358706,53.78194120716756,1.3439163793441138,common dairy-food multiplier
CGS,B1,2035,ODA,MILK,40.52128733750941,56.09093841793112,1.384233870724273,common dairy-food multiplier
CGS,B1,2036,ODA,MILK,41.00623388512871,58.4650843902797,1.4257608868460998,common dairy-food multiplier
CGS,B1,2037,ODA,MILK,41.5007538537791,60.94525616792941,1.468533713451561,common dairy-food multiplier
CGS,B1,2038,ODA,MILK,41.98687376587926,63.50891383705823,1.5125897248551263,common dairy-food multiplier
CGS,B1,2039,ODA,MILK,42.46417372636009,66.15779903854329,1.5579674166007647,common dairy-food multiplier
CGS,B1,2040,ODA,MILK,42.93223919771442,68.89364068550178,1.6047064390987893,common dairy-food multiplier
CGS,B1,2041,ODA,MILK,43.3983424718728,71.73084759915369,1.6528476322717547,common dairy-food multiplier
CGS,B1,2042,ODA,MILK,43.87084102525766,74.68717018579778,1.7024330612398861,common dairy-food multiplier
CGS,B1,2043,ODA,MILK,44.33412295177504,77.7401529538019,1.7535060530770994,common dairy-food multiplier
CGS,B1,2044,ODA,MILK,44.78779877397847,80.89174654179553,1.806111234669414,common dairy-food multiplier
CGS,B1,2045,ODA,MILK,45.2314853340205,84.1438866372361,1.8602945717094979,common dairy-food multiplier
CGS,B1,2046,ODA,MILK,45.6674991558636,87.5036508066971,1.9161034088607811,common dairy-food multiplier
CGS,B1,2047,ODA,MILK,46.09741523034646,90.97723689641396,1.9735865111266062,common dairy-food multiplier
CGS,B1,2048,ODA,MILK,46.51655964298147,94.5585882950666,2.032794106460404,common dairy-food multiplier
CGS,B1,2049,ODA,MILK,46.92457721772912,98.24964413683873,2.093777929654268,common dairy-food multiplier
CGS,B1,2050,ODA,MILK,47.3211213233869,102.05231701639823,2.1565912675438286,common dairy-food multiplier
CGS,B1,2023,OTO,SOYO+RAPO+GRDO,21.60228989763562,21.60228989763562,1.0,total vegetable-oil multiplier
CGS,B1,2024,OTO,SOYO+RAPO+GRDO,22.17847303093135,22.17847303093135,1.0,total vegetable-oil multiplier
CGS,B1,2025,OTO,SOYO+RAPO+GRDO,22.242006901130008,21.741561745854717,0.977500000000006,total vegetable-oil multiplier
CGS,B1,2026,OTO,SOYO+RAPO+GRDO,22.314617873578104,21.321756844565588,0.95550625,total vegetable-oil multiplier
CGS,B1,2027,OTO,SOYO+RAPO+GRDO,22.39009698942575,20.91251536524369,0.9340073593750003,total vegetable-oil multiplier
CGS,B1,2028,OTO,SOYO+RAPO+GRDO,22.463007608462064,20.508550595550222,0.9129921937890643,total vegetable-oil multiplier
CGS,B1,2029,OTO,SOYO+RAPO+GRDO,22.534825000013715,20.111201628863295,0.8924498694288088,total vegetable-oil multiplier
CGS,B1,2030,OTO,SOYO+RAPO+GRDO,22.604816447378603,19.719758013469374,0.8723697473666592,total vegetable-oil multiplier
CGS,B1,2031,OTO,SOYO+RAPO+GRDO,22.68410063086834,19.343672366017117,0.8527414280509056,total vegetable-oil multiplier
CGS,B1,2032,OTO,SOYO+RAPO+GRDO,22.767063058029336,18.977593462675042,0.8335547459197707,total vegetable-oil multiplier
CGS,B1,2033,OTO,SOYO+RAPO+GRDO,22.850008686724543,18.618181688461764,0.8147997641365713,total vegetable-oil multiplier
CGS,B1,2034,OTO,SOYO+RAPO+GRDO,22.933010722839796,18.265380964033337,0.7964667694434991,total vegetable-oil multiplier
CGS,B1,2035,OTO,SOYO+RAPO+GRDO,23.01641032819969,17.919340343775577,0.7785462671310136,total vegetable-oil multiplier
CGS,B1,2036,OTO,SOYO+RAPO+GRDO,23.10742102265488,17.58541696165787,0.7610289761205654,total vegetable-oil multiplier
CGS,B1,2037,OTO,SOYO+RAPO+GRDO,23.199059290130656,17.257915320911668,0.7439058241578584,total vegetable-oil multiplier
CGS,B1,2038,OTO,SOYO+RAPO+GRDO,23.287554783606836,16.933963312157168,0.7271679431143089,total vegetable-oil multiplier
CGS,B1,2039,OTO,SOYO+RAPO+GRDO,23.37287576279929,16.613595858256183,0.7108066643942332,total vegetable-oil multiplier
CGS,B1,2040,OTO,SOYO+RAPO+GRDO,23.454992129580265,16.296845512842083,0.6948135144453668,total vegetable-oil multiplier
CGS,B1,2041,OTO,SOYO+RAPO+GRDO,23.543927381417976,15.990569551855591,0.6791802103703451,total vegetable-oil multiplier
CGS,B1,2042,OTO,SOYO+RAPO+GRDO,23.63308303579926,15.689972056024352,0.6638986556369845,total vegetable-oil multiplier
CGS,B1,2043,OTO,SOYO+RAPO+GRDO,23.719284421871556,15.392889016944332,0.6489609358851715,total vegetable-oil multiplier
CGS,B1,2044,OTO,SOYO+RAPO+GRDO,23.802502427271257,15.099339130949936,0.634359314827762,total vegetable-oil multiplier
CGS,B1,2045,OTO,SOYO+RAPO+GRDO,23.882709366237627,14.809339218926633,0.620086230244137,total vegetable-oil multiplier
CGS,B1,2046,OTO,SOYO+RAPO+GRDO,23.96279599320222,14.52467233727957,0.6061342900636444,total vegetable-oil multiplier
CGS,B1,2047,OTO,SOYO+RAPO+GRDO,24.040772368854682,14.244067921298921,0.5924962685372125,total vegetable-oil multiplier
CGS,B1,2048,OTO,SOYO+RAPO+GRDO,24.11574669338684,13.96699890542187,0.5791651024951253,total vegetable-oil multiplier
CGS,B1,2049,OTO,SOYO+RAPO+GRDO,24.187695300522627,13.693473974723574,0.5661338876890721,total vegetable-oil multiplier
CGS,B1,2050,OTO,SOYO+RAPO+GRDO,24.256595962325573,13.423500152331103,0.5533958752159609,total vegetable-oil multiplier
CGS,B1,2023,PLM,CHKM,17.18908809544014,17.18908809544014,1.0,poultry meat
CGS,B1,2024,PLM,CHKM,17.001519072376162,17.001519072376162,1.0,poultry meat
CGS,B1,2025,PLM,CHKM,17.228254352428316,17.452221659014384,1.0130000000002612,poultry meat
CGS,B1,2026,PLM,CHKM,17.444679569179286,17.901189388825156,1.026169000000001,poultry meat
CGS,B1,2027,PLM,CHKM,17.673232545774635,18.371487772052465,1.0395091970000006,poultry meat
CGS,B1,2028,PLM,CHKM,17.90354125539648,18.8528374391737,1.053022816561002,poultry meat
CGS,B1,2029,PLM,CHKM,18.138532440690717,19.348592269725945,1.0667121131762933,poultry meat
CGS,B1,2030,PLM,CHKM,18.375854153457464,19.85656891625471,1.080579370647576,poultry meat
CGS,B1,2031,PLM,CHKM,18.609479802432663,20.370437232622937,1.0946269024650586,poultry meat
CGS,B1,2032,PLM,CHKM,18.85766777818857,20.910457903852567,1.1088570521980625,poultry meat
CGS,B1,2033,PLM,CHKM,19.1119941853252,21.467971637908065,1.1232721938766526,poultry meat
CGS,B1,2034,PLM,CHKM,19.37310867626406,22.04417085070241,1.1378747323970229,poultry meat
CGS,B1,2035,PLM,CHKM,19.642007895020644,22.640696355488835,1.1526671039180458,poultry meat
