model,start_id,selected,success,nll,n_iter,grad_norm,max_abs_gradient,hessian_status,n_boundary_raw_params,boundary_raw_params,message
AIDADS_sat,warm_start,True,True,-4902.866642087579,47,80.96322447268001,49.376376709865596,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_1,False,True,-4902.866642837449,1,773484359.6372408,773484359.6372374,not_available_lbfgsb,1,log_omega,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_2,False,True,-4904.665437786237,10,788200928.3395467,788200928.3395343,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_3,False,True,-4905.825825035516,12,805873809.9048766,805873809.9048699,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_4,False,False,-4911.656049494446,12,232.0372809493546,188.5277026847591,not_available_lbfgsb,0,,ABNORMAL: 
MAIDADS_sat,start_5,True,True,-4970.321234971138,23,8271531757.707403,8271531757.707401,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
