variant,model,group,group_label_cn,items,rmse_x,mae_x,mean_x,relative_rmse
baseline_real_national_nonfood,AIDADS_sat,grain,粮食/主粮,grain,0.07333085148086829,0.05069133582312154,0.4162108514051832,0.17618678425440754
baseline_real_national_nonfood,AIDADS_sat,oil,食用油,oil,0.03150731960595205,0.02529602361904145,0.1280012295893504,0.2461485698772806
baseline_real_national_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.010859691449872123,0.007971584179966852,0.05127216060514116,0.2118048336894779
baseline_real_national_nonfood,AIDADS_sat,pork,猪肉,pork,0.047854266149920534,0.0371918167922091,0.10369770792339729,0.46147853321185306
baseline_real_national_nonfood,AIDADS_sat,aquatic,水产品,aquatic,0.009544684481827038,0.007866933234049897,0.012086946516067662,0.7896687942764458
baseline_real_national_nonfood,AIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.013071954599700258,0.010559595486477365,0.028343059898296212,0.4612047762876179
baseline_real_national_nonfood,AIDADS_sat,dairyegg,奶蛋类,milk+egg,0.010555516477939973,0.008554006650242705,0.029622519078042715,0.35633419460818594
baseline_real_national_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,3.753123358977207,3.0535414893027744,188.9050588369303,0.019867775813336156
baseline_real_national_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.06316467750528992,0.047744233370078444,0.4162108514051832,0.15176124623382012
baseline_real_national_nonfood,MAIDADS_sat,oil,食用油,oil,0.03147621864463475,0.02499302300859985,0.1280012295893504,0.24590559595103723
baseline_real_national_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.01042679524804246,0.007689122840701479,0.05127216060514116,0.20336172934746477
baseline_real_national_nonfood,MAIDADS_sat,pork,猪肉,pork,0.045232718855310564,0.036485135281073756,0.10369770792339729,0.4361978655181511
baseline_real_national_nonfood,MAIDADS_sat,aquatic,水产品,aquatic,0.009194069913332437,0.007306615766579415,0.012086946516067662,0.7606610901364039
baseline_real_national_nonfood,MAIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.013050519268795854,0.010385076911718244,0.028343059898296212,0.4604484948211382
baseline_real_national_nonfood,MAIDADS_sat,dairyegg,奶蛋类,milk+egg,0.01055123442556617,0.008740579029629951,0.029622519078042715,0.35618964065034997
baseline_real_national_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,3.8371038826901,3.1536136486391393,188.9050588369303,0.02031234052870139
